COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
469-5					p o ʔ ³¹		
470-5					l o ŋ		
478-5					t sʰ o ³¹		
495-5					m ə		
501-5					sʰ ə ³¹		
506-5					p j o ³¹		
507-5					m e ʔ ³¹		
509-5					ɹ o ³¹		
510-5					p j u ³¹		
511-5					ɹ o ʔ ³¹		
521-5					ʃ o ʔ ³¹		
538-5					p u ʔ ³¹		
539-5					p j o ³¹		
544-5					p ɹ o ʔ ³¹		
550-5					p t o ʔ ³¹		
562-5					m ɹ a ⁵⁵		
568-5					sʰ ə ³¹		
11-5					j ʔ ⁵⁵		
12-5					j o ʔ ⁵⁵		
46-5					k o ³¹		
83-5					o ³¹		
91-5					sʰ e		
106-5					sʰ ə ³¹		
120-5					ə a ʔ ³¹		
209-5					p a ³¹		
215-5					ʔ ɹ a ʔ ⁵⁵		
242-5					pʰ ə		
281-5					tʰ j u ³¹		
283-5					j u ʔ ³¹		
302-5					o ⁵⁵		
312-5					p o ⁵⁵		
313-5					tsʰ a ʔ ³¹		
315-5					sʰ e ŋ ³¹		
348-5					m i ʔ		
352-5					p j a ³¹		
1-6						m w iː	
4-6						l aː	
18-6						m j a	
19-6						m a	
44-6						r uˀ k	
50-6						s w iː	
62-6						s a ts	
70-6						p a	
75-6						m r a	
97-6						r a	
112-6						tsʰ aː	
122-6						m r a k	
127-6						k j aː	
132-6						r a k	
133-6						m a ɲ	
135-6						n w iː	
142-6						ʔ aː	
143-6						n a k	
149-6						k a	
152-6						m a	
157-6						p aː	
183-6						ʔ aː	
184-6						h n a	
185-6						tsʰ a	
189-6						m j a k	
192-6						n a	
195-6						n aː	
200-6						a	
216-6						tsʰ a ts	
218-6						l a k	
225-6						s a	
235-6						k j a	
244-6						s aː	
253-6						n w aː	
270-6						m a	
278-6						m r a	
279-6						h j aː	
285-6						k j a	
308-6						p aː	
322-6						m aː	
325-6						k w iː	
337-6						m j a	
341-6						tsʰ aː	
347-6						s ŋˀ a k	
362-6						j a	
391-6						j a p	
394-6						m a k	
397-6						tsʰ uˀ	
443-6						m j a p	
460-6						s a	
463-6						r a	
464-6						k a	
473-6						s a m	
476-6						k j a k	
481-6						tsʰ a	
494-6						k w aː	
496-6						s a	
516-6						j aː	
522-6						m a k	
523-6						p j a	
524-6						n aː	
540-6						k aː	
3-6						p j u	
6-6						k w uˀ	
7-6						tʰ u	
20-6						n a p	
39-6						m a	
51-6						n j u	
64-6						k w a	
65-6						k a k	
66-6						t ʔ aː	
71-6						s aː	
72-6						k aː	
76-6						j aː	
77-6						m a k	
78-6						h m w iː	
82-6						p a	
87-6						h m a	
93-6						l a	
94-6						m a	
100-6						s r a	
116-6						h lʷ aː	
119-6						r a	
124-6						p j a	
137-6						kʰ j w iː	
139-6						m w aː	
144-6						s a ts	
145-6						t aː ɲ	
146-6						m iː	
150-6						t r a k	
154-6						m aˀ	
165-6						k a	
166-6						p j aˀ	
169-6						k j a	
170-6						p j aˀ	
171-6						j a	
174-6						r a	
181-6						m j a k	
193-6						p aː	
205-6						n a	
206-6						n a	
212-6						h r a k	
214-6						l uˀ	
217-6						ʔ aˀ	
224-6						n ɲ w iː	
228-6						p uˀ	
238-6						r a	
241-6						s aː	
246-6						k j aː	
257-6						p a	
272-6						m aː	
273-6						k a	
274-6						m a	
286-6						k a	
289-6						k aː	
294-6						k a	
301-6						r a k	
306-6						kʰ r a p	
307-6						k a p	
321-6						t a	
331-6						h m aː	
332-6						h r a	
335-6						k j aˀ	
336-6						m a	
340-6						m iː	
342-6						m j w iː ɲ	
360-6						r ŋˀ a p	
376-6						s w a	
389-6						n a k	
395-6						m a	
401-6						s u	
404-6						ʔ a	
408-6						tʰ w aˀ	
409-6						l a	
413-6						kʰ a	
421-6						m r a p	
425-6						p j u	
442-6						t u	
447-6						tʰ aː	
456-6						k aː	
469-6						k w iː	
470-6						k a	
475-6						m	
477-6						h n j a	
480-6						k w iː	
485-6						m j aˀ	
495-6						m w aː	
499-6						m j a	
500-6						ɲ w iː	
501-6						t u	
506-6						a p	
507-6						m a k	
509-6						l uˀ	
510-6						p ɲ w iː	
511-6						l a k	
521-6						s w iː	
525-6						n ɲ w iː	
538-6						h r w iː	
539-6						a ts	
544-6						k r a k	
550-6						t a k	
562-6						m r a	
568-6						k a	
2-6						k au ɲ	
11-6						s a	
35-6						h r uˀ	
38-6						tsʰ uˀ ŋˀ	
42-6						p a	
79-6						k a	
86-6						ʔ a ŋˀ	
89-6						s a ɲ	
90-6						h p a	
91-6						k a n	
92-6						k a	
120-6						s r ŋˀ	
125-6						k l w a	
148-6						h r a	
163-6						s a ɲ	
186-6						n a	
187-6						l a	
197-6						h n a	
209-6						k w a	
210-6						h j a	
213-6						h n a	
215-6						tsʰ r a ts	
220-6						t au ɲ	
239-6						n a n	
242-6						tsʰ u	
248-6						k j a	
252-6						k w aː	
255-6						p j aˀ	
271-6						tʰ iː	
275-6						n a ŋ	
277-6						tʰ a n	
283-6						h l a	
295-6						k au k	
300-6						k a ɲ	
302-6						tsʰ a	
309-6						l a k	
312-6						k w iː	
313-6						h m w iː	
314-6						tsʰ a m	
330-6						h lʷ uˀ	
338-6						m r a k	
346-6						s a	
348-6						r a	
352-6						k l a ŋ	
1-7							m au ⁵³
4-7							l ə ³¹
18-7							m i m ³¹
19-7							m i ⁵³
44-7							l u ʔ ⁵³
50-7							s i ŋ ⁵³
62-7							s i ʔ ⁵⁴
70-7							b a ŋ ³
75-7							m j ɔ ʔ ³
97-7							a ŋ ⁵³
112-7							tsʰ ɔ ³¹
122-7							m j u ʔ ³¹
127-7							kʰ i ⁴³
132-7							ɔ ʔ ³
133-7							n ɔ ⁵³
135-7							n au ⁵³
142-7							d z w i ⁵¹
143-7							ŋ ɔ ʔ ³²
149-7							u ³¹
152-7							ŋ a̰ ⁵³
157-7							b ɔ ³
183-7							tsʰ u ³
184-7							ŋ u ʔ ⁵³
185-7							ʃ a m ³¹
189-7							m j ɔ ʔ ³²
192-7							ŋ ɔ ⁵³
195-7							ŋ ɔ ³
200-7							i ⁵³
216-7							s i ŋ ³¹
218-7							l ṵ ʔ ³
225-7							s i ŋ ³¹
235-7							kʰ i ⁵³
244-7							s i ³¹
253-7							m i ³¹
270-7							m i ⁵³
278-7							m i ŋ ³¹
279-7							w i ³
285-7							ʔ j i m ³¹
308-7							b i ³¹
322-7							m w i ³¹
325-7							kʰ au ⁵³
337-7							m j ɔ ŋ ³¹
341-7							d ʃ ɔ ⁵³
347-7							s ɔ ʔ ³
362-7							i ⁵³
391-7							j ɔ p ³¹
394-7							m ɔ ʔ ³
397-7							tʰ i ⁵³
443-7							m j ɔ p ³¹
460-7							s ʊ ʔ ⁵⁴
463-7							ʃ i ⁵³
464-7							ʔ u ŋ ³
473-7							s ɔ m ³¹
476-7							kʰ j u ʔ ³¹
481-7							tsʰ i ⁵³
494-7							ʔ i ⁵¹
496-7							s i ŋ ⁵³
516-7							j ai ³
522-7							ŋ ɔ ʔ ³
523-7							b j u ⁵³
524-7							ŋ i ³¹
540-7							tsʰ ɔ ³¹
3-7							b i ⁵³
6-7							ʔ i ⁴³
7-7							dʒ u ⁴
20-7							ŋ a ʔ ³
39-7							m i ⁵³
51-7							n ⁵³
64-7							g ɔ ŋ ³
65-7							g j au ʔ ⁵³
66-7							d u ⁵³
71-7							ʃ i ³¹
76-7							s ɔ ³
77-7							m ɔ ⁵³
78-7							m au ⁵³
82-7							kʰ j ɪ ŋ ³
87-7							ŋ ɔ ³
93-7							l a m ³¹
94-7							m i ⁵³
100-7							ʃ ɔ ŋ ⁵³
116-7							j ə ³
119-7							j ɔ ʔ ³¹
124-7							b j ɔ ⁵³
136-7							l w i ³
137-7							kʰ j au ⁵³
139-7							m i ⁵³
144-7							s ɪ t ³
145-7							d u ŋ ³¹
146-7							m au ⁵³
150-7							g ɔ ʔ ³²
154-7							m i ⁵³
165-7							kʰ a m ⁵
166-7							b j ɔ ⁵¹
169-7							ʔ j ɔ ŋ ⁵³
170-7							b j ɔ ⁵³
171-7							v a ŋ ³¹
174-7							l a m ⁵³
181-7							m j ɔ ʔ ³
193-7							b ɪ ³¹
205-7							n u ʔ ⁵³
206-7							m i ³
212-7							ʔ ɔ ʔ ⁵
214-7							l a m ³¹
217-7							u ⁵¹
224-7							m j ɔ ³
228-7							b ɔ ³
238-7							v au ⁵³
241-7							s ɔ ³
256-7							ʔ ə ³
272-7							m ɔ ³¹
273-7							ʔ ə ³
274-7							m a ŋ ³
286-7							kʰ a m ⁵³
289-7							kʰ u ŋ ³¹
294-7							ts ɪ ³
301-7							v ɔ ʔ ³
306-7							tʰ j au p ³
307-7							ŋ a̰ ʔ ⁵⁴
321-7							tʰ a ŋ ³¹
331-7							m i ⁵³
332-7							l a̰ m ⁵³
335-7							g j ɔ ⁵³
336-7							n z a m ⁵³
340-7							n au ⁵²
342-7							m j au ⁵
360-7							dʒ ʊ p ³
376-7							ʃ ɔ ⁵³
389-7							n u ʔ ⁵³
395-7							n ɔ ³
401-7							ʃ i ³¹
404-7							d ɔ ŋ ³
408-7							d ɔ ⁵³
409-7							l ṵ ⁵³
413-7							d i ŋ ⁵³
421-7							m ɔ ʔ ³
425-7							b ɪ t ⁵³
430-7							dʒ i ⁵³
442-7							d u ⁵³
447-7							tʰ u ŋ ⁴³
456-7							g ɔ ³¹
458-7							ʃ ɔ ³¹
469-7							kʰ au ⁵²
475-7							m ⁵³
477-7							ŋ i ʔ ⁵³
478-7							z ɪ ³²
480-7							g au ⁵³
485-7							m j ɔ ⁵³
499-7							m j ɔ ŋ ⁵³
500-7							m j i m ³
501-7							tʰ u ⁴³
506-7							d a ⁵³
507-7							ŋ ɔ ʔ ³
509-7							l i ŋ ³¹
510-7							b j au ŋ ³
511-7							l ṵ ʔ ³
521-7							h au ⁵³
525-7							m j au ⁵²
538-7							ʔ au ⁵³
539-7							kʰ ɪ n ⁵³
544-7							ʔ j ɔ ʔ ³²
550-7							tʰ ɔ ʔ ⁵⁴
562-7							m u ŋ ³¹
568-7							g i ⁴³
2-7							kʰ u ŋ ⁴³
12-7							β j a ʔ ³²
22-7							g u ŋ ⁵¹
28-7							b w ɔ ³
29-7							tʰ u ⁵⁴
30-7							j a ŋ ³
35-7							l a ŋ ³¹
38-7							d ɔ ⁵³
42-7							b ɪ ⁵
52-7							d ɔ ⁵
55-7							b ɔ m ³
69-7							ʃ u ⁵⁴
79-7							g i m ³¹
83-7							tʃʰ au ⁵³
86-7							ʔ i ³
89-7							s a ŋ ³
90-7							b ɔ ⁵³
91-7							b i n ³¹
92-7							kʰ ə t ⁴³
106-7							ʔ u ³
120-7							tʰ a t ⁴³
148-7							ʔ a ŋ ⁵³
163-7							s a ŋ ³¹
173-7							b ə ³
179-7							ʔ ə ³
186-7							ŋ a t ⁵³
187-7							l a ŋ ³
197-7							n u ʔ ³
209-7							kʰ ɔ ŋ ³
210-7							ɔ m ³
211-7							d u ³²
213-7							m ɔ ʔ ⁵³
220-7							tʰ u ŋ ⁴³
237-7							s ɔ ⁴³
239-7							ŋ a m ³
248-7							kʰ i ⁵³
252-7							g i ⁵³
271-7							tʰ au ⁵²
277-7							tʃʰ j a ŋ ³
281-7							pʰ j i ⁵¹
283-7							l a ⁵³
295-7							kʰ u ʔ ⁴³
300-7							g a ŋ ⁴
309-7							l ṵ ʔ ³
313-7							m ɔ ʔ ³
314-7							tsʰ a m ⁵³
315-7							tʃʰ a ŋ ³²
330-7							l i ³
333-7							ʃ z a m ³
338-7							m j ɔ ʔ ⁵
346-7							s ɪ p ⁵⁴
352-7							pʰ a ŋ ³¹
