COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1683-6						s i j o										
2551-6						r̃ a										
2957-6						m a n d i										
3048-6						b i j e										
4402-6						j i										
5081-6						p i n d i										
5622-6						p e l a j										
650-6						b o s o										
716-6						j ɛ										
1152-6						t ɔ b ɛ										
1789-6						n u m a										
1862-6						i s i										
2618-6						k ɛ l ɛ										
2880-6						k u n d u g a										
2924-6						p o l i										
3136-6						j a r a										
3405-6						ɛ m ɛ j e										
3811-6						l e										
4535-6						s u w e										
4888-6						s a m n a										
5751-6						t i j ɛ										
2179-6						n d e										
2442-6						n u m a										
3482-6						m i s i d o										
4202-6						g o l o										
4781-6						s a d a										
4921-6						s a m b a										
5982-6						g u s u										
408-6						j a m b i										
526-6						a d a g a										
789-6						g a m a										
1298-6						g i l m a b a										
1942-6						j e										
2666-6						s i g o										
3015-6						n a n d a										
3905-6						n o m										
3977-6						a m d u										
3978-6						m a n d o										
4152-6						k i r̃ a										
4334-6						s o l o										
4648-6						j e										
5200-6						ɛ l ɛ										
5318-6						d ɔ l ɔ										
5532-6						i n i										
5673-6						d a m a										
5866-6						g a m a										
66-6						g a										
432-6						g a n a										
446-6						g o n g o										
1579-6						uː m b uː l uː										
1748-6						j e										
1823-6						g o n o										
2902-6						j a										
3684-6						k i m d a										
3812-6						p i n g i										
3943-6						p a l a										
4259-6						g ɛ m ɛ										
4611-6						k ɔː m a										
4738-6						g u n d a										
4983-6						t ɔː n d i										
5447-6						g i s eː										
5656-6						m ɔː n d i										
5830-6						j ɔː										
5868-6						k a										
348-6						g o r o										
998-6						w o										
1023-6						j o										
1074-6						n a g a										
1172-6						g u l o										
1205-6						j o										
1668-6						b i n g i										
1841-6						g o										
2063-6						e a										
2671-6						n d a										
2977-6						k u b ɛ										
3256-6						e m e										
3287-6						aː n aː										
3301-6						i b a										
3498-6						n e										
4363-6						d a m										
4442-6						t i b ɛ										
4941-6						ɔ j ɔ										
5228-6						b ɛ n d i										
5229-6						i n d eː										
5391-6						d a m										
5793-6						t m b ɛ j										
5888-6						j ɔː										
1373-6						g o s o										
1727-6						j e										
1899-6						p i n i										
1923-6						g e n aː										
1971-6						p i t a										
2046-6						g e n d a										
2109-6						gʷ ɛ d e										
2127-6						n a l a										
2268-6						i l ɛ										
2714-6						s i ŋ										
2863-6						dʒ e j a										
2999-6						d o g ɔ										
3318-6						n ɔ n d i										
3427-6						g o										
3465-6						d aː										
3706-6						n i ŋ										
4008-6						g e										
4053-6						g i m b ɛ										
4205-6						e n d o l o										
4280-6						j a g a r a										
4848-6						o n a n o										
4985-6						s ɛː										
5357-6						k o										
5569-6						p n d e										
5906-6						t e ŋ g e										
327-6						i n i										
616-6						ɛ n dʒ o										
687-6						j aː n d i										
1417-6						g ɔː										
1434-6						ŋ g o										
715-7							d i									
1089-7							n a m a									
1319-7							n ɔ									
1398-7							s u w l i									
1557-7							d i r e									
1626-7							w a g a									
1840-7							t e n									
2247-7							g o									
4677-7							k i l o									
5162-7							m u r̃ ɛ									
5406-7							t aː n d i									
359-7							g e l a									
1577-7							d i r e									
2196-7							n a r̃ a									
2230-7							s i g e									
2533-7							b a r a									
3605-7							k a n a									
3866-7							o s i									
4553-7							t ɛ g a									
4822-7							k u m b o									
5254-7							d l ɔ									
503-7							k i r̃ a									
1356-7							m a j a									
1881-7							n ɔ m j ɔ									
3372-7							n a m a									
3718-7							a r a									
4135-7							b a r̃ a									
4694-7							g u s i									
807-7							k ɔ m b e									
2320-7							k a n									
2476-7							k ɔ									
2842-7							d g i									
3719-7							m ɔ									
4081-7							t a m b a									
4313-7							n ɛ m									
4460-7							s ɔ j ɔ									
5514-7							n ɛ m d ɛ									
5810-7							p i l ɛː									
93-7							d ɔ									
260-7							p ɛ r ɛ									
385-7							d ɛ m b ɛː									
890-7							a m b r									
1336-7							t e g e									
1703-7							b aː									
1769-7							t ɛ m b ɛ									
2162-7							b ɛ l ɛː									
2635-7							s o									
2735-7							t ɛ n a m a									
3031-7							d ɛː g ɛː									
4591-7							t ɛ r a									
5301-7							p ɛ l									
5605-7							t i m e									
296-7							d a m b a									
463-7							d u m b e									
1432-7							t a l a									
1474-7							t ɔ n o									
1788-7							s e									
2044-7							d i m b e									
2713-7							t ɛː m t ɛː r ɛː									
3425-7							j u									
4184-7							ŋ ɔ j̃									
4423-7							d ɔ r̃ ɔ									
4629-7							n i n ɔ									
4759-7							n e j ɛ									
4904-7							n i n a									
4960-7							d i n ɛ d o									
5059-7							g i j o									
5125-7							ɔ n d ɔ									
5339-7							p a g a									
5549-7							t a w a									
5771-7							d i g i									
5905-7							t e n ɛ									
5922-7							b i r ɛ									
1-7							p ɛː									
483-7							g e s i									
667-7							ɛ w ɛː									
1542-7							n ɔ									
1683-7							s e									
1898-7							p i r̃ o									
2551-7							r o									
2901-7							t i n ɛ									
2957-7							m a n d ɔ									
3048-7							b j e									
3251-7							p a r a									
3885-7							t ɔ r ɔ									
4402-7							j ɛ									
5081-7							p n d i									
5622-7							p ɛː l e j e									
6006-7							p ɔ r̃ ɔ									
43-7							s ɛ w									
135-7							t i n d i									
158-7							m a s i									
194-7							b ɛ j̃									
221-7							ɛː s i									
650-7							b e s ɛ									
1152-7							t ɔ b ɛ									
1374-7							k ɔ r ɔ									
1452-7							g aː r a									
1862-7							i s ɛ									
2083-7							k a r̃ a									
2108-7							n ɛ j e									
2880-7							k u n d g a									
2924-7							p o l ɛ									
2941-7							b i r̃ ɛ									
3113-7							t e g e									
3136-7							j a r a									
3405-7							ɛ m ɛ j̃									
3572-7							b ɛ r i									
3751-7							p a									
3959-7							t o r i									
4066-7							g ɔ r̃ ɔ									
4535-7							s u g ɛ									
5180-7							s ɛː m b									
5583-7							t a ŋ g a									
5981-7							a r̃ a									
25-7							a r s a									
114-7							d ɔ j̃									
702-7							ɔ g ɔ n ɔ n o									
872-7							ɛ n ɛ									
1941-7							k i l i									
2179-7							n d ɛ									
2351-7							p a b a									
2496-7							n ɔ n									
3588-7							k a r a									
4202-7							g o r o									
4609-7							k a r a w j									
4921-7							s a m b ɛ									
408-7							j ɔ m b i									
526-7							d a r a g a									
545-7							i r i									
978-7							t o m									
999-7							j e									
1052-7							n a m b i									
1070-7							l u g o									
1942-7							j ɛː									
2456-7							k a l ɔ									
2514-7							t u s i									
2666-7							s i g e									
2817-7							a n g ɛ									
3300-7							e w aː									
3977-7							m ɔ n d									
3978-7							m o n d ɛ									
4039-7							d a n r ɔ									
4152-7							k i r̃ a									
4260-7							ɔ m b i									
4278-7							k u n d i									
4648-7							j ɔ									
5752-7							t i									
5866-7							k a r a									
5887-7							j ɛ r̃ a									
446-7							g e n g o r o									
1108-7							j a									
1646-7							ɔ g i									
1748-7							j ɛ									
1823-7							g o l o									
2143-7							b a									
2392-7							l o s i									
2579-7							d ɔ m									
2902-7							j ɔ									
3197-7							k ɔ									
3339-7							k a r a									
3944-7							k ɔ r ɔ									
4240-7							w e l o									
4337-7							s ɔ m									
4738-7							g i n d a									
4983-7							k o n d ɛ									
5197-7							e r i									
5447-7							g d ɛ									
5656-7							m ɔ n d i									
5733-7							n iː									
5828-7							j a r̃ a									
5868-7							k a n a									
245-7							t ɔ r ɔ									
562-7							s i m a									
1170-7							g a n d a									
1205-7							j e									
1524-7							k o r o									
2063-7							i r ɛ									
2334-7							ɛ s i									
2671-7							n ɔ									
3088-7							n r i									
3252-7							ɛ m b ɛ									
3463-7							w ɛ									
3772-7							t u m a									
3790-7							g a g									
4052-7							b a s a									
4383-7							k ɛː b									
4479-7							k o									
4711-7							j a r i									
4778-7							s a s u j i									
4941-7							ɔ j ɛ									
5038-7							k ɔ l ɔ									
5228-7							b ɛ n d									
5319-7							t o s i									
5424-7							k ɔ r ɔ									
5793-7							k ɛ m b ɛ									
563-7							s i m									
684-7							ŋ a r̃ i									
742-7							d a r a									
1126-7							n iː									
1204-7							k eː r i									
1669-7							d e m b e r e									
2283-7							b r i									
2372-7							b e l i									
2441-7							n ɛ									
2773-7							b a r m i n a									
2863-7							d i j ɛ									
2999-7							d ɔ g ɛ									
3176-7							d ɔ r ɔ									
3199-7							k a r a m									
3283-7							a r̃ a									
3318-7							n ɔ n i									
3358-7							ŋ aː									
3807-7							p u r̃									
3813-7							r̃ e									
4025-7							dʒ i w a									
4441-7							b aː r a									
4498-7							e r i m									
4843-7							o r i m									
5357-7							k ɔ n g o									
5390-7							t o r e									
61-7							k ɛ l ɛ									
197-7							b w									
283-7							k u									
594-7							u s i n iː									
909-7							r i									
928-7							ɔ m b ɔ									
951-7							j a r									
1417-7							k ɛ									
715-8								d u j i								
1089-8								n a m a								
1319-8								n ɔ								
1398-8								s u n a l u								
1557-8								dʒ i l e								
1626-8								w a g a								
1840-8								t i n i								
2247-8								k o								
4677-8								k u l e j								
5162-8								m i r̃ e								
5406-8								t aː l i								
359-8								k a l a								
1577-8								dʒ i l e								
2196-8								n a l a								
2230-8								s i g o								
2533-8								b a l a								
3605-8								k a n a d a								
3866-8								o s u								
4553-8								t a g a								
4822-8								k u m b o								
5254-8								d u l a								
1881-8								n u m e								
2084-8								j a b e								
2420-8								k u l a								
3218-8								p u s u								
3372-8								n a m a								
3718-8								a l a								
4694-8								g u s u								
2320-8								k a n a								
2476-8								k u								
2842-8								d i g a								
3719-8								m i								
4081-8								t a m b a								
4313-8								n e m e								
5514-8								n e m d e								
385-8								d e m b e								
1336-8								t e g e								
1769-8								t e m b e								
2735-8								d a n a m i								
3031-8								d e g e								
4591-8								t aː l a								
5301-8								p e l a								
63-8								k a l a								
1788-8								s e l e								
2713-8								t ɛ m ɛ n ɛ								
4120-8								k o l o								
4184-8								n e j e								
4759-8								n i j e								
5059-8								g i j o								
5771-8								dʒ u g u								
5938-8								a d i n a								
629-8								t o								
1415-8								n e								
1898-8								p u r̃ o								
2551-8								r a								
2957-8								m a n d i								
3048-8								b i j e								
6006-8								p i r̃ a								
135-8								t u n d u								
716-8								j ɛ								
1152-8								t i w ɛ								
2083-8								k a r̃ a								
2618-8								k ɛ l ɛ								
2636-8								m e								
2880-8								k u n dʒ u a								
2941-8								b i l i								
3405-8								ɛ m ɛ j ɛ								
3811-8								l e								
4535-8								s u w a								
4888-8								s a m a n a								
5751-8								t i j ɛ								
851-8								k ɔ n ɔ								
4202-8								g o l o j o								
4781-8								s a dʒ a								
4921-8								s a m b a								
196-8								k u l a								
408-8								j a m b u								
789-8								g a m a								
1942-8								j e								
2145-8								dʒ oː								
2456-8								a g l i								
3639-8								t o w a								
3977-8								m o n dʒ i								
3978-8								ɔ m dʒ o								
4278-8								k u n dʒ u								
5532-8								i n i								
521-8								k ɔː dʒ i								
1124-8								eː l e								
1579-8								u m b l u								
2774-8								k a n a								
3198-8								s ɛ m ɛ								
3534-8								k ɛ n i								
3550-8								e n i								
3684-8								k i n dʒ a								
3812-8								p i ŋ g i								
4611-8								k ɔː m ɔ								
4738-8								g u n d a								
4983-8								s o n d i								
5656-8								o n dʒ i								
5830-8								j ɛ								
1026-8								l i m ɔ								
1074-8								n o g e l i								
1170-8								a n dʒ a								
1187-8								u r u								
1454-8								s i l ŋ								
1841-8								g e								
1970-8								p u l a								
2671-8								n o								
2977-8								k o m b a								
3301-8								i b a								
3463-8								w a								
3498-8								n i								
4363-8								d a m								
4479-8								k o								
5038-8								k o l ɛ ŋ								
5391-8								dʒ e								
5715-8								i r e								
5793-8								t e m b e j								
5888-8								j ɛ								
6007-8								p u n a								
568-8								n i n d u g o								
569-8								n e n d i l e								
1257-8								k ɔ l ɔ m ɔ								
1433-8								p o l e								
1501-8								n i g e								
1787-8								n aː								
1864-8								k ɔ g u l ɛ								
1923-8								g ɛ ŋ ɛ								
1988-8								p u n d o								
2046-8								g i n d o								
2067-8								i d ɛ								
2109-8								k ɛ dʒ ɔ j								
2127-8								n o l o								
2441-8								n aː								
2599-8								iː g e								
2756-8								b a l a								
2775-8								b a g i m i								
3254-8								d u l a m a								
3358-8								n aː								
3622-8								d aː g a								
4008-8								g eː ŋ e								
4205-8								ɔ n d o l o								
4630-8								n ɛ								
4848-8								ɔ n ɔ n ɔ								
4905-8								n ɛ								
4985-8								s ɛ								
5467-8								d i g e								
5569-8								p a n d iː								
5606-8								t i l i ŋ g ɔ								
5640-8								n iː ŋ g a								
5906-8								t e ŋ g o								
2-8								k aː m n ɔ								
3-8								k a n i								
21-8								d aː b a								
42-8								k i s ɛ								
64-8								k a g a								
117-8								ɛ								
224-8								ɲ a g a								
241-8								d ɔ g ɛ								
242-8								l ɛ								
312-8								b a j								
361-8								k a r a								
651-8								d i ŋ g e								
743-8								j a b o								
891-8								a o								
1053-8								k ɔː n d i								
1207-8								g e								
715-9									d u j i							
1089-9									n a m a							
1319-9									n ɔ j ɛ							
1398-9									s u n g u							
1557-9									dʒ i r e							
1626-9									w a g a							
1840-9									t iː n							
2247-9									g oː							
4677-9									k u l e j							
5162-9									m i r̃ ɛ							
5406-9									t aː n d u							
359-9									g a l a							
1577-9									g i r e							
2196-9									n a r̃ a							
2230-9									s i g e							
2533-9									b a r a							
3605-9									k a n d a							
3866-9									o dʒ u							
4553-9									t a g a							
4822-9									k u m b o							
5254-9									d u l ɔ							
503-9									k i r̃ u							
1356-9									m a j ɛ							
1881-9									n u m j ɔ							
2084-9									j aː b ɛ							
2420-9									k u l ɛ							
3218-9									p u s u							
3372-9									n a m a							
3718-9									a r a							
4135-9									b a r̃ u							
4694-9									g u dʒ u							
807-9									k ɛ m b iː							
2320-9									k a ŋ							
2476-9									k oː							
2842-9									d i g u							
4081-9									t a m b ɛ							
4313-9									n ɛ m							
4460-9									s ɔ j ɛ							
5810-9									p i l ɛ							
93-9									d ɔ							
260-9									p i r ɛ							
385-9									dʒ ɛ m b ɛ							
890-9									a m iː r u							
1336-9									t e g e							
1703-9									b aː							
1769-9									t ɛ m b ɛ							
2162-9									b ɛ l ɛ							
2635-9									s o							
2735-9									t a n a m							
3031-9									d ɛ g ɛ							
4591-9									t aː r u							
5301-9									p ɛ l u							
5605-9									t i w ɛ							
63-9									k a t a							
296-9									dʒ a m a							
463-9									d u m b iː							
762-9									b a n a k u							
1432-9									t a r u							
1474-9									t ɔ n d ɔ							
1788-9									s iː r̃ iː							
2044-9									d i m e							
2713-9									t ɛ m t ɛ r ɛ							
3219-9									p aː s u							
3425-9									j u							
4120-9									k ɛ l ɛ							
4184-9									dʒ ɔ j̃ i							
4423-9									t ɔ r̃ ɔ							
4629-9									n u ŋ ɔ							
4759-9									n iː j ɛ							
4904-9									n u n ɛ							
4960-9									dʒ i n aː dʒ e							
4980-9									t ɔ							
5059-9									g u j o							
5125-9									ɔ n dʒ ɛ							
5339-9									p a g a							
5549-9									t a w a							
5771-9									dʒ u g u							
5905-9									t i r̃ u							
5922-9									b i r ɛ							
1-9									p ɛ							
483-9									g ɛ s u							
629-9									t ɔ r i							
667-9									ɛ b ɛ							
1254-9									dʒ a m d u l u							
1415-9									n iː							
1542-9									n ɔ j̃							
1683-9									s iː j ɛ							
1898-9									p u r̃ o							
2551-9									r i							
2901-9									t u ŋ dʒ iː							
3251-9									p a r̃ a							
3885-9									t ɛ r ɛ							
4402-9									j e							
5081-9									b i n dʒ i							
5622-9									p ɔ l i j e							
43-9									s aː							
158-9									m ɔ dʒ a							
194-9									b ɛ j̃							
221-9									ɛ s u							
716-9									j ɛ							
1374-9									k ɔ ŋ ɔ							
1452-9									g aː r a							
1789-9									n u m u							
1862-9									iː s i							
2108-9									n ɔ j̃ e							
2618-9									k ɛ l ɛ							
2636-9									m e							
2941-9									b i r̃ iː							
3113-9									t e g e							
3136-9									j a r a							
3572-9									b ɛ r u							
3811-9									l e							
3959-9									t o l u							
4066-9									g ɔ r̃ ɔ							
4888-9									s a m ŋ u							
5180-9									s ɛ m b ɛ							
5583-9									t a ŋ g ɛ							
5981-9									a r̃ a							
25-9									a s ɛ g ɛ							
114-9									d ɔ j̃ ɛ							
702-9									ɔ g ɔ n ɔ ŋ ɔ							
851-9									g ɔ ŋ ɔ							
872-9									ɛ n dʒ ɛ							
952-9									k u r u w							
1941-9									k i s e							
2442-9									n u m u							
3448-9									b ɔ d u							
3497-9									n a r̃ a							
3588-9									k ɔː r ɔ							
4101-9									a r̃ a							
4202-9									g ɛ l ɛ j ɛ							
4293-9									dʒ ɔ b ɔ							
4520-9									p eː dʒ u							
4609-9									k ɔ r ɔ ŋ g a j							
4740-9									g u n o							
4921-9									s ɛ m b ɛ							
5982-9									k u s u							
978-9									t o m							
1052-9									n aː m b u							
1070-9									l u g o							
1942-9									j e							
1989-9									m ɛ n d e							
2145-9									e dʒ oː							
2306-9									a m a b a							
2456-9									k ɔ r u							
2514-9									t u s i							
2666-9									s u g iː							
3132-9									d u ŋ g a							
3300-9									ɛ w ɛ							
3774-9									t u r u							
3976-9									ɔ s i							
4039-9									d ɔː r̃ u							
4152-9									k i r̃ ɛ j							
4260-9									ɔ m b ɛ							
4278-9									k u n dʒ u							
4361-9									t e g e							
4570-9									t ɔ j̃ e							
5673-9									dʒ e m							
5752-9									t ɛː							
66-9									k a							
521-9									k ɔː t ɛ l							
685-9									b o r̃ ɔ							
744-9									l a b a							
1108-9									j ɔː j o							
1745-9									dʒ a j ɛ							
2066-9									n a ŋ a							
2216-9									j aː j a							
2265-9									u l a							
2392-9									l o s i							
2902-9									j u							
2958-9									m ɔ m o							
3197-9									k ɔ							
3943-9									p a l u							
4219-9									t ɛ m b ɛ							
4337-9									s ɔ m b ɔ							
5197-9									ɛ r u							
5531-9									ŋ r̃ i							
5733-9									n iː							
348-9									k ɛ r ɛ							
409-9									g o r u							
562-9									s u m ɛ							
1022-9									p i l i							
1170-9									g ɔ dʒ e							
1238-9									i s e							
1578-9									n o							
1612-9									n u m b ɔ							
2288-9									ɛ r̃ e							
2334-9									ɛ s u							
2396-9									n ɛ							
2759-9									ɛ g ɛ							
2978-9									k u r a							
3088-9									n ɛ r̃ u							
3252-9									ɛ b ɛ j							
3287-9									a n u							
3407-9									ɛ m							
3790-9									g ɛ w							
4052-9									b a s ɛ							
4220-9									k i							
4383-9									k i b ɛ							
4440-9									t i							
4651-9									d i ŋ e							
4711-9									j a r u							
4778-9									s ɛ s i j i							
4821-9									k u							
5228-9									b u n dʒ iː							
5272-9									t e g u							
5319-9									t o s u							
5375-9									m aː n ɛ g u							
5465-9									m u w̃ o							
5497-9									ɛ w							
5641-9									l ɛ j							
5692-9									a n a							
5715-9									i r ɛ							
389-9									n ɛ							
448-9									n ɛ j							
563-9									s i ɔ							
613-9									m ɛ j							
787-9									n i w̃ ɛ							
915-9									iː							
1126-9									n iː							
1208-9									g a m a							
1502-9									d u w̃ u							
1669-9									d e m e r e							
1969-9									j u g ɔ r ɔ							
1971-9									b u d u							
2030-9									k u w o							
2354-9									t i r ɛ							
2500-9									ɛ g ɛ							
3011-9									b a n ɛ j̃							
3159-9									j ɛ ŋ ɛ							
3199-9									k ɔ r ɔ m							
3319-9									b u s a m							
3395-9									ɔ j̃							
3535-9									k aː							
3640-9									l aː r a							
3706-9									ŋ iː ŋ							
3813-9									r̃ i							
4011-9									d e w̃ u							
4498-9									ɛ r u							
4843-9									o r i							
4986-9									j ɔ r ɔ n iː							
5036-9									t o r o							
5109-9									l a g a							
5361-9									k ɛ dʒ ɛ							
5390-9									t u r oː							
5425-9									j ɔ g ɔ							
5790-9									ɔ r i							
5847-9									oː n o							
136-9									k ɛ l ɛ							
197-9									b ɛ w							
334-9									s i j aː							
652-9									b i							
786-9									n i							
951-9									j ɔ r							
715-10										d u						
1089-10										n aː						
1319-10										n ɔ						
1398-10										s u n g u						
1557-10										d i l i						
1626-10										w a g a						
1840-10										t i r̃ u						
2247-10										g o						
4677-10										u l j						
5162-10										m i r̃ ɛ						
5406-10										t aː n d i						
359-10										d a l a						
1577-10										d i r̃ o						
2230-10										s u g o						
2533-10										a l a						
3605-10										a n a						
3866-10										o d u						
4822-10										u m o						
5254-10										d u l a						
503-10										tʃ i r a						
1356-10										m a j a						
1881-10										n u m						
2084-10										j aː b						
2420-10										t l ɔ						
3218-10										p d u						
3372-10										n a m a						
4135-10										b a r̃ a						
4694-10										g u s u						
807-10										o m e						
2320-10										a n ɛ						
2476-10										o						
2842-10										d i g u						
3719-10										m ɔ						
4081-10										d a m b a						
4313-10										n ɛ m						
4460-10										s ɔ j ɔ						
5514-10										n ɛ m d ɛ						
5810-10										p i l ɛ						
93-10										d ɔ						
260-10										b ɛ l ɛ						
385-10										d ɛ m b ɛ						
890-10										a m i l u						
1336-10										t i g						
1703-10										b aː						
1769-10										t ɛ m b ɛ						
2162-10										b ɛ l ɛ						
2635-10										s o						
2735-10										d a n a m a						
3031-10										d ɛ g ɛ						
4591-10										t aː l a						
5301-10										p ɛ l u						
5605-10										t i n ɛ						
63-10										g a r̃ a						
296-10										d a m a						
463-10										d u m b u						
762-10										b a n a n						
1432-10										t a l u						
1474-10										t ɔ n ɔ						
2044-10										d i m b i						
2713-10										t ɛ m ɛ n ɛ						
3219-10										p a d a						
3425-10										n o						
4120-10										o l o						
4423-10										d ɔ r̃ ɔ						
4629-10										n u n						
4759-10										n o						
4904-10										n u ŋ ɔ						
4960-10										d i n aː d o						
4980-10										t ɔː						
5059-10										g u j̃						
5125-10										ɔ n ɔ d ɛ						
5339-10										p a g a						
5549-10										t a b a						
5905-10										t i r̃ u						
5922-10										b i r̃ ɛ						
5938-10										a d u n a						
1-10										p ɛ						
483-10										g o s u						
629-10										d ɔ						
667-10										ɛ b ɛ						
1254-10										dʒ a n d u						
1415-10										n ɛ						
1542-10										n ɔ						
1683-10										s e j ɛ						
1898-10										p u r̃ o						
2551-10										r̃ a						
2901-10										t n g						
2957-10										m a n d i						
3048-10										b i						
3251-10										d a r̃ a						
3885-10										t ɛ r̃ ɛ						
4402-10										j ɛ						
5622-10										p ɛ l i j						
43-10										s aː						
135-10										t u n d u						
221-10										ɛ s u						
1152-10										t e b ɛ						
1374-10										ɔ ŋ ɔ						
1452-10										g aː r̃ a						
1789-10										n u m						
1862-10										i s i						
2636-10										m						
2880-10										u n d u a						
2924-10										p o l e						
3113-10										t e g e						
3136-10										a r̃ a						
3572-10										b ɛ r̃ u						
3751-10										b ɛ j ɛ						
3811-10										l e						
3959-10										t o l u						
4066-10										g ɔ r̃ ɔ						
4535-10										s u g a						
5180-10										s ɛ m b ɛ						
5583-10										t a ŋ g a						
5981-10										a r̃ a w						
25-10										a s ɛ g ɛ a						
114-10										d ɔ j̃ ɛ						
702-10										ɔ g ɔ n ɔ ŋ ɔ						
851-10										g ɔ n ɔ						
872-10										ɛ n ɛ d ɛ						
2179-10										n d i						
2351-10										d a b a						
2442-10										n u m						
2496-10										n u n						
3448-10										b d u						
3482-10										m i s i d ɛ						
3497-10										n aː r̃ a						
4101-10										a r̃ a						
4293-10										dʒ ɔ b ɔ						
4520-10										p e d u						
4609-10										ɔ r̃ ɔ						
5982-10										g d u						
196-10										k u l ɛ						
526-10										d a r̃ a g a						
931-10										b ɛ w						
2306-10										a m a						
2514-10										t u s u						
2666-10										s i						
2817-10										a n g aː						
3015-10										n a n d a						
3132-10										d u ŋ g a						
3774-10										t u r̃ u						
3905-10										n o m						
4334-10										s o n						
4570-10										g ɔ j̃						
5200-10										ɛ l ɛ						
5318-10										d ɔ l ɔ						
5532-10										i n iː						
5752-10										t ɛ						
5866-10										g a r̃ a						
5887-10										j aː r̃ a						
66-10										a						
432-10										a n a						
685-10										s ɔ r̃ ɔ						
744-10										l a b a						
1124-10										i l						
1237-10										i n tʃ ɛ						
1646-10										ɔ g ɛ						
1823-10										g o l o						
2143-10										b aː						
2216-10										n a						
3197-10										aː						
3812-10										b ɛ ŋ ɛ						
3943-10										b a l i						
4024-10										tʃ i b aː						
4259-10										g ɔ m̩						
4738-10										g u n d aː						
5447-10										g d e						
5828-10										n aː n a						
5868-10										a n a						
245-10										t ɔ r̃ ɔ						
285-10										n a						
998-10										w ɛ						
1172-10										g l o						
1578-10										n o m̩						
1668-10										b i n g e						
2063-10										i ɛ						
2288-10										ɛ r̃ ɛ						
2978-10										kʷ u r̃ ɔ						
3252-10										m̩ b ɛ						
3551-10										b o n						
3683-10										tʃ i r̃ o						
4052-10										b a s a						
4440-10										t i w						
5229-10										a n d e						
5391-10										d iː						
5423-10										ɔ d ɔ						
178-10										gʷ o m b l i						
347-10										tʃ ɛ lː u						
568-10										n i n d i l o						
569-10										n i n d e l e						
1204-10										i						
1923-10										g u n ɛ						
2109-10										ɛ d ɔ						
2268-10										i l ɛ						
2338-10										s ɛ						
2619-10										tʃ i l aː						
2773-10										b a m̩ ɛ n a						
2999-10										d ɔ g ɔ						
3176-10										d ɔ						
3199-10										a r̃ ɔ ŋ						
3283-10										aː r̃ aː						
3465-10										s e						
3640-10										l aː r̃ a w a						
3658-10										d i m̩ o						
3706-10										s iː n						
3851-10										a b ɛ n ɛ						
4205-10										ɔ n d ɔ l o						
4986-10										n ɔ r̃ ɔ n i						
5043-10										t o n o r o						
5078-10										b i						
5233-10										m g o						
5467-10										u u g ɛ						
5963-10										dʒ ɛ b e						
600-10										dʒ o r ɛ						
616-10										u n d u						
1184-10										ɔː						
715-11											d i j i					
1089-11											n a m a					
1319-11											n ɔ					
1398-11											s u r̃ u					
1557-11											i e					
1626-11											w a					
1840-11											t i n i					
2247-11											g o					
4677-11											k u l o j					
5162-11											m i r̃ e					
5406-11											t n d ɔ					
1577-11											i l e					
2196-11											n a r̃ a					
2230-11											s i e					
2533-11											a w l a					
3605-11											k a l a					
3866-11											o s a					
4553-11											t a					
4822-11											k u m o					
5254-11											d u l ɔ					
503-11											k i r̃ a					
1356-11											m a j a					
1881-11											n m iː					
2084-11											j a e					
2420-11											k u l a					
3218-11											p u s u					
3372-11											n a m a					
3718-11											a r a					
4135-11											a l a w̃					
807-11											k ɔ m a					
2320-11											k a n i					
2476-11											k o					
2842-11											d i g u					
3719-11											m i					
4081-11											t a m a					
4313-11											n e m					
4460-11											s ɔ j ɔ					
5514-11											n e m d e					
5810-11											p i l i					
260-11											p e l e					
890-11											a m i l i					
1336-11											t i e					
1703-11											b a					
2735-11											d a n a m a					
4591-11											t a r a					
63-11											k a r a					
463-11											d a m					
762-11											a b n a k ɔ					
1788-11											s e					
2713-11											t e m e d e					
3425-11											j ɔː					
4120-11											k o l o					
4184-11											n ɛ j i					
4423-11											d ɔ r̃ ɔ					
4759-11											n i j e					
4980-11											t ɔ					
5125-11											ɔ n d ɔ					
5339-11											p a					
5549-11											t a w a					
5771-11											j u					
5938-11											a d u n a					
1415-11											ɲ e					
1542-11											n ɔ					
1683-11											s i w̃ i					
2957-11											m a n d i					
3048-11											b e j e					
4402-11											j e					
5081-11											p i n d i					
6006-11											p o r̃ o					
135-11											t u n d u					
158-11											m ɔ s a					
650-11											b e s e					
716-11											j ɛ					
1152-11											t ɔ w e					
1374-11											k ɔ n ɔ					
1789-11											n a m					
2083-11											k a r̃ a					
2618-11											k ɛ l ɔ					
2880-11											k u n o a					
3405-11											ɛ m ɛ					
3572-11											b e r a					
3751-11											p i j i					
3811-11											l e					
4535-11											s u w ɔ					
4888-11											s a m a n					
5583-11											t a n a					
5751-11											t i j ɔ					
2179-11											n d i					
2442-11											n u m					
2496-11											n ɔ j					
4781-11											s a					
196-11											k u l a					
408-11											a m a i					
526-11											d a					
789-11											g a m a					
978-11											r a m i					
999-11											j i					
1298-11											g u l m a					
3015-11											n a n a					
3132-11											d u n g a					
3300-11											e w e					
3639-11											t o w a					
3977-11											m e					
3978-11											m o					
4648-11											j e					
5532-11											i n i					
432-11											k a n a					
446-11											o n o o					
