COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
331-17																	n ɨ g t u s		
377-17																	b a q ʕ l o		
381-17																	ʔ a d ʔ		
417-17																	r u z		
451-17																	s ə b.i a t		
454-17																	ħ a tʃʼ ɨ r m m		
484-17																	s i s i s t		
535-17																	ʔ a t i r ʔ		
543-17																	s o s t		
593-17																	ʔ a m u s		
640-17																	m a n		
1-17																	d ə b ə r ə		
65-17																	s u ʔ ʔ ʔ		
163-17																	s a t ə		
212-17																	ʔ ai̯ n		
244-17																	ʔ a r t ʔ ʔ ə t		
248-17																	m u l ʔ a		
293-17																	f ə r ə ʔ		
373-17																	q ɨ m a l		
408-17																	b a ʕ ʔ r a		
414-17																	d ɨ b a a		
601-17																	ʔ r o b ʔ		
642-17																	n ɨ f a s		
60-17																	n u Ø ə s ə		
115-17																	s l a ʔ m		
209-17																	s a g ɨ t		
415-17																	z ɨ n a b		
450-17																	z ə r ʔ		
638-17																	s ɨ r n m ə.n m		
645-17																	q a l		
75-17																	ħ a m b i r		
214-17																	ʔ a b m		
218-17																	ʔ ɨ m z ə n		
409-17																	ʕ a m t ə r		
598-17																	l s a t		
164-17																	b k t		
332-17																	ʔ ɨ g ɨ r		
412-17																	s a ħ i n		
496-17																	b r s ə m b ə t ʔ		
158-17																	q ə m i s		
61-18																		d ə m	
63-18																		ʔ a ʃ ɨ m	
107-18																		g a m e l ə	
112-18																		d ə b ə n a	
331-18																		n ɨ g u s	
377-18																		b ə kʼ l o	
381-18																		ʔ a d	
417-18																		r u z	
451-18																		s ə b ə t	
454-18																		ʔ ə tʃʼ ɨ r	
484-18																		s ɨ d ɨ s t	
535-18																		ʔ ə sː ɨ r	
543-18																		s o s t	
593-18																		ʔ a m u s	
640-18																		m a n	
1-18																		d ə b ə r ə	
65-18																		m ɨ b ʔ ʔ	
163-18																		s ə tʃʼ ʔ e	
212-18																		ʔ e n	
244-18																		ʔ ə r b u t	
248-18																		m u l a	
293-18																		f ə r ə z	
373-18																		kʼ ɨ m ə l	
408-18																		b o r ə	
414-18																		d i b a kʼ ə	
601-18																		ʔ ɨ r o b	
642-18																		n ɨ f a s	
60-18																		n aː f ə s ə	
115-18																		ʔ l a m	
209-18																		s ɨ m e t	
242-18																		ʔ ə m ɨ s t	
415-18																		z ɨ n a b	
450-18																		z ə r	
490-18																		t ə b ə	
638-18																		s ɨ n	
645-18																		kʼ a l	
75-18																		ʔ a m f ɨ l	
160-18																		d ə r ə kʼ	
208-18																		ʔ ɨ n kʼ w i w ə	
214-18																		ʔ a b o	
218-18																		ʔ ɨ z ɨ n	
378-18																		ʔ a n g ə t	
379-18																		z ə ɨ ə ɨ	
497-18																		t ə n	
646-18																		ʔ ə t ə	
164-18																		b ə kʼ e	
210-18																		d aː ʔ aː n	
215-18																		ʔ a n b e t	
256-18																		t u m ə	
285-18																		m ɨ d a d	
332-18																		ʔ ɨ g i r	
380-18																		ʔ ə ʔ b a	
412-18																		s a e n	
496-18																		w n r s ə n b ə t	
64-18																		d a n o	
67-18																		w ɨ r	
169-18																		b ɨ ɨ ə z ə ɨ	
251-18																		f e kʼ ə	
294-18																		m o kʼ	
461-18																		m e	
547-18																		w ɨ z ə t	
597-18																		ʔ eː ɨ ʔ ʔ m aː r ə	
655-18																		m ɨ ʃ t	
7-18																		ʔ ə l g ə	
158-18																		kʼ ə m i sː	
168-18																		ʔ u m ə r	
61-19																			d ə m
63-19																			ʔ a t ɨ m
107-19																			g a m i l a
112-19																			d ə b ə n a
331-19																			n ɨ g w u s
377-19																			b aː kʼ l a
381-19																			ʔ a d
417-19																			r u z
451-19																			s ə b a t
454-19																			ʔ a t ɨ r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			s i s t
593-19																			ʔ a m u s
640-19																			m a
1-19																			d aː b ai̯ l ai̯
65-19																			t u b
163-19																			s aː t ə
212-19																			ʔ ai̯ n
244-19																			ʔ a r b ə t
248-19																			m u l a
293-19																			f ə r ə z
373-19																			kʼ ɨ m a l
408-19																			b o r a
414-19																			d u b a ʔ u ʔ a
601-19																			ʔ ə r u b
642-19																			n ɨ f ə s
60-19																			n aː f ə s ai̯
115-19																			ʔ l a m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n a b
450-19																			z ə r
490-19																			t ə b i
638-19																			s ɨ r e
645-19																			kʼ ə l
75-19																			ʔ a m b ɨ l
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ n kʼ w i l ə
214-19																			ʔ ə b
218-19																			ʔ ɨ n z ɨ n
378-19																			ʔ a n g ə t
379-19																			z ə ə
409-19																			g a t aː r
497-19																			t aː n
646-19																			ʔ a ə
164-19																			b aː k i
210-19																			d ai̯ ə n
215-19																			ʔ a j i b ə t
256-19																			t u mː o
285-19																			m ɨ d a d
380-19																			ʔ aː w a
412-19																			s a j n
496-19																			w s ə n b ə t
64-19																			d a u
67-19																			w ɨ r
169-19																			b ə r aː z aː z ai̯
251-19																			f i o kʼ
294-19																			m u kʼ
461-19																			t e
547-19																			w ɨ z ə t
597-19																			ʔ aː o m aː a
7-19																			ʔ ə l g ə
158-19																			kʼ aː m i s
168-19																			ʔ u m a r
