COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
640-10										m ə a n									
1-10										d ə b ə r ə									
65-10										tʼ u b									
163-10										s ə tʃʼ a									
212-10										ʔ i m									
244-10										ʔ aː r b o n									
248-10										m u l u									
293-10										f ə r ə s									
373-10										kʼ u m aː l									
408-10										b u r aː									
414-10										d ə b kʼ u uː a									
601-10										ʔ o r u b									
115-10										ʔ a l aː m									
209-10										s uː u tʼ									
242-10										ʔ aː m u s n									
415-10										z i m a b									
490-10										Ø a b a									
160-10										d ə r ə kʼ aː									
208-10										ʔ u m kʼ ə ə l a									
218-10										ʔ i n z ə m									
378-10										ʔ aː n g ə r									
379-10										z ə ħ tʼ ə ɲ									
497-10										tʼ a n									
598-10										l r uː n									
646-10										ʔ aː tʼ a									
164-10										b ə tʃʼ j j i j									
210-10										d a ħ i a n i									
256-10										tʼ u m a									
285-10										m i tʼ aː d									
380-10										ʔ o ħ ħ ħ									
412-10										s a ħ aː n									
64-10										d aː m i									
169-10										b o r j ə z ə z									
461-10										j j Ø o									
547-10										w i z u u									
411-10										tʼ u ʔ r aː s									
541-10										kʼ ə tʃʼ a									
113-10										b u n u									
123-10										s i m i j									
491-10										d i n g ə tʼ									
254-10										g ə m aː ʔ aː tʼ									
339-10										b a kʼ i l									
602-10										m a									
2-10										u l a ə									
213-10										ʔ o r aː r i									
647-10										tʼ u u u aː u u									
211-10										m s i									
328-10										s ə Ø ə b ə									
333-10										m a s r									
612-10										ʔ aː r ʔ b ʔ ʔ									
109-10										g ə n Ø									
61-11											d ə m								
63-11											ʔ a t ʔ ɨ m ʔ								
107-11											g a m r a								
112-11											d a b ə r a								
331-11											n ɨ g w r ʔ								
377-11											b ʔ ɨ kʼ ɨ r a								
381-11											ʔ a ʔ ʔ t ʔ								
417-11											r Ø Ø								
451-11											r ə ʔ ʔ b a d ʔ								
454-11											ʔ a ɨ r								
484-11											r ɨ a ɨ r d ʔ ʔ								
535-11											ʔ a r ɨ r ʔ ʔ								
543-11											r e ʔ ʔ r d ʔ								
593-11											ʔ a m a r								
640-11											m j a n								
1-11											d ə p ə r ə m								
65-11											Ø ɨ ʔ ʔ ʔ								
163-11											r ə ə								
212-11											ʔ e n ʔ								
244-11											ʔ a r b ə ʔ ʔ d ʔ								
248-11											m a r ʔ ʔ a								
293-11											Ø ə r ə Ø								
373-11											kʼ ʔ ɨ m a r								
408-11											b a ʔ ʔ r a								
414-11											d a b a kʼ a j a								
601-11											ʔ ə r a ə ə								
642-11											ʔ ɨ n a ʔ a r								
60-11											n ə ʔ ə r ə								
115-11											ʔ ə r a ʔ m								
209-11											s a ʔ a ʔ d ʔ								
242-11											ʔ a m ʔ ɨ s d ʔ								
450-11											Ø ə r ʔ ʔ ʔ								
490-11											t ə p ʔ w ə m								
638-11											r ɨ ə n ə ʔ								
645-11											kʼ a r								
75-11											ʔ a m b ɨ r ʔ								
160-11											d ə r ə kʼ								
208-11											ʔ a n kʼ a r j ʔ								
214-11											ʔ a b a								
218-11											ʔ ɨ n Ø ɨ r ʔ								
378-11											ʔ a n g ʔ ə d ʔ								
379-11											Ø ə j ʔ ə ʔ								
409-11											g e ə t ə r ə								
497-11											t ə ʔ ʔ n								
598-11											ʔ t ə								
646-11											ʔ a ʔ ʔ d ə ʔ								
164-11											b ə k ʔ ə								
210-11											Ø ə ʔ j ə r a								
215-11											ʔ a t b ə d								
256-11											d Ø Ø a								
285-11											m ɨ a								
332-11											ʔ ə g ɨ r ʔ								
412-11											Ø a ʔ ɨ n ʔ								
496-11											w ʔ ʔ ʔ r s ə n b ə d ʔ ʔ ʔ ʔ								
64-11											d a b ʔ ʔ a								
67-11											w ɨ ʔ ʔ r								
169-11											n ə ʔ ɨ ə Ø ə ə								
251-11											Ø e kʼ ʔ								
294-11											j ə m ʔ j ə kʼ ə ə								
461-11											ʔ ʔ Ø								
547-11											w a Ø a d								
597-11											a a ə ə m ə n ə								
655-11											m ɨ ʔ ʔ Ø ʔ t								
7-11											ʔ a r g a								
168-11											ʔ a m a r								
296-11											ʔ a ʔ ʔ ʔ d ə								
372-11											k ə n ʔ ə r								
374-11											b ə ʔ e Ø a								
375-11											r ə b ʔ ʔ								
385-11											w ɨ Ø ə d								
500-11											ʔ ɨ m ɨ r								
541-11											kʼ ə Ø ɨ r								
6-11											m ə r k a m a								
17-11											ʔ ə ʔ ɨ r								
252-11											n ə Ø ə b ə m								
421-11											b ɨ Ø a								
448-11											kʼ ə t a n j ə n b ə d								
449-11											a ə s ə								
491-11											Ø ɨ g ə d								
545-11											ʔ ɨ n a ə								
596-11											n ə g ə								
653-11											b ə t a d								
4-11											g j ɨ Ø ə								
106-11											m ə a a ʔ								
254-11											g i m ʔ a d a								
339-11											b kʼ a r								
460-11											ʔ ʔ ɨ ɨ								
489-11											b ə r Ø a m a								
652-11											ʔ t d a								
3-11											d a n ʔ a								
119-11											ʔ a n g a Ø a								
298-11											ʔ Ø d ɨ								
340-11											g w ə n Ø ə								
458-11											ə n g ə n ə								
486-11											n ə Ø ə kʼ ə ʔ								
607-11											ʔ ə Ø w a								
609-11											ʔ i ʔ a								
15-11											ʔ ɨ r ʔ ɨ m ə								
18-11											n ɨ ʔ a ʔ ə								
73-11											Ø ə k ə r ə								
76-11											m w ə Ø a								
110-11											d a t a								
121-11											d ɨ k ə								
167-11											g ɨ j ə								
255-11											kʼ w ə Ø ə								
297-11											g Ø n ʔ ə r								
299-11											g Ø n ʔ ə r								
342-11											m e n a								
344-11											kʼ ə r ə m								
550-11											g ə n g ɨ r								
109-11											g Ø n ʔ a								
61-12												d ə m							
63-12												ʔ a d ɨ m							
107-12												g a m a r a							
112-12												d a m ə n a							
331-12												n ɨ g s							
377-12												b o ʔ r o							
381-12												ʔ a d							
417-12												r							
451-12												s ə b t							
454-12												ʔ a tʃʼ ɨ r							
484-12												s ɨ d ɨ s t							
535-12												ʔ a d ɨ r							
543-12												s o s t							
593-12												ʔ a m ɨ s							
640-12												m a n							
1-12												d ə m ə r ə m							
65-12												Ø ɨ b							
163-12												s ə tʃʼ ə							
212-12												ʔ a n							
244-12												ʔ r a ə t							
248-12												m r							
293-12												f ə r ə d							
373-12												ɨ m a b							
408-12												b ə r							
414-12												d ɨ w b b a							
601-12												ʔ ə r b b							
642-12												n ɨ f a s							
60-12												n ə f ə s ə							
115-12												j ə a m							
209-12												s ɨ m t							
242-12												ʔ m ɨ s t							
415-12												Ø ɨ n a b							
450-12												ə r							
490-12												t ə b ə							
638-12												s ɨ r n o							
645-12												Ø a r							
75-12												j a m ɨ r							
160-12												d ə r ə ʔ							
208-12												ʔ a n r r a							
214-12												j a b							
218-12												j ɨ ɨ r							
378-12												ʔ a n g ə t							
379-12												Ø ə ə							
497-12												t ə n							
598-12												w a							
164-12												b ə ə m							
210-12												d ə w ə r ə							
215-12												j a b a o t							
256-12												t m							
285-12												m ɨ d a d							
332-12												ʔ ə g ɨ r							
380-12												ʔ ə w a							
412-12												s a ə n							
496-12												r s ə b ə t							
64-12												d a m o							
67-12												w ɨ r							
169-12												b ə r ə ə m							
251-12												f ə w							
294-12												m ə ʔ							
461-12												Ø ɨ							
547-12												w ɨ t							
597-12												r ɨ m ə a							
655-12												b ɨ s t							
7-12												ʔ a Ø g							
168-12												j ɨ m a r							
296-12												w ə w t							
372-12												Ø ə n f ə r							
374-12												b ə Ø o Ø o							
385-12												w ɨ Ø ə t							
500-12												ɨ m ɨ r							
6-12												m ə r Ø a m							
113-12												b							
123-12												Ø a m o							
330-12												Ø ə ʔ d							
421-12												m ɨ Ø a							
448-12												Ø ə d a s ə n a ə t							
449-12												ʔ a j ə							
491-12												d ɨ n g ə t							
545-12												ɨ ə							
596-12												n ə g ə							
653-12												f ə t ɨ t							
4-12												g ɨ b ə							
8-12												Ø ə b ə t o							
106-12												m ə w a							
460-12												o ɨ t							
552-12												ɨ							
602-12												m ɨ n a							
2-12												a w Ø							
3-12												ɨ n ə							
119-12												ʔ a n g a Ø a							
213-12												ʔ a r a d							
340-12												g w ə n Ø ə							
458-12												d ə n g ə n ə							
607-12												ʔ ə Ø w a							
609-12												ʔ ɨ g a							
647-12												t ə m							
10-12												Ø ɨ Ø ɨ r							
110-12												d dː a							
152-12												ʔ a Ø o							
211-12												m ɨ s ɨ t							
255-12												Ø w ə tʃʼ ə							
297-12												g Ø ə r							
299-12												g Ø ə r							
328-12												s ə d ə b ə							
333-12												m ɨ s ɨ r							
334-12												ʔ a n b o s a							
338-12												ə m ɨ r							
410-12												Ø a r ɨ							
540-12												ɨ b a							
109-12												g a n tʃʼ							
61-13													d ə m						
63-13													ʔ a t ɨ m						
107-13													g a m e n a						
112-13													d a m ə n a						
331-13													n ɨ g w s						
377-13													b ɨ kʼ u r e						
381-13													ʔ a t						
417-13													r u Ø						
451-13													s ə w a t						
454-13													ʔ a tʃʼ ɨ r						
484-13													s ɨ d ɨ s t						
535-13													ʔ a s ɨ r						
543-13													s e s t						
593-13													ʔ a m u s						
640-13													m a n						
1-13													d ə bː ə r ə						
65-13													Ø u						
163-13													s ə tʃʼ ə						
212-13													ʔ e n						
244-13													ʔ a r ə t						
248-13													m u r a						
293-13													f ə r ə s						
373-13													kʼ ɨ m a r						
408-13													b ə r a						
414-13													d ə w a kʼ u a						
601-13													ʔ ə r o						
642-13													n f a s						
60-13													n ə b ə s ə						
115-13													ʔ ə n a m						
209-13													s e m t						
242-13													ʔ a m ɨ s t						
415-13													Ø ɨ n a b						
450-13													Ø ə r						
490-13													t ə bː w ə						
638-13													s ɨ n e						
645-13													kʼ a n						
75-13													ʔ a m ɨ r						
160-13													t ə r ə kʼ						
208-13													ʔ ɨ n kʼ w ɨ r a						
214-13													ʔ a bː						
218-13													ʔ ɨ n Ø ɨ n						
378-13													ʔ a n g ə t						
379-13													Ø ə ə						
409-13													g e t ə r ə						
497-13													t ə n						
598-13													w w e t						
646-13													ʔ a t ə						
164-13													b ə Ø ə m						
210-13													Ø ə w ə n						
215-13													ʔ a e ə t						
256-13													t u a						
285-13													m ɨ d a d						
332-13													ʔ ə g ɨ r						
380-13													ʔ a w						
496-13													w r s ə n m ə t						
67-13													w ɨ r						
169-13													n ə ə Ø ə m						
251-13													f e kʼ						
294-13													m ə kʼ						
461-13													Ø e						
547-13													w ɨ Ø a t						
597-13													g e m ə n ə						
655-13													m ɨ s t						
7-13													ʔ a r g a						
158-13													kʼ ə m ɨ s						
168-13													ʔ ɨ m a r						
296-13													ə u t						
372-13													Ø ə n f ə r						
374-13													m ə kʼ o Ø o						
385-13													w ɨ Ø ə t						
411-13													t ɨ r a s						
500-13													ʔ ɨ m ɨ n						
541-13													kʼ ə tʃʼ ɨ n						
6-13													m ə n Ø a m a						
17-13													ʔ ə Ø ɨ r						
123-13													s e m ə						
252-13													n ə ʔ ə m ə						
330-13													kʼ ə d						
421-13													m ɨ Ø a						
448-13													kʼ ə d a n s ə n ə t						
449-13													ʔ a ə						
491-13													d ɨ n g ə t						
545-13													Ø ɨ n o						
596-13													n ə g ə						
653-13													Ø ə t ɨ t						
4-13													g ɨ kʼ ə						
8-13													kʼ ə m ə t o						
290-13													ʔ a g ə Ø ə						
460-13													t						
489-13													w ə r tʃʼ u m a						
552-13													ɨ						
652-13													ʔ e t e w t a						
3-13													Ø ɨ n ə						
119-13													ʔ a n g a Ø a						
213-13													ʔ a r a s						
298-13													u t						
340-13													g ə n Ø ə						
458-13													d ə n g ə n ə						
459-13													ʔ a Ø o						
607-13													ʔ ə Ø w a						
609-13													ʔ ɨ g a						
647-13													t ə t						
10-13													Ø ɨ kʼ u r						
15-13													ʔ ɨ n ɨ m						
18-13													n ɨ kʼ ə						
73-13													Ø ə Ø ə r ə						
76-13													w ə s a						
121-13													t ɨ Ø ə						
152-13													ʔ a Ø o						
167-13													g ɨ ə						
255-13													kʼ w ə n tʃʼ ə						
297-13													g u n ə n						
299-13													g u n ə n						
328-13													s ə Ø ə m ə						
334-13													ʔ a n Ø ə s a						
338-13													m ə m ɨ n						
342-13													m e n a						
344-13													kʼ ə s ə m						
410-13													kʼ a r e						
540-13													Ø Ø a						
550-13													d ə n Ø ɨ n						
612-13													ʔ a r w						
61-14														dː ə m					
63-14														ʔ a t ɨ m					
107-14														g a m ə r a					
112-14														dː a m ə r a					
331-14														ɨ g s					
377-14														f ə kʼ ə r ə					
381-14														ʔ a t					
417-14														r z					
451-14														s ə a t					
454-14														ʔ a w ɨ r					
484-14														s ɨ dː ɨ s t					
535-14														ʔ a Ø ɨ r					
543-14														s o s t					
593-14														ʔ a m s					
640-14														m a					
1-14														t ə bː ə r ə m					
65-14														Ø ɨ					
163-14														s ə Ø ə					
212-14														ʔ e					
244-14														ʔ a r ə t					
248-14														m ɨ r a					
293-14														f ə r ə z					
373-14														kʼ ɨ m a r					
408-14														f o r a					
414-14														dː ə f a kʼ a					
601-14														ʔ ə r ə					
642-14														ɨ f a s					
60-14														ə f ə s ə					
115-14														ʔ ə r a m					
209-14														s ə ɨ ɨ t					
242-14														ʔ a m ɨ s t					
415-14														z ɨ r a m					
450-14														z ə r					
490-14														t ə bː ə m					
638-14														s ɨ e					
645-14														kʼ a r					
75-14														ʔ a m ɨ r					
160-14														t ə r ə kʼ					
208-14														ʔ ɨ ɨ kʼ ə r a					
214-14														ʔ a f a					
218-14														ʔ ɨ z ə r					
378-14														ʔ a g ə t					
379-14														Ø ə ə					
409-14														g t ə r ə					
497-14														t ə					
598-14														w e t					
646-14														ʔ a ə					
164-14														f ə kʼ ə m					
210-14														z ə w w ə r ə					
215-14														ʔ a t e ə t					
256-14														t Ø a					
285-14														m ə t a t					
332-14														ʔ ə g ɨ r					
380-14														ʔ ə w a					
412-14														s a w ə					
496-14														w r s ə f ə t					
64-14														t a Ø o					
169-14														f ə z ə z ə m					
251-14														f ə kʼ					
294-14														m ə kʼ					
461-14														Ø e					
547-14														w ə z a t					
597-14														ʔ o m ə Ø ə					
655-14														m ɨ s t					
7-14														ʔ a r g a					
158-14														kʼ ə m ɨ s					
168-14														ʔ ə m a r					
296-14														ə w a t					
372-14														Ø ə Ø f ə r					
374-14														f ə kʼ o Ø o					
385-14														w ɨ Ø ə t					
411-14														t ə r a s					
6-14														m ə r Ø a m a					
17-14														ʔ ə Ø ɨ r					
123-14														s e m ə					
330-14														kʼ ə ʔ dː					
421-14														w ɨ Ø ə					
448-14														kʼ ə t a w s ə Ø f ə t					
449-14														ʔ a z ə					
491-14														t ɨ ɨ g ə t					
545-14														Ø ɨ s o					
596-14														Ø ə g ə					
653-14														w ə t ə t					
4-14														g ɨ w ə					
8-14														kʼ ə f ə t o					
339-14														bː ə kʼ ɨ r					
460-14														ɨ t					
489-14														f ə r Ø ə m a					
552-14														z ɨ					
602-14														m ɨ ʔ					
652-14														ʔ ə t ə t a					
119-14														ʔ a Ø g a Ø a					
340-14														g w ə Ø ə					
458-14														ə Ø g ə Ø ə					
459-14														ʔ a Ø o					
486-14														Ø ə Ø ə kʼ ə					
607-14														ʔ ə Ø w a					
609-14														ʔ ə g a					
647-14														t ə t t e					
10-14														Ø ɨ kʼ ə r					
15-14														ʔ ɨ Ø ɨ m					
18-14														ʔ ɨ m ə					
73-14														Ø ə Ø ə r ə					
110-14														a t a					
121-14														t ɨ Ø ə					
152-14														ʔ a o					
167-14														g ɨ ə					
255-14														kʼ w ə Ø ə					
297-14														g ə Ø ə r					
299-14														g ə Ø ə r					
328-14														s ə dː ə bː ə					
334-14														ʔ a m w ə s a					
338-14														ə m ɨ r					
342-14														m e Ø a					
344-14														kʼ ə s ə m					
410-14														kʼ a r ɨ					
540-14														Ø f a					
550-14														Ø ə Ø ɨ r					
109-14														g e Ø ə					
61-15															d ə m				
63-15															ʔ a s ɨ m				
107-15															g a m ə l a				
112-15															d a m ə n a				
331-15															n ɨ g u s				
377-15															b ə kʼ ə l o				
381-15															ʔ a d				
417-15															r u z				
451-15															s ə m a t				
454-15															ʔ a n tʃʼ ɨ r				
484-15															s ɨ t ɨ s t				
535-15															ʔ a s ɨ r				
543-15															s o s t				
593-15															ʔ a m u s				
640-15															m a n				
1-15															d ə b ə r ə				
65-15															Ø u t				
163-15															s ə tʃʼ e				
212-15															ʔ o n				
244-15															ʔ a r m ə t				
248-15															m u u a				
293-15															f ə r ə z				
373-15															kʼ uː m a m				
414-15															d u h a a a				
601-15															ʔ ə r o				
642-15															n ɨ f a s				
60-15															n ə f ə s ə				
115-15															ə l a m				
209-15															s uː m u t				
242-15															ʔ a m ɨ s t				
415-15															z ɨ n a m				
450-15															z ə r ə				
490-15															ə b ə				
638-15															s ɨ r u ə				
645-15															kʼ a Ø				
75-15															ʔ a m uː l				
160-15															d ə r ə kʼ				
214-15															ʔ a b o				
218-15															ʔ ɨ z uː n				
378-15															ʔ a n g ə t				
379-15															z ə ə				
409-15															ʔ a n t ə r				
497-15															t ə n				
646-15															ʔ a n t ə				
164-15															b ə kʼ e				
210-15															Ø ə h ə n o				
215-15															ʔ a n ə n ə t				
256-15															t uː m a				
285-15															m ɨ t a d				
332-15															ʔ ɨ g ɨ r ə				
380-15															ʔ ə h u				
412-15															s a e n				
496-15															s ə n t ə t				
67-15															w ɨ r				
169-15															b ɨ r z ə z ə z ə				
251-15															f e kʼ ə				
294-15															m uː kʼ uː				
461-15															Ø uː				
547-15															w ə z a				
655-15															m ɨ ə ə ʃ ə t				
158-15															kʼ ə m i s				
168-15															ʔ ɨ m a r				
296-15															ʔ uː h a t				
374-15															b o kʼ ə o l ə ə o				
375-15															s ə b				
385-15															w ɨ Ø ə t				
541-15															kʼ ə Ø ɨ n				
17-15															ʔ ɨ h ɨ l				
113-15															b uː n a				
123-15															ʃ e m ə				
252-15															r ə h ə w ə ə				
330-15															kʼ ə n d				
421-15															b uː ʃ a				
449-15															ʔ a Ø eː				
491-15															d ɨ n g ə t				
653-15															f ə				
8-15															kʼ ə b ə t ə ə o				
106-15															m ə s a				
254-15															g i m a t				
290-15															ʔ a g ə z ə ə				
339-15															b ə kʼ ɨ l				
602-15															m ɨ n				
652-15															ʔ t a				
2-15															d uː l o m				
3-15															ʔ ɨ r ə ə a				
213-15															ʔ a r a ʃ				
459-15															ʔ a s o				
211-15															m ɨ s i t				
328-15															s ə d ə b ə				
333-15															m ɨ s ɨ r a				
612-15															ʔ a r uː b ə o				
109-15															g n tʃʼ a				
61-16																d a m			
63-16																ʔ a s ɨ m			
107-16																g a m ə l			
112-16																d a b ə n			
331-16																n ɨ g ɨ s			
377-16																b a kʼ h l o			
381-16																ʔ a d			
417-16																r u Ø			
451-16																ʃ a b ɨ b			
454-16																ħ a s ɨ r			
484-16																ʃ ɨ d ɨ s b			
535-16																ʔ a s ɨ r			
543-16																s a s b			
593-16																ħ a m u s			
640-16																m a n			
65-16																Ø o b			
163-16																s a s a			
212-16																ʔ o n			
244-16																ʔ a r b b			
248-16																m ɨ l ʔ a			
293-16																Ø a r a s			
373-16																kʼ ɨ m l			
408-16																b a ʕ r			
414-16																g o b ħ ħ ħ a			
601-16																ʔ r b u			
642-16																ɨ n ɨ Ø a s			
209-16																ʃ ɨ a o b			
242-16																ħ a m ɨ s b			
415-16																Ø ɨ n a b			
450-16																Ø a r ʔ			
638-16																s ɨ r n ai̯			
75-16																ħ a m ɨ l			
208-16																ʔ ɨ n kʼ o kʼ i			
214-16																ʔ a b a			
218-16																ʔ ɨ Ø ɨ n			
409-16																ħ a t a r			
497-16																t a n			
598-16																s u ʕ a			
646-16																ʔ a ħ b			
256-16																t a m ɨ			
332-16																ʔ a a g ɨ r i			
496-16																h h h s a n b a b			
67-16																w ɨ r			
655-16																b u u s i s			
372-16																s a n Ø a r			
375-16																s a b			
411-16																s ɨ r a s			
500-16																ʔ u m n o a			
541-16																kʼ ə s i n			
17-16																ʕ ai̯ ʔ ɨ			
113-16																b ɨ n a			
252-16																n a s a b			
330-16																kʼ ə l d			
545-16																Ø ɨ s ə n h			
106-16																m ə ʔ			
254-16																Ø o m b			
460-16																j i ʔ i t i			
602-16																m i n			
2-16																ɨ l ə m			
213-16																ħ a r ɨ s ɨ			
298-16																ħ i ʔ i t			
647-16																s a t a t			
211-16																m ɨ ʃ ə t			
333-16																m i s i r			
612-16																ħ n b			
61-17																	d ə m		
63-17																	ʔ a s ɨ m		
107-17																	g a m a l a		
112-17																	d a b.i ə n a		
331-17																	n ɨ g u s		
377-17																	b a q ʕ l o		
381-17																	ʔ a d		
417-17																	r u Ø		
451-17																	s a b.i a t i		
454-17																	ħ a s ɨ r		
484-17																	s ɨ s ɨ s t		
535-17																	ʔ a t ɨ r		
543-17																	o ʔ i s t		
593-17																	k a m ə.n s		
640-17																	m a n		
1-17																	d ə b u r ə i		
65-17																	s u b		
163-17																	s a t a		
212-17																	ʔ ai̯ n		
244-17																	ʔ a r ɨ ə t		
248-17																	m u l ʔ ə.n		
293-17																	f ə r ə s		
373-17																	q ə m a l		
408-17																	b a ʕ r a		
414-17																	d u b a		
601-17																	ʔ ə r o b ʔ		
642-17																	i n ɨ f a s		
60-17																	n u Ø ə s ə i		
115-17																	l a m		
209-17																	s a g ɨ t		
415-17																	Ø ɨ n a b		
450-17																	Ø ə r ʔ		
638-17																	ɨ r n ə.n		
645-17																	q a l		
75-17																	ħ a m b ə l		
214-17																	ʔ a b a		
218-17																	ʔ ɨ n z ə n		
409-17																	ʕ a t ə r ə		
598-17																	l a t		
164-17																	b a q ɨ a i		
332-17																	ʔ ɨ g ə r		
412-17																	s a ħ ə n		
496-17																	b n n b s ə n b ə t		
158-17																	q ə m i s		
372-17																	k a n f a r		
375-17																	s ə b		
411-17																	t ə r ʔ a s		
500-17																	ʔ u b.i u n		
541-17																	q ə s ɨ n		
113-17																	b u n a		
330-17																	q ə l d		
448-17																	q ə d a n ɨ n b ə t		
106-17																	m ə t a		
290-17																	ħ a g ə z a i		
552-17																	z ɨ n u		
2-17																	k u l m		
213-17																	ħ a r a t		
647-17																	t a ħ g		
211-17																	m ɨ k ə t		
334-17																	ʕ a n b a sː a		
109-17																	g u n w ɨ		
61-18																		d ə m	
63-18																		ʔ a s ɨ m	
107-18																		g a m ə l a	
112-18																		d ə m ə n ə	
331-18																		n ɨ g u s	
377-18																		b ə kʼ l o	
381-18																		ʔ ə d	
417-18																		r u z	
451-18																		s ə ə t	
454-18																		ʔ ə n tʃʼ ɨ r	
484-18																		s ɨ t ɨ s t	
535-18																		ʔ ə s ɨ r	
543-18																		s e s t	
593-18																		ʔ ə m u s	
640-18																		m a n	
1-18																		d ə b ə l aː	
65-18																		Ø u t	
163-18																		s ə tʃʼ ə	
212-18																		ʔ e n	
244-18																		ʔ ə r ə t	
248-18																		m u w a	
293-18																		f ə r ə z	
373-18																		kʼ e m a w	
408-18																		b a r ə	
414-18																		d u b a kʼ ə	
601-18																		ʔ ə r m b	
642-18																		n ɨ f ə s	
60-18																		n ə Ø ə s ə	
115-18																		l a m	
209-18																		s ɨ e t	
242-18																		ʔ ə m ɨ s t	
415-18																		z ɨ n a m	
450-18																		z ə r	
490-18																		t ə b ə	
638-18																		s ɨ r	
645-18																		kʼ a l	
75-18																		a m ɨ l	
160-18																		d ə r ə kʼ	
208-18																		ʔ ɨ n kʼ a	
214-18																		ʔ ə t	
218-18																		ʔ ɨ z n	
378-18																		ʔ ə n g ə t	
379-18																		z ə ə	
497-18																		t ə n	
646-18																		ʔ ə n t ə	
164-18																		b ə kʼ e	
210-18																		n ə ʔ ə n	
215-18																		ʔ a n n n ə t	
256-18																		t u m ə	
285-18																		m ɨ d a d	
332-18																		ʔ ə g ɨ r	
380-18																		ʔ ə ʔ	
412-18																		s a n	
496-18																		s ə n b ə t	
64-18																		d a n a	
67-18																		w ɨ r	
169-18																		i r ə z ə z ə	
251-18																		f e kʼ ə	
294-18																		m o kʼ	
461-18																		Ø e	
547-18																		w ə z a t	
597-18																		m eː n g aː m ə Ø ə	
655-18																		m ɨ ʃ t	
7-18																		ʔ a Ø g a	
158-18																		kʼ aː m i s	
168-18																		ʔ m e r	
296-18																		i t e	
374-18																		b ə kʼ o Ø ə	
375-18																		s ə b	
385-18																		w ɨ Ø ə t	
411-18																		t ə r ə s	
541-18																		kʼ ə tʃʼ ɨ n	
17-18																		ʔ ɨ ʔ ɨ l	
113-18																		b u n a	
123-18																		ʃ e m ə	
252-18																		r ə Ø aː ə	
330-18																		kʼ ə d	
421-18																		b ɨ ʃ ə	
491-18																		d ɨ n g ə t	
653-18																		b ə aː r	
8-18																		kʼ ə b ə Ø ə	
106-18																		m ə s ə	
254-18																		dʒ m e t	
290-18																		ʔ a dʒ ə z ə	
339-18																		b ə kʼ ɨ l	
489-18																		b ə r tʃʼ aː m a	
552-18																		z ə u u	
602-18																		m ɨ n	
2-18																		n u l u m	
3-18																		ʔ ɨ r ə	
213-18																		ʔ ə r a ʃ	
459-18																		ʔ a s ə ə	
647-18																		t aː m m m m	
76-18																		m w ə s a	
152-18																		ʔ ə n o	
328-18																		s ə d ə b aː	
333-18																		m ɨ ʃ ɨ r	
338-18																		m ə a n	
612-18																		ʔ a r b	
61-19																			d ə m
63-19																			ʔ aː t i m
107-19																			g o m aː l aː
112-19																			d a b ə n a
331-19																			n g u s
377-19																			b aː kʼ l
381-19																			ʔ a d
417-19																			r u z
451-19																			s aː b ʔ t
454-19																			ʔ a t r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			ʃ i ʃ t
593-19																			m u s
640-19																			m a
1-19																			d aː b ai̯ r ai̯
65-19																			t u b
163-19																			s aː t i
212-19																			ʔ eː n
244-19																			ʔ a r b a t
248-19																			m u j a
293-19																			f ə r ə z
373-19																			kʼ m a l
408-19																			b o r ai̯
414-19																			d ə b ʔ ʔ ʔ a
601-19																			ʔ a r u b
642-19																			n ɨ f aː s
60-19																			n aː f ə s ai̯
115-19																			l aː m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n aː m
450-19																			z ə r
490-19																			t ə b i
638-19																			s ɨ r e
645-19																			kʼ aː l
75-19																			aː m ʔ l
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ n kʼ i kʼ a
214-19																			ʔ aː b
218-19																			ʔ i z i n
378-19																			ʔ a n g ə r
379-19																			z ə ə
409-19																			g a t aː r
497-19																			t aː
646-19																			ʔ a t ə
164-19																			b aː kʼ i
210-19																			d ai̯ j ə n
215-19																			ʔ a j aː b a t
256-19																			t u mː o
285-19																			m i Ø aː d
380-19																			ʔ j ə w
412-19																			s a j n
496-19																			s ə n b ə t
64-19																			d aː n ə
67-19																			w i r
169-19																			b ɨ r aː z aː z e
251-19																			f i ə ʔ
294-19																			m u kʼ
461-19																			t ai̯
547-19																			w a z o
597-19																			aː n aː m aː
7-19																			ʔ a l g a
158-19																			kʼ aː m i s
168-19																			ʔ o m aː r
296-19																			aː ʔ u e u
375-19																			s ə b
385-19																			w i t ə
500-19																			ʔ m ʔ n i ʔ
541-19																			kʼ aː t i n
6-19																			m ə Ø g a m h
113-19																			b u n
123-19																			ʃ aː m aː
330-19																			kʼ ə a d
491-19																			d i n g ə t
106-19																			m ə aː
254-19																			dʒ u m aː ʔ o
339-19																			b ə kʼ Ø
460-19																			ʔ ʔ h a ʔ a
602-19																			m ɨ n
652-19																			ʔ ai̯ ʔ ʔ j ʔ ʔ ai̯
2-19																			u Ø a m
213-19																			ʔ r a ʃ
298-19																			ʔ ʔ ʔ a
459-19																			ʔ aː r aː aː
486-19																			n ə t ə kʼ ə
152-19																			ʔ a
211-19																			m ə s a t
328-19																			s ə d ə b ai̯
333-19																			m ɨ mː ɨ r
540-19																			l eː b a
