COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
208-12												ʔ ɨ n kʼ a							
214-12												ʔ a b							
218-12												j ɨ n ɨ n							
378-12												ʔ a n g ə t							
379-12												Ø ə ə							
497-12												t ə n							
598-12												g a t							
164-12												b ə x ə m							
210-12												dː ə g o n ə							
215-12												j a t a b ə t							
256-12												t u m a							
285-12												m ɨ d a d							
332-12												ʔ ə g ɨ r							
380-12												ʔ a g a							
412-12												s a ə n							
496-12												u r s ə n b ə t							
64-12												d a n o							
67-12												ɨ r ə							
169-12												n ə r m ə ə m ə							
251-12												f ɨ kʼ ə							
294-12												m ə kʼ							
461-12												Ø ɨ							
547-12												ɨ a t							
597-12												j ɨ ə ə m ə ɲː ə							
655-12												m ɨ s t							
7-12												ʔ a l g							
168-12												j ɨ m a r							
296-12												ə w u t							
372-12												x ə n f ə r							
374-12												b ə kʼ o Ø o							
385-12												ɨ Ø ə t							
500-12												j ɨ m ɨ n							
6-12												m ə n x a m a							
113-12												b u n							
123-12												Ø a m o							
330-12												kʼ ə l d							
421-12												b ɨ Ø ə							
448-12												kʼ ə d a s ə n b ə t							
449-12												ʔ a j ə							
491-12												d ɨ n g ə t							
545-12												g ɨ n ə							
596-12												n ə g ə							
653-12												b ə t ɨ t							
4-12												g ɨ ə							
8-12												kʼ ə b ə t o							
106-12												m ə a							
460-12												g ɨ t							
552-12												ɨ							
602-12												m ɨ n							
2-12												a w u Ø u							
3-12												ɨ n ə							
61-13													d ə m						
63-13													ʔ a sː ɨ m						
107-13													g a m e n a						
112-13													d a b ə n a						
331-13													n ɨ g w u s						
377-13													b ɨ kʼ n o						
381-13													ʔ a dː						
417-13													r u Ø						
451-13													s ə b a t						
454-13													ʔ a tʃʼ ɨ r						
484-13													s ɨ d ɨ s t						
535-13													ʔ a s ɨ r						
543-13													s o s t						
593-13													ʔ a m u s						
640-13													m a n						
1-13													d ə bː ə r ə						
65-13													Ø u w						
163-13													s ə tʃʼ ə						
212-13													ʔ e n						
244-13													ʔ a r b a t						
248-13													m u n a						
293-13													f ə r ə sː						
373-13													kʼ ɨ m a n						
408-13													b ə r a						
414-13													d ɨ b a kʼ u a						
601-13													ʔ ə r o b						
642-13													n ɨ f a s						
60-13													n ə b ə s ə						
115-13													ʔ r a m						
209-13													s ɨ m ɨ t						
242-13													ʔ a m ɨ s t						
415-13													Ø ɨ n a b						
450-13													Ø ə r						
490-13													t ə bː w ə						
638-13													s ɨ e						
645-13													kʼ a n						
75-13													ʔ a m ɨ n						
160-13													dː ə r ə kʼ						
208-13													ʔ ɨ n kʼ w ɨ n a						
214-13													ʔ a b						
218-13													ʔ ɨ Ø ɨ n						
378-13													ʔ a n g ə t						
379-13													Ø ə ə						
409-13													g i t ə r						
497-13													t ə n						
598-13													g w e t						
646-13													ʔ a g ə						
164-13													b ə kʼ ə						
210-13													dː ə g w ə n						
215-13													ʔ a e b t						
256-13													t u a						
285-13													m ɨ d a d						
332-13													ʔ ə g ɨ r						
380-13													ʔ a g w						
496-13													w u r s ə n b ə t						
67-13													w ɨ r						
169-13													n ə ə Ø ə m						
251-13													f e kʼ						
294-13													m ə kʼ						
461-13													Ø e						
547-13													w ɨ Ø a t						
597-13													g ə m ə n ə						
655-13													m ɨ sː t						
7-13													ʔ a n g a						
158-13													kʼ ə m ɨ s						
168-13													ʔ ɨ m a r						
296-13													ə h t						
372-13													kʼ ə n f ə r						
374-13													b ə kʼ o Ø o						
385-13													w ɨ Ø ə t						
411-13													t ɨ r a s						
500-13													ʔ ɨ m ɨ n						
541-13													kʼ ə tʃʼ ɨ n						
6-13													m ə n kʼ a m a						
17-13													ʔ ə h ɨ r						
123-13													s e m ə						
252-13													n ə kʼ ə b ə						
330-13													kʼ ə n d						
421-13													b ɨ Ø ə						
448-13													kʼ ə d a n s ə n b ə t						
449-13													ʔ a ə						
491-13													d ɨ n g ə t						
545-13													g ɨ n o						
596-13													n ə g ə						
653-13													b ə t ɨ t						
4-13													g ɨ kʼ ə						
8-13													kʼ ə b ə t o						
290-13													ʔ a g ə Ø ə						
460-13													g ɨ t						
489-13													b w ə r tʃʼ u m a						
552-13													ɨ						
652-13													ʔ ə t ə w t a						
3-13													h ɨ n ə						
61-14														d ə m					
63-14														ʔ a sː ɨ m					
107-14														g a m ə l a					
112-14														d a b ə n a					
331-14														n ɨ g w u s					
377-14														b ə kʼ ə l ə					
381-14														ʔ a t m					
417-14														r u z					
451-14														s ə b a t					
454-14														ʔ a sː ɨ r					
484-14														s ɨ d ɨ s t					
535-14														ʔ a s ɨ r					
543-14														s o s t					
593-14														ʔ a m u s					
640-14														m a n					
1-14														d ə bː ə r ə m					
65-14														Ø u b					
163-14														s ə t ə					
212-14														ʔ e n					
244-14														ʔ a r m o t					
248-14														m u l a					
293-14														f ə r ə z					
373-14														kʼ ɨ m a n					
408-14														b o r a					
414-14														d ə b a kʼ u a					
601-14														ʔ ə r o b					
642-14														n ɨ f a s					
60-14														n ə f ə s ə m					
115-14														ʔ ə m a m					
209-14														s ə m ɨ t					
242-14														ʔ a m ɨ s t					
415-14														z ɨ n a b					
450-14														z ə r					
490-14														t ə bː w ə m					
638-14														s ɨ n e					
645-14														kʼ a l					
75-14														ʔ a m b ɨ r					
160-14														dː ə r ə kʼ					
208-14														ʔ ɨ n kʼ u n a					
214-14														ʔ a b					
218-14														ʔ ɨ n z ɨ n					
378-14														ʔ a n g ə t					
379-14														Ø ə m ə ə					
409-14														g t ə r ə					
497-14														t ə n					
598-14														g ə e t					
646-14														ʔ a t ə					
164-14														b ə ə m					
210-14														dː ə g w ə n ə					
215-14														ʔ a t e b ə t					
256-14														t u m a					
285-14														m ɨ d a d					
332-14														ʔ ə g ɨ r					
380-14														ʔ ə w w a					
412-14														s a m ɨ n					
496-14														w u r s ə n b ə t					
64-14														d a b o					
169-14														b ə z ə z ə m ə					
251-14														f e kʼ					
294-14														m w o kʼ					
461-14														Ø e					
547-14														w ə z a t					
597-14														ʔ e ə m ə ɲː ə					
655-14														m ɨ sː t					
7-14														ʔ a l g a					
158-14														kʼ ə m e s					
168-14														ʔ ɨ m a r					
296-14														j ə m ə u t					
372-14														ʔ ə n f ə r					
374-14														b ə ʔ o Ø o					
385-14														w ɨ Ø ə t					
411-14														t ə r m a s					
6-14														m ə n a m a					
17-14														ʔ ə ʔ ɨ r					
123-14														s e m ə					
330-14														kʼ ə l d					
421-14														b ɨ Ø ə					
448-14														kʼ ə d a n s ə n b ə t					
449-14														ʔ a z ə m					
491-14														d ɨ n g ə t					
545-14														g ɨ n ə					
596-14														n ə g ə					
653-14														b ə t ə t					
4-14														g ɨ b ə					
8-14														kʼ ə b ə t o					
339-14														b ə kʼ ɨ n					
460-14														g j ɨ t					
489-14														b ə r Ø u m a					
552-14														z ɨ					
602-14														m ɨ n					
652-14														ʔ ə t ə t a					
61-15															d ə m				
63-15															ʔ a ʃ ɨ m				
107-15															g a m ə l a				
112-15															d a m ə n a				
331-15															n ɨ g u s				
377-15															b ə kʼ ə l o				
381-15															ʔ a d				
417-15															r u z				
451-15															s ə b a t				
454-15															ʔ a tʃʼ ɨ r				
484-15															s ɨ d ɨ s t				
535-15															ʔ a s ɨ r				
543-15															s o s t				
593-15															ʔ a m u s				
640-15															m a n				
1-15															d ə b ə r ə				
65-15															Ø u				
163-15															s ə tʃʼ e				
212-15															ʔ i n				
244-15															ʔ a r b ə t				
248-15															m u u a				
293-15															f ə r ə z				
373-15															kʼ ɨ m a m				
414-15															d u h a a				
601-15															ʔ ə r ə b				
642-15															n ɨ f a s				
60-15															n ə f ə s ə				
115-15															l a m				
209-15															s uː m ɨ t				
242-15															ʔ a m ɨ s t				
415-15															z ɨ n a b				
450-15															z ə r ə				
490-15															ə b ə				
638-15															s ə r n ə				
645-15															kʼ a r				
75-15															ʔ a m ɨ l				
160-15															d ə r ə kʼ				
214-15															ʔ a b				
218-15															ʔ ɨ z ɨ n				
378-15															ʔ a n g ə t				
379-15															z ə ə				
409-15															ʔ a t ə r				
497-15															t ə n				
646-15															ʔ a n t ə				
164-15															b ə tʃʼ e				
210-15															d ə h ə n o				
215-15															ʔ a ə b ə t				
256-15															t u m a				
285-15															m ɨ t a d				
332-15															ʔ ɨ g ɨ r ə				
380-15															ʔ ə h u				
412-15															s a e n				
496-15															s ə n b ə t				
67-15															w ɨ r				
169-15															b ɨ r z ə z ə z ə				
251-15															f e kʼ				
294-15															m uː kʼ uː				
461-15															Ø uː				
547-15															w ə z a t				
655-15															m ɨ ə ə ʃ ə t				
158-15															kʼ ə m i s				
168-15															ʔ m a r				
296-15															ʔ uː h ə t				
374-15															b o kʼ ə o l ə o				
375-15															s ə b				
385-15															w ɨ Ø ə t				
541-15															kʼ ə tʃʼ ɨ n				
17-15															ʔ ɨ h ɨ l				
113-15															b uː n a				
123-15															ʃ a m ə				
252-15															r ə h ə b ə ə				
330-15															kʼ ə n d				
421-15															b ɨ ʃ a				
449-15															ʔ a Ø eː				
491-15															d ɨ n g ə t				
653-15															b ə t				
8-15															kʼ ə b ə t ə ə o				
106-15															m ə n a				
254-15															dʒ ə m a t				
290-15															ʔ a g ə z ə ə				
339-15															b ə kʼ ɨ l				
602-15															m ɨ n				
652-15															ʔ t				
2-15															d uː l u m				
3-15															ʔ ɨ r ə ə a				
61-16																d a m			
63-16																ʔ u s t ɨ m			
107-16																g a m ə l			
112-16																d ɨ b ə n ə			
331-16																n ɨ g ɨ s			
377-16																b a kʼ t a l o			
381-16																ħ u d t			
417-16																r ɨ Ø			
451-16																ʃ a b ɨ t			
454-16																ħ a s ɨ r			
484-16																ʃ ɨ d ɨ s t			
535-16																ħ u s ɨ r t t			
543-16																s a s t			
593-16																h u m ɨ s			
640-16																m a n			
65-16																Ø o b			
163-16																s a s ə			
212-16																ħ ai̯ n			
244-16																ħ u r b t t			
248-16																m ɨ l t ɨ			
293-16																Ø a r a s			
373-16																kʼ ɨ m ə l			
408-16																b a r			
414-16																g o b ħ ħ a			
601-16																ʔ r b u t			
642-16																n ɨ Ø u s			
209-16																ʃ ɨ a ɨ b t			
242-16																ħ a m t ɨ s t			
415-16																Ø ɨ n u b			
450-16																Ø a r t			
638-16																s ɨ ai̯			
75-16																h u m ɨ l			
208-16																ʔ ɨ n kʼ ħ o i			
214-16																ʔ u b a			
218-16																ʔ ɨ Ø ɨ n			
409-16																ħ u t a r			
497-16																t a n			
598-16																s ʕ t			
646-16																ʔ a ħ b			
256-16																t ɨ m ə			
332-16																h a a g ɨ r i			
496-16																s a n b a t			
67-16																w ɨ r			
655-16																m a a s i s			
372-16																s a n Ø a r			
375-16																s a b			
411-16																t ɨ r u s			
500-16																ʔ u m n a			
541-16																kʼ ə s i n			
17-16																h ai̯ ʔ ɨ r			
113-16																b ɨ n a			
252-16																n a s a b ə			
330-16																kʼ ə l d			
545-16																Ø ɨ s ə n ai̯			
106-16																m ə t ʕ t			
254-16																Ø o m t			
460-16																j i i t i			
602-16																m i n t t			
2-16																ɨ l ə m			
61-17																	d ə m		
63-17																	ʔ a s ɨ m		
107-17																	g a m a l a		
112-17																	d a b.i ə n a		
331-17																	n ɨ g t u s		
377-17																	b a q ʕ l o		
381-17																	ʔ a ə d		
417-17																	r u Ø		
451-17																	s ə b.i a t		
454-17																	ħ a tʃʼ ɨ r		
484-17																	s ɨ s ɨ s k		
535-17																	ʔ a t ɨ r		
543-17																	o s k		
593-17																	k a m u s		
640-17																	m a n		
1-17																	d ə b ə r ə t		
65-17																	s u		
163-17																	s a t ə		
212-17																	ʔ ai̯ n		
244-17																	ħ a r t a t		
248-17																	m u l ʔ a		
293-17																	f ə r ə s		
373-17																	q ə m a l		
408-17																	b a ʕ r a		
414-17																	d ə.n b a a		
601-17																	ʔ ə r o b ʔ		
642-17																	n ɨ f a s		
60-17																	n u Ø ə s ə t		
115-17																	t l a m		
209-17																	s a g ɨ k		
415-17																	Ø ɨ n a b		
450-17																	Ø ə r ʔ		
638-17																	ɨ r n ə.n		
645-17																	q a l		
75-17																	ħ a m b ə l		
214-17																	ʔ a b a		
218-17																	ʔ ɨ n z ə n		
409-17																	ʕ a t ə r ə		
598-17																	l a t		
164-17																	b a q t a t		
332-17																	ʔ ɨ g ə r		
412-17																	g a ħ a n		
496-17																	b n n b s ə n b ə k		
158-17																	q ə m i s		
372-17																	k ə n f ə r		
375-17																	s ə b		
411-17																	k ə r a s		
500-17																	ʔ a b.i n		
541-17																	q ə tʃʼ ɨ n		
113-17																	b u n a		
330-17																	q ə l d		
448-17																	q ə d a n ai̯ ɨ n b ə k		
106-17																	m ə k a		
290-17																	ħ a g ə z a i		
552-17																	z a ai̯ t ai̯		
2-17																	t u l u m		
61-18																		d ə m	
63-18																		ʔ ə ʃ ʔ ɨ m ʔ	
107-18																		g ə m ə l ə	
112-18																		d ə b ə n ə	
331-18																		n ɨ g u s	
377-18																		b ʔ ə kʼ l o	
381-18																		ʔ ə ʔ ʔ d ʔ	
417-18																		r u z	
451-18																		s ə b o ə t ʔ	
454-18																		ʔ a ʔ tʃʼ ɨ r	
484-18																		s d ɨ s t ʔ ʔ	
535-18																		ʔ ə sː ɨ r ʔ	
543-18																		sː o sː t	
593-18																		ʔ ə m u s	
640-18																		m a n	
1-18																		d ə b ə r aː	
65-18																		Ø u b ʔ ʔ ʔ	
163-18																		s ə tʃʼ ʔ ʔ ə	
212-18																		ʔ e n	
244-18																		ʔ ə r b u t	
248-18																		m ʔ u w a	
293-18																		f ə r ə z	
373-18																		kʼ ʔ ɨ m ə w	
408-18																		b o r ə	
414-18																		d u b a ə	
601-18																		ʔ r o b ɨ	
642-18																		n ɨ f ə s	
60-18																		n ə Ø ə s ə	
115-18																		l ə ʔ m	
209-18																		s ɨ m e t ʔ	
242-18																		ʔ ə m ɨ s t	
415-18																		z ɨ n ə b	
450-18																		z ə r	
490-18																		t o b ʔ u	
638-18																		s ɨ ʔ	
645-18																		kʼ ə l	
75-18																		ʔ ə m ɨ l	
160-18																		d ə r ə kʼ	
208-18																		ʔ ɨ n kʼ ʔ ə	
214-18																		ʔ ə b o	
218-18																		ʔ ɨ z ɨ n	
378-18																		ʔ ə n g ə t	
379-18																		z ə ɨ ə ɨ	
497-18																		t ə n	
646-18																		ʔ ə ʔ t ə ʔ	
164-18																		b ə kʼ ʔ ʔ e	
210-18																		d ə ʔ o n o	
215-18																		ʔ ə ʔ n b t	
256-18																		t u m ə	
285-18																		m ɨ d ə d	
332-18																		ʔ ə ʔ g ɨ r ʔ	
380-18																		ʔ ə ʔ b a	
412-18																		s ə n ʔ	
496-18																		s ə n b ə t	
64-18																		d ə n o	
67-18																		b ɨ r ʔ	
169-18																		b o r ə z ə z ɨ	
251-18																		f e kʼ ə ʔ	
294-18																		m o kʼ	
461-18																		ʔ ʔ Ø e	
547-18																		b ɨ z ə t	
597-18																		ʔ eː ɨ ʔ aː m ə ə	
655-18																		m ɨ ʔ ɨ ʃ ʔ t	
7-18																		ʔ ə r g ə	
158-18																		kʼ aː m i sː	
168-18																		ʔ ɨ m ə r	
296-18																		u b t ɨ	
374-18																		b ə kʼ o Ø o	
375-18																		s ə b ʔ ʔ	
385-18																		w Ø ə t	
411-18																		t ɨ r ʔ o ə s	
541-18																		kʼ ə tʃʼ n	
17-18																		ʔ ʔ ɨ l	
113-18																		b u n a	
123-18																		ʃ e m ə	
252-18																		r ə Ø aː b ə	
330-18																		kʼ ə n d	
421-18																		b ɨ ʃ o	
491-18																		d ɨ n g ə t	
653-18																		b ə t	
8-18																		kʼ ə b ə o	
106-18																		m ə ɨ ə	
254-18																		dʒ ɨ m ə t	
290-18																		ʔ a dʒ ə z ə	
339-18																		b ə kʼ ɨ l	
489-18																		b b ə r tʃʼ aː m ə	
552-18																		z ə ɨ u ɨ	
602-18																		m n	
2-18																		u l u m	
3-18																		ʔ ɨ r ə	
61-19																			d ə m
63-19																			ʔ a t i m
107-19																			g a m aː l a
112-19																			d a b ə n a
331-19																			n ɨ g s
377-19																			b aː kʼ l
381-19																			ʔ a d
417-19																			r u z
451-19																			s aː b a t
454-19																			ʔ a t r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			ʃ i ʃ t
593-19																			ʔ a m u s
640-19																			m a n
1-19																			d aː b ai̯ r ai̯
65-19																			tʼ u b
163-19																			s aː t ə
212-19																			ʔ e n
244-19																			ʔ a r b ə t
248-19																			m u j a
293-19																			f ə r ə z
373-19																			kʼ m a l
408-19																			b o r ai̯
414-19																			d ə b a ʔ u ʔ a
601-19																			ʔ a r u b
642-19																			n ɨ f a s
60-19																			n aː f ə s ai̯
115-19																			l a m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n a b
450-19																			z ə r
490-19																			t ə b ə
638-19																			s ɨ r e
645-19																			kʼ a l
75-19																			ʔ a m b ɨ l
160-19																			d aː r ə kʼ
208-19																			ʔ ɨ n kʼ i l a
214-19																			ʔ a b
218-19																			ʔ i z i n
378-19																			ʔ a n g ə t
379-19																			z ə ə
409-19																			g a t aː r
497-19																			t aː n
646-19																			ʔ a t ə
164-19																			b aː kʼ i
210-19																			d ai̯ j ə n
215-19																			ʔ a j aː b ə t
256-19																			t u mː o
285-19																			m i t a d
380-19																			ʔ j w a
412-19																			s a j n
496-19																			s ə n b ə t
64-19																			d a n u
67-19																			w i r
169-19																			b ə r aː z aː z e
251-19																			f i ə kʼ
294-19																			m u kʼ
461-19																			t ai̯
547-19																			w a z a t
597-19																			ʔ aː o n aː a
7-19																			ʔ a l g a
158-19																			kʼ aː m i s
168-19																			ʔ o m a r
296-19																			aː ʔ e t
375-19																			s ə b
385-19																			w i t ə t
500-19																			ʔ m n i ʔ
541-19																			kʼ aː t i n
6-19																			m ə l g a m a
113-19																			b u n
123-19																			ʃ aː m aː
330-19																			kʼ ə l d
491-19																			d ɨ n g ə t
106-19																			m ə a
254-19																			dʒ i m a t o
339-19																			b ə kʼ l
460-19																			ʔ h a t a
602-19																			m ɨ n
652-19																			ʔ ai̯ ʔ t ʔ j ʔ ʔ ai̯
2-19																			u Ø u m
