COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1370-7							n a kʰ u ŋ	
1388-7							m a n b a	
1397-7							tʃ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p a r	
1433-7							z u g u	
1442-7							l a m	
1451-7							b a tʃ a m	
1468-7							pʰ a kʰ p a	
1477-7							ŋ a	
1502-7							ŋ a m s u	
1511-7							m u tʃ j a ŋ b a	
1529-7							tʃ a l u	
1538-7							s o l u	
1557-7							tʃ o i tʃ u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m	
1742-7							m u g i	
1751-7							b u tʃ i l a	
1778-7							z a	
1787-7							tʃ u r p u n	
1823-7							l e m	
1832-7							kʰ a r m a	
1842-7							l u ŋ	
1860-7							ŋ a m	
1869-7							z u p tʃ a ŋ	
1888-7							z a m b i	
1897-7							s e	
1932-7							ɾ i n a ŋ o p l a n	
1950-7							z u	
1968-7							tʃ o ŋ tʃ a u	
1978-7							kʰ u t p a n	
1987-7							s a m	
2015-7							ŋ a m kʰ e n	
2118-7							m o ŋ tʃ ŋ u n	
2238-7							ŋ a r kʰ e n	
2507-7							tʃ i n u ŋ	
2526-7							l e n	
2535-7							z a	
2544-7							z i ŋ	
2560-7							s o ŋ n i tʃ i ŋ	
2569-7							kʰ e tʃ u n	
2578-7							n i tʃ i ŋ	
2596-7							tʃ u ŋ	
2615-7							ɾ i	
2663-7							g i tʃ i	
2690-7							s i a	
2719-7							ɾ i tʃ i	
2728-7							kʰ o tʃ u ŋ	
2747-7							ŋ i ŋ u	
2756-7							s e r b u	
2774-7							b o ŋ i ŋ	
19-7							n a i a n	
28-7							n a i a n	
89-7							g a ŋ p u	
107-7							i tʃ i m i n	
145-7							tʃ u kʰ p u	
190-7							p u tʃ i	
338-7							b r u ŋ	
436-7							z u l u	
483-7							j a	
535-7							s o s o	
571-7							g e l e n tʃ i	
699-7							tʃ o ŋ p a	
845-7							ɾ o kʰ	
1049-7							b u	
1161-7							a m	
1180-7							ʃ a	
1226-7							l a ŋ i	
1235-7							n a m n i ŋ	
1280-7							tʃ i ŋ kʰ a ŋ	
1307-7							tʃ e p kʰ a	
1352-7							g u	
1415-7							ɾ a	
1636-7							b e tʃ a	
1680-7							kʰ a n kʰ a n	
1725-7							tʃ a p tʃ e n	
2127-7							tʃ a m kʰ u n	
2181-7							tʃ i kʰ o n	
2366-7							j a kʰ kʰ e n	
2672-7							b a g a	
2681-7							b a l a ŋ b u	
55-7							d a z i kʰ a n	
80-7							tʃ u ŋ g a	
154-7							ʃ i	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								g a ŋ tʃ i l a
125-8								b i j a ŋ ɾ a
162-8								l a i s i
171-8								o m z a
219-8								tʃ a ŋ p u
247-8								tʃ a ŋ l u ŋ
282-8								l u ŋ p u
292-8								g a ŋ
301-8								l i
354-8								m u m b a i
363-8								n a m b u
397-8								g a m p i
406-8								g a m u n
426-8								m u k p a
473-8								p i n p a ŋ
499-8								z a m i n
526-8								g a a
544-8								g u
553-8								g o a ŋ
599-8								g o i p a m
608-8								b a n p o
617-8								j a n
645-8								a n a
663-8								s o ŋ tʰ u n
672-8								tʃ o ŋ p a
681-8								ŋ i ɾ i
690-8								m i ŋ
708-8								tʰ a ŋ p i ŋ b u
717-8								tʃ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p z i
881-8								l a m
890-8								ɾ a a
899-8								s e n
926-8								tʃ a m
944-8								g a ɾ a ŋ
953-8								s j a ɾ a ŋ
980-8								kʰ a ɾ u ŋ
998-8								p a i
1022-8								g a tʰ u n
1031-8								b i n a ŋ u a n
1069-8								tʃ o a ŋ a z a
1079-8								z i a a
1098-8								j a ŋ p u
1117-8								tʃ u n
1141-8								ɾ i ŋ b u
1189-8								m a n
1198-8								n u m a
1208-8								z a l a n
1217-8								l a ŋ i n
1253-8								a m a
1271-8								n o a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								g a m
1334-8								s i ŋ b a
1343-8								b u i n a ŋ
1361-8								j a n a ŋ a n
1370-8								n a k u ŋ
1388-8								m a n b a
1397-8								tʰ u n
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a a r a
1433-8								z u g u
1442-8								l a m
1451-8								b a a m
1468-8								p a k p a
1477-8								ŋ a n
1502-8								ŋ a m s u
1511-8								m u a j a ŋ b a
1529-8								tʃ a l u
1538-8								s u l u
1557-8								tʃ o i p u ŋ
1618-8								i ŋ p a
1663-8								z u m
1689-8								ŋ o i
1698-8								g u ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m n
1742-8								m u g i
1751-8								b u z i l a
1778-8								z a
1787-8								tʃ u ŋ p u n
1823-8								l a m
1832-8								k a a m a
1842-8								l u ŋ
1860-8								ŋ a m n
1869-8								z u p p a ŋ
1888-8								z a m p i
1897-8								s a
1932-8								ɾ i n a ŋ z o p l a n
1950-8								z u
1968-8								tʃ o ŋ p a u a
1978-8								g u t p a n
1987-8								z a m
2015-8								ŋ a m l a n
2118-8								m o ŋ z a a ŋ l a n
2238-8								ŋ a ŋ p a n
2507-8								tʃ i n u ŋ
2526-8								l e n
2535-8								z a n
2544-8								z i ŋ
2560-8								s o ŋ n i tʃ i ŋ
2569-8								g a i p u n
2578-8								n i tʃ i ŋ
2596-8								tʃ u ŋ
2615-8								ɾ i
2663-8								g i t i a
2690-8								s i a
2719-8								ɾ i i
2728-8								g o tʃ u ŋ
2747-8								ŋ i ŋ u n
2756-8								z e ŋ b u
2774-8								b o ŋ i ŋ
19-8								n a i p a n
28-8								n a ŋ i b a n
107-8								i tʃ i m i n u
145-8								tʃ u ŋ p u
190-8								p u i
229-8								g a
257-8								tʰ a ŋ a
338-8								b r u ŋ
436-8								z u l u
483-8								a
535-8								s o z o
571-8								g e l a n p i
845-8								ɾ o k
971-8								tʃ i ŋ p u
1049-8								b u
1161-8								a m
1180-8								s a
1226-8								l a ŋ i n
1235-8								n a m n i ŋ
1280-8								tʃ i ŋ z a ŋ
1307-8								tʃ e p a
1379-8								s i
1415-8								ɾ a
1636-8								b e tʃ a
1654-8								l i
1680-8								g a n p a n
1725-8								tʃ a p p a n
2127-8								dʒ a m l a n
2181-8								tʃ i l a
2366-8								j a k l a n
2681-8								b a l a ŋ b u
55-8								tʰ a i b a n
116-8								tʰ u l i
154-8								z i
