COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1480-7							d̪ʲ u ŋ
653-7							pʰ g ɪ k p ɑ
1081-7							dð o ŋ
1448-7							pʰ ɑ dð ɑ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							dð dð l
610-7							dð ɑ
350-7							pʰ ɜ ŋ m o
871-7							o m ɑ
734-7							ɾ dð ɑ
431-7							kʰ i
1298-7							ɜ ɾ b d l
929-7							pʰ ɜ ŋ k i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɜ d
836-7							m i
1644-7							b u s̪ ʈ i ŋ
547-7							ɜ t̪ ɑ
1048-7							k ɜ k ɑ
1692-7							n̪ o n̪ õ
1306-7							b u
405-7							b o ŋ o
294-7							b u
661-7							b o ŋ o
413-7							dð ɑ dð
996-7							dð ɜ n̪
1012-7							t̪ r̪ o b ɜ ɾ
181-7							pʰ r̪ i k o
1660-7							g o n̪ d ŋ
1440-7							d̪ i ŋ
1652-7							l o
1037-7							pʰ pʰ u m ɑ
677-7							l ɑ dð m o
1561-7							u ɑ r̪ d ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ m o
1247-7							pʰ ɜ t̪
391-7							g r̪ ɜ d m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɜ l̪ i ŋ
253-7							o dð o
1282-7							d̪ʲ u n̪ d ŋ
812-7							pʰ m o
245-7							d̪ʲ u ɾ d
1609-7							k ɑ r̪ d o
261-7							n̪ ɑ ŋ p o
1143-7							m ɑ r̪ d o
1065-7							dð dð k
1504-7							ȵ dð s̪
1432-7							s̪ u m
634-7							b dð i
1255-7							t̪ r̪ u d
488-7							ɾ dð ɜ t̪
1004-7							ɾ g u
506-7							d̪ʲ u s̪ d ɑ̃ k
1488-7							pʰ o ŋ ɜ s̪
1496-7							ȵ i d̪ʲ u
1073-7							ɾ dð ɑ
1617-7							s̪ u
1569-7							dð i
1593-7							g ɑ ɾ
1585-7							n̪ ɑ m
759-7							pʰ ɑ m
1415-7							d̪ o
1215-7							pʰ ɪ t̪ʰ s̪ ɑ ɪ ɑ̃ s̪
422-7							l õ dð s̪ o
310-7							pʰ ɜ dð p
189-7							g ɑ m ɑ
25-7							d̪ʲ o s̪
9-7							l t̪ ɪ k s̪
57-7							d̪ʲ dð s̪
17-7							s̪ k õ m s̪
