COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
340-5					ŋ o ⁵⁵		
360-5					s a ʔ ʔ ⁵⁵		
376-5					s i		
395-5					n o ⁵⁵		
401-5					s i ³¹		
409-5					Ø o ⁵⁵		
425-5					p i		
430-5					Ø i ³¹		
442-5					ə		
447-5					Ø ə ³¹		
456-5					k o ³¹		
458-5					s ə ³¹		
469-5					k o ³¹		
470-5					ʔ i ʔ ³¹		
478-5					j i ʔ ³¹		
495-5					ŋ i ⁵⁵		
501-5					Ø Ø ³¹		
506-5					o ³¹		
507-5					n o ʔ ³¹		
509-5					Ø ə ŋ ³¹		
510-5					p j ə ŋ ³¹		
511-5					Ø o ʔ ³¹		
521-5					h o		
538-5					o		
539-5					s i ³¹		
544-5					ʔ ɹ i ʔ ⁵⁵		
550-5					o ʔ ³¹		
562-5					m ɹ ə ŋ		
568-5					k e		
11-5					s ə ŋ j ⁵⁵		
12-5					j ɔ ⁵⁵		
46-5					Ø ə		
83-5					Ø Ø		
91-5					ə n ⁵⁵		
106-5					ʔ o k ³¹		
120-5					Ø ɔ ʔ		
209-5					k o ŋ		
215-5					s o ʔ ³¹		
242-5					Ø Ø ³¹		
281-5					k j a ʔ ³¹		
283-5					Ø i ⁵⁵		
302-5					Ø o ɲ ³¹		
312-5					ʔ ə j ³¹		
313-5					m Ø ⁵⁵		
315-5					Ø ə ³¹		
348-5					j i ʔ ³¹		
352-5					k j Ø ³¹		
1-6						m iː h	
4-6						l a	
18-6						m j a	
19-6						n j eː h	
44-6						l au k	
50-6						r a n	
62-6						s a k	
70-6						p h aː n	
75-6						m a k	
97-6						tsʰ a ŋ	
112-6						tsʰ a	
122-6						m j au k	
127-6						kʰ w e	
132-6						h w a k	
133-6						n r a h	
135-6						n iː h	
142-6						t ʔ w ə	
143-6						ŋ a ʔ	
149-6						a k	
152-6						n a r	
157-6						p u	
183-6						k au	
184-6						n au k k	
185-6						tsʰ aː n	
189-6						m j a k	
192-6						n a k	
195-6						n a	
200-6						k e	
216-6						s r a ts	
218-6						l a k	
225-6						s a ŋ	
235-6						kʰ j e h	
244-6						s eː	
253-6						m h e	
270-6						m r eː k	
278-6						m j a ŋ	
279-6						w a	
285-6						r j a m	
308-6						p r e	
322-6						m r ə	
325-6						kʰ iː h	
337-6						m j a ŋ	
341-6						t a	
347-6						s h au	
362-6						r ʔ ə k	
391-6						j a p	
394-6						m a k	
397-6						tsʰ e	
443-6						m j a p	
460-6						s a ts	
463-6						w r eː k	
464-6						ʔ a ŋ	
473-6						s a m	
476-6						kʰ j au ts	
481-6						tsʰ a k	
494-6						k e	
496-6						j a ŋ	
516-6						w a	
522-6						n a k	
523-6						p j eː k	
524-6						n e	
540-6						kʰ a	
3-6						p a	
6-6						k iː	
7-6						r iː p	
20-6						n a p	
39-6						m r ə	
51-6						a r	
64-6						k a ŋ	
65-6						k k a k	
66-6						t ʔ au	
71-6						s ə	
72-6						k a	
76-6						w a	
77-6						m j a k	
78-6						m iː h	
82-6						p r au ŋ	
87-6						a	
93-6						l aː m	
94-6						m r ə ŋ	
100-6						s k au n	
116-6						l a	
119-6						w a m	
124-6						p r a k	
137-6						kʰ j r au	
139-6						m eː	
144-6						s u ts	
145-6						t au	
146-6						m r iː h	
150-6						k r a k	
154-6						m r iː	
165-6						k w a m	
166-6						w j a	
169-6						ts j au ŋ	
170-6						p j a	
171-6						j a ŋ	
174-6						l l a n	
181-6						m j a k	
193-6						p a	
205-6						n a k ts	
206-6						m r iː k	
212-6						tsʰ a k	
214-6						l a m	
217-6						au	
224-6						n j r Ø k	
228-6						p iː	
238-6						ʔ au h	
241-6						s a	
246-6						k j a	
257-6						p a ŋ	
272-6						m a	
273-6						k a	
274-6						m a ŋ	
286-6						kʰ a m	
289-6						kʰ au	
294-6						k au k	
301-6						ʔ a k	
306-6						ts a p	
307-6						au p	
321-6						w a ŋ	
331-6						m r a	
332-6						l a m	
335-6						k j a	
336-6						n h a m	
340-6						iː	
342-6						m j r au k	
360-6						r a p	
376-6						s h i	
389-6						n a k ts	
395-6						n a k	
401-6						s e	
404-6						t au ŋ	
408-6						t a	
409-6						l a k	
413-6						ts iˀ n	
421-6						m r eː p	
425-6						p j ə	
442-6						t au	
447-6						w au ŋ	
456-6						k a	
469-6						kʰ iː	
470-6						t a k	
475-6						ŋ r	
477-6						n r iˀ t	
480-6						k iː k	
485-6						m j a	
495-6						ŋ r e	
499-6						m j a ŋ	
500-6						m j a m	
501-6						w i k	
506-6						r k a ts	
507-6						n a k	
509-6						l a ŋ	
510-6						p r a	
511-6						l a k	
521-6						h iː k	
525-6						n j r au	
538-6						tsʰ r iː h	
539-6						r r a ts	
544-6						ts r a k	
550-6						t h a k	
562-6						m r a ŋ	
568-6						k a k	
2-6						kʰ au	
11-6						s a ŋ r	
35-6						l aː ŋ	
38-6						t ɲ i ɲ	
42-6						pʰ r eː	
79-6						k r a m	
86-6						ʔ eː	
89-6						s a	
90-6						pʰ a	
91-6						k i n	
92-6						kʰ eː	
120-6						tsʰ iˀ h ts	
125-6						k r a	
148-6						t a ŋ	
163-6						e n	
186-6						a	
187-6						l a ŋ	
197-6						n a r ts	
209-6						kʰ au ŋ	
210-6						r w au	
213-6						n au k ts	
215-6						s w k u ts	
220-6						w au	
239-6						n a n	
242-6						tsʰ u k	
248-6						kʰ r eː	
252-6						k e	
255-6						p j a	
271-6						tsʰ r au	
275-6						n au ŋ	
277-6						tsʰ r a ŋ	
283-6						l a k	
295-6						kʰ au	
300-6						k a n	
302-6						tsʰ a r r	
309-6						l a k	
312-6						ʔ a	
313-6						m k a ts	
314-6						tsʰ aː m	
330-6						l l e	
338-6						m r a k	
346-6						s a ts	
348-6						j e ts	
352-6						kʰ j a	
1-7							m au ³
4-7							l a̰ ³²
18-7							m ɪ m ³
19-7							n i ⁴
44-7							l u ʔ ⁵³
50-7							h w ɪ ŋ ⁵³
62-7							s ɪ k ⁵³
70-7							b i n ³
75-7							m j a t ⁴³
97-7							tʃʰ a ŋ ⁵³
112-7							ʃ ɔ ³²
122-7							m j u ʔ ³²
127-7							kʰ i ³
132-7							ɔ ʔ ⁴
133-7							n w ɔ ³
135-7							n au ⁵³
142-7							d z i ⁵³
143-7							ŋ ɔ p ⁵³
149-7							ʔ u p ⁵⁴
152-7							ŋ ɔ ⁵³
157-7							a ³
183-7							ʔ u ³
184-7							n u ⁵³
185-7							ʃ a m ⁴⁵
189-7							m j ɔ ʔ ³
192-7							n a̰ ⁵³
195-7							n ɔ ⁵³
200-7							g i ⁵
216-7							s ɪ ŋ ³²
218-7							l ɔ ʔ ⁴
225-7							s ɪ ŋ ⁵³
235-7							kʰ i ⁴⁵
244-7							s i ³²
253-7							m ɪ ⁵³
270-7							m i ³
278-7							m ɪ n j ³¹
279-7							ɔ ³
285-7							ʔ i m ³
308-7							d i ³²
322-7							m i ³²
325-7							kʰ au ³²
337-7							m j a ŋ ³¹
341-7							d z ɔ ³
347-7							ʃ u ³
362-7							v i ³²
391-7							ʔ a̰ p ⁵³
394-7							m a ʔ ³
397-7							tʃʰ i ³²
443-7							m j ɔ p ⁵³
460-7							s a t ³²
463-7							w i ³¹
464-7							p u ŋ ⁵³
473-7							s ɔ m ⁵³
476-7							kʰ j u k ⁵⁴
481-7							Ø i ⁵³
494-7							g ɔ ³
496-7							h ɪ n j ³²
516-7							w i ⁵³
522-7							n ɔ p ⁵³
523-7							pʰ j u ⁵³
524-7							n ɛ ³¹
540-7							kʰ ɔ ⁵²
3-7							b i ŋ ³¹
6-7							g i ⁴⁵
7-7							dʒ i m ⁴⁵
20-7							n a p ³¹
39-7							m j i ³²
51-7							n j i ⁵³
64-7							g a̰ ŋ ³¹
65-7							k u ʔ ⁵
66-7							d z u ⁵³
71-7							ʃ i ⁵³
76-7							w ɔ ³
77-7							m u k ⁵³
78-7							m au ³¹
82-7							b u ŋ ³²
87-7							ŋ a ⁵³
93-7							l a m ⁵³
94-7							m ɪ ŋ ⁵³
100-7							tʃʰ z i n ³
116-7							l ɔ ³
119-7							w ɔ m ³¹
124-7							b j u ⁴
136-7							l i ³
137-7							kʰ j ɔ ⁴⁵
139-7							m i ³
144-7							s u t ⁵⁴
145-7							d u ŋ ³¹
146-7							m au ⁵⁴
150-7							g ɔ ʔ ³²
154-7							m w i ³²
165-7							kʰ a m ³
166-7							pʰ j a ³¹
169-7							g j a̰ ŋ ³
170-7							b j ɔ ⁴
171-7							j a ŋ ⁵⁴
174-7							l a m ⁵³
181-7							m j a ʔ ³
193-7							b ɔ ³
205-7							n u t ⁵⁴
206-7							m i ³²
212-7							tʃʰ a p ⁵⁴
214-7							l u ŋ m ⁵³
217-7							u ³¹
224-7							ŋ j au ⁵
228-7							b u ³¹
238-7							v au ⁵³
241-7							ʃ ɔ ³¹
256-7							a ⁵³
272-7							m ɪ ⁵³
273-7							ʔ a ŋ ³
274-7							m a ŋ ³¹
286-7							kʰ a m ⁵²
289-7							kʰ u ŋ ³²
294-7							ʔ u ³²
301-7							v ɔ p ³²
306-7							kʰ u ŋ p ⁵
307-7							n j a̰ p ⁵⁴
321-7							tʰ a ŋ ³¹
331-7							m ɔ ⁵³
332-7							l a̰ m ³
335-7							g j ɔ ⁵⁴
336-7							n a m ³¹
340-7							ŋ au ³¹
342-7							m j au ⁴⁵
360-7							dʒ a̰ p ⁵⁴
376-7							tʃʰ ɪ p ⁵⁴
389-7							n a̰ ⁵⁴
395-7							n ɔ ³¹
401-7							ʃ i ⁵³
404-7							d z u ŋ ³²
408-7							d ɔ ⁵³
409-7							l ɔ ³¹
413-7							d w a n ⁵³
421-7							j ɔ p ³⁵
425-7							b i ⁵³
430-7							tʃʰ i ³²
442-7							d u ³
447-7							tʰ u ŋ ⁵²
456-7							g ɔ ⁵³
458-7							ʃ ə ³¹
469-7							kʰ au ⁵³
475-7							ŋ a ³
477-7							n i ⁵⁴
478-7							ʃ ɛ t ⁵³
480-7							g au ³
485-7							m j ɔ ⁴
499-7							m j a̰ ŋ ⁵³
500-7							n j i m ³⁵
501-7							tʰ u ³²
506-7							d ɔ ŋ ⁵⁴
507-7							n ɔ p ⁵³
509-7							l ɪ ŋ ⁵³
510-7							b j i ŋ ⁵³
511-7							l ɔ p ⁵³
521-7							h au ³²
525-7							n j au ⁵³
538-7							tʃʰ au ⁵³
539-7							dʒ ɪ n ³²
544-7							k j u ʔ ⁵⁴
550-7							tʰ ɔ p ⁵³
562-7							m j a ŋ ⁵³
568-7							g u ³¹
2-7							kʰ ə ŋ ⁵³
12-7							j a ŋ ⁵³
22-7							g u ŋ ³¹
28-7							b i ⁴⁵
29-7							tʰ u ⁵
30-7							a ŋ ³¹
35-7							l a ŋ ⁵³
38-7							d ɔ ŋ ⁴³
42-7							pʰ i ⁴
52-7							t ɛ ʔ ⁵⁴
55-7							b ʊ m ³¹
69-7							h ɔ ʔ ⁴
79-7							g i m ⁵³
83-7							tʃʰ au ⁵³
86-7							i ʔ ³²
89-7							s a ŋ ³²
90-7							pʰ ɔ ³
91-7							ʔ ɔ n ⁵³
92-7							kʰ i ³
106-7							g u k ⁴⁵
120-7							d a̰ t ⁵⁴
148-7							d a ŋ ⁵³
163-7							ʃ i n ³
173-7							pʰ ɔ ⁴⁵
179-7							ɔ p ³¹
186-7							ŋ u ³
187-7							l a ŋ ⁴
197-7							n u t ⁵
209-7							kʰ ə k ⁵³
210-7							ə m ⁵³
211-7							d au ³²
213-7							n a̰ ʔ ⁴
220-7							tʰ u ŋ ⁴
237-7							ʃ i ³²
239-7							n a m ³¹
248-7							kʰ i ³²
252-7							g i ³¹
271-7							tʃʰ au ⁵³
277-7							tʃʰ a ŋ ⁴
281-7							kʰ j ɔ ³¹
283-7							l a ³²
295-7							kʰ u ŋ ⁵
300-7							g i m ³
309-7							l ɔ ʔ ³
313-7							m i t ⁵³
314-7							Ø ɔ m ⁵³
315-7							tʃʰ ɔ ŋ ³²
330-7							l i ³
333-7							ʃ a m ⁵³
338-7							m ɔ p ⁵³
346-7							ʃ ɛ p ⁵³
352-7							kʰ u ŋ ³
