COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1290-7							ʈ u t̪ u p ɑ
669-7							k s̪ ɛ ɾ
1472-7							s̪ t̪ ɑ q ʑ i
788-7							l u n̪ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m i n̪ d o q
844-7							ɑ m
879-7							tɕʰ ɑ
1151-7							b r̪ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ȵ ɛ r̪ m ɑ
1480-7							j u
653-7							z̪ g o p ɑ
1081-7							ɾ o ŋ
1448-7							p ɑ g ɜ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							tθʰ i l
610-7							ʊ ɑ
350-7							ɾ ɜ ŋ o
871-7							o m ɑ
734-7							ɾ β̞ ɑ
431-7							kʰ i
1298-7							g o b l
929-7							z̪ ɑ ŋ g i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɑ k
836-7							m i
1644-7							b u s̪ t̪ r̪ i ŋ
547-7							ɑ t̪ ɑ
1048-7							k ɜ k ɑ
1692-7							pʰ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							b r̪ u
661-7							b o ŋ o
413-7							ʑ ɜ q
996-7							tθʰ ɜ n̪
1012-7							ʈ r̪ b ɜ ɾ ɑ
181-7							pʰ i r̪ o
1660-7							g ʊ n̪ d e
1440-7							d̪ i r̪ i ŋ
1652-7							l o
1037-7							ɕ ȵ ĩ m ɑ
677-7							ɾ ɜ k m o
1561-7							ɕ ɑ p ɑ p ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ i ŋ m o
1247-7							tɕ ɜ t̪ tɕ ɜ t̪
391-7							ɖʐ ɑ k m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɑ k i ŋ
253-7							tɕ o g o
1282-7							ɾ u n̪ tθ e
812-7							j ɑ ŋ m o
245-7							t̪ʰ u r̪ u
1609-7							k ɑ ɕ p o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ p o
1065-7							tɕ i k
1504-7							ȵ i s̪
1432-7							s̪ u m u
634-7							ʊ ɾ i
1255-7							ʈ r̪ u k kʰ
488-7							ʊ ɾ gʲ t̪
1004-7							ʊ ɾ g u
506-7							tɕ u s̪ tɕ i k
1488-7							tɕ o ŋ ɜ s̪
1496-7							ȵ i ɕ u
1073-7							ʊ gʲ ɑ
1617-7							s̪ u
1569-7							tɕ i
1593-7							g ɑ ɾ
1585-7							n̪ ɑ m
759-7							ɾ ɑ m tθ
1415-7							d̪ ɑ ŋ
1215-7							ɾ o q s̪ tɕ o k s̪
422-7							l o k s̪ o
310-7							tɕʰ ɜ q p o
189-7							g ɑ ŋ ɑ
25-7							z̪ ʊ s̪
9-7							l̪ t̪ o k s̪
57-7							t̪ʰ ɑ̃ s̪
17-7							s̪ k o m s̪
