COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
890-7							k ɛ m b i r i									
1336-7							d ɛ k ɛ									
1703-7							b ɔ									
1769-7							t ɛ n b i									
2162-7							b ɛ r i									
2635-7							s o									
2735-7							d a n d i d i									
3031-7							d i n i									
4591-7							k ɛ r i									
5301-7							b ɛ r i									
5605-7							t i ŋ ɛ									
296-7							b ɛ n b i									
463-7							d i m b i									
1432-7							t i r i									
1474-7							t i n									
1788-7							s i r i									
2044-7							d i m b i									
2713-7							t ɛ m b ɛ n d ɛ r i									
3425-7							j i									
4184-7							k ɛ j									
4423-7							d i r i									
4629-7							n i n d i									
4759-7							n i n j i									
4904-7							n d i n b i									
4960-7							d i n i r i									
5059-7							k i r o									
5125-7							k ɔ n d i									
5339-7							b ɛ g									
5549-7							t u n d i									
5771-7							dʒ i r i									
5905-7							t i n i									
5922-7							b i r i									
1-7							b ɛ									
483-7							k i s i									
667-7							ɛ ŋ ɛ									
1542-7							n d i									
1683-7							s i n									
1898-7							b u r i									
2551-7							r i									
2901-7							t i n d i									
2957-7							k ɛ n d i									
3048-7							b i j a									
3251-7							b a r i									
3885-7							d i r i									
4402-7							j i									
5081-7							b ɛ n dʒ i r i									
5622-7							b ɛ r i j i									
6006-7							b i r i									
43-7							s i i									
135-7							k i n d i									
158-7							m b ɔ s i									
194-7							b ɛ									
221-7							ɛ s i									
650-7							b ɛ s i									
1152-7							t i w ɛ									
1374-7							k ɔ n d ɔ									
1452-7							k i r i									
1862-7							i s i									
2083-7							k a g n ɛ									
2108-7							n i n i									
2880-7							d ɛ n d i d i									
2924-7							b ɔ									
2941-7							b i r i									
3113-7							d i ŋ i									
3136-7							k i r i									
3405-7							k ɛ r ɛ									
3572-7							b ɛ n i									
3751-7							ŋ ɛ									
3959-7							t i r i									
4066-7							k ɔ r ɔ									
4535-7							s i w ɔ									
5180-7							k ɛ n b i									
5583-7							t i n d i									
5981-7							a r i									
25-7							b i n i ŋ i n i									
114-7							d i ŋ									
702-7							ɔ n i n i r i									
872-7							ɛ n d i									
1941-7							k i r i									
2179-7							n d i									
2351-7							b i i									
2496-7							n i									
3588-7							k u r i									
4202-7							k u r i i									
4609-7							k ɔ r i n i ɔ									
4921-7							s u m b i									
408-7							k o m b ɛ									
526-7							d ɛ n i g i									
545-7							i r i									
978-7							t u m									
999-7							j i									
1052-7							n a m b i									
1070-7							d u g o									
1942-7							j ɛ									
2456-7							k ɔ r i									
2514-7							d u d i									
2666-7							s i j i									
2817-7							a n d i									
3300-7							ɛ w i									
3977-7							k ɔ n dʒ i									
3978-7							k ɔ n dʒ ɛ									
4039-7							t i r i									
4152-7							k i r i									
4260-7							ɔ i b i									
4278-7							k u n d i									
4648-7							j ɛ									
5752-7							d i									
5866-7							d ɛ n d d ɛ									
5887-7							j a m i									
446-7							k o n b o r ɔ									
1108-7							k u j a									
1646-7							ɔ g i									
1748-7							j ɛ									
1823-7							k ɔ ɔ									
2143-7							b a									
2392-7							n d ɔ s i									
2579-7							d ɔ									
2902-7							j ɛ									
3197-7							k i									
3339-7							k a r i									
3944-7							b ɛ g ɛ									
4240-7							k o r i									
4337-7							t u ŋ i									
4738-7							k ɛ n d i									
4983-7							dʒ ɛ ŋ ŋ ɛ									
5197-7							ɛ r i									
5447-7							k n d ɛ									
5656-7							dʒ ɛ n ŋ ɛ									
5733-7							n i									
5828-7							m a n i									
5868-7							t i ŋ i									
245-7							k i ŋ i									
562-7							s u m b									
1170-7							dʒ u n d a									
1205-7							j ɛ									
1524-7							k i g ɔ									
2063-7							i r ɛ									
2334-7							ɛ r i									
2671-7							p ɔ i									
3088-7							ŋ i r i									
3252-7							ɛ m b ɛ									
3463-7							n d o									
3772-7							t i s a									
3790-7							k u									
4052-7							b i d i									
4383-7							k i i									
4479-7							k o									
4711-7							j a r i									
4778-7							s a s i r i									
4941-7							ɔ j ɔ									
5038-7							dʒ aː g b a									
5228-7							t i n d ɛ									
5319-7							t i s i									
5424-7							k ɔ r ɔ									
5793-7							j ɛ g g ɛ ɛ									
563-7							s i r i									
684-7							k a r i									
742-7							k a r a									
1126-7							j i									
1204-7							k ɛ r i									
1669-7							t u n b i r i									
2283-7							b ɛ r i									
2372-7							p ɛ r i									
2441-7							n i									
2773-7							b a r m i n i									
2863-7							k i j ɛ									
2999-7							d ɛ g ɛ									
3176-7							k ɔ r ɔ									
3199-7							k u r i i									
3283-7							i n i									
3318-7							n ɛ n d i									
3358-7							g									
715-8								d u g a								
1089-8								n a g a								
1319-8								n a j ɛ								
1398-8								s u g u l e								
1557-8								g i r e								
1626-8								w a g a								
1840-8								t e n g								
2247-8								g e ŋ								
4677-8								k u l e j a								
5162-8								m i n d ɔ								
5406-8								t aː n d i								
359-8								k a r a a								
1577-8								g i r e								
2196-8								n a l e								
2230-8								s i g ɔ								
2533-8								b a n e								
3605-8								k a n d a								
3866-8								k o dʒ i								
4553-8								t a ŋ g j e								
4822-8								k u m b ɔ								
5254-8								d i l ɔ								
1881-8								n u m ɔ g a								
2084-8								j a n g i								
2420-8								k u l ɛ								
3218-8								p u n d a								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u d a g ɔ								
2320-8								k a n a								
2476-8								k o g ɔ								
2842-8								d i g ɔ ŋ								
3719-8								m i								
4081-8								d u m b j ɔ								
4313-8								n a n ɔ								
5514-8								n e n d e								
385-8								d a m g a a								
1336-8								t o g e								
1769-8								d aː m g ɔ								
2735-8								d a n d a m a								
3031-8								k n n ɔ								
4591-8								d a r e								
5301-8								p a l ɔ								
63-8								k a r a								
1788-8								s e g e								
2713-8								t e m b ɛ n d a g ɛ								
4120-8								k o l o								
4184-8								n a n e								
4759-8								n o n j e								
5059-8								g i j ɔ								
5771-8								d u g u ŋ								
5938-8								a r u n a a								
629-8								ɔ n ɔ								
1415-8								n g ɔ								
1898-8								p u l u e								
2551-8								r e								
2957-8								m a n d e								
3048-8								b i j e								
6006-8								p o r i								
135-8								d u n d u								
716-8								j ɛː								
1152-8								t ɔ g ɛ								
2083-8								k a m n i								
2618-8								k a l ɛ								
2636-8								n uː								
2880-8								k u n d u g a								
2941-8								b i l i								
3405-8								e m ɛ a								
3811-8								l ɛ								
4535-8								s u g ɔ								
4888-8								b a n a n a								
5751-8								t i j ɛ								
851-8								g a g i								
4202-8								a n n a								
4781-8								s a n d e								
4921-8								s a m b e								
196-8								k u l ɛ								
408-8								j o n b a								
789-8								g a n a								
1942-8								k e								
2145-8								d a g								
2456-8								k a n e								
3639-8								t a g a								
3977-8								m ɔː n d i								
3978-8								m a n d e								
4278-8								k n n s ĩː								
5532-8								i n i								
521-8								g u d i e								
1124-8								a l a g e								
1579-8								u m b u l a								
2774-8								k a n i								
3198-8								s a m ɔ								
3534-8								d ɔ n i								
3550-8								i n a g i								
3684-8								k i n d a								
3812-8								n ɔ n d ɛ								
4611-8								k ɔː m ɔ								
4738-8								g u n d a								
4983-8								s o n d i								
5656-8								m ɔː n d i								
5830-8								j ɔ								
1026-8								l e n a								
1074-8								n aː g e a								
1170-8								g a n d e								
1187-8								u r a								
1454-8								s e l e e								
1841-8								g e								
1970-8								p u l a								
2671-8								n a a								
2977-8								k u ŋ b a								
3301-8								i b a								
3463-8								a j ɛ								
3498-8								n i								
4363-8								d a m i								
4479-8								k e								
5038-8								k a l ɛ e								
5391-8								d ɔ								
5715-8								k a n i								
5793-8								o m b a a								
5888-8								j ɔ								
6007-8								p u n a								
568-8								n a n d a l ɔ								
569-8								n a n d a l e								
1257-8								k ɔ n a j a								
1433-8								p o l e								
1501-8								n i g e								
1787-8								n ɛ								
1864-8								k ɔ g u l ɛ								
1923-8								g a n ɔ								
1988-8								k p u n d e								
2046-8								g e n d e								
2067-8								i n g ɛ								
2109-8								k a d ɔ a								
2127-8								n a l a								
2441-8								m ɛ								
2599-8								d i g e								
2756-8								w a l a								
2775-8								b a r a m i								
3254-8								d u l i m a								
3358-8								n aː								
715-9									d u							
1089-9									n a							
1319-9									n ɔ ŋ							
1398-9									s u g u n u							
1557-9									g i r e							
1626-9									w a g a							
1840-9									t i n u							
2247-9									g ɔ							
4677-9									k u r o							
5162-9									m i ŋ r e							
5406-9									d a n dʒ							
359-9									k a r u							
1577-9									g i r e							
2196-9									n a r a							
2230-9									s u g o							
2533-9									b a r u a							
3605-9									k a n dʒ a							
3866-9									d o r u							
4553-9									d a g u							
4822-9									k u m b o							
5254-9									d u r ɔ							
503-9									k i r e							
1356-9									m a ŋ a							
1881-9									n u r u							
2084-9									k a a							
2420-9									k u r ɔ							
3218-9									b u u u							
3372-9									n a u							
3718-9									k a r a							
4135-9									b a n a							
4694-9									g u s u u							
807-9									k o m b ɔ							
2320-9									k a n ɛ							
2476-9									k u u							
2842-9									d i g u							
4081-9									d a n b							
4313-9									n ɛ m							
4460-9									s u j u							
5810-9									b i r u							
93-9									d ɔ							
260-9									b ɛ r u							
385-9									d ɛ m b ɛ n							
890-9									d a m b u r u							
1336-9									d ɔ g e							
1703-9									b ɔ							
1769-9									d ɛ m b ɛ							
2162-9									b ɛ r ɛ							
2635-9									s o							
2735-9									d a n u r a							
3031-9									d ɛ g ɛ							
4591-9									d ɔ r u							
5301-9									b ɛ r u							
5605-9									t i w ɛ							
63-9									k a r a							
296-9									d a m b a							
463-9									d u m b u							
762-9									b a n a ŋ k u							
1432-9									t a r u							
1474-9									d ɔ n ɔ							
1788-9									s a r u							
2044-9									d i m b e							
2713-9									k ɛ l a u d ɛ r ɛ							
3219-9									b aː u							
3425-9									j u							
4120-9									k o r o							
4184-9									n aː r u							
4423-9									d ɔ r ɔ							
4629-9									n u n ɔ							
4759-9									n i i u							
4904-9									n n u n ɔ							
4960-9									g i n ɔ r u							
4980-9									t ɔ							
5059-9									g u r o							
5125-9									n ɔ n ɔ ɔ							
5339-9									d a g ɔ							
5549-9									d ɔ w ɔ ɔ							
5771-9									d u g u							
5905-9									t i r u							
5922-9									b i r ɛ							
1-9									b e							
483-9									g u r u							
629-9									d ɛː r							
667-9									ɛ w ɛ							
1254-9									t a n d u r u							
1415-9									n dʒ ɛː							
1542-9									n r u							
1683-9									s i r̃ u							
1898-9									d u r u							
2551-9									r u							
2901-9									t u n g u							
3251-9									s a r u							
3885-9									t ɛ r ɛ							
4402-9									ɔ u							
5081-9									b iː n u ŋ r u							
5622-9									b ɛ r u ɔ j							
43-9									s a r̃ u							
158-9									ɔ d ɔ n u							
194-9									b ɛ r							
221-9									e r u							
716-9																
1374-9									g ɔ r ɔ ɔ							
1452-9									g aː r a							
1789-9									n u m o							
1862-9									ɔ r u							
2108-9									n a r u j							
2618-9									k a r ɛ							
2636-9									m							
2941-9									b i r u							
3113-9									d e g e							
3136-9									j a r a							
3572-9									b a r u							
3811-9									l							
3959-9									t o r u							
4066-9									g ɔ r ɔ							
4888-9									s a m u n a							
5180-9									s ɛ m u ɛ							
5583-9									d a n dʒ a							
5981-9									a r a							
25-9									k a r u s ɛ g ɛ							
114-9									d ɔ j ɔ							
702-9									ɔ g ɔ n u n o							
851-9									g ɔ n ɔ							
872-9									e n dʒ e							
952-9									k u r u ɔ							
1941-9									k i l e							
2442-9									n u m ɔ							
3448-9									b u d u							
3497-9									k i n u							
3588-9									k ɔ r ɔ							
4101-9									a r a							
4202-9									g o r u u o							
4293-9									b ɔ w ɔ							
4520-9									b ɛ u							
4609-9									k ɔ r u g ɔ							
4740-9									g u n ɔ n							
4921-9									d a m b u u							
5982-9									g u ŋ u							
978-9									d o m u							
1052-9									n aː m b u							
1070-9									l u g o							
1942-9									j							
1989-9									k i n e							
2145-9									d ɔ							
2306-9									a m g a							
2456-9									d ɔ r ɔ							
2514-9									d u r u							
2666-9									s i g u							
3132-9									t u n g u							
3300-9									ɛ w ɛ							
3774-9									t u r u							
3976-9									ɔ u s u							
4039-9									d ɔ n ɔ							
4152-9									k i r u							
4260-9									ɔ m b u							
4278-9									g u n dʒ u							
4361-9									t e g e							
4570-9									g ɔ g ɔ							
5673-9									d i m g ɛ							
5752-9									d ɛ							
66-9									k a							
521-9									d ɔ g ɔ							
685-9									s ɔ r ɔ							
744-9									l ɔ w ɔ							
1108-9									d i j ɔ							
1745-9									t a w a							
2066-9									n a n a							
2216-9									j a							
2265-9									u r ɔ							
2392-9									l d ɔ r u							
2902-9									n u							
2958-9									m ɔ w ɔ							
3197-9									k aː							
3943-9									p a l u							
4219-9									d ɛ m g ɛ							
4337-9									s ɔ m b ɔ							
5197-9									e r u							
5531-9									k e r e							
5733-9									n i							
348-9									iː							
409-9									j i r u							
562-9									d u m u u							
1022-9									n i l i							
1170-9									d iː n dʒ u							
1238-9									i n u							
1578-9									t u u							
1612-9									n u m u o							
2288-9									ɛ r ɛ							
2334-9									e r u							
2396-9									n							
2759-9									ɛ g ɛ							
2978-9									k u r ɔ							
3088-9									k ɛ r u							
3252-9									d m b ɔ u							
3287-9									n a ŋ u							
3407-9									a m							
3790-9									g ɔ w							
4052-9									b u r u							
4220-9									k u							
4383-9									k i r u							
4440-9									ɔ i							
4651-9									d ɛ n e							
4711-9									j a r u							
4778-9									d a n u r u							
4821-9									k i							
5228-9									b ɛ n dʒ u							
5272-9									t e g u							
5319-9									t ɔ r u							
5375-9									m aː n u g a							
5465-9									m u n o							
5497-9									ɛ w							
5641-9									l ɔ j							
5692-9									a n a							
5715-9									g i r e							
389-9									n							
448-9									n ɛ j							
563-9									d u m u							
613-9									m aː j							
787-9									n i w e							
915-9									k							
1126-9									n i							
1208-9									g a m a							
1502-9									d u n u							
1669-9									d e m b e r e							
1969-9									k u g ɔ r ɔ							
1971-9									n u g u r̃ ɔ							
2030-9									k u w ɔ							
2354-9									s i r u							
2500-9									u g u							
3011-9									d a n g a u							
3159-9									j a n a							
3199-9									j a r u							
3319-9									d u s a m							
715-10										d i ɛ						
1089-10										n a n						
1319-10										n ɛ						
1398-10										d u g d n ɛ						
1557-10										d i ɛ						
1626-10										d a g ɛ						
1840-10										d i ɛ						
2247-10										g						
4677-10										d u ɛ						
5162-10										m i ɛ						
5406-10										d i n d ɛ						
359-10										d a						
1577-10										d i ɛ						
2230-10										d i g ɛ						
2533-10										b a n a						
3605-10										d a n d a						
3866-10										d n ɛ						
4822-10										g u ɛ						
5254-10										d u o						
503-10										d i						
1356-10										m a						
1881-10										n u g						
2084-10										d a b ɛ						
2420-10										d u a						
3218-10										b u ɛ						
3372-10										n a m a						
4135-10										b a n						
4694-10										g u d ɛ						
807-10										g ɔ n						
2320-10										g a n ɛ						
2476-10										g u g u						
2842-10										d i g						
3719-10										m ɛ						
4081-10										d a m b a						
4313-10										n ɛ n ɛ						
4460-10										g ɛ						
5514-10										n ɛ n d ɛ						
5810-10										b i ɛ						
93-10										d ɛ						
260-10										b ɛ n d ɛ						
385-10										d ɛ m ɛ						
890-10										d ɛ n d u						
1336-10										d ɛ g ɛ						
1703-10										b						
1769-10										d ɛ n b ɛ						
2162-10										b ɛ ɛ						
2635-10										ɛ						
2735-10										d a n d a						
3031-10										d ɛ n ɛ						
4591-10										d ɛ ɛ						
5301-10										d ɛ ɛ						
5605-10										d i m ɛ						
63-10										g a a						
296-10										d a n ɛ						
463-10										d u n d ɛ						
762-10										b a n a g						
1432-10										d a ɛ						
1474-10										d i n d ɛ						
2044-10										d i m ɛ						
2713-10										d ɛ m ɛ n d ɛ ɛ						
3219-10										b i						
3425-10										d ɛ						
4120-10										d o o						
4423-10										d u ɛ						
4629-10										n i n ɛ						
4759-10										n i ɛ						
4904-10										n g ɛ n a						
4960-10										g i n n ɛ						
4980-10										d ɔ						
5059-10										g ɛ						
5125-10										ɔ n d ɛ						
5339-10										b a g a						
5549-10										d a ɛ						
5905-10										d i n ɛ						
5922-10										b i ɛ						
5938-10										d a d u n g a						
1-10										b ɛ						
483-10										g ɛ d ɛ						
629-10										d ɔ						
667-10										ɛ b ɛ						
1254-10										t a n d						
1415-10										ɛ						
1542-10										n d						
1683-10										d ɛ						
1898-10										d u						
2551-10																
2901-10										d i n d ɛ						
2957-10										d ɛ n d ɛ						
3048-10										d i ɛ						
3251-10										d a n a						
3885-10										d ɛ n ɛ						
4402-10										d ɛ						
5622-10										g ɛ n ɛ ɛ						
43-10										m a						
135-10										d ɛ n d ɛ						
221-10										ɛ n ɛ						
1152-10										d i ɛ						
1374-10										g ɔ n d ɔ						
1452-10										g a ɛ						
1789-10										n u m a						
1862-10										n ɛ						
2636-10										m						
2880-10										d ɛ n d u ɛ						
2924-10										b o ɛ						
3113-10										d ɛ n ɛ						
3136-10										a a						
3572-10										b ɛ d ɛ						
3751-10										d ɛ						
3811-10										ɛ						
3959-10										d i ɛ						
4066-10										g o ɛ						
4535-10										d u g ɛ						
5180-10										t ɛ n b ɛ						
5583-10										d ɛ n d ɛ						
5981-10										a a						
25-10										a ɛ ɛ						
114-10										d ɔ ɛ						
702-10										ɔ ɛ n						
851-10										g						
872-10										ɛ n d ɛ						
2179-10										n d ɛ						
2351-10										d a n a						
2442-10										n u m a						
2496-10										n d ɛ						
3448-10										b i ɛ						
3482-10										m i n i d g ɛ						
3497-10																
4101-10										a a						
4293-10										z i b						
4520-10										b i						
4609-10										g ɔ n						
5982-10										g a ɛ						
196-10										d u a						
526-10										d a n g a						
931-10										b i						
2306-10										a m b a						
2514-10										d n dʒ ɛ						
2666-10										d u g ɛ						
2817-10										a n g a						
3015-10										n a n d a						
3132-10										d a n g						
3774-10										t i						
3905-10										n u e						
4334-10										g i n						
4570-10										g ɔ						
5200-10										ɛ ɛ						
5318-10										d						
5532-10										d i u						
5752-10										d ɛ						
5866-10										d a n d a						
5887-10										j ɛ n a						
66-10										g a						
432-10										d a n a						
685-10										b						
744-10										a a b a						
1124-10										d d g g ɛ						
1237-10										d i n dʒ ɛ						
1646-10										n n ɛ						
1823-10										g o						
2143-10										d ɛ						
2216-10										g a						
3197-10										ɛ						
3812-10										g iː g						
3943-10										u u						
4024-10										z i b a						
4259-10										g u ɛ						
4738-10										g u n d ɛ						
5447-10										g i d ɛ						
5828-10										j ɛ n a						
5868-10										m a ɛ						
245-10										d ɔ n ɛ						
285-10										n a						
998-10										g o						
1172-10										g u u						
1578-10										n o ɛ						
1668-10										b i n u						
2063-10										ɛ n ɛ						
2288-10										g g iː						
2978-10										j a						
3252-10										d m ɛ ɛ						
3551-10										b i						
3683-10										g i						
4052-10										m ɛ n ɛ						
4440-10																
5229-10										d i n dʒ e						
5391-10										d u						
5423-10										ɔ ɔ						
178-10										d u u u						
347-10										g i g u						
568-10										n i n d e g o						
569-10										n i n d e g o						
1204-10										d ɛ n ɛ						
1923-10										g u ɛ						
2109-10										d u d u ɛ						
2268-10										ɛ ɛ						
2338-10										z i ɛ						
2619-10										tʃ i a						
2773-10										d ɛ n d i n ɛ						
2999-10										d ɛ ɛ						
3176-10										d ɔ n ɔ						
3199-10										a						
3283-10										ɛ n ɛ						
715-11											d i n a					
1089-11											n a o a					
1319-11											n dʒ n a					
1398-11											s u g u n g e					
1557-11											g i g e					
1626-11											j a g i					
1840-11											t u ŋ g					
2247-11											g a e					
4677-11											g a l a j a					
5162-11											m i n dʒ o					
5406-11											t u n dʒ a					
1577-11											g i g e					
2196-11											n a l a					
2230-11											s ŋ g a					
2533-11											b a ŋ g e					
3605-11											g a n dʒ a					
3866-11											g o g i					
4553-11											t a ŋ g g e					
4822-11											g u m a					
5254-11											d i l a					
503-11											g u n a o					
1356-11											m a j a					
1881-11											n u m o n e					
2084-11											j a n g i					
2420-11											g a l ɔ					
3218-11											p u g n dʒ a					
3372-11											n a m a					
3718-11											a n a					
4135-11											p a n dʒ o					
807-11											g u m dʒ o					
2320-11											g a n i					
2476-11											g a g a					
2842-11											d i g u n					
3719-11											m i					
4081-11											d a m ɔ j a					
4313-11											n dʒ m g e					
4460-11											s u w a					
5514-11											n u n dʒ e					
5810-11											p i n l a					
260-11											p i n d a					
890-11											p a m w i l i					
1336-11											t ŋ g ɔ					
1703-11											b a e					
2735-11											t a n dʒ a g a					
4591-11											t a n a					
63-11											g a r a					
463-11											d u m w a					
762-11											b a n a ŋ g e r a					
1788-11											s e g a					
2713-11											t u m b a n dʒ a g ɔ					
3425-11											j a					
4120-11											g a l a					
4184-11											n a n i					
4423-11											d u l ɔ					
4759-11											n dʒ o j a					
4980-11											t ɔ n a					
5125-11											b u n dʒ o					
5339-11											p a g a					
5549-11											t a w j a					
5771-11											j ŋ g u n					
5938-11											u a d u n dʒ o a					
1415-11											n n a					
1542-11											n g u ɔ					
1683-11											p i n i					
2957-11											m a n d e					
3048-11											b i j e					
4402-11											j a					
5081-11											p i n dʒ o g i					
6006-11											b a g a					
135-11											t u n d a					
158-11											m a ɔ r a					
650-11											u n dʒ i					
716-11											j e					
1152-11											t i g ɔ					
1374-11											k ɔ n g a					
1789-11											n dʒ m a					
2083-11											g a n n i					
2618-11											g a l e					
2880-11											g u n dʒ ŋ g a					
3405-11											d a m a o					
3572-11											d a n a					
3751-11											s u a					
3811-11											l e					
4535-11											s ŋ g a					
4888-11											s a m u n a					
5583-11											t a ŋ g e					
5751-11											t i j e					
2179-11											n d e					
2442-11											n dʒ m e					
2496-11											n u n					
4781-11											s a n dʒ a					
196-11											g a l e					
408-11											j a m o					
526-11											d i l i g a					
789-11											g a n a					
978-11											s u m ɔ					
999-11											j a					
1298-11											g u n i m a					
3015-11											n u n dʒ o					
3132-11											d u n ɔ u					
3300-11											u w a					
3639-11											t a g a					
3977-11											m u n dʒ i					
3978-11											m a n dʒ e					
4648-11											j a					
5532-11											p i n i					
432-11											g a n a					
446-11											g u n g ɔ w a					
1124-11											a l ŋ n a					
1237-11											n i n dʒ e					
1579-11											u m b a l a					
1748-11											j a					
2774-11											g a n i					
2902-11											j ɔ					
3198-11											s e m a					
3550-11											n i n a g i					
3943-11											p a l e					
4219-11											s a m n a					
4259-11											g a m e					
4611-11											g a m a					
4983-11											s u n dʒ e					
5656-11											m u n dʒ i					
5830-11											j o					
285-11											n i					
1023-11											j a					
1074-11											n ŋ g a l					
1172-11											g u l i					
1187-11											a g a					
1205-11											j a					
1454-11											s a l e e					
1524-11											j ɔ w ɔ					
1612-11											n i n n i					
1668-11											b i g i					
1841-11											g e					
1970-11											b a l a					
2671-11											n dʒ o					
2977-11											g a m b a					
3287-11											s a n a					
3772-11											j u w ɔ					
4363-11											d a m a					
4442-11											t i n e					
4479-11											g e					
5038-11											g a l a e					
5424-11											k ɔ l a					
5793-11											d u m a					
6007-11											p a n a					
347-11											s i dʒ a					
1057-11											j ɔː n i					
1257-11											g a n a m a					
1433-11											b a l e					
1501-11											n i g e					
1727-11											j ɔ					
1899-11											p u n ɔ					
2067-11											j ŋ n a					
2268-11											p i l ɔ					
2372-11											d a l a					
2599-11											j i g e					
2756-11											b a l a					
2775-11											b a n a m i					
2863-11											dʒ i j ɔ					
3254-11											n a l i m a					
3318-11											n u n dʒ o					
715-12												d i r i				
1089-12												n i ŋ a				
1319-12												n ɔ r e				
1398-12												t u g u r u				
1557-12												k i r i				
1626-12												d a g a				
1840-12												d i n i				
2247-12												k ɔ u				
4677-12												k u r ɔ j e				
5162-12												t i ŋ r i				
5406-12												d i n u				
359-12												k a r a				
1577-12												k i r i				
2196-12												n a r a				
2230-12												t i g u				
2533-12												b a r a				
3605-12												k a n a				
3866-12												t o r u				
4553-12												d a ŋ g u				
4822-12												k u r o				
5254-12												d ɔ r ɔ				
503-12												k i r i				
1356-12												d a a				
2084-12												j a a r ɛ				
2420-12												k ɔ r ɔ				
3218-12												b u u dʒ u				
3718-12												t a r a				
4135-12												b a n i				
4694-12												k u dʒ u r u				
807-12												k ɔ r i				
2320-12												k a n a				
2476-12												k u r u				
3719-12												iː i				
4460-12												s u r				
5514-12												n ɛ n ɛ				
5810-12												b i r̃ r i				
93-12												d i				
385-12												d ɛ ŋ b ɛ				
890-12												d a m u u r i				
1769-12												d ɛ r ɛ ɛ				
2162-12												b ɛ r ɛ				
2635-12												iː o				
3031-12												d ɛ g ɛ				
4591-12												d a r a				
5301-12												b ɛ r u				
5605-12												d i r ɛ				
63-12												k a r a				
296-12												d a t b a				
463-12												d u m b i				
762-12												b a r a u k u u				
1432-12												t a r i				
1474-12												t ɔ ŋ				
2044-12												d i ŋ ɛ				
2713-12												t i ŋ i u ɛ r i				
3219-12												b a r u				
4120-12												k ɔ r o				
4184-12												ɲ i r i				
4423-12												d ɔ r ɔ				
4629-12												n u ŋ g ɔ				
4904-12												n t u ŋ g ɔ				
4960-12												k i n ɛ r o				
4980-12												d ɔ r u				
5125-12												t ɔ ɔ ɔ				
5549-12												d ɔ ɔ ɔ ɔ				
5771-12												d u g u ɔ				
5905-12												d i n i				
5922-12												b i r ɛ				
1-12												b e				
629-12												d e r u				
667-12												ɛ r ɛ				
1254-12												d a n d u r u				
1415-12												ɲ ɛ				
2551-12												r a				
2901-12												t u ŋ i				
3885-12												d ɛ r i				
5622-12												b ɛ r i r ɛ u				
6006-12												b i r ɛ				
43-12												s a r a				
158-12												ɔ i ɔ r i				
194-12												b i				
1789-12												n u r o				
2618-12												k o r ɛ				
3113-12												d e g e				
3136-12												j a r a				
3751-12												b ɛ				
3959-12												t i r i				
4888-12												s a m ɔ n a				
5180-12												s ɛ m ɛ				
5583-12												t a ŋ g a				
25-12												t a ŋ ɛ u ɛ g ɛ				
114-12												t ɔ r ɔ				
702-12												ɔ g ɔ t u ŋ ɔ				
952-12												k u r ɔ ɔ				
1941-12												k i r i				
2351-12												t i t u				
3448-12												b u u d u				
3482-12												k e r e d u ɛ r ɛ				
3497-12												p a n a				
3588-12												k ɔ r ɔ				
4101-12												a r a				
4202-12												k u r u u				
4293-12												d ɔ r ɔ				
4520-12												b e r u				
4609-12												k ɔ r ɔ ɔ g ɔ e				
4740-12												k u n ɔ				
4781-12												d a a dʒ a				
526-12												d a r̃ a g a				
545-12												i r i				
931-12												d e r				
999-12												j ɛ				
1989-12												d ɛ n ɛ				
2145-12												d ɔ u				
2306-12												a a a				
3015-12												n a n a				
3300-12												ɛ w ɛ				
3639-12												d u r u				
3774-12												d u r u				
3905-12												n o iː				
3976-12												k u				
4039-12												d ɔ n i				
4152-12												k i r̃ i				
4260-12												ɔ i u				
4334-12												k u u r				
4570-12												k ɔ r ɔ u				
5200-12												iː r a				
5752-12												t i				
66-12												g u				
744-12												l ɔ r ɔ				
1646-12												ɔ g i				
1745-12												d a r ɛ				
2066-12												n a a a				
2958-12												k ɔ r u				
3197-12												k i				
3812-12												b ɔ n g u				
4337-12												s ɔ m ɛ u				
5531-12												b i r ɛ				
5868-12												t i				
245-12												t i r u				
1002-12												r ɛ				
1026-12												d i				
1187-12												k u u u				
1238-12												i dʒ u				
1454-12												k e u u u				
1524-12												k i r ɛ				
2288-12												ɛ r̃ ɛ				
2553-12												b a n a				
2759-12												i g ɛ				
2978-12												k ɔ r ɔ				
3088-12												t i r i				
3256-12												ɛ r e				
3551-12												b ɔ n j u				
4052-12												b i ŋ ɛ				
4220-12												k ã				
4383-12												k i r u				
4651-12												d a r i				
4821-12												k u				
5228-12												b i n ɛ i				
5319-12												t i ŋ i				
5375-12												k aː m u a				
5465-12												b u r o				
5481-12												j ɔ g ɔ				
5641-12												l ɛ				
5692-12												a n a				
5715-12												k i r̃ ɛ				
448-12												n ɛ				
567-12												j i n e				
915-12												u				
1057-12												k u r u				
1208-12												k a m a				
1502-12												d u n u				
1669-12												t i w b i r ɛ				
1684-12												k i t u				
1864-12												d ɔ r̃ u u u				
1969-12												s u g ɔ r̃ ɔ				
2030-12												k u g ɔ				
2338-12												dʒ i u				
3283-12												iː i i				
3325-12												d u n u				
715-13													d i n u			
