COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1778-15															b a c	
957-15															n a p	
1704-15															ʔ ɨi̯ ʔ	
304-15															c a m	
1796-15															c ɔ ŋ	
720-15															t au̯ h	
287-15															g a p	
321-15															g ə h	
206-15															g ou̯ ʔ	
1950-15															ʔ ɔː	
665-15															ɔː n	
703-15															n ou̯ ʔ	
1290-15															m ou̯	
1391-15															g ɔː ʔ	
269-15															g a t	
855-15															c a n	
2078-15															s a n	
2213-15															m ɛ	
1858-15															s a	
1151-15															g j a n	
737-15															p ə t	
340-15															s ou̯	
1111-15															s au̯	
485-15															ŋ ou̯	
1356-15															m u h	
1093-15															t əa ŋ	
1063-15															d ɔː m	
648-15															c əa ɲ	
223-15															g ɔː n	
1248-15															c əɯ̯	
1509-15															t ɲ	
504-15															c ou̯ h	
2130-15															s ɨi̯	
1-15															ʔ ou̯	
386-15															ɔː ou̯ ʔ	
1027-15															g a ʔ	
2077-15															m u h	
1459-15															g l ou̯	
1323-15															m əɯ̯	
1859-16																ŋ ɛː
175-16																ʔ a
241-16																ʔ u ʔ
2163-16																kʰ u n
2181-16																n ɛ m
2060-16																ʔ u m
410-16																d ɨ
1841-16																m ɔ
2017-16																h ei̯
1004-16																l aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																g ɔ ʔ
872-16																n a ŋ
1891-16																d aː
68-16																s iː m
631-16																p ə n
594-16																g aː
1759-16																h ɛ ɲ
805-16																g ɨ ɲ
756-16																h ɨ ʔ
1201-16																m u l ʔ
2042-16																ʔ ɛː
1968-16																d ɛ ʔ
2000-16																l aː ŋ
17-16																v ɛ c
4-16																əɯ̯ əː m
788-16																d ɨ
1219-16																h iː m
141-16																ʔ aː ŋ
541-16																p r j a ŋ
1687-16																h u n
123-16																l aː m
1652-16																c ɨ ɲ
576-16																ŋ ɔ l
1738-16																d ɛ ʔ
442-16																h ɔ m
368-16																d j a ŋ
1778-16																b ɛ c
957-16																n ɛ
1704-16																ʔ ei̯ ʔ
304-16																dʑ ɛ m
1796-16																c ɔ ŋ
720-16																t ɛ h
287-16																g ə p
321-16																g ə h
206-16																g o ʔ
1950-16																ʔ aːi̯
665-16																s ɔ n
703-16																n ou̯ ʔ
1290-16																m j a
1391-16																g o ʔ
269-16																g o ʔ
855-16																c ɛ n
2078-16																s ei̯
2213-16																m ɛː
1858-16																s ə
1151-16																g j a n
737-16																p ə t
340-16																s o
1111-16																s ɨ
485-16																ŋ j
1356-16																m u h
1063-16																d ɔ m
648-16																c əː ɲ
223-16																g ɔ n
1248-16																c əɯ̯
1509-16																t ei̯ ɲ
2130-16																s ei̯
1-16																ʔ ɔ
386-16																l̥ ou̯ ʔ
1411-16																ʔ u
1027-16																g a ʔ
2077-16																m u h
1459-16																g l aːi̯
1323-16																m əɯ̯
