COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1282-7							ʈ u n̪ ɑ s̪
812-7							j ɑ ŋ ɑ
245-7							t̪ʰ u ɾ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ ŋ
1143-7							m ɑ r̪ p o
1065-7							s̪ i k
1504-7							ȵ i s̪
1432-7							s̪ u m
634-7							ʊ ɾ i
1255-7							ʈ ɑ k k
488-7							ʊ ɜ ɜ r̪
1004-7							ʊ g u
506-7							s̪ u s̪
1488-7							s̪ o ŋ
1496-7							ȵ i
1073-7							ʊ ɜ ɜ
1617-7							s̪ u
1569-7							s̪ i
1593-7							g ɑ ɾ
1585-7							n̪ ɑ m
759-7							ʈ ɑ m
1415-7							d̪ u ŋ  o
1215-7							ʈ o ŋ s̪
422-7							l o k s̪
310-7							ʈ ɜ t̪
189-7							g ɑ ŋ
25-7							z̪ ɪ s̪
9-7							l̪ t̪ o
57-7							t̪ʰ ɜ s̪
17-7							s̪ k o m s̪
