COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
3667-6						t ɛ ʔ̚ ⁵¹		
3680-6						kʰ l i ʔ ⁵¹		
3763-6						p r o ʔ̚ ⁵¹		
3850-6						p l a ¹¹		
3878-6						tʰ ə ⁵⁵		
3903-6						tʰ a ŋ		
3938-6						ɟ a ¹¹		
3963-6						l a ¹¹		
3977-6						m̥ a ⁵⁵		
1464-6						l w i ⁵⁵		
10-6						l o ʔ̚ ⁵¹		
59-6						tʰ a ŋ		
91-6						w a ¹¹		
288-6						s w i ¹¹		
316-6						m i ¹¹		
336-6						kʰ l i ⁵⁵		
371-6						cʰ r i ⁵⁵		
383-6						s w i		
408-6						pʰ e ⁵⁵		
469-6						p r e ¹¹		
567-6						s w a		
592-6						h a ¹¹		
646-6						s ə i ¹¹		
666-6						ˀb a ¹¹		
696-6						p r a ¹¹		
634-6						b l ɔ ŋ ¹¹		
725-6						kʰ w i		
750-6						kʰ u ʔ̚		
823-6						kʰ l i ¹¹		
835-6						ʔ ɔ ⁵⁵		
894-6						n̥ i ⁵⁵		
906-6						s w i		
930-6						j o ʔ̚ ⁵¹		
942-6						kʰ i ⁵⁵		
969-6						ʔ w i		
1104-6						l o ⁵⁵		
1160-6						ʔ a m ⁵⁵		
1314-6						k ə ʔ̚		
1363-6						t a ʔ̚ ⁵¹		
1385-6						r o ʔ̚ ⁵¹		
1530-6						ˀb w ɛ		
1539-6						ʔ a ŋ ⁵⁵		
1554-6						l e ɛ		
1577-6						ˀd w ɛ		
1565-6						l ei ⁵⁵		
1599-6						l a ¹¹		
1612-6						l u ⁵⁵		
1632-6						tʰ ə ⁵⁵		
21-7							t a ³³	
33-7							t ə ³³	
46-7							p l a ⁵⁵	
126-7							s a a ³¹ ³¹	
114-7							b a ŋ	
149-7							p l a ³³	
171-7							tʰ a ɦ	
191-7							w w ɛ ɦ	
203-7							n i ³³	
224-7							l a ʔ ²¹	
275-7							kʰ a ³³	
302-7							ʔ a ɦ ³¹	
315-7							tʰ a ʔ	
394-7							n ə ʔ ²¹	
431-7							p a ʔ ²¹	
444-7							p a ʔ ²¹	
445-7							n a ³³	
514-7							s w ³³	
555-7							kʰ w i ³³	
579-7							cʰ a ŋ ɦ ³¹	
603-7							kʰ a ³³	
737-7							l u ³³	
763-7							cʰ w ɛ ⁵⁵	
870-7							kʰ i ʔ ²¹	
918-7							ʔ ə ŋ ɦ ³¹	
979-7							l a ŋ	
1013-7							m a ³³	
1040-7							tʰ w i ³³	
1027-7							m a ³³	
1053-7							l w i ³³	
1065-7							m a ŋ	
1091-7							m ə ə m	
1116-7							ʔ ɛ ³³	
1129-7							n a ³³	
1173-7							d i ³³	
1207-7							cʰ a ŋ ɦ ³¹	
1255-7							p i ʔ ²¹	
1277-7							t a ʔ ²¹	
1290-7							b w a ŋ	
1301-7							cʰ ə ³³	
1337-7							m ə ŋ ⁵⁵	
1323-7							m w ə m ³³	
1350-7							m i ³³	
1372-7							ŋ a ³³	
1498-7							d i ³³	
1664-7							l a ʔ ²¹	
1652-7							ʔ a ³³	
1687-7							s a ʔ ²¹	
1708-7							s w ⁵⁵	
1732-7							t a ³³	
1742-7							n ə ŋ	
1755-7							p r ə m ɦ ³¹	
1767-7							s w ³³	
1786-7							j a a	
1803-7							w a a	
1815-7							cʰ a ɦ	
1840-7							p r i ²¹	
1853-7							tʰ a ʔ ⁴⁵	
1866-7							s a ʔ ²¹	
1894-7							l a ³³	
1934-7							c i ³³	
1947-7							kʰ a ŋ ³³	
1993-7							p w i ³³	
2059-7							ʔ a ŋ	
2098-7							ŋ w a	
2086-7							tʰ o ɦ	
2153-7							s w ə m ³³	
2180-7							l o ŋ	
2205-7							kʰ w ə m ³³	
2328-7							l a ³³	
2349-7							j u ³³	
2372-7							m i ³³	
2388-7							m i ³³	
2413-7							d i ɦ	
2637-7							p l o ⁵⁵	
2649-7							c u ɦ ³¹	
2693-7							p ə ŋ	
2755-7							s ɔ ʔ ²¹	
2858-7							m i ³³	
2953-7							cʰ a ɦ	
2986-7							cʰ a ʔ ²¹	
3034-7							kʰ a ʔ ²¹	
3088-7							p l ɛ ŋ	
3113-7							p l ai ³³	
3154-7							r u ³³	
3179-7							cʰ a ŋ	
3246-7							d i ɦ	
3259-7							c i ³³	
3282-7							tʰ w ³³	
3295-7							cʰ a ³³	
3338-7							l o ŋ	
3351-7							p l i ³³	
3375-7							m ə m ⁵⁵	
3410-7							j u ʔ ²¹	
3423-7							m a ³³	
3445-7							cʰ i ³³	
3485-7							p i ³³	
3500-7							p l o ŋ	
3545-7							t u ³³	
3557-7							s ə m	
3581-7							c u ʔ ²¹	
3594-7							kʰ i ŋ	
3618-7							s w ə m ³³	
3654-7							p l ai ³³	
3667-7							t i ʔ ²¹	
3680-7							kʰ l ai ³³	
3763-7							p r au ⁵³	
3850-7							p l a ⁵⁵	
3878-7							tʰ i ³³	
3903-7							tʰ a ŋ ³¹	
3938-7							c u ³³	
3963-7							l a ³³	
3977-7							m a ɦ	
1464-7							l w i	
10-7							l o ʔ ²¹	
59-7							tʰ a ŋ	
91-7							w a a	
288-7							s w i ³³	
316-7							m i ³³	
336-7							kʰ l i ³³	
371-7							kʰ u w ²¹	
383-7							s w ³³	
408-7							pʰ i ³³	
469-7							p r i ŋ	
567-7							s w ə m	
592-7							k a ʔ	
646-7							s w ³³	
666-7							b a ³³	
696-7							p r a ⁵⁵	
634-7							pʰ l o ⁵⁵	
823-7							kʰ l i ³³	
835-7							ʔ a ³³	
894-7							n i ³³	
906-7							s w ³³	
930-7							j u ʔ ⁴⁵	
942-7							kʰ i ³³	
969-7							ʔ w i ³³	
1104-7							l o ³³	
1160-7							ʔ a m	
1314-7							k u ʔ ²¹	
1363-7							t a ʔ ²¹	
1385-7							r u ə ²¹	
1530-7							p w ɛ ɦ ³¹	
1539-7							ʔ a ŋ ²¹	
1554-7							l a ɛ	
1577-7							d w ɛ	
1565-7							l i ³³	
1599-7							l a ³³	
1612-7							l u ³³	
1632-7							t u ³³	
21-8								tʰ o ³³
33-8								tʰ o ³³
46-8								b l ɛ ³³
126-8								θ ɛ ³³
114-8								ɓ a ³³
149-8								b l ɛ ³³
171-8								tʰ a ⁵⁵
191-8								w ɛ ³³
203-8								n i ⁵⁵
224-8								l a ³³
275-8								kʰ a ³³
302-8								ɔ ⁵⁵
315-8								tʰ o ³³
394-8								n u ⁵⁵
431-8								pʰ ɛ ³³
444-8								b ɛ ³³
445-8								n ɛ ³³
514-8								θ i ³³
555-8								kʰ w i ³³
579-8								ʃ a ³³
603-8								kʰ a ³³
737-8								l u ³³
763-8								ʃ i ³³
870-8								kʰ i ³³
918-8								ɔ ⁵⁵
979-8								l a ³³
1013-8								m a ³³
1040-8								tʰ w i ³³
1027-8								m a ⁵⁵
1053-8								l i ³³
1065-8								m a ³³
1091-8								m i ³³
1116-8								ɛ ³³
1129-8								n ɛ ³³
1173-8								ɗ i ³³
1207-8								ʃ a ⁵⁵
1255-8								b i ³³
1277-8								d a ³³
1290-8								ɓ l ⁵⁵
1301-8								ʃ i ³³
1337-8								m o ³³
1323-8								m o ³³
1350-8								m i ³³
1372-8								m ɛ ³³
1498-8								ɗ i ³³
1664-8								l i ³³
1652-8								ɔ ³³
1687-8								θ ɛ ³³
1708-8								θ o ³³
1732-8								tʰ o ³³
1742-8								n w ³³
1755-8								pʰ r u ³³
1767-8								θ i ³³
1786-8								j ɛ ³³
1803-8								w ɛ ³³
1815-8								ʃ a ⁵⁵
1840-8								pʰ w i ³³
1853-8								tʰ a ⁵⁵
1866-8								θ ɛ ³³
1894-8								l a ³³
1934-8								j i ³³
1947-8								kʰ a ⁵⁵
1993-8								pʰ w i ³³
2059-8								ɔ ⁵⁵
2098-8								m i ³³
2086-8								tʰ o ⁵⁵
2153-8								θ u ⁵⁵
2180-8								l o ³³
2205-8								kʰ w ɛ ³³
2328-8								l a ³³
2349-8								j o ³³
2372-8								m i ³³
2388-8								m i ³³
2413-8								ɗ i ⁵⁵
2637-8								b l o ³³
2649-8								j o ³³
2693-8								b o ⁵⁵
2755-8								θ o ³³
2858-8								m i ³³
2953-8								ʃ a ³³
2986-8								ʃ a ⁵⁵
3034-8								kʰ a ⁵⁵
3088-8								b l ɛ ³³
3113-8								b l i ³³
3154-8								w u ³³
3179-8								ʃ a ³³
3246-8								ɗ ɛ ³³
3259-8								j i ³³
3282-8								tʰ o ³³
3295-8								ʃ a ³³
3338-8								l o ³³
3351-8								b l i ³³
3375-8								m o ³³
3410-8								j o ³³
3423-8								m i ³³
3445-8								ʃ i ³³
3485-8								b i ³³
3500-8								b l o ³³
3545-8								tʰ o ³³
3557-8								θ o ⁵⁵
3581-8								j o ⁵⁵
3594-8								kʰ i ⁵⁵
3618-8								θ u ³³
3654-8								b l i ³³
3667-8								tʰ ɛ ³³
3680-8								kʰ l i ³³
3763-8								b w ɛ ³³
3850-8								b l ɛ ³³
3878-8								tʰ i ⁵⁵
3903-8								tʰ i ³³
3938-8								j o ³³
3963-8								l ɛ ³³
3977-8								m a ⁵⁵
1464-8								l i ³³
59-8								tʰ a ⁵⁵
91-8								w ɛ ³³
288-8								θ u ⁵⁵
336-8								kʰ l i ³³
371-8								ʃ w ⁵⁵
383-8								θ i ³³
469-8								pʰ r ⁵⁵ ³³
592-8								h a ³³
725-8								kʰ i i
750-8								kʰ u ⁵⁵
823-8								kʰ l i ³³
835-8								ɔ ³³
894-8								n i ³³
906-8								θ i ⁵⁵
930-8								j o ³³
942-8								kʰ i ⁵⁵
1104-8								l o ³³
1363-8								d a ⁵⁵
1530-8								ɓ a ⁵⁵
1554-8								l i ³³
1577-8								ɗ w ɛ ³³
1565-8								l i ³³
1612-8								l u ⁵⁵
1632-8								tʰ o ³³
