COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
1853-8								tʰ a ³³
1866-8								θ ɛ ³³
1894-8								l ɛ ³³
1934-8								j i ³³
1947-8								kʰ a ³³
1993-8								pʰ w i ³³
2059-8								o ³³
2098-8								m i ³³
2086-8								tʰ o ³³
2153-8								θ u ³³
2180-8								l o ³³
2205-8								kʰ w i ³³
2328-8								l ɛ ³³
2349-8								j o ³³
2372-8								m i ³³
2388-8								m i ³³
2413-8								ɗ i ³³
2637-8								b l o ³³
2649-8								j o ³³
2693-8								b o ³³
2755-8								θ o ³³
2858-8								m i ³³
2953-8								ʃ a ³³
2986-8								ʃ a ³³
3034-8								kʰ a ³³
3088-8								p l e ³³
3113-8								p l i ³³
3154-8								r u ³³
3179-8								ʃ a ³³
3246-8								ɗ ɛ ³³
3259-8								j i ³³
3282-8								tʰ o ³³
3295-8								ʃ a ³³
3338-8								l o ³³
3351-8								b l i ³³
3375-8								m o ³³
3410-8								j o ³³
3423-8								m i ³³
3445-8								ʃ i ³³
3485-8								b i ³³
3500-8								b l o ³³
3545-8								d o ³³
3557-8								θ o ⁵⁵
3581-8								j o ³³
3594-8								kʰ i ⁵⁵
3618-8								θ u ³³
3654-8								b l i ³³
3667-8								d a ³³
3680-8								kʰ l i ³³
3763-8								b w ɛ ³³
3850-8								b l ɛ ³³
3878-8								tʰ i ³³
3903-8								tʰ a ³³
3938-8								j o ³³
3963-8								l ɛ ³³
3977-8								m a ⁵⁵
1464-8								l i ³³
