index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
1	0.2000	5	1.0000	528	312	j	∅	∅	∅	øː	k	-	J	∅	∅	∅	U	K	_	6	∅	∅	∅	7	1	0																																													313	j	∅	∅	∅	ʊ	k	ə	J	∅	∅	∅	Y	K	E	6	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	528	312	øː	j	∅	∅	k	-	-	U	J	∅	∅	K	_	_	7	6	∅	∅	1	0	0																																													313	ʊ	j	∅	∅	k	ə	n	Y	J	∅	∅	K	E	N	7	6	∅	∅	1	7	4
3	0.6000	3	0.6000	528	312	k	øː	j	∅	-	-	∅	K	U	J	∅	_	_	∅	1	7	6	∅	0	0	∅																																													313	k	ʊ	j	∅	ə	n	∅	K	Y	J	∅	E	N	∅	1	7	6	∅	7	4	∅
4	0.8000	2	0.4000	528	312	-	k	øː	j	-	∅	∅	_	K	U	J	_	∅	∅	0	1	7	6	0	∅	∅																																													313	ə	k	ʊ	j	n	∅	∅	E	K	Y	J	N	∅	∅	7	1	7	6	4	∅	∅
5	1.0000	1	0.2000	528	312	-	-	k	øː	∅	∅	∅	_	_	K	U	∅	∅	∅	0	0	1	7	∅	∅	∅																																													313	n	ə	k	ʊ	∅	∅	∅	N	E	K	Y	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	566	314	k	∅	∅	∅	l	ɪ	m	K	∅	∅	∅	L	I	M	1	∅	∅	∅	5	7	4	315	k	∅	∅	∅	l	aɪ	m	K	∅	∅	∅	L	A	M	1	∅	∅	∅	5	7	4																																												
2	0.4000	4	0.8000	566	314	l	k	∅	∅	ɪ	m	ə	L	K	∅	∅	I	M	E	5	1	∅	∅	7	4	7	315	l	k	∅	∅	aɪ	m	-	L	K	∅	∅	A	M	_	5	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	566	314	ɪ	l	k	∅	m	ə	∅	I	L	K	∅	M	E	∅	7	5	1	∅	4	7	∅	315	aɪ	l	k	∅	m	-	∅	A	L	K	∅	M	_	∅	7	5	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	566	314	m	ɪ	l	k	ə	∅	∅	M	I	L	K	E	∅	∅	4	7	5	1	7	∅	∅	315	m	aɪ	l	k	-	∅	∅	M	A	L	K	_	∅	∅	4	7	5	1	0	∅	∅																																												
5	1.0000	1	0.2000	566	314	ə	m	ɪ	l	∅	∅	∅	E	M	I	L	∅	∅	∅	7	4	7	5	∅	∅	∅	315	-	m	aɪ	l	∅	∅	∅	_	M	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																												
1	0.0909	11	1.0000	569	316	v	∅	∅	∅	ə	r	+	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0																																													317	f	∅	∅	∅	ɛ	r	+	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0
2	0.1818	10	0.9091	569	316	ə	v	∅	∅	r	+	ɑ	E	B	∅	∅	R	_	A	7	3	∅	∅	5	0	7																																													317	ɛ	f	∅	∅	r	+	ɛ	E	B	∅	∅	R	_	E	7	3	∅	∅	5	0	7
3	0.2727	9	0.8182	569	316	r	ə	v	∅	+	ɑ	n	R	E	B	∅	_	A	N	5	7	3	∅	0	7	4																																													317	r	ɛ	f	∅	+	ɛ	n	R	E	B	∅	_	E	N	5	7	3	∅	0	7	4
4	0.3636	8	0.7273	569	316	+	r	ə	v	ɑ	n	d	_	R	E	B	A	N	T	0	5	7	3	7	4	1																																													317	+	r	ɛ	f	ɛ	n	d	_	R	E	B	E	N	T	0	5	7	3	7	4	1
5	0.4545	7	0.6364	569	316	ɑ	+	r	ə	n	d	ə	A	_	R	E	N	T	E	7	0	5	7	4	1	7																																													317	ɛ	+	r	ɛ	n	d	ə	E	_	R	E	N	T	E	7	0	5	7	4	1	7
6	0.5455	6	0.5455	569	316	n	ɑ	+	r	d	ə	r	N	A	_	R	T	E	R	4	7	0	5	1	7	5																																													317	n	ɛ	+	r	d	ə	r	N	E	_	R	T	E	R	4	7	0	5	1	7	5
7	0.6364	5	0.4545	569	316	d	n	ɑ	+	ə	r	-	T	N	A	_	E	R	_	1	4	7	0	7	5	0																																													317	d	n	ɛ	+	ə	r	n	T	N	E	_	E	R	N	1	4	7	0	7	5	4
8	0.7273	4	0.3636	569	316	ə	d	n	ɑ	r	-	ə	E	T	N	A	R	_	E	7	1	4	7	5	0	7																																													317	ə	d	n	ɛ	r	n	-	E	T	N	E	R	N	_	7	1	4	7	5	4	0
9	0.8182	3	0.2727	569	316	r	ə	d	n	-	ə	∅	R	E	T	N	_	E	∅	5	7	1	4	0	7	∅																																													317	r	ə	d	n	n	-	∅	R	E	T	N	N	_	∅	5	7	1	4	4	0	∅
10	0.9091	2	0.1818	569	316	-	r	ə	d	ə	∅	∅	_	R	E	T	E	∅	∅	0	5	7	1	7	∅	∅																																													317	n	r	ə	d	-	∅	∅	N	R	E	T	_	∅	∅	4	5	7	1	0	∅	∅
11	1.0000	1	0.0909	569	316	ə	-	r	ə	∅	∅	∅	E	_	R	E	∅	∅	∅	7	0	5	7	∅	∅	∅																																													317	-	n	r	ə	∅	∅	∅	_	N	R	E	∅	∅	∅	0	4	5	7	∅	∅	∅
1	0.1000	10	1.0000	575	318	ɔ	∅	∅	∅	k	s	ə	U	∅	∅	∅	K	S	E	7	∅	∅	∅	1	3	7																							319	ɛ	∅	∅	∅	-	s	ɛ	E	∅	∅	∅	_	S	E	7	∅	∅	∅	0	3	7	320	a	∅	∅	∅	k	s	ə	A	∅	∅	∅	K	S	E	7	∅	∅	∅	1	3	7
2	0.2000	9	0.9000	575	318	k	ɔ	∅	∅	s	ə	l	K	U	∅	∅	S	E	L	1	7	∅	∅	3	7	5																							319	-	ɛ	∅	∅	s	ɛ	l	_	E	∅	∅	S	E	L	0	7	∅	∅	3	7	5	320	k	a	∅	∅	s	ə	l	K	A	∅	∅	S	E	L	1	7	∅	∅	3	7	5
3	0.3000	8	0.8000	575	318	s	k	ɔ	∅	ə	l	-	S	K	U	∅	E	L	_	3	1	7	∅	7	5	0																							319	s	-	ɛ	∅	ɛ	l	-	S	_	E	∅	E	L	_	3	0	7	∅	7	5	0	320	s	k	a	∅	ə	l	+	S	K	A	∅	E	L	_	3	1	7	∅	7	5	0
4	0.4000	7	0.7000	575	318	ə	s	k	ɔ	l	-	-	E	S	K	U	L	_	_	7	3	1	7	5	0	0																							319	ɛ	s	-	ɛ	l	-	-	E	S	_	E	L	_	_	7	3	0	7	5	0	0	320	ə	s	k	a	l	+	h	E	S	K	A	L	_	H	7	3	1	7	5	0	3
5	0.5000	6	0.6000	575	318	l	ə	s	k	-	-	-	L	E	S	K	_	_	_	5	7	3	1	0	0	0																							319	l	ɛ	s	-	-	-	-	L	E	S	_	_	_	_	5	7	3	0	0	0	0	320	l	ə	s	k	+	h	ɶː	L	E	S	K	_	H	U	5	7	3	1	0	3	7
6	0.6000	5	0.5000	575	318	-	l	ə	s	-	-	-	_	L	E	S	_	_	_	0	5	7	3	0	0	0																							319	-	l	ɛ	s	-	-	-	_	L	E	S	_	_	_	0	5	7	3	0	0	0	320	+	l	ə	s	h	ɶː	l	_	L	E	S	H	U	L	0	5	7	3	3	7	5
7	0.7000	4	0.4000	575	318	-	-	l	ə	-	-	-	_	_	L	E	_	_	_	0	0	5	7	0	0	0																							319	-	-	l	ɛ	-	-	-	_	_	L	E	_	_	_	0	0	5	7	0	0	0	320	h	+	l	ə	ɶː	l	ə	H	_	L	E	U	L	E	3	0	5	7	7	5	7
8	0.8000	3	0.3000	575	318	-	-	-	l	-	-	∅	_	_	_	L	_	_	∅	0	0	0	5	0	0	∅																							319	-	-	-	l	-	-	∅	_	_	_	L	_	_	∅	0	0	0	5	0	0	∅	320	ɶː	h	+	l	l	ə	∅	U	H	_	L	L	E	∅	7	3	0	5	5	7	∅
9	0.9000	2	0.2000	575	318	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																							319	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	320	l	ɶː	h	+	ə	∅	∅	L	U	H	_	E	∅	∅	5	7	3	0	7	∅	∅
10	1.0000	1	0.1000	575	318	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							319	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	320	ə	l	ɶː	h	∅	∅	∅	E	L	U	H	∅	∅	∅	7	5	7	3	∅	∅	∅
1	0.2000	5	1.0000	576	321	z	∅	∅	∅	uː	k	ə	S	∅	∅	∅	Y	K	E	3	∅	∅	∅	7	1	7	322	s	∅	∅	∅	iː	k	-	S	∅	∅	∅	I	K	_	3	∅	∅	∅	7	1	0																							323	z	∅	∅	∅	uː	x	ə	S	∅	∅	∅	Y	G	E	3	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	576	321	uː	z	∅	∅	k	ə	-	Y	S	∅	∅	K	E	_	7	3	∅	∅	1	7	0	322	iː	s	∅	∅	k	-	-	I	S	∅	∅	K	_	_	7	3	∅	∅	1	0	0																							323	uː	z	∅	∅	x	ə	n	Y	S	∅	∅	G	E	N	7	3	∅	∅	3	7	4
3	0.6000	3	0.6000	576	321	k	uː	z	∅	ə	-	∅	K	Y	S	∅	E	_	∅	1	7	3	∅	7	0	∅	322	k	iː	s	∅	-	-	∅	K	I	S	∅	_	_	∅	1	7	3	∅	0	0	∅																							323	x	uː	z	∅	ə	n	∅	G	Y	S	∅	E	N	∅	3	7	3	∅	7	4	∅
4	0.8000	2	0.4000	576	321	ə	k	uː	z	-	∅	∅	E	K	Y	S	_	∅	∅	7	1	7	3	0	∅	∅	322	-	k	iː	s	-	∅	∅	_	K	I	S	_	∅	∅	0	1	7	3	0	∅	∅																							323	ə	x	uː	z	n	∅	∅	E	G	Y	S	N	∅	∅	7	3	7	3	4	∅	∅
5	1.0000	1	0.2000	576	321	-	ə	k	uː	∅	∅	∅	_	E	K	Y	∅	∅	∅	0	7	1	7	∅	∅	∅	322	-	-	k	iː	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							323	n	ə	x	uː	∅	∅	∅	N	E	G	Y	∅	∅	∅	4	7	3	7	∅	∅	∅
1	0.1667	6	1.0000	579	324	v	∅	∅	∅	ɪ	n	d	B	∅	∅	∅	I	N	T	3	∅	∅	∅	7	4	1	325	f	∅	∅	∅	aɪ	n	d	B	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																							326	f	∅	∅	∅	ɪ	n	d	B	∅	∅	∅	I	N	T	3	∅	∅	∅	7	4	1
2	0.3333	5	0.8333	579	324	ɪ	v	∅	∅	n	d	ə	I	B	∅	∅	N	T	E	7	3	∅	∅	4	1	7	325	aɪ	f	∅	∅	n	d	-	A	B	∅	∅	N	T	_	7	3	∅	∅	4	1	0																							326	ɪ	f	∅	∅	n	d	ə	I	B	∅	∅	N	T	E	7	3	∅	∅	4	1	7
3	0.5000	4	0.6667	579	324	n	ɪ	v	∅	d	ə	-	N	I	B	∅	T	E	_	4	7	3	∅	1	7	0	325	n	aɪ	f	∅	d	-	-	N	A	B	∅	T	_	_	4	7	3	∅	1	0	0																							326	n	ɪ	f	∅	d	ə	n	N	I	B	∅	T	E	N	4	7	3	∅	1	7	4
4	0.6667	3	0.5000	579	324	d	n	ɪ	v	ə	-	∅	T	N	I	B	E	_	∅	1	4	7	3	7	0	∅	325	d	n	aɪ	f	-	-	∅	T	N	A	B	_	_	∅	1	4	7	3	0	0	∅																							326	d	n	ɪ	f	ə	n	∅	T	N	I	B	E	N	∅	1	4	7	3	7	4	∅
5	0.8333	2	0.3333	579	324	ə	d	n	ɪ	-	∅	∅	E	T	N	I	_	∅	∅	7	1	4	7	0	∅	∅	325	-	d	n	aɪ	-	∅	∅	_	T	N	A	_	∅	∅	0	1	4	7	0	∅	∅																							326	ə	d	n	ɪ	n	∅	∅	E	T	N	I	N	∅	∅	7	1	4	7	4	∅	∅
6	1.0000	1	0.1667	579	324	-	ə	d	n	∅	∅	∅	_	E	T	N	∅	∅	∅	0	7	1	4	∅	∅	∅	325	-	-	d	n	∅	∅	∅	_	_	T	N	∅	∅	∅	0	0	1	4	∅	∅	∅																							326	n	ə	d	n	∅	∅	∅	N	E	T	N	∅	∅	∅	4	7	1	4	∅	∅	∅
1	0.1111	9	1.0000	581	327	v	∅	∅	∅	ə	r	+	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0	328	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0																							329	f	∅	∅	∅	ɛ	r	+	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0
2	0.2222	8	0.8889	581	327	ə	v	∅	∅	r	+	l	E	B	∅	∅	R	_	L	7	3	∅	∅	5	0	5	328	-	-	∅	∅	-	-	l	_	_	∅	∅	_	_	L	0	0	∅	∅	0	0	5																							329	ɛ	f	∅	∅	r	+	l	E	B	∅	∅	R	_	L	7	3	∅	∅	5	0	5
3	0.3333	7	0.7778	581	327	r	ə	v	∅	+	l	iː	R	E	B	∅	_	L	I	5	7	3	∅	0	5	7	328	-	-	-	∅	-	l	uː	_	_	_	∅	_	L	Y	0	0	0	∅	0	5	7																							329	r	ɛ	f	∅	+	l	iː	R	E	B	∅	_	L	I	5	7	3	∅	0	5	7
4	0.4444	6	0.6667	581	327	+	r	ə	v	l	iː	z	_	R	E	B	L	I	S	0	5	7	3	5	7	3	328	-	-	-	-	l	uː	z	_	_	_	_	L	Y	S	0	0	0	0	5	7	3																							329	+	r	ɛ	f	l	iː	r	_	R	E	B	L	I	R	0	5	7	3	5	7	5
5	0.5556	5	0.5556	581	327	l	+	r	ə	iː	z	ə	L	_	R	E	I	S	E	5	0	5	7	7	3	7	328	l	-	-	-	uː	z	-	L	_	_	_	Y	S	_	5	0	0	0	7	3	0																							329	l	+	r	ɛ	iː	r	ə	L	_	R	E	I	R	E	5	0	5	7	7	5	7
6	0.6667	4	0.4444	581	327	iː	l	+	r	z	ə	-	I	L	_	R	S	E	_	7	5	0	5	3	7	0	328	uː	l	-	-	z	-	-	Y	L	_	_	S	_	_	7	5	0	0	3	0	0																							329	iː	l	+	r	r	ə	n	I	L	_	R	R	E	N	7	5	0	5	5	7	4
7	0.7778	3	0.3333	581	327	z	iː	l	+	ə	-	∅	S	I	L	_	E	_	∅	3	7	5	0	7	0	∅	328	z	uː	l	-	-	-	∅	S	Y	L	_	_	_	∅	3	7	5	0	0	0	∅																							329	r	iː	l	+	ə	n	∅	R	I	L	_	E	N	∅	5	7	5	0	7	4	∅
8	0.8889	2	0.2222	581	327	ə	z	iː	l	-	∅	∅	E	S	I	L	_	∅	∅	7	3	7	5	0	∅	∅	328	-	z	uː	l	-	∅	∅	_	S	Y	L	_	∅	∅	0	3	7	5	0	∅	∅																							329	ə	r	iː	l	n	∅	∅	E	R	I	L	N	∅	∅	7	5	7	5	4	∅	∅
9	1.0000	1	0.1111	581	327	-	ə	z	iː	∅	∅	∅	_	E	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	328	-	-	z	uː	∅	∅	∅	_	_	S	Y	∅	∅	∅	0	0	3	7	∅	∅	∅																							329	n	ə	r	iː	∅	∅	∅	N	E	R	I	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.2000	5	1.0000	584	330	h	∅	∅	∅	aː	k	-	H	∅	∅	∅	A	K	_	3	∅	∅	∅	7	1	0	331	h	∅	∅	∅	ʊ	k	-	H	∅	∅	∅	Y	K	_	3	∅	∅	∅	7	1	0																							332	h	∅	∅	∅	aː	k	ə	H	∅	∅	∅	A	K	E	3	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	584	330	aː	h	∅	∅	k	-	-	A	H	∅	∅	K	_	_	7	3	∅	∅	1	0	0	331	ʊ	h	∅	∅	k	-	-	Y	H	∅	∅	K	_	_	7	3	∅	∅	1	0	0																							332	aː	h	∅	∅	k	ə	n	A	H	∅	∅	K	E	N	7	3	∅	∅	1	7	4
3	0.6000	3	0.6000	584	330	k	aː	h	∅	-	-	∅	K	A	H	∅	_	_	∅	1	7	3	∅	0	0	∅	331	k	ʊ	h	∅	-	-	∅	K	Y	H	∅	_	_	∅	1	7	3	∅	0	0	∅																							332	k	aː	h	∅	ə	n	∅	K	A	H	∅	E	N	∅	1	7	3	∅	7	4	∅
4	0.8000	2	0.4000	584	330	-	k	aː	h	-	∅	∅	_	K	A	H	_	∅	∅	0	1	7	3	0	∅	∅	331	-	k	ʊ	h	-	∅	∅	_	K	Y	H	_	∅	∅	0	1	7	3	0	∅	∅																							332	ə	k	aː	h	n	∅	∅	E	K	A	H	N	∅	∅	7	1	7	3	4	∅	∅
5	1.0000	1	0.2000	584	330	-	-	k	aː	∅	∅	∅	_	_	K	A	∅	∅	∅	0	0	1	7	∅	∅	∅	331	-	-	k	ʊ	∅	∅	∅	_	_	K	Y	∅	∅	∅	0	0	1	7	∅	∅	∅																							332	n	ə	k	aː	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	586	333	k	∅	∅	∅	r	aː	x	K	∅	∅	∅	R	A	G	1	∅	∅	∅	5	7	3																																													334	k	∅	∅	∅	r	aː	ɡ	K	∅	∅	∅	R	A	K	1	∅	∅	∅	5	7	1
2	0.3333	5	0.8333	586	333	r	k	∅	∅	aː	x	-	R	K	∅	∅	A	G	_	5	1	∅	∅	7	3	0																																													334	r	k	∅	∅	aː	ɡ	ə	R	K	∅	∅	A	K	E	5	1	∅	∅	7	1	7
3	0.5000	4	0.6667	586	333	aː	r	k	∅	x	-	-	A	R	K	∅	G	_	_	7	5	1	∅	3	0	0																																													334	aː	r	k	∅	ɡ	ə	n	A	R	K	∅	K	E	N	7	5	1	∅	1	7	4
4	0.6667	3	0.5000	586	333	x	aː	r	k	-	-	∅	G	A	R	K	_	_	∅	3	7	5	1	0	0	∅																																													334	ɡ	aː	r	k	ə	n	∅	K	A	R	K	E	N	∅	1	7	5	1	7	4	∅
5	0.8333	2	0.3333	586	333	-	x	aː	r	-	∅	∅	_	G	A	R	_	∅	∅	0	3	7	5	0	∅	∅																																													334	ə	ɡ	aː	r	n	∅	∅	E	K	A	R	N	∅	∅	7	1	7	5	4	∅	∅
6	1.0000	1	0.1667	586	333	-	-	x	aː	∅	∅	∅	_	_	G	A	∅	∅	∅	0	0	3	7	∅	∅	∅																																													334	n	ə	ɡ	aː	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	588	335	v	∅	∅	∅	l	ɑ	k	B	∅	∅	∅	L	A	K	3	∅	∅	∅	5	7	1																							336	p	∅	∅	∅	l	a	-	P	∅	∅	∅	L	A	_	1	∅	∅	∅	5	7	0	337	f	∅	∅	∅	l	a	x	B	∅	∅	∅	L	A	G	3	∅	∅	∅	5	7	3
2	0.5000	3	0.7500	588	335	l	v	∅	∅	ɑ	k	∅	L	B	∅	∅	A	K	∅	5	3	∅	∅	7	1	∅																							336	l	p	∅	∅	a	-	∅	L	P	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅	337	l	f	∅	∅	a	x	∅	L	B	∅	∅	A	G	∅	5	3	∅	∅	7	3	∅
3	0.7500	2	0.5000	588	335	ɑ	l	v	∅	k	∅	∅	A	L	B	∅	K	∅	∅	7	5	3	∅	1	∅	∅																							336	a	l	p	∅	-	∅	∅	A	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅	337	a	l	f	∅	x	∅	∅	A	L	B	∅	G	∅	∅	7	5	3	∅	3	∅	∅
4	1.0000	1	0.2500	588	335	k	ɑ	l	v	∅	∅	∅	K	A	L	B	∅	∅	∅	1	7	5	3	∅	∅	∅																							336	-	a	l	p	∅	∅	∅	_	A	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅	337	x	a	l	f	∅	∅	∅	G	A	L	B	∅	∅	∅	3	7	5	3	∅	∅	∅
1	0.3333	3	1.0000	590	338	s	∅	∅	∅	ɔ	k	∅	S	∅	∅	∅	U	K	∅	3	∅	∅	∅	7	1	∅	339	s	∅	∅	∅	ɔ	k	∅	S	∅	∅	∅	U	K	∅	3	∅	∅	∅	7	1	∅																																												
2	0.6667	2	0.6667	590	338	ɔ	s	∅	∅	k	∅	∅	U	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅	339	ɔ	s	∅	∅	k	∅	∅	U	S	∅	∅	K	∅	∅	7	3	∅	∅	1	∅	∅																																												
3	1.0000	1	0.3333	590	338	k	ɔ	s	∅	∅	∅	∅	K	U	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅	339	k	ɔ	s	∅	∅	∅	∅	K	U	S	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	596	340	t	∅	∅	∅	eː	n	-	T	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	341	t	∅	∅	∅	əʊ	-	-	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							342	ts	∅	∅	∅	eː	-	ə	C	∅	∅	∅	E	_	E	2	∅	∅	∅	7	0	7
2	0.5000	3	0.7500	596	340	eː	t	∅	∅	n	-	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	341	əʊ	t	∅	∅	-	-	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							342	eː	ts	∅	∅	-	ə	∅	E	C	∅	∅	_	E	∅	7	2	∅	∅	0	7	∅
3	0.7500	2	0.5000	596	340	n	eː	t	∅	-	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅	341	-	əʊ	t	∅	-	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							342	-	eː	ts	∅	ə	∅	∅	_	E	C	∅	E	∅	∅	0	7	2	∅	7	∅	∅
4	1.0000	1	0.2500	596	340	-	n	eː	t	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅	341	-	-	əʊ	t	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅																							342	ə	-	eː	ts	∅	∅	∅	E	_	E	C	∅	∅	∅	7	0	7	2	∅	∅	∅
1	0.2500	4	1.0000	601	343	h	∅	∅	∅	ɑ	n	t	H	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1	344	h	∅	∅	∅	æ	n	d	H	∅	∅	∅	E	N	T	3	∅	∅	∅	7	4	1																							345	h	∅	∅	∅	a	n	t	H	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1
2	0.5000	3	0.7500	601	343	ɑ	h	∅	∅	n	t	∅	A	H	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅	344	æ	h	∅	∅	n	d	∅	E	H	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																							345	a	h	∅	∅	n	t	∅	A	H	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅
3	0.7500	2	0.5000	601	343	n	ɑ	h	∅	t	∅	∅	N	A	H	∅	T	∅	∅	4	7	3	∅	1	∅	∅	344	n	æ	h	∅	d	∅	∅	N	E	H	∅	T	∅	∅	4	7	3	∅	1	∅	∅																							345	n	a	h	∅	t	∅	∅	N	A	H	∅	T	∅	∅	4	7	3	∅	1	∅	∅
4	1.0000	1	0.2500	601	343	t	n	ɑ	h	∅	∅	∅	T	N	A	H	∅	∅	∅	1	4	7	3	∅	∅	∅	344	d	n	æ	h	∅	∅	∅	T	N	E	H	∅	∅	∅	1	4	7	3	∅	∅	∅																							345	t	n	a	h	∅	∅	∅	T	N	A	H	∅	∅	∅	1	4	7	3	∅	∅	∅
1	0.1000	10	1.0000	603	346	ɛ	∅	∅	∅	l	ə	-	E	∅	∅	∅	L	E	_	7	∅	∅	∅	5	7	0	347	ɛ	∅	∅	∅	l	-	-	E	∅	∅	∅	L	_	_	7	∅	∅	∅	5	0	0																							348	ɛ	∅	∅	∅	l	ə	n	E	∅	∅	∅	L	E	N	7	∅	∅	∅	5	7	4
2	0.2000	9	0.9000	603	346	l	ɛ	∅	∅	ə	-	+	L	E	∅	∅	E	_	_	5	7	∅	∅	7	0	0	347	l	ɛ	∅	∅	-	-	+	L	E	∅	∅	_	_	_	5	7	∅	∅	0	0	0																							348	l	ɛ	∅	∅	ə	n	+	L	E	∅	∅	E	N	_	5	7	∅	∅	7	4	0
3	0.3000	8	0.8000	603	346	ə	l	ɛ	∅	-	+	b	E	L	E	∅	_	_	P	7	5	7	∅	0	0	1	347	-	l	ɛ	∅	-	+	b	_	L	E	∅	_	_	P	0	5	7	∅	0	0	1																							348	ə	l	ɛ	∅	n	+	b	E	L	E	∅	N	_	P	7	5	7	∅	4	0	1
4	0.4000	7	0.7000	603	346	-	ə	l	ɛ	+	b	oː	_	E	L	E	_	P	U	0	7	5	7	0	1	7	347	-	-	l	ɛ	+	b	əʊ	_	_	L	E	_	P	E	0	0	5	7	0	1	7																							348	n	ə	l	ɛ	+	b	oː	N	E	L	E	_	P	U	4	7	5	7	0	1	7
5	0.5000	6	0.6000	603	346	+	-	ə	l	b	oː	x	_	_	E	L	P	U	G	0	0	7	5	1	7	3	347	+	-	-	l	b	əʊ	-	_	_	_	L	P	E	_	0	0	0	5	1	7	0																							348	+	n	ə	l	b	oː	ɡ	_	N	E	L	P	U	K	0	4	7	5	1	7	1
6	0.6000	5	0.5000	603	346	b	+	-	ə	oː	x	-	P	_	_	E	U	G	_	1	0	0	7	7	3	0	347	b	+	-	-	əʊ	-	-	P	_	_	_	E	_	_	1	0	0	0	7	0	0																							348	b	+	n	ə	oː	ɡ	ə	P	_	N	E	U	K	E	1	0	4	7	7	1	7
7	0.7000	4	0.4000	603	346	oː	b	+	-	x	-	-	U	P	_	_	G	_	_	7	1	0	0	3	0	0	347	əʊ	b	+	-	-	-	-	E	P	_	_	_	_	_	7	1	0	0	0	0	0																							348	oː	b	+	n	ɡ	ə	n	U	P	_	N	K	E	N	7	1	0	4	1	7	4
