index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
2	0.5000	3	0.7500	213	129	ɛ	r	∅	∅	x	ts	∅	E	R	∅	∅	G	C	∅	7	5	∅	∅	3	2	∅	130	aɪ	r	∅	∅	-	t	∅	A	R	∅	∅	_	T	∅	7	5	∅	∅	0	1	∅																							131	ɛ	r	∅	∅	x	t	∅	E	R	∅	∅	G	T	∅	7	5	∅	∅	3	1	∅
3	0.7500	2	0.5000	213	129	x	ɛ	r	∅	ts	∅	∅	G	E	R	∅	C	∅	∅	3	7	5	∅	2	∅	∅	130	-	aɪ	r	∅	t	∅	∅	_	A	R	∅	T	∅	∅	0	7	5	∅	1	∅	∅																							131	x	ɛ	r	∅	t	∅	∅	G	E	R	∅	T	∅	∅	3	7	5	∅	1	∅	∅
4	1.0000	1	0.2500	213	129	ts	x	ɛ	r	∅	∅	∅	C	G	E	R	∅	∅	∅	2	3	7	5	∅	∅	∅	130	t	-	aɪ	r	∅	∅	∅	T	_	A	R	∅	∅	∅	1	0	7	5	∅	∅	∅																							131	t	x	ɛ	r	∅	∅	∅	T	G	E	R	∅	∅	∅	1	3	7	5	∅	∅	∅
1	0.2000	5	1.0000	232	132	k	∅	∅	∅	oː	p	ə	K	∅	∅	∅	U	P	E	1	∅	∅	∅	7	1	7																																													133	k	∅	∅	∅	au	f	ə	K	∅	∅	∅	A	B	E	1	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	232	132	oː	k	∅	∅	p	ə	-	U	K	∅	∅	P	E	_	7	1	∅	∅	1	7	0																																													133	au	k	∅	∅	f	ə	n	A	K	∅	∅	B	E	N	7	1	∅	∅	3	7	4
3	0.6000	3	0.6000	232	132	p	oː	k	∅	ə	-	∅	P	U	K	∅	E	_	∅	1	7	1	∅	7	0	∅																																													133	f	au	k	∅	ə	n	∅	B	A	K	∅	E	N	∅	3	7	1	∅	7	4	∅
4	0.8000	2	0.4000	232	132	ə	p	oː	k	-	∅	∅	E	P	U	K	_	∅	∅	7	1	7	1	0	∅	∅																																													133	ə	f	au	k	n	∅	∅	E	B	A	K	N	∅	∅	7	3	7	1	4	∅	∅
5	1.0000	1	0.2000	232	132	-	ə	p	oː	∅	∅	∅	_	E	P	U	∅	∅	∅	0	7	1	7	∅	∅	∅																																													133	n	ə	f	au	∅	∅	∅	N	E	B	A	∅	∅	∅	4	7	3	7	∅	∅	∅
1	0.1111	9	1.0000	240	134	v	∅	∅	∅	ə	r	+	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0																																													135	f	∅	∅	∅	ɛ	r	+	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0
2	0.2222	8	0.8889	240	134	ə	v	∅	∅	r	+	k	E	B	∅	∅	R	_	K	7	3	∅	∅	5	0	1																																													135	ɛ	f	∅	∅	r	+	k	E	B	∅	∅	R	_	K	7	3	∅	∅	5	0	1
3	0.3333	7	0.7778	240	134	r	ə	v	∅	+	k	oː	R	E	B	∅	_	K	U	5	7	3	∅	0	1	7																																													135	r	ɛ	f	∅	+	k	au	R	E	B	∅	_	K	A	5	7	3	∅	0	1	7
4	0.4444	6	0.6667	240	134	+	r	ə	v	k	oː	p	_	R	E	B	K	U	P	0	5	7	3	1	7	1																																													135	+	r	ɛ	f	k	au	f	_	R	E	B	K	A	B	0	5	7	3	1	7	3
5	0.5556	5	0.5556	240	134	k	+	r	ə	oː	p	ə	K	_	R	E	U	P	E	1	0	5	7	7	1	7																																													135	k	+	r	ɛ	au	f	ə	K	_	R	E	A	B	E	1	0	5	7	7	3	7
6	0.6667	4	0.4444	240	134	oː	k	+	r	p	ə	-	U	K	_	R	P	E	_	7	1	0	5	1	7	0																																													135	au	k	+	r	f	ə	n	A	K	_	R	B	E	N	7	1	0	5	3	7	4
7	0.7778	3	0.3333	240	134	p	oː	k	+	ə	-	∅	P	U	K	_	E	_	∅	1	7	1	0	7	0	∅																																													135	f	au	k	+	ə	n	∅	B	A	K	_	E	N	∅	3	7	1	0	7	4	∅
8	0.8889	2	0.2222	240	134	ə	p	oː	k	-	∅	∅	E	P	U	K	_	∅	∅	7	1	7	1	0	∅	∅																																													135	ə	f	au	k	n	∅	∅	E	B	A	K	N	∅	∅	7	3	7	1	4	∅	∅
9	1.0000	1	0.1111	240	134	-	ə	p	oː	∅	∅	∅	_	E	P	U	∅	∅	∅	0	7	1	7	∅	∅	∅																																													135	n	ə	f	au	∅	∅	∅	N	E	B	A	∅	∅	∅	4	7	3	7	∅	∅	∅
1	0.2500	4	1.0000	243	136	d	∅	∅	∅	yː	-	r	T	∅	∅	∅	Y	_	R	1	∅	∅	∅	7	0	5																																													137	t	∅	∅	∅	ɔy	ə	r	T	∅	∅	∅	U	E	R	1	∅	∅	∅	7	7	5
2	0.5000	3	0.7500	243	136	yː	d	∅	∅	-	r	∅	Y	T	∅	∅	_	R	∅	7	1	∅	∅	0	5	∅																																													137	ɔy	t	∅	∅	ə	r	∅	U	T	∅	∅	E	R	∅	7	1	∅	∅	7	5	∅
3	0.7500	2	0.5000	243	136	-	yː	d	∅	r	∅	∅	_	Y	T	∅	R	∅	∅	0	7	1	∅	5	∅	∅																																													137	ə	ɔy	t	∅	r	∅	∅	E	U	T	∅	R	∅	∅	7	7	1	∅	5	∅	∅
4	1.0000	1	0.2500	243	136	r	-	yː	d	∅	∅	∅	R	_	Y	T	∅	∅	∅	5	0	7	1	∅	∅	∅																																													137	r	ə	ɔy	t	∅	∅	∅	R	E	U	T	∅	∅	∅	5	7	7	1	∅	∅	∅
1	0.2500	4	1.0000	260	138	m	∅	∅	∅	uː	-	-	M	∅	∅	∅	Y	_	_	4	∅	∅	∅	7	0	0																																													139	m	∅	∅	∅	yː	d	ə	M	∅	∅	∅	Y	T	E	4	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	260	138	uː	m	∅	∅	-	-	∅	Y	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																																													139	yː	m	∅	∅	d	ə	∅	Y	M	∅	∅	T	E	∅	7	4	∅	∅	1	7	∅
3	0.7500	2	0.5000	260	138	-	uː	m	∅	-	∅	∅	_	Y	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																																													139	d	yː	m	∅	ə	∅	∅	T	Y	M	∅	E	∅	∅	1	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	260	138	-	-	uː	m	∅	∅	∅	_	_	Y	M	∅	∅	∅	0	0	7	4	∅	∅	∅																																													139	ə	d	yː	m	∅	∅	∅	E	T	Y	M	∅	∅	∅	7	1	7	4	∅	∅	∅
1	0.5000	2	1.0000	268	140	d	∅	∅	∅	ɛɪ	∅	∅	T	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	141	θ	∅	∅	∅	aɪ	∅	∅	D	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	268	140	ɛɪ	d	∅	∅	∅	∅	∅	E	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	141	aɪ	θ	∅	∅	∅	∅	∅	A	D	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	271																							142	l	∅	∅	∅	eɪ	z	ɪ	L	∅	∅	∅	E	S	I	5	∅	∅	∅	7	3	7																							143	l	∅	∅	∅	ɛ	s	ɪ	L	∅	∅	∅	E	S	I	5	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	271																							142	eɪ	l	∅	∅	z	ɪ	-	E	L	∅	∅	S	I	_	7	5	∅	∅	3	7	0																							143	ɛ	l	∅	∅	s	ɪ	x	E	L	∅	∅	S	I	G	7	5	∅	∅	3	7	3
3	0.6000	3	0.6000	271																							142	z	eɪ	l	∅	ɪ	-	∅	S	E	L	∅	I	_	∅	3	7	5	∅	7	0	∅																							143	s	ɛ	l	∅	ɪ	x	∅	S	E	L	∅	I	G	∅	3	7	5	∅	7	3	∅
4	0.8000	2	0.4000	271																							142	ɪ	z	eɪ	l	-	∅	∅	I	S	E	L	_	∅	∅	7	3	7	5	0	∅	∅																							143	ɪ	s	ɛ	l	x	∅	∅	I	S	E	L	G	∅	∅	7	3	7	5	3	∅	∅
5	1.0000	1	0.2000	271																							142	-	ɪ	z	eɪ	∅	∅	∅	_	I	S	E	∅	∅	∅	0	7	3	7	∅	∅	∅																							143	x	ɪ	s	ɛ	∅	∅	∅	G	I	S	E	∅	∅	∅	3	7	3	7	∅	∅	∅
1	0.2000	5	1.0000	280	144	b	∅	∅	∅	oː	x	-	P	∅	∅	∅	U	G	_	1	∅	∅	∅	7	3	0																																													145	b	∅	∅	∅	oː	ɡ	ə	P	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	280	144	oː	b	∅	∅	x	-	-	U	P	∅	∅	G	_	_	7	1	∅	∅	3	0	0																																													145	oː	b	∅	∅	ɡ	ə	n	U	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	280	144	x	oː	b	∅	-	-	∅	G	U	P	∅	_	_	∅	3	7	1	∅	0	0	∅																																													145	ɡ	oː	b	∅	ə	n	∅	K	U	P	∅	E	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	280	144	-	x	oː	b	-	∅	∅	_	G	U	P	_	∅	∅	0	3	7	1	0	∅	∅																																													145	ə	ɡ	oː	b	n	∅	∅	E	K	U	P	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	280	144	-	-	x	oː	∅	∅	∅	_	_	G	U	∅	∅	∅	0	0	3	7	∅	∅	∅																																													145	n	ə	ɡ	oː	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.3333	3	1.0000	287	146	t	∅	∅	∅	ɑu	w	∅	T	∅	∅	∅	A	W	∅	1	∅	∅	∅	7	6	∅																																													147	t	∅	∅	∅	au	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	287	146	ɑu	t	∅	∅	w	∅	∅	A	T	∅	∅	W	∅	∅	7	1	∅	∅	6	∅	∅																																													147	au	t	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	287	146	w	ɑu	t	∅	∅	∅	∅	W	A	T	∅	∅	∅	∅	6	7	1	∅	∅	∅	∅																																													147	-	au	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	293	148	d	∅	∅	∅	ɑ	k	∅	T	∅	∅	∅	A	K	∅	1	∅	∅	∅	7	1	∅																																													149	d	∅	∅	∅	a	x	∅	T	∅	∅	∅	A	G	∅	1	∅	∅	∅	7	3	∅
2	0.6667	2	0.6667	293	148	ɑ	d	∅	∅	k	∅	∅	A	T	∅	∅	K	∅	∅	7	1	∅	∅	1	∅	∅																																													149	a	d	∅	∅	x	∅	∅	A	T	∅	∅	G	∅	∅	7	1	∅	∅	3	∅	∅
3	1.0000	1	0.3333	293	148	k	ɑ	d	∅	∅	∅	∅	K	A	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																																													149	x	a	d	∅	∅	∅	∅	G	A	T	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	296	150	b	∅	∅	∅	œy	ɣ	ə	P	∅	∅	∅	U	G	E	1	∅	∅	∅	7	3	7																																													151	b	∅	∅	∅	ɔy	ɡ	ə	P	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	296	150	œy	b	∅	∅	ɣ	ə	-	U	P	∅	∅	G	E	_	7	1	∅	∅	3	7	0																																													151	ɔy	b	∅	∅	ɡ	ə	n	U	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	296	150	ɣ	œy	b	∅	ə	-	∅	G	U	P	∅	E	_	∅	3	7	1	∅	7	0	∅																																													151	ɡ	ɔy	b	∅	ə	n	∅	K	U	P	∅	E	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	296	150	ə	ɣ	œy	b	-	∅	∅	E	G	U	P	_	∅	∅	7	3	7	1	0	∅	∅																																													151	ə	ɡ	ɔy	b	n	∅	∅	E	K	U	P	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	296	150	-	ə	ɣ	œy	∅	∅	∅	_	E	G	U	∅	∅	∅	0	7	3	7	∅	∅	∅																																													151	n	ə	ɡ	ɔy	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	300																							152	f	∅	∅	∅	əʊ	l	d	B	∅	∅	∅	E	L	T	3	∅	∅	∅	7	5	1																							153	f	∅	∅	∅	a	l	t	B	∅	∅	∅	A	L	T	3	∅	∅	∅	7	5	1
2	0.3333	5	0.8333	300																							152	əʊ	f	∅	∅	l	d	-	E	B	∅	∅	L	T	_	7	3	∅	∅	5	1	0																							153	a	f	∅	∅	l	t	ə	A	B	∅	∅	L	T	E	7	3	∅	∅	5	1	7
3	0.5000	4	0.6667	300																							152	l	əʊ	f	∅	d	-	-	L	E	B	∅	T	_	_	5	7	3	∅	1	0	0																							153	l	a	f	∅	t	ə	n	L	A	B	∅	T	E	N	5	7	3	∅	1	7	4
4	0.6667	3	0.5000	300																							152	d	l	əʊ	f	-	-	∅	T	L	E	B	_	_	∅	1	5	7	3	0	0	∅																							153	t	l	a	f	ə	n	∅	T	L	A	B	E	N	∅	1	5	7	3	7	4	∅
5	0.8333	2	0.3333	300																							152	-	d	l	əʊ	-	∅	∅	_	T	L	E	_	∅	∅	0	1	5	7	0	∅	∅																							153	ə	t	l	a	n	∅	∅	E	T	L	A	N	∅	∅	7	1	5	7	4	∅	∅
6	1.0000	1	0.1667	300																							152	-	-	d	l	∅	∅	∅	_	_	T	L	∅	∅	∅	0	0	1	5	∅	∅	∅																							153	n	ə	t	l	∅	∅	∅	N	E	T	L	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	303	154	w	∅	∅	∅	ɛ	r	k	W	∅	∅	∅	E	R	K	6	∅	∅	∅	7	5	1	155	w	∅	∅	∅	ɜː	-	k	W	∅	∅	∅	E	_	K	6	∅	∅	∅	7	0	1																																												
2	0.5000	3	0.7500	303	154	ɛ	w	∅	∅	r	k	∅	E	W	∅	∅	R	K	∅	7	6	∅	∅	5	1	∅	155	ɜː	w	∅	∅	-	k	∅	E	W	∅	∅	_	K	∅	7	6	∅	∅	0	1	∅																																												
3	0.7500	2	0.5000	303	154	r	ɛ	w	∅	k	∅	∅	R	E	W	∅	K	∅	∅	5	7	6	∅	1	∅	∅	155	-	ɜː	w	∅	k	∅	∅	_	E	W	∅	K	∅	∅	0	7	6	∅	1	∅	∅																																												
4	1.0000	1	0.2500	303	154	k	r	ɛ	w	∅	∅	∅	K	R	E	W	∅	∅	∅	1	5	7	6	∅	∅	∅	155	k	-	ɜː	w	∅	∅	∅	K	_	E	W	∅	∅	∅	1	0	7	6	∅	∅	∅																																												
1	0.3333	3	1.0000	305	156	p	∅	∅	∅	aː	l	∅	P	∅	∅	∅	A	L	∅	1	∅	∅	∅	7	5	∅																																													157	pf	∅	∅	∅	aː	l	∅	B	∅	∅	∅	A	L	∅	2	∅	∅	∅	7	5	∅
2	0.6667	2	0.6667	305	156	aː	p	∅	∅	l	∅	∅	A	P	∅	∅	L	∅	∅	7	1	∅	∅	5	∅	∅																																													157	aː	pf	∅	∅	l	∅	∅	A	B	∅	∅	L	∅	∅	7	2	∅	∅	5	∅	∅
3	1.0000	1	0.3333	305	156	l	aː	p	∅	∅	∅	∅	L	A	P	∅	∅	∅	∅	5	7	1	∅	∅	∅	∅																																													157	l	aː	pf	∅	∅	∅	∅	L	A	B	∅	∅	∅	∅	5	7	2	∅	∅	∅	∅
1	0.1429	7	1.0000	311	158	l	∅	∅	∅	ɛɪ	k	-	L	∅	∅	∅	E	K	_	5	∅	∅	∅	7	1	0																																													159	l	∅	∅	∅	ai	x	+	L	∅	∅	∅	A	G	_	5	∅	∅	∅	7	3	0
2	0.2857	6	0.8571	311	158	ɛɪ	l	∅	∅	k	-	-	E	L	∅	∅	K	_	_	7	5	∅	∅	1	0	0																																													159	ai	l	∅	∅	x	+	n	A	L	∅	∅	G	_	N	7	5	∅	∅	3	0	4
3	0.4286	5	0.7143	311	158	k	ɛɪ	l	∅	-	-	-	K	E	L	∅	_	_	_	1	7	5	∅	0	0	0																																													159	x	ai	l	∅	+	n	aː	G	A	L	∅	_	N	A	3	7	5	∅	0	4	7
4	0.5714	4	0.5714	311	158	-	k	ɛɪ	l	-	-	-	_	K	E	L	_	_	_	0	1	7	5	0	0	0																																													159	+	x	ai	l	n	aː	m	_	G	A	L	N	A	M	0	3	7	5	4	7	4
5	0.7143	3	0.4286	311	158	-	-	k	ɛɪ	-	-	∅	_	_	K	E	_	_	∅	0	0	1	7	0	0	∅																																													159	n	+	x	ai	aː	m	∅	N	_	G	A	A	M	∅	4	0	3	7	7	4	∅
6	0.8571	2	0.2857	311	158	-	-	-	k	-	∅	∅	_	_	_	K	_	∅	∅	0	0	0	1	0	∅	∅																																													159	aː	n	+	x	m	∅	∅	A	N	_	G	M	∅	∅	7	4	0	3	4	∅	∅
7	1.0000	1	0.1429	311	158	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																																													159	m	aː	n	+	∅	∅	∅	M	A	N	_	∅	∅	∅	4	7	4	0	∅	∅	∅
1	0.2000	5	1.0000	314	160	d	∅	∅	∅	oː	d	ə	T	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7																																													161	t	∅	∅	∅	ɶː	t	ə	T	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	314	160	oː	d	∅	∅	d	ə	-	U	T	∅	∅	T	E	_	7	1	∅	∅	1	7	0																																													161	ɶː	t	∅	∅	t	ə	n	U	T	∅	∅	T	E	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	314	160	d	oː	d	∅	ə	-	∅	T	U	T	∅	E	_	∅	1	7	1	∅	7	0	∅																																													161	t	ɶː	t	∅	ə	n	∅	T	U	T	∅	E	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	314	160	ə	d	oː	d	-	∅	∅	E	T	U	T	_	∅	∅	7	1	7	1	0	∅	∅																																													161	ə	t	ɶː	t	n	∅	∅	E	T	U	T	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	314	160	-	ə	d	oː	∅	∅	∅	_	E	T	U	∅	∅	∅	0	7	1	7	∅	∅	∅																																													161	n	ə	t	ɶː	∅	∅	∅	N	E	T	U	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	319	162	s	∅	∅	∅	t	ɛ	r	S	∅	∅	∅	T	E	R	3	∅	∅	∅	1	7	5																																													163	ʃ	∅	∅	∅	t	ɛ	r	S	∅	∅	∅	T	E	R	3	∅	∅	∅	1	7	5
2	0.2857	6	0.8571	319	162	t	s	∅	∅	ɛ	r	v	T	S	∅	∅	E	R	B	1	3	∅	∅	7	5	3																																													163	t	ʃ	∅	∅	ɛ	r	b	T	S	∅	∅	E	R	P	1	3	∅	∅	7	5	1
3	0.4286	5	0.7143	319	162	ɛ	t	s	∅	r	v	ə	E	T	S	∅	R	B	E	7	1	3	∅	5	3	7																																													163	ɛ	t	ʃ	∅	r	b	ə	E	T	S	∅	R	P	E	7	1	3	∅	5	1	7
4	0.5714	4	0.5714	319	162	r	ɛ	t	s	v	ə	-	R	E	T	S	B	E	_	5	7	1	3	3	7	0																																													163	r	ɛ	t	ʃ	b	ə	n	R	E	T	S	P	E	N	5	7	1	3	1	7	4
5	0.7143	3	0.4286	319	162	v	r	ɛ	t	ə	-	∅	B	R	E	T	E	_	∅	3	5	7	1	7	0	∅																																													163	b	r	ɛ	t	ə	n	∅	P	R	E	T	E	N	∅	1	5	7	1	7	4	∅
6	0.8571	2	0.2857	319	162	ə	v	r	ɛ	-	∅	∅	E	B	R	E	_	∅	∅	7	3	5	7	0	∅	∅																																													163	ə	b	r	ɛ	n	∅	∅	E	P	R	E	N	∅	∅	7	1	5	7	4	∅	∅
7	1.0000	1	0.1429	319	162	-	ə	v	r	∅	∅	∅	_	E	B	R	∅	∅	∅	0	7	3	5	∅	∅	∅																																													163	n	ə	b	r	∅	∅	∅	N	E	P	R	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.3333	3	1.0000	320																							164	d	∅	∅	∅	aɪ	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							165	t	∅	∅	∅	oː	t	∅	T	∅	∅	∅	U	T	∅	1	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	320																							164	aɪ	d	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							165	oː	t	∅	∅	t	∅	∅	U	T	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅
3	1.0000	1	0.3333	320																							164	-	aɪ	d	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							165	t	oː	t	∅	∅	∅	∅	T	U	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅
1	0.1667	6	1.0000	330	166	z	∅	∅	∅	w	ɑ	ŋ	S	∅	∅	∅	W	A	N	3	∅	∅	∅	6	7	4																																													167	ʃ	∅	∅	∅	v	a	ŋ	S	∅	∅	∅	B	A	N	3	∅	∅	∅	3	7	4
2	0.3333	5	0.8333	330	166	w	z	∅	∅	ɑ	ŋ	ə	W	S	∅	∅	A	N	E	6	3	∅	∅	7	4	7																																													167	v	ʃ	∅	∅	a	ŋ	ə	B	S	∅	∅	A	N	E	3	3	∅	∅	7	4	7
3	0.5000	4	0.6667	330	166	ɑ	w	z	∅	ŋ	ə	r	A	W	S	∅	N	E	R	7	6	3	∅	4	7	5																																													167	a	v	ʃ	∅	ŋ	ə	r	A	B	S	∅	N	E	R	7	3	3	∅	4	7	5
4	0.6667	3	0.5000	330	166	ŋ	ɑ	w	z	ə	r	∅	N	A	W	S	E	R	∅	4	7	6	3	7	5	∅																																													167	ŋ	a	v	ʃ	ə	r	∅	N	A	B	S	E	R	∅	4	7	3	3	7	5	∅
5	0.8333	2	0.3333	330	166	ə	ŋ	ɑ	w	r	∅	∅	E	N	A	W	R	∅	∅	7	4	7	6	5	∅	∅																																													167	ə	ŋ	a	v	r	∅	∅	E	N	A	B	R	∅	∅	7	4	7	3	5	∅	∅
6	1.0000	1	0.1667	330	166	r	ə	ŋ	ɑ	∅	∅	∅	R	E	N	A	∅	∅	∅	5	7	4	7	∅	∅	∅																																													167	r	ə	ŋ	a	∅	∅	∅	R	E	N	A	∅	∅	∅	5	7	4	7	∅	∅	∅
1	0.3333	3	1.0000	337	168	k	∅	∅	∅	aː	p	∅	K	∅	∅	∅	A	P	∅	1	∅	∅	∅	7	1	∅	169	k	∅	∅	∅	eɪ	p	∅	K	∅	∅	∅	E	P	∅	1	∅	∅	∅	7	1	∅																																												
2	0.6667	2	0.6667	337	168	aː	k	∅	∅	p	∅	∅	A	K	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅	169	eɪ	k	∅	∅	p	∅	∅	E	K	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅																																												
3	1.0000	1	0.3333	337	168	p	aː	k	∅	∅	∅	∅	P	A	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	169	p	eɪ	k	∅	∅	∅	∅	P	E	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																																												
1	0.1111	9	1.0000	340	170	b	∅	∅	∅	ə	+	ɣ	P	∅	∅	∅	E	_	G	1	∅	∅	∅	7	0	3																																													171	b	∅	∅	∅	ə	+	ɡ	P	∅	∅	∅	E	_	K	1	∅	∅	∅	7	0	1
2	0.2222	8	0.8889	340	170	ə	b	∅	∅	+	ɣ	r	E	P	∅	∅	_	G	R	7	1	∅	∅	0	3	5																																													171	ə	b	∅	∅	+	ɡ	r	E	P	∅	∅	_	K	R	7	1	∅	∅	0	1	5
3	0.3333	7	0.7778	340	170	+	ə	b	∅	ɣ	r	aː	_	E	P	∅	G	R	A	0	7	1	∅	3	5	7																																													171	+	ə	b	∅	ɡ	r	aː	_	E	P	∅	K	R	A	0	7	1	∅	1	5	7
4	0.4444	6	0.6667	340	170	ɣ	+	ə	b	r	aː	v	G	_	E	P	R	A	B	3	0	7	1	5	7	3																																													171	ɡ	+	ə	b	r	aː	b	K	_	E	P	R	A	P	1	0	7	1	5	7	1
5	0.5556	5	0.5556	340	170	r	ɣ	+	ə	aː	v	ə	R	G	_	E	A	B	E	5	3	0	7	7	3	7																																													171	r	ɡ	+	ə	aː	b	ə	R	K	_	E	A	P	E	5	1	0	7	7	1	7
6	0.6667	4	0.4444	340	170	aː	r	ɣ	+	v	ə	-	A	R	G	_	B	E	_	7	5	3	0	3	7	0																																													171	aː	r	ɡ	+	b	ə	n	A	R	K	_	P	E	N	7	5	1	0	1	7	4
7	0.7778	3	0.3333	340	170	v	aː	r	ɣ	ə	-	∅	B	A	R	G	E	_	∅	3	7	5	3	7	0	∅																																													171	b	aː	r	ɡ	ə	n	∅	P	A	R	K	E	N	∅	1	7	5	1	7	4	∅
8	0.8889	2	0.2222	340	170	ə	v	aː	r	-	∅	∅	E	B	A	R	_	∅	∅	7	3	7	5	0	∅	∅																																													171	ə	b	aː	r	n	∅	∅	E	P	A	R	N	∅	∅	7	1	7	5	4	∅	∅
9	1.0000	1	0.1111	340	170	-	ə	v	aː	∅	∅	∅	_	E	B	A	∅	∅	∅	0	7	3	7	∅	∅	∅																																													171	n	ə	b	aː	∅	∅	∅	N	E	P	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	347	172	t	∅	∅	∅	w	eː	d	T	∅	∅	∅	W	E	T	1	∅	∅	∅	6	7	1																																													173	ts	∅	∅	∅	v	ai	t	C	∅	∅	∅	B	A	T	2	∅	∅	∅	3	7	1
