index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
1	0.2000	5	1.0000	280	117	b	∅	∅	∅	oː	x	-	P	∅	∅	∅	U	G	_	1	∅	∅	∅	7	3	0																																													118	b	∅	∅	∅	oː	ɡ	ə	P	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	280	117	oː	b	∅	∅	x	-	-	U	P	∅	∅	G	_	_	7	1	∅	∅	3	0	0																																													118	oː	b	∅	∅	ɡ	ə	n	U	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	280	117	x	oː	b	∅	-	-	∅	G	U	P	∅	_	_	∅	3	7	1	∅	0	0	∅																																													118	ɡ	oː	b	∅	ə	n	∅	K	U	P	∅	E	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	280	117	-	x	oː	b	-	∅	∅	_	G	U	P	_	∅	∅	0	3	7	1	0	∅	∅																																													118	ə	ɡ	oː	b	n	∅	∅	E	K	U	P	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	280	117	-	-	x	oː	∅	∅	∅	_	_	G	U	∅	∅	∅	0	0	3	7	∅	∅	∅																																													118	n	ə	ɡ	oː	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.3333	3	1.0000	287	119	t	∅	∅	∅	ɑu	w	∅	T	∅	∅	∅	A	W	∅	1	∅	∅	∅	7	6	∅																																													120	t	∅	∅	∅	au	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	287	119	ɑu	t	∅	∅	w	∅	∅	A	T	∅	∅	W	∅	∅	7	1	∅	∅	6	∅	∅																																													120	au	t	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	287	119	w	ɑu	t	∅	∅	∅	∅	W	A	T	∅	∅	∅	∅	6	7	1	∅	∅	∅	∅																																													120	-	au	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	293	121	d	∅	∅	∅	ɑ	k	∅	T	∅	∅	∅	A	K	∅	1	∅	∅	∅	7	1	∅																																													122	d	∅	∅	∅	a	x	∅	T	∅	∅	∅	A	G	∅	1	∅	∅	∅	7	3	∅
2	0.6667	2	0.6667	293	121	ɑ	d	∅	∅	k	∅	∅	A	T	∅	∅	K	∅	∅	7	1	∅	∅	1	∅	∅																																													122	a	d	∅	∅	x	∅	∅	A	T	∅	∅	G	∅	∅	7	1	∅	∅	3	∅	∅
3	1.0000	1	0.3333	293	121	k	ɑ	d	∅	∅	∅	∅	K	A	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																																													122	x	a	d	∅	∅	∅	∅	G	A	T	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	296	123	b	∅	∅	∅	œy	ɣ	ə	P	∅	∅	∅	U	G	E	1	∅	∅	∅	7	3	7																																													124	b	∅	∅	∅	ɔy	ɡ	ə	P	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	296	123	œy	b	∅	∅	ɣ	ə	-	U	P	∅	∅	G	E	_	7	1	∅	∅	3	7	0																																													124	ɔy	b	∅	∅	ɡ	ə	n	U	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	296	123	ɣ	œy	b	∅	ə	-	∅	G	U	P	∅	E	_	∅	3	7	1	∅	7	0	∅																																													124	ɡ	ɔy	b	∅	ə	n	∅	K	U	P	∅	E	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	296	123	ə	ɣ	œy	b	-	∅	∅	E	G	U	P	_	∅	∅	7	3	7	1	0	∅	∅																																													124	ə	ɡ	ɔy	b	n	∅	∅	E	K	U	P	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	296	123	-	ə	ɣ	œy	∅	∅	∅	_	E	G	U	∅	∅	∅	0	7	3	7	∅	∅	∅																																													124	n	ə	ɡ	ɔy	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	300																							125	f	∅	∅	∅	əʊ	l	d	B	∅	∅	∅	E	L	T	3	∅	∅	∅	7	5	1																							126	f	∅	∅	∅	a	l	t	B	∅	∅	∅	A	L	T	3	∅	∅	∅	7	5	1
2	0.3333	5	0.8333	300																							125	əʊ	f	∅	∅	l	d	-	E	B	∅	∅	L	T	_	7	3	∅	∅	5	1	0																							126	a	f	∅	∅	l	t	ə	A	B	∅	∅	L	T	E	7	3	∅	∅	5	1	7
3	0.5000	4	0.6667	300																							125	l	əʊ	f	∅	d	-	-	L	E	B	∅	T	_	_	5	7	3	∅	1	0	0																							126	l	a	f	∅	t	ə	n	L	A	B	∅	T	E	N	5	7	3	∅	1	7	4
4	0.6667	3	0.5000	300																							125	d	l	əʊ	f	-	-	∅	T	L	E	B	_	_	∅	1	5	7	3	0	0	∅																							126	t	l	a	f	ə	n	∅	T	L	A	B	E	N	∅	1	5	7	3	7	4	∅
5	0.8333	2	0.3333	300																							125	-	d	l	əʊ	-	∅	∅	_	T	L	E	_	∅	∅	0	1	5	7	0	∅	∅																							126	ə	t	l	a	n	∅	∅	E	T	L	A	N	∅	∅	7	1	5	7	4	∅	∅
6	1.0000	1	0.1667	300																							125	-	-	d	l	∅	∅	∅	_	_	T	L	∅	∅	∅	0	0	1	5	∅	∅	∅																							126	n	ə	t	l	∅	∅	∅	N	E	T	L	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	303	127	w	∅	∅	∅	ɛ	r	k	W	∅	∅	∅	E	R	K	6	∅	∅	∅	7	5	1	128	w	∅	∅	∅	ɜː	-	k	W	∅	∅	∅	E	_	K	6	∅	∅	∅	7	0	1																																												
2	0.5000	3	0.7500	303	127	ɛ	w	∅	∅	r	k	∅	E	W	∅	∅	R	K	∅	7	6	∅	∅	5	1	∅	128	ɜː	w	∅	∅	-	k	∅	E	W	∅	∅	_	K	∅	7	6	∅	∅	0	1	∅																																												
3	0.7500	2	0.5000	303	127	r	ɛ	w	∅	k	∅	∅	R	E	W	∅	K	∅	∅	5	7	6	∅	1	∅	∅	128	-	ɜː	w	∅	k	∅	∅	_	E	W	∅	K	∅	∅	0	7	6	∅	1	∅	∅																																												
4	1.0000	1	0.2500	303	127	k	r	ɛ	w	∅	∅	∅	K	R	E	W	∅	∅	∅	1	5	7	6	∅	∅	∅	128	k	-	ɜː	w	∅	∅	∅	K	_	E	W	∅	∅	∅	1	0	7	6	∅	∅	∅																																												
1	0.3333	3	1.0000	305	129	p	∅	∅	∅	aː	l	∅	P	∅	∅	∅	A	L	∅	1	∅	∅	∅	7	5	∅																																													130	pf	∅	∅	∅	aː	l	∅	B	∅	∅	∅	A	L	∅	2	∅	∅	∅	7	5	∅
2	0.6667	2	0.6667	305	129	aː	p	∅	∅	l	∅	∅	A	P	∅	∅	L	∅	∅	7	1	∅	∅	5	∅	∅																																													130	aː	pf	∅	∅	l	∅	∅	A	B	∅	∅	L	∅	∅	7	2	∅	∅	5	∅	∅
3	1.0000	1	0.3333	305	129	l	aː	p	∅	∅	∅	∅	L	A	P	∅	∅	∅	∅	5	7	1	∅	∅	∅	∅																																													130	l	aː	pf	∅	∅	∅	∅	L	A	B	∅	∅	∅	∅	5	7	2	∅	∅	∅	∅
1	0.1429	7	1.0000	311	131	l	∅	∅	∅	ɛɪ	k	-	L	∅	∅	∅	E	K	_	5	∅	∅	∅	7	1	0																																													132	l	∅	∅	∅	ai	x	+	L	∅	∅	∅	A	G	_	5	∅	∅	∅	7	3	0
2	0.2857	6	0.8571	311	131	ɛɪ	l	∅	∅	k	-	-	E	L	∅	∅	K	_	_	7	5	∅	∅	1	0	0																																													132	ai	l	∅	∅	x	+	n	A	L	∅	∅	G	_	N	7	5	∅	∅	3	0	4
3	0.4286	5	0.7143	311	131	k	ɛɪ	l	∅	-	-	-	K	E	L	∅	_	_	_	1	7	5	∅	0	0	0																																													132	x	ai	l	∅	+	n	aː	G	A	L	∅	_	N	A	3	7	5	∅	0	4	7
4	0.5714	4	0.5714	311	131	-	k	ɛɪ	l	-	-	-	_	K	E	L	_	_	_	0	1	7	5	0	0	0																																													132	+	x	ai	l	n	aː	m	_	G	A	L	N	A	M	0	3	7	5	4	7	4
5	0.7143	3	0.4286	311	131	-	-	k	ɛɪ	-	-	∅	_	_	K	E	_	_	∅	0	0	1	7	0	0	∅																																													132	n	+	x	ai	aː	m	∅	N	_	G	A	A	M	∅	4	0	3	7	7	4	∅
6	0.8571	2	0.2857	311	131	-	-	-	k	-	∅	∅	_	_	_	K	_	∅	∅	0	0	0	1	0	∅	∅																																													132	aː	n	+	x	m	∅	∅	A	N	_	G	M	∅	∅	7	4	0	3	4	∅	∅
7	1.0000	1	0.1429	311	131	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																																													132	m	aː	n	+	∅	∅	∅	M	A	N	_	∅	∅	∅	4	7	4	0	∅	∅	∅
1	0.2000	5	1.0000	314	133	d	∅	∅	∅	oː	d	ə	T	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7																																													134	t	∅	∅	∅	ɶː	t	ə	T	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	314	133	oː	d	∅	∅	d	ə	-	U	T	∅	∅	T	E	_	7	1	∅	∅	1	7	0																																													134	ɶː	t	∅	∅	t	ə	n	U	T	∅	∅	T	E	N	7	1	∅	∅	1	7	4
3	0.6000	3	0.6000	314	133	d	oː	d	∅	ə	-	∅	T	U	T	∅	E	_	∅	1	7	1	∅	7	0	∅																																													134	t	ɶː	t	∅	ə	n	∅	T	U	T	∅	E	N	∅	1	7	1	∅	7	4	∅
4	0.8000	2	0.4000	314	133	ə	d	oː	d	-	∅	∅	E	T	U	T	_	∅	∅	7	1	7	1	0	∅	∅																																													134	ə	t	ɶː	t	n	∅	∅	E	T	U	T	N	∅	∅	7	1	7	1	4	∅	∅
5	1.0000	1	0.2000	314	133	-	ə	d	oː	∅	∅	∅	_	E	T	U	∅	∅	∅	0	7	1	7	∅	∅	∅																																													134	n	ə	t	ɶː	∅	∅	∅	N	E	T	U	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	319	135	s	∅	∅	∅	t	ɛ	r	S	∅	∅	∅	T	E	R	3	∅	∅	∅	1	7	5																																													136	ʃ	∅	∅	∅	t	ɛ	r	S	∅	∅	∅	T	E	R	3	∅	∅	∅	1	7	5
2	0.2857	6	0.8571	319	135	t	s	∅	∅	ɛ	r	v	T	S	∅	∅	E	R	B	1	3	∅	∅	7	5	3																																													136	t	ʃ	∅	∅	ɛ	r	b	T	S	∅	∅	E	R	P	1	3	∅	∅	7	5	1
3	0.4286	5	0.7143	319	135	ɛ	t	s	∅	r	v	ə	E	T	S	∅	R	B	E	7	1	3	∅	5	3	7																																													136	ɛ	t	ʃ	∅	r	b	ə	E	T	S	∅	R	P	E	7	1	3	∅	5	1	7
4	0.5714	4	0.5714	319	135	r	ɛ	t	s	v	ə	-	R	E	T	S	B	E	_	5	7	1	3	3	7	0																																													136	r	ɛ	t	ʃ	b	ə	n	R	E	T	S	P	E	N	5	7	1	3	1	7	4
5	0.7143	3	0.4286	319	135	v	r	ɛ	t	ə	-	∅	B	R	E	T	E	_	∅	3	5	7	1	7	0	∅																																													136	b	r	ɛ	t	ə	n	∅	P	R	E	T	E	N	∅	1	5	7	1	7	4	∅
6	0.8571	2	0.2857	319	135	ə	v	r	ɛ	-	∅	∅	E	B	R	E	_	∅	∅	7	3	5	7	0	∅	∅																																													136	ə	b	r	ɛ	n	∅	∅	E	P	R	E	N	∅	∅	7	1	5	7	4	∅	∅
7	1.0000	1	0.1429	319	135	-	ə	v	r	∅	∅	∅	_	E	B	R	∅	∅	∅	0	7	3	5	∅	∅	∅																																													136	n	ə	b	r	∅	∅	∅	N	E	P	R	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.3333	3	1.0000	320																							137	d	∅	∅	∅	aɪ	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							138	t	∅	∅	∅	oː	t	∅	T	∅	∅	∅	U	T	∅	1	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	320																							137	aɪ	d	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							138	oː	t	∅	∅	t	∅	∅	U	T	∅	∅	T	∅	∅	7	1	∅	∅	1	∅	∅
3	1.0000	1	0.3333	320																							137	-	aɪ	d	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							138	t	oː	t	∅	∅	∅	∅	T	U	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅
1	0.1667	6	1.0000	330	139	z	∅	∅	∅	w	ɑ	ŋ	S	∅	∅	∅	W	A	N	3	∅	∅	∅	6	7	4																																													140	ʃ	∅	∅	∅	v	a	ŋ	S	∅	∅	∅	B	A	N	3	∅	∅	∅	3	7	4
2	0.3333	5	0.8333	330	139	w	z	∅	∅	ɑ	ŋ	ə	W	S	∅	∅	A	N	E	6	3	∅	∅	7	4	7																																													140	v	ʃ	∅	∅	a	ŋ	ə	B	S	∅	∅	A	N	E	3	3	∅	∅	7	4	7
3	0.5000	4	0.6667	330	139	ɑ	w	z	∅	ŋ	ə	r	A	W	S	∅	N	E	R	7	6	3	∅	4	7	5																																													140	a	v	ʃ	∅	ŋ	ə	r	A	B	S	∅	N	E	R	7	3	3	∅	4	7	5
4	0.6667	3	0.5000	330	139	ŋ	ɑ	w	z	ə	r	∅	N	A	W	S	E	R	∅	4	7	6	3	7	5	∅																																													140	ŋ	a	v	ʃ	ə	r	∅	N	A	B	S	E	R	∅	4	7	3	3	7	5	∅
5	0.8333	2	0.3333	330	139	ə	ŋ	ɑ	w	r	∅	∅	E	N	A	W	R	∅	∅	7	4	7	6	5	∅	∅																																													140	ə	ŋ	a	v	r	∅	∅	E	N	A	B	R	∅	∅	7	4	7	3	5	∅	∅
6	1.0000	1	0.1667	330	139	r	ə	ŋ	ɑ	∅	∅	∅	R	E	N	A	∅	∅	∅	5	7	4	7	∅	∅	∅																																													140	r	ə	ŋ	a	∅	∅	∅	R	E	N	A	∅	∅	∅	5	7	4	7	∅	∅	∅
1	0.3333	3	1.0000	337	141	k	∅	∅	∅	aː	p	∅	K	∅	∅	∅	A	P	∅	1	∅	∅	∅	7	1	∅	142	k	∅	∅	∅	eɪ	p	∅	K	∅	∅	∅	E	P	∅	1	∅	∅	∅	7	1	∅																																												
2	0.6667	2	0.6667	337	141	aː	k	∅	∅	p	∅	∅	A	K	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅	142	eɪ	k	∅	∅	p	∅	∅	E	K	∅	∅	P	∅	∅	7	1	∅	∅	1	∅	∅																																												
3	1.0000	1	0.3333	337	141	p	aː	k	∅	∅	∅	∅	P	A	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	142	p	eɪ	k	∅	∅	∅	∅	P	E	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																																												
1	0.1111	9	1.0000	340	143	b	∅	∅	∅	ə	+	ɣ	P	∅	∅	∅	E	_	G	1	∅	∅	∅	7	0	3																																													144	b	∅	∅	∅	ə	+	ɡ	P	∅	∅	∅	E	_	K	1	∅	∅	∅	7	0	1
2	0.2222	8	0.8889	340	143	ə	b	∅	∅	+	ɣ	r	E	P	∅	∅	_	G	R	7	1	∅	∅	0	3	5																																													144	ə	b	∅	∅	+	ɡ	r	E	P	∅	∅	_	K	R	7	1	∅	∅	0	1	5
3	0.3333	7	0.7778	340	143	+	ə	b	∅	ɣ	r	aː	_	E	P	∅	G	R	A	0	7	1	∅	3	5	7																																													144	+	ə	b	∅	ɡ	r	aː	_	E	P	∅	K	R	A	0	7	1	∅	1	5	7
4	0.4444	6	0.6667	340	143	ɣ	+	ə	b	r	aː	v	G	_	E	P	R	A	B	3	0	7	1	5	7	3																																													144	ɡ	+	ə	b	r	aː	b	K	_	E	P	R	A	P	1	0	7	1	5	7	1
5	0.5556	5	0.5556	340	143	r	ɣ	+	ə	aː	v	ə	R	G	_	E	A	B	E	5	3	0	7	7	3	7																																													144	r	ɡ	+	ə	aː	b	ə	R	K	_	E	A	P	E	5	1	0	7	7	1	7
6	0.6667	4	0.4444	340	143	aː	r	ɣ	+	v	ə	-	A	R	G	_	B	E	_	7	5	3	0	3	7	0																																													144	aː	r	ɡ	+	b	ə	n	A	R	K	_	P	E	N	7	5	1	0	1	7	4
7	0.7778	3	0.3333	340	143	v	aː	r	ɣ	ə	-	∅	B	A	R	G	E	_	∅	3	7	5	3	7	0	∅																																													144	b	aː	r	ɡ	ə	n	∅	P	A	R	K	E	N	∅	1	7	5	1	7	4	∅
8	0.8889	2	0.2222	340	143	ə	v	aː	r	-	∅	∅	E	B	A	R	_	∅	∅	7	3	7	5	0	∅	∅																																													144	ə	b	aː	r	n	∅	∅	E	P	A	R	N	∅	∅	7	1	7	5	4	∅	∅
9	1.0000	1	0.1111	340	143	-	ə	v	aː	∅	∅	∅	_	E	B	A	∅	∅	∅	0	7	3	7	∅	∅	∅																																													144	n	ə	b	aː	∅	∅	∅	N	E	P	A	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	347	145	t	∅	∅	∅	w	eː	d	T	∅	∅	∅	W	E	T	1	∅	∅	∅	6	7	1																																													146	ts	∅	∅	∅	v	ai	t	C	∅	∅	∅	B	A	T	2	∅	∅	∅	3	7	1
2	0.4000	4	0.8000	347	145	w	t	∅	∅	eː	d	ə	W	T	∅	∅	E	T	E	6	1	∅	∅	7	1	7																																													146	v	ts	∅	∅	ai	t	ə	B	C	∅	∅	A	T	E	3	2	∅	∅	7	1	7
3	0.6000	3	0.6000	347	145	eː	w	t	∅	d	ə	∅	E	W	T	∅	T	E	∅	7	6	1	∅	1	7	∅																																													146	ai	v	ts	∅	t	ə	∅	A	B	C	∅	T	E	∅	7	3	2	∅	1	7	∅
4	0.8000	2	0.4000	347	145	d	eː	w	t	ə	∅	∅	T	E	W	T	E	∅	∅	1	7	6	1	7	∅	∅																																													146	t	ai	v	ts	ə	∅	∅	T	A	B	C	E	∅	∅	1	7	3	2	7	∅	∅
5	1.0000	1	0.2000	347	145	ə	d	eː	w	∅	∅	∅	E	T	E	W	∅	∅	∅	7	1	7	6	∅	∅	∅																																													146	ə	t	ai	v	∅	∅	∅	E	T	A	B	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2000	5	1.0000	352	147	eː	∅	∅	∅	r	s	t	E	∅	∅	∅	R	S	T	7	∅	∅	∅	5	3	1																																													148	eː	∅	∅	∅	r	s	t	E	∅	∅	∅	R	S	T	7	∅	∅	∅	5	3	1
2	0.4000	4	0.8000	352	147	r	eː	∅	∅	s	t	ə	R	E	∅	∅	S	T	E	5	7	∅	∅	3	1	7																																													148	r	eː	∅	∅	s	t	ə	R	E	∅	∅	S	T	E	5	7	∅	∅	3	1	7
3	0.6000	3	0.6000	352	147	s	r	eː	∅	t	ə	∅	S	R	E	∅	T	E	∅	3	5	7	∅	1	7	∅																																													148	s	r	eː	∅	t	ə	∅	S	R	E	∅	T	E	∅	3	5	7	∅	1	7	∅
4	0.8000	2	0.4000	352	147	t	s	r	eː	ə	∅	∅	T	S	R	E	E	∅	∅	1	3	5	7	7	∅	∅																																													148	t	s	r	eː	ə	∅	∅	T	S	R	E	E	∅	∅	1	3	5	7	7	∅	∅
5	1.0000	1	0.2000	352	147	ə	t	s	r	∅	∅	∅	E	T	S	R	∅	∅	∅	7	1	3	5	∅	∅	∅																																													148	ə	t	s	r	∅	∅	∅	E	T	S	R	∅	∅	∅	7	1	3	5	∅	∅	∅
1	0.2000	5	1.0000	393	149	k	∅	∅	∅	ɑu	w	ə	K	∅	∅	∅	A	W	E	1	∅	∅	∅	7	6	7																																													150	k	∅	∅	∅	au	-	ə	K	∅	∅	∅	A	_	E	1	∅	∅	∅	7	0	7
2	0.4000	4	0.8000	393	149	ɑu	k	∅	∅	w	ə	-	A	K	∅	∅	W	E	_	7	1	∅	∅	6	7	0																																													150	au	k	∅	∅	-	ə	n	A	K	∅	∅	_	E	N	7	1	∅	∅	0	7	4
3	0.6000	3	0.6000	393	149	w	ɑu	k	∅	ə	-	∅	W	A	K	∅	E	_	∅	6	7	1	∅	7	0	∅																																													150	-	au	k	∅	ə	n	∅	_	A	K	∅	E	N	∅	0	7	1	∅	7	4	∅
4	0.8000	2	0.4000	393	149	ə	w	ɑu	k	-	∅	∅	E	W	A	K	_	∅	∅	7	6	7	1	0	∅	∅																																													150	ə	-	au	k	n	∅	∅	E	_	A	K	N	∅	∅	7	0	7	1	4	∅	∅
5	1.0000	1	0.2000	393	149	-	ə	w	ɑu	∅	∅	∅	_	E	W	A	∅	∅	∅	0	7	6	7	∅	∅	∅																																													150	n	ə	-	au	∅	∅	∅	N	E	_	A	∅	∅	∅	4	7	0	7	∅	∅	∅
1	0.1111	9	1.0000	420	151	aː	∅	∅	∅	r	d	+	A	∅	∅	∅	R	T	_	7	∅	∅	∅	5	1	0																																													152	eː	∅	∅	∅	r	t	+	E	∅	∅	∅	R	T	_	7	∅	∅	∅	5	1	0
2	0.2222	8	0.8889	420	151	r	aː	∅	∅	d	+	b	R	A	∅	∅	T	_	P	5	7	∅	∅	1	0	1																																													152	r	eː	∅	∅	t	+	b	R	E	∅	∅	T	_	P	5	7	∅	∅	1	0	1
3	0.3333	7	0.7778	420	151	d	r	aː	∅	+	b	eː	T	R	A	∅	_	P	E	1	5	7	∅	0	1	7																																													152	t	r	eː	∅	+	b	eː	T	R	E	∅	_	P	E	1	5	7	∅	0	1	7
4	0.4444	6	0.6667	420	151	+	d	r	aː	b	eː	v	_	T	R	A	P	E	B	0	1	5	7	1	7	3																																													152	+	t	r	eː	b	eː	b	_	T	R	E	P	E	P	0	1	5	7	1	7	1
5	0.5556	5	0.5556	420	151	b	+	d	r	eː	v	ɪ	P	_	T	R	E	B	I	1	0	1	5	7	3	7																																													152	b	+	t	r	eː	b	ə	P	_	T	R	E	P	E	1	0	1	5	7	1	7
6	0.6667	4	0.4444	420	151	eː	b	+	d	v	ɪ	ŋ	E	P	_	T	B	I	N	7	1	0	1	3	7	4																																													152	eː	b	+	t	b	ə	n	E	P	_	T	P	E	N	7	1	0	1	1	7	4
7	0.7778	3	0.3333	420	151	v	eː	b	+	ɪ	ŋ	∅	B	E	P	_	I	N	∅	3	7	1	0	7	4	∅																																													152	b	eː	b	+	ə	n	∅	P	E	P	_	E	N	∅	1	7	1	0	7	4	∅
8	0.8889	2	0.2222	420	151	ɪ	v	eː	b	ŋ	∅	∅	I	B	E	P	N	∅	∅	7	3	7	1	4	∅	∅																																													152	ə	b	eː	b	n	∅	∅	E	P	E	P	N	∅	∅	7	1	7	1	4	∅	∅
9	1.0000	1	0.1111	420	151	ŋ	ɪ	v	eː	∅	∅	∅	N	I	B	E	∅	∅	∅	4	7	3	7	∅	∅	∅																																													152	n	ə	b	eː	∅	∅	∅	N	E	P	E	∅	∅	∅	4	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	427	153	w	∅	∅	∅	ɑu	-	t	W	∅	∅	∅	A	_	T	6	∅	∅	∅	7	0	1																																													154	v	∅	∅	∅	a	l	t	B	∅	∅	∅	A	L	T	3	∅	∅	∅	7	5	1
2	0.5000	3	0.7500	427	153	ɑu	w	∅	∅	-	t	∅	A	W	∅	∅	_	T	∅	7	6	∅	∅	0	1	∅																																													154	a	v	∅	∅	l	t	∅	A	B	∅	∅	L	T	∅	7	3	∅	∅	5	1	∅
3	0.7500	2	0.5000	427	153	-	ɑu	w	∅	t	∅	∅	_	A	W	∅	T	∅	∅	0	7	6	∅	1	∅	∅																																													154	l	a	v	∅	t	∅	∅	L	A	B	∅	T	∅	∅	5	7	3	∅	1	∅	∅
4	1.0000	1	0.2500	427	153	t	-	ɑu	w	∅	∅	∅	T	_	A	W	∅	∅	∅	1	0	7	6	∅	∅	∅																																													154	t	l	a	v	∅	∅	∅	T	L	A	B	∅	∅	∅	1	5	7	3	∅	∅	∅
1	0.1667	6	1.0000	431	155	k	∅	∅	∅	l	ɪ	ŋ	K	∅	∅	∅	L	I	N	1	∅	∅	∅	5	7	4																																													156	k	∅	∅	∅	l	ɪ	ŋ	K	∅	∅	∅	L	I	N	1	∅	∅	∅	5	7	4
2	0.3333	5	0.8333	431	155	l	k	∅	∅	ɪ	ŋ	k	L	K	∅	∅	I	N	K	5	1	∅	∅	7	4	1																																													156	l	k	∅	∅	ɪ	ŋ	k	L	K	∅	∅	I	N	K	5	1	∅	∅	7	4	1
3	0.5000	4	0.6667	431	155	ɪ	l	k	∅	ŋ	k	-	I	L	K	∅	N	K	_	7	5	1	∅	4	1	0																																													156	ɪ	l	k	∅	ŋ	k	ə	I	L	K	∅	N	K	E	7	5	1	∅	4	1	7
4	0.6667	3	0.5000	431	155	ŋ	ɪ	l	k	k	-	∅	N	I	L	K	K	_	∅	4	7	5	1	1	0	∅																																													156	ŋ	ɪ	l	k	k	ə	∅	N	I	L	K	K	E	∅	4	7	5	1	1	7	∅
5	0.8333	2	0.3333	431	155	k	ŋ	ɪ	l	-	∅	∅	K	N	I	L	_	∅	∅	1	4	7	5	0	∅	∅																																													156	k	ŋ	ɪ	l	ə	∅	∅	K	N	I	L	E	∅	∅	1	4	7	5	7	∅	∅
6	1.0000	1	0.1667	431	155	-	k	ŋ	ɪ	∅	∅	∅	_	K	N	I	∅	∅	∅	0	1	4	7	∅	∅	∅																																													156	ə	k	ŋ	ɪ	∅	∅	∅	E	K	N	I	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	436	157	h	∅	∅	∅	ɑu	-	t	H	∅	∅	∅	A	_	T	3	∅	∅	∅	7	0	1																																													158	h	∅	∅	∅	ɔ	l	ts	H	∅	∅	∅	U	L	C	3	∅	∅	∅	7	5	2
