COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
3667-5					tʰ ã ʔ ²¹			
3680-5					kʰ l ei ʔ ²¹			
3763-5					pʰ w o ʔ ²¹			
3850-5					pʰ l a ¹¹			
3878-5					tʰ ei ³⁵			
3903-5					tʰ ãi ³⁵			
3938-5					ɔ ³³			
3963-5					l ɛ ¹¹			
3977-5					m a ³⁵			
1464-5					l ei ãi ²¹			
10-5					l au ʔ ²¹			
59-5					tʰ ɛ̃ ⁵⁵			
91-5					pʰ a ³³			
288-5					s w ei ³³			
316-5					m ãi ⁵⁵			
336-5					kʰ l ei ³⁵			
383-5					s ei ³³			
408-5					pʰ ãi ³⁵			
567-5					s u ³³			
646-5					s ei ³³			
666-5					b a ³³			
696-5					pʰ w a ⁵⁵			
634-5					pʰ l au ³³			
725-5					kʰ w ei ²¹			
750-5					kʰ u ʔ ⁴⁵			
823-5					kʰ l ei ³³			
835-5					ʔ u ³³			
894-5					n ei ⁵⁵			
906-5					s ei ³⁵			
930-5					j o ʔ ²¹			
969-5					ʔ w ãi			
1104-5					l u ³⁵			
1160-5					ʔ a ɦ			
1314-5					k ɑ̃ ʔ ²¹			
1385-5					w ɑ̃ ʔ ²¹			
1539-5					ʔ ãi ³⁵			
1554-5					l ɛ ³³			
1577-5					d ɛ ³³			
1565-5					l ei ⁵⁵			
1599-5					l a ⁵⁵			
1632-5					tʰ u ¹¹			
1829-5					cʰ a ¹¹			
1878-5					l ãi ³³			
1907-5					s w ʔ ⁴⁵			
2025-5					tʰ ɑ̃ ⁵⁵			
2046-5					n a ³³			
2072-5					s ɑ̃ ³⁵			
2193-5					pʰ a ³⁵			
2219-5					kʰ o ʔ ²¹			
2230-5					ʔ a ³⁵			
2255-5					w ãi ⁵⁵			
2279-5					w ei ⁵⁵			
2401-5					ʔ ãi ɦ			
2442-5					s ɛ̃ ³⁵			
2468-5					n ãi ³³			
2559-5					k ei ³³			
2590-5					pʰ ɔ̃ ⁵⁵			
2604-5					tʰ ãi ³³			
2662-5					tʰ u ɦ			
2825-5					b au ʔ ²¹			
2922-5					cʰ ɑ̃ ³⁵			
2973-5					n ɑ̃ ai			
3047-5					pʰ əɨ ³³			
3125-5					n ɑ̃ ⁵⁵			
21-6						d ə ŋ ¹¹		
33-6						d ə ¹¹		
46-6						b l a ¹¹		
126-6						s a ⁵⁵ ⁵⁵		
114-6						ˀb a ŋ ¹¹		
149-6						p l a ¹¹		
171-6						tʰ a ɴ ⁵⁵		
191-6						h a w ⁵⁵		
203-6						n e ⁵⁵		
224-6						l a ʔ ⁵¹		
275-6						kʰ a ¹¹		
302-6						ʔ u ⁵⁵		
315-6						tʰ ɔ ʔ̚ ⁵¹		
394-6						n o ʔ̚ ⁵¹		
431-6						pʰ a ʔ̚ ⁵¹		
444-6						p a ʔ̚ ⁵¹		
445-6						n a ¹¹		
514-6						s i ʔ̚ ⁵¹		
555-6						kʰ w i ¹¹		
579-6						cʰ a ⁵⁵ ⁵⁵ ⁵⁵		
603-6						kʰ a ¹¹		
737-6						l ou ¹¹		
763-6						cʰ w ɛ ¹¹		
870-6						kʰ e ʔ̚ ⁵¹		
918-6						ʔ ə ŋ ⁵⁵		
979-6						l a ŋ ⁵⁵		
1013-6						m̥ a ¹¹		
1040-6						tʰ w i ¹¹		
1027-6						m̥ a ⁵⁵		
1053-6						l w i ¹¹		
1065-6						m̥ a ŋ ¹¹		
1091-6						m̥ w ɴ ⁵⁵		
1116-6						ʔ e ¹¹		
1129-6						n a ¹¹		
1173-6						ˀd ei ¹¹		
1207-6						cʰ a ŋ ⁵⁵		
1255-6						b e ʔ ⁵¹		
1277-6						d ɛ ʔ ⁵¹		
1290-6						ˀb w ɴ ŋ		
1301-6						cʰ w ɴ ɴ		
1337-6						m̥ ə ¹¹		
1323-6						m̥ u ¹¹		
1350-6						m̥ e ¹¹		
1372-6						j ɛ ŋ ⁵¹		
1498-6						ˀd e ¹¹		
1664-6						l e ʔ̚ ⁵¹		
1652-6						ʔ ɔ ¹¹		
1687-6						s a ʔ̚ ⁵¹		
1708-6						s r ¹¹		
1732-6						d o ŋ ¹¹		
1742-6						n o ŋ ⁵⁵		
1755-6						pʰ r ɨ ⁵⁵ ⁵⁵		
1767-6						s e ɴ		
1786-6						j a ⁵⁵ ⁵⁵		
1803-6						w a ⁵⁵		
1815-6						cʰ a ⁵⁵		
1840-6						b r e ʔ ⁵¹		
1853-6						tʰ a ʔ̚ ⁵¹		
1866-6						s a ʔ̚ ⁵¹		
1894-6						l a ¹¹		
1934-6						c e ¹¹		
1947-6						kʰ a ŋ ¹¹		
1993-6						pʰ w i ⁵⁵		
2059-6						ʔ ɔ ŋ ¹¹		
2098-6						ŋ j a ⁵⁵ ⁵¹		
2086-6						tʰ o ⁵⁵		
2153-6						s ə ¹¹		
2180-6						l o ŋ ¹¹		
2205-6						kʰ w o ⁵⁵		
2328-6						l a ⁵⁵		
2349-6						j ou ¹¹		
2372-6						m̥ ei ¹¹		
2388-6						m̥ i ɴ ⁵⁵		
2413-6						ˀd e ⁵⁵		
2637-6						p l o m ¹¹		
2649-6						c u ⁵⁵		
2693-6						b ə ŋ ⁵⁵		
2755-6						s ɔ ʔ̚ ⁵¹		
2858-6						m̥ i ɴ ⁵⁵		
2953-6						cʰ a ⁵⁵		
2986-6						cʰ a ʔ̚ ⁵¹		
3034-6						kʰ a ʔ̚ ⁵¹		
3088-6						b l ɛ ʔ ⁵¹		
3113-6						p l e ⁵⁵		
3154-6						r ou ¹¹		
3179-6						cʰ a ¹¹		
3246-6						ˀd a ⁵⁵		
3259-6						c i m ¹¹		
3282-6						tʰ ə ŋ ¹¹		
3295-6						cʰ a ¹¹		
3338-6						l o ŋ ¹¹		
3351-6						b l ei ⁵⁵		
3375-6						m̥ ə ¹¹		
3410-6						j ɔ ʔ̚ ⁵¹		
3423-6						m̥ e ¹¹		
3445-6						cʰ ei ⁵⁵		
3485-6						b i ¹¹		
3500-6						p l o ŋ ¹¹		
3545-6						d ou ¹¹		
3557-6						s ə ɴ ⁵⁵		
3581-6						c ə ŋ ⁵⁵		
3594-6						kʰ e ⁵⁵		
3618-6						s ou ¹¹		
3654-6						b l e ⁵⁵		
3667-6						d ɛ ʔ̚ ⁵¹		
3680-6						kʰ l e ʔ̚ ⁵¹		
3763-6						p r ɔ ʔ̚ ⁵¹		
3850-6						b l a ¹¹		
3878-6						tʰ ei ⁵⁵		
3903-6						tʰ ɛ ŋ ⁵⁵		
3938-6						c ɔ ¹¹		
3963-6						l ɛ ¹¹		
3977-6						m̥ a ⁵⁵		
1464-6						l w w ⁵⁵		
10-6						l o ʔ̚ ⁵¹		
59-6						tʰ a ŋ ¹¹		
91-6						h a ¹¹		
288-6						s w i ¹¹		
316-6						m i ⁵⁵		
336-6						kʰ l ei ⁵⁵		
371-6						cʰ r i ⁰		
383-6						s ei ¹¹		
408-6						pʰ e ⁵⁵		
469-6						b r e ⁵⁵		
567-6						s w a ¹¹		
592-6						h ɛ ʔ̚ ⁵¹		
646-6						s ei ¹¹		
666-6						ˀb a ¹¹		
696-6						b r a ⁵⁵		
634-6						pʰ l o ŋ ¹¹		
725-6						kʰ w i ʔ̚		
750-6						kʰ u ʔ̚ ⁵¹		
823-6						kʰ l ei ¹¹		
835-6						ʔ o ¹¹		
894-6						n ei ⁵⁵		
906-6						s ei ⁵⁵		
930-6						j ɔ ʔ ⁵¹		
942-6						kʰ ei ⁵⁵		
969-6						ʔ w i ¹¹		
1104-6						l o ⁵⁵		
1160-6						ʔ a m ¹¹		
1314-6						k ə ʔ̚ ⁵¹		
1363-6						d a ʔ ⁵¹		
1385-6						r ə ʔ̚ ⁵¹		
1530-6						ˀb w ɛ ⁵⁵		
1539-6						ʔ e ŋ ⁵⁵		
1554-6						l ɛ ŋ ⁵⁵		
1577-6						ˀd w ɛ ¹¹		
1565-6						l ei ⁵⁵		
1599-6						l a ⁵⁵		
1612-6						l u ⁵⁵		
1632-6						d o ¹¹		
1643-6						k l o ŋ ¹¹		
1676-6						k l ə ʔ̚ ⁵¹		
1700-6						tʰ ə ¹¹		
1829-6						cʰ a ¹¹		
1878-6						l i ¹¹		
1907-6						s a ʔ ⁵¹		
2025-6						d ɨ m ⁵⁵		
2046-6						n a ¹¹		
2072-6						s ə ɴ ⁵⁵		
2111-6						b ə ¹¹		
2193-6						pʰ a ⁵⁵		
2219-6						kʰ ɔ ʔ̚ ⁵¹		
2230-6						ʔ a ⁵⁵		
2255-6						w ɛ ⁵⁵		
2279-6						w i ⁵⁵		
2320-6						j o ʔ ⁵¹		
2341-6						m ə ¹¹		
2401-6						ʔ ɛ ɴ ¹¹		
2442-6						s a ɴ ⁵⁵		
2468-6						n i ¹¹		
2480-6						b r a ¹¹		
2531-6						b o ¹¹		
2559-6						k i ¹¹		
2590-6						b ɔ ŋ ⁵⁵		
2604-6						tʰ e ¹¹		
2662-6						tʰ u ɴ ɴ		
2673-6						s u ɴ ɴ		
2825-6						ˀb o ʔ̚ ⁵¹		
2846-6						tʰ w ɛ ⁵⁵		
2881-6						r w i ¹¹		
2893-6						s ə ŋ ⁵⁵		
2910-6						s a ¹¹		
2922-6						cʰ ɨ ɴ ⁵⁵		
2973-6						n w e ⁵⁵		
3047-6						pʰ ə ¹¹		
3059-6						p l e ŋ ⁵⁵		
3125-6						n u ⁵⁵ ⁵⁵		
3167-6						m a ʔ ⁵¹		
21-7							t ɔ ŋ ⁵⁵	
33-7							t ə ³³	
46-7							p l a ⁵⁵	
126-7							s a a ɦ	
114-7							b a ŋ ³³	
149-7							p l a ³³ ³¹	
171-7							tʰ a ŋ ɦ ³¹	
191-7							k a ³³	
203-7							n i ɦ ³¹	
224-7							l a ʔ ⁴⁵	
275-7							kʰ a ³³	
302-7							ʔ u ɦ ³¹	
315-7							tʰ ɔ ʔ ²¹	
394-7							n o ʔ ⁴⁵	
431-7							p a ʔ ²¹	
444-7							p a ʔ ²¹	
445-7							n a ⁵⁵	
514-7							s i ʔ ²¹	
555-7							kʰ w i ³³	
579-7							ɕ a a m	
603-7							kʰ a ³³	
737-7							l u ³³	
763-7							ɕ w ɛ ³³	
870-7							kʰ i ʔ ²¹	
918-7							ʔ ə ŋ ɦ ³¹	
979-7							l a ŋ ⁵³	
1013-7							m a ⁵⁵	
1040-7							tʰ w i ³³	
1027-7							m a ⁵³	
1053-7							l w i ⁵⁵	
1065-7							m a ŋ ⁵⁵	
1091-7							m w ŋ ⁵³	
1116-7							ʔ e ³³	
1129-7							n a ⁵⁵	
1173-7							d i ³³	
1207-7							ɕ a ŋ ɦ ³¹	
1255-7							p i ʔ ⁴⁵	
1277-7							t ɛ ʔ ⁴⁵	
1290-7							b w ³³ ŋ	
1301-7							cʰ w m ³³	
1337-7							m ə ³³	
1323-7							m u ⁵⁵	
1350-7							m i ³³	
1372-7							j a ʔ	
1498-7							d i ³³	
1664-7							l i ʔ ⁴⁵	
1652-7							ʔ au ³³	
1687-7							s a ʔ ²¹	
1708-7							s au ³³	
1732-7							t o ŋ ⁵⁵	
1742-7							n o ŋ ⁵³	
1755-7							p r ə ŋ ɦ	
1767-7							s i i ³¹	
1786-7							j a ⁵³ ⁵³	
1803-7							w a ⁵³ ⁵³	
1815-7							ɕ a ɦ ³¹	
1840-7							p r i ʔ ⁴⁵	
1853-7							tʰ a ʔ ²¹	
1866-7							s a ʔ ²¹	
1894-7							l a ³³	
1934-7							c i ³³	
1947-7							kʰ a ŋ ³³	
1993-7							p w i ɦ ³¹	
2059-7							ʔ au ŋ ³³	
2098-7							j i a ʔ	
2086-7							tʰ o ɦ ³¹	
2153-7							s ə ³³	
2180-7							l o ŋ ³³	
2205-7							kʰ w o ɦ ³¹	
2328-7							l a ɦ ³¹	
2349-7							j u ⁵⁵	
2372-7							m i ³³	
2388-7							m i m ⁵³	
2413-7							d i ɦ ³¹	
2637-7							p l o m ³³	
2649-7							c u ɦ ³¹	
2693-7							p ə ŋ ⁵³	
2755-7							s ɔ ʔ ²¹	
2858-7							m i ŋ ɦ ³¹	
2953-7							ɕ a ɦ ³¹	
2986-7							ɕ a ʔ ²¹	
3034-7							kʰ a ʔ ²¹	
3088-7							p l ɛ ʔ ⁴⁵	
3113-7							p l i ɦ ³¹	
3154-7							r u ⁵⁵	
3179-7							ɕ a a m	
3246-7							d a ɦ ³¹	
3259-7							c i m ⁵⁵	
3282-7							tʰ ə ŋ ³³	
3295-7							ɕ a ³³	
3338-7							l o ŋ ⁵⁵	
3351-7							p l i ⁵³	
3375-7							m ə ⁵⁵	
3410-7							j ɔ ʔ ²¹	
3423-7							m i ⁵⁵	
3445-7							ɕ i ɦ ³¹	
3485-7							p i ⁵⁵	
3500-7							p l o ŋ ³³	
3545-7							t u ⁵⁵	
3557-7							s ə ŋ ɦ	
3581-7							c ə ŋ ɦ	
3594-7							kʰ i ɦ ³¹	
3618-7							s u ³³	
3654-7							p l i ⁵³	
3667-7							t ɛ ʔ ⁴⁵	
3680-7							kʰ l i ʔ ²¹	
3763-7							p r ɔ ʔ ²¹	
3850-7							p l a ⁵⁵	
3878-7							tʰ i ɦ ³¹	
3903-7							tʰ ɛ ŋ ɦ	
3938-7							c au ³³	
3963-7							l ai ⁵⁵	
3977-7							m a ɦ ³¹	
1464-7							l w ɛ	
10-7							l o ʔ ⁴⁵	
59-7							tʰ a ŋ ³³	
91-7							c a ³³	
288-7							s w i ³³	
316-7							m i ⁵³	
336-7							kʰ l i ɦ ³¹	
371-7							kʰ u i ʔ ²¹	
383-7							s i i	
408-7							p e ɦ ³¹	
469-7							p r i ⁵³	
567-7							s w a ³³	
592-7							c a ʔ ²¹	
646-7							s i ³³	
666-7							b a ³³	
696-7							p r a ⁵³	
634-7							p l o ŋ ³³	
823-7							kʰ l i ³³	
835-7							ʔ o ³³	
894-7							n i ⁵³	
906-7							s i ɦ ³¹	
930-7							j ɔ ʔ ⁴⁵	
942-7							kʰ i ɦ ³¹	
969-7							ʔ w i ³³	
1104-7							l o ɦ ³¹	
1160-7							ʔ a m ³³	
1314-7							k ə ʔ ²¹	
1363-7							t a ʔ ⁴⁵	
1385-7							r ə ʔ ⁴⁵	
1530-7							b w ɛ ɦ ³¹	
1539-7							ʔ e ŋ ɦ ³¹	
1554-7							l w ɛ ⁵³	
1577-7							d w ɛ ³³	
1565-7							l i ⁵³	
1599-7							l a ⁵³	
1612-7							l u ⁵³	
1632-7							t o ⁵⁵	
1643-7							k l o ŋ ³³	
1676-7							k l ə ʔ ²¹	
1700-7							tʰ ə ³³	
1829-7							s a ⁵⁵ ⁵⁵	
1907-7							s a ʔ ²¹	
2025-7							t ə m ⁵³	
2046-7							n a ³³	
2072-7							s ə m ³³	
2111-7							p ə ³³	
2193-7							p a ɦ ³¹	
2219-7							kʰ ɔ ʔ ²¹	
2230-7							ʔ a ɦ ³¹	
2255-7							w ɛ ⁵³	
2279-7							w i ⁵³	
2320-7							j o ʔ ⁴⁵	
2341-7							m ə ⁵⁵	
2401-7							ʔ ɛ ɛ m	
2480-7							p r a ⁵⁵	
2531-7							p o ⁵⁵	
2590-7							p ɔ ŋ ⁵³	
2604-7							tʰ e ³³	
2662-7							tʰ u m ³³	
2673-7							s u m ⁵⁵	
2825-7							b o ʔ ²¹	
2846-7							tʰ w ɛ ɦ ³¹	
2881-7							r w i ⁵⁵	
2893-7							s ə ŋ ɦ ³¹	
2910-7							s a ³³	
2922-7							cʰ ə ŋ ɦ ³¹	
2973-7							n w i ɦ	
3047-7							p ə ³³	
3059-7							p l e ŋ ɦ ³¹	
3125-7							n ə m ⁵³	
3167-7							m a ʔ ⁴⁵	
21-8								d o ³³
33-8								d ə ³³
46-8								b l ɛ ³³
126-8								θ ɛ ⁵⁵
114-8								ɓ a ³³
149-8								ɓ l ɛ ³³
171-8								tʰ ɛ ³³
191-8								h a ɛ
203-8								n i ⁵⁵
224-8								l ɛ ¹¹
275-8								kʰ ɛ ³³
302-8								ɔ u ⁵⁵
315-8								tʰ ɔ ³³
394-8								n r ¹¹
431-8								pʰ ɛ ³³
444-8								ɓ ɛ ³³
445-8								n ɛ ³³
514-8								θ i ³³
555-8								kʰ w i ³³
579-8								ʃ a ⁵⁵
603-8								kʰ ɛ ³³
737-8								l u ³³
763-8								ʃ w ɛ ³³
870-8								kʰ i ³³
918-8								ɔ o ⁵⁵
979-8								l a ³³
1013-8								m ɛ ³³
1040-8								tʰ w i ³³
1027-8								m ɛ ³³
1053-8								l w i
1065-8								m a ³³
1091-8								m w ³³
1116-8								ɔ i ³³
1129-8								n ɛ ³³
1173-8								ɗ i ³³
1207-8								ʃ a ⁵⁵
1255-8								b i ¹¹
1277-8								d ɛ ¹¹
1290-8								ɓ u ⁵⁵
1301-8								ʃ u ³³
1337-8								m r ³³
1323-8								m u ³³
1350-8								m i ³³
1372-8								j ɛ ¹¹
1498-8								ɗ i ³³
1664-8								l e ¹¹
1652-8								ɔ ɔ ³³
1687-8								θ ɛ ³³
1708-8								θ r ³³
1732-8								d o ³³
1742-8								n o ³³
1755-8								pʰ l u ³³
1767-8								θ i ³³
1786-8								j a ³³
1803-8								w ɛ ³³
1815-8								ʃ ɛ ⁵⁵
1840-8								b r e ¹¹
1853-8								tʰ ɛ ³³
1866-8								θ ɛ ³³
1894-8								l ɛ ³³
1934-8								j i ³³
1947-8								kʰ a ³³
1993-8								pʰ w i ⁵⁵
2059-8								ɔ ʊ ³³
2098-8								j j ɛ ³³
2086-8								tʰ o ⁵⁵
2153-8								θ u ³³
2180-8								l o ³³
2205-8								kʰ w o ⁵⁵
2328-8								l ɛ ⁵⁵
2349-8								j u ³³
2372-8								m i ³³
2388-8								m i ³³
2413-8								ɗ i ⁵⁵
2637-8								ɓ l o ³³
2649-8								j u ⁵⁵
2693-8								b o ³³
2755-8								θ ɔ ³³
2858-8								m i ¹¹
2953-8								ʃ ɛ ⁵⁵
2986-8								ʃ ɛ ³³
3034-8								kʰ ɛ ³³
3088-8								b l ɛ ¹¹
3113-8								ɓ l i ⁵⁵
3154-8								r u ³³
3179-8								ʃ a ³³
3246-8								ɗ ɛ ⁵⁵
3259-8								j i ³³
3282-8								tʰ o ³³
3295-8								ʃ ɛ ³³
3338-8								l o ³³
3351-8								b l i ³³
3375-8								m r ³³
3410-8								j ɔ ³³
3423-8								m i ³³
3445-8								ʃ i ⁵⁵
3485-8								b i ³³
3500-8								ɓ l o ³³
3545-8								d u ³³
3557-8								θ o ³³
3581-8								j o ⁵⁵
3594-8								kʰ i ⁵⁵
3618-8								θ u ³³
3654-8								b l i ³³
3667-8								d ɛ ¹¹
3680-8								kʰ l i ³³
3763-8								ɓ r ɔ ³³
3850-8								b l ɛ ³³
3878-8								tʰ i ⁵⁵
3903-8								tʰ ɛ ⁵⁵
3938-8								j ɔ ³³
3963-8								l ɛ ³³
3977-8								m ɛ ⁵⁵
1464-8								l i ɓ
59-8								tʰ a ³³
91-8								h ɛ ³³
288-8								θ w i ³³
336-8								kʰ l i ⁵⁵
371-8								x u t i
383-8								θ i ³³
469-8								b r i ³³
592-8								h ɛ ¹¹
725-8								kʰ u i t
750-8								kʰ u o
823-8								kʰ l i ³³
835-8								ɔ o ³³
894-8								n i ³³
906-8								θ i ⁵⁵
930-8								j ɔ ¹¹
942-8								kʰ i ⁵⁵
1104-8								l o ⁵⁵
1363-8								d ɛ ¹¹
1530-8								ɓ w ɛ
1554-8								l w ³³
1577-8								ɗ w ɛ ³³
1565-8								l i ³³
1612-8								l u ³³
1632-8								d o ³³
1643-8								k l o ³³
1676-8								k l o ³³
1700-8								tʰ ə ³³
1878-8								l i ³³
2046-8								n ɛ ³³
2072-8								θ u ³³
2111-8								ɓ ə ³³
2230-8								ɔ ɛ ⁵⁵
2279-8								w i ³³
2320-8								j r ¹¹
2341-8								m ə ³³
2442-8								θ a ³³
2468-8								n i ³³
2480-8								b r ɛ ³³
2531-8								b o ³³
2559-8								k i ³³
2673-8								θ u ³³
2846-8								tʰ w ɛ ⁵⁵
2881-8								r w i ³³
2893-8								θ o ⁵⁵
2910-8								θ ɛ ³³
2973-8								n w i
3059-8								ɓ l e ⁵⁵
3125-8								n u ³³
3167-8								m ɛ ¹¹
