COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
275-8								kʰ ɛ ³³
302-8								o u ⁵⁵
315-8								tʰ ɔ ³³
394-8								n o ¹¹
431-8								pʰ a ³³
444-8								p a ³³
445-8								n ɛ ³³
514-8								θ i ³³
555-8								kʰ w i ³³
579-8								ʃ a ⁵⁵
603-8								kʰ ɛ ³³
737-8								l u ³³
763-8								ʃ w ɛ ³³
870-8								kʰ i ³³
918-8								o o ⁵⁵
979-8								l a ³³
1013-8								m ɛ ³³
1040-8								tʰ w i ³³
1027-8								m ɛ ³³
1053-8								l i ³³
1065-8								m a ³³
1091-8								m u ⁵⁵
1116-8								o i ³³
1129-8								n ɛ ³³
1173-8								ɗ i ³³
1207-8								ʃ a ⁵⁵
1255-8								b i ¹¹
1277-8								d e ¹¹
1290-8								ɓ u ³³ ⁵⁵
1301-8								ʃ u ³³
1337-8								m u ³³
1323-8								m u ³³
1350-8								m i ³³
1372-8								m ɛ ³³
1498-8								ɗ i ³³
1664-8								l ɪ ¹¹
1652-8								ɔ o ³³
1687-8								θ a ³³
1708-8								θ o ³³
1732-8								d o ³³
1742-8								n o ³³
1755-8								pʰ r u ⁵⁵
1767-8								θ i ³³
1786-8								j ɛ ³³
1803-8								w ɛ ³³
1815-8								ʃ ɛ ⁵⁵
1840-8								b w e ¹¹
1853-8								tʰ a ³³
1866-8								θ a ³³
1894-8								l ɛ ³³
1934-8								j i ³³
1947-8								kʰ a ³³
1993-8								pʰ w i ⁵⁵
2059-8								ɔ ɔ ³³
2098-8								j j ɛ ⁵⁵
2086-8								tʰ o ⁵⁵
2153-8								θ u ³³
2180-8								l o ³³
2205-8								kʰ w o ⁵⁵
2328-8								l ɛ ⁵⁵
2349-8								j u ³³
2372-8								m i ³³
2388-8								m i ³³
2413-8								ɗ i ⁵⁵
2637-8								p l o ³³
2649-8								j u ⁵⁵
2693-8								b o ³³
2755-8								θ ɔ ³³
2858-8								m i ⁵⁵
2953-8								ʃ ɛ ⁵⁵
2986-8								ʃ a ³³
3034-8								kʰ ɛ ³³
3088-8								b l e ¹¹
3113-8								p l i ⁵⁵
3154-8								w u ³³
3179-8								ʃ a ³³
3246-8								ɗ ɛ ⁵⁵
3259-8								j i ³³
3282-8								tʰ o ³³
3295-8								ʃ ɛ ³³
3338-8								l o ³³
3351-8								b l i ³³
3375-8								m u ³³
3410-8								j ɔ ³³
3423-8								m i ³³
3445-8								ʃ i ⁵⁵
3485-8								b i ³³
3500-8								p l o ³³
3545-8								d u ³³
3557-8								θ o ⁵⁵
3581-8								j o ⁵⁵
3594-8								kʰ i ⁵⁵
3618-8								θ u ³³
3654-8								b l i ³³
3667-8								d e ¹¹
3680-8								kʰ l i ³³
3763-8								b r ɔ ³³
3850-8								b l ɛ ³³
3878-8								tʰ i ⁵⁵
3903-8								tʰ i ⁵⁵
3938-8								j o ³³
3963-8								l ɛ ³³
3977-8								m ɛ ⁵⁵
1464-8								l i i ⁵⁵
