index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
1	0.2000	5	1.0000	181	645	n	∅	∅	∅	j	ɔ	ʔ	N	∅	∅	∅	J	U	H	4	∅	∅	∅	6	7	1	646	m	∅	∅	∅	j	a	ʔ	M	∅	∅	∅	J	A	H	4	∅	∅	∅	6	7	1	647	m	∅	∅	∅	j	ɔ̃	ʔ	M	∅	∅	∅	J	U	H	4	∅	∅	∅	6	7	1	648	m	∅	∅	∅	j	ɔ	ʔ	M	∅	∅	∅	J	U	H	4	∅	∅	∅	6	7	1																							649	m	∅	∅	∅	j	a	k	M	∅	∅	∅	J	A	K	4	∅	∅	∅	6	7	1	650	m	∅	∅	∅	j	ɔ	ʔ	M	∅	∅	∅	J	U	H	4	∅	∅	∅	6	7	1
2	0.4000	4	0.8000	181	645	j	n	∅	∅	ɔ	ʔ	⁴³	J	N	∅	∅	U	H	_	6	4	∅	∅	7	1	0	646	j	m	∅	∅	a	ʔ	²³	J	M	∅	∅	A	H	_	6	4	∅	∅	7	1	0	647	j	m	∅	∅	ɔ̃	ʔ	⁴	J	M	∅	∅	U	H	_	6	4	∅	∅	7	1	0	648	j	m	∅	∅	ɔ	ʔ	³	J	M	∅	∅	U	H	_	6	4	∅	∅	7	1	0																							649	j	m	∅	∅	a	k	-	J	M	∅	∅	A	K	_	6	4	∅	∅	7	1	0	650	j	m	∅	∅	ɔ	ʔ	³²	J	M	∅	∅	U	H	_	6	4	∅	∅	7	1	0
3	0.6000	3	0.6000	181	645	ɔ	j	n	∅	ʔ	⁴³	∅	U	J	N	∅	H	_	∅	7	6	4	∅	1	0	∅	646	a	j	m	∅	ʔ	²³	∅	A	J	M	∅	H	_	∅	7	6	4	∅	1	0	∅	647	ɔ̃	j	m	∅	ʔ	⁴	∅	U	J	M	∅	H	_	∅	7	6	4	∅	1	0	∅	648	ɔ	j	m	∅	ʔ	³	∅	U	J	M	∅	H	_	∅	7	6	4	∅	1	0	∅																							649	a	j	m	∅	k	-	∅	A	J	M	∅	K	_	∅	7	6	4	∅	1	0	∅	650	ɔ	j	m	∅	ʔ	³²	∅	U	J	M	∅	H	_	∅	7	6	4	∅	1	0	∅
4	0.8000	2	0.4000	181	645	ʔ	ɔ	j	n	⁴³	∅	∅	H	U	J	N	_	∅	∅	1	7	6	4	0	∅	∅	646	ʔ	a	j	m	²³	∅	∅	H	A	J	M	_	∅	∅	1	7	6	4	0	∅	∅	647	ʔ	ɔ̃	j	m	⁴	∅	∅	H	U	J	M	_	∅	∅	1	7	6	4	0	∅	∅	648	ʔ	ɔ	j	m	³	∅	∅	H	U	J	M	_	∅	∅	1	7	6	4	0	∅	∅																							649	k	a	j	m	-	∅	∅	K	A	J	M	_	∅	∅	1	7	6	4	0	∅	∅	650	ʔ	ɔ	j	m	³²	∅	∅	H	U	J	M	_	∅	∅	1	7	6	4	0	∅	∅
5	1.0000	1	0.2000	181	645	⁴³	ʔ	ɔ	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	646	²³	ʔ	a	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	647	⁴	ʔ	ɔ̃	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	648	³	ʔ	ɔ	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							649	-	k	a	j	∅	∅	∅	_	K	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	650	³²	ʔ	ɔ	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.2500	4	1.0000	182	651	-	∅	∅	∅	n	ɔ̰	³¹	_	∅	∅	∅	N	U	_	0	∅	∅	∅	4	7	0																							652	-	∅	∅	∅	n	ɔ̃	³	_	∅	∅	∅	N	U	_	0	∅	∅	∅	4	7	0	653	-	∅	∅	∅	n	ɔ	³	_	∅	∅	∅	N	U	_	0	∅	∅	∅	4	7	0																							654	h	∅	∅	∅	n	a	-	H	∅	∅	∅	N	A	_	3	∅	∅	∅	4	7	0																						
2	0.5000	3	0.7500	182	651	n	-	∅	∅	ɔ̰	³¹	∅	N	_	∅	∅	U	_	∅	4	0	∅	∅	7	0	∅																							652	n	-	∅	∅	ɔ̃	³	∅	N	_	∅	∅	U	_	∅	4	0	∅	∅	7	0	∅	653	n	-	∅	∅	ɔ	³	∅	N	_	∅	∅	U	_	∅	4	0	∅	∅	7	0	∅																							654	n	h	∅	∅	a	-	∅	N	H	∅	∅	A	_	∅	4	3	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	182	651	ɔ̰	n	-	∅	³¹	∅	∅	U	N	_	∅	_	∅	∅	7	4	0	∅	0	∅	∅																							652	ɔ̃	n	-	∅	³	∅	∅	U	N	_	∅	_	∅	∅	7	4	0	∅	0	∅	∅	653	ɔ	n	-	∅	³	∅	∅	U	N	_	∅	_	∅	∅	7	4	0	∅	0	∅	∅																							654	a	n	h	∅	-	∅	∅	A	N	H	∅	_	∅	∅	7	4	3	∅	0	∅	∅																						
4	1.0000	1	0.2500	182	651	³¹	ɔ̰	n	-	∅	∅	∅	_	U	N	_	∅	∅	∅	0	7	4	0	∅	∅	∅																							652	³	ɔ̃	n	-	∅	∅	∅	_	U	N	_	∅	∅	∅	0	7	4	0	∅	∅	∅	653	³	ɔ	n	-	∅	∅	∅	_	U	N	_	∅	∅	∅	0	7	4	0	∅	∅	∅																							654	-	a	n	h	∅	∅	∅	_	A	N	H	∅	∅	∅	0	7	4	3	∅	∅	∅																						
1	0.2500	4	1.0000	186	655	ŋ	∅	∅	∅	a	-	³	N	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0																							656	ŋ	∅	∅	∅	ə	-	³	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	657	ŋ	∅	∅	∅	a	-	³	N	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0																							658	n	∅	∅	∅	aˀ	-	-	N	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0	659	ŋ	∅	∅	∅	ɔ	t	³	N	∅	∅	∅	U	T	_	4	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	186	655	a	ŋ	∅	∅	-	³	∅	A	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							656	ə	ŋ	∅	∅	-	³	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	657	a	ŋ	∅	∅	-	³	∅	A	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							658	aˀ	n	∅	∅	-	-	∅	A	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	659	ɔ	ŋ	∅	∅	t	³	∅	U	N	∅	∅	T	_	∅	7	4	∅	∅	1	0	∅
3	0.7500	2	0.5000	186	655	-	a	ŋ	∅	³	∅	∅	_	A	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							656	-	ə	ŋ	∅	³	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	657	-	a	ŋ	∅	³	∅	∅	_	A	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							658	-	aˀ	n	∅	-	∅	∅	_	A	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	659	t	ɔ	ŋ	∅	³	∅	∅	T	U	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	186	655	³	-	a	ŋ	∅	∅	∅	_	_	A	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							656	³	-	ə	ŋ	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅	657	³	-	a	ŋ	∅	∅	∅	_	_	A	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							658	-	-	aˀ	n	∅	∅	∅	_	_	A	N	∅	∅	∅	0	0	7	4	∅	∅	∅	659	³	t	ɔ	ŋ	∅	∅	∅	_	T	U	N	∅	∅	∅	0	1	7	4	∅	∅	∅
1	0.2500	4	1.0000	187	660	l	∅	∅	∅	a	ŋ	³	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																							661	l	∅	∅	∅	a	ŋ	³	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0	662	l	∅	∅	∅	a	-	²	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																							663	kʰ	∅	∅	∅	au	ŋ	-	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	664	l	∅	∅	∅	a	ŋ	³¹	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	187	660	a	l	∅	∅	ŋ	³	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																							661	a	l	∅	∅	ŋ	³	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	662	a	l	∅	∅	-	²	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							663	au	kʰ	∅	∅	ŋ	-	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	664	a	l	∅	∅	ŋ	³¹	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅
3	0.7500	2	0.5000	187	660	ŋ	a	l	∅	³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																							661	ŋ	a	l	∅	³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	662	-	a	l	∅	²	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							663	ŋ	au	kʰ	∅	-	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	664	ŋ	a	l	∅	³¹	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	187	660	³	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																							661	³	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	662	²	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							663	-	ŋ	au	kʰ	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	664	³¹	ŋ	a	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅
1	0.2500	4	1.0000	188	665	m	∅	∅	∅	i	-	³²	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0	666	m	∅	∅	∅	au	ŋ	²³	M	∅	∅	∅	A	N	_	4	∅	∅	∅	7	4	0	667	m	∅	∅	∅	ɨ	-	³	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0																																																																			668	m	∅	∅	∅	au	-	³	M	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	188	665	i	m	∅	∅	-	³²	∅	I	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	666	au	m	∅	∅	ŋ	²³	∅	A	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅	667	ɨ	m	∅	∅	-	³	∅	I	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																																																																			668	au	m	∅	∅	-	³	∅	A	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅
3	0.7500	2	0.5000	188	665	-	i	m	∅	³²	∅	∅	_	I	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	666	ŋ	au	m	∅	²³	∅	∅	N	A	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	667	-	ɨ	m	∅	³	∅	∅	_	I	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																																																																			668	-	au	m	∅	³	∅	∅	_	A	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	188	665	³²	-	i	m	∅	∅	∅	_	_	I	M	∅	∅	∅	0	0	7	4	∅	∅	∅	666	²³	ŋ	au	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅	667	³	-	ɨ	m	∅	∅	∅	_	_	I	M	∅	∅	∅	0	0	7	4	∅	∅	∅																																																																			668	³	-	au	m	∅	∅	∅	_	_	A	M	∅	∅	∅	0	0	7	4	∅	∅	∅
1	0.3333	3	1.0000	190	669	dʒ	∅	∅	∅	i	⁴³	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	670	ts	∅	∅	∅	i	²³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																													671	s	∅	∅	∅	i	³¹	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																							672	dʒ	∅	∅	∅	i	³	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	190	669	i	dʒ	∅	∅	⁴³	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	670	i	ts	∅	∅	²³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													671	i	s	∅	∅	³¹	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							672	i	dʒ	∅	∅	³	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	190	669	⁴³	i	dʒ	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	670	²³	i	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													671	³¹	i	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							672	³	i	dʒ	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	191	673	k	∅	∅	∅	ṵ	k	⁵⁴	K	∅	∅	∅	Y	K	_	1	∅	∅	∅	7	1	0																							674	g	∅	∅	∅	o	k	⁵³	K	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0																																													675	k	∅	∅	∅	a	m	-	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	676	k	∅	∅	∅	ṵ	ʔ	⁵	K	∅	∅	∅	Y	H	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	191	673	ṵ	k	∅	∅	k	⁵⁴	∅	Y	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																							674	o	g	∅	∅	k	⁵³	∅	U	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																																													675	a	k	∅	∅	m	-	∅	A	K	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	676	ṵ	k	∅	∅	ʔ	⁵	∅	Y	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅
3	0.7500	2	0.5000	191	673	k	ṵ	k	∅	⁵⁴	∅	∅	K	Y	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							674	k	o	g	∅	⁵³	∅	∅	K	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													675	m	a	k	∅	-	∅	∅	M	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	676	ʔ	ṵ	k	∅	⁵	∅	∅	H	Y	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	191	673	⁵⁴	k	ṵ	k	∅	∅	∅	_	K	Y	K	∅	∅	∅	0	1	7	1	∅	∅	∅																							674	⁵³	k	o	g	∅	∅	∅	_	K	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅																																													675	-	m	a	k	∅	∅	∅	_	M	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	676	⁵	ʔ	ṵ	k	∅	∅	∅	_	H	Y	K	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.3333	3	1.0000	193	677	b	∅	∅	∅	ə	⁴	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							678	b	∅	∅	∅	ə	³	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	679	b	∅	∅	∅	ə	³²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	680	p	∅	∅	∅	a	³¹	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	681	p	∅	∅	∅	aː	-	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	682	b	∅	∅	∅	u	³	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	193	677	ə	b	∅	∅	⁴	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							678	ə	b	∅	∅	³	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	679	ə	b	∅	∅	³²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	680	a	p	∅	∅	³¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	681	aː	p	∅	∅	-	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	682	u	b	∅	∅	³	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	193	677	⁴	ə	b	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							678	³	ə	b	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	679	³²	ə	b	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	680	³¹	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	681	-	aː	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	682	³	u	b	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	194	683	l	∅	∅	∅	ɔ	t	⁴³	L	∅	∅	∅	U	T	_	5	∅	∅	∅	7	1	0																							684	l	∅	∅	∅	oi	ʔ	³²	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	1	0																																																																																								
2	0.5000	3	0.7500	194	683	ɔ	l	∅	∅	t	⁴³	∅	U	L	∅	∅	T	_	∅	7	5	∅	∅	1	0	∅																							684	oi	l	∅	∅	ʔ	³²	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅																																																																																								
3	0.7500	2	0.5000	194	683	t	ɔ	l	∅	⁴³	∅	∅	T	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																							684	ʔ	oi	l	∅	³²	∅	∅	H	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	194	683	⁴³	t	ɔ	l	∅	∅	∅	_	T	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅																							684	³²	ʔ	oi	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	196																							685	k	∅	∅	∅	j	ɛ	-	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	686	kʰ	∅	∅	∅	j	æ	p	K	∅	∅	∅	J	E	P	1	∅	∅	∅	6	7	1																																																																			687	kʰ	∅	∅	∅	j	æ	p	K	∅	∅	∅	J	E	P	1	∅	∅	∅	6	7	1
2	0.4000	4	0.8000	196																							685	j	k	∅	∅	ɛ	-	²³	J	K	∅	∅	E	_	_	6	1	∅	∅	7	0	0	686	j	kʰ	∅	∅	æ	p	⁵³	J	K	∅	∅	E	P	_	6	1	∅	∅	7	1	0																																																																			687	j	kʰ	∅	∅	æ	p	⁵	J	K	∅	∅	E	P	_	6	1	∅	∅	7	1	0
3	0.6000	3	0.6000	196																							685	ɛ	j	k	∅	-	²³	∅	E	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	686	æ	j	kʰ	∅	p	⁵³	∅	E	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅																																																																			687	æ	j	kʰ	∅	p	⁵	∅	E	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅
4	0.8000	2	0.4000	196																							685	-	ɛ	j	k	²³	∅	∅	_	E	J	K	_	∅	∅	0	7	6	1	0	∅	∅	686	p	æ	j	kʰ	⁵³	∅	∅	P	E	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																																																			687	p	æ	j	kʰ	⁵	∅	∅	P	E	J	K	_	∅	∅	1	7	6	1	0	∅	∅
5	1.0000	1	0.2000	196																							685	²³	-	ɛ	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	686	⁵³	p	æ	j	∅	∅	∅	_	P	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																			687	⁵	p	æ	j	∅	∅	∅	_	P	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.1667	6	1.0000	197	688	-	∅	∅	∅	n	ṵ	ə̰	_	∅	∅	∅	N	Y	E	0	∅	∅	∅	4	7	7																							689	-	∅	∅	∅	n	o̰i	-	_	∅	∅	∅	N	U	_	0	∅	∅	∅	4	7	0	690	-	∅	∅	∅	n	a̰	-	_	∅	∅	∅	N	A	_	0	∅	∅	∅	4	7	0																							691	h	∅	∅	∅	n	u	-	H	∅	∅	∅	N	Y	_	3	∅	∅	∅	4	7	0	692	-	∅	∅	∅	n	ʊ̰	-	_	∅	∅	∅	N	Y	_	0	∅	∅	∅	4	7	0
2	0.3333	5	0.8333	197	688	n	-	∅	∅	ṵ	ə̰	t	N	_	∅	∅	Y	E	T	4	0	∅	∅	7	7	1																							689	n	-	∅	∅	o̰i	-	ʔ	N	_	∅	∅	U	_	H	4	0	∅	∅	7	0	1	690	n	-	∅	∅	a̰	-	t	N	_	∅	∅	A	_	T	4	0	∅	∅	7	0	1																							691	n	h	∅	∅	u	-	t	N	H	∅	∅	Y	_	T	4	3	∅	∅	7	0	1	692	n	-	∅	∅	ʊ̰	-	t	N	_	∅	∅	Y	_	T	4	0	∅	∅	7	0	1
3	0.5000	4	0.6667	197	688	ṵ	n	-	∅	ə̰	t	⁵⁴	Y	N	_	∅	E	T	_	7	4	0	∅	7	1	0																							689	o̰i	n	-	∅	-	ʔ	⁵²	U	N	_	∅	_	H	_	7	4	0	∅	0	1	0	690	a̰	n	-	∅	-	t	⁵⁴	A	N	_	∅	_	T	_	7	4	0	∅	0	1	0																							691	u	n	h	∅	-	t	-	Y	N	H	∅	_	T	_	7	4	3	∅	0	1	0	692	ʊ̰	n	-	∅	-	t	⁵	Y	N	_	∅	_	T	_	7	4	0	∅	0	1	0
4	0.6667	3	0.5000	197	688	ə̰	ṵ	n	-	t	⁵⁴	∅	E	Y	N	_	T	_	∅	7	7	4	0	1	0	∅																							689	-	o̰i	n	-	ʔ	⁵²	∅	_	U	N	_	H	_	∅	0	7	4	0	1	0	∅	690	-	a̰	n	-	t	⁵⁴	∅	_	A	N	_	T	_	∅	0	7	4	0	1	0	∅																							691	-	u	n	h	t	-	∅	_	Y	N	H	T	_	∅	0	7	4	3	1	0	∅	692	-	ʊ̰	n	-	t	⁵	∅	_	Y	N	_	T	_	∅	0	7	4	0	1	0	∅
5	0.8333	2	0.3333	197	688	t	ə̰	ṵ	n	⁵⁴	∅	∅	T	E	Y	N	_	∅	∅	1	7	7	4	0	∅	∅																							689	ʔ	-	o̰i	n	⁵²	∅	∅	H	_	U	N	_	∅	∅	1	0	7	4	0	∅	∅	690	t	-	a̰	n	⁵⁴	∅	∅	T	_	A	N	_	∅	∅	1	0	7	4	0	∅	∅																							691	t	-	u	n	-	∅	∅	T	_	Y	N	_	∅	∅	1	0	7	4	0	∅	∅	692	t	-	ʊ̰	n	⁵	∅	∅	T	_	Y	N	_	∅	∅	1	0	7	4	0	∅	∅
