index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
4	1.0000	1	0.2500	1110	149	a	m	ɛ	t	∅	∅	∅	A	M	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																													150	-	m	e	t	∅	∅	∅	_	M	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							151	a	m	e	t	∅	∅	∅	A	M	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	1123																							152	x	∅	∅	∅	i	n	a	G	∅	∅	∅	I	N	A	3	∅	∅	∅	7	4	7																																																																																																															153	m	∅	∅	∅	i	n	a	M	∅	∅	∅	I	N	A	4	∅	∅	∅	7	4	7																																												
2	0.5000	3	0.7500	1123																							152	i	x	∅	∅	n	a	∅	I	G	∅	∅	N	A	∅	7	3	∅	∅	4	7	∅																																																																																																															153	i	m	∅	∅	n	a	∅	I	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																																												
3	0.7500	2	0.5000	1123																							152	n	i	x	∅	a	∅	∅	N	I	G	∅	A	∅	∅	4	7	3	∅	7	∅	∅																																																																																																															153	n	i	m	∅	a	∅	∅	N	I	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1123																							152	a	n	i	x	∅	∅	∅	A	N	I	G	∅	∅	∅	7	4	7	3	∅	∅	∅																																																																																																															153	a	n	i	m	∅	∅	∅	A	N	I	M	∅	∅	∅	7	4	7	4	∅	∅	∅																																												
1	0.5000	2	1.0000	1151																																													154	s	∅	∅	∅	a	∅	∅	S	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																																													155	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							156	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	1151																																													154	a	s	∅	∅	∅	∅	∅	A	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																													155	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							156	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	1171																																													157	b	∅	∅	∅	o	n	dʒ	P	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1																																													158	b	∅	∅	∅	u	n	t	P	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																								
2	0.4000	4	0.8000	1171																																													157	o	b	∅	∅	n	dʒ	a	U	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																													158	u	b	∅	∅	n	t	a	Y	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																																																																								
3	0.6000	3	0.6000	1171																																													157	n	o	b	∅	dʒ	a	∅	N	U	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																													158	n	u	b	∅	t	a	∅	N	Y	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																																																																								
4	0.8000	2	0.4000	1171																																													157	dʒ	n	o	b	a	∅	∅	T	N	U	P	A	∅	∅	1	4	7	1	7	∅	∅																																													158	t	n	u	b	a	∅	∅	T	N	Y	P	A	∅	∅	1	4	7	1	7	∅	∅																																																																																								
5	1.0000	1	0.2000	1171																																													157	a	dʒ	n	o	∅	∅	∅	A	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																													158	a	t	n	u	∅	∅	∅	A	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1180																																																																																																																																																											160	k	∅	∅	∅	w	a	∅	K	∅	∅	∅	W	A	∅	1	∅	∅	∅	6	7	∅																							159	-	∅	∅	∅	w	a	∅	_	∅	∅	∅	W	A	∅	0	∅	∅	∅	6	7	∅
2	0.6667	2	0.6667	1180																																																																																																																																																											160	w	k	∅	∅	a	∅	∅	W	K	∅	∅	A	∅	∅	6	1	∅	∅	7	∅	∅																							159	w	-	∅	∅	a	∅	∅	W	_	∅	∅	A	∅	∅	6	0	∅	∅	7	∅	∅
3	1.0000	1	0.3333	1180																																																																																																																																																											160	a	w	k	∅	∅	∅	∅	A	W	K	∅	∅	∅	∅	7	6	1	∅	∅	∅	∅																							159	a	w	-	∅	∅	∅	∅	A	W	_	∅	∅	∅	∅	7	6	0	∅	∅	∅	∅
1	0.3333	3	1.0000	1181																							161	f	∅	∅	∅	w	a	∅	B	∅	∅	∅	W	A	∅	3	∅	∅	∅	6	7	∅																							162	f	∅	∅	∅	w	-	∅	B	∅	∅	∅	W	_	∅	3	∅	∅	∅	6	0	∅																							163	f	∅	∅	∅	w	a	∅	B	∅	∅	∅	W	A	∅	3	∅	∅	∅	6	7	∅																																																																																								
2	0.6667	2	0.6667	1181																							161	w	f	∅	∅	a	∅	∅	W	B	∅	∅	A	∅	∅	6	3	∅	∅	7	∅	∅																							162	w	f	∅	∅	-	∅	∅	W	B	∅	∅	_	∅	∅	6	3	∅	∅	0	∅	∅																							163	w	f	∅	∅	a	∅	∅	W	B	∅	∅	A	∅	∅	6	3	∅	∅	7	∅	∅																																																																																								
3	1.0000	1	0.3333	1181																							161	a	w	f	∅	∅	∅	∅	A	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																							162	-	w	f	∅	∅	∅	∅	_	W	B	∅	∅	∅	∅	0	6	3	∅	∅	∅	∅																							163	a	w	f	∅	∅	∅	∅	A	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	1195																																													164	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																			165	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																		
2	0.5000	3	0.7500	1195																																													164	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																			165	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																		
3	0.7500	2	0.5000	1195																																													164	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																			165	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1195																																													164	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																			165	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																		
1	0.1667	6	1.0000	1241																							166	p	∅	∅	∅	u	u	n	P	∅	∅	∅	Y	Y	N	1	∅	∅	∅	7	7	4																							167	p	∅	∅	∅	u	-	n	P	∅	∅	∅	Y	_	N	1	∅	∅	∅	7	0	4																							168	p	∅	∅	∅	u	-	n	P	∅	∅	∅	Y	_	N	1	∅	∅	∅	7	0	4																																																																																								
2	0.3333	5	0.8333	1241																							166	u	p	∅	∅	u	n	d	Y	P	∅	∅	Y	N	T	7	1	∅	∅	7	4	1																							167	u	p	∅	∅	-	n	d	Y	P	∅	∅	_	N	T	7	1	∅	∅	0	4	1																							168	u	p	∅	∅	-	n	d	Y	P	∅	∅	_	N	T	7	1	∅	∅	0	4	1																																																																																								
3	0.5000	4	0.6667	1241																							166	u	u	p	∅	n	d	a	Y	Y	P	∅	N	T	A	7	7	1	∅	4	1	7																							167	-	u	p	∅	n	d	a	_	Y	P	∅	N	T	A	0	7	1	∅	4	1	7																							168	-	u	p	∅	n	d	a	_	Y	P	∅	N	T	A	0	7	1	∅	4	1	7																																																																																								
4	0.6667	3	0.5000	1241																							166	n	u	u	p	d	a	∅	N	Y	Y	P	T	A	∅	4	7	7	1	1	7	∅																							167	n	-	u	p	d	a	∅	N	_	Y	P	T	A	∅	4	0	7	1	1	7	∅																							168	n	-	u	p	d	a	∅	N	_	Y	P	T	A	∅	4	0	7	1	1	7	∅																																																																																								
5	0.8333	2	0.3333	1241																							166	d	n	u	u	a	∅	∅	T	N	Y	Y	A	∅	∅	1	4	7	7	7	∅	∅																							167	d	n	-	u	a	∅	∅	T	N	_	Y	A	∅	∅	1	4	0	7	7	∅	∅																							168	d	n	-	u	a	∅	∅	T	N	_	Y	A	∅	∅	1	4	0	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	1241																							166	a	d	n	u	∅	∅	∅	A	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							167	a	d	n	-	∅	∅	∅	A	T	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																							168	a	d	n	-	∅	∅	∅	A	T	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	1244																																																																																																																																					169	d	∅	∅	∅	o	ŋ	g	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																							170	t	∅	∅	∅	o	ŋ	k	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	1244																																																																																																																																					169	o	d	∅	∅	ŋ	g	i	U	T	∅	∅	N	K	I	7	1	∅	∅	4	1	7																							170	o	t	∅	∅	ŋ	k	i	U	T	∅	∅	N	K	I	7	1	∅	∅	4	1	7																						
3	0.6000	3	0.6000	1244																																																																																																																																					169	ŋ	o	d	∅	g	i	∅	N	U	T	∅	K	I	∅	4	7	1	∅	1	7	∅																							170	ŋ	o	t	∅	k	i	∅	N	U	T	∅	K	I	∅	4	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	1244																																																																																																																																					169	g	ŋ	o	d	i	∅	∅	K	N	U	T	I	∅	∅	1	4	7	1	7	∅	∅																							170	k	ŋ	o	t	i	∅	∅	K	N	U	T	I	∅	∅	1	4	7	1	7	∅	∅																						
5	1.0000	1	0.2000	1244																																																																																																																																					169	i	g	ŋ	o	∅	∅	∅	I	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																							170	i	k	ŋ	o	∅	∅	∅	I	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.3333	3	1.0000	1255																																																																			171	i	∅	∅	∅	β	i	∅	I	∅	∅	∅	B	I	∅	7	∅	∅	∅	3	7	∅																																																																			172	i	∅	∅	∅	b	i	∅	I	∅	∅	∅	P	I	∅	7	∅	∅	∅	1	7	∅																																												
2	0.6667	2	0.6667	1255																																																																			171	β	i	∅	∅	i	∅	∅	B	I	∅	∅	I	∅	∅	3	7	∅	∅	7	∅	∅																																																																			172	b	i	∅	∅	i	∅	∅	P	I	∅	∅	I	∅	∅	1	7	∅	∅	7	∅	∅																																												
3	1.0000	1	0.3333	1255																																																																			171	i	β	i	∅	∅	∅	∅	I	B	I	∅	∅	∅	∅	7	3	7	∅	∅	∅	∅																																																																			172	i	b	i	∅	∅	∅	∅	I	P	I	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	1263	173	d	∅	∅	∅	a	h	a	T	∅	∅	∅	A	H	A	1	∅	∅	∅	7	3	7																																													174	t	∅	∅	∅	á	p	-	T	∅	∅	∅	A	P	_	1	∅	∅	∅	7	1	0																							175	t	∅	∅	∅	á	h	a	T	∅	∅	∅	A	H	A	1	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	1263	173	a	d	∅	∅	h	a	∅	A	T	∅	∅	H	A	∅	7	1	∅	∅	3	7	∅																																													174	á	t	∅	∅	p	-	∅	A	T	∅	∅	P	_	∅	7	1	∅	∅	1	0	∅																							175	á	t	∅	∅	h	a	∅	A	T	∅	∅	H	A	∅	7	1	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	1263	173	h	a	d	∅	a	∅	∅	H	A	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																													174	p	á	t	∅	-	∅	∅	P	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							175	h	á	t	∅	a	∅	∅	H	A	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	1263	173	a	h	a	d	∅	∅	∅	A	H	A	T	∅	∅	∅	7	3	7	1	∅	∅	∅																																													174	-	p	á	t	∅	∅	∅	_	P	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							175	a	h	á	t	∅	∅	∅	A	H	A	T	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	1273	176	l	∅	∅	∅	ɔ	ɔ	t	L	∅	∅	∅	U	U	T	5	∅	∅	∅	7	7	1	177	l	∅	∅	∅	o	o	r	L	∅	∅	∅	U	U	R	5	∅	∅	∅	7	7	5																							178	l	∅	∅	∅	o	o	t	L	∅	∅	∅	U	U	T	5	∅	∅	∅	7	7	1																																																																																																																																				
2	0.4000	4	0.8000	1273	176	ɔ	l	∅	∅	ɔ	t	a	U	L	∅	∅	U	T	A	7	5	∅	∅	7	1	7	177	o	l	∅	∅	o	r	a	U	L	∅	∅	U	R	A	7	5	∅	∅	7	5	7																							178	o	l	∅	∅	o	t	-	U	L	∅	∅	U	T	_	7	5	∅	∅	7	1	0																																																																																																																																				
3	0.6000	3	0.6000	1273	176	ɔ	ɔ	l	∅	t	a	∅	U	U	L	∅	T	A	∅	7	7	5	∅	1	7	∅	177	o	o	l	∅	r	a	∅	U	U	L	∅	R	A	∅	7	7	5	∅	5	7	∅																							178	o	o	l	∅	t	-	∅	U	U	L	∅	T	_	∅	7	7	5	∅	1	0	∅																																																																																																																																				
4	0.8000	2	0.4000	1273	176	t	ɔ	ɔ	l	a	∅	∅	T	U	U	L	A	∅	∅	1	7	7	5	7	∅	∅	177	r	o	o	l	a	∅	∅	R	U	U	L	A	∅	∅	5	7	7	5	7	∅	∅																							178	t	o	o	l	-	∅	∅	T	U	U	L	_	∅	∅	1	7	7	5	0	∅	∅																																																																																																																																				
5	1.0000	1	0.2000	1273	176	a	t	ɔ	ɔ	∅	∅	∅	A	T	U	U	∅	∅	∅	7	1	7	7	∅	∅	∅	177	a	r	o	o	∅	∅	∅	A	R	U	U	∅	∅	∅	7	5	7	7	∅	∅	∅																							178	-	t	o	o	∅	∅	∅	_	T	U	U	∅	∅	∅	0	1	7	7	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	1277																																																																																																															179	-	∅	∅	∅	o	t	a	_	∅	∅	∅	U	T	A	0	∅	∅	∅	7	1	7	180	r	∅	∅	∅	ô	t	a	R	∅	∅	∅	O	T	A	5	∅	∅	∅	7	1	7																																																																		
2	0.5000	3	0.7500	1277																																																																																																															179	o	-	∅	∅	t	a	∅	U	_	∅	∅	T	A	∅	7	0	∅	∅	1	7	∅	180	ô	r	∅	∅	t	a	∅	O	R	∅	∅	T	A	∅	7	5	∅	∅	1	7	∅																																																																		
3	0.7500	2	0.5000	1277																																																																																																															179	t	o	-	∅	a	∅	∅	T	U	_	∅	A	∅	∅	1	7	0	∅	7	∅	∅	180	t	ô	r	∅	a	∅	∅	T	O	R	∅	A	∅	∅	1	7	5	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1277																																																																																																															179	a	t	o	-	∅	∅	∅	A	T	U	_	∅	∅	∅	7	1	7	0	∅	∅	∅	180	a	t	ô	r	∅	∅	∅	A	T	O	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																		
1	0.1667	6	1.0000	1317																							181	f	∅	∅	∅	u	u	m	B	∅	∅	∅	Y	Y	M	3	∅	∅	∅	7	7	4																																																																			182	v	∅	∅	∅	u	-	m	B	∅	∅	∅	Y	_	M	3	∅	∅	∅	7	0	4																																																																																								
2	0.3333	5	0.8333	1317																							181	u	f	∅	∅	u	m	b	Y	B	∅	∅	Y	M	P	7	3	∅	∅	7	4	1																																																																			182	u	v	∅	∅	-	m	b	Y	B	∅	∅	_	M	P	7	3	∅	∅	0	4	1																																																																																								
3	0.5000	4	0.6667	1317																							181	u	u	f	∅	m	b	i	Y	Y	B	∅	M	P	I	7	7	3	∅	4	1	7																																																																			182	-	u	v	∅	m	b	i	_	Y	B	∅	M	P	I	0	7	3	∅	4	1	7																																																																																								
4	0.6667	3	0.5000	1317																							181	m	u	u	f	b	i	∅	M	Y	Y	B	P	I	∅	4	7	7	3	1	7	∅																																																																			182	m	-	u	v	b	i	∅	M	_	Y	B	P	I	∅	4	0	7	3	1	7	∅																																																																																								
5	0.8333	2	0.3333	1317																							181	b	m	u	u	i	∅	∅	P	M	Y	Y	I	∅	∅	1	4	7	7	7	∅	∅																																																																			182	b	m	-	u	i	∅	∅	P	M	_	Y	I	∅	∅	1	4	0	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	1317																							181	i	b	m	u	∅	∅	∅	I	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																			182	i	b	m	-	∅	∅	∅	I	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	1318																																																																			183	k	∅	∅	∅	u	ŋ	g	K	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1																																													184	k	∅	∅	∅	u	ŋ	g	K	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1	185	k	∅	∅	∅	u	ŋ	g	K	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	1318																																																																			183	u	k	∅	∅	ŋ	g	u	Y	K	∅	∅	N	K	Y	7	1	∅	∅	4	1	7																																													184	u	k	∅	∅	ŋ	g	u	Y	K	∅	∅	N	K	Y	7	1	∅	∅	4	1	7	185	u	k	∅	∅	ŋ	g	u	Y	K	∅	∅	N	K	Y	7	1	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	1318																																																																			183	ŋ	u	k	∅	g	u	∅	N	Y	K	∅	K	Y	∅	4	7	1	∅	1	7	∅																																													184	ŋ	u	k	∅	g	u	∅	N	Y	K	∅	K	Y	∅	4	7	1	∅	1	7	∅	185	ŋ	u	k	∅	g	u	∅	N	Y	K	∅	K	Y	∅	4	7	1	∅	1	7	∅																																												
4	0.8000	2	0.4000	1318																																																																			183	g	ŋ	u	k	u	∅	∅	K	N	Y	K	Y	∅	∅	1	4	7	1	7	∅	∅																																													184	g	ŋ	u	k	u	∅	∅	K	N	Y	K	Y	∅	∅	1	4	7	1	7	∅	∅	185	g	ŋ	u	k	u	∅	∅	K	N	Y	K	Y	∅	∅	1	4	7	1	7	∅	∅																																												
5	1.0000	1	0.2000	1318																																																																			183	u	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																													184	u	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	185	u	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.1667	6	1.0000	1329	186	i	∅	∅	∅	k	a	-	I	∅	∅	∅	K	A	_	7	∅	∅	∅	1	7	0																																													187	i	∅	∅	∅	k	a	-	I	∅	∅	∅	K	A	_	7	∅	∅	∅	1	7	0																							188	i	∅	∅	∅	k	a	a	I	∅	∅	∅	K	A	A	7	∅	∅	∅	1	7	7																																																																																								
2	0.3333	5	0.8333	1329	186	k	i	∅	∅	a	-	l	K	I	∅	∅	A	_	L	1	7	∅	∅	7	0	5																																													187	k	i	∅	∅	a	-	l	K	I	∅	∅	A	_	L	1	7	∅	∅	7	0	5																							188	k	i	∅	∅	a	a	-	K	I	∅	∅	A	A	_	1	7	∅	∅	7	7	0																																																																																								
3	0.5000	4	0.6667	1329	186	a	k	i	∅	-	l	a	A	K	I	∅	_	L	A	7	1	7	∅	0	5	7																																													187	a	k	i	∅	-	l	-	A	K	I	∅	_	L	_	7	1	7	∅	0	5	0																							188	a	k	i	∅	a	-	-	A	K	I	∅	A	_	_	7	1	7	∅	7	0	0																																																																																								
4	0.6667	3	0.5000	1329	186	-	a	k	i	l	a	∅	_	A	K	I	L	A	∅	0	7	1	7	5	7	∅																																													187	-	a	k	i	l	-	∅	_	A	K	I	L	_	∅	0	7	1	7	5	0	∅																							188	a	a	k	i	-	-	∅	A	A	K	I	_	_	∅	7	7	1	7	0	0	∅																																																																																								
5	0.8333	2	0.3333	1329	186	l	-	a	k	a	∅	∅	L	_	A	K	A	∅	∅	5	0	7	1	7	∅	∅																																													187	l	-	a	k	-	∅	∅	L	_	A	K	_	∅	∅	5	0	7	1	0	∅	∅																							188	-	a	a	k	-	∅	∅	_	A	A	K	_	∅	∅	0	7	7	1	0	∅	∅																																																																																								
6	1.0000	1	0.1667	1329	186	a	l	-	a	∅	∅	∅	A	L	_	A	∅	∅	∅	7	5	0	7	∅	∅	∅																																													187	-	l	-	a	∅	∅	∅	_	L	_	A	∅	∅	∅	0	5	0	7	∅	∅	∅																							188	-	-	a	a	∅	∅	∅	_	_	A	A	∅	∅	∅	0	0	7	7	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1351																																													189	dʒ	∅	∅	∅	á	a	∅	T	∅	∅	∅	A	A	∅	1	∅	∅	∅	7	7	∅																																																																																																															190	dʒ	∅	∅	∅	a	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1351																																													189	á	dʒ	∅	∅	a	∅	∅	A	T	∅	∅	A	∅	∅	7	1	∅	∅	7	∅	∅																																																																																																															190	a	dʒ	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1351																																													189	a	á	dʒ	∅	∅	∅	∅	A	A	T	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅																																																																																																															190	-	a	dʒ	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1362	191	g	∅	∅	∅	i	i	∅	K	∅	∅	∅	I	I	∅	1	∅	∅	∅	7	7	∅	192	k	∅	∅	∅	i	-	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																																																			193	g	∅	∅	∅	i	-	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	1362	191	i	g	∅	∅	i	∅	∅	I	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅	192	i	k	∅	∅	-	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			193	i	g	∅	∅	-	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	1362	191	i	i	g	∅	∅	∅	∅	I	I	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	192	-	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			193	-	i	g	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																								
1	0.1429	7	1.0000	1388																																																																			194	k	∅	∅	∅	o	ŋ	k	K	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																																													195	k	∅	∅	∅	ô	-	k	K	∅	∅	∅	O	_	K	1	∅	∅	∅	7	0	1																																																																		
2	0.2857	6	0.8571	1388																																																																			194	o	k	∅	∅	ŋ	k	o	U	K	∅	∅	N	K	U	7	1	∅	∅	4	1	7																																													195	ô	k	∅	∅	-	k	o	O	K	∅	∅	_	K	U	7	1	∅	∅	0	1	7																																																																		
3	0.4286	5	0.7143	1388																																																																			194	ŋ	o	k	∅	k	o	n	N	U	K	∅	K	U	N	4	7	1	∅	1	7	4																																													195	-	ô	k	∅	k	o	n	_	O	K	∅	K	U	N	0	7	1	∅	1	7	4																																																																		
4	0.5714	4	0.5714	1388																																																																			194	k	ŋ	o	k	o	n	i	K	N	U	K	U	N	I	1	4	7	1	7	4	7																																													195	k	-	ô	k	o	n	a	K	_	O	K	U	N	A	1	0	7	1	7	4	7																																																																		
