index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
3	0.6000	3	0.6000	720	82	i	i	dʒ	∅	k	a	∅	I	I	T	∅	K	A	∅	7	7	1	∅	1	7	∅																																																																																									83	-	i	dʒ	∅	k	a	∅	_	I	T	∅	K	A	∅	0	7	1	∅	1	7	∅																																																																																								
4	0.8000	2	0.4000	720	82	k	i	i	dʒ	a	∅	∅	K	I	I	T	A	∅	∅	1	7	7	1	7	∅	∅																																																																																									83	k	-	i	dʒ	a	∅	∅	K	_	I	T	A	∅	∅	1	0	7	1	7	∅	∅																																																																																								
5	1.0000	1	0.2000	720	82	a	k	i	i	∅	∅	∅	A	K	I	I	∅	∅	∅	7	1	7	7	∅	∅	∅																																																																																									83	a	k	-	i	∅	∅	∅	A	K	_	I	∅	∅	∅	7	1	0	7	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	722																							84	s	∅	∅	∅	ìì	x	a	S	∅	∅	∅	I	G	A	3	∅	∅	∅	7	3	7																							85	ʃ	∅	∅	∅	ìì	k	-	S	∅	∅	∅	I	K	_	3	∅	∅	∅	7	1	0																																																																																																																																				
2	0.5000	3	0.7500	722																							84	ìì	s	∅	∅	x	a	∅	I	S	∅	∅	G	A	∅	7	3	∅	∅	3	7	∅																							85	ìì	ʃ	∅	∅	k	-	∅	I	S	∅	∅	K	_	∅	7	3	∅	∅	1	0	∅																																																																																																																																				
3	0.7500	2	0.5000	722																							84	x	ìì	s	∅	a	∅	∅	G	I	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																							85	k	ìì	ʃ	∅	-	∅	∅	K	I	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅																																																																																																																																				
4	1.0000	1	0.2500	722																							84	a	x	ìì	s	∅	∅	∅	A	G	I	S	∅	∅	∅	7	3	7	3	∅	∅	∅																							85	-	k	ìì	ʃ	∅	∅	∅	_	K	I	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																																																																																																																				
1	0.1250	8	1.0000	780																							87	-	∅	∅	∅	-	l	a	_	∅	∅	∅	_	L	A	0	∅	∅	∅	0	5	7																																																																																																																																																											86	v	∅	∅	∅	i	l	a	B	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7
2	0.2500	7	0.8750	780																							87	-	-	∅	∅	l	a	a	_	_	∅	∅	L	A	A	0	0	∅	∅	5	7	7																																																																																																																																																											86	i	v	∅	∅	l	a	a	I	B	∅	∅	L	A	A	7	3	∅	∅	5	7	7
3	0.3750	6	0.7500	780																							87	l	-	-	∅	a	a	ŋ	L	_	_	∅	A	A	N	5	0	0	∅	7	7	4																																																																																																																																																											86	l	i	v	∅	a	a	ŋ	L	I	B	∅	A	A	N	5	7	3	∅	7	7	4
4	0.5000	5	0.6250	780																							87	a	l	-	-	a	ŋ	g	A	L	_	_	A	N	K	7	5	0	0	7	4	1																																																																																																																																																											86	a	l	i	v	a	ŋ	g	A	L	I	B	A	N	K	7	5	7	3	7	4	1
5	0.6250	4	0.5000	780																							87	a	a	l	-	ŋ	g	a	A	A	L	_	N	K	A	7	7	5	0	4	1	7																																																																																																																																																											86	a	a	l	i	ŋ	g	a	A	A	L	I	N	K	A	7	7	5	7	4	1	7
6	0.7500	3	0.3750	780																							87	ŋ	a	a	l	g	a	∅	N	A	A	L	K	A	∅	4	7	7	5	1	7	∅																																																																																																																																																											86	ŋ	a	a	l	g	a	∅	N	A	A	L	K	A	∅	4	7	7	5	1	7	∅
7	0.8750	2	0.2500	780																							87	g	ŋ	a	a	a	∅	∅	K	N	A	A	A	∅	∅	1	4	7	7	7	∅	∅																																																																																																																																																											86	g	ŋ	a	a	a	∅	∅	K	N	A	A	A	∅	∅	1	4	7	7	7	∅	∅
8	1.0000	1	0.1250	780																							87	a	g	ŋ	a	∅	∅	∅	A	K	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																																											86	a	g	ŋ	a	∅	∅	∅	A	K	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	823	88	m	∅	∅	∅	a	l	a	M	∅	∅	∅	A	L	A	4	∅	∅	∅	7	5	7	89	m	∅	∅	∅	a	l	a	M	∅	∅	∅	A	L	A	4	∅	∅	∅	7	5	7																																																																																																																																																																																
2	0.5000	3	0.7500	823	88	a	m	∅	∅	l	a	∅	A	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅	89	a	m	∅	∅	l	a	∅	A	M	∅	∅	L	A	∅	7	4	∅	∅	5	7	∅																																																																																																																																																																																
3	0.7500	2	0.5000	823	88	l	a	m	∅	a	∅	∅	L	A	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅	89	l	a	m	∅	a	∅	∅	L	A	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅																																																																																																																																																																																
4	1.0000	1	0.2500	823	88	a	l	a	m	∅	∅	∅	A	L	A	M	∅	∅	∅	7	5	7	4	∅	∅	∅	89	a	l	a	m	∅	∅	∅	A	L	A	M	∅	∅	∅	7	5	7	4	∅	∅	∅																																																																																																																																																																																
1	0.2500	4	1.0000	829	90	ʃ	∅	∅	∅	i	l	a	S	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7																																																																																									91	s	∅	∅	∅	i	-	a	S	∅	∅	∅	I	_	A	3	∅	∅	∅	7	0	7																																																																																								
2	0.5000	3	0.7500	829	90	i	ʃ	∅	∅	l	a	∅	I	S	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅																																																																																									91	i	s	∅	∅	-	a	∅	I	S	∅	∅	_	A	∅	7	3	∅	∅	0	7	∅																																																																																								
3	0.7500	2	0.5000	829	90	l	i	ʃ	∅	a	∅	∅	L	I	S	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																																																																									91	-	i	s	∅	a	∅	∅	_	I	S	∅	A	∅	∅	0	7	3	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	829	90	a	l	i	ʃ	∅	∅	∅	A	L	I	S	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																																									91	a	-	i	s	∅	∅	∅	A	_	I	S	∅	∅	∅	7	0	7	3	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	837																																																																			93	p	∅	∅	∅	a	-	n	P	∅	∅	∅	A	_	N	1	∅	∅	∅	7	0	4																																																																																																															92	p	∅	∅	∅	a	a	n	P	∅	∅	∅	A	A	N	1	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	837																																																																			93	a	p	∅	∅	-	n	d	A	P	∅	∅	_	N	T	7	1	∅	∅	0	4	1																																																																																																															92	a	p	∅	∅	a	n	d	A	P	∅	∅	A	N	T	7	1	∅	∅	7	4	1
3	0.5000	4	0.6667	837																																																																			93	-	a	p	∅	n	d	o	_	A	P	∅	N	T	U	0	7	1	∅	4	1	7																																																																																																															92	a	a	p	∅	n	d	o	A	A	P	∅	N	T	U	7	7	1	∅	4	1	7
4	0.6667	3	0.5000	837																																																																			93	n	-	a	p	d	o	∅	N	_	A	P	T	U	∅	4	0	7	1	1	7	∅																																																																																																															92	n	a	a	p	d	o	∅	N	A	A	P	T	U	∅	4	7	7	1	1	7	∅
5	0.8333	2	0.3333	837																																																																			93	d	n	-	a	o	∅	∅	T	N	_	A	U	∅	∅	1	4	0	7	7	∅	∅																																																																																																															92	d	n	a	a	o	∅	∅	T	N	A	A	U	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	837																																																																			93	o	d	n	-	∅	∅	∅	U	T	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																																															92	o	d	n	a	∅	∅	∅	U	T	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.1667	6	1.0000	860																																													95	b	∅	∅	∅	e	-	ŋ	P	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4																																																																			96	β	∅	∅	∅	i	-	ŋ	B	∅	∅	∅	I	_	N	3	∅	∅	∅	7	0	4																																													94	v	∅	∅	∅	i	i	ŋ	B	∅	∅	∅	I	I	N	3	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	860																																													95	e	b	∅	∅	-	ŋ	g	E	P	∅	∅	_	N	K	7	1	∅	∅	0	4	1																																																																			96	i	β	∅	∅	-	ŋ	g	I	B	∅	∅	_	N	K	7	3	∅	∅	0	4	1																																													94	i	v	∅	∅	i	ŋ	g	I	B	∅	∅	I	N	K	7	3	∅	∅	7	4	1
3	0.5000	4	0.6667	860																																													95	-	e	b	∅	ŋ	g	a	_	E	P	∅	N	K	A	0	7	1	∅	4	1	7																																																																			96	-	i	β	∅	ŋ	g	a	_	I	B	∅	N	K	A	0	7	3	∅	4	1	7																																													94	i	i	v	∅	ŋ	g	a	I	I	B	∅	N	K	A	7	7	3	∅	4	1	7
4	0.6667	3	0.5000	860																																													95	ŋ	-	e	b	g	a	∅	N	_	E	P	K	A	∅	4	0	7	1	1	7	∅																																																																			96	ŋ	-	i	β	g	a	∅	N	_	I	B	K	A	∅	4	0	7	3	1	7	∅																																													94	ŋ	i	i	v	g	a	∅	N	I	I	B	K	A	∅	4	7	7	3	1	7	∅
5	0.8333	2	0.3333	860																																													95	g	ŋ	-	e	a	∅	∅	K	N	_	E	A	∅	∅	1	4	0	7	7	∅	∅																																																																			96	g	ŋ	-	i	a	∅	∅	K	N	_	I	A	∅	∅	1	4	0	7	7	∅	∅																																													94	g	ŋ	i	i	a	∅	∅	K	N	I	I	A	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	860																																													95	a	g	ŋ	-	∅	∅	∅	A	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																			96	a	g	ŋ	-	∅	∅	∅	A	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																													94	a	g	ŋ	i	∅	∅	∅	A	K	N	I	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	873																							97	s	∅	∅	∅	a	j	a	S	∅	∅	∅	A	J	A	3	∅	∅	∅	7	6	7																							98	s	∅	∅	∅	a	j	a	S	∅	∅	∅	A	J	A	3	∅	∅	∅	7	6	7																																																																																																																																				
2	0.5000	3	0.7500	873																							97	a	s	∅	∅	j	a	∅	A	S	∅	∅	J	A	∅	7	3	∅	∅	6	7	∅																							98	a	s	∅	∅	j	a	∅	A	S	∅	∅	J	A	∅	7	3	∅	∅	6	7	∅																																																																																																																																				
3	0.7500	2	0.5000	873																							97	j	a	s	∅	a	∅	∅	J	A	S	∅	A	∅	∅	6	7	3	∅	7	∅	∅																							98	j	a	s	∅	a	∅	∅	J	A	S	∅	A	∅	∅	6	7	3	∅	7	∅	∅																																																																																																																																				
4	1.0000	1	0.2500	873																							97	a	j	a	s	∅	∅	∅	A	J	A	S	∅	∅	∅	7	6	7	3	∅	∅	∅																							98	a	j	a	s	∅	∅	∅	A	J	A	S	∅	∅	∅	7	6	7	3	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	882	99	k	∅	∅	∅	u	β	a	K	∅	∅	∅	Y	B	A	1	∅	∅	∅	7	3	7																																																																																																																																					100	k	∅	∅	∅	u	b	a	K	∅	∅	∅	Y	P	A	1	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	882	99	u	k	∅	∅	β	a	∅	Y	K	∅	∅	B	A	∅	7	1	∅	∅	3	7	∅																																																																																																																																					100	u	k	∅	∅	b	a	∅	Y	K	∅	∅	P	A	∅	7	1	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	882	99	β	u	k	∅	a	∅	∅	B	Y	K	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																																																																																																																					100	b	u	k	∅	a	∅	∅	P	Y	K	∅	A	∅	∅	1	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	882	99	a	β	u	k	∅	∅	∅	A	B	Y	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																																																																					100	a	b	u	k	∅	∅	∅	A	P	Y	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.2500	4	1.0000	884																							101	f	∅	∅	∅	u	β	a	B	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																							102	f	∅	∅	∅	u	β	a	B	∅	∅	∅	Y	B	A	3	∅	∅	∅	7	3	7																																																																																																																																				
2	0.5000	3	0.7500	884																							101	u	f	∅	∅	β	a	∅	Y	B	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																							102	u	f	∅	∅	β	a	∅	Y	B	∅	∅	B	A	∅	7	3	∅	∅	3	7	∅																																																																																																																																				
3	0.7500	2	0.5000	884																							101	β	u	f	∅	a	∅	∅	B	Y	B	∅	A	∅	∅	3	7	3	∅	7	∅	∅																							102	β	u	f	∅	a	∅	∅	B	Y	B	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																																																																																				
4	1.0000	1	0.2500	884																							101	a	β	u	f	∅	∅	∅	A	B	Y	B	∅	∅	∅	7	3	7	3	∅	∅	∅																							102	a	β	u	f	∅	∅	∅	A	B	Y	B	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	904	103	l	∅	∅	∅	ɛ	z	u	L	∅	∅	∅	E	S	Y	5	∅	∅	∅	7	3	7																																																																																																																																																											104	l	∅	∅	∅	e	d	u	L	∅	∅	∅	E	T	Y	5	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	904	103	ɛ	l	∅	∅	z	u	∅	E	L	∅	∅	S	Y	∅	7	5	∅	∅	3	7	∅																																																																																																																																																											104	e	l	∅	∅	d	u	∅	E	L	∅	∅	T	Y	∅	7	5	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	904	103	z	ɛ	l	∅	u	∅	∅	S	E	L	∅	Y	∅	∅	3	7	5	∅	7	∅	∅																																																																																																																																																											104	d	e	l	∅	u	∅	∅	T	E	L	∅	Y	∅	∅	1	7	5	∅	7	∅	∅																						
4	1.0000	1	0.2500	904	103	u	z	ɛ	l	∅	∅	∅	Y	S	E	L	∅	∅	∅	7	3	7	5	∅	∅	∅																																																																																																																																																											104	u	d	e	l	∅	∅	∅	Y	T	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅																						
1	0.1429	7	1.0000	915	105	s	∅	∅	∅	a	a	g	S	∅	∅	∅	A	A	K	3	∅	∅	∅	7	7	1																																																																																									106	s	∅	∅	∅	a	-	ɣ	S	∅	∅	∅	A	_	G	3	∅	∅	∅	7	0	3																																																																																								
2	0.2857	6	0.8571	915	105	a	s	∅	∅	a	g	ʊ	A	S	∅	∅	A	K	Y	7	3	∅	∅	7	1	7																																																																																									106	a	s	∅	∅	-	ɣ	u	A	S	∅	∅	_	G	Y	7	3	∅	∅	0	3	7																																																																																								
3	0.4286	5	0.7143	915	105	a	a	s	∅	g	ʊ	l	A	A	S	∅	K	Y	L	7	7	3	∅	1	7	5																																																																																									106	-	a	s	∅	ɣ	u	r	_	A	S	∅	G	Y	R	0	7	3	∅	3	7	5																																																																																								
4	0.5714	4	0.5714	915	105	g	a	a	s	ʊ	l	a	K	A	A	S	Y	L	A	1	7	7	3	7	5	7																																																																																									106	ɣ	-	a	s	u	r	a	G	_	A	S	Y	R	A	3	0	7	3	7	5	7																																																																																								
5	0.7143	3	0.4286	915	105	ʊ	g	a	a	l	a	∅	Y	K	A	A	L	A	∅	7	1	7	7	5	7	∅																																																																																									106	u	ɣ	-	a	r	a	∅	Y	G	_	A	R	A	∅	7	3	0	7	5	7	∅																																																																																								
6	0.8571	2	0.2857	915	105	l	ʊ	g	a	a	∅	∅	L	Y	K	A	A	∅	∅	5	7	1	7	7	∅	∅																																																																																									106	r	u	ɣ	-	a	∅	∅	R	Y	G	_	A	∅	∅	5	7	3	0	7	∅	∅																																																																																								
7	1.0000	1	0.1429	915	105	a	l	ʊ	g	∅	∅	∅	A	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																									106	a	r	u	ɣ	∅	∅	∅	A	R	Y	G	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	928																							107	x	∅	∅	∅	o	l	o	G	∅	∅	∅	U	L	U	3	∅	∅	∅	7	5	7																																																																			108	k	∅	∅	∅	o	l	o	K	∅	∅	∅	U	L	U	1	∅	∅	∅	7	5	7	109	k	∅	∅	∅	ô	r	o	K	∅	∅	∅	O	R	U	1	∅	∅	∅	7	5	7																																																																		
2	0.5000	3	0.7500	928																							107	o	x	∅	∅	l	o	∅	U	G	∅	∅	L	U	∅	7	3	∅	∅	5	7	∅																																																																			108	o	k	∅	∅	l	o	∅	U	K	∅	∅	L	U	∅	7	1	∅	∅	5	7	∅	109	ô	k	∅	∅	r	o	∅	O	K	∅	∅	R	U	∅	7	1	∅	∅	5	7	∅																																																																		
3	0.7500	2	0.5000	928																							107	l	o	x	∅	o	∅	∅	L	U	G	∅	U	∅	∅	5	7	3	∅	7	∅	∅																																																																			108	l	o	k	∅	o	∅	∅	L	U	K	∅	U	∅	∅	5	7	1	∅	7	∅	∅	109	r	ô	k	∅	o	∅	∅	R	O	K	∅	U	∅	∅	5	7	1	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	928																							107	o	l	o	x	∅	∅	∅	U	L	U	G	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																			108	o	l	o	k	∅	∅	∅	U	L	U	K	∅	∅	∅	7	5	7	1	∅	∅	∅	109	o	r	ô	k	∅	∅	∅	U	R	O	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	959																																																																			111	p	∅	∅	∅	e	p	o	P	∅	∅	∅	E	P	U	1	∅	∅	∅	7	1	7																							112	p	∅	∅	∅	e	h	o	P	∅	∅	∅	E	H	U	1	∅	∅	∅	7	3	7																																																																			110	b	∅	∅	∅	e	p	o	P	∅	∅	∅	E	P	U	1	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	959																																																																			111	e	p	∅	∅	p	o	∅	E	P	∅	∅	P	U	∅	7	1	∅	∅	1	7	∅																							112	e	p	∅	∅	h	o	∅	E	P	∅	∅	H	U	∅	7	1	∅	∅	3	7	∅																																																																			110	e	b	∅	∅	p	o	∅	E	P	∅	∅	P	U	∅	7	1	∅	∅	1	7	∅
3	0.7500	2	0.5000	959																																																																			111	p	e	p	∅	o	∅	∅	P	E	P	∅	U	∅	∅	1	7	1	∅	7	∅	∅																							112	h	e	p	∅	o	∅	∅	H	E	P	∅	U	∅	∅	3	7	1	∅	7	∅	∅																																																																			110	p	e	b	∅	o	∅	∅	P	E	P	∅	U	∅	∅	1	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	959																																																																			111	o	p	e	p	∅	∅	∅	U	P	E	P	∅	∅	∅	7	1	7	1	∅	∅	∅																							112	o	h	e	p	∅	∅	∅	U	H	E	P	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																			110	o	p	e	b	∅	∅	∅	U	P	E	P	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	984																																													113	s	∅	∅	∅	i	s	a	S	∅	∅	∅	I	S	A	3	∅	∅	∅	7	3	7																																																																																									114	s	∅	∅	∅	i	l	a	S	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	984																																													113	i	s	∅	∅	s	a	∅	I	S	∅	∅	S	A	∅	7	3	∅	∅	3	7	∅																																																																																									114	i	s	∅	∅	l	a	∅	I	S	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	984																																													113	s	i	s	∅	a	∅	∅	S	I	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																																									114	l	i	s	∅	a	∅	∅	L	I	S	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																												
4	1.0000	1	0.2500	984																																													113	a	s	i	s	∅	∅	∅	A	S	I	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																									114	a	l	i	s	∅	∅	∅	A	L	I	S	∅	∅	∅	7	5	7	3	∅	∅	∅																																												
1	0.1667	6	1.0000	1019	115	l	∅	∅	∅	a	a	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4	116	l	∅	∅	∅	a	a	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4																																																																																																																																																																																
2	0.3333	5	0.8333	1019	115	a	l	∅	∅	a	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1	116	a	l	∅	∅	a	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1																																																																																																																																																																																
3	0.5000	4	0.6667	1019	115	a	a	l	∅	m	b	ɔ	A	A	L	∅	M	P	U	7	7	5	∅	4	1	7	116	a	a	l	∅	m	b	o	A	A	L	∅	M	P	U	7	7	5	∅	4	1	7																																																																																																																																																																																
4	0.6667	3	0.5000	1019	115	m	a	a	l	b	ɔ	∅	M	A	A	L	P	U	∅	4	7	7	5	1	7	∅	116	m	a	a	l	b	o	∅	M	A	A	L	P	U	∅	4	7	7	5	1	7	∅																																																																																																																																																																																
5	0.8333	2	0.3333	1019	115	b	m	a	a	ɔ	∅	∅	P	M	A	A	U	∅	∅	1	4	7	7	7	∅	∅	116	b	m	a	a	o	∅	∅	P	M	A	A	U	∅	∅	1	4	7	7	7	∅	∅																																																																																																																																																																																
6	1.0000	1	0.1667	1019	115	ɔ	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅	116	o	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																																																																
1	0.2000	5	1.0000	1025																																																																																																															117	-	∅	∅	∅	i	m	b	_	∅	∅	∅	I	M	P	0	∅	∅	∅	7	4	1	118	tʃ	∅	∅	∅	i	m	b	T	∅	∅	∅	I	M	P	1	∅	∅	∅	7	4	1	119	r	∅	∅	∅	ʊ	m	b	R	∅	∅	∅	Y	M	P	5	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	1025																																																																																																															117	i	-	∅	∅	m	b	a	I	_	∅	∅	M	P	A	7	0	∅	∅	4	1	7	118	i	tʃ	∅	∅	m	b	a	I	T	∅	∅	M	P	A	7	1	∅	∅	4	1	7	119	ʊ	r	∅	∅	m	b	a	Y	R	∅	∅	M	P	A	7	5	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	1025																																																																																																															117	m	i	-	∅	b	a	∅	M	I	_	∅	P	A	∅	4	7	0	∅	1	7	∅	118	m	i	tʃ	∅	b	a	∅	M	I	T	∅	P	A	∅	4	7	1	∅	1	7	∅	119	m	ʊ	r	∅	b	a	∅	M	Y	R	∅	P	A	∅	4	7	5	∅	1	7	∅																																												
4	0.8000	2	0.4000	1025																																																																																																															117	b	m	i	-	a	∅	∅	P	M	I	_	A	∅	∅	1	4	7	0	7	∅	∅	118	b	m	i	tʃ	a	∅	∅	P	M	I	T	A	∅	∅	1	4	7	1	7	∅	∅	119	b	m	ʊ	r	a	∅	∅	P	M	Y	R	A	∅	∅	1	4	7	5	7	∅	∅																																												
5	1.0000	1	0.2000	1025																																																																																																															117	a	b	m	i	∅	∅	∅	A	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	118	a	b	m	i	∅	∅	∅	A	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	119	a	b	m	ʊ	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.2500	4	1.0000	1073	120	k	∅	∅	∅	i	l	a	K	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7																																																																																																																																																											121	tsʰ	∅	∅	∅	i	l	a	C	∅	∅	∅	I	L	A	2	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	1073	120	i	k	∅	∅	l	a	∅	I	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅																																																																																																																																																											121	i	tsʰ	∅	∅	l	a	∅	I	C	∅	∅	L	A	∅	7	2	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	1073	120	l	i	k	∅	a	∅	∅	L	I	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																											121	l	i	tsʰ	∅	a	∅	∅	L	I	C	∅	A	∅	∅	5	7	2	∅	7	∅	∅																						
