index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
4	0.5714	4	0.5714	915	87	g	a	a	s	ʊ	l	a	K	A	A	S	Y	L	A	1	7	7	3	7	5	7																																																																																									88	ɣ	-	a	s	u	r	a	G	_	A	S	Y	R	A	3	0	7	3	7	5	7																																																																																								
5	0.7143	3	0.4286	915	87	ʊ	g	a	a	l	a	∅	Y	K	A	A	L	A	∅	7	1	7	7	5	7	∅																																																																																									88	u	ɣ	-	a	r	a	∅	Y	G	_	A	R	A	∅	7	3	0	7	5	7	∅																																																																																								
6	0.8571	2	0.2857	915	87	l	ʊ	g	a	a	∅	∅	L	Y	K	A	A	∅	∅	5	7	1	7	7	∅	∅																																																																																									88	r	u	ɣ	-	a	∅	∅	R	Y	G	_	A	∅	∅	5	7	3	0	7	∅	∅																																																																																								
7	1.0000	1	0.1429	915	87	a	l	ʊ	g	∅	∅	∅	A	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																									88	a	r	u	ɣ	∅	∅	∅	A	R	Y	G	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	984																																													89	s	∅	∅	∅	i	s	a	S	∅	∅	∅	I	S	A	3	∅	∅	∅	7	3	7																																																																																									90	s	∅	∅	∅	i	l	a	S	∅	∅	∅	I	L	A	3	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	984																																													89	i	s	∅	∅	s	a	∅	I	S	∅	∅	S	A	∅	7	3	∅	∅	3	7	∅																																																																																									90	i	s	∅	∅	l	a	∅	I	S	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	984																																													89	s	i	s	∅	a	∅	∅	S	I	S	∅	A	∅	∅	3	7	3	∅	7	∅	∅																																																																																									90	l	i	s	∅	a	∅	∅	L	I	S	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																												
4	1.0000	1	0.2500	984																																													89	a	s	i	s	∅	∅	∅	A	S	I	S	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																									90	a	l	i	s	∅	∅	∅	A	L	I	S	∅	∅	∅	7	5	7	3	∅	∅	∅																																												
1	0.1667	6	1.0000	1019	91	l	∅	∅	∅	a	a	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4	92	l	∅	∅	∅	a	a	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4																																																																																																																																																																																
2	0.3333	5	0.8333	1019	91	a	l	∅	∅	a	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1	92	a	l	∅	∅	a	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1																																																																																																																																																																																
3	0.5000	4	0.6667	1019	91	a	a	l	∅	m	b	ɔ	A	A	L	∅	M	P	U	7	7	5	∅	4	1	7	92	a	a	l	∅	m	b	o	A	A	L	∅	M	P	U	7	7	5	∅	4	1	7																																																																																																																																																																																
4	0.6667	3	0.5000	1019	91	m	a	a	l	b	ɔ	∅	M	A	A	L	P	U	∅	4	7	7	5	1	7	∅	92	m	a	a	l	b	o	∅	M	A	A	L	P	U	∅	4	7	7	5	1	7	∅																																																																																																																																																																																
5	0.8333	2	0.3333	1019	91	b	m	a	a	ɔ	∅	∅	P	M	A	A	U	∅	∅	1	4	7	7	7	∅	∅	92	b	m	a	a	o	∅	∅	P	M	A	A	U	∅	∅	1	4	7	7	7	∅	∅																																																																																																																																																																																
6	1.0000	1	0.1667	1019	91	ɔ	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅	92	o	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																																																																
1	0.2000	5	1.0000	1025																																																																																																															93	-	∅	∅	∅	i	m	b	_	∅	∅	∅	I	M	P	0	∅	∅	∅	7	4	1	94	tʃ	∅	∅	∅	i	m	b	T	∅	∅	∅	I	M	P	1	∅	∅	∅	7	4	1	95	r	∅	∅	∅	ʊ	m	b	R	∅	∅	∅	Y	M	P	5	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	1025																																																																																																															93	i	-	∅	∅	m	b	a	I	_	∅	∅	M	P	A	7	0	∅	∅	4	1	7	94	i	tʃ	∅	∅	m	b	a	I	T	∅	∅	M	P	A	7	1	∅	∅	4	1	7	95	ʊ	r	∅	∅	m	b	a	Y	R	∅	∅	M	P	A	7	5	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	1025																																																																																																															93	m	i	-	∅	b	a	∅	M	I	_	∅	P	A	∅	4	7	0	∅	1	7	∅	94	m	i	tʃ	∅	b	a	∅	M	I	T	∅	P	A	∅	4	7	1	∅	1	7	∅	95	m	ʊ	r	∅	b	a	∅	M	Y	R	∅	P	A	∅	4	7	5	∅	1	7	∅																																												
4	0.8000	2	0.4000	1025																																																																																																															93	b	m	i	-	a	∅	∅	P	M	I	_	A	∅	∅	1	4	7	0	7	∅	∅	94	b	m	i	tʃ	a	∅	∅	P	M	I	T	A	∅	∅	1	4	7	1	7	∅	∅	95	b	m	ʊ	r	a	∅	∅	P	M	Y	R	A	∅	∅	1	4	7	5	7	∅	∅																																												
5	1.0000	1	0.2000	1025																																																																																																															93	a	b	m	i	∅	∅	∅	A	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	94	a	b	m	i	∅	∅	∅	A	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	95	a	b	m	ʊ	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.2500	4	1.0000	1073	96	k	∅	∅	∅	i	l	a	K	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7																																																																																																																																																											97	tsʰ	∅	∅	∅	i	l	a	C	∅	∅	∅	I	L	A	2	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	1073	96	i	k	∅	∅	l	a	∅	I	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅																																																																																																																																																											97	i	tsʰ	∅	∅	l	a	∅	I	C	∅	∅	L	A	∅	7	2	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	1073	96	l	i	k	∅	a	∅	∅	L	I	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																											97	l	i	tsʰ	∅	a	∅	∅	L	I	C	∅	A	∅	∅	5	7	2	∅	7	∅	∅																						
4	1.0000	1	0.2500	1073	96	a	l	i	k	∅	∅	∅	A	L	I	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																											97	a	l	i	tsʰ	∅	∅	∅	A	L	I	C	∅	∅	∅	7	5	7	2	∅	∅	∅																						
1	0.2500	4	1.0000	1123																							98	x	∅	∅	∅	i	n	a	G	∅	∅	∅	I	N	A	3	∅	∅	∅	7	4	7																																																																																																															99	m	∅	∅	∅	i	n	a	M	∅	∅	∅	I	N	A	4	∅	∅	∅	7	4	7																																												
2	0.5000	3	0.7500	1123																							98	i	x	∅	∅	n	a	∅	I	G	∅	∅	N	A	∅	7	3	∅	∅	4	7	∅																																																																																																															99	i	m	∅	∅	n	a	∅	I	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																																												
3	0.7500	2	0.5000	1123																							98	n	i	x	∅	a	∅	∅	N	I	G	∅	A	∅	∅	4	7	3	∅	7	∅	∅																																																																																																															99	n	i	m	∅	a	∅	∅	N	I	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1123																							98	a	n	i	x	∅	∅	∅	A	N	I	G	∅	∅	∅	7	4	7	3	∅	∅	∅																																																																																																															99	a	n	i	m	∅	∅	∅	A	N	I	M	∅	∅	∅	7	4	7	4	∅	∅	∅																																												
1	0.2000	5	1.0000	1171																																													100	b	∅	∅	∅	o	n	dʒ	P	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1																																													101	b	∅	∅	∅	u	n	t	P	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																								
2	0.4000	4	0.8000	1171																																													100	o	b	∅	∅	n	dʒ	a	U	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																													101	u	b	∅	∅	n	t	a	Y	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																																																																								
3	0.6000	3	0.6000	1171																																													100	n	o	b	∅	dʒ	a	∅	N	U	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																													101	n	u	b	∅	t	a	∅	N	Y	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																																																																								
4	0.8000	2	0.4000	1171																																													100	dʒ	n	o	b	a	∅	∅	T	N	U	P	A	∅	∅	1	4	7	1	7	∅	∅																																													101	t	n	u	b	a	∅	∅	T	N	Y	P	A	∅	∅	1	4	7	1	7	∅	∅																																																																																								
5	1.0000	1	0.2000	1171																																													100	a	dʒ	n	o	∅	∅	∅	A	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																													101	a	t	n	u	∅	∅	∅	A	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1180																																																																																																																																																											103	k	∅	∅	∅	w	a	∅	K	∅	∅	∅	W	A	∅	1	∅	∅	∅	6	7	∅																							102	-	∅	∅	∅	w	a	∅	_	∅	∅	∅	W	A	∅	0	∅	∅	∅	6	7	∅
2	0.6667	2	0.6667	1180																																																																																																																																																											103	w	k	∅	∅	a	∅	∅	W	K	∅	∅	A	∅	∅	6	1	∅	∅	7	∅	∅																							102	w	-	∅	∅	a	∅	∅	W	_	∅	∅	A	∅	∅	6	0	∅	∅	7	∅	∅
3	1.0000	1	0.3333	1180																																																																																																																																																											103	a	w	k	∅	∅	∅	∅	A	W	K	∅	∅	∅	∅	7	6	1	∅	∅	∅	∅																							102	a	w	-	∅	∅	∅	∅	A	W	_	∅	∅	∅	∅	7	6	0	∅	∅	∅	∅
1	0.2500	4	1.0000	1195																																													104	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																			105	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																		
2	0.5000	3	0.7500	1195																																													104	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																			105	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																		
3	0.7500	2	0.5000	1195																																													104	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																			105	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1195																																													104	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																			105	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																		
1	0.2000	5	1.0000	1244																																																																																																																																					106	d	∅	∅	∅	o	ŋ	g	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																							107	t	∅	∅	∅	o	ŋ	k	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	1244																																																																																																																																					106	o	d	∅	∅	ŋ	g	i	U	T	∅	∅	N	K	I	7	1	∅	∅	4	1	7																							107	o	t	∅	∅	ŋ	k	i	U	T	∅	∅	N	K	I	7	1	∅	∅	4	1	7																						
3	0.6000	3	0.6000	1244																																																																																																																																					106	ŋ	o	d	∅	g	i	∅	N	U	T	∅	K	I	∅	4	7	1	∅	1	7	∅																							107	ŋ	o	t	∅	k	i	∅	N	U	T	∅	K	I	∅	4	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	1244																																																																																																																																					106	g	ŋ	o	d	i	∅	∅	K	N	U	T	I	∅	∅	1	4	7	1	7	∅	∅																							107	k	ŋ	o	t	i	∅	∅	K	N	U	T	I	∅	∅	1	4	7	1	7	∅	∅																						
5	1.0000	1	0.2000	1244																																																																																																																																					106	i	g	ŋ	o	∅	∅	∅	I	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																							107	i	k	ŋ	o	∅	∅	∅	I	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.3333	3	1.0000	1255																																																																			108	i	∅	∅	∅	β	i	∅	I	∅	∅	∅	B	I	∅	7	∅	∅	∅	3	7	∅																																																																			109	i	∅	∅	∅	b	i	∅	I	∅	∅	∅	P	I	∅	7	∅	∅	∅	1	7	∅																																												
2	0.6667	2	0.6667	1255																																																																			108	β	i	∅	∅	i	∅	∅	B	I	∅	∅	I	∅	∅	3	7	∅	∅	7	∅	∅																																																																			109	b	i	∅	∅	i	∅	∅	P	I	∅	∅	I	∅	∅	1	7	∅	∅	7	∅	∅																																												
3	1.0000	1	0.3333	1255																																																																			108	i	β	i	∅	∅	∅	∅	I	B	I	∅	∅	∅	∅	7	3	7	∅	∅	∅	∅																																																																			109	i	b	i	∅	∅	∅	∅	I	P	I	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	1277																																																																																																															110	-	∅	∅	∅	o	t	a	_	∅	∅	∅	U	T	A	0	∅	∅	∅	7	1	7	111	r	∅	∅	∅	ô	t	a	R	∅	∅	∅	O	T	A	5	∅	∅	∅	7	1	7																																																																		
2	0.5000	3	0.7500	1277																																																																																																															110	o	-	∅	∅	t	a	∅	U	_	∅	∅	T	A	∅	7	0	∅	∅	1	7	∅	111	ô	r	∅	∅	t	a	∅	O	R	∅	∅	T	A	∅	7	5	∅	∅	1	7	∅																																																																		
3	0.7500	2	0.5000	1277																																																																																																															110	t	o	-	∅	a	∅	∅	T	U	_	∅	A	∅	∅	1	7	0	∅	7	∅	∅	111	t	ô	r	∅	a	∅	∅	T	O	R	∅	A	∅	∅	1	7	5	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1277																																																																																																															110	a	t	o	-	∅	∅	∅	A	T	U	_	∅	∅	∅	7	1	7	0	∅	∅	∅	111	a	t	ô	r	∅	∅	∅	A	T	O	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																		
1	0.1667	6	1.0000	1317																							112	f	∅	∅	∅	u	u	m	B	∅	∅	∅	Y	Y	M	3	∅	∅	∅	7	7	4																																																																			113	v	∅	∅	∅	u	-	m	B	∅	∅	∅	Y	_	M	3	∅	∅	∅	7	0	4																																																																																								
2	0.3333	5	0.8333	1317																							112	u	f	∅	∅	u	m	b	Y	B	∅	∅	Y	M	P	7	3	∅	∅	7	4	1																																																																			113	u	v	∅	∅	-	m	b	Y	B	∅	∅	_	M	P	7	3	∅	∅	0	4	1																																																																																								
3	0.5000	4	0.6667	1317																							112	u	u	f	∅	m	b	i	Y	Y	B	∅	M	P	I	7	7	3	∅	4	1	7																																																																			113	-	u	v	∅	m	b	i	_	Y	B	∅	M	P	I	0	7	3	∅	4	1	7																																																																																								
4	0.6667	3	0.5000	1317																							112	m	u	u	f	b	i	∅	M	Y	Y	B	P	I	∅	4	7	7	3	1	7	∅																																																																			113	m	-	u	v	b	i	∅	M	_	Y	B	P	I	∅	4	0	7	3	1	7	∅																																																																																								
5	0.8333	2	0.3333	1317																							112	b	m	u	u	i	∅	∅	P	M	Y	Y	I	∅	∅	1	4	7	7	7	∅	∅																																																																			113	b	m	-	u	i	∅	∅	P	M	_	Y	I	∅	∅	1	4	0	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	1317																							112	i	b	m	u	∅	∅	∅	I	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																			113	i	b	m	-	∅	∅	∅	I	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1351																																													114	dʒ	∅	∅	∅	á	a	∅	T	∅	∅	∅	A	A	∅	1	∅	∅	∅	7	7	∅																																																																																																															115	dʒ	∅	∅	∅	a	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1351																																													114	á	dʒ	∅	∅	a	∅	∅	A	T	∅	∅	A	∅	∅	7	1	∅	∅	7	∅	∅																																																																																																															115	a	dʒ	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1351																																													114	a	á	dʒ	∅	∅	∅	∅	A	A	T	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅																																																																																																															115	-	a	dʒ	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.1429	7	1.0000	1388																																																																			116	k	∅	∅	∅	o	ŋ	k	K	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																																													117	k	∅	∅	∅	ô	-	k	K	∅	∅	∅	O	_	K	1	∅	∅	∅	7	0	1																																																																		
2	0.2857	6	0.8571	1388																																																																			116	o	k	∅	∅	ŋ	k	o	U	K	∅	∅	N	K	U	7	1	∅	∅	4	1	7																																													117	ô	k	∅	∅	-	k	o	O	K	∅	∅	_	K	U	7	1	∅	∅	0	1	7																																																																		
3	0.4286	5	0.7143	1388																																																																			116	ŋ	o	k	∅	k	o	n	N	U	K	∅	K	U	N	4	7	1	∅	1	7	4																																													117	-	ô	k	∅	k	o	n	_	O	K	∅	K	U	N	0	7	1	∅	1	7	4																																																																		
4	0.5714	4	0.5714	1388																																																																			116	k	ŋ	o	k	o	n	i	K	N	U	K	U	N	I	1	4	7	1	7	4	7																																													117	k	-	ô	k	o	n	a	K	_	O	K	U	N	A	1	0	7	1	7	4	7																																																																		
5	0.7143	3	0.4286	1388																																																																			116	o	k	ŋ	o	n	i	∅	U	K	N	U	N	I	∅	7	1	4	7	4	7	∅																																													117	o	k	-	ô	n	a	∅	U	K	_	O	N	A	∅	7	1	0	7	4	7	∅																																																																		
6	0.8571	2	0.2857	1388																																																																			116	n	o	k	ŋ	i	∅	∅	N	U	K	N	I	∅	∅	4	7	1	4	7	∅	∅																																													117	n	o	k	-	a	∅	∅	N	U	K	_	A	∅	∅	4	7	1	0	7	∅	∅																																																																		
7	1.0000	1	0.1429	1388																																																																			116	i	n	o	k	∅	∅	∅	I	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																													117	a	n	o	k	∅	∅	∅	A	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																		
1	0.1667	6	1.0000	1397																																																																																																															119	t	∅	∅	∅	e	-	m	T	∅	∅	∅	E	_	M	1	∅	∅	∅	7	0	4																																																																			118	d	∅	∅	∅	e	e	m	T	∅	∅	∅	E	E	M	1	∅	∅	∅	7	7	4
2	0.3333	5	0.8333	1397																																																																																																															119	e	t	∅	∅	-	m	b	E	T	∅	∅	_	M	P	7	1	∅	∅	0	4	1																																																																			118	e	d	∅	∅	e	m	b	E	T	∅	∅	E	M	P	7	1	∅	∅	7	4	1
3	0.5000	4	0.6667	1397																																																																																																															119	-	e	t	∅	m	b	o	_	E	T	∅	M	P	U	0	7	1	∅	4	1	7																																																																			118	e	e	d	∅	m	b	o	E	E	T	∅	M	P	U	7	7	1	∅	4	1	7
4	0.6667	3	0.5000	1397																																																																																																															119	m	-	e	t	b	o	∅	M	_	E	T	P	U	∅	4	0	7	1	1	7	∅																																																																			118	m	e	e	d	b	o	∅	M	E	E	T	P	U	∅	4	7	7	1	1	7	∅
5	0.8333	2	0.3333	1397																																																																																																															119	b	m	-	e	o	∅	∅	P	M	_	E	U	∅	∅	1	4	0	7	7	∅	∅																																																																			118	b	m	e	e	o	∅	∅	P	M	E	E	U	∅	∅	1	4	7	7	7	∅	∅
6	1.0000	1	0.1667	1397																																																																																																															119	o	b	m	-	∅	∅	∅	U	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																			118	o	b	m	e	∅	∅	∅	U	P	M	E	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	1453	120	g	∅	∅	∅	ɔ	h	ɛ	K	∅	∅	∅	U	H	E	1	∅	∅	∅	7	3	7																																																																																									121	ɣ	∅	∅	∅	o	h	e	G	∅	∅	∅	U	H	E	3	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	1453	120	ɔ	g	∅	∅	h	ɛ	∅	U	K	∅	∅	H	E	∅	7	1	∅	∅	3	7	∅																																																																																									121	o	ɣ	∅	∅	h	e	∅	U	G	∅	∅	H	E	∅	7	3	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	1453	120	h	ɔ	g	∅	ɛ	∅	∅	H	U	K	∅	E	∅	∅	3	7	1	∅	7	∅	∅																																																																																									121	h	o	ɣ	∅	e	∅	∅	H	U	G	∅	E	∅	∅	3	7	3	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	1453	120	ɛ	h	ɔ	g	∅	∅	∅	E	H	U	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																									121	e	h	o	ɣ	∅	∅	∅	E	H	U	G	∅	∅	∅	7	3	7	3	∅	∅	∅																																																																																								
1	0.5000	2	1.0000	1478																																																																																																																																					122	w	∅	∅	∅	a	∅	∅	W	∅	∅	∅	A	∅	∅	6	∅	∅	∅	7	∅	∅																							123	w	∅	∅	∅	a	∅	∅	W	∅	∅	∅	A	∅	∅	6	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	1478																																																																																																																																					122	a	w	∅	∅	∅	∅	∅	A	W	∅	∅	∅	∅	∅	7	6	∅	∅	∅	∅	∅																							123	a	w	∅	∅	∅	∅	∅	A	W	∅	∅	∅	∅	∅	7	6	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	1486	124	k	∅	∅	∅	ʊ	l	ɛ	K	∅	∅	∅	Y	L	E	1	∅	∅	∅	7	5	7																																																																																																																																																											125	χ	∅	∅	∅	ʊ	l	ɛ	G	∅	∅	∅	Y	L	E	3	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	1486	124	ʊ	k	∅	∅	l	ɛ	∅	Y	K	∅	∅	L	E	∅	7	1	∅	∅	5	7	∅																																																																																																																																																											125	ʊ	χ	∅	∅	l	ɛ	∅	Y	G	∅	∅	L	E	∅	7	3	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	1486	124	l	ʊ	k	∅	ɛ	∅	∅	L	Y	K	∅	E	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																											125	l	ʊ	χ	∅	ɛ	∅	∅	L	Y	G	∅	E	∅	∅	5	7	3	∅	7	∅	∅																						
4	1.0000	1	0.2500	1486	124	ɛ	l	ʊ	k	∅	∅	∅	E	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																											125	ɛ	l	ʊ	χ	∅	∅	∅	E	L	Y	G	∅	∅	∅	7	5	7	3	∅	∅	∅																						
1	0.2500	4	1.0000	1496																							126	f	∅	∅	∅	u	r	a	B	∅	∅	∅	Y	R	A	3	∅	∅	∅	7	5	7																																																																																																																																					127	f	∅	∅	∅	u	r	a	B	∅	∅	∅	Y	R	A	3	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	1496																							126	u	f	∅	∅	r	a	∅	Y	B	∅	∅	R	A	∅	7	3	∅	∅	5	7	∅																																																																																																																																					127	u	f	∅	∅	r	a	∅	Y	B	∅	∅	R	A	∅	7	3	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	1496																							126	r	u	f	∅	a	∅	∅	R	Y	B	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																																																																																																																					127	r	u	f	∅	a	∅	∅	R	Y	B	∅	A	∅	∅	5	7	3	∅	7	∅	∅																						
4	1.0000	1	0.2500	1496																							126	a	r	u	f	∅	∅	∅	A	R	Y	B	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																																																																																					127	a	r	u	f	∅	∅	∅	A	R	Y	B	∅	∅	∅	7	5	7	3	∅	∅	∅																						
