index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
2	0.5000	3	0.7500	1123																							228	i	x	∅	∅	n	a	∅	I	G	∅	∅	N	A	∅	7	3	∅	∅	4	7	∅																																																																																																															229	i	m	∅	∅	n	a	∅	I	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																																												
3	0.7500	2	0.5000	1123																							228	n	i	x	∅	a	∅	∅	N	I	G	∅	A	∅	∅	4	7	3	∅	7	∅	∅																																																																																																															229	n	i	m	∅	a	∅	∅	N	I	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1123																							228	a	n	i	x	∅	∅	∅	A	N	I	G	∅	∅	∅	7	4	7	3	∅	∅	∅																																																																																																															229	a	n	i	m	∅	∅	∅	A	N	I	M	∅	∅	∅	7	4	7	4	∅	∅	∅																																												
1	0.2500	4	1.0000	1137	230	ʃ	∅	∅	∅	i	k	ʊ	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7	232	s	∅	∅	∅	u	k	u	S	∅	∅	∅	Y	K	Y	3	∅	∅	∅	7	1	7																							233	ʃ	∅	∅	∅	i	k	u	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7																																																																																																															231	s	∅	∅	∅	i	k	u	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	1137	230	i	ʃ	∅	∅	k	ʊ	∅	I	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅	232	u	s	∅	∅	k	u	∅	Y	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅																							233	i	ʃ	∅	∅	k	u	∅	I	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅																																																																																																															231	i	s	∅	∅	k	u	∅	I	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	1137	230	k	i	ʃ	∅	ʊ	∅	∅	K	I	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅	232	k	u	s	∅	u	∅	∅	K	Y	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅																							233	k	i	ʃ	∅	u	∅	∅	K	I	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅																																																																																																															231	k	i	s	∅	u	∅	∅	K	I	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	1137	230	ʊ	k	i	ʃ	∅	∅	∅	Y	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	232	u	k	u	s	∅	∅	∅	Y	K	Y	S	∅	∅	∅	7	1	7	3	∅	∅	∅																							233	u	k	i	ʃ	∅	∅	∅	Y	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																																															231	u	k	i	s	∅	∅	∅	Y	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.5000	2	1.0000	1151																																													234	s	∅	∅	∅	a	∅	∅	S	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																																													235	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							236	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	1151																																													234	a	s	∅	∅	∅	∅	∅	A	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																													235	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							236	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																												
1	0.5000	2	1.0000	1159	237	ɲ	∅	∅	∅	a	∅	∅	N	∅	∅	∅	A	∅	∅	4	∅	∅	∅	7	∅	∅																																													239	ɲ	∅	∅	∅	-	∅	∅	N	∅	∅	∅	_	∅	∅	4	∅	∅	∅	0	∅	∅																							240	ɲ	∅	∅	∅	a	∅	∅	N	∅	∅	∅	A	∅	∅	4	∅	∅	∅	7	∅	∅	241	ɲ	∅	∅	∅	a	∅	∅	N	∅	∅	∅	A	∅	∅	4	∅	∅	∅	7	∅	∅																																													238	ɲ	∅	∅	∅	a	∅	∅	N	∅	∅	∅	A	∅	∅	4	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	1159	237	a	ɲ	∅	∅	∅	∅	∅	A	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅																																													239	-	ɲ	∅	∅	∅	∅	∅	_	N	∅	∅	∅	∅	∅	0	4	∅	∅	∅	∅	∅																							240	a	ɲ	∅	∅	∅	∅	∅	A	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	241	a	ɲ	∅	∅	∅	∅	∅	A	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅																																													238	a	ɲ	∅	∅	∅	∅	∅	A	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅
1	0.2000	5	1.0000	1171																																													242	b	∅	∅	∅	o	n	dʒ	P	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1																																													243	b	∅	∅	∅	u	n	t	P	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																								
2	0.4000	4	0.8000	1171																																													242	o	b	∅	∅	n	dʒ	a	U	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																													243	u	b	∅	∅	n	t	a	Y	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																																																																								
3	0.6000	3	0.6000	1171																																													242	n	o	b	∅	dʒ	a	∅	N	U	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																													243	n	u	b	∅	t	a	∅	N	Y	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																																																																								
4	0.8000	2	0.4000	1171																																													242	dʒ	n	o	b	a	∅	∅	T	N	U	P	A	∅	∅	1	4	7	1	7	∅	∅																																													243	t	n	u	b	a	∅	∅	T	N	Y	P	A	∅	∅	1	4	7	1	7	∅	∅																																																																																								
5	1.0000	1	0.2000	1171																																													242	a	dʒ	n	o	∅	∅	∅	A	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																													243	a	t	n	u	∅	∅	∅	A	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1180																																																																																																																																																											245	k	∅	∅	∅	w	a	∅	K	∅	∅	∅	W	A	∅	1	∅	∅	∅	6	7	∅																							244	-	∅	∅	∅	w	a	∅	_	∅	∅	∅	W	A	∅	0	∅	∅	∅	6	7	∅
2	0.6667	2	0.6667	1180																																																																																																																																																											245	w	k	∅	∅	a	∅	∅	W	K	∅	∅	A	∅	∅	6	1	∅	∅	7	∅	∅																							244	w	-	∅	∅	a	∅	∅	W	_	∅	∅	A	∅	∅	6	0	∅	∅	7	∅	∅
3	1.0000	1	0.3333	1180																																																																																																																																																											245	a	w	k	∅	∅	∅	∅	A	W	K	∅	∅	∅	∅	7	6	1	∅	∅	∅	∅																							244	a	w	-	∅	∅	∅	∅	A	W	_	∅	∅	∅	∅	7	6	0	∅	∅	∅	∅
1	0.3333	3	1.0000	1181																							246	f	∅	∅	∅	w	a	∅	B	∅	∅	∅	W	A	∅	3	∅	∅	∅	6	7	∅																							247	f	∅	∅	∅	w	-	∅	B	∅	∅	∅	W	_	∅	3	∅	∅	∅	6	0	∅																							248	f	∅	∅	∅	w	a	∅	B	∅	∅	∅	W	A	∅	3	∅	∅	∅	6	7	∅																																																																																								
2	0.6667	2	0.6667	1181																							246	w	f	∅	∅	a	∅	∅	W	B	∅	∅	A	∅	∅	6	3	∅	∅	7	∅	∅																							247	w	f	∅	∅	-	∅	∅	W	B	∅	∅	_	∅	∅	6	3	∅	∅	0	∅	∅																							248	w	f	∅	∅	a	∅	∅	W	B	∅	∅	A	∅	∅	6	3	∅	∅	7	∅	∅																																																																																								
3	1.0000	1	0.3333	1181																							246	a	w	f	∅	∅	∅	∅	A	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																							247	-	w	f	∅	∅	∅	∅	_	W	B	∅	∅	∅	∅	0	6	3	∅	∅	∅	∅																							248	a	w	f	∅	∅	∅	∅	A	W	B	∅	∅	∅	∅	7	6	3	∅	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	1195																																													249	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																			250	t	∅	∅	∅	i	m	a	T	∅	∅	∅	I	M	A	1	∅	∅	∅	7	4	7																																																																		
2	0.5000	3	0.7500	1195																																													249	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																			250	i	t	∅	∅	m	a	∅	I	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																		
3	0.7500	2	0.5000	1195																																													249	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																			250	m	i	t	∅	a	∅	∅	M	I	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1195																																													249	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																			250	a	m	i	t	∅	∅	∅	A	M	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																		
1	0.1667	6	1.0000	1241																							251	p	∅	∅	∅	u	u	n	P	∅	∅	∅	Y	Y	N	1	∅	∅	∅	7	7	4																							252	p	∅	∅	∅	u	-	n	P	∅	∅	∅	Y	_	N	1	∅	∅	∅	7	0	4																							253	p	∅	∅	∅	u	-	n	P	∅	∅	∅	Y	_	N	1	∅	∅	∅	7	0	4																																																																																								
2	0.3333	5	0.8333	1241																							251	u	p	∅	∅	u	n	d	Y	P	∅	∅	Y	N	T	7	1	∅	∅	7	4	1																							252	u	p	∅	∅	-	n	d	Y	P	∅	∅	_	N	T	7	1	∅	∅	0	4	1																							253	u	p	∅	∅	-	n	d	Y	P	∅	∅	_	N	T	7	1	∅	∅	0	4	1																																																																																								
3	0.5000	4	0.6667	1241																							251	u	u	p	∅	n	d	a	Y	Y	P	∅	N	T	A	7	7	1	∅	4	1	7																							252	-	u	p	∅	n	d	a	_	Y	P	∅	N	T	A	0	7	1	∅	4	1	7																							253	-	u	p	∅	n	d	a	_	Y	P	∅	N	T	A	0	7	1	∅	4	1	7																																																																																								
4	0.6667	3	0.5000	1241																							251	n	u	u	p	d	a	∅	N	Y	Y	P	T	A	∅	4	7	7	1	1	7	∅																							252	n	-	u	p	d	a	∅	N	_	Y	P	T	A	∅	4	0	7	1	1	7	∅																							253	n	-	u	p	d	a	∅	N	_	Y	P	T	A	∅	4	0	7	1	1	7	∅																																																																																								
5	0.8333	2	0.3333	1241																							251	d	n	u	u	a	∅	∅	T	N	Y	Y	A	∅	∅	1	4	7	7	7	∅	∅																							252	d	n	-	u	a	∅	∅	T	N	_	Y	A	∅	∅	1	4	0	7	7	∅	∅																							253	d	n	-	u	a	∅	∅	T	N	_	Y	A	∅	∅	1	4	0	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	1241																							251	a	d	n	u	∅	∅	∅	A	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							252	a	d	n	-	∅	∅	∅	A	T	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																							253	a	d	n	-	∅	∅	∅	A	T	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	1244																																																																																																																																					254	d	∅	∅	∅	o	ŋ	g	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																							255	t	∅	∅	∅	o	ŋ	k	T	∅	∅	∅	U	N	K	1	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	1244																																																																																																																																					254	o	d	∅	∅	ŋ	g	i	U	T	∅	∅	N	K	I	7	1	∅	∅	4	1	7																							255	o	t	∅	∅	ŋ	k	i	U	T	∅	∅	N	K	I	7	1	∅	∅	4	1	7																						
3	0.6000	3	0.6000	1244																																																																																																																																					254	ŋ	o	d	∅	g	i	∅	N	U	T	∅	K	I	∅	4	7	1	∅	1	7	∅																							255	ŋ	o	t	∅	k	i	∅	N	U	T	∅	K	I	∅	4	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	1244																																																																																																																																					254	g	ŋ	o	d	i	∅	∅	K	N	U	T	I	∅	∅	1	4	7	1	7	∅	∅																							255	k	ŋ	o	t	i	∅	∅	K	N	U	T	I	∅	∅	1	4	7	1	7	∅	∅																						
5	1.0000	1	0.2000	1244																																																																																																																																					254	i	g	ŋ	o	∅	∅	∅	I	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																							255	i	k	ŋ	o	∅	∅	∅	I	K	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.3333	3	1.0000	1255																																																																			256	i	∅	∅	∅	β	i	∅	I	∅	∅	∅	B	I	∅	7	∅	∅	∅	3	7	∅																																																																			257	i	∅	∅	∅	b	i	∅	I	∅	∅	∅	P	I	∅	7	∅	∅	∅	1	7	∅																																												
2	0.6667	2	0.6667	1255																																																																			256	β	i	∅	∅	i	∅	∅	B	I	∅	∅	I	∅	∅	3	7	∅	∅	7	∅	∅																																																																			257	b	i	∅	∅	i	∅	∅	P	I	∅	∅	I	∅	∅	1	7	∅	∅	7	∅	∅																																												
3	1.0000	1	0.3333	1255																																																																			256	i	β	i	∅	∅	∅	∅	I	B	I	∅	∅	∅	∅	7	3	7	∅	∅	∅	∅																																																																			257	i	b	i	∅	∅	∅	∅	I	P	I	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	1263	258	d	∅	∅	∅	a	h	a	T	∅	∅	∅	A	H	A	1	∅	∅	∅	7	3	7																																													259	t	∅	∅	∅	á	p	-	T	∅	∅	∅	A	P	_	1	∅	∅	∅	7	1	0																							260	t	∅	∅	∅	á	h	a	T	∅	∅	∅	A	H	A	1	∅	∅	∅	7	3	7																																																																																								
2	0.5000	3	0.7500	1263	258	a	d	∅	∅	h	a	∅	A	T	∅	∅	H	A	∅	7	1	∅	∅	3	7	∅																																													259	á	t	∅	∅	p	-	∅	A	T	∅	∅	P	_	∅	7	1	∅	∅	1	0	∅																							260	á	t	∅	∅	h	a	∅	A	T	∅	∅	H	A	∅	7	1	∅	∅	3	7	∅																																																																																								
3	0.7500	2	0.5000	1263	258	h	a	d	∅	a	∅	∅	H	A	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																													259	p	á	t	∅	-	∅	∅	P	A	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							260	h	á	t	∅	a	∅	∅	H	A	T	∅	A	∅	∅	3	7	1	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	1263	258	a	h	a	d	∅	∅	∅	A	H	A	T	∅	∅	∅	7	3	7	1	∅	∅	∅																																													259	-	p	á	t	∅	∅	∅	_	P	A	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							260	a	h	á	t	∅	∅	∅	A	H	A	T	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	1273	261	l	∅	∅	∅	ɔ	ɔ	t	L	∅	∅	∅	U	U	T	5	∅	∅	∅	7	7	1	262	l	∅	∅	∅	o	o	r	L	∅	∅	∅	U	U	R	5	∅	∅	∅	7	7	5																							263	l	∅	∅	∅	o	o	t	L	∅	∅	∅	U	U	T	5	∅	∅	∅	7	7	1																																																																																																																																				
2	0.4000	4	0.8000	1273	261	ɔ	l	∅	∅	ɔ	t	a	U	L	∅	∅	U	T	A	7	5	∅	∅	7	1	7	262	o	l	∅	∅	o	r	a	U	L	∅	∅	U	R	A	7	5	∅	∅	7	5	7																							263	o	l	∅	∅	o	t	-	U	L	∅	∅	U	T	_	7	5	∅	∅	7	1	0																																																																																																																																				
3	0.6000	3	0.6000	1273	261	ɔ	ɔ	l	∅	t	a	∅	U	U	L	∅	T	A	∅	7	7	5	∅	1	7	∅	262	o	o	l	∅	r	a	∅	U	U	L	∅	R	A	∅	7	7	5	∅	5	7	∅																							263	o	o	l	∅	t	-	∅	U	U	L	∅	T	_	∅	7	7	5	∅	1	0	∅																																																																																																																																				
4	0.8000	2	0.4000	1273	261	t	ɔ	ɔ	l	a	∅	∅	T	U	U	L	A	∅	∅	1	7	7	5	7	∅	∅	262	r	o	o	l	a	∅	∅	R	U	U	L	A	∅	∅	5	7	7	5	7	∅	∅																							263	t	o	o	l	-	∅	∅	T	U	U	L	_	∅	∅	1	7	7	5	0	∅	∅																																																																																																																																				
5	1.0000	1	0.2000	1273	261	a	t	ɔ	ɔ	∅	∅	∅	A	T	U	U	∅	∅	∅	7	1	7	7	∅	∅	∅	262	a	r	o	o	∅	∅	∅	A	R	U	U	∅	∅	∅	7	5	7	7	∅	∅	∅																							263	-	t	o	o	∅	∅	∅	_	T	U	U	∅	∅	∅	0	1	7	7	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	1277																																																																																																															264	-	∅	∅	∅	o	t	a	_	∅	∅	∅	U	T	A	0	∅	∅	∅	7	1	7	265	r	∅	∅	∅	ô	t	a	R	∅	∅	∅	O	T	A	5	∅	∅	∅	7	1	7																																																																		
2	0.5000	3	0.7500	1277																																																																																																															264	o	-	∅	∅	t	a	∅	U	_	∅	∅	T	A	∅	7	0	∅	∅	1	7	∅	265	ô	r	∅	∅	t	a	∅	O	R	∅	∅	T	A	∅	7	5	∅	∅	1	7	∅																																																																		
3	0.7500	2	0.5000	1277																																																																																																															264	t	o	-	∅	a	∅	∅	T	U	_	∅	A	∅	∅	1	7	0	∅	7	∅	∅	265	t	ô	r	∅	a	∅	∅	T	O	R	∅	A	∅	∅	1	7	5	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1277																																																																																																															264	a	t	o	-	∅	∅	∅	A	T	U	_	∅	∅	∅	7	1	7	0	∅	∅	∅	265	a	t	ô	r	∅	∅	∅	A	T	O	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																		
1	0.1667	6	1.0000	1317																							266	f	∅	∅	∅	u	u	m	B	∅	∅	∅	Y	Y	M	3	∅	∅	∅	7	7	4																																																																			267	v	∅	∅	∅	u	-	m	B	∅	∅	∅	Y	_	M	3	∅	∅	∅	7	0	4																																																																																								
2	0.3333	5	0.8333	1317																							266	u	f	∅	∅	u	m	b	Y	B	∅	∅	Y	M	P	7	3	∅	∅	7	4	1																																																																			267	u	v	∅	∅	-	m	b	Y	B	∅	∅	_	M	P	7	3	∅	∅	0	4	1																																																																																								
3	0.5000	4	0.6667	1317																							266	u	u	f	∅	m	b	i	Y	Y	B	∅	M	P	I	7	7	3	∅	4	1	7																																																																			267	-	u	v	∅	m	b	i	_	Y	B	∅	M	P	I	0	7	3	∅	4	1	7																																																																																								
4	0.6667	3	0.5000	1317																							266	m	u	u	f	b	i	∅	M	Y	Y	B	P	I	∅	4	7	7	3	1	7	∅																																																																			267	m	-	u	v	b	i	∅	M	_	Y	B	P	I	∅	4	0	7	3	1	7	∅																																																																																								
5	0.8333	2	0.3333	1317																							266	b	m	u	u	i	∅	∅	P	M	Y	Y	I	∅	∅	1	4	7	7	7	∅	∅																																																																			267	b	m	-	u	i	∅	∅	P	M	_	Y	I	∅	∅	1	4	0	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	1317																							266	i	b	m	u	∅	∅	∅	I	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																			267	i	b	m	-	∅	∅	∅	I	P	M	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	1318																																																																			268	k	∅	∅	∅	u	ŋ	g	K	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1																																													269	k	∅	∅	∅	u	ŋ	g	K	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1	270	k	∅	∅	∅	u	ŋ	g	K	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	1318																																																																			268	u	k	∅	∅	ŋ	g	u	Y	K	∅	∅	N	K	Y	7	1	∅	∅	4	1	7																																													269	u	k	∅	∅	ŋ	g	u	Y	K	∅	∅	N	K	Y	7	1	∅	∅	4	1	7	270	u	k	∅	∅	ŋ	g	u	Y	K	∅	∅	N	K	Y	7	1	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	1318																																																																			268	ŋ	u	k	∅	g	u	∅	N	Y	K	∅	K	Y	∅	4	7	1	∅	1	7	∅																																													269	ŋ	u	k	∅	g	u	∅	N	Y	K	∅	K	Y	∅	4	7	1	∅	1	7	∅	270	ŋ	u	k	∅	g	u	∅	N	Y	K	∅	K	Y	∅	4	7	1	∅	1	7	∅																																												
4	0.8000	2	0.4000	1318																																																																			268	g	ŋ	u	k	u	∅	∅	K	N	Y	K	Y	∅	∅	1	4	7	1	7	∅	∅																																													269	g	ŋ	u	k	u	∅	∅	K	N	Y	K	Y	∅	∅	1	4	7	1	7	∅	∅	270	g	ŋ	u	k	u	∅	∅	K	N	Y	K	Y	∅	∅	1	4	7	1	7	∅	∅																																												
5	1.0000	1	0.2000	1318																																																																			268	u	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																													269	u	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	270	u	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.1667	6	1.0000	1329	271	i	∅	∅	∅	k	a	-	I	∅	∅	∅	K	A	_	7	∅	∅	∅	1	7	0																																													272	i	∅	∅	∅	k	a	-	I	∅	∅	∅	K	A	_	7	∅	∅	∅	1	7	0																							273	i	∅	∅	∅	k	a	a	I	∅	∅	∅	K	A	A	7	∅	∅	∅	1	7	7																																																																																								
2	0.3333	5	0.8333	1329	271	k	i	∅	∅	a	-	l	K	I	∅	∅	A	_	L	1	7	∅	∅	7	0	5																																													272	k	i	∅	∅	a	-	l	K	I	∅	∅	A	_	L	1	7	∅	∅	7	0	5																							273	k	i	∅	∅	a	a	-	K	I	∅	∅	A	A	_	1	7	∅	∅	7	7	0																																																																																								
3	0.5000	4	0.6667	1329	271	a	k	i	∅	-	l	a	A	K	I	∅	_	L	A	7	1	7	∅	0	5	7																																													272	a	k	i	∅	-	l	-	A	K	I	∅	_	L	_	7	1	7	∅	0	5	0																							273	a	k	i	∅	a	-	-	A	K	I	∅	A	_	_	7	1	7	∅	7	0	0																																																																																								
4	0.6667	3	0.5000	1329	271	-	a	k	i	l	a	∅	_	A	K	I	L	A	∅	0	7	1	7	5	7	∅																																													272	-	a	k	i	l	-	∅	_	A	K	I	L	_	∅	0	7	1	7	5	0	∅																							273	a	a	k	i	-	-	∅	A	A	K	I	_	_	∅	7	7	1	7	0	0	∅																																																																																								
5	0.8333	2	0.3333	1329	271	l	-	a	k	a	∅	∅	L	_	A	K	A	∅	∅	5	0	7	1	7	∅	∅																																													272	l	-	a	k	-	∅	∅	L	_	A	K	_	∅	∅	5	0	7	1	0	∅	∅																							273	-	a	a	k	-	∅	∅	_	A	A	K	_	∅	∅	0	7	7	1	0	∅	∅																																																																																								
6	1.0000	1	0.1667	1329	271	a	l	-	a	∅	∅	∅	A	L	_	A	∅	∅	∅	7	5	0	7	∅	∅	∅																																													272	-	l	-	a	∅	∅	∅	_	L	_	A	∅	∅	∅	0	5	0	7	∅	∅	∅																							273	-	-	a	a	∅	∅	∅	_	_	A	A	∅	∅	∅	0	0	7	7	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	1339	274	t	∅	∅	∅	w	i	i	T	∅	∅	∅	W	I	I	1	∅	∅	∅	6	7	7																							275	t	∅	∅	∅	w	e	e	T	∅	∅	∅	W	E	E	1	∅	∅	∅	6	7	7	276	t	∅	∅	∅	w	i	-	T	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0																																													277	t	∅	∅	∅	w	i	-	T	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0																																																																		
