index	index_p	rindex	rindex_p	cogid	id_1	segment_1	segment_1_L1	segment_1_L2	segment_1_L3	segment_1_R1	segment_1_R2	segment_1_R3	SC_1	SC_1_L1	SC_1_L2	SC_1_L3	SC_1_R1	SC_1_R2	SC_1_R3	PROSODY_1	PROSODY_1_L1	PROSODY_1_L2	PROSODY_1_L3	PROSODY_1_R1	PROSODY_1_R2	PROSODY_1_R3	id_2	segment_2	segment_2_L1	segment_2_L2	segment_2_L3	segment_2_R1	segment_2_R2	segment_2_R3	SC_2	SC_2_L1	SC_2_L2	SC_2_L3	SC_2_R1	SC_2_R2	SC_2_R3	PROSODY_2	PROSODY_2_L1	PROSODY_2_L2	PROSODY_2_L3	PROSODY_2_R1	PROSODY_2_R2	PROSODY_2_R3	id_3	segment_3	segment_3_L1	segment_3_L2	segment_3_L3	segment_3_R1	segment_3_R2	segment_3_R3	SC_3	SC_3_L1	SC_3_L2	SC_3_L3	SC_3_R1	SC_3_R2	SC_3_R3	PROSODY_3	PROSODY_3_L1	PROSODY_3_L2	PROSODY_3_L3	PROSODY_3_R1	PROSODY_3_R2	PROSODY_3_R3	id_4	segment_4	segment_4_L1	segment_4_L2	segment_4_L3	segment_4_R1	segment_4_R2	segment_4_R3	SC_4	SC_4_L1	SC_4_L2	SC_4_L3	SC_4_R1	SC_4_R2	SC_4_R3	PROSODY_4	PROSODY_4_L1	PROSODY_4_L2	PROSODY_4_L3	PROSODY_4_R1	PROSODY_4_R2	PROSODY_4_R3	id_5	segment_5	segment_5_L1	segment_5_L2	segment_5_L3	segment_5_R1	segment_5_R2	segment_5_R3	SC_5	SC_5_L1	SC_5_L2	SC_5_L3	SC_5_R1	SC_5_R2	SC_5_R3	PROSODY_5	PROSODY_5_L1	PROSODY_5_L2	PROSODY_5_L3	PROSODY_5_R1	PROSODY_5_R2	PROSODY_5_R3	id_6	segment_6	segment_6_L1	segment_6_L2	segment_6_L3	segment_6_R1	segment_6_R2	segment_6_R3	SC_6	SC_6_L1	SC_6_L2	SC_6_L3	SC_6_R1	SC_6_R2	SC_6_R3	PROSODY_6	PROSODY_6_L1	PROSODY_6_L2	PROSODY_6_L3	PROSODY_6_R1	PROSODY_6_R2	PROSODY_6_R3	id_7	segment_7	segment_7_L1	segment_7_L2	segment_7_L3	segment_7_R1	segment_7_R2	segment_7_R3	SC_7	SC_7_L1	SC_7_L2	SC_7_L3	SC_7_R1	SC_7_R2	SC_7_R3	PROSODY_7	PROSODY_7_L1	PROSODY_7_L2	PROSODY_7_L3	PROSODY_7_R1	PROSODY_7_R2	PROSODY_7_R3	id_8	segment_8	segment_8_L1	segment_8_L2	segment_8_L3	segment_8_R1	segment_8_R2	segment_8_R3	SC_8	SC_8_L1	SC_8_L2	SC_8_L3	SC_8_R1	SC_8_R2	SC_8_R3	PROSODY_8	PROSODY_8_L1	PROSODY_8_L2	PROSODY_8_L3	PROSODY_8_R1	PROSODY_8_R2	PROSODY_8_R3	id_9	segment_9	segment_9_L1	segment_9_L2	segment_9_L3	segment_9_R1	segment_9_R2	segment_9_R3	SC_9	SC_9_L1	SC_9_L2	SC_9_L3	SC_9_R1	SC_9_R2	SC_9_R3	PROSODY_9	PROSODY_9_L1	PROSODY_9_L2	PROSODY_9_L3	PROSODY_9_R1	PROSODY_9_R2	PROSODY_9_R3	id_10	segment_10	segment_10_L1	segment_10_L2	segment_10_L3	segment_10_R1	segment_10_R2	segment_10_R3	SC_10	SC_10_L1	SC_10_L2	SC_10_L3	SC_10_R1	SC_10_R2	SC_10_R3	PROSODY_10	PROSODY_10_L1	PROSODY_10_L2	PROSODY_10_L3	PROSODY_10_R1	PROSODY_10_R2	PROSODY_10_R3
2	0.3333	5	0.8333	994	146	ɛ	d	∅	∅	-	ɛ	k	E	T	∅	∅	_	E	K	7	1	∅	∅	0	7	1																																																																																																															148	e	t	∅	∅	r	e	k	E	T	∅	∅	R	E	K	7	1	∅	∅	5	7	1																																													147	e	t	∅	∅	l	e	k	E	T	∅	∅	L	E	K	7	1	∅	∅	5	7	1
3	0.5000	4	0.6667	994	146	-	ɛ	d	∅	ɛ	k	a	_	E	T	∅	E	K	A	0	7	1	∅	7	1	7																																																																																																															148	r	e	t	∅	e	k	a	R	E	T	∅	E	K	A	5	7	1	∅	7	1	7																																													147	l	e	t	∅	e	k	a	L	E	T	∅	E	K	A	5	7	1	∅	7	1	7
4	0.6667	3	0.5000	994	146	ɛ	-	ɛ	d	k	a	∅	E	_	E	T	K	A	∅	7	0	7	1	1	7	∅																																																																																																															148	e	r	e	t	k	a	∅	E	R	E	T	K	A	∅	7	5	7	1	1	7	∅																																													147	e	l	e	t	k	a	∅	E	L	E	T	K	A	∅	7	5	7	1	1	7	∅
5	0.8333	2	0.3333	994	146	k	ɛ	-	ɛ	a	∅	∅	K	E	_	E	A	∅	∅	1	7	0	7	7	∅	∅																																																																																																															148	k	e	r	e	a	∅	∅	K	E	R	E	A	∅	∅	1	7	5	7	7	∅	∅																																													147	k	e	l	e	a	∅	∅	K	E	L	E	A	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	994	146	a	k	ɛ	-	∅	∅	∅	A	K	E	_	∅	∅	∅	7	1	7	0	∅	∅	∅																																																																																																															148	a	k	e	r	∅	∅	∅	A	K	E	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																													147	a	k	e	l	∅	∅	∅	A	K	E	L	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.1667	6	1.0000	1006	149	n	∅	∅	∅	u	u	ŋ	N	∅	∅	∅	Y	Y	N	4	∅	∅	∅	7	7	4																																																																																																															150	ɲ	∅	∅	∅	u	-	ŋ	N	∅	∅	∅	Y	_	N	4	∅	∅	∅	7	0	4	151	-	∅	∅	∅	ʊ	-	ŋ	_	∅	∅	∅	Y	_	N	0	∅	∅	∅	7	0	4																																												
2	0.3333	5	0.8333	1006	149	u	n	∅	∅	u	ŋ	g	Y	N	∅	∅	Y	N	K	7	4	∅	∅	7	4	1																																																																																																															150	u	ɲ	∅	∅	-	ŋ	g	Y	N	∅	∅	_	N	K	7	4	∅	∅	0	4	1	151	ʊ	-	∅	∅	-	ŋ	g	Y	_	∅	∅	_	N	K	7	0	∅	∅	0	4	1																																												
3	0.5000	4	0.6667	1006	149	u	u	n	∅	ŋ	g	ʊ	Y	Y	N	∅	N	K	Y	7	7	4	∅	4	1	7																																																																																																															150	-	u	ɲ	∅	ŋ	g	u	_	Y	N	∅	N	K	Y	0	7	4	∅	4	1	7	151	-	ʊ	-	∅	ŋ	g	ʊ	_	Y	_	∅	N	K	Y	0	7	0	∅	4	1	7																																												
4	0.6667	3	0.5000	1006	149	ŋ	u	u	n	g	ʊ	∅	N	Y	Y	N	K	Y	∅	4	7	7	4	1	7	∅																																																																																																															150	ŋ	-	u	ɲ	g	u	∅	N	_	Y	N	K	Y	∅	4	0	7	4	1	7	∅	151	ŋ	-	ʊ	-	g	ʊ	∅	N	_	Y	_	K	Y	∅	4	0	7	0	1	7	∅																																												
5	0.8333	2	0.3333	1006	149	g	ŋ	u	u	ʊ	∅	∅	K	N	Y	Y	Y	∅	∅	1	4	7	7	7	∅	∅																																																																																																															150	g	ŋ	-	u	u	∅	∅	K	N	_	Y	Y	∅	∅	1	4	0	7	7	∅	∅	151	g	ŋ	-	ʊ	ʊ	∅	∅	K	N	_	Y	Y	∅	∅	1	4	0	7	7	∅	∅																																												
6	1.0000	1	0.1667	1006	149	ʊ	g	ŋ	u	∅	∅	∅	Y	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																															150	u	g	ŋ	-	∅	∅	∅	Y	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅	151	ʊ	g	ŋ	-	∅	∅	∅	Y	K	N	_	∅	∅	∅	7	1	4	0	∅	∅	∅																																												
1	0.1667	6	1.0000	1019	152	l	∅	∅	∅	a	a	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4	153	l	∅	∅	∅	a	a	m	L	∅	∅	∅	A	A	M	5	∅	∅	∅	7	7	4																																																																																																																																																																																
2	0.3333	5	0.8333	1019	152	a	l	∅	∅	a	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1	153	a	l	∅	∅	a	m	b	A	L	∅	∅	A	M	P	7	5	∅	∅	7	4	1																																																																																																																																																																																
3	0.5000	4	0.6667	1019	152	a	a	l	∅	m	b	ɔ	A	A	L	∅	M	P	U	7	7	5	∅	4	1	7	153	a	a	l	∅	m	b	o	A	A	L	∅	M	P	U	7	7	5	∅	4	1	7																																																																																																																																																																																
4	0.6667	3	0.5000	1019	152	m	a	a	l	b	ɔ	∅	M	A	A	L	P	U	∅	4	7	7	5	1	7	∅	153	m	a	a	l	b	o	∅	M	A	A	L	P	U	∅	4	7	7	5	1	7	∅																																																																																																																																																																																
5	0.8333	2	0.3333	1019	152	b	m	a	a	ɔ	∅	∅	P	M	A	A	U	∅	∅	1	4	7	7	7	∅	∅	153	b	m	a	a	o	∅	∅	P	M	A	A	U	∅	∅	1	4	7	7	7	∅	∅																																																																																																																																																																																
6	1.0000	1	0.1667	1019	152	ɔ	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅	153	o	b	m	a	∅	∅	∅	U	P	M	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																																																																																																																
1	0.2000	5	1.0000	1025																																																																																																															154	-	∅	∅	∅	i	m	b	_	∅	∅	∅	I	M	P	0	∅	∅	∅	7	4	1	155	tʃ	∅	∅	∅	i	m	b	T	∅	∅	∅	I	M	P	1	∅	∅	∅	7	4	1	156	r	∅	∅	∅	ʊ	m	b	R	∅	∅	∅	Y	M	P	5	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	1025																																																																																																															154	i	-	∅	∅	m	b	a	I	_	∅	∅	M	P	A	7	0	∅	∅	4	1	7	155	i	tʃ	∅	∅	m	b	a	I	T	∅	∅	M	P	A	7	1	∅	∅	4	1	7	156	ʊ	r	∅	∅	m	b	a	Y	R	∅	∅	M	P	A	7	5	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	1025																																																																																																															154	m	i	-	∅	b	a	∅	M	I	_	∅	P	A	∅	4	7	0	∅	1	7	∅	155	m	i	tʃ	∅	b	a	∅	M	I	T	∅	P	A	∅	4	7	1	∅	1	7	∅	156	m	ʊ	r	∅	b	a	∅	M	Y	R	∅	P	A	∅	4	7	5	∅	1	7	∅																																												
4	0.8000	2	0.4000	1025																																																																																																															154	b	m	i	-	a	∅	∅	P	M	I	_	A	∅	∅	1	4	7	0	7	∅	∅	155	b	m	i	tʃ	a	∅	∅	P	M	I	T	A	∅	∅	1	4	7	1	7	∅	∅	156	b	m	ʊ	r	a	∅	∅	P	M	Y	R	A	∅	∅	1	4	7	5	7	∅	∅																																												
5	1.0000	1	0.2000	1025																																																																																																															154	a	b	m	i	∅	∅	∅	A	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	155	a	b	m	i	∅	∅	∅	A	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	156	a	b	m	ʊ	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.1667	6	1.0000	1032	157	k	∅	∅	∅	ɔ	l	ɔ	K	∅	∅	∅	U	L	U	1	∅	∅	∅	7	5	7	158	x	∅	∅	∅	o	l	o	G	∅	∅	∅	U	L	U	3	∅	∅	∅	7	5	7																																																																																																																																					159	χ	∅	∅	∅	ɔ	tɬʰ	ɔ	G	∅	∅	∅	U	T	U	3	∅	∅	∅	7	1	7																						
2	0.3333	5	0.8333	1032	157	ɔ	k	∅	∅	l	ɔ	l	U	K	∅	∅	L	U	L	7	1	∅	∅	5	7	5	158	o	x	∅	∅	l	o	l	U	G	∅	∅	L	U	L	7	3	∅	∅	5	7	5																																																																																																																																					159	ɔ	χ	∅	∅	tɬʰ	ɔ	l	U	G	∅	∅	T	U	L	7	3	∅	∅	1	7	5																						
3	0.5000	4	0.6667	1032	157	l	ɔ	k	∅	ɔ	l	a	L	U	K	∅	U	L	A	5	7	1	∅	7	5	7	158	l	o	x	∅	o	l	a	L	U	G	∅	U	L	A	5	7	3	∅	7	5	7																																																																																																																																					159	tɬʰ	ɔ	χ	∅	ɔ	l	a	T	U	G	∅	U	L	A	1	7	3	∅	7	5	7																						
4	0.6667	3	0.5000	1032	157	ɔ	l	ɔ	k	l	a	∅	U	L	U	K	L	A	∅	7	5	7	1	5	7	∅	158	o	l	o	x	l	a	∅	U	L	U	G	L	A	∅	7	5	7	3	5	7	∅																																																																																																																																					159	ɔ	tɬʰ	ɔ	χ	l	a	∅	U	T	U	G	L	A	∅	7	1	7	3	5	7	∅																						
5	0.8333	2	0.3333	1032	157	l	ɔ	l	ɔ	a	∅	∅	L	U	L	U	A	∅	∅	5	7	5	7	7	∅	∅	158	l	o	l	o	a	∅	∅	L	U	L	U	A	∅	∅	5	7	5	7	7	∅	∅																																																																																																																																					159	l	ɔ	tɬʰ	ɔ	a	∅	∅	L	U	T	U	A	∅	∅	5	7	1	7	7	∅	∅																						
6	1.0000	1	0.1667	1032	157	a	l	ɔ	l	∅	∅	∅	A	L	U	L	∅	∅	∅	7	5	7	5	∅	∅	∅	158	a	l	o	l	∅	∅	∅	A	L	U	L	∅	∅	∅	7	5	7	5	∅	∅	∅																																																																																																																																					159	a	l	ɔ	tɬʰ	∅	∅	∅	A	L	U	T	∅	∅	∅	7	5	7	1	∅	∅	∅																						
1	0.1250	8	1.0000	1033																																																																			161	k	∅	∅	∅	o	-	-	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	162	k	∅	∅	∅	ɔ	h	-	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	3	0																																													163	k	∅	∅	∅	o	s	-	K	∅	∅	∅	U	S	_	1	∅	∅	∅	7	3	0																							160	k	∅	∅	∅	o	s	o	K	∅	∅	∅	U	S	U	1	∅	∅	∅	7	3	7
2	0.2500	7	0.8750	1033																																																																			161	o	k	∅	∅	-	-	-	U	K	∅	∅	_	_	_	7	1	∅	∅	0	0	0	162	ɔ	k	∅	∅	h	-	-	U	K	∅	∅	H	_	_	7	1	∅	∅	3	0	0																																													163	o	k	∅	∅	s	-	-	U	K	∅	∅	S	_	_	7	1	∅	∅	3	0	0																							160	o	k	∅	∅	s	o	m	U	K	∅	∅	S	U	M	7	1	∅	∅	3	7	4
3	0.3750	6	0.7500	1033																																																																			161	-	o	k	∅	-	-	o	_	U	K	∅	_	_	U	0	7	1	∅	0	0	7	162	h	ɔ	k	∅	-	-	ɔ	H	U	K	∅	_	_	U	3	7	1	∅	0	0	7																																													163	s	o	k	∅	-	-	o	S	U	K	∅	_	_	U	3	7	1	∅	0	0	7																							160	s	o	k	∅	o	m	o	S	U	K	∅	U	M	U	3	7	1	∅	7	4	7
4	0.5000	5	0.6250	1033																																																																			161	-	-	o	k	-	o	l	_	_	U	K	_	U	L	0	0	7	1	0	7	5	162	-	h	ɔ	k	-	ɔ	l	_	H	U	K	_	U	L	0	3	7	1	0	7	5																																													163	-	s	o	k	-	o	l	_	S	U	K	_	U	L	0	3	7	1	0	7	5																							160	o	s	o	k	m	o	l	U	S	U	K	M	U	L	7	3	7	1	4	7	5
5	0.6250	4	0.5000	1033																																																																			161	-	-	-	o	o	l	-	_	_	_	U	U	L	_	0	0	0	7	7	5	0	162	-	-	h	ɔ	ɔ	l	-	_	_	H	U	U	L	_	0	0	3	7	7	5	0																																													163	-	-	s	o	o	l	a	_	_	S	U	U	L	A	0	0	3	7	7	5	7																							160	m	o	s	o	o	l	a	M	U	S	U	U	L	A	4	7	3	7	7	5	7
6	0.7500	3	0.3750	1033																																																																			161	o	-	-	-	l	-	∅	U	_	_	_	L	_	∅	7	0	0	0	5	0	∅	162	ɔ	-	-	h	l	-	∅	U	_	_	H	L	_	∅	7	0	0	3	5	0	∅																																													163	o	-	-	s	l	a	∅	U	_	_	S	L	A	∅	7	0	0	3	5	7	∅																							160	o	m	o	s	l	a	∅	U	M	U	S	L	A	∅	7	4	7	3	5	7	∅
7	0.8750	2	0.2500	1033																																																																			161	l	o	-	-	-	∅	∅	L	U	_	_	_	∅	∅	5	7	0	0	0	∅	∅	162	l	ɔ	-	-	-	∅	∅	L	U	_	_	_	∅	∅	5	7	0	0	0	∅	∅																																													163	l	o	-	-	a	∅	∅	L	U	_	_	A	∅	∅	5	7	0	0	7	∅	∅																							160	l	o	m	o	a	∅	∅	L	U	M	U	A	∅	∅	5	7	4	7	7	∅	∅
8	1.0000	1	0.1250	1033																																																																			161	-	l	o	-	∅	∅	∅	_	L	U	_	∅	∅	∅	0	5	7	0	∅	∅	∅	162	-	l	ɔ	-	∅	∅	∅	_	L	U	_	∅	∅	∅	0	5	7	0	∅	∅	∅																																													163	a	l	o	-	∅	∅	∅	A	L	U	_	∅	∅	∅	7	5	7	0	∅	∅	∅																							160	a	l	o	m	∅	∅	∅	A	L	U	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.2500	4	1.0000	1043	164	β	∅	∅	∅	a	l	a	B	∅	∅	∅	A	L	A	3	∅	∅	∅	7	5	7	165	β	∅	∅	∅	a	l	a	B	∅	∅	∅	A	L	A	3	∅	∅	∅	7	5	7																																																																																									166	v	∅	∅	∅	á	r	a	B	∅	∅	∅	A	R	A	3	∅	∅	∅	7	5	7																																																																		
2	0.5000	3	0.7500	1043	164	a	β	∅	∅	l	a	∅	A	B	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅	165	a	β	∅	∅	l	a	∅	A	B	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅																																																																																									166	á	v	∅	∅	r	a	∅	A	B	∅	∅	R	A	∅	7	3	∅	∅	5	7	∅																																																																		
3	0.7500	2	0.5000	1043	164	l	a	β	∅	a	∅	∅	L	A	B	∅	A	∅	∅	5	7	3	∅	7	∅	∅	165	l	a	β	∅	a	∅	∅	L	A	B	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																																																																									166	r	á	v	∅	a	∅	∅	R	A	B	∅	A	∅	∅	5	7	3	∅	7	∅	∅																																																																		
4	1.0000	1	0.2500	1043	164	a	l	a	β	∅	∅	∅	A	L	A	B	∅	∅	∅	7	5	7	3	∅	∅	∅	165	a	l	a	β	∅	∅	∅	A	L	A	B	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																																									166	a	r	á	v	∅	∅	∅	A	R	A	B	∅	∅	∅	7	5	7	3	∅	∅	∅																																																																		
1	0.2500	4	1.0000	1073	167	k	∅	∅	∅	i	l	a	K	∅	∅	∅	I	L	A	1	∅	∅	∅	7	5	7																																																																																																																																																											168	tsʰ	∅	∅	∅	i	l	a	C	∅	∅	∅	I	L	A	2	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	1073	167	i	k	∅	∅	l	a	∅	I	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅																																																																																																																																																											168	i	tsʰ	∅	∅	l	a	∅	I	C	∅	∅	L	A	∅	7	2	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	1073	167	l	i	k	∅	a	∅	∅	L	I	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																											168	l	i	tsʰ	∅	a	∅	∅	L	I	C	∅	A	∅	∅	5	7	2	∅	7	∅	∅																						
4	1.0000	1	0.2500	1073	167	a	l	i	k	∅	∅	∅	A	L	I	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																											168	a	l	i	tsʰ	∅	∅	∅	A	L	I	C	∅	∅	∅	7	5	7	2	∅	∅	∅																						
1	0.2500	4	1.0000	1110	169	t	∅	∅	∅	ɛ	m	a	T	∅	∅	∅	E	M	A	1	∅	∅	∅	7	4	7																																													170	t	∅	∅	∅	e	m	-	T	∅	∅	∅	E	M	_	1	∅	∅	∅	7	4	0																							171	t	∅	∅	∅	e	m	a	T	∅	∅	∅	E	M	A	1	∅	∅	∅	7	4	7																																																																																								
2	0.5000	3	0.7500	1110	169	ɛ	t	∅	∅	m	a	∅	E	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																													170	e	t	∅	∅	m	-	∅	E	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																							171	e	t	∅	∅	m	a	∅	E	T	∅	∅	M	A	∅	7	1	∅	∅	4	7	∅																																																																																								
3	0.7500	2	0.5000	1110	169	m	ɛ	t	∅	a	∅	∅	M	E	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																													170	m	e	t	∅	-	∅	∅	M	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							171	m	e	t	∅	a	∅	∅	M	E	T	∅	A	∅	∅	4	7	1	∅	7	∅	∅																																																																																								
4	1.0000	1	0.2500	1110	169	a	m	ɛ	t	∅	∅	∅	A	M	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																													170	-	m	e	t	∅	∅	∅	_	M	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							171	a	m	e	t	∅	∅	∅	A	M	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	1123																							172	x	∅	∅	∅	i	n	a	G	∅	∅	∅	I	N	A	3	∅	∅	∅	7	4	7																																																																																																															173	m	∅	∅	∅	i	n	a	M	∅	∅	∅	I	N	A	4	∅	∅	∅	7	4	7																																												
2	0.5000	3	0.7500	1123																							172	i	x	∅	∅	n	a	∅	I	G	∅	∅	N	A	∅	7	3	∅	∅	4	7	∅																																																																																																															173	i	m	∅	∅	n	a	∅	I	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																																												
3	0.7500	2	0.5000	1123																							172	n	i	x	∅	a	∅	∅	N	I	G	∅	A	∅	∅	4	7	3	∅	7	∅	∅																																																																																																															173	n	i	m	∅	a	∅	∅	N	I	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	1123																							172	a	n	i	x	∅	∅	∅	A	N	I	G	∅	∅	∅	7	4	7	3	∅	∅	∅																																																																																																															173	a	n	i	m	∅	∅	∅	A	N	I	M	∅	∅	∅	7	4	7	4	∅	∅	∅																																												
1	0.2500	4	1.0000	1137	174	ʃ	∅	∅	∅	i	k	ʊ	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7	176	s	∅	∅	∅	u	k	u	S	∅	∅	∅	Y	K	Y	3	∅	∅	∅	7	1	7																							177	ʃ	∅	∅	∅	i	k	u	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7																																																																																																															175	s	∅	∅	∅	i	k	u	S	∅	∅	∅	I	K	Y	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	1137	174	i	ʃ	∅	∅	k	ʊ	∅	I	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅	176	u	s	∅	∅	k	u	∅	Y	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅																							177	i	ʃ	∅	∅	k	u	∅	I	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅																																																																																																															175	i	s	∅	∅	k	u	∅	I	S	∅	∅	K	Y	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	1137	174	k	i	ʃ	∅	ʊ	∅	∅	K	I	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅	176	k	u	s	∅	u	∅	∅	K	Y	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅																							177	k	i	ʃ	∅	u	∅	∅	K	I	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅																																																																																																															175	k	i	s	∅	u	∅	∅	K	I	S	∅	Y	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	1137	174	ʊ	k	i	ʃ	∅	∅	∅	Y	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	176	u	k	u	s	∅	∅	∅	Y	K	Y	S	∅	∅	∅	7	1	7	3	∅	∅	∅																							177	u	k	i	ʃ	∅	∅	∅	Y	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																																															175	u	k	i	s	∅	∅	∅	Y	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.5000	2	1.0000	1151																																													178	s	∅	∅	∅	a	∅	∅	S	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																																													179	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							180	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	1151																																													178	a	s	∅	∅	∅	∅	∅	A	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																													179	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							180	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	1171																																													181	b	∅	∅	∅	o	n	dʒ	P	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1																																													182	b	∅	∅	∅	u	n	t	P	∅	∅	∅	Y	N	T	1	∅	∅	∅	7	4	1																																																																																								
2	0.4000	4	0.8000	1171																																													181	o	b	∅	∅	n	dʒ	a	U	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																													182	u	b	∅	∅	n	t	a	Y	P	∅	∅	N	T	A	7	1	∅	∅	4	1	7																																																																																								
3	0.6000	3	0.6000	1171																																													181	n	o	b	∅	dʒ	a	∅	N	U	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																													182	n	u	b	∅	t	a	∅	N	Y	P	∅	T	A	∅	4	7	1	∅	1	7	∅																																																																																								
4	0.8000	2	0.4000	1171																																													181	dʒ	n	o	b	a	∅	∅	T	N	U	P	A	∅	∅	1	4	7	1	7	∅	∅																																													182	t	n	u	b	a	∅	∅	T	N	Y	P	A	∅	∅	1	4	7	1	7	∅	∅																																																																																								
5	1.0000	1	0.2000	1171																																													181	a	dʒ	n	o	∅	∅	∅	A	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																													182	a	t	n	u	∅	∅	∅	A	T	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1180																																																																																																																																																											184	k	∅	∅	∅	w	a	∅	K	∅	∅	∅	W	A	∅	1	∅	∅	∅	6	7	∅																							183	-	∅	∅	∅	w	a	∅	_	∅	∅	∅	W	A	∅	0	∅	∅	∅	6	7	∅
2	0.6667	2	0.6667	1180																																																																																																																																																											184	w	k	∅	∅	a	∅	∅	W	K	∅	∅	A	∅	∅	6	1	∅	∅	7	∅	∅																							183	w	-	∅	∅	a	∅	∅	W	_	∅	∅	A	∅	∅	6	0	∅	∅	7	∅	∅
3	1.0000	1	0.3333	1180																																																																																																																																																											184	a	w	k	∅	∅	∅	∅	A	W	K	∅	∅	∅	∅	7	6	1	∅	∅	∅	∅																							183	a	w	-	∅	∅	∅	∅	A	W	_	∅	∅	∅	∅	7	6	0	∅	∅	∅	∅
1	0.3333	3	1.0000	1181																							185	f	∅	∅	∅	w	a	∅	B	∅	∅	∅	W	A	∅	3	∅	∅	∅	6	7	∅																							186	f	∅	∅	∅	w	-	∅	B	∅	∅	∅	W	_	∅	3	∅	∅	∅	6	0	∅																							187	f	∅	∅	∅	w	a	∅	B	∅	∅	∅	W	A	∅	3	∅	∅	∅	6	7	∅																																																																																								
