COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1388-6						m a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a r		
1433-6						ʃ u g u		
1442-6						l a m		
1451-6						b a d̪ a m		
1468-6						pʰ a k p a		
1477-6						ŋ a s		
1502-6						ŋ a m s u		
1511-6						m u tʰ j a ŋ b a		
1529-6						tʃʰ a l u		
1538-6						s o l u		
1557-6						tʃ o i tʃ u ŋ		
1618-6						i n tʃ a		
1663-6						u u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ k a		
1716-6						ŋ a m		
1742-6						m u g u		
1751-6						b u tʃ i l a		
1778-6						s a		
1787-6						tʃʰ u r p a		
1823-6						l e m b o		
1832-6						k a r m a		
1842-6						l u ŋ		
1860-6						ŋ a m		
1869-6						ʃ u p t̪ a ŋ		
1888-6						ʃ a m pʰ i		
1897-6						s e		
1932-6						ɾ i n a ŋ s o p a n		
1950-6						u		
1968-6						t̪ o ŋ a t̪ a		
1978-6						k u t̪ a		
1987-6						s a m		
2015-6						tʃ a m kʰ u		
2118-6						m o ŋ tʃ u t̪ o ŋ l a		
2238-6						ŋ a r tʃ u		
2507-6						tʰ i n u ŋ		
2526-6						l e		
2535-6						ʃ a		
2544-6						ʃ i ŋ		
2560-6						s o ŋ n i tʃ i ŋ		
2569-6						kʰ a i tʰ u r		
2578-6						n i tʃ i ŋ		
2596-6						d u ŋ		
2615-6						r i		
2663-6						g i t̪ i		
2690-6						s i		
2719-6						r i		
2728-6						k o tʃ u ŋ		
2747-6						n i ŋ tʰ u		
2756-6						s e r b u		
2774-6						b o i n a ŋ		
19-6						n a ʃ i		
28-6						n a ʃ i		
89-6						g a ŋ p u		
107-6						l i m i n		
145-6						d u k p u		
190-6						p u tʃ i		
229-6						kʰ a		
257-6						tʰ a ŋ a		
338-6						b ɾ u ŋ		
483-6						w a		
535-6						s o s o		
571-6						g e l e n		
699-6						d o ŋ p a		
845-6						ɾ o g		
971-6						tʃ i p u		
1049-6						b u		
1161-6						a m		
1226-6						l a ɲ i		
1235-6						n a m n i ŋ		
1280-6						tʃ i n a ŋ		
1307-6						k e p k a n		
1352-6						g u		
1379-6						s i		
1415-6						r a		
1636-6						b e tʃ a		
1654-6						l i		
1680-6						kʰ a n t̪ a		
1725-6						tʃ a p tʃ e n		
2127-6						tʃ a m a n		
2181-6						d̪ i n k a n		
2366-6						l j a k a n		
2672-6						b ʔ a g		
2681-6						b a l u ŋ b u		
55-6						d̪ a ʃ i k a n		
80-6						tʰ u ŋ g a		
116-6						tʰ u l i		
154-6						ʃ i		
181-6						n a m z u ŋ b a		
267-6						tʃ i		
319-6						pʰ o t̪ a k a n		
389-6						g o g a		
508-6						ŋ a m		
563-6						s a ŋ b u		
637-6						a u		
754-6						a n tʰ u r		
764-6						g a ɾ a ŋ b a u m a ŋ		
819-6						z a m b a		
827-6						b i		
918-6						j a ŋ l u		
1460-6						s o ŋ a l o		
1487-6						tʃ o g t̪ a ŋ		
1521-6						tʃʰ u		
1734-6						ɕ i m b u		
2172-6						b i k a n		
2209-6						b i t̪ i ŋ p a w o		
2737-6						n a i tʃ a		
329-6						tʃ a n tʃ a ɾ a n		
464-6						t o tʃ a ŋ		
493-6						ɾ i d o ŋ		
581-6						d u i p a		
591-6						n e g a ŋ		
655-6						s a tʃ i		
873-6						pʰ u ŋ b e		
909-6						pʰ e l u l a		
990-6						tʃ o tʃ o		
1133-6						j u		
1150-6						s o ŋ a n		
1584-6						g a ɾ i l a		
10-7							dʒ a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ tʃ i l a n	
125-7							b i ŋ r a	
162-7							l e s i	
171-7							o m ʃ a	
219-7							t a ŋ p u	
247-7							tʃ a ŋ l u ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m b a t i	
363-7							n a i b u	
397-7							g a m d i r	
406-7							kʰ a m	
426-7							m ŭ kʰ e n	
473-7							pʰ i n a ŋ	
499-7							a ŋ i n	
526-7							g a ʃ a	
544-7							kʰ u	
553-7							k o t a ŋ	
599-7							g o i tʰ a m	
608-7							b a n d o	
617-7							j e n	
645-7							a n a	
663-7							s o ŋ tʰ u r	
672-7							t o ŋ p a	
681-7							ɲ i r a	
690-7							m i ŋ	
708-7							dʒ a ŋ r a ŋ b u	
717-7							dʒ o kʰ e n	
726-7							s i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							b s i	
881-7							l a m	
890-7							ɾ u w a	
899-7							s e r	
926-7							tʃ a m	
944-7							g a ɾ a ŋ	
953-7							z a ɾ a ŋ	
980-7							w a ɾ o ŋ	
998-7							pʰ e i	
1022-7							dʒ a kʰ e n	
1031-7							b i n a ŋ kʰ u kʰ e n	
1069-7							tʃ o ŋ a kʰ e n	
1079-7							ʃ a w a	
1098-7							j a ŋ b u	
1117-7							tʃ u n	
1141-7							r i ŋ b u	
1189-7							m a n	
1198-7							n u	
1208-7							a a l a	
1217-7							l a ŋ i	
1253-7							a m	
1271-7							n o w a ŋ	
1289-7							m i n	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b i n a ŋ	
1361-7							j e n a ŋ	
1370-7							n a kʰ ə n	
1388-7							m a n b a	
1397-7							tʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p a ɾ	
1433-7							ʃ u kʰ e n	
1442-7							l a m	
1451-7							b a d i r kʰ e n	
1468-7							pʰ a kʰ p a	
1477-7							ŋ a s	
1502-7							ŋ a m s u	
1511-7							m u d i r a ŋ	
1529-7							tʃ a l u	
1538-7							s o l u	
1557-7							tʃ o i d u ŋ	
1618-7							i ŋ tʃ a	
1663-7							u u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m	
1742-7							m u kʰ e n	
1751-7							b u a i l a n	
1778-7							s a	
1787-7							tʃ u r kʰ ə n	
1823-7							l e m	
1832-7							kʰ a r m a	
1842-7							l u ŋ	
1860-7							ŋ a m	
1869-7							z u p t̪ a ŋ	
1888-7							z a m pʰ i	
1897-7							s e	
1932-7							ɾ i n a ŋ s o p kʰ e n	
1950-7							u	
1968-7							t o ŋ t a kʰ ə n	
1978-7							k u t kʰ ə n	
1987-7							s a m	
2015-7							dʒ a m kʰ ə n	
2118-7							m o ŋ a kʰ e n	
2238-7							ŋ a r kʰ ə n	
2507-7							tʰ i ŋ u ŋ	
2526-7							l e	
2535-7							z a	
2544-7							ʃ i ŋ	
2560-7							s o ŋ n i tʃ i ŋ	
2569-7							kʰ e i r u	
2578-7							n i tʃ i ŋ	
2596-7							d u ŋ	
2615-7							ɾ i	
2663-7							g i t i	
2690-7							s i	
2719-7							ɾ i d i	
2728-7							k o tʃ u ŋ	
2747-7							ɲ i ŋ	
2756-7							s e r b u	
2774-7							b o ɲ i ŋ	
19-7							n a i b a	
28-7							n a i b a kʰ e n	
89-7							k a ŋ p u	
107-7							d i m i n	
145-7							d u kʰ p u	
190-7							p u tʃ i	
338-7							b r u ŋ	
436-7							u l u	
483-7							w a	
535-7							s o s o	
571-7							g e l e n d i	
699-7							d o ŋ p a	
845-7							ɾ o kʰ e n	
1049-7							b u	
1161-7							a m	
1180-7							z a	
1226-7							l a ŋ i	
1235-7							n a m kʰ e n	
1280-7							dʒ i ŋ s a ŋ	
1307-7							t e p kʰ ə n	
1352-7							g u	
1415-7							ɾ u	
1636-7							b e tʃ a	
1680-7							kʰ a n d i r	
1725-7							tʃ a p tʃ e n	
2127-7							dʒ a m kʰ ə n	
2181-7							d i	
2366-7							j a kʰ ə n	
2672-7							b a g a	
2681-7							a a l u ŋ b o	
55-7							d a i kʰ e n	
80-7							tʰ u ŋ kʰ ə n	
154-7							z i	
181-7							n i z u ŋ b a	
267-7							dʒ i	
319-7							pʰ o t kʰ ə n	
389-7							g o k a	
453-7							tʃ a ŋ p u	
508-7							ŋ a m	
563-7							s a ŋ b u	
637-7							a u	
754-7							a ŋ tʰ u r	
819-7							z a m b a	
827-7							b i	
918-7							j a ŋ l u	
1244-7							k r o ŋ tʃ u ŋ	
1460-7							s o ŋ a kʰ e n	
1487-7							dʒ o k t a ŋ	
1521-7							tʃ u	
1734-7							i e m b u	
2172-7							b i kʰ e n	
2256-7							pʰ u e n	
2517-7							n a m tʃ u	
2654-7							b o ŋ	
2737-7							ŋ i a kʰ e n	
329-7							tʃ a n tʃ a ɾ kʰ e n	
415-7							kʰ a m	
464-7							t o tʃ a ŋ	
493-7							ɾ i d o n	
581-7							d u i p a	
591-7							n e g a ŋ	
627-7							g a ɾ a ŋ k i l i	
655-7							s a tʃ i l a	
873-7							pʰ u ŋ b e	
909-7							pʰ e l o	
990-7							tʃ o tʃ o	
1013-7							g e s a ŋ	
1133-7							j u	
1150-7							s o ŋ a kʰ e n	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ dʒ i l a n
125-8								i ŋ r a
162-8								l e s i
171-8								o m ʃ a
219-8								s a p tʃ a t a ŋ p u
247-8								tʰ a ŋ l u
282-8								l u s p u
292-8								m a ŋ
301-8								l i
354-8								m u m b a t i
363-8								n a m b u
397-8								g a m tʰ a
406-8								m a m
426-8								m ŭ k p a
473-8								pʰ i n a ŋ
499-8								a a m ĭ n
526-8								g a ʃ a
544-8								kʰ u
553-8								g o t a ŋ
599-8								g o tʰ a m
608-8								a n tʰ o
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p a
681-8								ɲ i r i
690-8								m i ŋ
708-8								tʰ a ŋ tʰ u r
717-8								dʒ o k p a n
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p i
881-8								l a m
890-8								r a g a n
899-8								s e r
926-8								tʰ a m
944-8								g a r a ŋ
953-8								ʃ a r a ŋ
980-8								l a r o ŋ
998-8								pʰ a i
1022-8								dʒ a tʰ u r
1031-8								i n a ŋ m u
1069-8								tʃ o ŋ a l a
1079-8								ʃ a l a n
1098-8								j a ŋ b u
1117-8								tʰ u n
1141-8								r i n b u
1189-8								m a n
1198-8								n u
1208-8								a l a
1217-8								l a n i
1253-8								a m a
1271-8								n o g a n
1289-8								m i n
1316-8								ŋ a ŋ
1325-8								m a m
1334-8								s i ŋ b a
1343-8								i n a ŋ
1361-8								j e n a ŋ
1370-8								n a l u
1388-8								m a n p a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a r a ŋ p a r
1433-8								ʃ u g u
1442-8								l a m
1451-8								a d a m
1468-8								pʰ a k p a
1477-8								ŋ a s
1502-8								ŋ a m s u
1511-8								m u tʰ j a ŋ b a
1529-8								tʰ a l u
1538-8								s o l u
1557-8								tʃ o i tʰ u ŋ
1618-8								i n tʃ a
1663-8								u t m
1689-8								ŋ o i
1698-8								kʰ u ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m tʰ u ŋ
1742-8								m u g i
1751-8								u ʃ i l a
1778-8								z a
1787-8								tʰ u r p a n
1823-8								l e m
1832-8								g a r m a n
1842-8								l u ŋ
1860-8								ŋ a m
1869-8								z u p a n
1888-8								z a m p a n
1897-8								s e
1932-8								r i n a ŋ s o p a n
1950-8								u
1968-8								t o ŋ t a
1978-8								g u t p a n
1987-8								s a m
2015-8								dʒ a m p a n
2118-8								m o ŋ ʃ i g o ŋ l a
2238-8								ŋ a r p a n
2507-8								tʰ ĭ n u ŋ
2526-8								l e
2535-8								z a
2544-8								ʃ i ŋ
2560-8								s o ŋ n i tʃ i ŋ
2569-8								pʰ e tʰ u r
2578-8								n i tʃ i ŋ
2596-8								d u ŋ
2615-8								r i
2663-8								g i t i
2690-8								s i
2719-8								r i d i
2728-8								g o tʃ u ŋ
2747-8								ɲ i ŋ
2756-8								s e r u
2774-8								u ɲ i ŋ
19-8								n a ʃ i
28-8								n a ʃ i
107-8								l i m i n
145-8								d u k p u
190-8								p u tʃ i
229-8								m a
257-8								tʰ a ŋ a
338-8								r u ŋ
436-8								u l u
483-8								l a
535-8								s o s o
571-8								g e l e n
845-8								r o g
971-8								tʰ i t p a n
1049-8								u
1161-8								a m
1180-8								ʃ a
1226-8								l a ŋ
1235-8								n a m n i ŋ
1280-8								dʒ i ŋ tʃ a n
1307-8								t e p a n
1379-8								s i
1415-8								r a
1636-8								b e tʃ a
1654-8								l i
1680-8								pʰ a n t a
1725-8								tʃ a p tʃ e n
2127-8								dʒ a m a n
2181-8								t i
2366-8								j a k a n
2681-8								l a ŋ p u
55-8								h a ʃ i
116-8								tʰ u l u
154-8								ʃ i
181-8								n a z u ŋ a
210-8								g o i
267-8								dʒ i
319-8								pʰ o t p a n
389-8								g o g a
453-8								tʰ a ŋ p u
508-8								ŋ a m
563-8								s a ŋ b o
637-8								a l u
754-8								a n u r
764-8								g a ɾ a ŋ r u m a
819-8								z a m b a
918-8								j a ŋ l u
1487-8								dʒ o t a ŋ
1521-8								tʰ u
2033-8								g o k p a n
2172-8								i l o
2256-8								pʰ u l o
415-8								m a u
627-8								g a r a ŋ k i l i
990-8								tʃ o tʃ o
1013-8								g e dʒ a ŋ
1584-8								g a r i l a m
