index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
3	0.7500	2	0.5000	261																																																																																																															517	l	a	tʼ	∅	i	∅	∅	L	A	T	∅	I	∅	∅	5	7	1	∅	7	∅	∅																																																																																																																																																																																																																													518	l	ə	tʼʲ	∅	-	∅	∅	L	E	T	∅	_	∅	∅	5	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	261																																																																																																															517	i	l	a	tʼ	∅	∅	∅	I	L	A	T	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																																																																																																																																													518	-	l	ə	tʼʲ	∅	∅	∅	_	L	E	T	∅	∅	∅	0	5	7	1	∅	∅	∅																																												
1	0.1111	9	1.0000	264																																																																																																																																																																																																							519	ʔ	∅	∅	∅	aː	z	j	H	∅	∅	∅	A	S	J	1	∅	∅	∅	7	3	6																																																																																									520	-	∅	∅	∅	-	z	-	_	∅	∅	∅	_	S	_	0	∅	∅	∅	0	3	0																																																																																								
2	0.2222	8	0.8889	264																																																																																																																																																																																																							519	aː	ʔ	∅	∅	z	j	ə	A	H	∅	∅	S	J	E	7	1	∅	∅	3	6	7																																																																																									520	-	-	∅	∅	z	-	ə	_	_	∅	∅	S	_	E	0	0	∅	∅	3	0	7																																																																																								
3	0.3333	7	0.7778	264																																																																																																																																																																																																							519	z	aː	ʔ	∅	j	ə	g	S	A	H	∅	J	E	K	3	7	1	∅	6	7	1																																																																																									520	z	-	-	∅	-	ə	g	S	_	_	∅	_	E	K	3	0	0	∅	0	7	1																																																																																								
4	0.4444	6	0.6667	264																																																																																																																																																																																																							519	j	z	aː	ʔ	ə	g	ə	J	S	A	H	E	K	E	6	3	7	1	7	1	7																																																																																									520	-	z	-	-	ə	g	ə	_	S	_	_	E	K	E	0	3	0	0	7	1	7																																																																																								
5	0.5556	5	0.5556	264																																																																																																																																																																																																							519	ə	j	z	aː	g	ə	d	E	J	S	A	K	E	T	7	6	3	7	1	7	1																																																																																									520	ə	-	z	-	g	ə	d	E	_	S	_	K	E	T	7	0	3	0	1	7	1																																																																																								
6	0.6667	4	0.4444	264																																																																																																																																																																																																							519	g	ə	j	z	ə	d	u	K	E	J	S	E	T	Y	1	7	6	3	7	1	7																																																																																									520	g	ə	-	z	ə	d	o	K	E	_	S	E	T	U	1	7	0	3	7	1	7																																																																																								
7	0.7778	3	0.3333	264																																																																																																																																																																																																							519	ə	g	ə	j	d	u	∅	E	K	E	J	T	Y	∅	7	1	7	6	1	7	∅																																																																																									520	ə	g	ə	-	d	o	∅	E	K	E	_	T	U	∅	7	1	7	0	1	7	∅																																																																																								
8	0.8889	2	0.2222	264																																																																																																																																																																																																							519	d	ə	g	ə	u	∅	∅	T	E	K	E	Y	∅	∅	1	7	1	7	7	∅	∅																																																																																									520	d	ə	g	ə	o	∅	∅	T	E	K	E	U	∅	∅	1	7	1	7	7	∅	∅																																																																																								
9	1.0000	1	0.1111	264																																																																																																																																																																																																							519	u	d	ə	g	∅	∅	∅	Y	T	E	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																									520	o	d	ə	g	∅	∅	∅	U	T	E	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																								
1	0.0769	13	1.0000	267																																																																																																																																																																																																																													521	ʔ	∅	∅	∅	ɨ	n	g	H	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1																																																																																																																																					522	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0																						
2	0.1538	12	0.9231	267																																																																																																																																																																																																																													521	ɨ	ʔ	∅	∅	n	g	w	I	H	∅	∅	N	K	W	7	1	∅	∅	4	1	6																																																																																																																																					522	-	-	∅	∅	-	-	w	_	_	∅	∅	_	_	W	0	0	∅	∅	0	0	6																						
3	0.2308	11	0.8462	267																																																																																																																																																																																																																													521	n	ɨ	ʔ	∅	g	w	ə	N	I	H	∅	K	W	E	4	7	1	∅	1	6	7																																																																																																																																					522	-	-	-	∅	-	w	ə	_	_	_	∅	_	W	E	0	0	0	∅	0	6	7																						
4	0.3077	10	0.7692	267																																																																																																																																																																																																																													521	g	n	ɨ	ʔ	w	ə	r	K	N	I	H	W	E	R	1	4	7	1	6	7	5																																																																																																																																					522	-	-	-	-	w	ə	l	_	_	_	_	W	E	L	0	0	0	0	6	7	5																						
5	0.3846	9	0.6923	267																																																																																																																																																																																																																													521	w	g	n	ɨ	ə	r	ə	W	K	N	I	E	R	E	6	1	4	7	7	5	7																																																																																																																																					522	w	-	-	-	ə	l	ə	W	_	_	_	E	L	E	6	0	0	0	7	5	7																						
6	0.4615	8	0.6154	267																																																																																																																																																																																																																													521	ə	w	g	n	r	ə	-	E	W	K	N	R	E	_	7	6	1	4	5	7	0																																																																																																																																					522	ə	w	-	-	l	ə	n	E	W	_	_	L	E	N	7	6	0	0	5	7	4																						
7	0.5385	7	0.5385	267																																																																																																																																																																																																																													521	r	ə	w	g	ə	-	g	R	E	W	K	E	_	K	5	7	6	1	7	0	1																																																																																																																																					522	l	ə	w	-	ə	n	g	L	E	W	_	E	N	K	5	7	6	0	7	4	1																						
8	0.6154	6	0.4615	267																																																																																																																																																																																																																													521	ə	r	ə	w	-	g	-	E	R	E	W	_	K	_	7	5	7	6	0	1	0																																																																																																																																					522	ə	l	ə	w	n	g	aː	E	L	E	W	N	K	A	7	5	7	6	4	1	7																						
9	0.6923	5	0.3846	267																																																																																																																																																																																																																													521	-	ə	r	ə	g	-	-	_	E	R	E	K	_	_	0	7	5	7	1	0	0																																																																																																																																					522	n	ə	l	ə	g	aː	j	N	E	L	E	K	A	J	4	7	5	7	1	7	6																						
10	0.7692	4	0.3077	267																																																																																																																																																																																																																													521	g	-	ə	r	-	-	ɨi̯	K	_	E	R	_	_	I	1	0	7	5	0	0	7																																																																																																																																					522	g	n	ə	l	aː	j	a	K	N	E	L	A	J	A	1	4	7	5	7	6	7																						
11	0.8462	3	0.2308	267																																																																																																																																																																																																																													521	-	g	-	ə	-	ɨi̯	∅	_	K	_	E	_	I	∅	0	1	0	7	0	7	∅																																																																																																																																					522	aː	g	n	ə	j	a	∅	A	K	N	E	J	A	∅	7	1	4	7	6	7	∅																						
12	0.9231	2	0.1538	267																																																																																																																																																																																																																													521	-	-	g	-	ɨi̯	∅	∅	_	_	K	_	I	∅	∅	0	0	1	0	7	∅	∅																																																																																																																																					522	j	aː	g	n	a	∅	∅	J	A	K	N	A	∅	∅	6	7	1	4	7	∅	∅																						
13	1.0000	1	0.0769	267																																																																																																																																																																																																																													521	ɨi̯	-	-	g	∅	∅	∅	I	_	_	K	∅	∅	∅	7	0	0	1	∅	∅	∅																																																																																																																																					522	a	j	aː	g	∅	∅	∅	A	J	A	K	∅	∅	∅	7	6	7	1	∅	∅	∅																						
1	0.1667	6	1.0000	269																																																																																																																																																																																																																																																			523	w	∅	∅	∅	ə	g	f	W	∅	∅	∅	E	K	B	6	∅	∅	∅	7	1	3	524	w	∅	∅	∅	ə	g	f	W	∅	∅	∅	E	K	B	6	∅	∅	∅	7	1	3																																																																																																																																				
2	0.3333	5	0.8333	269																																																																																																																																																																																																																																																			523	ə	w	∅	∅	g	f	ɨ	E	W	∅	∅	K	B	I	7	6	∅	∅	1	3	7	524	ə	w	∅	∅	g	f	ɨ	E	W	∅	∅	K	B	I	7	6	∅	∅	1	3	7																																																																																																																																				
3	0.5000	4	0.6667	269																																																																																																																																																																																																																																																			523	g	ə	w	∅	f	ɨ	r	K	E	W	∅	B	I	R	1	7	6	∅	3	7	5	524	g	ə	w	∅	f	ɨ	r	K	E	W	∅	B	I	R	1	7	6	∅	3	7	5																																																																																																																																				
4	0.6667	3	0.5000	269																																																																																																																																																																																																																																																			523	f	g	ə	w	ɨ	r	∅	B	K	E	W	I	R	∅	3	1	7	6	7	5	∅	524	f	g	ə	w	ɨ	r	∅	B	K	E	W	I	R	∅	3	1	7	6	7	5	∅																																																																																																																																				
5	0.8333	2	0.3333	269																																																																																																																																																																																																																																																			523	ɨ	f	g	ə	r	∅	∅	I	B	K	E	R	∅	∅	7	3	1	7	5	∅	∅	524	ɨ	f	g	ə	r	∅	∅	I	B	K	E	R	∅	∅	7	3	1	7	5	∅	∅																																																																																																																																				
6	1.0000	1	0.1667	269																																																																																																																																																																																																																																																			523	r	ɨ	f	g	∅	∅	∅	R	I	B	K	∅	∅	∅	5	7	3	1	∅	∅	∅	524	r	ɨ	f	g	∅	∅	∅	R	I	B	K	∅	∅	∅	5	7	3	1	∅	∅	∅																																																																																																																																				
1	0.1429	7	1.0000	277																																																																																																																																																																																																																																																																																																																					525	ʔ	∅	∅	∅	ɨ	d	ə	H	∅	∅	∅	I	T	E	1	∅	∅	∅	7	1	7																																													526	ʔ	∅	∅	∅	a	d	ə	H	∅	∅	∅	A	T	E	1	∅	∅	∅	7	1	7	527	ʔ	∅	∅	∅	a	d	ə	H	∅	∅	∅	A	T	E	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	277																																																																																																																																																																																																																																																																																																																					525	ɨ	ʔ	∅	∅	d	ə	g	I	H	∅	∅	T	E	K	7	1	∅	∅	1	7	1																																													526	a	ʔ	∅	∅	d	ə	g	A	H	∅	∅	T	E	K	7	1	∅	∅	1	7	1	527	a	ʔ	∅	∅	d	ə	g	A	H	∅	∅	T	E	K	7	1	∅	∅	1	7	1
3	0.4286	5	0.7143	277																																																																																																																																																																																																																																																																																																																					525	d	ɨ	ʔ	∅	ə	g	o	T	I	H	∅	E	K	U	1	7	1	∅	7	1	7																																													526	d	a	ʔ	∅	ə	g	ə	T	A	H	∅	E	K	E	1	7	1	∅	7	1	7	527	d	a	ʔ	∅	ə	g	ə	T	A	H	∅	E	K	E	1	7	1	∅	7	1	7
4	0.5714	4	0.5714	277																																																																																																																																																																																																																																																																																																																					525	ə	d	ɨ	ʔ	g	o	t	E	T	I	H	K	U	T	7	1	7	1	1	7	1																																													526	ə	d	a	ʔ	g	ə	-	E	T	A	H	K	E	_	7	1	7	1	1	7	0	527	ə	d	a	ʔ	g	ə	-	E	T	A	H	K	E	_	7	1	7	1	1	7	0
5	0.7143	3	0.4286	277																																																																																																																																																																																																																																																																																																																					525	g	ə	d	ɨ	o	t	∅	K	E	T	I	U	T	∅	1	7	1	7	7	1	∅																																													526	g	ə	d	a	ə	-	∅	K	E	T	A	E	_	∅	1	7	1	7	7	0	∅	527	g	ə	d	a	ə	-	∅	K	E	T	A	E	_	∅	1	7	1	7	7	0	∅
6	0.8571	2	0.2857	277																																																																																																																																																																																																																																																																																																																					525	o	g	ə	d	t	∅	∅	U	K	E	T	T	∅	∅	7	1	7	1	1	∅	∅																																													526	ə	g	ə	d	-	∅	∅	E	K	E	T	_	∅	∅	7	1	7	1	0	∅	∅	527	ə	g	ə	d	-	∅	∅	E	K	E	T	_	∅	∅	7	1	7	1	0	∅	∅
7	1.0000	1	0.1429	277																																																																																																																																																																																																																																																																																																																					525	t	o	g	ə	∅	∅	∅	T	U	K	E	∅	∅	∅	1	7	1	7	∅	∅	∅																																													526	-	ə	g	ə	∅	∅	∅	_	E	K	E	∅	∅	∅	0	7	1	7	∅	∅	∅	527	-	ə	g	ə	∅	∅	∅	_	E	K	E	∅	∅	∅	0	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	286	528	s	∅	∅	∅	ə	g	u	S	∅	∅	∅	E	K	Y	3	∅	∅	∅	7	1	7	529	tʃ	∅	∅	∅	ɨ	g	a	T	∅	∅	∅	I	K	A	1	∅	∅	∅	7	1	7																																																																			530	s	∅	∅	∅	ə	g	w	S	∅	∅	∅	E	K	W	3	∅	∅	∅	7	1	6																																																																			531	tʃʼ	∅	∅	∅	ɨ	g	ə	T	∅	∅	∅	I	K	E	1	∅	∅	∅	7	1	7																																																																																																															532	tʃʼ	∅	∅	∅	ə	gː	ə	T	∅	∅	∅	E	K	E	1	∅	∅	∅	7	1	7	533	s	∅	∅	∅	ə	g	u	S	∅	∅	∅	E	K	Y	3	∅	∅	∅	7	1	7																							534	t	∅	∅	∅	ɨ	g	ə	T	∅	∅	∅	I	K	E	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	286	528	ə	s	∅	∅	g	u	r	E	S	∅	∅	K	Y	R	7	3	∅	∅	1	7	5	529	ɨ	tʃ	∅	∅	g	a	r	I	T	∅	∅	K	A	R	7	1	∅	∅	1	7	5																																																																			530	ə	s	∅	∅	g	w	r	E	S	∅	∅	K	W	R	7	3	∅	∅	1	6	5																																																																			531	ɨ	tʃʼ	∅	∅	g	ə	r	I	T	∅	∅	K	E	R	7	1	∅	∅	1	7	5																																																																																																															532	ə	tʃʼ	∅	∅	gː	ə	r	E	T	∅	∅	K	E	R	7	1	∅	∅	1	7	5	533	ə	s	∅	∅	g	u	r	E	S	∅	∅	K	Y	R	7	3	∅	∅	1	7	5																							534	ɨ	t	∅	∅	g	ə	r	I	T	∅	∅	K	E	R	7	1	∅	∅	1	7	5
3	0.4286	5	0.7143	286	528	g	ə	s	∅	u	r	-	K	E	S	∅	Y	R	_	1	7	3	∅	7	5	0	529	g	ɨ	tʃ	∅	a	r	-	K	I	T	∅	A	R	_	1	7	1	∅	7	5	0																																																																			530	g	ə	s	∅	w	r	-	K	E	S	∅	W	R	_	1	7	3	∅	6	5	0																																																																			531	g	ɨ	tʃʼ	∅	ə	r	-	K	I	T	∅	E	R	_	1	7	1	∅	7	5	0																																																																																																															532	gː	ə	tʃʼ	∅	ə	r	ə	K	E	T	∅	E	R	E	1	7	1	∅	7	5	7	533	g	ə	s	∅	u	r	i	K	E	S	∅	Y	R	I	1	7	3	∅	7	5	7																							534	g	ɨ	t	∅	ə	r	-	K	I	T	∅	E	R	_	1	7	1	∅	7	5	0
4	0.5714	4	0.5714	286	528	u	g	ə	s	r	-	-	Y	K	E	S	R	_	_	7	1	7	3	5	0	0	529	a	g	ɨ	tʃ	r	-	-	A	K	I	T	R	_	_	7	1	7	1	5	0	0																																																																			530	w	g	ə	s	r	-	-	W	K	E	S	R	_	_	6	1	7	3	5	0	0																																																																			531	ə	g	ɨ	tʃʼ	r	-	-	E	K	I	T	R	_	_	7	1	7	1	5	0	0																																																																																																															532	ə	gː	ə	tʃʼ	r	ə	t	E	K	E	T	R	E	T	7	1	7	1	5	7	1	533	u	g	ə	s	r	i	-	Y	K	E	S	R	I	_	7	1	7	3	5	7	0																							534	ə	g	ɨ	t	r	-	-	E	K	I	T	R	_	_	7	1	7	1	5	0	0
5	0.7143	3	0.4286	286	528	r	u	g	ə	-	-	∅	R	Y	K	E	_	_	∅	5	7	1	7	0	0	∅	529	r	a	g	ɨ	-	-	∅	R	A	K	I	_	_	∅	5	7	1	7	0	0	∅																																																																			530	r	w	g	ə	-	-	∅	R	W	K	E	_	_	∅	5	6	1	7	0	0	∅																																																																			531	r	ə	g	ɨ	-	-	∅	R	E	K	I	_	_	∅	5	7	1	7	0	0	∅																																																																																																															532	r	ə	gː	ə	ə	t	∅	R	E	K	E	E	T	∅	5	7	1	7	7	1	∅	533	r	u	g	ə	i	-	∅	R	Y	K	E	I	_	∅	5	7	1	7	7	0	∅																							534	r	ə	g	ɨ	-	-	∅	R	E	K	I	_	_	∅	5	7	1	7	0	0	∅
6	0.8571	2	0.2857	286	528	-	r	u	g	-	∅	∅	_	R	Y	K	_	∅	∅	0	5	7	1	0	∅	∅	529	-	r	a	g	-	∅	∅	_	R	A	K	_	∅	∅	0	5	7	1	0	∅	∅																																																																			530	-	r	w	g	-	∅	∅	_	R	W	K	_	∅	∅	0	5	6	1	0	∅	∅																																																																			531	-	r	ə	g	-	∅	∅	_	R	E	K	_	∅	∅	0	5	7	1	0	∅	∅																																																																																																															532	ə	r	ə	gː	t	∅	∅	E	R	E	K	T	∅	∅	7	5	7	1	1	∅	∅	533	i	r	u	g	-	∅	∅	I	R	Y	K	_	∅	∅	7	5	7	1	0	∅	∅																							534	-	r	ə	g	-	∅	∅	_	R	E	K	_	∅	∅	0	5	7	1	0	∅	∅
7	1.0000	1	0.1429	286	528	-	-	r	u	∅	∅	∅	_	_	R	Y	∅	∅	∅	0	0	5	7	∅	∅	∅	529	-	-	r	a	∅	∅	∅	_	_	R	A	∅	∅	∅	0	0	5	7	∅	∅	∅																																																																			530	-	-	r	w	∅	∅	∅	_	_	R	W	∅	∅	∅	0	0	5	6	∅	∅	∅																																																																			531	-	-	r	ə	∅	∅	∅	_	_	R	E	∅	∅	∅	0	0	5	7	∅	∅	∅																																																																																																															532	t	ə	r	ə	∅	∅	∅	T	E	R	E	∅	∅	∅	1	7	5	7	∅	∅	∅	533	-	i	r	u	∅	∅	∅	_	I	R	Y	∅	∅	∅	0	7	5	7	∅	∅	∅																							534	-	-	r	ə	∅	∅	∅	_	_	R	E	∅	∅	∅	0	0	5	7	∅	∅	∅
1	0.2500	4	1.0000	287	535	ʔ	∅	∅	∅	ɨ	sː	u	H	∅	∅	∅	I	S	Y	1	∅	∅	∅	7	3	7	536	k	∅	∅	∅	ɨ	s	u	K	∅	∅	∅	I	S	Y	1	∅	∅	∅	7	3	7																																																																																																																																																																																																																																																																																																																					537	n	∅	∅	∅	ɨ	sː	u	N	∅	∅	∅	I	S	Y	4	∅	∅	∅	7	3	7																																												
2	0.5000	3	0.7500	287	535	ɨ	ʔ	∅	∅	sː	u	∅	I	H	∅	∅	S	Y	∅	7	1	∅	∅	3	7	∅	536	ɨ	k	∅	∅	s	u	∅	I	K	∅	∅	S	Y	∅	7	1	∅	∅	3	7	∅																																																																																																																																																																																																																																																																																																																					537	ɨ	n	∅	∅	sː	u	∅	I	N	∅	∅	S	Y	∅	7	4	∅	∅	3	7	∅																																												
3	0.7500	2	0.5000	287	535	sː	ɨ	ʔ	∅	u	∅	∅	S	I	H	∅	Y	∅	∅	3	7	1	∅	7	∅	∅	536	s	ɨ	k	∅	u	∅	∅	S	I	K	∅	Y	∅	∅	3	7	1	∅	7	∅	∅																																																																																																																																																																																																																																																																																																																					537	sː	ɨ	n	∅	u	∅	∅	S	I	N	∅	Y	∅	∅	3	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	287	535	u	sː	ɨ	ʔ	∅	∅	∅	Y	S	I	H	∅	∅	∅	7	3	7	1	∅	∅	∅	536	u	s	ɨ	k	∅	∅	∅	Y	S	I	K	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																																																																																																																																																																																																																																																					537	u	sː	ɨ	n	∅	∅	∅	Y	S	I	N	∅	∅	∅	7	3	7	4	∅	∅	∅																																												
