index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
1	0.1667	6	1.0000	340																																													559	g	∅	∅	∅	w	ə	n	K	∅	∅	∅	W	E	N	1	∅	∅	∅	6	7	4	560	g	∅	∅	∅	-	o	n	K	∅	∅	∅	_	U	N	1	∅	∅	∅	0	7	4	561	g	∅	∅	∅	w	ə	-	K	∅	∅	∅	W	E	_	1	∅	∅	∅	6	7	0																							562	g	∅	∅	∅	w	ə	n	K	∅	∅	∅	W	E	N	1	∅	∅	∅	6	7	4	563	g	∅	∅	∅	-	o	n	K	∅	∅	∅	_	U	N	1	∅	∅	∅	0	7	4	564	g	∅	∅	∅	w	ə	n	K	∅	∅	∅	W	E	N	1	∅	∅	∅	6	7	4																							565	g	∅	∅	∅	-	o	n	K	∅	∅	∅	_	U	N	1	∅	∅	∅	0	7	4	566	g	∅	∅	∅	-	ə	-	K	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0	567	g	∅	∅	∅	w	ə	-	K	∅	∅	∅	W	E	_	1	∅	∅	∅	6	7	0	568	g	∅	∅	∅	-	ə	-	K	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																																																																																														
2	0.3333	5	0.8333	340																																													559	w	g	∅	∅	ə	n	tʃ	W	K	∅	∅	E	N	T	6	1	∅	∅	7	4	1	560	-	g	∅	∅	o	n	tʃ	_	K	∅	∅	U	N	T	0	1	∅	∅	7	4	1	561	w	g	∅	∅	ə	-	tʃ	W	K	∅	∅	E	_	T	6	1	∅	∅	7	0	1																							562	w	g	∅	∅	ə	n	tʃ	W	K	∅	∅	E	N	T	6	1	∅	∅	7	4	1	563	-	g	∅	∅	o	n	tʃ	_	K	∅	∅	U	N	T	0	1	∅	∅	7	4	1	564	w	g	∅	∅	ə	n	tʃ	W	K	∅	∅	E	N	T	6	1	∅	∅	7	4	1																							565	-	g	∅	∅	o	n	tʃ	_	K	∅	∅	U	N	T	0	1	∅	∅	7	4	1	566	-	g	∅	∅	ə	-	tʃ	_	K	∅	∅	E	_	T	0	1	∅	∅	7	0	1	567	w	g	∅	∅	ə	-	tʃ	W	K	∅	∅	E	_	T	6	1	∅	∅	7	0	1	568	-	g	∅	∅	ə	-	tʃ	_	K	∅	∅	E	_	T	0	1	∅	∅	7	0	1																																																																																																														
3	0.5000	4	0.6667	340																																													559	ə	w	g	∅	n	tʃ	ə	E	W	K	∅	N	T	E	7	6	1	∅	4	1	7	560	o	-	g	∅	n	tʃ	ə	U	_	K	∅	N	T	E	7	0	1	∅	4	1	7	561	ə	w	g	∅	-	tʃ	ə	E	W	K	∅	_	T	E	7	6	1	∅	0	1	7																							562	ə	w	g	∅	n	tʃ	ə	E	W	K	∅	N	T	E	7	6	1	∅	4	1	7	563	o	-	g	∅	n	tʃ	ə	U	_	K	∅	N	T	E	7	0	1	∅	4	1	7	564	ə	w	g	∅	n	tʃ	ə	E	W	K	∅	N	T	E	7	6	1	∅	4	1	7																							565	o	-	g	∅	n	tʃ	ə	U	_	K	∅	N	T	E	7	0	1	∅	4	1	7	566	ə	-	g	∅	-	tʃ	ə	E	_	K	∅	_	T	E	7	0	1	∅	0	1	7	567	ə	w	g	∅	-	tʃ	ə	E	W	K	∅	_	T	E	7	6	1	∅	0	1	7	568	ə	-	g	∅	-	tʃ	ə	E	_	K	∅	_	T	E	7	0	1	∅	0	1	7																																																																																																														
4	0.6667	3	0.5000	340																																													559	n	ə	w	g	tʃ	ə	∅	N	E	W	K	T	E	∅	4	7	6	1	1	7	∅	560	n	o	-	g	tʃ	ə	∅	N	U	_	K	T	E	∅	4	7	0	1	1	7	∅	561	-	ə	w	g	tʃ	ə	∅	_	E	W	K	T	E	∅	0	7	6	1	1	7	∅																							562	n	ə	w	g	tʃ	ə	∅	N	E	W	K	T	E	∅	4	7	6	1	1	7	∅	563	n	o	-	g	tʃ	ə	∅	N	U	_	K	T	E	∅	4	7	0	1	1	7	∅	564	n	ə	w	g	tʃ	ə	∅	N	E	W	K	T	E	∅	4	7	6	1	1	7	∅																							565	n	o	-	g	tʃ	ə	∅	N	U	_	K	T	E	∅	4	7	0	1	1	7	∅	566	-	ə	-	g	tʃ	ə	∅	_	E	_	K	T	E	∅	0	7	0	1	1	7	∅	567	-	ə	w	g	tʃ	ə	∅	_	E	W	K	T	E	∅	0	7	6	1	1	7	∅	568	-	ə	-	g	tʃ	ə	∅	_	E	_	K	T	E	∅	0	7	0	1	1	7	∅																																																																																																														
5	0.8333	2	0.3333	340																																													559	tʃ	n	ə	w	ə	∅	∅	T	N	E	W	E	∅	∅	1	4	7	6	7	∅	∅	560	tʃ	n	o	-	ə	∅	∅	T	N	U	_	E	∅	∅	1	4	7	0	7	∅	∅	561	tʃ	-	ə	w	ə	∅	∅	T	_	E	W	E	∅	∅	1	0	7	6	7	∅	∅																							562	tʃ	n	ə	w	ə	∅	∅	T	N	E	W	E	∅	∅	1	4	7	6	7	∅	∅	563	tʃ	n	o	-	ə	∅	∅	T	N	U	_	E	∅	∅	1	4	7	0	7	∅	∅	564	tʃ	n	ə	w	ə	∅	∅	T	N	E	W	E	∅	∅	1	4	7	6	7	∅	∅																							565	tʃ	n	o	-	ə	∅	∅	T	N	U	_	E	∅	∅	1	4	7	0	7	∅	∅	566	tʃ	-	ə	-	ə	∅	∅	T	_	E	_	E	∅	∅	1	0	7	0	7	∅	∅	567	tʃ	-	ə	w	ə	∅	∅	T	_	E	W	E	∅	∅	1	0	7	6	7	∅	∅	568	tʃ	-	ə	-	ə	∅	∅	T	_	E	_	E	∅	∅	1	0	7	0	7	∅	∅																																																																																																														
6	1.0000	1	0.1667	340																																													559	ə	tʃ	n	ə	∅	∅	∅	E	T	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅	560	ə	tʃ	n	o	∅	∅	∅	E	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅	561	ə	tʃ	-	ə	∅	∅	∅	E	T	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅																							562	ə	tʃ	n	ə	∅	∅	∅	E	T	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅	563	ə	tʃ	n	o	∅	∅	∅	E	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅	564	ə	tʃ	n	ə	∅	∅	∅	E	T	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅																							565	ə	tʃ	n	o	∅	∅	∅	E	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅	566	ə	tʃ	-	ə	∅	∅	∅	E	T	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅	567	ə	tʃ	-	ə	∅	∅	∅	E	T	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅	568	ə	tʃ	-	ə	∅	∅	∅	E	T	_	E	∅	∅	∅	7	1	0	7	∅	∅	∅																																																																																																														
1	0.1250	8	1.0000	341																																													569	kʼ	∅	∅	∅	ə	n	d	K	∅	∅	∅	E	N	T	1	∅	∅	∅	7	4	1	570	kʼ	∅	∅	∅	ə	n	-	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0	571	kʼ	∅	∅	∅	ə	nː	-	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							572	kʼ	∅	∅	∅	ɨ	n	-	K	∅	∅	∅	I	N	_	1	∅	∅	∅	7	4	0	573	kʼ	∅	∅	∅	ə	n	d	K	∅	∅	∅	E	N	T	1	∅	∅	∅	7	4	1	574	kʼ	∅	∅	∅	ə	n	-	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							575	kʼ	∅	∅	∅	ə	n	-	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																																																																																																																																																																
2	0.2500	7	0.8750	341																																													569	ə	kʼ	∅	∅	n	d	-	E	K	∅	∅	N	T	_	7	1	∅	∅	4	1	0	570	ə	kʼ	∅	∅	n	-	ə	E	K	∅	∅	N	_	E	7	1	∅	∅	4	0	7	571	ə	kʼ	∅	∅	nː	-	ə	E	K	∅	∅	N	_	E	7	1	∅	∅	4	0	7																							572	ɨ	kʼ	∅	∅	n	-	e	I	K	∅	∅	N	_	E	7	1	∅	∅	4	0	7	573	ə	kʼ	∅	∅	n	d	-	E	K	∅	∅	N	T	_	7	1	∅	∅	4	1	0	574	ə	kʼ	∅	∅	n	-	ə	E	K	∅	∅	N	_	E	7	1	∅	∅	4	0	7																							575	ə	kʼ	∅	∅	n	-	ə	E	K	∅	∅	N	_	E	7	1	∅	∅	4	0	7																																																																																																																																																																																
3	0.3750	6	0.7500	341																																													569	n	ə	kʼ	∅	d	-	m	N	E	K	∅	T	_	M	4	7	1	∅	1	0	4	570	n	ə	kʼ	∅	-	ə	m	N	E	K	∅	_	E	M	4	7	1	∅	0	7	4	571	nː	ə	kʼ	∅	-	ə	m	N	E	K	∅	_	E	M	4	7	1	∅	0	7	4																							572	n	ɨ	kʼ	∅	-	e	m	N	I	K	∅	_	E	M	4	7	1	∅	0	7	4	573	n	ə	kʼ	∅	d	-	m	N	E	K	∅	T	_	M	4	7	1	∅	1	0	4	574	n	ə	kʼ	∅	-	ə	m	N	E	K	∅	_	E	M	4	7	1	∅	0	7	4																							575	n	ə	kʼ	∅	-	ə	m	N	E	K	∅	_	E	M	4	7	1	∅	0	7	4																																																																																																																																																																																
4	0.5000	5	0.6250	341																																													569	d	n	ə	kʼ	-	m	ə	T	N	E	K	_	M	E	1	4	7	1	0	4	7	570	-	n	ə	kʼ	ə	m	ə	_	N	E	K	E	M	E	0	4	7	1	7	4	7	571	-	nː	ə	kʼ	ə	m	ə	_	N	E	K	E	M	E	0	4	7	1	7	4	7																							572	-	n	ɨ	kʼ	e	m	a	_	N	I	K	E	M	A	0	4	7	1	7	4	7	573	d	n	ə	kʼ	-	m	ə	T	N	E	K	_	M	E	1	4	7	1	0	4	7	574	-	n	ə	kʼ	ə	m	ə	_	N	E	K	E	M	E	0	4	7	1	7	4	7																							575	-	n	ə	kʼ	ə	m	ə	_	N	E	K	E	M	E	0	4	7	1	7	4	7																																																																																																																																																																																
5	0.6250	4	0.5000	341																																													569	-	d	n	ə	m	ə	m	_	T	N	E	M	E	M	0	1	4	7	4	7	4	570	ə	-	n	ə	m	ə	-	E	_	N	E	M	E	_	7	0	4	7	4	7	0	571	ə	-	nː	ə	m	ə	m	E	_	N	E	M	E	M	7	0	4	7	4	7	4																							572	e	-	n	ɨ	m	a	-	E	_	N	I	M	A	_	7	0	4	7	4	7	0	573	-	d	n	ə	m	ə	m	_	T	N	E	M	E	M	0	1	4	7	4	7	4	574	ə	-	n	ə	m	ə	-	E	_	N	E	M	E	_	7	0	4	7	4	7	0																							575	ə	-	n	ə	m	ə	-	E	_	N	E	M	E	_	7	0	4	7	4	7	0																																																																																																																																																																																
6	0.7500	3	0.3750	341																																													569	m	-	d	n	ə	m	∅	M	_	T	N	E	M	∅	4	0	1	4	7	4	∅	570	m	ə	-	n	ə	-	∅	M	E	_	N	E	_	∅	4	7	0	4	7	0	∅	571	m	ə	-	nː	ə	m	∅	M	E	_	N	E	M	∅	4	7	0	4	7	4	∅																							572	m	e	-	n	a	-	∅	M	E	_	N	A	_	∅	4	7	0	4	7	0	∅	573	m	-	d	n	ə	m	∅	M	_	T	N	E	M	∅	4	0	1	4	7	4	∅	574	m	ə	-	n	ə	-	∅	M	E	_	N	E	_	∅	4	7	0	4	7	0	∅																							575	m	ə	-	n	ə	-	∅	M	E	_	N	E	_	∅	4	7	0	4	7	0	∅																																																																																																																																																																																
7	0.8750	2	0.2500	341																																													569	ə	m	-	d	m	∅	∅	E	M	_	T	M	∅	∅	7	4	0	1	4	∅	∅	570	ə	m	ə	-	-	∅	∅	E	M	E	_	_	∅	∅	7	4	7	0	0	∅	∅	571	ə	m	ə	-	m	∅	∅	E	M	E	_	M	∅	∅	7	4	7	0	4	∅	∅																							572	a	m	e	-	-	∅	∅	A	M	E	_	_	∅	∅	7	4	7	0	0	∅	∅	573	ə	m	-	d	m	∅	∅	E	M	_	T	M	∅	∅	7	4	0	1	4	∅	∅	574	ə	m	ə	-	-	∅	∅	E	M	E	_	_	∅	∅	7	4	7	0	0	∅	∅																							575	ə	m	ə	-	-	∅	∅	E	M	E	_	_	∅	∅	7	4	7	0	0	∅	∅																																																																																																																																																																																
8	1.0000	1	0.1250	341																																													569	m	ə	m	-	∅	∅	∅	M	E	M	_	∅	∅	∅	4	7	4	0	∅	∅	∅	570	-	ə	m	ə	∅	∅	∅	_	E	M	E	∅	∅	∅	0	7	4	7	∅	∅	∅	571	m	ə	m	ə	∅	∅	∅	M	E	M	E	∅	∅	∅	4	7	4	7	∅	∅	∅																							572	-	a	m	e	∅	∅	∅	_	A	M	E	∅	∅	∅	0	7	4	7	∅	∅	∅	573	m	ə	m	-	∅	∅	∅	M	E	M	_	∅	∅	∅	4	7	4	0	∅	∅	∅	574	-	ə	m	ə	∅	∅	∅	_	E	M	E	∅	∅	∅	0	7	4	7	∅	∅	∅																							575	-	ə	m	ə	∅	∅	∅	_	E	M	E	∅	∅	∅	0	7	4	7	∅	∅	∅																																																																																																																																																																																
1	0.2500	4	1.0000	342																																													576	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7	577	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7	578	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7																							579	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7	580	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7	581	m	∅	∅	∅	ai̯	n	a	M	∅	∅	∅	A	N	A	4	∅	∅	∅	7	4	7																							582	m	∅	∅	∅	e	n	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7																							583	m	∅	∅	∅	e	nː	a	M	∅	∅	∅	E	N	A	4	∅	∅	∅	7	4	7	584	m	∅	∅	∅	e	rː	a	M	∅	∅	∅	E	R	A	4	∅	∅	∅	7	5	7																																																																																																														
2	0.5000	3	0.7500	342																																													576	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	577	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	578	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																							579	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	580	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	581	ai̯	m	∅	∅	n	a	∅	A	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																							582	e	m	∅	∅	n	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅																							583	e	m	∅	∅	nː	a	∅	E	M	∅	∅	N	A	∅	7	4	∅	∅	4	7	∅	584	e	m	∅	∅	rː	a	∅	E	M	∅	∅	R	A	∅	7	4	∅	∅	5	7	∅																																																																																																														
3	0.7500	2	0.5000	342																																													576	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	577	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	578	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																							579	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	580	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	581	n	ai̯	m	∅	a	∅	∅	N	A	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																							582	n	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅																							583	nː	e	m	∅	a	∅	∅	N	E	M	∅	A	∅	∅	4	7	4	∅	7	∅	∅	584	rː	e	m	∅	a	∅	∅	R	E	M	∅	A	∅	∅	5	7	4	∅	7	∅	∅																																																																																																														
4	1.0000	1	0.2500	342																																													576	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅	577	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅	578	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅																							579	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅	580	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅	581	a	n	ai̯	m	∅	∅	∅	A	N	A	M	∅	∅	∅	7	4	7	4	∅	∅	∅																							582	a	n	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅																							583	a	nː	e	m	∅	∅	∅	A	N	E	M	∅	∅	∅	7	4	7	4	∅	∅	∅	584	a	rː	e	m	∅	∅	∅	A	R	E	M	∅	∅	∅	7	5	7	4	∅	∅	∅																																																																																																														
1	0.2000	5	1.0000	343																																													585	kʼ	∅	∅	∅	-	ə	ʃ	K	∅	∅	∅	_	E	S	1	∅	∅	∅	0	7	3																							586	k	∅	∅	∅	-	ə	ʃ	K	∅	∅	∅	_	E	S	1	∅	∅	∅	0	7	3																							587	k	∅	∅	∅	j	ə	ʃ	K	∅	∅	∅	J	E	S	1	∅	∅	∅	6	7	3	588	kʼ	∅	∅	∅	-	ə	ʃ	K	∅	∅	∅	_	E	S	1	∅	∅	∅	0	7	3																							589	kʼ	∅	∅	∅	-	o	s	K	∅	∅	∅	_	U	S	1	∅	∅	∅	0	7	3																																																																																																																																																																																																						
2	0.4000	4	0.8000	343																																													585	-	kʼ	∅	∅	ə	ʃ	ə	_	K	∅	∅	E	S	E	0	1	∅	∅	7	3	7																							586	-	k	∅	∅	ə	ʃ	ə	_	K	∅	∅	E	S	E	0	1	∅	∅	7	3	7																							587	j	k	∅	∅	ə	ʃ	ə	J	K	∅	∅	E	S	E	6	1	∅	∅	7	3	7	588	-	kʼ	∅	∅	ə	ʃ	ə	_	K	∅	∅	E	S	E	0	1	∅	∅	7	3	7																							589	-	kʼ	∅	∅	o	s	a	_	K	∅	∅	U	S	A	0	1	∅	∅	7	3	7																																																																																																																																																																																																						
