index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
4	0.8000	2	0.4000	413	428	f	n	ə	g	o	∅	∅	B	N	E	K	U	∅	∅	3	4	7	1	7	∅	∅	429	f	n	ɨ	g	o	∅	∅	B	N	I	K	U	∅	∅	3	4	7	1	7	∅	∅																																																																																																																																																																																																							430	f	n	ə	g	o	∅	∅	B	N	E	K	U	∅	∅	3	4	7	1	7	∅	∅																																																																																									431	f	n	ə	g	o	∅	∅	B	N	E	K	U	∅	∅	3	4	7	1	7	∅	∅																																												
5	1.0000	1	0.2000	413	428	o	f	n	ə	∅	∅	∅	U	B	N	E	∅	∅	∅	7	3	4	7	∅	∅	∅	429	o	f	n	ɨ	∅	∅	∅	U	B	N	I	∅	∅	∅	7	3	4	7	∅	∅	∅																																																																																																																																																																																																							430	o	f	n	ə	∅	∅	∅	U	B	N	E	∅	∅	∅	7	3	4	7	∅	∅	∅																																																																																									431	o	f	n	ə	∅	∅	∅	U	B	N	E	∅	∅	∅	7	3	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	416	432	kʼ	∅	∅	∅	ei̯	-	-	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	433	kʼ	∅	∅	∅	ə	j	ɨ	K	∅	∅	∅	E	J	I	1	∅	∅	∅	7	6	7																																																																																																																																																											434	kʼ	∅	∅	∅	eː	-	-	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																																																																																																															435	kʼ	∅	∅	∅	ai̯	ħ	ɨ	K	∅	∅	∅	A	H	I	1	∅	∅	∅	7	3	7	436	q	∅	∅	∅	ə	j	ɨ	K	∅	∅	∅	E	J	I	1	∅	∅	∅	7	6	7																							437	kʼ	∅	∅	∅	aːi̯	-	-	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0
2	0.4000	4	0.8000	416	432	ei̯	kʼ	∅	∅	-	-	-	E	K	∅	∅	_	_	_	7	1	∅	∅	0	0	0	433	ə	kʼ	∅	∅	j	ɨ	h	E	K	∅	∅	J	I	H	7	1	∅	∅	6	7	3																																																																																																																																																											434	eː	kʼ	∅	∅	-	-	h	E	K	∅	∅	_	_	H	7	1	∅	∅	0	0	3																																																																																																															435	ai̯	kʼ	∅	∅	ħ	ɨ	t	A	K	∅	∅	H	I	T	7	1	∅	∅	3	7	1	436	ə	q	∅	∅	j	ɨ	ħ	E	K	∅	∅	J	I	H	7	1	∅	∅	6	7	3																							437	aːi̯	kʼ	∅	∅	-	-	-	A	K	∅	∅	_	_	_	7	1	∅	∅	0	0	0
3	0.6000	3	0.6000	416	432	-	ei̯	kʼ	∅	-	-	∅	_	E	K	∅	_	_	∅	0	7	1	∅	0	0	∅	433	j	ə	kʼ	∅	ɨ	h	∅	J	E	K	∅	I	H	∅	6	7	1	∅	7	3	∅																																																																																																																																																											434	-	eː	kʼ	∅	-	h	∅	_	E	K	∅	_	H	∅	0	7	1	∅	0	3	∅																																																																																																															435	ħ	ai̯	kʼ	∅	ɨ	t	∅	H	A	K	∅	I	T	∅	3	7	1	∅	7	1	∅	436	j	ə	q	∅	ɨ	ħ	∅	J	E	K	∅	I	H	∅	6	7	1	∅	7	3	∅																							437	-	aːi̯	kʼ	∅	-	-	∅	_	A	K	∅	_	_	∅	0	7	1	∅	0	0	∅
4	0.8000	2	0.4000	416	432	-	-	ei̯	kʼ	-	∅	∅	_	_	E	K	_	∅	∅	0	0	7	1	0	∅	∅	433	ɨ	j	ə	kʼ	h	∅	∅	I	J	E	K	H	∅	∅	7	6	7	1	3	∅	∅																																																																																																																																																											434	-	-	eː	kʼ	h	∅	∅	_	_	E	K	H	∅	∅	0	0	7	1	3	∅	∅																																																																																																															435	ɨ	ħ	ai̯	kʼ	t	∅	∅	I	H	A	K	T	∅	∅	7	3	7	1	1	∅	∅	436	ɨ	j	ə	q	ħ	∅	∅	I	J	E	K	H	∅	∅	7	6	7	1	3	∅	∅																							437	-	-	aːi̯	kʼ	-	∅	∅	_	_	A	K	_	∅	∅	0	0	7	1	0	∅	∅
5	1.0000	1	0.2000	416	432	-	-	-	ei̯	∅	∅	∅	_	_	_	E	∅	∅	∅	0	0	0	7	∅	∅	∅	433	h	ɨ	j	ə	∅	∅	∅	H	I	J	E	∅	∅	∅	3	7	6	7	∅	∅	∅																																																																																																																																																											434	h	-	-	eː	∅	∅	∅	H	_	_	E	∅	∅	∅	3	0	0	7	∅	∅	∅																																																																																																															435	t	ɨ	ħ	ai̯	∅	∅	∅	T	I	H	A	∅	∅	∅	1	7	3	7	∅	∅	∅	436	ħ	ɨ	j	ə	∅	∅	∅	H	I	J	E	∅	∅	∅	3	7	6	7	∅	∅	∅																							437	-	-	-	aːi̯	∅	∅	∅	_	_	_	A	∅	∅	∅	0	0	0	7	∅	∅	∅
1	0.1429	7	1.0000	418																							438	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1																																																																			439	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1																																																																			440	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1																																																																																																															441	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1	442	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1	443	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1	444	b	∅	∅	∅	ə	r	b	P	∅	∅	∅	E	R	P	1	∅	∅	∅	7	5	1
2	0.2857	6	0.8571	418																							438	ə	b	∅	∅	r	b	ə	E	P	∅	∅	R	P	E	7	1	∅	∅	5	1	7																																																																			439	ə	b	∅	∅	r	b	ə	E	P	∅	∅	R	P	E	7	1	∅	∅	5	1	7																																																																			440	ə	b	∅	∅	r	b	ə	E	P	∅	∅	R	P	E	7	1	∅	∅	5	1	7																																																																																																															441	ə	b	∅	∅	r	b	ə	E	P	∅	∅	R	P	E	7	1	∅	∅	5	1	7	442	ə	b	∅	∅	r	b	ə	E	P	∅	∅	R	P	E	7	1	∅	∅	5	1	7	443	ə	b	∅	∅	r	b	ə	E	P	∅	∅	R	P	E	7	1	∅	∅	5	1	7	444	ə	b	∅	∅	r	b	aː	E	P	∅	∅	R	P	A	7	1	∅	∅	5	1	7
3	0.4286	5	0.7143	418																							438	r	ə	b	∅	b	ə	r	R	E	P	∅	P	E	R	5	7	1	∅	1	7	5																																																																			439	r	ə	b	∅	b	ə	rː	R	E	P	∅	P	E	R	5	7	1	∅	1	7	5																																																																			440	r	ə	b	∅	b	ə	r	R	E	P	∅	P	E	R	5	7	1	∅	1	7	5																																																																																																															441	r	ə	b	∅	b	ə	r	R	E	P	∅	P	E	R	5	7	1	∅	1	7	5	442	r	ə	b	∅	b	ə	r	R	E	P	∅	P	E	R	5	7	1	∅	1	7	5	443	r	ə	b	∅	b	ə	r	R	E	P	∅	P	E	R	5	7	1	∅	1	7	5	444	r	ə	b	∅	b	aː	r	R	E	P	∅	P	A	R	5	7	1	∅	1	7	5
4	0.5714	4	0.5714	418																							438	b	r	ə	b	ə	r	e	P	R	E	P	E	R	E	1	5	7	1	7	5	7																																																																			439	b	r	ə	b	ə	rː	e	P	R	E	P	E	R	E	1	5	7	1	7	5	7																																																																			440	b	r	ə	b	ə	r	i	P	R	E	P	E	R	I	1	5	7	1	7	5	7																																																																																																															441	b	r	ə	b	ə	r	e	P	R	E	P	E	R	E	1	5	7	1	7	5	7	442	b	r	ə	b	ə	r	ə	P	R	E	P	E	R	E	1	5	7	1	7	5	7	443	b	r	ə	b	ə	r	e	P	R	E	P	E	R	E	1	5	7	1	7	5	7	444	b	r	ə	b	aː	r	i	P	R	E	P	A	R	I	1	5	7	1	7	5	7
5	0.7143	3	0.4286	418																							438	ə	b	r	ə	r	e	∅	E	P	R	E	R	E	∅	7	1	5	7	5	7	∅																																																																			439	ə	b	r	ə	rː	e	∅	E	P	R	E	R	E	∅	7	1	5	7	5	7	∅																																																																			440	ə	b	r	ə	r	i	∅	E	P	R	E	R	I	∅	7	1	5	7	5	7	∅																																																																																																															441	ə	b	r	ə	r	e	∅	E	P	R	E	R	E	∅	7	1	5	7	5	7	∅	442	ə	b	r	ə	r	ə	∅	E	P	R	E	R	E	∅	7	1	5	7	5	7	∅	443	ə	b	r	ə	r	e	∅	E	P	R	E	R	E	∅	7	1	5	7	5	7	∅	444	aː	b	r	ə	r	i	∅	A	P	R	E	R	I	∅	7	1	5	7	5	7	∅
6	0.8571	2	0.2857	418																							438	r	ə	b	r	e	∅	∅	R	E	P	R	E	∅	∅	5	7	1	5	7	∅	∅																																																																			439	rː	ə	b	r	e	∅	∅	R	E	P	R	E	∅	∅	5	7	1	5	7	∅	∅																																																																			440	r	ə	b	r	i	∅	∅	R	E	P	R	I	∅	∅	5	7	1	5	7	∅	∅																																																																																																															441	r	ə	b	r	e	∅	∅	R	E	P	R	E	∅	∅	5	7	1	5	7	∅	∅	442	r	ə	b	r	ə	∅	∅	R	E	P	R	E	∅	∅	5	7	1	5	7	∅	∅	443	r	ə	b	r	e	∅	∅	R	E	P	R	E	∅	∅	5	7	1	5	7	∅	∅	444	r	aː	b	r	i	∅	∅	R	A	P	R	I	∅	∅	5	7	1	5	7	∅	∅
7	1.0000	1	0.1429	418																							438	e	r	ə	b	∅	∅	∅	E	R	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																			439	e	rː	ə	b	∅	∅	∅	E	R	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																			440	i	r	ə	b	∅	∅	∅	I	R	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																																																															441	e	r	ə	b	∅	∅	∅	E	R	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅	442	ə	r	ə	b	∅	∅	∅	E	R	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅	443	e	r	ə	b	∅	∅	∅	E	R	E	P	∅	∅	∅	7	5	7	1	∅	∅	∅	444	i	r	aː	b	∅	∅	∅	I	R	A	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.1667	6	1.0000	420																																													445	ʔ	∅	∅	∅	o	-	z	H	∅	∅	∅	U	_	S	1	∅	∅	∅	7	0	3																							446	ʔ	∅	∅	∅	o	-	z	H	∅	∅	∅	U	_	S	1	∅	∅	∅	7	0	3																							447	ʔ	∅	∅	∅	o	-	z	H	∅	∅	∅	U	_	S	1	∅	∅	∅	7	0	3	448	ʔ	∅	∅	∅	o	w	z	H	∅	∅	∅	U	W	S	1	∅	∅	∅	7	6	3	449	ʔ	∅	∅	∅	a	w	z	H	∅	∅	∅	A	W	S	1	∅	∅	∅	7	6	3																																																																																									450	ʔ	∅	∅	∅	o	-	z	H	∅	∅	∅	U	_	S	1	∅	∅	∅	7	0	3																																																																																																														
2	0.3333	5	0.8333	420																																													445	o	ʔ	∅	∅	-	z	a	U	H	∅	∅	_	S	A	7	1	∅	∅	0	3	7																							446	o	ʔ	∅	∅	-	z	a	U	H	∅	∅	_	S	A	7	1	∅	∅	0	3	7																							447	o	ʔ	∅	∅	-	z	a	U	H	∅	∅	_	S	A	7	1	∅	∅	0	3	7	448	o	ʔ	∅	∅	w	z	a	U	H	∅	∅	W	S	A	7	1	∅	∅	6	3	7	449	a	ʔ	∅	∅	w	z	a	A	H	∅	∅	W	S	A	7	1	∅	∅	6	3	7																																																																																									450	o	ʔ	∅	∅	-	z	a	U	H	∅	∅	_	S	A	7	1	∅	∅	0	3	7																																																																																																														
3	0.5000	4	0.6667	420																																													445	-	o	ʔ	∅	z	a	t	_	U	H	∅	S	A	T	0	7	1	∅	3	7	1																							446	-	o	ʔ	∅	z	a	t	_	U	H	∅	S	A	T	0	7	1	∅	3	7	1																							447	-	o	ʔ	∅	z	a	t	_	U	H	∅	S	A	T	0	7	1	∅	3	7	1	448	w	o	ʔ	∅	z	a	t	W	U	H	∅	S	A	T	6	7	1	∅	3	7	1	449	w	a	ʔ	∅	z	a	t	W	A	H	∅	S	A	T	6	7	1	∅	3	7	1																																																																																									450	-	o	ʔ	∅	z	a	t	_	U	H	∅	S	A	T	0	7	1	∅	3	7	1																																																																																																														
4	0.6667	3	0.5000	420																																													445	z	-	o	ʔ	a	t	∅	S	_	U	H	A	T	∅	3	0	7	1	7	1	∅																							446	z	-	o	ʔ	a	t	∅	S	_	U	H	A	T	∅	3	0	7	1	7	1	∅																							447	z	-	o	ʔ	a	t	∅	S	_	U	H	A	T	∅	3	0	7	1	7	1	∅	448	z	w	o	ʔ	a	t	∅	S	W	U	H	A	T	∅	3	6	7	1	7	1	∅	449	z	w	a	ʔ	a	t	∅	S	W	A	H	A	T	∅	3	6	7	1	7	1	∅																																																																																									450	z	-	o	ʔ	a	t	∅	S	_	U	H	A	T	∅	3	0	7	1	7	1	∅																																																																																																														
5	0.8333	2	0.3333	420																																													445	a	z	-	o	t	∅	∅	A	S	_	U	T	∅	∅	7	3	0	7	1	∅	∅																							446	a	z	-	o	t	∅	∅	A	S	_	U	T	∅	∅	7	3	0	7	1	∅	∅																							447	a	z	-	o	t	∅	∅	A	S	_	U	T	∅	∅	7	3	0	7	1	∅	∅	448	a	z	w	o	t	∅	∅	A	S	W	U	T	∅	∅	7	3	6	7	1	∅	∅	449	a	z	w	a	t	∅	∅	A	S	W	A	T	∅	∅	7	3	6	7	1	∅	∅																																																																																									450	a	z	-	o	t	∅	∅	A	S	_	U	T	∅	∅	7	3	0	7	1	∅	∅																																																																																																														
6	1.0000	1	0.1667	420																																													445	t	a	z	-	∅	∅	∅	T	A	S	_	∅	∅	∅	1	7	3	0	∅	∅	∅																							446	t	a	z	-	∅	∅	∅	T	A	S	_	∅	∅	∅	1	7	3	0	∅	∅	∅																							447	t	a	z	-	∅	∅	∅	T	A	S	_	∅	∅	∅	1	7	3	0	∅	∅	∅	448	t	a	z	w	∅	∅	∅	T	A	S	W	∅	∅	∅	1	7	3	6	∅	∅	∅	449	t	a	z	w	∅	∅	∅	T	A	S	W	∅	∅	∅	1	7	3	6	∅	∅	∅																																																																																									450	t	a	z	-	∅	∅	∅	T	A	S	_	∅	∅	∅	1	7	3	0	∅	∅	∅																																																																																																														
1	0.2000	5	1.0000	422																																																																			451	d	∅	∅	∅	a	ʔ	ə	T	∅	∅	∅	A	H	E	1	∅	∅	∅	7	1	7																							452	g	∅	∅	∅	a	ʕ	-	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																																																																																									453	d	∅	∅	∅	a	ʔ	a	T	∅	∅	∅	A	H	A	1	∅	∅	∅	7	1	7																																																																																									454	g	∅	∅	∅	a	ʕ	-	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																																																																		
2	0.4000	4	0.8000	422																																																																			451	a	d	∅	∅	ʔ	ə	-	A	T	∅	∅	H	E	_	7	1	∅	∅	1	7	0																							452	a	g	∅	∅	ʕ	-	t	A	K	∅	∅	H	_	T	7	1	∅	∅	1	0	1																																																																																									453	a	d	∅	∅	ʔ	a	-	A	T	∅	∅	H	A	_	7	1	∅	∅	1	7	0																																																																																									454	a	g	∅	∅	ʕ	-	t	A	K	∅	∅	H	_	T	7	1	∅	∅	1	0	1																																																																		
3	0.6000	3	0.6000	422																																																																			451	ʔ	a	d	∅	ə	-	∅	H	A	T	∅	E	_	∅	1	7	1	∅	7	0	∅																							452	ʕ	a	g	∅	-	t	∅	H	A	K	∅	_	T	∅	1	7	1	∅	0	1	∅																																																																																									453	ʔ	a	d	∅	a	-	∅	H	A	T	∅	A	_	∅	1	7	1	∅	7	0	∅																																																																																									454	ʕ	a	g	∅	-	t	∅	H	A	K	∅	_	T	∅	1	7	1	∅	0	1	∅																																																																		
4	0.8000	2	0.4000	422																																																																			451	ə	ʔ	a	d	-	∅	∅	E	H	A	T	_	∅	∅	7	1	7	1	0	∅	∅																							452	-	ʕ	a	g	t	∅	∅	_	H	A	K	T	∅	∅	0	1	7	1	1	∅	∅																																																																																									453	a	ʔ	a	d	-	∅	∅	A	H	A	T	_	∅	∅	7	1	7	1	0	∅	∅																																																																																									454	-	ʕ	a	g	t	∅	∅	_	H	A	K	T	∅	∅	0	1	7	1	1	∅	∅																																																																		
5	1.0000	1	0.2000	422																																																																			451	-	ə	ʔ	a	∅	∅	∅	_	E	H	A	∅	∅	∅	0	7	1	7	∅	∅	∅																							452	t	-	ʕ	a	∅	∅	∅	T	_	H	A	∅	∅	∅	1	0	1	7	∅	∅	∅																																																																																									453	-	a	ʔ	a	∅	∅	∅	_	A	H	A	∅	∅	∅	0	7	1	7	∅	∅	∅																																																																																									454	t	-	ʕ	a	∅	∅	∅	T	_	H	A	∅	∅	∅	1	0	1	7	∅	∅	∅																																																																		
1	0.2500	4	1.0000	423																																																																			455	d	∅	∅	∅	ɨ	j	ə	T	∅	∅	∅	I	J	E	1	∅	∅	∅	7	6	7																																																																																																																																					456	d	∅	∅	∅	ɨ	j	ə	T	∅	∅	∅	I	J	E	1	∅	∅	∅	7	6	7																																																																																																																																																																																
2	0.5000	3	0.7500	423																																																																			455	ɨ	d	∅	∅	j	ə	∅	I	T	∅	∅	J	E	∅	7	1	∅	∅	6	7	∅																																																																																																																																					456	ɨ	d	∅	∅	j	ə	∅	I	T	∅	∅	J	E	∅	7	1	∅	∅	6	7	∅																																																																																																																																																																																
3	0.7500	2	0.5000	423																																																																			455	j	ɨ	d	∅	ə	∅	∅	J	I	T	∅	E	∅	∅	6	7	1	∅	7	∅	∅																																																																																																																																					456	j	ɨ	d	∅	ə	∅	∅	J	I	T	∅	E	∅	∅	6	7	1	∅	7	∅	∅																																																																																																																																																																																
4	1.0000	1	0.2500	423																																																																			455	ə	j	ɨ	d	∅	∅	∅	E	J	I	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																																																																					456	ə	j	ɨ	d	∅	∅	∅	E	J	I	T	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																																																																																																																
