index	index_p	rindex	rindex_p	cogid	id_Amharic	segment_Amharic	segment_Amharic_L1	segment_Amharic_L2	segment_Amharic_L3	segment_Amharic_R1	segment_Amharic_R2	segment_Amharic_R3	SC_Amharic	SC_Amharic_L1	SC_Amharic_L2	SC_Amharic_L3	SC_Amharic_R1	SC_Amharic_R2	SC_Amharic_R3	PROSODY_Amharic	PROSODY_Amharic_L1	PROSODY_Amharic_L2	PROSODY_Amharic_L3	PROSODY_Amharic_R1	PROSODY_Amharic_R2	PROSODY_Amharic_R3	id_Argobba	segment_Argobba	segment_Argobba_L1	segment_Argobba_L2	segment_Argobba_L3	segment_Argobba_R1	segment_Argobba_R2	segment_Argobba_R3	SC_Argobba	SC_Argobba_L1	SC_Argobba_L2	SC_Argobba_L3	SC_Argobba_R1	SC_Argobba_R2	SC_Argobba_R3	PROSODY_Argobba	PROSODY_Argobba_L1	PROSODY_Argobba_L2	PROSODY_Argobba_L3	PROSODY_Argobba_R1	PROSODY_Argobba_R2	PROSODY_Argobba_R3	id_Chaha	segment_Chaha	segment_Chaha_L1	segment_Chaha_L2	segment_Chaha_L3	segment_Chaha_R1	segment_Chaha_R2	segment_Chaha_R3	SC_Chaha	SC_Chaha_L1	SC_Chaha_L2	SC_Chaha_L3	SC_Chaha_R1	SC_Chaha_R2	SC_Chaha_R3	PROSODY_Chaha	PROSODY_Chaha_L1	PROSODY_Chaha_L2	PROSODY_Chaha_L3	PROSODY_Chaha_R1	PROSODY_Chaha_R2	PROSODY_Chaha_R3	id_Endegagn	segment_Endegagn	segment_Endegagn_L1	segment_Endegagn_L2	segment_Endegagn_L3	segment_Endegagn_R1	segment_Endegagn_R2	segment_Endegagn_R3	SC_Endegagn	SC_Endegagn_L1	SC_Endegagn_L2	SC_Endegagn_L3	SC_Endegagn_R1	SC_Endegagn_R2	SC_Endegagn_R3	PROSODY_Endegagn	PROSODY_Endegagn_L1	PROSODY_Endegagn_L2	PROSODY_Endegagn_L3	PROSODY_Endegagn_R1	PROSODY_Endegagn_R2	PROSODY_Endegagn_R3	id_Ezha	segment_Ezha	segment_Ezha_L1	segment_Ezha_L2	segment_Ezha_L3	segment_Ezha_R1	segment_Ezha_R2	segment_Ezha_R3	SC_Ezha	SC_Ezha_L1	SC_Ezha_L2	SC_Ezha_L3	SC_Ezha_R1	SC_Ezha_R2	SC_Ezha_R3	PROSODY_Ezha	PROSODY_Ezha_L1	PROSODY_Ezha_L2	PROSODY_Ezha_L3	PROSODY_Ezha_R1	PROSODY_Ezha_R2	PROSODY_Ezha_R3	id_Geez	segment_Geez	segment_Geez_L1	segment_Geez_L2	segment_Geez_L3	segment_Geez_R1	segment_Geez_R2	segment_Geez_R3	SC_Geez	SC_Geez_L1	SC_Geez_L2	SC_Geez_L3	SC_Geez_R1	SC_Geez_R2	SC_Geez_R3	PROSODY_Geez	PROSODY_Geez_L1	PROSODY_Geez_L2	PROSODY_Geez_L3	PROSODY_Geez_R1	PROSODY_Geez_R2	PROSODY_Geez_R3	id_Gumer	segment_Gumer	segment_Gumer_L1	segment_Gumer_L2	segment_Gumer_L3	segment_Gumer_R1	segment_Gumer_R2	segment_Gumer_R3	SC_Gumer	SC_Gumer_L1	SC_Gumer_L2	SC_Gumer_L3	SC_Gumer_R1	SC_Gumer_R2	SC_Gumer_R3	PROSODY_Gumer	PROSODY_Gumer_L1	PROSODY_Gumer_L2	PROSODY_Gumer_L3	PROSODY_Gumer_R1	PROSODY_Gumer_R2	PROSODY_Gumer_R3	id_Gura	segment_Gura	segment_Gura_L1	segment_Gura_L2	segment_Gura_L3	segment_Gura_R1	segment_Gura_R2	segment_Gura_R3	SC_Gura	SC_Gura_L1	SC_Gura_L2	SC_Gura_L3	SC_Gura_R1	SC_Gura_R2	SC_Gura_R3	PROSODY_Gura	PROSODY_Gura_L1	PROSODY_Gura_L2	PROSODY_Gura_L3	PROSODY_Gura_R1	PROSODY_Gura_R2	PROSODY_Gura_R3	id_Gyeto	segment_Gyeto	segment_Gyeto_L1	segment_Gyeto_L2	segment_Gyeto_L3	segment_Gyeto_R1	segment_Gyeto_R2	segment_Gyeto_R3	SC_Gyeto	SC_Gyeto_L1	SC_Gyeto_L2	SC_Gyeto_L3	SC_Gyeto_R1	SC_Gyeto_R2	SC_Gyeto_R3	PROSODY_Gyeto	PROSODY_Gyeto_L1	PROSODY_Gyeto_L2	PROSODY_Gyeto_L3	PROSODY_Gyeto_R1	PROSODY_Gyeto_R2	PROSODY_Gyeto_R3	id_Harari	segment_Harari	segment_Harari_L1	segment_Harari_L2	segment_Harari_L3	segment_Harari_R1	segment_Harari_R2	segment_Harari_R3	SC_Harari	SC_Harari_L1	SC_Harari_L2	SC_Harari_L3	SC_Harari_R1	SC_Harari_R2	SC_Harari_R3	PROSODY_Harari	PROSODY_Harari_L1	PROSODY_Harari_L2	PROSODY_Harari_L3	PROSODY_Harari_R1	PROSODY_Harari_R2	PROSODY_Harari_R3	id_Inor	segment_Inor	segment_Inor_L1	segment_Inor_L2	segment_Inor_L3	segment_Inor_R1	segment_Inor_R2	segment_Inor_R3	SC_Inor	SC_Inor_L1	SC_Inor_L2	SC_Inor_L3	SC_Inor_R1	SC_Inor_R2	SC_Inor_R3	PROSODY_Inor	PROSODY_Inor_L1	PROSODY_Inor_L2	PROSODY_Inor_L3	PROSODY_Inor_R1	PROSODY_Inor_R2	PROSODY_Inor_R3	id_Kistane	segment_Kistane	segment_Kistane_L1	segment_Kistane_L2	segment_Kistane_L3	segment_Kistane_R1	segment_Kistane_R2	segment_Kistane_R3	SC_Kistane	SC_Kistane_L1	SC_Kistane_L2	SC_Kistane_L3	SC_Kistane_R1	SC_Kistane_R2	SC_Kistane_R3	PROSODY_Kistane	PROSODY_Kistane_L1	PROSODY_Kistane_L2	PROSODY_Kistane_L3	PROSODY_Kistane_R1	PROSODY_Kistane_R2	PROSODY_Kistane_R3	id_Mesqan	segment_Mesqan	segment_Mesqan_L1	segment_Mesqan_L2	segment_Mesqan_L3	segment_Mesqan_R1	segment_Mesqan_R2	segment_Mesqan_R3	SC_Mesqan	SC_Mesqan_L1	SC_Mesqan_L2	SC_Mesqan_L3	SC_Mesqan_R1	SC_Mesqan_R2	SC_Mesqan_R3	PROSODY_Mesqan	PROSODY_Mesqan_L1	PROSODY_Mesqan_L2	PROSODY_Mesqan_L3	PROSODY_Mesqan_R1	PROSODY_Mesqan_R2	PROSODY_Mesqan_R3	id_Muher	segment_Muher	segment_Muher_L1	segment_Muher_L2	segment_Muher_L3	segment_Muher_R1	segment_Muher_R2	segment_Muher_R3	SC_Muher	SC_Muher_L1	SC_Muher_L2	SC_Muher_L3	SC_Muher_R1	SC_Muher_R2	SC_Muher_R3	PROSODY_Muher	PROSODY_Muher_L1	PROSODY_Muher_L2	PROSODY_Muher_L3	PROSODY_Muher_R1	PROSODY_Muher_R2	PROSODY_Muher_R3	id_Silte	segment_Silte	segment_Silte_L1	segment_Silte_L2	segment_Silte_L3	segment_Silte_R1	segment_Silte_R2	segment_Silte_R3	SC_Silte	SC_Silte_L1	SC_Silte_L2	SC_Silte_L3	SC_Silte_R1	SC_Silte_R2	SC_Silte_R3	PROSODY_Silte	PROSODY_Silte_L1	PROSODY_Silte_L2	PROSODY_Silte_L3	PROSODY_Silte_R1	PROSODY_Silte_R2	PROSODY_Silte_R3	id_Tigre	segment_Tigre	segment_Tigre_L1	segment_Tigre_L2	segment_Tigre_L3	segment_Tigre_R1	segment_Tigre_R2	segment_Tigre_R3	SC_Tigre	SC_Tigre_L1	SC_Tigre_L2	SC_Tigre_L3	SC_Tigre_R1	SC_Tigre_R2	SC_Tigre_R3	PROSODY_Tigre	PROSODY_Tigre_L1	PROSODY_Tigre_L2	PROSODY_Tigre_L3	PROSODY_Tigre_R1	PROSODY_Tigre_R2	PROSODY_Tigre_R3	id_Tigrigna	segment_Tigrigna	segment_Tigrigna_L1	segment_Tigrigna_L2	segment_Tigrigna_L3	segment_Tigrigna_R1	segment_Tigrigna_R2	segment_Tigrigna_R3	SC_Tigrigna	SC_Tigrigna_L1	SC_Tigrigna_L2	SC_Tigrigna_L3	SC_Tigrigna_R1	SC_Tigrigna_R2	SC_Tigrigna_R3	PROSODY_Tigrigna	PROSODY_Tigrigna_L1	PROSODY_Tigrigna_L2	PROSODY_Tigrigna_L3	PROSODY_Tigrigna_R1	PROSODY_Tigrigna_R2	PROSODY_Tigrigna_R3	id_Wolane	segment_Wolane	segment_Wolane_L1	segment_Wolane_L2	segment_Wolane_L3	segment_Wolane_R1	segment_Wolane_R2	segment_Wolane_R3	SC_Wolane	SC_Wolane_L1	SC_Wolane_L2	SC_Wolane_L3	SC_Wolane_R1	SC_Wolane_R2	SC_Wolane_R3	PROSODY_Wolane	PROSODY_Wolane_L1	PROSODY_Wolane_L2	PROSODY_Wolane_L3	PROSODY_Wolane_R1	PROSODY_Wolane_R2	PROSODY_Wolane_R3	id_Zway	segment_Zway	segment_Zway_L1	segment_Zway_L2	segment_Zway_L3	segment_Zway_R1	segment_Zway_R2	segment_Zway_R3	SC_Zway	SC_Zway_L1	SC_Zway_L2	SC_Zway_L3	SC_Zway_R1	SC_Zway_R2	SC_Zway_R3	PROSODY_Zway	PROSODY_Zway_L1	PROSODY_Zway_L2	PROSODY_Zway_L3	PROSODY_Zway_R1	PROSODY_Zway_R2	PROSODY_Zway_R3
5	1.0000	1	0.2000	385																																													1164	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1165	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1166	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅																							1167	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1168	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1169	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅																							1170	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1171	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1172	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1173	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1174	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅																																													1175	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1176	t	ə	tʼ	ɨ	∅	∅	∅	T	E	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	388																																																																																																															1177	k	∅	∅	∅	ɨ	s	a	K	∅	∅	∅	I	S	A	1	∅	∅	∅	7	3	7																																																																																																																																																																																																							1178	s	∅	∅	∅	ɨ	g	a	S	∅	∅	∅	I	K	A	3	∅	∅	∅	7	1	7	1179	k	∅	∅	∅	ɨ	s	a	K	∅	∅	∅	I	S	A	1	∅	∅	∅	7	3	7																																												
2	0.4000	4	0.8000	388																																																																																																															1177	ɨ	k	∅	∅	s	a	d	I	K	∅	∅	S	A	T	7	1	∅	∅	3	7	1																																																																																																																																																																																																							1178	ɨ	s	∅	∅	g	a	d	I	S	∅	∅	K	A	T	7	3	∅	∅	1	7	1	1179	ɨ	k	∅	∅	s	a	d	I	K	∅	∅	S	A	T	7	1	∅	∅	3	7	1																																												
3	0.6000	3	0.6000	388																																																																																																															1177	s	ɨ	k	∅	a	d	∅	S	I	K	∅	A	T	∅	3	7	1	∅	7	1	∅																																																																																																																																																																																																							1178	g	ɨ	s	∅	a	d	∅	K	I	S	∅	A	T	∅	1	7	3	∅	7	1	∅	1179	s	ɨ	k	∅	a	d	∅	S	I	K	∅	A	T	∅	3	7	1	∅	7	1	∅																																												
4	0.8000	2	0.4000	388																																																																																																															1177	a	s	ɨ	k	d	∅	∅	A	S	I	K	T	∅	∅	7	3	7	1	1	∅	∅																																																																																																																																																																																																							1178	a	g	ɨ	s	d	∅	∅	A	K	I	S	T	∅	∅	7	1	7	3	1	∅	∅	1179	a	s	ɨ	k	d	∅	∅	A	S	I	K	T	∅	∅	7	3	7	1	1	∅	∅																																												
5	1.0000	1	0.2000	388																																																																																																															1177	d	a	s	ɨ	∅	∅	∅	T	A	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅																																																																																																																																																																																																							1178	d	a	g	ɨ	∅	∅	∅	T	A	K	I	∅	∅	∅	1	7	1	7	∅	∅	∅	1179	d	a	s	ɨ	∅	∅	∅	T	A	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅																																												
1	0.1250	8	1.0000	389																																																																																																															1180	t	∅	∅	∅	ə	s	-	T	∅	∅	∅	E	S	_	1	∅	∅	∅	7	3	0																																																																																																																																																																																																							1181	s	∅	∅	∅	ɨ	-	-	S	∅	∅	∅	I	_	_	3	∅	∅	∅	7	0	0	1182	t	∅	∅	∅	ɨ	ʃ	ə	T	∅	∅	∅	I	S	E	1	∅	∅	∅	7	3	7																																												
2	0.2500	7	0.8750	389																																																																																																															1180	ə	t	∅	∅	s	-	ʕ	E	T	∅	∅	S	_	H	7	1	∅	∅	3	0	1																																																																																																																																																																																																							1181	ɨ	s	∅	∅	-	-	ʕ	I	S	∅	∅	_	_	H	7	3	∅	∅	0	0	1	1182	ɨ	t	∅	∅	ʃ	ə	ʕ	I	T	∅	∅	S	E	H	7	1	∅	∅	3	7	1																																												
3	0.3750	6	0.7500	389																																																																																																															1180	s	ə	t	∅	-	ʕ	ə	S	E	T	∅	_	H	E	3	7	1	∅	0	1	7																																																																																																																																																																																																							1181	-	ɨ	s	∅	-	ʕ	-	_	I	S	∅	_	H	_	0	7	3	∅	0	1	0	1182	ʃ	ɨ	t	∅	ə	ʕ	a	S	I	T	∅	E	H	A	3	7	1	∅	7	1	7																																												
4	0.5000	5	0.6250	389																																																																																																															1180	-	s	ə	t	ʕ	ə	tː	_	S	E	T	H	E	T	0	3	7	1	1	7	1																																																																																																																																																																																																							1181	-	-	ɨ	s	ʕ	-	-	_	_	I	S	H	_	_	0	0	7	3	1	0	0	1182	ə	ʃ	ɨ	t	ʕ	a	t	E	S	I	T	H	A	T	7	3	7	1	1	7	1																																												
5	0.6250	4	0.5000	389																																																																																																															1180	ʕ	-	s	ə	ə	tː	u	H	_	S	E	E	T	Y	1	0	3	7	7	1	7																																																																																																																																																																																																							1181	ʕ	-	-	ɨ	-	-	-	H	_	_	I	_	_	_	1	0	0	7	0	0	0	1182	ʕ	ə	ʃ	ɨ	a	t	ə	H	E	S	I	A	T	E	1	7	3	7	7	1	7																																												
6	0.7500	3	0.3750	389																																																																																																															1180	ə	ʕ	-	s	tː	u	∅	E	H	_	S	T	Y	∅	7	1	0	3	1	7	∅																																																																																																																																																																																																							1181	-	ʕ	-	-	-	-	∅	_	H	_	_	_	_	∅	0	1	0	0	0	0	∅	1182	a	ʕ	ə	ʃ	t	ə	∅	A	H	E	S	T	E	∅	7	1	7	3	1	7	∅																																												
7	0.8750	2	0.2500	389																																																																																																															1180	tː	ə	ʕ	-	u	∅	∅	T	E	H	_	Y	∅	∅	1	7	1	0	7	∅	∅																																																																																																																																																																																																							1181	-	-	ʕ	-	-	∅	∅	_	_	H	_	_	∅	∅	0	0	1	0	0	∅	∅	1182	t	a	ʕ	ə	ə	∅	∅	T	A	H	E	E	∅	∅	1	7	1	7	7	∅	∅																																												
8	1.0000	1	0.1250	389																																																																																																															1180	u	tː	ə	ʕ	∅	∅	∅	Y	T	E	H	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																																																																																																																																							1181	-	-	-	ʕ	∅	∅	∅	_	_	_	H	∅	∅	∅	0	0	0	1	∅	∅	∅	1182	ə	t	a	ʕ	∅	∅	∅	E	T	A	H	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.1667	6	1.0000	390																																																																																																															1183	j	∅	∅	∅	ɨ	ʔ	ə	J	∅	∅	∅	I	H	E	6	∅	∅	∅	7	1	7																																																																																																																																																																																																							1184	-	∅	∅	∅	-	ʔ	a	_	∅	∅	∅	_	H	A	0	∅	∅	∅	0	1	7	1185	ħ	∅	∅	∅	ɨ	-	-	H	∅	∅	∅	I	_	_	3	∅	∅	∅	7	0	0																																												
2	0.3333	5	0.8333	390																																																																																																															1183	ɨ	j	∅	∅	ʔ	ə	z	I	J	∅	∅	H	E	S	7	6	∅	∅	1	7	3																																																																																																																																																																																																							1184	-	-	∅	∅	ʔ	a	z	_	_	∅	∅	H	A	S	0	0	∅	∅	1	7	3	1185	ɨ	ħ	∅	∅	-	-	z	I	H	∅	∅	_	_	S	7	3	∅	∅	0	0	3																																												
3	0.5000	4	0.6667	390																																																																																																															1183	ʔ	ɨ	j	∅	ə	z	e	H	I	J	∅	E	S	E	1	7	6	∅	7	3	7																																																																																																																																																																																																							1184	ʔ	-	-	∅	a	z	e	H	_	_	∅	A	S	E	1	0	0	∅	7	3	7	1185	-	ɨ	ħ	∅	-	z	i	_	I	H	∅	_	S	I	0	7	3	∅	0	3	7																																												
4	0.6667	3	0.5000	390																																																																																																															1183	ə	ʔ	ɨ	j	z	e	∅	E	H	I	J	S	E	∅	7	1	7	6	3	7	∅																																																																																																																																																																																																							1184	a	ʔ	-	-	z	e	∅	A	H	_	_	S	E	∅	7	1	0	0	3	7	∅	1185	-	-	ɨ	ħ	z	i	∅	_	_	I	H	S	I	∅	0	0	7	3	3	7	∅																																												
5	0.8333	2	0.3333	390																																																																																																															1183	z	ə	ʔ	ɨ	e	∅	∅	S	E	H	I	E	∅	∅	3	7	1	7	7	∅	∅																																																																																																																																																																																																							1184	z	a	ʔ	-	e	∅	∅	S	A	H	_	E	∅	∅	3	7	1	0	7	∅	∅	1185	z	-	-	ɨ	i	∅	∅	S	_	_	I	I	∅	∅	3	0	0	7	7	∅	∅																																												
6	1.0000	1	0.1667	390																																																																																																															1183	e	z	ə	ʔ	∅	∅	∅	E	S	E	H	∅	∅	∅	7	3	7	1	∅	∅	∅																																																																																																																																																																																																							1184	e	z	a	ʔ	∅	∅	∅	E	S	A	H	∅	∅	∅	7	3	7	1	∅	∅	∅	1185	i	z	-	-	∅	∅	∅	I	S	_	_	∅	∅	∅	7	3	0	0	∅	∅	∅																																												
1	0.3333	3	1.0000	391																																																																																																																																					1186	m	∅	∅	∅	ɨ	s	∅	M	∅	∅	∅	I	S	∅	4	∅	∅	∅	7	3	∅	1187	m	∅	∅	∅	ɨ	s	∅	M	∅	∅	∅	I	S	∅	4	∅	∅	∅	7	3	∅																																																																			1188	m	∅	∅	∅	ɨ	s	∅	M	∅	∅	∅	I	S	∅	4	∅	∅	∅	7	3	∅	1189	m	∅	∅	∅	ɨ	s	∅	M	∅	∅	∅	I	S	∅	4	∅	∅	∅	7	3	∅	1190	m	∅	∅	∅	ɨ	s	∅	M	∅	∅	∅	I	S	∅	4	∅	∅	∅	7	3	∅																																																																																																														
2	0.6667	2	0.6667	391																																																																																																																																					1186	ɨ	m	∅	∅	s	∅	∅	I	M	∅	∅	S	∅	∅	7	4	∅	∅	3	∅	∅	1187	ɨ	m	∅	∅	s	∅	∅	I	M	∅	∅	S	∅	∅	7	4	∅	∅	3	∅	∅																																																																			1188	ɨ	m	∅	∅	s	∅	∅	I	M	∅	∅	S	∅	∅	7	4	∅	∅	3	∅	∅	1189	ɨ	m	∅	∅	s	∅	∅	I	M	∅	∅	S	∅	∅	7	4	∅	∅	3	∅	∅	1190	ɨ	m	∅	∅	s	∅	∅	I	M	∅	∅	S	∅	∅	7	4	∅	∅	3	∅	∅																																																																																																														
3	1.0000	1	0.3333	391																																																																																																																																					1186	s	ɨ	m	∅	∅	∅	∅	S	I	M	∅	∅	∅	∅	3	7	4	∅	∅	∅	∅	1187	s	ɨ	m	∅	∅	∅	∅	S	I	M	∅	∅	∅	∅	3	7	4	∅	∅	∅	∅																																																																			1188	s	ɨ	m	∅	∅	∅	∅	S	I	M	∅	∅	∅	∅	3	7	4	∅	∅	∅	∅	1189	s	ɨ	m	∅	∅	∅	∅	S	I	M	∅	∅	∅	∅	3	7	4	∅	∅	∅	∅	1190	s	ɨ	m	∅	∅	∅	∅	S	I	M	∅	∅	∅	∅	3	7	4	∅	∅	∅	∅																																																																																																														
1	0.1667	6	1.0000	393																																																																																																																																																																																																							1191	l	∅	∅	∅	ə	f	l	L	∅	∅	∅	E	B	L	5	∅	∅	∅	7	3	5																																																																																																																																																											1192	l	∅	∅	∅	ə	f	l	L	∅	∅	∅	E	B	L	5	∅	∅	∅	7	3	5	1193	l	∅	∅	∅	e	f	l	L	∅	∅	∅	E	B	L	5	∅	∅	∅	7	3	5
2	0.3333	5	0.8333	393																																																																																																																																																																																																							1191	ə	l	∅	∅	f	l	ə	E	L	∅	∅	B	L	E	7	5	∅	∅	3	5	7																																																																																																																																																											1192	ə	l	∅	∅	f	l	ə	E	L	∅	∅	B	L	E	7	5	∅	∅	3	5	7	1193	e	l	∅	∅	f	l	ə	E	L	∅	∅	B	L	E	7	5	∅	∅	3	5	7
3	0.5000	4	0.6667	393																																																																																																																																																																																																							1191	f	ə	l	∅	l	ə	f	B	E	L	∅	L	E	B	3	7	5	∅	5	7	3																																																																																																																																																											1192	f	ə	l	∅	l	ə	f	B	E	L	∅	L	E	B	3	7	5	∅	5	7	3	1193	f	e	l	∅	l	ə	f	B	E	L	∅	L	E	B	3	7	5	∅	5	7	3
4	0.6667	3	0.5000	393																																																																																																																																																																																																							1191	l	f	ə	l	ə	f	∅	L	B	E	L	E	B	∅	5	3	7	5	7	3	∅																																																																																																																																																											1192	l	f	ə	l	ə	f	∅	L	B	E	L	E	B	∅	5	3	7	5	7	3	∅	1193	l	f	e	l	ə	f	∅	L	B	E	L	E	B	∅	5	3	7	5	7	3	∅
5	0.8333	2	0.3333	393																																																																																																																																																																																																							1191	ə	l	f	ə	f	∅	∅	E	L	B	E	B	∅	∅	7	5	3	7	3	∅	∅																																																																																																																																																											1192	ə	l	f	ə	f	∅	∅	E	L	B	E	B	∅	∅	7	5	3	7	3	∅	∅	1193	ə	l	f	e	f	∅	∅	E	L	B	E	B	∅	∅	7	5	3	7	3	∅	∅
6	1.0000	1	0.1667	393																																																																																																																																																																																																							1191	f	ə	l	f	∅	∅	∅	B	E	L	B	∅	∅	∅	3	7	5	3	∅	∅	∅																																																																																																																																																											1192	f	ə	l	f	∅	∅	∅	B	E	L	B	∅	∅	∅	3	7	5	3	∅	∅	∅	1193	f	ə	l	f	∅	∅	∅	B	E	L	B	∅	∅	∅	3	7	5	3	∅	∅	∅
1	0.2000	5	1.0000	407																																																																																																																																																																																																																																																																																																																																											1194	ʕ	∅	∅	∅	ɨ	fː	u	H	∅	∅	∅	I	B	Y	1	∅	∅	∅	7	3	7	1195	ʕ	∅	∅	∅	u	f	a	H	∅	∅	∅	Y	B	A	1	∅	∅	∅	7	3	7																																												
2	0.4000	4	0.8000	407																																																																																																																																																																																																																																																																																																																																											1194	ɨ	ʕ	∅	∅	fː	u	n	I	H	∅	∅	B	Y	N	7	1	∅	∅	3	7	4	1195	u	ʕ	∅	∅	f	a	n	Y	H	∅	∅	B	A	N	7	1	∅	∅	3	7	4																																												
3	0.6000	3	0.6000	407																																																																																																																																																																																																																																																																																																																																											1194	fː	ɨ	ʕ	∅	u	n	∅	B	I	H	∅	Y	N	∅	3	7	1	∅	7	4	∅	1195	f	u	ʕ	∅	a	n	∅	B	Y	H	∅	A	N	∅	3	7	1	∅	7	4	∅																																												
4	0.8000	2	0.4000	407																																																																																																																																																																																																																																																																																																																																											1194	u	fː	ɨ	ʕ	n	∅	∅	Y	B	I	H	N	∅	∅	7	3	7	1	4	∅	∅	1195	a	f	u	ʕ	n	∅	∅	A	B	Y	H	N	∅	∅	7	3	7	1	4	∅	∅																																												
5	1.0000	1	0.2000	407																																																																																																																																																																																																																																																																																																																																											1194	n	u	fː	ɨ	∅	∅	∅	N	Y	B	I	∅	∅	∅	4	7	3	7	∅	∅	∅	1195	n	a	f	u	∅	∅	∅	N	A	B	Y	∅	∅	∅	4	7	3	7	∅	∅	∅																																												
1	0.1429	7	1.0000	409	1196	ʔ	∅	∅	∅	a	-	t	H	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1	1197	ʔ	∅	∅	∅	a	-	t	H	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1	1198	g	∅	∅	∅	e	-	t	K	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1	1199	g	∅	∅	∅	i	-	t	K	∅	∅	∅	I	_	T	1	∅	∅	∅	7	0	1	1200	g	∅	∅	∅	e	-	t	K	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1	1201	ʕ	∅	∅	∅	ə	-	t	H	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1	1202	g	∅	∅	∅	e	-	t	K	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1	1203	g	∅	∅	∅	e	-	t	K	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1	1204	g	∅	∅	∅	a	-	r	K	∅	∅	∅	A	_	R	1	∅	∅	∅	7	0	5																							1205	g	∅	∅	∅	ə	-	t	K	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1																							1206	ʔ	∅	∅	∅	a	-	t	H	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1	1207	g	∅	∅	∅	e	-	t	K	∅	∅	∅	E	_	T	1	∅	∅	∅	7	0	1	1208	g	∅	∅	∅	i	-	t	K	∅	∅	∅	I	_	T	1	∅	∅	∅	7	0	1	1209	ʕ	∅	∅	∅	a	-	t	H	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1	1210	ʕ	∅	∅	∅	a	-	t	H	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1																							1211	ʔ	∅	∅	∅	a	n	t	H	∅	∅	∅	A	N	T	1	∅	∅	∅	7	4	1
