COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
690-6						m i ŋ		
708-6						ɲ a ɾ i ŋ b u		
717-6						tʃ o k p u		
726-6						tʃ i		
744-6						a p a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						p ʃ i		
881-6						l a m		
890-6						ɾ a ɲ a		
899-6						tʃ e r		
926-6						tʃ a m		
944-6						g a ɾ a ŋ		
953-6						ʃ a ɾ a ŋ		
980-6						tʃ a ɾ u ŋ		
998-6						pʰ e		
1022-6						tʃ a tʰ u r		
1031-6						b i n a ŋ kʰ u k a		
1069-6						tʃ o tʃ a ŋ		
1079-6						ʃ a tʃ a		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						ɾ i ŋ b u		
1189-6						m a n		
1198-6						n u		
1208-6						ʃ a l a		
1217-6						l a j i		
1253-6						a m a		
1271-6						n o j a ŋ		
1289-6						m i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						tʃ i ŋ b a		
1343-6						b u n a ŋ		
1361-6						j e n a ŋ		
1370-6						n a g u		
1388-6						m a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a r		
1433-6						ʃ u g u		
1442-6						l a m		
1451-6						b a tʃ a m		
1468-6						pʰ a k p a		
1477-6						ŋ a ŭ		
1502-6						ŋ a m tʃ u		
1511-6						m u tʃ j a ŋ b a		
1529-6						tʃ a l u		
1538-6						tʃ u l u		
1557-6						tʃ o tʃ u ŋ		
1618-6						i tʃ a		
1663-6						ʃ u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						m o ŋ n a ŋ		
1716-6						ŋ a m		
1742-6						m u g i		
1751-6						b u ʃ i l a		
1778-6						ʃ a		
1787-6						tʃ u r p u		
1823-6						l e m		
1832-6						k a r m a		
1842-6						l u ŋ		
1860-6						ŋ a m		
1869-6						ʃ u p tʃ a ŋ		
1888-6						ʃ a m pʰ i		
1897-6						tʃ e		
1932-6						ɾ i n a ŋ d̪ o p l a		
1950-6						ʃ u		
1968-6						t o ŋ t a		
1978-6						k u p a		
1987-6						tʃ a m		
2015-6						ŋ a m k a		
2118-6						m o ŋ ʃ tʃ o l a		
2238-6						ŋ a r ʃ a		
2507-6						tʰ ŭ n u ŋ		
2526-6						l e		
2535-6						ʃ a		
2544-6						ʃ i ŋ		
2560-6						tʃ o ŋ n i tʃ i ŋ		
2569-6						kʰ e tʰ u i		
2578-6						n i tʃ i ŋ		
2596-6						tʃ u ŋ		
2615-6						ɾ i		
2663-6						g i t i		
2690-6						tʃ i		
2719-6						ɾ i tʃ i		
2728-6						k o tʃ u ŋ		
2747-6						ɲ i ŋ		
2756-6						tʃ e r b u		
2774-6						b o d̪ i ŋ		
19-6						n a ʃ i b a		
28-6						n a ʃ i b a		
89-6						g a ŋ p u		
107-6						tʃ i m i n		
145-6						tʃ u k p u		
190-6						p u tʃ i		
229-6						kʰ a		
257-6						tʰ a ŋ a		
338-6						b ɲ u ŋ		
483-6						tʃ a		
535-6						t o t o		
571-6						g e l e n ɲ i		
699-6						ɲ o ŋ p a		
845-6						ɾ o k		
971-6						tʃ i p u		
1049-6						b u		
1161-6						a m		
1226-6						l a tʃ i		
1235-6						n a m n i ŋ		
1280-6						tʃ i ŋ tʃ a n		
1307-6						t e p k a		
1352-6						g u		
1379-6						ɲ i		
1415-6						ɾ a		
1636-6						b e tʃ a		
1654-6						l i		
1680-6						kʰ a n ɲ a		
1725-6						tʃ a p tʃ e		
2127-6						tʃ a m ʃ u n		
2181-6						tʃ i l		
2366-6						j a k p a n		
2672-6						b ŭ g a		
2681-6						b a l a ŋ b u		
55-6						d̪ a ʃ i b a		
80-6						ɲ u ŋ g a		
116-6						tʰ u l i		
154-6						ʃ i		
181-6						n i z u m b a		
267-6						tʃ i		
319-6						pʰ o k a n		
389-6						g o g a		
508-6						ŋ a m		
563-6						tʃ a ŋ b u		
637-6						a u		
754-6						a tʃ a ɲ u		
764-6						g a ɾ a ŋ b d̪ u m a		
819-6						z a m b a		
827-6						b i		
918-6						j a ŋ l u		
1460-6						ɲ o ŋ a		
1487-6						tʃ o t a ŋ		
1521-6						tʃ u		
1734-6						ʃ i m b u		
2172-6						b i l o		
2209-6						b i l i ŋ p e d̪ kʰ o		
2737-6						ŋ i j a		
329-6						tʃ a n tʃ a ɾ a n		
464-6						t o tʃ a ŋ		
493-6						ɾ i s o		
581-6						tʃ u i p a		
591-6						n e g a ŋ		
655-6						tʃ a tʃ i l a		
873-6						pʰ u ŋ b e		
909-6						pʰ e l u l a		
990-6						tʃ o tʃ o		
1133-6						j u		
1150-6						s o ŋ a		
1584-6						g a ɾ i l a m		
10-7							d a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ d i l a	
125-7							b e kʰ e ŋ ɾ a	
162-7							l e i d i	
171-7							o m z a	
219-7							d a ŋ p u	
247-7							d a ŋ l u ŋ	
282-7							l u d p u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m b a d i	
363-7							n a m b u	
397-7							g a m d i	
406-7							kʰ a n u	
426-7							m e k p a	
473-7							pʰ i n a ŋ	
499-7							z a m d n	
526-7							g a z a	
544-7							kʰ u	
553-7							kʰ o d a ŋ	
599-7							g o i tʰ a m	
608-7							b a n tʰ o	
617-7							i e n	
645-7							a n a	
663-7							d o ŋ tʰ u r	
672-7							d o ŋ p a	
681-7							d i ɾ i	
690-7							m i ŋ	
708-7							d ə n ɾ i ŋ b u	
717-7							d o k p u	
726-7							d i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							b z i	
881-7							l a m	
890-7							r a kʰ a	
899-7							d e r	
926-7							d a m	
944-7							g a ɾ a ŋ	
953-7							z a ɾ a ŋ	
980-7							kʰ a r u ŋ	
998-7							pʰ e i	
1022-7							n d a tʰ u r	
1031-7							b i n a ŋ kʰ u a	
1069-7							kʰ o kʰ a ŋ a	
1079-7							z a kʰ a	
1098-7							i a ŋ u	
1117-7							kʰ u n	
1141-7							ɾ i ŋ b u	
1189-7							m a n	
1198-7							n u	
1208-7							z a l n n a	
1217-7							l a d i	
1253-7							a m a	
1271-7							n o kʰ a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							d i ŋ b a	
1343-7							b u i n a ŋ	
1361-7							i e n a ŋ n	
1370-7							n a kʰ u ŋ	
1388-7							m a n b a	
1397-7							tʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p a r n	
1433-7							z u g u	
1442-7							l a m	
1451-7							b a d a m	
1468-7							pʰ a k p a	
1477-7							ŋ a d	
1502-7							ŋ a m d u	
1511-7							m u d a ŋ m a	
1529-7							d a l u	
1538-7							d u l u	
1557-7							tʃ o i d u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m	
1742-7							m u g i	
1751-7							b u z i l a	
1778-7							z a	
1787-7							d u r p u n	
1823-7							l e m	
1832-7							kʰ a r m a	
1842-7							l u ŋ	
1860-7							ŋ a m n n n	
1869-7							z u p d a ŋ	
1888-7							z a m pʰ i	
1897-7							d e	
1932-7							ɾ i n a ŋ d o kʰ kʰ a	
1950-7							z u	
1968-7							d o ŋ d a r	
1978-7							kʰ u t p a	
1987-7							d a m	
2015-7							ŋ a m kʰ ə n	
2118-7							m o ŋ ʃ i	
2238-7							ŋ a r e n	
2507-7							tʰ d n u ŋ	
2526-7							l e	
2535-7							tʰ a	
2544-7							z i ŋ	
2560-7							d o ŋ n i tʃ i ŋ	
2569-7							kʰ e tʰ u r	
2578-7							n i tʃ i ŋ	
2596-7							d u ŋ	
2615-7							ɾ i	
2663-7							g i d i	
2690-7							d i n	
2719-7							ɾ i d i	
2728-7							kʰ o tʃ u ŋ	
2747-7							d i ŋ	
2756-7							d e r u	
2774-7							b o d i ŋ	
19-7							n a ʃ i e n	
28-7							n a ʃ i e kʰ	
89-7							kʰ a ŋ p u	
107-7							d i m i n	
145-7							d u k p u	
190-7							p u tʃ i	
338-7							kʰ r u ŋ tʃ u	
436-7							z u l u	
483-7							kʰ a	
535-7							tʰ o tʰ o	
571-7							g e l e n d i	
699-7							d o ŋ p a	
845-7							ɾ o k	
1049-7							u	
1161-7							a m	
1180-7							ʃ a	
1226-7							l a d i	
1235-7							n a m n i ŋ	
1280-7							d i n z a ŋ	
1307-7							d e p kʰ a	
1352-7							g u	
1415-7							ɾ a	
1636-7							p e tʃ a	
1680-7							kʰ a n d a	
1725-7							kʰ a e kʰ e	
2127-7							d a m kʰ ə n	
2181-7							d i kʰ e n	
2366-7							j e kʰ ə n	
2672-7							kʰ a g a	
2681-7							b a l u ŋ b u	
55-7							ɲ e z i kʰ e kʰ	
80-7							tʰ u ŋ tʃ u g a	
154-7							ʃ i	
181-7							n i z u ŋ b a	
267-7							d i	
319-7							pʰ o d kʰ a n	
389-7							g o g a	
453-7							ɲ a ŋ p u	
508-7							ŋ tʃ u a m	
563-7							d a ŋ b u	
637-7							a u	
754-7							e i tʰ u r	
819-7							z a m b a	
827-7							b i n	
918-7							j a ŋ l u	
1244-7							k n ɾ o ŋ tʃ u ŋ n n	
1460-7							d o ŋ tʃ u a	
1487-7							d o kʰ d a ŋ	
1521-7							d u	
1734-7							z i m b u	
2172-7							i o	
2256-7							d u kʰ e n	
2517-7							ŋ a m tʃ a n	
2654-7							r a n b o ŋ	
2737-7							n i z a	
329-7							tʃ a n tʃ a ɾ a n	
415-7							kʰ a u n	
464-7							d o tʃ a ŋ	
493-7							ɾ i t o n	
581-7							d u i p a	
591-7							n e a g a ŋ	
627-7							g a ɾ a ŋ k i l i	
655-7							d a tʃ i l a	
873-7							pʰ u ŋ b e	
909-7							pʰ e l o	
990-7							tʃ o tʃ o	
1013-7							g e d a ŋ e e	
1133-7							u	
1150-7							d o ŋ a	
10-8								d a ŋ
37-8								n a n
46-8								n a n
98-8								m a ŋ d i l a
125-8								pʰ i ŋ d a
162-8								l e d i
171-8								o m d a
219-8								t a ŋ p u
247-8								tʰ a ŋ l u ŋ
282-8								l u r p u
292-8								m a ŋ
301-8								l i
354-8								m u m pʰ a t i
363-8								n a m pʰ u
397-8								g a m pʰ i
406-8								m a m u
426-8								m k p a
473-8								pʰ i n a ŋ
499-8								z a m r n
526-8								g a d a
544-8								m u
553-8								k o t a ŋ
599-8								g o tʰ a m
608-8								pʰ a n tʰ o
617-8								j e n
645-8								a n a
663-8								d o ŋ tʰ u r
672-8								t o ŋ p a
681-8								d i d i
690-8								m i ŋ
708-8								tʰ a d i ŋ pʰ u
717-8								d o k p u
726-8								d i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p d i
881-8								l a m
890-8								d a g a
899-8								d e r
926-8								tʰ a m
944-8								g a d a ŋ
953-8								d a d a ŋ
980-8								pʰ a d u ŋ
998-8								pʰ a i
1022-8								d a tʰ u r
1031-8								pʰ i n a ŋ u a
1069-8								tʃ o g ŋ z a
1079-8								d g a
1098-8								j a ŋ d u
1117-8								tʰ u n
1141-8								d i ŋ pʰ u
1189-8								m a n
1198-8								n u
1208-8								z a l a
1217-8								l a d i
1253-8								a m a
1271-8								n o g a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								m a m
1334-8								d i ŋ b a
1343-8								pʰ u n a ŋ
1361-8								j e n a ŋ m
1370-8								n a g u ŋ
1388-8								m a n m a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a d a ŋ p a r
1433-8								d u g u
1442-8								l a m
1451-8								pʰ a d a m
1468-8								pʰ a k p a
1477-8								ŋ a r
1502-8								ŋ a m d u
1511-8								m u d j a ŋ pʰ a
1529-8								tʰ a l u
1538-8								d u l u
1557-8								tʃ a i d u ŋ
1618-8								i n tʃ a
1663-8								z u m
1689-8								ŋ o i
1698-8								m u ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m
1742-8								m u g i
1751-8								pʰ u d i l a
1778-8								z a
1787-8								tʰ u r p u
1823-8								l e m
1832-8								k a r m a
1842-8								l u ŋ
1860-8								ŋ a m
1869-8								g u p d a ŋ
1888-8								g a m p i
1897-8								d e
1932-8								d i n a ŋ pʰ p a
1950-8								z u
1968-8								t o ŋ t a r
1978-8								k u t p a
1987-8								r a m
2015-8								ŋ a m g a n
2118-8								m o ŋ d i
2238-8								ŋ a r a n
2507-8								tʰ r n u ŋ
2526-8								l e
2535-8								d a
2544-8								d i ŋ
2560-8								d o ŋ n i tʃ i ŋ
2569-8								m a tʰ u r
2578-8								n i tʃ i ŋ
2596-8								d u ŋ
2615-8								d i
2663-8								g i t i
2690-8								d i
2719-8								d i d i
2728-8								k o tʃ u ŋ
2747-8								d i ŋ
2756-8								r e r b u
2774-8								pʰ o d i ŋ
19-8								n a g pʰ a
28-8								n a g i pʰ a
107-8								d i m i n
145-8								g u k p u
190-8								p u tʃ i
229-8								a
257-8								tʰ a ŋ a
338-8								pʰ d u ŋ
436-8								z u l u
483-8								d a
535-8								pʰ o pʰ o
571-8								g e l e n g i
845-8								d o k
971-8								tʃ i t p u
1049-8								b u
1161-8								a m
1180-8								d a
1226-8								l a pʰ i
1235-8								n a m n i ŋ
1280-8								r i ŋ d a ŋ
1307-8								g e p g a
1379-8								r i
1415-8								d a
1636-8								pʰ e tʃ a
1654-8								l i
1680-8								a n g a
1725-8								tʃ a p tʃ e
2127-8								d a m g a n
2181-8								d i l a
2366-8								j a p a n
2681-8								b a l a ŋ b u
55-8								pʰ a tʰ i pʰ a
116-8								tʰ u l
154-8								g i
181-8								n u z u ŋ a
210-8								d o i
267-8								g i
319-8								d o r p a n
389-8								g o g a
453-8								tʃ a ŋ p u
508-8								ŋ a m
563-8								g a ŋ u
637-8								a u
754-8								g a n tʰ u r
764-8								d a t a ŋ pʰ pʰ u m a
819-8								z a m a
918-8								j a ŋ tʰ u
1487-8								g o tʰ a ŋ
1521-8								tʰ u
2033-8								d o k p a n
2172-8								b i o n
2256-8								d u l o n
415-8								m a m u
627-8								g a ɲ a ŋ i ɲ i
990-8								tʃʰ o tʃʰ o
1013-8								d e d a ŋ
1584-8								d a r i l a m
