ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	PARTIAL_COGNACY	COGIDS
1575	56_classifierforplantsegbambooricebananaetcclumpsclusters	classifier for plants, e.g. bamboo, rice, banana etc. (clumps, clusters)	NorthernPwo	Northern Pwo	khu³³	khu³³	kʰ u ³³	nort2704			Sino-Tibetan	709	709
60	60_closeoneseyes	close (one’s eyes)	ProtoKaren	Proto-Karen	*Ɂbiᴮ	*Ɂbiᴮ	ˀb i ¹¹	kare1337			Sino-Tibetan	716	716
695	60_closeoneseyes	close (one’s eyes)	Kayan	Kayan	bi¹¹	bi¹¹	b i ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	716	716
988	60_closeoneseyes	close (one’s eyes)	Kayaw	Kayaw	bi¹¹	bi¹¹	b i ¹¹	kaya1316			Sino-Tibetan	716	716
1579	60_closeoneseyes	close (one’s eyes)	NorthernPwo	Northern Pwo	bei³³	bei³³	b ei ³³	nort2704			Sino-Tibetan	716	716
61	61_combv	comb (v.)	ProtoKaren	Proto-Karen	*khwitᴰ	*khwitᴰ	kʰ w i t ⁵¹	kare1337			Sino-Tibetan	725	725
399	61_combv	comb (v.)	Kayah	Kayah	khwi⁵⁵	khwi⁵⁵	kʰ w i ⁵⁵	kaya1317			Sino-Tibetan	725	725
696	61_combv	comb (v.)	Kayan	Kayan	khiɁ⁴⁵	khiɁ⁴⁵	kʰ w i ʔ ⁴⁵	kaya1315	19.5183	97.4138	Sino-Tibetan	725	725
989	61_combv	comb (v.)	Kayaw	Kayaw	khi³³	khi³³	w i ³³	kaya1316			Sino-Tibetan	725	725
1298	61_combv	comb (v.)	NorthernPao	Northern Pa-O	khut²¹	khut²¹	w u t ²¹	nort2705			Sino-Tibetan	725	725
1580	61_combv	comb (v.)	NorthernPwo	Northern Pwo	khwi³⁵	khwi³⁵	kʰ w i ³⁵	nort2704			Sino-Tibetan	725	725
3022	61_combv	comb (v.)	WesternBwe	Western Bwe	khwi³³	khwi³³	kʰ w i ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	725	725
62	62_cottonthread	cotton thread	ProtoKaren	Proto-Karen	*hlowᴮ	*hlowᴮ	l̥ ou ¹¹	kare1337			Sino-Tibetan	737	737
400	62_cottonthread	cotton thread	Kayah	Kayah	lo¹¹	lo¹¹	l o ¹¹	kaya1317			Sino-Tibetan	737	737
697	62_cottonthread	cotton thread	Kayan	Kayan	lu¹¹	lu¹¹	l u ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	737	737
990	62_cottonthread	cotton thread	Kayaw	Kayaw	lu¹¹	lu¹¹	l u ¹¹	kaya1316			Sino-Tibetan	737	737
1299	62_cottonthread	cotton thread	NorthernPao	Northern Pa-O	lu⁵⁵	lu⁵⁵	l u ⁵⁵	nort2705			Sino-Tibetan	737	737
1581	62_cottonthread	cotton thread	NorthernPwo	Northern Pwo	lou³³	lou³³	l ou ³³	nort2704			Sino-Tibetan	737	737
2165	62_cottonthread	cotton thread	SouthernPao	Southern Pa-O	lu³³	lu³³	l u ³³	sout2712			Sino-Tibetan	737	737
3023	62_cottonthread	cotton thread	WesternBwe	Western Bwe	lu³³	lu³³	l u ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	737	737
63	63_coughv	cough (v.)	ProtoKaren	Proto-Karen	*kukᴰ	*kukᴰ	kʰ u k̚ ⁵¹	kare1337			Sino-Tibetan	750	750
401	63_coughv	cough (v.)	Kayah	Kayah	khɨ⁵⁵	khɨ⁵⁵	kʰ ɨ ⁵⁵	kaya1317			Sino-Tibetan	750	750
698	63_coughv	cough (v.)	Kayan	Kayan	khuɁ⁴⁵	khuɁ⁴⁵	kʰ u ʔ ⁴⁵	kaya1315	19.5183	97.4138	Sino-Tibetan	750	750
991	63_coughv	cough (v.)	Kayaw	Kayaw	khɨ³³	khɨ³³	kʰ ɨ ³³	kaya1316			Sino-Tibetan	750	750
1300	63_coughv	cough (v.)	NorthernPao	Northern Pa-O	(taɁ²¹he⁵⁵) khuk²¹	_khuk²¹	kʰ u k ²¹	nort2705			Sino-Tibetan	750	750
1582	63_coughv	cough (v.)	NorthernPwo	Northern Pwo	kauɁ⁴⁵	kauɁ⁴⁵	kʰ au ʔ ⁴⁵	nort2704			Sino-Tibetan	750	750
3024	63_coughv	cough (v.)	WesternBwe	Western Bwe	θə⁵⁵khu³³	θə⁵⁵khu³³	θ ə ⁵⁵ + kʰ u ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	1540 750	1540 750
64	64_crab	crab	ProtoKaren	Proto-Karen	*chwɛᴮ	*chwɛᴮ	cʰ w ɛ ¹¹	kare1337			Sino-Tibetan	763	763
402	64_crab	crab	Kayah	Kayah	chwa¹¹	chwa¹¹	cʰ w a ¹¹	kaya1317			Sino-Tibetan	763	763
699	64_crab	crab	Kayan	Kayan	chwɛ¹¹	chwɛ¹¹	cʰ w ɛ ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	763	763
992	64_crab	crab	Kayaw	Kayaw	chɛ¹¹	chɛ¹¹	cʰ ɛ ¹¹	kaya1316			Sino-Tibetan	763	763
1301	64_crab	crab	NorthernPao	Northern Pa-O	chwɛ⁵⁵	chwɛ⁵⁵	cʰ w ɛ ⁵⁵	nort2705			Sino-Tibetan	763	763
1583	64_crab	crab	NorthernPwo	Northern Pwo	chwɛ³³	chwɛ³³	cʰ w ɛ ³³	nort2704			Sino-Tibetan	763	763
2166	64_crab	crab	SouthernPao	Southern Pa-O	chwɛ³³	chwɛ³³	cʰ w ɛ ³³	sout2712			Sino-Tibetan	763	763
3025	64_crab	crab	WesternBwe	Western Bwe	ʃwɛ³³	ʃwɛ³³	ʃ w ɛ ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	763	763
65	65_cricket	cricket	ProtoKaren	Proto-Karen	*s-kiᴬ	*s-kiᴬ	s ə ⁰ + k i ⁵⁵	kare1337			Sino-Tibetan	777 776	777 776
403	65_cricket	cricket	Kayah	Kayah	ki³³	ki³³	k i ³³	kaya1317			Sino-Tibetan	776	776
700	65_cricket	cricket	Kayan	Kayan	ki⁵³	ki⁵³	k i ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	776	776
993	65_cricket	cricket	Kayaw	Kayaw	(dɛ¹¹) ki⁵⁵	_ki⁵⁵	k i ⁵⁵	kaya1316			Sino-Tibetan	776	776
1302	65_cricket	cricket	NorthernPao	Northern Pa-O	ki³¹ ̈	ki³¹̈	k i ɦ ³¹	nort2705			Sino-Tibetan	776	776
2167	65_cricket	cricket	SouthernPao	Southern Pa-O	ki³¹ ̈	ki³¹̈	k i ɦ ³¹	sout2712			Sino-Tibetan	776	776
66	66_crocodile	crocodile	ProtoKaren	Proto-Karen	s-hmaᴮ	s-hmaᴮ	s ə ⁰ + m̥ a ¹¹	kare1337			Sino-Tibetan	789 788	789 788
994	66_crocodile	crocodile	Kayaw	Kayaw	ma¹¹	ma¹¹	m a ¹¹	kaya1316			Sino-Tibetan	788	788
1584	66_crocodile	crocodile	NorthernPwo	Northern Pwo	ma³³	ma³³	m a ³³	nort2704			Sino-Tibetan	788	788
3026	66_crocodile	crocodile	WesternBwe	Western Bwe	θə³³mɛ ³³	θə³³mɛ_³³	θ ə ³³ + m ɛ ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	789 788	789 788
67	67_cropoffowlgizzard	crop (of fowl), gizzard	ProtoKaren	Proto-Karen	*k-hniᴬ	*k-hniᴬ	k ə ⁰ + n̥ i ⁵⁵	kare1337			Sino-Tibetan	800 801	800 801
404	67_cropoffowlgizzard	crop (of fowl), gizzard	Kayah	Kayah	kɛ³³ni³³	kɛ³³ni³³	k ɛ ³³ + n i ³³	kaya1317			Sino-Tibetan	800 801	800 801
995	67_cropoffowlgizzard	crop (of fowl), gizzard	Kayaw	Kayaw	ki¹¹ni⁵⁵	ki¹¹ni⁵⁵	k i ¹¹ + n i ⁵⁵	kaya1316			Sino-Tibetan	800 801	800 801
1585	67_cropoffowlgizzard	crop (of fowl), gizzard	NorthernPwo	Northern Pwo	nei³⁵	nei³⁵	n ei ³⁵	nort2704			Sino-Tibetan	801	801
3027	67_cropoffowlgizzard	crop (of fowl), gizzard	WesternBwe	Western Bwe	kə⁵⁵ni⁵⁵	kə⁵⁵ni⁵⁵	k ə ⁵⁵ + n i ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	800 801	800 801
68	68_crossv	cross (v.)	ProtoKaren	Proto-Karen	*khaNᴬ	*khaNᴬ	kʰ a ɴ ⁵⁵	kare1337			Sino-Tibetan	815	815
405	68_crossv	cross (v.)	Kayah	Kayah	khɛ³³	khɛ³³	kʰ ɛ ³³	kaya1317			Sino-Tibetan	815	815
996	68_crossv	cross (v.)	Kayaw	Kayaw	khɔ⁵⁵	khɔ⁵⁵	kʰ ɔ ⁵⁵	kaya1316			Sino-Tibetan	815	815
1586	68_crossv	cross (v.)	NorthernPwo	Northern Pwo	khɛ̃³⁵	khɛ̃³⁵	kʰ ɛ̃ ³⁵	nort2704			Sino-Tibetan	815	815
69	69_crossbow	crossbow	ProtoKaren	Proto-Karen	*klejᴮ	*klejᴮ	kʰ l ei ¹¹	kare1337			Sino-Tibetan	823	823
406	69_crossbow	crossbow	Kayah	Kayah	klə¹¹	klə¹¹	kʰ l ə ¹¹	kaya1317			Sino-Tibetan	823	823
997	69_crossbow	crossbow	Kayaw	Kayaw	khli¹¹	khli¹¹	kʰ l i ¹¹	kaya1316			Sino-Tibetan	823	823
1303	69_crossbow	crossbow	NorthernPao	Northern Pa-O	khli⁵⁵	khli⁵⁵	kʰ l i ⁵⁵	nort2705			Sino-Tibetan	823	823
1587	69_crossbow	crossbow	NorthernPwo	Northern Pwo	khlei³³	khlei³³	kʰ l ei ³³	nort2704			Sino-Tibetan	823	823
2168	69_crossbow	crossbow	SouthernPao	Southern Pa-O	kli³³	kli³³	kʰ l i ³³	sout2712			Sino-Tibetan	823	823
3028	69_crossbow	crossbow	WesternBwe	Western Bwe	khli³³	khli³³	kʰ l i ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	823	823
70	70_crowv	crow (v.)	ProtoKaren	Proto-Karen	*Ɂoᴮ	*Ɂoᴮ	ʔ o ¹¹	kare1337			Sino-Tibetan	835	835
407	70_crowv	crow (v.)	Kayah	Kayah	Ɂu¹¹	Ɂu¹¹	ʔ u ¹¹	kaya1317			Sino-Tibetan	835	835
998	70_crowv	crow (v.)	Kayaw	Kayaw	Ɂu¹¹	Ɂu¹¹	ʔ u ¹¹	kaya1316			Sino-Tibetan	835	835
1304	70_crowv	crow (v.)	NorthernPao	Northern Pa-O	Ɂu⁵⁵	Ɂu⁵⁵	ʔ o ⁵⁵	nort2705			Sino-Tibetan	835	835
1588	70_crowv	crow (v.)	NorthernPwo	Northern Pwo	Ɂu³³	Ɂu³³	ʔ u ³³	nort2704			Sino-Tibetan	835	835
2169	70_crowv	crow (v.)	SouthernPao	Southern Pa-O	Ɂu³³	Ɂu³³	ʔ o ³³	sout2712			Sino-Tibetan	835	835
3029	70_crowv	crow (v.)	WesternBwe	Western Bwe	ʊ³³	ʊ³³	o ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	835	835
71	71_crushv	crush (v.)	ProtoKaren	Proto-Karen	*k-hnɔNᴮ	*k-hnɔNᴮ	k ə ⁰ + n̥ ɔ ɴ ¹¹	kare1337			Sino-Tibetan	849 848	849 848
408	71_crushv	crush (v.)	Kayah	Kayah	no¹¹	no¹¹	n o ¹¹	kaya1317			Sino-Tibetan	848	848
999	71_crushv	crush (v.)	Kayaw	Kayaw	no¹¹	no¹¹	n o ¹¹	kaya1316			Sino-Tibetan	848	848
1589	71_crushv	crush (v.)	NorthernPwo	Northern Pwo	nɔ̃³³	nɔ̃³³	n ɔ̃ ³³	nort2704			Sino-Tibetan	848	848
3030	71_crushv	crush (v.)	WesternBwe	Western Bwe	kə³³nʊ³³	kə³³nʊ³³	k ə ³³ + n ʊ ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	849 848	849 848
72	72_cucumber	cucumber	ProtoKaren	Proto-Karen	*Ɂdejᴬ	*Ɂdejᴬ	ˀd ei ⁵⁵	kare1337			Sino-Tibetan	859	859
409	72_cucumber	cucumber	Kayah	Kayah	də³³	də³³	d ə ³³	kaya1317			Sino-Tibetan	859	859
1000	72_cucumber	cucumber	Kayaw	Kayaw	di⁵⁵	di⁵⁵	d i ⁵⁵	kaya1316			Sino-Tibetan	859	859
1590	72_cucumber	cucumber	NorthernPwo	Northern Pwo	thei⁵⁵	thei⁵⁵	d ei ⁵⁵	nort2704			Sino-Tibetan	859	859
2170	72_cucumber	cucumber	SouthernPao	Southern Pa-O	di³¹ ̈	di³¹̈	d i ɦ ³¹	sout2712			Sino-Tibetan	859	859
3031	72_cucumber	cucumber	WesternBwe	Western Bwe	ɗi⁵⁵	ɗi⁵⁵	ɗ i ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	859	859
73	73_darklateevening	dark, late evening	ProtoKaren	Proto-Karen	*khiɁᴰ	*khiɁᴰ	kʰ i ʔ̚ ⁵¹	kare1337			Sino-Tibetan	870	870
410	73_darklateevening	dark, late evening	Kayah	Kayah	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵	kaya1317			Sino-Tibetan	870	870
701	73_darklateevening	dark, late evening	Kayan	Kayan	khɨɁ⁴⁵	khɨɁ⁴⁵	kʰ ɨ ʔ ⁴⁵	kaya1315	19.5183	97.4138	Sino-Tibetan	870	870
1001	73_darklateevening	dark, late evening	Kayaw	Kayaw	khi³³	khi³³	kʰ i ³³	kaya1316			Sino-Tibetan	870	870
1305	73_darklateevening	dark, late evening	NorthernPao	Northern Pa-O	kheɁ²¹	kheɁ²¹	kʰ e ʔ ²¹	nort2705			Sino-Tibetan	870	870
1591	73_darklateevening	dark, late evening	NorthernPwo	Northern Pwo	khaiɁ⁴⁵	khaiɁ⁴⁵	kʰ ai ʔ ⁴⁵	nort2704			Sino-Tibetan	870	870
2171	73_darklateevening	dark, late evening	SouthernPao	Southern Pa-O	khiɁ²¹	khiɁ²¹	kʰ i ʔ ²¹	sout2712			Sino-Tibetan	870	870
3032	73_darklateevening	dark, late evening	WesternBwe	Western Bwe	khi³³	khi³³	kʰ i ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	870	870
74	74_daughterinlaw	daughter-in-law	ProtoKaren	Proto-Karen	*Ɂdɛᴮ	*Ɂdɛᴮ	ˀd ɛ ¹¹	kare1337			Sino-Tibetan	883	883
411	74_daughterinlaw	daughter-in-law	Kayah	Kayah	dɛ¹¹	dɛ¹¹	d ɛ ¹¹	kaya1317			Sino-Tibetan	883	883
702	74_daughterinlaw	daughter-in-law	Kayan	Kayan	dɛ¹¹	dɛ¹¹	d ɛ ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	883	883
1002	74_daughterinlaw	daughter-in-law	Kayaw	Kayaw	dɛ¹¹	dɛ¹¹	d ɛ ¹¹	kaya1316			Sino-Tibetan	883	883
1592	74_daughterinlaw	daughter-in-law	NorthernPwo	Northern Pwo	dɛ³³	dɛ³³	d ɛ ³³	nort2704			Sino-Tibetan	883	883
3033	74_daughterinlaw	daughter-in-law	WesternBwe	Western Bwe	-ɗɛ³³	-ɗɛ³³	ɗ ɛ ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	883	883
75	75_day	day	ProtoKaren	Proto-Karen	*nejᴬ	*nejᴬ	n ei ⁵⁵	kare1337			Sino-Tibetan	894	894
412	75_day	day	Kayah	Kayah	nə¹¹	nə¹¹	n ə ¹¹	kaya1317			Sino-Tibetan	894	894
1003	75_day	day	Kayaw	Kayaw	ni³³	ni³³	n i ³³	kaya1316			Sino-Tibetan	894	894
1306	75_day	day	NorthernPao	Northern Pa-O	ni³³	ni³³	n i ³³	nort2705			Sino-Tibetan	894	894
1593	75_day	day	NorthernPwo	Northern Pwo	nei⁵⁵	nei⁵⁵	n ei ⁵⁵	nort2704			Sino-Tibetan	894	894
2172	75_day	day	SouthernPao	Southern Pa-O	ni⁵³	ni⁵³	n i ⁵³	sout2712			Sino-Tibetan	894	894
3034	75_day	day	WesternBwe	Western Bwe	ni³³	ni³³	n i ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	894	894
76	76_deaddie	dead,die	ProtoKaren	Proto-Karen	*sejᴬ	*sejᴬ	s ei ⁵⁵	kare1337			Sino-Tibetan	906	906
703	76_deaddie	dead,die	Kayan	Kayan	sə³³	sə³³	s ə ³³	kaya1315	19.5183	97.4138	Sino-Tibetan	906	906
1004	76_deaddie	dead,die	Kayaw	Kayaw	si⁵⁵	si⁵⁵	s i ⁵⁵	kaya1316			Sino-Tibetan	906	906
1307	76_deaddie	dead,die	NorthernPao	Northern Pa-O	si³¹ ̈	si³¹̈	s i ɦ ³¹	nort2705			Sino-Tibetan	906	906
1594	76_deaddie	dead,die	NorthernPwo	Northern Pwo	sei³⁵	sei³⁵	s ei ³⁵	nort2704			Sino-Tibetan	906	906
2173	76_deaddie	dead,die	SouthernPao	Southern Pa-O	si³¹ ̈	si³¹̈	s i ɦ ³¹	sout2712			Sino-Tibetan	906	906
3035	76_deaddie	dead,die	WesternBwe	Western Bwe	θɨ⁵⁵	θɨ⁵⁵	θ ɨ ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	906	906
77	77_deaf	deaf	ProtoKaren	Proto-Karen	*Ɂəŋᴬ	*Ɂəŋᴬ	ʔ ə ŋ ⁵⁵	kare1337			Sino-Tibetan	918	918
413	77_deaf	deaf	Kayah	Kayah	Ɂɔ³³	Ɂɔ³³	ʔ ɔ ³³	kaya1317			Sino-Tibetan	918	918
704	77_deaf	deaf	Kayan	Kayan	Ɂəŋ⁵³	Ɂəŋ⁵³	ʔ ə ŋ ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	918	918
1005	77_deaf	deaf	Kayaw	Kayaw	Ɂə⁵⁵	Ɂə⁵⁵	ʔ ə ⁵⁵	kaya1316			Sino-Tibetan	918	918
1308	77_deaf	deaf	NorthernPao	Northern Pa-O	Ɂəŋ³¹ ̈	Ɂəŋ³¹̈	ʔ ə ŋ ɦ ³¹	nort2705			Sino-Tibetan	918	918
1595	77_deaf	deaf	NorthernPwo	Northern Pwo	Ɂɑ̃⁵⁵	Ɂɑ̃⁵⁵	ʔ ɑ̃ ⁵⁵	nort2704			Sino-Tibetan	918	918
2174	77_deaf	deaf	SouthernPao	Southern Pa-O	Ɂəŋ³¹ ̈	Ɂəŋ³¹̈	ʔ ə ŋ ɦ ³¹	sout2712			Sino-Tibetan	918	918
3036	77_deaf	deaf	WesternBwe	Western Bwe	tə’o⁵⁵	tə’o⁵⁵	t ə ⁰ + o ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	919 918	919 918
78	78_deep	deep	ProtoKaren	Proto-Karen	*jɔɁᴰ	*jɔɁᴰ	j ɔ ʔ̚ ⁵¹	kare1337			Sino-Tibetan	930	930
414	78_deep	deep	Kayah	Kayah	jɛ³³	jɛ³³	j ɛ ³³	kaya1317			Sino-Tibetan	930	930
705	78_deep	deep	Kayan	Kayan	ɈauɁ²¹	ɈauɁ²¹	ɟ au ʔ ²¹	kaya1315	19.5183	97.4138	Sino-Tibetan	930	930
1309	78_deep	deep	NorthernPao	Northern Pa-O	jɔɁ⁴⁵	jɔɁ⁴⁵	j ɔ ʔ ⁴⁵	nort2705			Sino-Tibetan	930	930
1596	78_deep	deep	NorthernPwo	Northern Pwo	joɁ²¹	joɁ²¹	j o ʔ ²¹	nort2704			Sino-Tibetan	930	930
2175	78_deep	deep	SouthernPao	Southern Pa-O	jɔɁ⁴⁵	jɔɁ⁴⁵	j ɔ ʔ ⁴⁵	sout2712			Sino-Tibetan	930	930
3037	78_deep	deep	WesternBwe	Western Bwe	jɔ¹¹	jɔ¹¹	j ɔ ¹¹	bwek1238	18.9796	96.9936	Sino-Tibetan	930	930
79	79_deerbarking	deer (barking~)	ProtoKaren	Proto-Karen	*d-khejᴬ	*d-khejᴬ	d ə ⁰ + kʰ ei ⁵⁵	kare1337			Sino-Tibetan	943 942	943 942
415	79_deerbarking	deer (barking~)	Kayah	Kayah	khə³³	khə³³	kʰ ə ³³	kaya1317			Sino-Tibetan	942	942
706	79_deerbarking	deer (barking~)	Kayan	Kayan	khɨ⁵³	khɨ⁵³	kʰ ɨ ⁵³	kaya1315	19.5183	97.4138	Sino-Tibetan	942	942
1006	79_deerbarking	deer (barking~)	Kayaw	Kayaw	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵	kaya1316			Sino-Tibetan	942	942
1310	79_deerbarking	deer (barking~)	NorthernPao	Northern Pa-O	khi³¹ ̈	khi³¹̈	kʰ i ɦ ³¹	nort2705			Sino-Tibetan	942	942
2176	79_deerbarking	deer (barking~)	SouthernPao	Southern Pa-O	khi³¹ ̈	khi³¹̈	kʰ i ɦ ³¹	sout2712			Sino-Tibetan	942	942
3038	79_deerbarking	deer (barking~)	WesternBwe	Western Bwe	do¹¹khi⁵⁵	do¹¹khi⁵⁵	d o ¹¹ + kʰ i ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	943 942	943 942
80	80_deersambha	deer (sambha ~)	ProtoKaren	Proto-Karen	*t-khroɁᴰ	*t-khroɁᴰ	t ə ⁰ + kʰ r o ʔ ⁵¹	kare1337			Sino-Tibetan	954 953	954 953
416	80_deersambha	deer (sambha ~)	Kayah	Kayah	khrɔ⁵⁵	khrɔ⁵⁵	kʰ r ɔ ⁵⁵	kaya1317			Sino-Tibetan	953	953
707	80_deersambha	deer (sambha ~)	Kayan	Kayan	khjɔɁ⁴⁵	khjɔɁ⁴⁵	kʰ j ɔ ʔ ⁴⁵	kaya1315	19.5183	97.4138	Sino-Tibetan	953	953
1007	80_deersambha	deer (sambha ~)	Kayaw	Kayaw	khə³³	khə³³	kʰ ə ³³	kaya1316			Sino-Tibetan	953	953
1311	80_deersambha	deer (sambha ~)	NorthernPao	Northern Pa-O	khjoɁ²¹	khjoɁ²¹	kʰ j o ʔ ²¹	nort2705			Sino-Tibetan	953	953
1597	80_deersambha	deer (sambha ~)	NorthernPwo	Northern Pwo	ta³³xɔ⁵⁵	ta³³xɔ⁵⁵	t a ³³ + x ɔ ⁵⁵	nort2704			Sino-Tibetan	954 19	954 19
2177	80_deersambha	deer (sambha ~)	SouthernPao	Southern Pa-O	khjoɁ²¹	khjoɁ²¹	kʰ j u ʔ ²¹	sout2712			Sino-Tibetan	953	953
3039	80_deersambha	deer (sambha ~)	WesternBwe	Western Bwe	kho³³	kho³³	kʰ o ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	19	19
81	81_delicious	delicious	ProtoKaren	Proto-Karen	*Ɂwiᴮ	*Ɂwiᴮ	ʔ w i ¹¹	kare1337			Sino-Tibetan	969	969
417	81_delicious	delicious	Kayah	Kayah	wi¹¹	wi¹¹	w i ¹¹	kaya1317			Sino-Tibetan	969	969
708	81_delicious	delicious	Kayan	Kayan	Ɂwi¹¹	Ɂwi¹¹	ʔ w i ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	969	969
1008	81_delicious	delicious	Kayaw	Kayaw	wi¹¹	wi¹¹	w i ¹¹	kaya1316			Sino-Tibetan	969	969
1312	81_delicious	delicious	NorthernPao	Northern Pa-O	Ɂwi⁵⁵	Ɂwi⁵⁵	ʔ w i ⁵⁵	nort2705			Sino-Tibetan	969	969
1598	81_delicious	delicious	NorthernPwo	Northern Pwo	Ɂwi³³	Ɂwi³³	ʔ w i ³³	nort2704			Sino-Tibetan	969	969
2178	81_delicious	delicious	SouthernPao	Southern Pa-O	Ɂwi³³	Ɂwi³³	ʔ w i ³³	sout2712			Sino-Tibetan	969	969
82	82_descentgodownset	descent, go down, set	ProtoKaren	Proto-Karen	* laŋᴬ	*_laŋᴬ	l a ŋ ⁵⁵	kare1337			Sino-Tibetan	979	979
418	82_descentgodownset	descent, go down, set	Kayah	Kayah	lɛ¹¹	lɛ¹¹	l ɛ ¹¹	kaya1317			Sino-Tibetan	979	979
709	82_descentgodownset	descent, go down, set	Kayan	Kayan	laŋ³³	laŋ³³	l a ŋ ³³	kaya1315	19.5183	97.4138	Sino-Tibetan	979	979
1009	82_descentgodownset	descent, go down, set	Kayaw	Kayaw	lɔ³³	lɔ³³	l ɔ ³³	kaya1316			Sino-Tibetan	979	979
1313	82_descentgodownset	descent, go down, set	NorthernPao	Northern Pa-O	laŋ³³	laŋ³³	l a ŋ ³³	nort2705			Sino-Tibetan	979	979
1599	82_descentgodownset	descent, go down, set	NorthernPwo	Northern Pwo	lɛ⁵̃ ⁵	lɛ⁵̃⁵	l ɛ̃ ⁵⁵	nort2704			Sino-Tibetan	979	979
2179	82_descentgodownset	descent, go down, set	SouthernPao	Southern Pa-O	laŋ⁵³	laŋ⁵³	l a ŋ ⁵³	sout2712			Sino-Tibetan	979	979
3040	82_descentgodownset	descent, go down, set	WesternBwe	Western Bwe	la³³	la³³	l a ³³	bwek1238	18.9796	96.9936	Sino-Tibetan	979	979
83	83_dig	dig	ProtoKaren	Proto-Karen	*khuᴮ	*khuᴮ	kʰ u ¹¹	kare1337			Sino-Tibetan	992	992
419	83_dig	dig	Kayah	Kayah	khɨ¹¹	khɨ¹¹	kʰ u ¹¹	kaya1317			Sino-Tibetan	992	992
1010	83_dig	dig	Kayaw	Kayaw	khu¹¹	khu¹¹	kʰ u ¹¹	kaya1316			Sino-Tibetan	992	992
1314	83_dig	dig	NorthernPao	Northern Pa-O	khu⁵⁵	khu⁵⁵	kʰ u ⁵⁵	nort2705			Sino-Tibetan	992	992
1600	83_dig	dig	NorthernPwo	Northern Pwo	khɑ³³	khɑ³³	kʰ u ³³	nort2704			Sino-Tibetan	992	992
2180	83_dig	dig	SouthernPao	Southern Pa-O	khu³³	khu³³	kʰ u ³³	sout2712			Sino-Tibetan	992	992
84	84_dipup	dip up	ProtoKaren	Proto-Karen	*Ɂd( )Nᴮ	*ɁdNᴮ	ˀd ə ŋ ¹¹	kare1337			Sino-Tibetan	1003	1003
710	84_dipup	dip up	Kayan	Kayan	du¹¹	du¹¹	d u ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	1003	1003
1011	84_dipup	dip up	Kayaw	Kayaw	du¹¹	du¹¹	d u ¹¹	kaya1316			Sino-Tibetan	1003	1003
1601	84_dipup	dip up	NorthernPwo	Northern Pwo	dãə³³	dãə³³	d ãə ³³	nort2704			Sino-Tibetan	1003	1003
3041	84_dipup	dip up	WesternBwe	Western Bwe	ɗɔ⁵⁵	ɗɔ⁵⁵	ɗ ɔ ⁵⁵	bwek1238	18.9796	96.9936	Sino-Tibetan	1003	1003
86	86_disappearlost	disappear, lost	ProtoKaren	Proto-Karen	*maᴮ	*maᴮ	m a ¹¹	kare1337			Sino-Tibetan	1013	1013
421	86_disappearlost	disappear, lost	Kayah	Kayah	me¹¹	me¹¹	m e ¹¹	kaya1317			Sino-Tibetan	1013	1013
712	86_disappearlost	disappear, lost	Kayan	Kayan	ma¹¹	ma¹¹	m a ¹¹	kaya1315	19.5183	97.4138	Sino-Tibetan	1013	1013
1013	86_disappearlost	disappear, lost	Kayaw	Kayaw	ma¹¹	ma¹¹	m a ¹¹	kaya1316			Sino-Tibetan	1013	1013
1316	86_disappearlost	disappear, lost	NorthernPao	Northern Pa-O	ma⁵³	ma⁵³	m a ⁵³	nort2705			Sino-Tibetan	1013	1013
1603	86_disappearlost	disappear, lost	NorthernPwo	Northern Pwo	mɛ¹¹ ̈	mɛ¹¹̈	m a ɦ ¹¹	nort2704			Sino-Tibetan	1013	1013
