COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
2180-8								l o ¹¹
2205-8								kʰ w au ³⁵
2328-8								l a ⁵⁵
2349-8								j u ¹¹
2372-8								m i ¹¹
2388-8								m i ³³
2413-8								d i ⁵⁵
2637-8								p l o ¹¹
2649-8								c u ⁵⁵
2693-8								p ə ³³
2755-8								s ɔ ʔ ⁴⁵
2858-8								m i ⁵⁵
2953-8								cʰ a ³⁵
2986-8								cʰ a ʔ ⁴⁵
3034-8								kʰ a ʔ ⁴⁵
3088-8								p l ɛ ʔ ²¹
3113-8								p l i ³⁵
3154-8								r u ¹¹
3179-8								ɕ a ¹¹
3246-8								d a ⁵⁵
3259-8								c i ¹¹
3282-8								tʰ ə ¹¹
3295-8								cʰ a ¹¹
3338-8								l o ¹¹
3351-8								p l i ³³
3375-8								m ɨ ¹¹
3410-8								j ɔ ʔ ⁴⁵
3423-8								m e ¹¹
3445-8								cʰ i ³⁵
3485-8								p i ¹¹
3500-8								p l o ¹¹
3545-8								t u ¹¹
3557-8								s ə ³⁵
3581-8								c ə ⁵⁵
3594-8								kʰ i ³⁵
3618-8								s u ¹¹
3654-8								p l i ³³
3667-8								t ɛ ʔ ²¹
3680-8								kʰ l i ʔ ⁴⁵
3763-8								p r ɔ ʔ ⁴⁵
3850-8								p l a ¹¹
3878-8								tʰ i ³⁵
3903-8								tʰ ɛ ³⁵
3938-8								c au ¹¹
3963-8								l ɛ ¹¹
3977-8								m a ³⁵
1464-8								l w i ¹¹
