COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
2059	ʔ o ¹¹	ʔ au ¹¹	ʔ o ¹¹	ʔ o ŋ ⁵⁵	ʔ ɔ̃ ³³	ʔ ɔ ɴ ¹¹	ʔ o ŋ ³³	ɔ ³³
2072	s o ¹¹	θ ɨ ¹¹		s ɨ n ⁵⁵	s ɑ̃ ³³	s w ɨ n ¹¹	s w ə n ³³	θ u ⁵⁵
2098	ŋ j a ³³	ŋ i ʔ ³³	j i ³³	ŋ j a ʔ ⁴⁵	j ai ʔ ²¹	ŋ j a ʔ̚ ⁵¹	ŋ j a ʔ ⁴⁵	j ɪ ¹¹
2086	tʰ u ³³	tʰ au ⁵³	tʰ u ⁵⁵	tʰ o ɦ ³¹	tʰ ɔ ³⁵	tʰ au ⁵⁵	tʰ o ɦ ³¹	tʰ o ⁵⁵
2111	p o ¹¹	p əɨ ¹¹	p ə ¹¹	p ə ⁵⁵		p ə ¹¹	p ə ³³	b o ³³
2120	cʰ ɔ ³³	cʰ ə ŋ ⁵³	cʰ ə ⁵⁵		cʰ ãi ³⁵	cʰ ə ŋ ⁵⁵		
2153	s o ¹¹	θ ɨ ¹¹	s ɨ ¹¹	s ɨ ⁵⁵	s ɑ̃ ³³	s w ɨ ɴ ¹¹	s ɨ ³³	θ o ¹¹
2166	s u ¹¹	θ au ¹¹	s u ¹¹		s u ʔ ⁴⁵	s o ¹¹		
2180	l ɔ ¹¹	l əu ¹¹	l ə ¹¹	l o ŋ ⁵⁵	l ãu ³³	l̥ o ŋ ¹¹	l o ŋ ³³	l o ³³
2193	pʰ e ³³	pʰ a ⁵³	pʰ a ⁵⁵	pʰ a ɦ ³¹	pʰ a ³⁵	pʰ a ⁵⁵	pʰ a ɦ ³¹	
2205	kʰ w u ³³	kʰ w au ⁵³	kʰ w u ⁵⁵	kʰ w o ɦ ³¹	kʰ w ɔ ³⁵	kʰ w au ⁵⁵	kʰ w o ɦ ³¹	kʰ w o ⁵⁵
2219	kʰ ɛ ⁵⁵	kʰ au ʔ ⁴⁵	kʰ o ³³	kʰ ɔ ʔ ²¹	kʰ o ʔ ⁴⁵	kʰ ɔ ʔ̚ ⁵¹	kʰ ɔ ʔ ²¹	
2230	ʔ e ³³	ʔ a ⁵³		ʔ a ɦ ³¹	ʔ a ³³	ʔ a ⁵⁵	ʔ a ɦ ³¹	ɛ ³³
2243				kʰ l au ⁵⁵	kʰ l ɔ ³³	kʰ l ɔ ¹¹	kʰ l au ³³	kʰ l o ³³
2254	k ɔ ⁵⁵	k ə ¹¹		k ɔ ⁵⁵		k ə ⁰	k ɔ ¹¹	
2255	w i ¹¹	w i ³³	w e ³³	w ɛ ³³	w ai ɦ ¹¹	w ɛi ⁵⁵	w ɛ ⁵³	
2279	w i ¹¹		w i ³³	w i ³³	w ei ⁵⁵	w i ⁵⁵	w i ⁵³	w i ³³
2294	r ɨ ³³	r w a ŋ ⁵³	r u ⁵⁵	r ə ŋ ɦ ³¹		r̥ u n ⁵⁵	r w ə n ³¹	
2302	kʰ ɔ ⁵⁵	kʰ ɔ ʔ ⁴⁵			kʰ au ʔ ⁴⁵	kʰ o ʔ̚ ⁵¹		
2311	r e ³³		t r e ⁵⁵			t r e ⁵⁵		t r e ⁵⁵
2320	j ɔ ³³	j ɔ ʔ ²¹	j ə ³³	j o ʔ ⁴⁵		j o ʔ̚ ⁵¹	j u ʔ ⁴⁵	j o ¹¹
2328	l e ³³	l a ⁵³	l a ⁵⁵	l a ɦ ³¹	l a ⁵⁵	ˀl a ⁵⁵	l a ɦ ³¹	l ɛ ⁵⁵
2341	m o ¹¹	m əɨ ¹¹	m ə ¹¹	m ə ⁵³		m ə ¹¹	m ə ⁵⁵	m o ³³
2349	j o ¹¹	ɟ u ¹¹	j u ¹¹	j u ⁵³	j ou ɦ ¹¹	j ou ¹¹	j u ⁵⁵	j u ³³
2363			s a ¹¹			s ə ⁰		θ ə ³³
2362		r a ŋ ¹¹	r ɔ ¹¹	r a n ⁵⁵		r a ɴ ¹¹	r a n ³³	r a ³³
2372	m ə ¹¹	m ɨ ¹¹	m i ¹¹	m i ⁵⁵	m ei ³³	m̥ ei ¹¹	m i ³³	m i ³³
2388	m i ¹¹	m j ə ŋ ³³	m i ³³	m i n ³³	m ãi ⁵⁵	m i n ⁵⁵	m i n ⁵³	m i ³³
2401	ʔ i ¹¹	ʔ j a ŋ ¹¹	ʔ i ¹¹	ʔ ɛ n ⁵⁵	ʔ ãi ³³	ʔ j ɛ n ¹¹	ʔ ɛ n ³³	
2413	d i ³³	d ai ⁵³	d i ³³	d e ɦ ³¹	d i ⁵⁵	ˀd e ⁵⁵	d e ɦ ³¹	ɗ i ⁵⁵
2429	b o ³³	b ɔ ⁵³	b o ⁵⁵			ˀb ɔ ⁵⁵		ɓ ɔ ³³
2442	s ɛ ³³	θ a ŋ ⁵³	s ɔ ⁵⁵	s a n ɦ ³¹	s ɛ̃ ³⁵	s a ɴ ⁵⁵		θ a ⁵⁵
2468	n i ¹¹	n ai ¹¹	n i ¹¹	n e ⁵³	n i ɦ ¹¹	n e ¹¹		n i ³³
2480	pʰ r e ¹¹	p r a ¹¹	p r a ¹¹	pʰ r a ⁵³		b r a ¹¹	pʰ r a ⁵⁵	b w ɛ ³³
2493	l ə ¹¹		l i ³³	l i ³³	l ei ⁵⁵	l ei ⁵⁵		
2505	t ə ⁰		t ə ⁰	t a ʔ ²¹		t ə ʔ̚ ⁰	t a ʔ ²¹	t o ⁵⁵
2506		l a ¹¹			l a ʔ ²¹	l a ʔ̚ ³³		
2520	ʔ ɛ ³³	ʔ a ŋ ⁵³	ʔ ɔ ⁵⁵	ʔ a n ɦ ³¹		ʔ a ɴ ⁵⁵	ʔ a n ɦ ³¹	
2531	p u ¹¹	p au ¹¹	p u ¹¹	pʰ o ⁵³		b o ¹¹	p o ⁵⁵	b o ³³
2547	j u ¹¹		j u ³³	j o ³³	j u ¹¹	j o ⁵⁵		j o ³³
2559	k i ¹¹	k i ¹¹	k i ¹¹	k i ⁵⁵	k ei ³³	k i ¹¹		k i ³³
2570		k l ɛ ³³	k l ɛ ³³			k l ɛ ⁵⁵	k l ai ⁵³	k l ɛ ³³
2579	pʰ r e ³³	p r a ʔ ²¹	p r ɔ ³³		p ɣ a ʔ ²¹	b r a ʔ̚ ⁵¹		b w a ¹¹
2590	p o ¹¹	p ɔ ³³	p o ³³	pʰ ɔ ŋ ³³	pʰ ɔ̃ ⁵⁵	b ɔ ŋ ⁵⁵	p ɔ ŋ ⁵³	
2604	tʰ i ¹¹	tʰ ai ¹¹	tʰ i ¹¹	tʰ e ⁵⁵	tʰ i ³³	tʰ e ¹¹	tʰ e ³³	
2616	r a ³³		r e ³³		ɣ ai ʔ ²¹	r e ʔ̚ ⁵¹		
2637	p l u ¹¹	b l o ¹¹	p l ə ¹¹	p l o m ⁵⁵	pʰ l ãu ³³	p l o m ¹¹	p l o m ³³	p l o ³³
2649	c u ³³	c u ⁵³	c u ⁵⁵	c u ɦ ³¹	c u ⁵⁵	c u ⁵⁵	k j u ɦ ³¹	c u ⁵⁵
2662	tʰ ɨ ¹¹	tʰ w a ŋ ¹¹	tʰ u ¹¹	tʰ u n ⁵⁵	tʰ ɑ̃ ³³	tʰ u ɴ ¹¹	tʰ w ə m ³³	
2673	s ɨ ¹¹	θ w a ŋ ¹¹	s u ¹¹	s u n ⁵⁵		s u n ¹¹	s w ə m ³³	θ u ³³
2682	s e ³³		s a ⁵⁵			s ə ⁰		
2683	b e ³³		b a ⁵⁵			ˀb a ⁵⁵		
2693	p ɔ ¹¹	p ə ³³	p ə ³³	pʰ ə ŋ ³³	pʰ ɑ̃ ⁵⁵	b ə ŋ ⁵⁵	p ə ŋ ⁵³	b o ⁵⁵
2708		t ɔ ¹¹	t o ¹¹	tʰ ɔ ŋ ⁵³		d ɔ ŋ ¹¹	t ɔ ŋ ⁵⁵	d ɔ ³³
2718			tʰ e ³³		tʰ e ʔ ⁴⁵	tʰ ɛ ʔ̚ ⁵¹		
2725	l ɨ ¹¹	l w a ŋ ¹¹	l u ¹¹		l ɑ̃ ɦ ¹¹	l u ɴ ¹¹		l u ¹¹
2735	cʰ ɛ ¹¹		cʰ ɔ ¹¹		cʰ ɛ̃ ³³	cʰ a ɴ ¹¹		ʃ a ³³
2755	s ɛ ⁵⁵	θ au ʔ ⁴⁵	s o ³³	s ɔ ʔ ²¹	s o ʔ ⁴⁵	s ɔ ʔ̚ ⁵¹	s ɔ ʔ ²¹	θ ɔ ³³
2744	l a ³³	l i ʔ ²¹	l e ³³		l ai ʔ ²¹	l e ʔ̚ ⁵¹		l ɪ ¹¹
2769			l i ¹¹	l ɛ m ⁵⁵	l ãi ³³	l̥ ɛ m ¹¹	l ɛ m ³³	
2778	r w i ⁵⁵	r w i ʔ ⁴⁵	r i ³³	r ɨ ʔ ⁴⁵	w ei ³³	r̥ w i ʔ̚ ⁵¹		
2792					p a ³³	p ə ⁰		p ə ³³
2791	d ɛ ³³	d ɛ ⁵³	d ɛ ⁵⁵		d ɛ ⁵⁵	ˀd ɛ ⁵⁵		ɗ ɛ ³³
2804	b o ¹¹	b əɨ ¹¹	b ə ¹¹			ˀb ə ¹¹		
2813	r i ¹¹	r ai ¹¹	r i ¹¹	r e ⁵³		r e ¹¹	r e ⁵⁵	
2825	b ɔ ⁵⁵	b ɔ ʔ ⁴⁵	b ə ³³	b o ʔ ²¹	b au ʔ ⁴⁵	ˀb o ʔ̚ ⁵¹	b u ʔ ²¹	
2836	tʰ ɔ ⁵⁵	tʰ ɔ ʔ ⁴⁵	tʰ ə ³³		tʰ au ʔ ⁴⁵	tʰ r o ʔ̚ ⁵¹		tʰ r o ³³
2846	tʰ w a ³³	tʰ w ɛ ⁵³	tʰ ɛ ⁵⁵	tʰ w ɛ ɦ ³¹		tʰ w ɛ ⁵⁵	tʰ w ɛ ɦ ³¹	tʰ w ɛ ³³
2858	m i ³³	m j ə ŋ ⁵³	m i ⁵⁵	m i n ɦ ³¹	m ãi ⁵⁵	ˀm i n ⁵⁵	m i n ɦ ³¹	m i ⁵⁵
2871	t ai ¹¹	t e ³³	t e ³³	tʰ e n ³³		d e ɴ ⁵⁵		d e ³³
2881	r w i ¹¹	r w i ¹¹	r i ¹¹	r w i ⁵³		r w i ¹¹	r w i ⁵⁵	w i ³³
2893	s ɔ ³³	θ ə ⁵³	s ə ⁵⁵	s ə ŋ ɦ ³¹		s ə ŋ ⁵⁵	s ə ŋ ɦ ³¹	θ o ⁵⁵
2901	tʰ ɨ ⁵⁵		tʰ ɨ ³³		tʰ au ʔ ⁴⁵	tʰ u ʔ̚ ⁵¹		
2910	s e ¹¹	θ a ¹¹	s a ¹¹	s a ⁵⁵		s a ¹¹	s a ³³	θ ɛ ³³
2922	cʰ ɨ ³³	cʰ ɨ ⁵³	cʰ ɨ ⁵⁵	cʰ o m ɦ ³¹	cʰ ɑ̃ ³⁵	cʰ ɨ m ⁵⁵	cʰ ə m ɦ ³¹	
2934		m ɛ ʔ ⁴⁵	m e ³³		m e ʔ ⁴⁵	m̥ ɛ ʔ̚ ⁵¹		
2942	b a ¹¹	b e ¹¹	b e ¹¹	b e ŋ ⁵⁵		ˀb e ŋ ¹¹	b e ŋ ³³	
2953	cʰ e ³³	cʰ a ⁵³	cʰ a ⁵⁵	c a ɦ ³¹	cʰ a ³⁵	c a ⁵⁵	c a ɦ ³¹	ʃ ɛ ⁵⁵
2966	j a ¹¹	j ai ³³	j i ³³	j ai ³³		j ai ⁵⁵		j i ³³
2973		n w ɛ ⁵³	n e ⁵⁵	n ɨ t ²¹	n w ɛ ⁵⁵	ˀn w e t̚ ⁵¹	n ə t ⁴⁵	n w e ⁵⁵
2986	cʰ e ⁵⁵	cʰ a ʔ ⁴⁵	cʰ ɔ ³³	cʰ a ʔ ²¹	cʰ a ʔ ⁴⁵	cʰ a ʔ̚ ⁵¹	cʰ a ʔ ²¹	ʃ a ³³
2999	tʰ ɛ ³³		tʰ ɔ ⁵⁵	tʰ a ŋ ɦ ³¹		tʰ a ŋ ⁵⁵	tʰ a ŋ ɦ ³¹	tʰ a ⁵⁵
3006		θ au ³³	s u ⁵⁵	s o ⁵⁵		s o ⁵⁵	s o ³³	θ o ⁵⁵
3018		k a ʔ ²¹	k ɔ ¹¹			k ə ʔ̚ ⁰		
3017	n ɛ ⁵⁵	n au ʔ ⁴⁵	n o ³³	n ə ʔ ²¹		n̥ ɔ ʔ̚ ⁵¹	n ə ʔ ²¹	
3034	kʰ e ⁵⁵	kʰ a ʔ ⁴⁵	kʰ a ³³	kʰ a ʔ ²¹	kʰ a ʔ ⁴⁵	kʰ a ʔ̚ ⁵¹	kʰ a ʔ ²¹	kʰ ɛ ³³
3047	pʰ o ¹¹	pʰ əɨ ¹¹	pʰ ə ¹¹	pʰ ə ⁵⁵	pʰ əɨ ³³	pʰ ə ¹¹	pʰ ə ³³	
3059	p l a ³³	b l e ⁵³	p l e ⁵⁵	p l e ŋ ɦ ³¹		p l e ŋ ⁵⁵	p l e ŋ ɦ ³¹	p l e ⁵⁵
3067			tʰ ʉ ⁵⁵	tʰ w ɨ n ɦ ³¹	tʰ w ɑ̃ ³⁵	tʰ w ɨ ɴ ⁵⁵	tʰ w ə m ɦ ³¹	
3077		cʰ u ⁵³		s u ɦ ³¹	x ou ³⁵	kʰ r ou ⁵⁵	s u ɦ ³¹	x u ⁵⁵
3088	p l a ³³	p l ɛ ʔ ²¹	p l e ³³	pʰ l ɛ ʔ ⁴⁵	pʰ l e ʔ ²¹	b l ɛ ʔ̚ ⁵¹	p l ɛ ʔ ⁴⁵	b l i ¹¹
3103		n ai ¹¹	n i ¹¹			n ei ¹¹		
3113	p l i ³³	b l ai ⁵³	p l i ⁵⁵	p l e ɦ ³¹	pʰ l i ³⁵	p l e ⁵⁵	p l e ɦ ³¹	p l i ⁵⁵
3125		n ɨ ³³	n ɨ ³³	n u m ³³	n ɑ̃ ³⁵	n ɨ m ⁵⁵	n w ə m ⁵³	n u ⁵⁵
3136				kʰ l o ⁵⁵	kʰ l u ³³	kʰ l o ¹¹		kʰ l o ³³
3145			s i ¹¹			s ə ⁰		
3144		ŋ w i ¹¹	m i ¹¹	ŋ w i ⁵⁵		ŋ w i ¹¹	ŋ w i ³³	m i ³³
3154	r o ¹¹	r u ¹¹	r u ¹¹	r u ⁵³	ɣ ou ɦ ¹¹	r ou ¹¹	r u ⁵⁵	ʀ u ³³
3167	m e ³³	m a ʔ ²¹	m ɔ ³³	m a ʔ ⁴⁵		m a ʔ̚ ⁵¹	m a ʔ ⁴⁵	m a ¹¹
3179	cʰ ɛ ¹¹	ɕ a ŋ ¹¹	ɕ ɔ ¹¹	ɕ j a n ⁵⁵	cʰ ɛ̃ ³³	cʰ j a ɴ ¹¹	ɕ j a n ³³	ʃ a ³³
3192		k a ŋ ³³	k ɔ ³³	kʰ a ŋ ³³	kʰ ɛ̃ ⁵⁵	g a ŋ ⁵⁵	k a ŋ ⁵³	g a ¹¹
3205	tʰ u ³³	tʰ u ⁵³			tʰ u ³⁵	tʰ u ⁵⁵	tʰ u ɦ ³¹	
3215	m ɛ ³³		m ɔ ⁵⁵		m ɛ̃ ³⁵	m̥ a ɴ ⁵⁵		m a ³³
3227			p l a ¹¹		b l a ³³	p l a ¹¹		p l ɛ ³³
3236		pʰ r u ⁵³	pʰ r u ⁵⁵	pʰ r u ɦ ³¹	pʰ j u ⁵⁵	p r u ⁵⁵	p r u ɦ ³¹	pʰ r u ³³
3246	d e ³³	d a ⁵³	d a ⁵⁵	d a ɦ ³¹	d a ⁵⁵	ˀd a ⁵⁵	d a ɦ ³¹	ɗ ɛ ⁵⁵
3259	c i ¹¹	c i ¹¹	c i ¹¹	c i m ⁵³	cʰ ãi ɦ ¹¹	ɟ i m ¹¹	c i m ⁵⁵	c i ³³
3271				l i ⁵⁵	l ei ³³	l̥ i ¹¹	l i ³³	l i ¹¹
3282	tʰ ɔ ¹¹	tʰ ə ¹¹	tʰ ə ¹¹	tʰ ə ŋ ⁵⁵	tʰ ɑ̃ ³³	tʰ ə ŋ ¹¹	tʰ ə ŋ ³³	tʰ o ³³
3295	cʰ e ¹¹	cʰ a ¹¹	cʰ a ¹¹	cʰ a ⁵⁵	s j a ³³	cʰ a ¹¹	cʰ a ³³	ʃ ɛ ³³
3308	h o ¹¹	h u ¹¹	h u ¹¹			h ou ¹¹		h u ³³
3317		c i ¹¹	c i ¹¹	c i ⁵⁵		ɟ i ¹¹	c i ³³	
3325						g ə ⁰		g ə ¹¹
3324	pʰ o ³³	pʰ u ⁵³	pʰ u ⁵⁵		pʰ ou ³⁵	pʰ ou ⁵⁵		pʰ u ⁵⁵
3338	l ɔ ¹¹	l əu ¹¹	l ə ¹¹	l o ŋ ⁵³	l ãu ɦ ¹¹	l o ŋ ¹¹	l o ŋ ⁵⁵	l o ³³
3351	p l ə ¹¹	p l ɨ ³³	p l i ³³	pʰ l i ³³	pʰ l ei ⁵⁵	b l ei ⁵⁵	p l i ⁵³	b l i ³³
3364	c w i ⁵⁵	c w i ʔ ⁴⁵	c i ³³	c u k ²¹		c w i k̚ ⁵¹	c u ʔ ²¹	
3375	m ɔ ¹¹	m ɨ ¹¹	m ɨ ¹¹	m ɨ ⁵³	m əɨ ɦ ¹¹	m ɨ ¹¹	m ɨ ⁵⁵	m u ³³
3388	k u ¹¹	k au ¹¹	k u ¹¹	kʰ o ⁵³	kʰ u ɦ ¹¹	g o ¹¹	k o ⁵⁵	
3402	tʰ u ¹¹		tʰ u ¹¹		tʰ u ³³	tʰ u ¹¹		
3410	j ɛ ⁵⁵	ɟ au ʔ ⁴⁵	j o ³³	j ɔ ʔ ²¹	j o ʔ ⁴⁵	ɲ̊ ɔ ʔ̚ ⁵¹	j ɔ ʔ ²¹	j ɔ ³³
3423	m i ¹¹	m ai ¹¹	m i ¹¹	m e ⁵³	m ɛ ɦ ¹¹	m e ¹¹	m e ⁵⁵	m e ³³
3436		b l a ⁵³		p l a ɦ ³¹	b l a ⁵⁵	p l a ⁵⁵		p l ɛ ⁵⁵
3445	cʰ ə ³³	tʰ ɨ ⁵³	ɕ i ⁵⁵	ɕ i ɦ ³¹	cʰ ei ³⁵	cʰ ei ⁵⁵	ɕ i ɦ ³¹	ʃ i ⁵⁵
3458	tʰ w ɛ ¹¹	tʰ w a ŋ ¹¹			tʰ w ɛ̃ ³³	tʰ w a ɴ ¹¹		
3466	p u ⁵⁵	p a ʔ ²¹		pʰ i ⁵⁵	pʰ a ʔ ²¹	b ə ʔ̚ ⁰	p i ³³	
3467	w ɛ ³³			ʔ w a n ɦ ³¹		ʔ w a ɴ ⁵⁵	ʔ w a n ɦ ³¹	
3485	p i ¹¹	p i ¹¹	p i ¹¹	pʰ i ⁵³	pʰ ai ɦ ¹¹	b i ¹¹	p i ⁵⁵	b ə ³³
3500	p l ɔ ¹¹	b l əu ¹¹	p l ə ¹¹	p l o ŋ ⁵⁵	pʰ l ãu ³³	p l o ŋ ¹¹	p l o ŋ ³³	p l o ³³
3511	d o ³³	d ɨ ⁵³	d ʉ ⁵⁵	d ɨ n ɦ ³¹		ˀd w ɨ ɴ ⁵⁵	d w ə m ɦ ³¹	
3518	b ɨ ³³	b ɨ ⁵³		b ə ɦ ³¹		ˀb ə ⁵⁵	b ə ɦ ³¹	
3528	r i ³³	r e ⁵³	r e ⁵⁵	r e ŋ ɦ ³¹		r̥ e ŋ ⁵⁵	r e ŋ ɦ ³¹	
3530			tʰ o ³³			tʰ ɔ ŋ ⁵⁵		tʰ ɔ ⁵⁵
3545	t o ¹¹	t u ¹¹	t u ¹¹	tʰ u ⁵³	tʰ ou ɦ ¹¹	d ou ¹¹	t u ⁵⁵	d u ³³
3557	s ɔ ³³	θ ə ⁵³	s ə ⁵⁵	s ə m ɦ ³¹	s ɑ̃ ³⁵	s ə m ⁵⁵	s ə m ɦ ³¹	θ o ⁵⁵
3570	kʰ ə ¹¹	kʰ ɨ ¹¹	kʰ i ¹¹		kʰ ei ³³	kʰ ei ¹¹		kʰ i ³³
3581	c ɔ ³³	c ə ⁵³	c ə ⁵⁵	c ə ŋ ɦ ³¹	c ɑ̃ ⁵⁵	c ə ŋ ⁵⁵	c ə ŋ ɦ ³¹	c o ⁵⁵
3594	kʰ i ³³	kʰ ai ⁵³	kʰ i ⁵⁵	kʰ e ɦ ³¹	kʰ i ³⁵	kʰ e ⁵⁵	kʰ e ɦ ³¹	kʰ i ⁵⁵
3607	kʰ i ³³	kʰ i ⁵³	kʰ i ⁵⁵	kʰ i ŋ ⁵⁵	kʰ ãi ³⁵	kʰ i ŋ ⁵⁵	kʰ i ŋ ³³	
3618	s o ¹¹	θ u ¹¹	s u ¹¹	s u ⁵⁵	s ou ³³	s ou ¹¹	s u ³³	θ u ³³
3640	r o ¹¹		r o ³³	r au ³³		r ɔ ⁵⁵	r au ⁵³	
3654	p l i ¹¹	p l ai ³³	p l i ³³	pʰ l e ³³	pʰ l i ⁵⁵	b l e ⁵⁵	p l e ⁵³	b l i ¹¹
3667	t ɨ ³³	t u ʔ ²¹	t u ³³	tʰ ɛ ʔ ⁴⁵	tʰ e ʔ ²¹	d ɛ ʔ̚ ⁵¹	t ɛ ʔ ⁴⁵	d ɛ ³³
3680	kʰ l i ⁵⁵	kʰ l ɨ ʔ ⁴⁵	kʰ l i ³³	kʰ l e ʔ ²¹	kʰ l ai ʔ ⁴⁵	kʰ l i ʔ̚ ⁵¹	kʰ l i ʔ ²¹	kʰ l i ³³
3693	j e ¹¹	ɟ a ŋ ¹¹		j a m ⁵³	j ã ɦ ¹¹	j a m ¹¹	j a m ⁵⁵	j ɛ ³³
3704	m ɔ ¹¹	m ə ¹¹	m ə ¹¹	m ɨ ŋ ⁵³	m ɑ̃ ɦ ¹¹	m ə ŋ ¹¹	m ə ŋ ⁵⁵	
3713	m o ¹¹	m ɔ ³³			m l ɔ̃ ⁵⁵	m l ɔ ɴ ⁵⁵	m ɔ ⁵³	b l ɔ ¹¹
3727			kʰ i ⁵⁵		kʰ ei ³⁵	kʰ ə ⁰		kʰ i ⁵⁵
3726	n ə ³³	ŋ ɨ ⁵³		n i ɦ ³¹		n̥ ei ⁵⁵	n i ɦ ³¹	
3740	cʰ ə ¹¹		cʰ i ¹¹	ɕ i ⁵⁵	cʰ ei ³³	cʰ ei ¹¹	ɕ i ³³	ʃ i ³³
3752	l i ¹¹		l i ¹¹	l i n ⁵³	l ãi ɦ ¹¹	l i n ¹¹	l i m ⁵⁵	
3763	pʰ r ɛ ⁵⁵	pʰ r au ʔ ⁴⁵	p r o ³³	p r ɔ ʔ ²¹	p j o ʔ ⁴⁵	p r ɔ ʔ̚ ⁵¹	p r ɔ ʔ ²¹	p ɔ ³³
3775	l ɛ ¹¹		l ɔ ¹¹	l a ŋ ⁵⁵	l ɛ̃ ³⁵	l̥ a ŋ ¹¹	l a ŋ ³³	l a ³³
3777					k a ʔ ²¹	k ə ʔ̚ ⁰		
3776	t e ³³		t ɔ ³³	tʰ a ʔ ⁴⁵	tʰ a ʔ ²¹	d a ʔ̚ ⁵¹	t a ʔ ⁴⁵	d a ⁵⁵
3804					j a ¹¹	j ə ⁰		j a ³³
3831	tʰ ɨ ⁵⁵		tʰ ɨ ³³		tʰ au ʔ ⁴⁵	tʰ u ʔ̚ ⁵¹		
3818	l e ¹¹	l a ŋ ³³	l ɔ ³³		l ã ⁵⁵	l a m ⁵⁵	l a m ⁵³	l ɛ ³³
3850	p l e ¹¹	p l a ¹¹	p l a ¹¹	pʰ l a ⁵³	pʰ l a ɦ ¹¹	b l a ¹¹	p l a ⁵⁵	b l ɛ ³³
3839	cʰ o ¹¹	cʰ u ¹¹	cʰ u ¹¹	cʰ u ⁵⁵		cʰ r ou ¹¹	cʰ u ³³	
3878	tʰ ə ³³	tʰ ɨ ⁵³	tʰ i ⁵⁵	tʰ i ɦ ³¹	tʰ ei ³⁵	tʰ ei ⁵⁵	tʰ i ɦ ³¹	tʰ i ⁵⁵
3891	cʰ a ³³	ɕ i ⁵³	ɕ i ⁵⁵	cʰ ɛ ŋ ɦ ³¹	cʰ ãi ³⁵	cʰ ɛ ŋ ⁵⁵	cʰ ɛ ŋ ɦ ³¹	
3916	tʰ e ³³	tʰ a ¹¹	tʰ a ¹¹		tʰ a ³³	tʰ a ¹¹	tʰ a ³³	
3903	tʰ a ³³	tʰ i ⁵³	tʰ i ⁵⁵	tʰ ɛ ŋ ɦ ³¹	tʰ ãi ³⁵	tʰ ɛ ŋ ⁵⁵	tʰ ɛ ŋ ɦ ³¹	tʰ e ⁵⁵
3927	r ɔ ¹¹	r əu ¹¹	r ə ¹¹	r o ŋ ⁵³		r o ŋ ¹¹	r o ŋ ⁵⁵	
3938	c o ¹¹	c au ¹¹	c o ¹¹	c au ⁵⁵	c ɔ ³³	c ɔ ¹¹	c au ³³	c ɔ ³³
3951	b u ³³	b au ⁵³	b u ⁵⁵	b w a ɦ ³¹		ˀb w w a ⁵⁵	b w a ɦ ³¹	ɓ ʊ ⁵⁵
3963	l ɛ ¹¹	l ɛ ¹¹	l ɛ ¹¹	l ai ⁵³	l ɛ ɦ ¹¹	l ɛ ¹¹	l ai ⁵⁵	l ɛ ³³
3977	m e ³³	m a ⁵³	m a ⁵⁵	m a ɦ ³¹	m a ³⁵	m̥ a ⁵⁵	m a ɦ ³¹	m ɛ ⁵⁵
4002	n ɨ ¹¹	n ɨ ³³		n ə ŋ ³³	n ɑ̃ ⁵⁵	n ɨ ŋ ⁵⁵	n ə ŋ ⁵³	
4012	d a ⁵⁵		d e ³³	d e ʔ ²¹	d ai ʔ ⁴⁵	ˀd e ʔ̚ ⁵¹	d i ʔ ²¹	ɗ e ³³
4025			m a ¹¹	m a ⁵⁵		m̥ a ¹¹	m a ³³	m ɛ ³³
4039		n w ɛ ¹¹	n ɛ ¹¹	n w ɛ ⁵⁵	n ɛ ³³	n̥ w ɛ ¹¹	n w ɛ ³³	n w ɛ ³³
4051	n a ¹¹	n e ¹¹		n e ŋ ⁵⁵	n ãi ³³	n̥ e ŋ ¹¹	n e ŋ ³³	
4064	b ɛ ³³	b a ŋ ⁵³	b ɔ ⁵⁵		b ɛ̃ ⁵⁵	ˀb a ŋ ⁵⁵		
4074	m a ¹¹	m w ɛ ¹¹	m ɛ ¹¹	m w ɛ ⁵³	m ɛ ɦ ¹¹	m w ɛ ¹¹	m w ɛ ⁵⁵	
4085	c e ¹¹	c a ¹¹	c a ¹¹	cʰ a ⁵³		ɟ a ¹¹	c a ⁵⁵	j ɛ ³³
482	ʔ a ¹¹		ʔ a ¹¹		ʔ a ¹¹			
1149	j u ³³	j au ⁵³	j u ⁵⁵		j ɔ ³⁵			j o ⁵⁵
1420	j a ¹¹		j a ¹¹	j a ⁵⁵	j a ³³		j a ³³	
1464	l w i ³³	l w i ⁵³	l i ⁵⁵	l i p ⁴⁵	l w i ɦ ¹¹	l̥ w i t̚ ⁵⁵	l i p ⁴⁵	l u ⁵⁵
2253	s i ⁵⁵	θ a ʔ ²¹						
2428	kʰ ɛ ³³	k a ʔ ²¹	k o ³³					
2539	j a ¹¹			j a ³³	j ɛ ³⁵		j a ⁵³	
14	t ɛ ¹¹			t a ʔ ²¹		t ə ʔ̚ ⁰	t a ¹¹	
183		c a ŋ ³³	c ɔ ³³					
496		pʰ w a ŋ ⁵³					p w ə m ³³	
8		k a ʔ ²¹		k a ʔ ⁴⁵			k a ³³	
2454		kʰ w i ⁵³	kʰ w i ⁵⁵		kʰ w i ³⁵	kʰ w i ⁵⁵		kʰ w i ⁵⁵
3468		ʔ u ⁵³			ʔ ɔ̃ ⁵⁵			
11			s u ¹¹					θ u ³³
