COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1031-6						b i n a ŋ kʰ u a		
1069-6						tʃ o ŋ a ŋ		
1079-6						ʃ i ŋ a n a		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						ɾ i ŋ u		
1189-6						d̪ a n		
1198-6						n u		
1208-6						z a l a		
1217-6						l a ŋ i		
1253-6						a m a		
1271-6						n o a n		
1289-6						tʃ i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a		
1334-6						z i ŋ a		
1343-6						b o i n a ŋ		
1361-6						j a n a ŋ		
1370-6						n a g u		
1388-6						d̪ a n a		
1397-6						kʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a		
1433-6						ʃ u g u		
1442-6						l a m		
1451-6						b a n a		
1468-6						tʃ a k p a		
1477-6						ŋ a		
1502-6						ŋ a m tʃ u		
1511-6						kʰ u ɲ j a ŋ b a		
1529-6						d̪ a l u		
1538-6						ʔ u l u		
1557-6						tʃ o u ŋ		
1618-6						i tʃ a		
1663-6						z u		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						d̪ o ŋ n a		
1716-6						ŋ a m		
1742-6						m u u		
1751-6						b u ʃ i l a		
1778-6						z a		
1787-6						kʰ u ŋ p u		
1823-6						l e		
1832-6						k a r l a		
1842-6						l u ŋ		
1860-6						ŋ a m		
1869-6						ʃ u t̪ a n		
1888-6						z a m i		
1897-6						ŋ e		
1932-6						ɾ i n a ŋ o a		
1950-6						z u		
1968-6						t o ŋ tʃ a u		
1978-6						kʰ u p a		
1987-6						z a m		
2015-6						ŋ a m kʰ a		
2118-6						d̪ o ŋ i a ŋ a		
2238-6						ŋ a r a		
2507-6						tʰ a n u ŋ		
2526-6						l e		
2535-6						ʃ a		
2544-6						ʃ i ŋ		
2560-6						z o ŋ i tʃ i ŋ		
2569-6						kʰ e tʰ u		
2578-6						n i tʃ i ŋ		
2596-6						tʃ u ŋ		
2615-6						ɾ i		
2663-6						g i tʃ i		
2690-6						z i		
2719-6						ɾ i i		
2728-6						kʰ o tʃ u ŋ		
2747-6						n i ŋ u		
2756-6						j e r u		
2774-6						b o i		
19-6						n a ŋ i a		
28-6						n a ŋ i a		
89-6						g a ŋ p u		
107-6						ʔ tʃ i m i n		
145-6						tʃ u ŋ p u		
190-6						b u tʃ i		
229-6						kʰ a		
257-6						tʰ a ŋ a		
338-6						b r u ŋ		
483-6						a a		
535-6						z o s o		
571-6						g e l a n i		
699-6						tʃ o ŋ p a		
845-6						ɾ o k		
971-6						tʃ i k p u		
1049-6						b u		
1161-6						a n		
1226-6						l a ŋ i		
1235-6						n a m n a ŋ		
1280-6						tʃ a ŋ tʃ a n		
1307-6						g e p k a		
1352-6						kʰ u		
1379-6						z i		
1415-6						ɾ a		
1636-6						b e n a		
1654-6						l i		
1680-6						kʰ a n a		
1725-6						tʃ a ŋ tʃ a n		
2127-6						tʃ a m k u n		
2181-6						d̪ i k l o		
2366-6						ʔ o j a k b a n		
2672-6						b a g a		
2681-6						b a l a ŋ b u		
55-6						d̪ a z i a		
80-6						d̪ u ŋ a		
116-6						d̪ u l i		
154-6						ʃ i		
181-6						n a z u m b a		
267-6						tʃ i		
319-6						b o k a n		
389-6						g o g a		
508-6						ŋ a m		
563-6						z a ŋ b u		
637-6						a u		
754-6						a tʃ a u		
764-6						kʰ a l a ŋ o u		
819-6						z a m b a		
827-6						b i		
918-6						j a ŋ l u		
1460-6						ʔ o ŋ a		
1487-6						tʃ o k tʃ a ŋ		
1521-6						kʰ u		
1734-6						z i m b u		
2172-6						ʔ i l o		
2209-6						b i tʃ i ŋ b a l o		
2737-6						n i k a		
329-6						tʃ a n tʃ a r a n		
464-6						t o tʃ a ŋ		
493-6						ɾ i g o		
581-6						tʃ u i p a		
591-6						n e ɾ i g a ŋ		
655-6						g a tʃ i n a		
873-6						b u ŋ b e		
909-6						pʰ e l u r a		
990-6						tʃ o tʃ u		
1133-6						j u		
1150-6						ʔ o ŋ a		
1584-6						d̪ a ɾ i l a n		
10-7							tʃ a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ tʃ i ŋ a	
125-7							i m a ŋ a a	
162-7							l e i a i	
171-7							n o m ʃ a	
219-7							tʰ a ŋ p u	
247-7							tʃ a ŋ l u n	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m g a tʃ i	
363-7							n a m kʰ u	
397-7							g a m i	
406-7							kʰ a kʰ u n	
426-7							m u kʰ p a	
473-7							tʰ i ŋ kʰ a ŋ	
499-7							z a m i n	
526-7							g a ʃ a	
544-7							kʰ u	
553-7							g o t a ŋ	
599-7							g o i kʰ a m	
608-7							b a ŋ tʃ o	
617-7							j e n	
645-7							a n a	
663-7							ʃ o ŋ kʰ u ŋ	
672-7							tʃ o ŋ p a	
681-7							ɲ i ɾ i	
690-7							m i ŋ	
708-7							tʃ a ŋ ɾ i ŋ b u	
717-7							tʃ o kʰ u	
726-7							ʃ i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							p a ʃ i	
881-7							l a m	
890-7							ɾ a ŋ a	
899-7							ʃ e n	
926-7							tʃ a m	
944-7							g a ɾ a ŋ	
953-7							ʃ i a ɾ a ŋ	
980-7							a a r o ŋ	
998-7							pʰ e n i	
1022-7							g a kʰ u ŋ	
1031-7							i n a ŋ kʰ u n a n	
1069-7							tʃ o ŋ a ŋ n n	
1079-7							ʃ i ŋ a n a	
1098-7							j a ŋ p u n n	
1117-7							tʃ u n	
1141-7							ɾ i ŋ b u	
1189-7							m a n	
1198-7							n u ŋ n	
1208-7							z a kʰ a n n	
1217-7							l a m i kʰ e n	
1253-7							a m a	
1271-7							n o a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							z i ŋ a	
1343-7							b u i n a ŋ	
1361-7							j e n a ŋ a n	
1370-7							n a kʰ u ŋ	
1388-7							m a ŋ b a	
1397-7							tʰ u ŋ	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p a kʰ a e n	
1433-7							ʃ u kʰ u	
1442-7							l a m	
1451-7							tʃ a tʃ a m	
1468-7							pʰ a kʰ p a	
1477-7							ŋ a n	
1502-7							ŋ a m u	
1511-7							m u j a ŋ a	
1529-7							tʃ a l u	
1538-7							ʃ u ŋ u	
1557-7							tʃ o i kʰ u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m e n	
1742-7							m u i	
1751-7							b u ʃ i ŋ a	
1778-7							z a	
1787-7							d u r kʰ u n	
1823-7							l e m	
1832-7							kʰ a a m a	
1842-7							l u ŋ	
1860-7							ŋ a m e n	
1869-7							ʃ u p a ŋ	
1888-7							ʃ a m i	
1897-7							z e	
1932-7							ɾ i n a ŋ z o ŋ kʰ a n	
1950-7							z u	
1968-7							tʃ o ŋ tʃ a kʰ e n	
1978-7							g u t kʰ a n	
1987-7							z a m	
2015-7							ŋ a m kʰ ə n n	
2118-7							m o ŋ kʰ i kʰ ŋ kʰ a n	
2238-7							ŋ a r kʰ e n	
2507-7							tʃ i ŋ a ŋ	
2526-7							l e n	
2535-7							ʃ a n	
2544-7							ʃ i ŋ	
2560-7							tʃ o ŋ n i tʃ i ŋ	
2569-7							kʰ e n kʰ u ŋ	
2578-7							n i tʃ i ŋ	
2596-7							tʰ u ŋ	
2615-7							ɾ i	
2663-7							g i tʃ i n	
2690-7							z i ŋ n	
2719-7							ɾ i tʃ i	
2728-7							k o tʃ u ŋ	
2747-7							tʰ i ŋ kʰ e n	
2756-7							ʃ e r kʰ u	
2774-7							o i ŋ	
19-7							n a e i kʰ e n	
28-7							n a e i kʰ e n	
89-7							g a ŋ p u	
107-7							n a n a m i kʰ n	
145-7							d u ŋ p u n n	
190-7							b u tʃ i	
338-7							pʰ r u ŋ	
436-7							ʃ u ŋ u	
483-7							n a	
535-7							z o kʰ o	
571-7							g e m e n a i	
699-7							tʃ o ŋ p a	
845-7							r o k	
1049-7							b u	
1161-7							a m	
1180-7							ʃ a	
1226-7							l a m i ŋ	
1235-7							n a m i ŋ	
1280-7							ʃ i ŋ kʰ a ŋ	
1307-7							g e p kʰ a	
1352-7							kʰ u	
1415-7							ɾ a	
1636-7							tʃ e tʃ a	
1680-7							kʰ a n kʰ e n	
1725-7							tʃ a ŋ tʃ e n	
2127-7							tʃ a m kʰ ə n	
2181-7							tʃ i ŋ kʰ e n	
2366-7							k j a kʰ e n	
2672-7							tʃ a kʰ a	
2681-7							b a j a ŋ b u	
55-7							d a z i e n	
80-7							tʰ u ŋ kʰ a	
154-7							ʃ i	
181-7							i z u ŋ b a	
267-7							d i	
319-7							pʰ o t kʰ e n	
389-7							g o kʰ a	
453-7							tʃ a ŋ p u	
508-7							n a n	
563-7							d a ŋ b u n n	
637-7							a u	
754-7							a tʃ a ŋ kʰ u ŋ	
819-7							z a m a	
827-7							tʃ i n	
918-7							j a ŋ l u n	
1244-7							k a ɾ o ŋ tʃ o ŋ kʰ a	
1460-7							tʃ o ŋ a	
1487-7							d o ŋ a ŋ	
1521-7							tʃ u	
1734-7							z i m kʰ u	
2172-7							b i kʰ e n	
2256-7							ʃ u a kʰ e n	
2517-7							ɾ a m tʃ a n	
2654-7							n o ŋ b o ŋ	
2737-7							ŋ i r kʰ a	
329-7							tʃ a ŋ tʃ a r a n	
415-7							kʰ a n u n	
464-7							t o tʃ a ŋ	
493-7							ɾ i kʰ o n	
581-7							b a i p a	
591-7							n e kʰ a ŋ	
627-7							g a ɾ a ŋ g i l i	
655-7							ʃ a tʃ i l a	
873-7							b o ŋ b e	
909-7							pʰ e a a k a	
990-7							tʃ o tʃ o	
1013-7							g e n a ŋ n n	
1133-7							j u	
1150-7							ʃ o ŋ a	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								dʒ a ŋ i l a
125-8								pʰ a ŋ a a
162-8								l e a i
171-8								z o m p a
219-8								t a ŋ p u
247-8								tʰ a ŋ l a n
282-8								j u ŋ p u
292-8								dʒ a ŋ
301-8								l i
354-8								m u m p a n i
363-8								n a ŋ p u
397-8								dʒ a m p i
406-8								kʰ a m u n
426-8								j i k p a
473-8								tʰ i n p a n
499-8								z a m i n
526-8								g a ŋ p a
544-8								z u
553-8								tʃ o t a ŋ
599-8								pʰ o p a ŋ
608-8								pʰ a ŋ p o
617-8								j a n
645-8								a n a
663-8								z o ŋ p a ŋ
672-8								t o ŋ p a
681-8								n i r i
690-8								m i ŋ
708-8								dʒ a ŋ p i ŋ p u
717-8								dʒ o k p u
726-8								z i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p i
881-8								l a m
890-8								r a a a
899-8								pʰ e m
926-8								dʒ a ŋ
944-8								a n a ŋ
953-8								j a n a ŋ
980-8								pʰ a n o ŋ
998-8								pʰ a i
1022-8								e p u ŋ
1031-8								tʃ i n a ŋ a n a n
1069-8								tʃ o n a ŋ p a n a
1079-8								z i a a a
1098-8								j a ŋ p u n
1117-8								tʰ u n
1141-8								j i ŋ p u
1189-8								m a n
1198-8								n u ŋ a
1208-8								z a l a a a
1217-8								l a ŋ i p a a
1253-8								a m a
1271-8								n o ŋ a n
1289-8								m i n
1316-8								ŋ a ŋ
1325-8								dʒ a n
1334-8								j i ŋ p a
1343-8								i n a ŋ
1361-8								j e n a ŋ a a
1370-8								n a ŋ u n
1388-8								m i ŋ p a
1397-8								tʰ u ŋ
1406-8								tʃ o ŋ
1424-8								a t i ŋ p a r p a
1433-8								z u m u
1442-8								l a m
1451-8								pʰ a a n
1468-8								pʰ a k p a
1477-8								ŋ a ŋ
1502-8								ŋ a ŋ z u
1511-8								m u t j a ŋ p a
1529-8								tʃ a l u
1538-8								z o m u
1557-8								tʃ o ŋ p a ŋ
1618-8								i ŋ p a
1663-8								z u m
1689-8								ŋ o i
1698-8								dʒ a ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m m a n
1742-8								m u n i
1751-8								tʰ u i l a
1778-8								z a
1787-8								tʰ u ŋ p u n
1823-8								l a m
1832-8								pʰ a a a
1842-8								l u ŋ
1860-8								ŋ a m a n
1869-8								z u p a ŋ
1888-8								z a m p u
1897-8								z a
1932-8								ɾ i n a ŋ z i a n
1950-8								z u
1968-8								t o ŋ p a ŋ p a
1978-8								g u ŋ p a n
1987-8								z a m
2015-8								dʒ a m a n
2118-8								m o ŋ z a m a n
2238-8								ŋ a r a n
2507-8								tʰ i n a ŋ
2526-8								l a n
2535-8								z a n
2544-8								z i ŋ
2560-8								z o ŋ n i n i ŋ
2569-8								pʰ e u ŋ
2578-8								n i tʃ i ŋ
2596-8								tʰ u ŋ
2615-8								tʃ i
2663-8								tʰ i t i ŋ p
2690-8								z i m u
2719-8								ɾ i n i
2728-8								g o n a ŋ
2747-8								tʰ i ŋ p a n
2756-8								pʰ e m p u
2774-8								tʰ o n i n
19-8								n a ŋ i p a n
28-8								n a ŋ i p a ŋ
107-8								tʰ tʰ i m i n p a
145-8								t u ŋ p u
190-8								p u tʃ i
229-8								tʃ a
257-8								tʰ a ŋ a
338-8								a u n
436-8								z u l u
483-8								a a
535-8								z o m o
571-8								e l e n a i
845-8								r o k a
971-8								tʃ i ŋ p u
1049-8								p u
1161-8								a m
1180-8								a
1226-8								l a n i n
1235-8								n a a n a ŋ
1280-8								dʒ i ŋ p a ŋ
1307-8								g e p a
1379-8								tʃ i
1415-8								r a
1636-8								pʰ a tʃ a
1654-8								l i
1680-8								dʒ a n p a n
1725-8								tʃ a p a n
2127-8								dʒ a ŋ m a n
2181-8								tʰ i ŋ p a n
2366-8								j a k b a n
2681-8								l a ŋ p u
55-8								tʰ a i a ŋ
116-8								tʰ a l u
154-8								z i
181-8								n i z u m p a
210-8								tʃ o i
267-8								dʒ i
319-8								dʒ o a n
389-8								g o g a
453-8								tʰ a ŋ p u
508-8								dʒ a m
563-8								dʒ a ŋ p a n
637-8								a n u
754-8								i n a ŋ p u n
764-8								tʃ a t ŋ p u u m a
819-8								z a m p a
918-8								j u ŋ b a n
1487-8								dʒ o ŋ p a ŋ
1521-8								tʰ u
2033-8								tʃ o k p a n
2172-8								z i l o n
2256-8								tʰ u l a n
415-8								a m n
627-8								r a ŋ n a l i
990-8								tʃʰ o l o
1013-8								l e n a ŋ p a
1584-8								dʒ a o i l a a
