COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
1958-3			d j ɯ ²¹							
1980-3			w ɛ ²⁴							
2163-3			b ɯ ²¹							
2174-3			d j o ²¹							
2218-3			d j o ⁴³							
2355-3			p a ⁴³							
2439-3			s o ²²							
2474-3			m æ ²¹							
2517-3			ʔ w i ²⁴							
2918-3			a ⁴³							
3205-3			ɕ ɿ ²⁴							
3225-3			ts o ⁵⁵							
3234-3			tɕ i ²⁴							
3235-3			k w ɛ ²⁴							
3251-3			j a ⁵⁵							
3384-3			m ɛ ²⁴							
3612-3			q ɯ ²⁴							
3656-3			tʰ i ⁵⁵							
3667-3			q ɯ ²¹							
3712-3			tɕ j æ ⁴³							
3790-3			f ɛ ⁵⁵							
3801-3			b i ²¹							
4045-3			p ɯ ⁴³							
4081-3			q w a ²¹							
4196-3			tɕ i ⁵⁵							
2379-3			l o ²⁴							
4462-3			b æ ⁴³							
4537-3			m ɯ ²²							
4625-3			n o ŋ ²¹							
4657-3			b æ ²¹							
4774-3			d w ɛ ⁴³							
4815-3			²² i ⁵⁵							
4900-3			q ɯ ⁴³							
4909-3			q a ²⁴							
5009-3			tsʰ j æ ²⁴							
5082-3			m ²⁴							
1-3			m æ ²¹							
119-3			tɕʰ i ²⁴							
423-3			qʰ o ⁵⁵							
501-3			f ɛ ⁵⁵							
523-3			f ɛ ²¹							
579-3			pʰ ɯ ²⁴							
940-3			ɲ o ²¹							
971-3			m i ɛ ²⁴							
1026-3			b æ ²¹							
1066-3			tsʰ o ²⁴							
1218-3			f o ²⁴							
1305-3			k w a ⁵⁵							
1359-3			dʑ i ²¹							
1360-3			j u ²¹							
1484-3			f ɛ ⁴³							
1564-3			x w i ²²							
1587-3			ŋ o ²⁴							
1598-3			ŋ ɯ ²²							
1609-3			s ɿ ²⁴							
1717-3			o ²¹							
1897-3			d i ⁵⁵							
1898-3			m ɛ ²⁴							
32-4				m æ ²⁴						
53-4				dz i ¹²						
93-4				g ɯ ¹²						
216-4				ɕ w a ²⁴						
236-4				ts u ²²						
267-4				dʑ j e n ²¹						
316-4				b ɯ ²²						
327-4				ɕ i ²²						
348-4				ts u ²⁴						
400-4				z ao ¹²						
452-4				q æ ²⁴						
463-4				qʰ a ²⁴						
512-4				d ao ⁴²						
534-4				ts u ²⁴						
556-4				qʰ u ²²						
568-4				χ e ²⁴						
588-4				ɕ w a ²⁴						
599-4				pʰ i ⁵⁵						
656-4				g u ¹²						
678-4				g u ¹²						
689-4				m æ ⁴²						
700-4				m ɛ ⁴²						
775-4				tɕ ɥ e n ⁴²						
786-4				q e n ⁵⁵						
820-4				dʑ u ⁴²						
839-4				dz i ¹²						
863-4				qʰ ao ²²						
896-4				q a ŋ ⁵⁵						
929-4				dz ɯ ⁴²						
1015-4				ɕ y ⁵⁵						
1035-4				dʑ u ²²						
1107-4				ɕ j a ²⁴						
1173-4				ɕ i ²²						
1195-4				ɕ i ²²						
1241-4				m e n ¹²						
1252-4				l u ŋ ¹²						
1294-4				q a ŋ ⁵⁵						
1326-4				ts ɥ i ²²						
1348-4				dʑ i ⁴²						
1401-4				s e n ⁴²						
1451-4				ɕ i ²²						
1473-4				t w e n ²²						
1507-4				tɕʰ i ²²						
1532-4				q e n ⁵⁵						
1543-4				ɕ i ²²						
1575-4				ɕ j e n ⁵⁵						
1618-4				b ɯ ¹²						
1640-4				g ao ²⁴						
1671-4				ɕ i ²⁴						
1731-4				s ao ⁵⁵						
1762-4				ɕ w a ŋ ⁴²						
1773-4				t i ²⁴						
1794-4				g ao ⁵⁵						
1805-4				z i ²¹						
1816-4				s w ²²						
1862-4				ʈʂ i ⁵⁵						
1885-4				qʰ æ ²⁴						
1914-4				ɕ i ²²						
1936-4				b y ²²						
1969-4				ɕ j e n ⁵⁵						
2018-4				dz ao ¹²						
2029-4				q a ŋ ⁵⁵						
2051-4				dʑ u ŋ ¹²						
2074-4				q ao ²⁴						
2085-4				m æ ²²						
2130-4				b æ ²⁴						
2245-4				dz ao ²¹						
2269-4				m ɛ ²²						
2280-4				ɕ w a ⁴²						
2291-4				s a n ⁴²						
2316-4				ts i ²⁴						
2364-4				dʑ i ²²						
2395-4				tʰ a n ⁵⁵						
2406-4				tɕʰ j a n ⁵⁵						
2417-4				k y ⁴²						
2428-4				q a ŋ ⁵⁵						
2450-4				dz a ŋ ¹²						
2484-4				ɕ i ²⁴						
2495-4				g ao ¹²						
2565-4				t i ²²						
2611-4				j u ²⁴						
2632-4				w a ²⁴						
2644-4				w a ²⁴						
2674-4				m u ²²						
2698-4				ɕ y ²²						
2709-4				n ɛ ¹²						
2720-4				dʑ u ŋ ⁴²						
2772-4				q a ²⁴						
2791-4				tɕ i ²²						
2837-4				ʈʂ a n ⁵⁵						
2859-4				ɕ j e n ⁵⁵						
2889-4				tɕ i ²²						
2900-4				k y ²²						
2928-4				tsʰ u ŋ ⁵⁵						
2941-4				qʰ æ ⁵⁵						
2998-4				ʈʂ i ²²						
3031-4				tʰ y ²²						
3052-4				d j ɯ ⁴²						
3064-4				d a ¹²						
3084-4				tʰ j a ²⁴						
3117-4				dʑ i ²¹						
3128-4				q æ ²¹						
3150-4				dz e n ⁴²						
3161-4				dz i ²²						
3172-4				ʈʂ i ²²						
3263-4				j a ²⁴						
3274-4				q æ ²¹						
3308-4				qʰ e n ⁵⁵						
3340-4				dz u ²⁴						
3362-4				ʈʂ a n ⁵⁵						
3409-4				m i ²²						
3454-4				q a ŋ ⁵⁵						
3493-4				ɕ ao ²⁴						
3536-4				ɕ ao ⁵⁵						
3548-4				pf u ²¹						
3645-4				ɕ y ⁵⁵						
3678-4				tɕʰ i ²⁴						
3757-4				l ao ²¹						
3779-4				k u ⁴²						
3813-4				x e n ⁵⁵						
3835-4				ɕ j e n ²²						
3855-4				b a ŋ ¹²						
3885-4				ɕ w e ²⁴						
3907-4				pʰ a ⁵⁵						
3942-4				ts i ²²						
3953-4				dz a n ⁵⁵						
4023-4				ɕ j a n ⁵⁵						
4034-4				dz e n ⁵⁵						
4143-4				dz o ⁴²						
4185-4				m u ²⁴						
4227-4				ʈʂ i ²²						
4238-4				dz ao ¹²						
4249-4				q a ŋ ⁵⁵						
4271-4				ʈʂ i ²¹						
4304-4				dʑ u ²¹						
4315-4				dz o ŋ ²²						
4336-4				dz e n ⁴²						
4400-4				ɕ a ŋ ⁵⁵						
4411-4				x e n ⁵⁵						
4441-4				l ao ²¹						
4557-4				qʰ ao ⁵⁵						
4591-4				ɲ j o ŋ ²²						
4602-4				ɕ i ⁴²						
4687-4				x e n ⁵⁵						
4720-4				q æ ⁵⁵						
4731-4				dz æ ²¹						
4763-4				dz ɯ ⁴²						
4918-4				tsʰ i ⁴²						
4976-4				dz i ²⁴						
4998-4				ɕ ɥ i ²²						
5037-4				t j e n ⁴²						
5048-4				dz a ŋ ⁵⁵						
5100-4				m u ¹²						
5111-4				b æ ²¹						
5122-4				qʰ w a ²⁴						
5163-4				tɕ i ²²						
5192-4				dz u ŋ ¹²						
5225-4				n ao ⁴²						
5236-4				tʰ i ²²						
64-4				pʰ a ŋ ⁴²						
104-4				χ w a ²⁴						
247-4				b i ¹²						
338-4				q w ɛ ⁴²						
378-4				dz e n ⁴²						
412-4				t ao ⁵⁵						
621-4				q w a ²⁴						
632-4				n u ²²						
645-4				b a ²¹						
742-4				g æ ²⁴						
752-4				ŋ i ¹²						
763-4				dz a ŋ ⁵⁵						
799-4				dz o ²¹						
809-4				pʰ ao ⁴²						
853-4				qʰ ao ⁵⁵						
916-4				dz u ŋ ⁵⁵						
960-4				m i ²²						
1074-4				χ ao ⁵⁵						
1086-4				qʰ ao ²⁴						
1097-4				kʰ u ²⁴						
1130-4				pʰ a ²⁴						
1184-4				ɕ i ⁵⁵						
1230-4				qʰ w a ŋ ²²						
1423-4				qʰ u ŋ ⁵⁵						
1433-4				m u ¹²						
1462-4				w e n ²²						
1545-4				ʈʂ i ²²						
1629-4				pf u ⁵⁵						
1682-4				ɕ j a n ⁵⁵						
1706-4				dz a ²¹						
1925-4				dʑ i ²²						
1991-4				dʑ u ²²						
2040-4				b a ŋ ²²						
2107-4				χ ao ⁴²						
2118-4				b u ²²						
2141-4				ɕ ao ⁵⁵						
2540-4				dʑ u ¹²						
2576-4				m i ²²						
2664-4				m u ²⁴						
2742-4				ɕ i ²²						
2753-4				ɕ j a n ⁵⁵						
2848-4				dz i ²¹						
2870-4				ɕ i ²²						
2871-4				s w a ²⁴						
2952-4				w a ²⁴						
3020-4				b y ²²						
3214-4				b a ŋ ²²						
3285-4				tʰ a ²⁴						
3330-4				ɲ i ao ¹²						
3373-4				tʰ j a ²⁴						
3397-4				j a ²⁴						
3433-4				g ao ¹²						
3443-4				g ɯ ¹²						
3590-4				s a ²⁴						
3601-4				q æ ²¹						
3634-4				ʈʂ u ²²						
3689-4				q a ŋ ²²						
3964-4				χ a ŋ ⁵⁵						
4056-4				d a ⁴²						
4102-4				tʰ y ⁴²						
4326-4				q æ ²¹						
4412-4				m æ ¹²						
4511-4				tɕ j a ²⁴						
4676-4				tʰ y ⁵⁵						
4688-4				m æ ¹²						
4814-4				dz i ²¹						
4854-4				g o ŋ ²²						
4929-4				j e n ¹²						
4940-4				t w e n ⁵⁵						
5027-4				dz u ²⁴						
5083-4				q w a ²⁴						
5248-4				tʰ i ²²						
4378-4				x ɯ ²²						
11-4				z ao ²¹						
65-4				m a ŋ ⁴²						
132-4				χ a ŋ ⁴²						
141-4				ŋ a ⁴²						
227-4				tɕʰ i ²⁴						
359-4				w e n ¹²						
379-4				b i ¹²						
422-4				tɕ i ²²						
907-4				n o ŋ ¹²						
979-4				ɕ e ²⁴						
1046-4				ts u ⁴²						
1056-4				q a ŋ ²²						
1315-4				dz w a n ²²						
1651-4				d j ɯ ⁴²						
1742-4				χ e n ²²						
1851-4				ɕ w a ŋ ⁵⁵						
1958-4				dz i ²¹						
1980-4				ʔ w e n ⁵⁵						
2163-4				b e ¹²						
2218-4				dz o ²¹						
2355-4				b a ŋ ⁴²						
2439-4				s ao ²²						
2474-4				m æ ¹²						
2517-4				ʔ w e n ⁵⁵						
2551-4				ts i ²²						
2816-4				dz æ ²⁴						
3205-4				ɕ i ²²						
3225-4				ts u ²⁴						
3234-4				tɕ i ²²						
3235-4				g w e n ⁵⁵						
3251-4				j a ²⁴						
3612-4				q e n ⁵⁵						
3656-4				tʰ a ²⁴						
3712-4				z j a n ¹²						
3790-4				pf u ²⁴						
3801-4				b i ¹²						
3975-4				ɕ w a ŋ ⁵⁵						
4081-4				q w a ²¹						
4196-4				ts i ²⁴						
4452-4				w æ ⁴²						
2379-4				l ao ⁵⁵						
4462-4				b a ŋ ⁴²						
4537-4				m ɯ ²²						
4625-4				n ao ²¹						
4657-4				b a ŋ ¹²						
4774-4				dz w e n ⁴²						
4815-4				n e ²⁴						
4900-4				g ɯ ⁴²						
5009-4				tɕʰ j a n ⁵⁵						
5082-4				m e n ⁵⁵						
1-4				m æ ¹²						
119-4				tɕʰ i ⁵⁵						
423-4				qʰ ao ²⁴						
523-4				b v a ²¹						
579-4				pʰ ɯ ⁵⁵						
610-4				j e n ¹²						
940-4				ɲ õ ²¹						
971-4				m i ²²						
1026-4				b æ ¹²						
1066-4				tsʰ o ŋ ⁵⁵						
1119-4				tsʰ w a ŋ ²²						
1218-4				pf u ŋ ⁵⁵						
1305-4				k w a ²⁴						
1359-4				dʑ i ¹²						
1360-4				j u ²¹						
1564-4				x w i ²²						
1587-4				ŋ o ŋ ⁵⁵						
1598-4				ŋ u ²²						
1609-4				ʂ i ⁵⁵						
1717-4				u ¹²						
1829-4				tɕ j e n ²²						
1897-4				dz e n ¹²						
1898-4				m i ⁵⁵						
32-5					m a ⁴⁴					
53-5					dʑ ə˞ ²¹					
93-5					g ɯ ²¹					
216-5					ʂ w a ⁴⁴					
236-5					ts õ ²²					
267-5					ts ə̃˞ ⁴²					
316-5					p ɯ̃ ²²					
327-5					ɣ ɯ ²²					
348-5					ts õ ⁵⁵					
400-5					z õ ²¹					
452-5					q a ⁵⁵					
463-5					kʰ a ⁴⁴					
512-5					t o ⁴²					
534-5					ts o ⁴⁴					
556-5					qʰ o ²²					
568-5					x ɯ ⁴⁴					
588-5					ʂ w a ⁴⁴					
599-5					pʰ ɯ ⁵⁵					
656-5					q o ²¹					
678-5					q õ ²¹					
689-5					m e ⁴²					
700-5					m e ⁴²					
775-5					p ɥ e ⁴²					
786-5					q e ⁵⁵					
820-5					tɕ õ ⁴²					
839-5					t i ²¹					
863-5					qʰ o ²²					
896-5					q a ⁵⁵					
929-5					t j ɯ ⁴²					
1015-5					ʂ õ ⁵⁵					
1035-5					ts õ ²²					
1107-5					ʂ a ⁴⁴					
1173-5					ʂ i ²²					
1195-5					ʂ i ²²					
1241-5					m e ²¹					
1252-5					l õ ²¹					
1294-5					q a ⁵⁵					
1326-5					ts ɥ i ²²					
1348-5					t i ⁴²					
1401-5					ʂ e ⁴²					
1451-5					ʂ ə˞ ²²					
1473-5					t w ẽ ²²					
1507-5					tɕʰ i ⁵⁵					
1532-5					q ɯ ⁵⁵					
1543-5					ʂ ɯ ²²					
1575-5					ʂ ə̃˞ ⁵⁵					
1618-5					b ɯ ²¹					
1640-5					k o ⁴⁴					
1671-5					ʂ i ⁴⁴					
1731-5					ʂ õ ⁵⁵					
1762-5					ʂ w a ⁴²					
1773-5					t ɯ ⁴⁴					
1794-5					k o ⁵⁵					
1805-5					z ɥ i ⁴²					
1816-5					ʂ õ ⁵⁵					
1862-5					ts ə˞ ⁵⁵					
1885-5					qʰ a ⁵⁵					
1914-5					ʂ ɯ ²²					
1936-5					p u ²²					
1969-5					ʂ ə˞ ⁵⁵					
2018-5					ts õ ²¹					
2029-5					q a ⁵⁵					
2051-5					tɕ õ ²¹					
2074-5					q õ ⁴⁴					
2085-5					m a ²²					
2130-5					p a ⁴⁴					
2245-5					ʈ o ²¹					
2269-5					m e ²²					
2280-5					ʂ o ⁴²					
2291-5					ʂ e ⁴²					
2316-5					ts i ⁵⁵					
2364-5					tɕ ĩ ²²					
2395-5					ʈʰ a ⁵⁵					
2406-5					tɕʰ a ⁵⁵					
2417-5					k õ ⁴²					
2428-5					q a ⁵⁵					
2450-5					t ə˞ ²¹					
2484-5					ɕ i ⁴⁴					
2495-5					g o ²¹					
2565-5					t i ⁵⁵					
2611-5					j o ⁴⁴					
2632-5					w a ⁵⁵					
2644-5					w a ⁵⁵					
2674-5					m o ²²					
2698-5					ʂ õ ²²					
2709-5					e ²¹					
2720-5					tɕ õ ⁴²					
2772-5					q a ⁴⁴					
2791-5					ts a ⁵⁵					
2837-5					ts ə˞ ⁵⁵					
2859-5					ʂ ə˞ ⁵⁵					
2889-5					tɕ ɥ i ²²					
2900-5					k o ²²					
2928-5					tsʰ õ ⁵⁵					
2941-5					qʰ ɯ ⁵⁵					
2998-5					ts ə˞ ²²					
3031-5					ʈʰ o ²²					
3052-5					d i ⁴²					
3064-5					t õ ²¹					
3084-5					ʈʰ a ⁵⁵					
3117-5					tɕ ə˞ ⁴²					
3128-5					q a ²¹					
3150-5					t e ⁴²					
3161-5					t i ²²					
3172-5					ʈʂ ə˞ ²²					
3263-5					j a ⁴⁴					
3274-5					q a ⁴²					
3308-5					qʰ ə˞ ⁵⁵					
3340-5					ʈ o ⁵⁵					
3362-5					ts ə˞ ⁵⁵					
3409-5					m e ²²					
3454-5					q õ ⁵⁵					
3493-5					ʂ o ⁴⁴					
3536-5					ʂ õ ⁵⁵					
3548-5					f e ⁴²					
3645-5					ʂ o ⁵⁵					
3678-5					tɕʰ i ⁵⁵					
3757-5					l õ ²¹					
3779-5					k õ ⁴²					
3813-5					x e ⁵⁵					
3835-5					ʂ ə˞ ⁵⁵					
3855-5					b a ²¹					
3885-5					ʂ w e ⁴⁴					
3907-5					pʰ e ⁵⁵					
3942-5					ts i ²²					
3953-5					ʈʰ a ⁵⁵					
4023-5					ʂ a ⁵⁵					
4034-5					t ə̃˞ ⁵⁵					
4143-5					t ə˞ ⁴²					
4185-5					m o ⁵⁵					
4227-5					ʈʂ ə˞ ⁵⁵					
4238-5					ʈ õ ²¹					
4249-5					q a ⁵⁵					
4271-5					ts ə˞ ⁴²					
4304-5					tɕ õ ⁴²					
4315-5					t i ²²					
4336-5					t ə̃˞ ⁴²					
4400-5					ʂ a ⁵⁵					
4411-5					x ə˞ ⁵⁵					
4441-5					l o ²¹					
4557-5					qʰ õ ⁵⁵					
4591-5					ɲ i ²²					
4602-5					ɣ ɯ ⁴²					
4687-5					x e ⁵⁵					
4720-5					q a ⁵⁵					
4731-5					t e ⁴²					
4763-5					t i ²¹					
4918-5					ʈʂ ə˞ ⁴²					
4976-5					t i ⁴⁴					
4998-5					ɕ ɥ i ²²					
5037-5					t i ⁴²					
5048-5					ʈ ə˞ ⁵⁵					
5100-5					m o ²¹					
5111-5					b e ⁴²					
5122-5					qʰ w a ⁴⁴					
5163-5					tɕʰ i ⁵⁵					
5192-5					tɕ õ ²¹					
5225-5					o ⁴²					
5236-5					ʈʰ ə˞ ²²					
64-5					pʰ a ⁴²					
104-5					x w a ⁴⁴					
247-5					b i ²¹					
289-5					ʂ ə˞ ⁴⁴					
338-5					q w e ⁴²					
378-5					t i ⁵⁵					
412-5					t e ⁵⁵					
621-5					q w a ⁴⁴					
632-5					ə̃˞ ²²					
645-5					b a ⁴²					
742-5					k a ⁵⁵					
763-5					ʈʰ õ ⁵⁵					
799-5					ʈ o ⁴²					
809-5					pʰ o ⁴²					
853-5					kʰ o ⁵⁵					
916-5					ʈ o ⁵⁵					
960-5					m i ⁵⁵					
1001-5					k ɯ ⁵⁵					
1086-5					qʰ o ⁵⁵					
1097-5					kʰ õ ⁵⁵					
1130-5					pʰ e ⁴⁴					
1263-5					m ⁴²					
1423-5					qʰ õ ⁵⁵					
1433-5					m o ²¹					
1545-5					ts ə˞ ²²					
1629-5					f e ⁵⁵					
1682-5					ɕ i õ ⁵⁵					
1706-5					tɕ j a ⁴²					
1925-5					tɕ ɥ i ²²					
1991-5					tɕ õ ²²					
2040-5					b o ²²					
2107-5					x o ⁴²					
2118-5					b ɯ̃ ²²					
2141-5					ʂ õ ⁵⁵					
2540-5					tɕ õ ²¹					
2576-5					m e ²²					
2664-5					m o ⁴⁴					
2742-5					ʂ ə̃˞ ²²					
2753-5					ɕ j o ⁵⁵					
2848-5					t i ²¹					
2870-5					ɣ ɯ ²¹					
2871-5					s w a ⁴⁴					
3020-5					p o ²²					
3285-5					ʈʰ a ⁵⁵					
3330-5					ɲ i ²¹					
3373-5					ʈʰ a ⁵⁵					
3397-5					j o ⁴²					
3433-5					g o ²¹					
3443-5					g ɯ ²¹					
3566-5					q a ⁴⁴					
3590-5					s o ⁴²					
3601-5					q a ²¹					
3634-5					ts õ ²²					
3689-5					q a ²²					
3964-5					x a ⁵⁵					
4056-5					t a ⁴²					
4102-5					ʈʰ ə˞ ⁴²					
4326-5					q e ²²					
4412-5					m a ²¹					
4511-5					tɕ a ⁵⁵					
4581-5					q ɯ ⁵⁵					
4676-5					ʈʰ ə˞ ⁵⁵					
4688-5					m a ²¹					
4708-5					o ⁵⁵					
4844-5					tsʰ o ⁵⁵					
4854-5					k o ²²					
4940-5					t w e ⁵⁵					
5027-5					ʈ o ⁵⁵					
5071-5					m ⁴²					
5083-5					q w a ⁴⁴					
5248-5					ʈʰ ə˞ ²²					
4378-5					x ɯ̃ ²²					
11-5					tɕ õ ²¹					
65-5					m a ⁴²					
82-5					ʈʰ ə˞ ⁵⁵					
132-5					x ⁴²					
141-5					ã ⁴²					
422-5					tɕ i ⁵⁵					
907-5					ɲ õ ²¹					
979-5					ʂ e ⁴⁴					
1056-5					g a ²²					
1274-5					ɯ ²²					
1337-5					q õ ²¹					
1390-5					j ɯ ⁴⁴					
1651-5					t i ²¹					
1980-5					ʔ w e ⁵⁵					
2163-5					p u ²¹					
2174-5					t e ²¹					
2355-5					p a ⁴²					
2439-5					s o ²²					
2474-5					m a ²¹					
2517-5					ʔ w e ⁵⁵					
2551-5					ts i ⁵⁵					
2816-5					ʈ e ⁴⁴					
2918-5					a ⁴²					
3205-5					ʂ ə̃˞ ⁵⁵					
3225-5					ts o ⁵⁵					
3234-5					tɕ i ⁵⁵					
3235-5					k w e ⁵⁵					
3384-5					m e ⁵⁵					
3656-5					ʈʰ ə˞ ⁵⁵					
3667-5					q ɯ ²¹					
4045-5					b ɯ ⁴²					
4081-5					q w a ⁴²					
4357-5					tɕʰ i ⁴²					
2379-5					l o ⁵⁵					
4537-5					m ɯ ²²					
4548-5					ʂ õ ⁴²					
4625-5					õ ⁴²					
4900-5					g ɯ̃ ⁴²					
4909-5					q a ⁵⁵					
5082-5					m ⁵⁵					
423-5					qʰ o ⁵⁵					
579-5					pʰ ɯ̃ ⁵⁵					
940-5					ɲ õ ²¹					
1066-5					tsʰ o ⁵⁵					
1218-5					f õ ⁵⁵					
1305-5					k w a ⁵⁵					
1359-5					tɕ i ²¹					
1360-5					j u ⁴²					
1484-5					f e ⁴²					
1587-5					ã ⁵⁵					
1598-5					u ²²					
1609-5					ʂ ə˞ ⁵⁵					
1717-5					u ²¹					
1897-5					d i ⁵⁵					
1898-5					m i ⁵⁵					
32-6						m a ⁴⁴				
53-6						ts i ²¹				
93-6						k ə ²¹				
216-6						s u ɑ ⁴⁴				
236-6						ts ʯ̃ ³³				
267-6						tɕ i ²¹				
316-6						p ɯ ³³				
327-6						ɣ ə ³³				
348-6						ts ʯ̃ ⁴⁴				
400-6						ɕ ʯ̃ ²¹				
452-6						k a ⁴⁴				
463-6						kʰ ɑ̃ ⁴⁴				
512-6						t ou ⁴²				
534-6						ts õ ⁴⁴				
556-6						kʰ u ³³				
568-6						x ə ⁴⁴				
588-6						s u ɑ ⁴⁴				
599-6						pʰ ɯ ⁵⁵				
656-6						k u ²¹				
678-6						k ʯ̃ ²¹				
689-6						m a ⁴²				
700-6						m e ⁴²				
775-6						p i ³¹				
786-6						k e n ⁵⁵				
820-6						ts ɯ ³¹				
839-6						t i ə ²¹				
863-6						kʰ ou ³³				
896-6						k a n ⁵⁵				
929-6						t i ə ⁴²				
1015-6						s ʯ̃ ⁵⁵				
1035-6						ts ʯ̃ ³³				
1107-6						s a ⁴⁴				
1173-6						s i ³³				
1195-6						s i ³³				
1241-6						m e ²¹				
1252-6						l ʯ̃ ²¹				
1294-6						k ɑ̃ ⁵⁵				
1326-6						ts u ³³				
1348-6						t i ³¹				
1401-6						s e n ⁴²				
1451-6						s i ³³				
1473-6						t u ³³				
1507-6						tɕʰ i ⁵⁵				
1532-6						k ə ⁵⁵				
1543-6						s ɯ ³³				
1575-6						s e n ⁵⁵				
1618-6						p ɯ ²¹				
1640-6						k ou ⁴⁴				
1671-6						s i ⁴⁴				
1731-6						s ʯ̃ ⁵⁵				
1762-6						s u ŋ ³¹				
1773-6						t ɯ ⁴⁴				
1794-6						k õ ⁵⁵				
1805-6						ɕ i ə ⁴²				
1816-6						s ʯ̃ ³³				
1862-6						ts i ⁵⁵				
1885-6						kʰ a ⁴⁴				
1914-6						s ɯ ³³				
1936-6						p ɯ ³³				
1969-6						s e n ⁵⁵				
2018-6						ts ʯ̃ ²¹				
2029-6						k ŋ ⁵⁵				
2051-6						ts ʯ̃ ²¹				
2074-6						k ou ⁴⁴				
2085-6						m a ³³				
2130-6						p a ⁴⁴				
2245-6						t i õ ⁴²				
2269-6						m e ³³				
2280-6						s u ³¹				
2291-6						s a n ⁴²				
2316-6						tɕ i ⁴⁴				
2364-6						ɕ i ³³				
2395-6						tsʰ a n ⁵⁵				
2406-6						tɕʰ a n ⁵⁵				
2417-6						k ʯ̃ ⁴²				
2428-6						k ɑ̃ ⁵⁵				
2450-6						t ʯ̃ ²¹				
2484-6						ɕ i ⁴⁴				
2495-6						k ou ²¹				
2565-6						t i ⁵⁵				
2611-6						j ou ⁴⁴				
2632-6						w ɑ̃ ⁴⁴				
2644-6						ŋ u ⁴⁴				
2674-6						m õ ³³				
2698-6						s ʯ̃ ³³				
2709-6						n e ⁴²				
2720-6						ts ʯ̃ ²¹				
2772-6						k a ⁴⁴				
2791-6						tɕ i ⁵⁵				
2837-6						ts a n ⁵⁵				
2859-6						s e n ⁵⁵				
2889-6						tɕ i ³³				
2900-6						k u ³³				
2928-6						tsʰ ʯ̃ ⁵⁵				
2941-6						kʰ ɯ ⁵⁵				
2998-6						tsʰ i ³³				
3031-6						tʰ u ³³				
3052-6						t i ə ⁴²				
3064-6						t ou ²¹				
3084-6						ts a ⁴⁴				
3117-6						ts i ²¹				
3128-6						k a ⁴²				
3150-6						t e ⁴²				
3161-6						t i ³³				
3172-6						ts i ³³				
3263-6						j o ⁴⁴				
3274-6						k a ⁴²				
3308-6						kʰ e n ⁵⁵				
3340-6						ts u ⁴⁴				
3362-6						ts a n ⁵⁵				
3409-6						m i ³³				
3454-6						k õ ⁵⁵				
3493-6						s ou ⁴⁴				
3536-6						s ʯ̃ ⁵⁵				
3548-6						f ʯ ⁴²				
3645-6						s u ⁵⁵				
3678-6						tsʰ i ⁴⁴				
3757-6						l ou ²¹				
3779-6						k ʯ ⁴²				
3813-6						x ⁵⁵				
3835-6						s e n ⁵⁵				
3855-6						p a ²¹				
3885-6						s u i ⁴⁴				
3907-6						pʰ a ⁵⁵				
3942-6						ts i ³³				
3953-6						tsʰ a n ⁵⁵				
4023-6						s a n ⁵⁵				
4034-6						t i ⁵⁵				
4143-6						t i ou ⁴²				
4185-6						m ou ⁴⁴				
4227-6						tsʰ i ⁵⁵				
4238-6						t ʯ̃ ²¹				
4249-6						k ɑ̃ ⁵⁵				
4271-6						ts i ²¹				
4304-6						ts ʯ̃ ²¹				
4315-6						t j ə ³³				
4336-6						t i ³¹				
4400-6						s ŋ ⁵⁵				
4411-6						x ẽ ⁵⁵				
4441-6						l ou ²¹				
4557-6						kʰ ou ⁵⁵				
4591-6						j õ ³³				
4602-6						ɣ ə ⁴²				
4687-6						x ẽ ⁵⁵				
4720-6						k a n ⁵⁵				
4731-6						t e ⁴²				
4763-6						t i ə ⁴²				
4918-6						tsʰ i ³¹				
4976-6						t i ⁴⁴				
4998-6						ɕ i ³³				
5037-6						t i ³¹				
5048-6						ts i ⁵⁵				
5100-6						m ou ²¹				
5111-6						p a ⁴²				
5122-6						kʰ u ɑ ⁴⁴				
5163-6						tɕʰ i ⁵⁵				
5192-6						ts ʯ̃ ²¹				
5225-6						n ʯ̃ ⁴²				
5236-6						tʰ i ³³				
64-6						pʰ ŋ ³¹				
104-6						x u ɑ ⁴⁴				
247-6						p i ²¹				
289-6						s i ⁴⁴				
338-6						k u i ³¹				
378-6						t i ³¹				
412-6						t a n ⁵⁵				
621-6						k u ɑ ⁴⁴				
632-6						n ʯ̃ ³³				
645-6						p ɑ̃ ⁴²				
742-6						k a ⁴⁴				
752-6						ŋ ə ²¹				
763-6						ts ʯ̃ ⁵⁵				
799-6						ts u ²¹				
809-6						pʰ ou ³¹				
853-6						kʰ õ ⁵⁵				
916-6						ts ʯ̃ ⁵⁵				
960-6						m i ⁵⁵				
1001-6						k ə ⁵⁵				
1074-6						x ou ⁵⁵				
1086-6						kʰ ou ⁴⁴				
1097-6						kʰ ʯ̃ ⁴⁴				
1130-6						pʰ a ⁴⁴				
1184-6						s a n ⁵⁵				
1230-6						kʰ w ɑ ³³				
1263-6						m ɯ ⁴²				
1423-6						kʰ ʯ̃ ⁵⁵				
1433-6						m ɯ ²¹				
1462-6						w ẽ ³³				
1545-6						tsʰ i ³³				
1629-6						f ʯ ⁵⁵				
1682-6						ɕ õ ⁵⁵				
1706-6						tɕ j o ⁴²				
1925-6						ts ɯ ³³				
1991-6						ts ʯ̃ ³³				
