ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	PARTIAL_COGNACY	COGIDS
9073	190	boat	Wenzhou	Wenzhou	ɦ.y.³¹	ɦ.y.³¹	ɦ y ³¹	ouji1238	28.005496	120.701179	Sino-Tibetan	1911	1911
9074	190	boat	Changsha	Changsha	ʨ.y.eː ¹³	ʨ.y.eː ¹³	tɕ yeː ¹³	chan1326	28.85032	112.943344	Sino-Tibetan	1911	1911
9075	190	boat	Shuangfeng	Shuangfeng	d.u.iː ²³	d.u.iː ²³	d uiː ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	1911	1911
9076	190	boat	Nanchang	Nanchang	s.u.ɔ.n.⁴⁵	s.u.ɔ.n.⁴⁵	s u/w ɔ n ⁴⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	1911	1911
9077	190	boat	Meixian	Meixian	s.ɔ.n.¹¹	s.ɔ.n.¹¹	s ɔ n ¹¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1911	1911
9078	190	boat	Guangzhou	Guangzhou	s.y.n.²¹	s.y.n.²¹	s y n ²¹	guan1279	23.1253503	112.9476548	Sino-Tibetan	1911	1911
9079	190	boat	Xiamen	Xiamen	s.u.a.n.²⁴	s.u.a.n.²⁴	s u/w a n ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1911	1911
9080	190	boat	Xiamen	Xiamen	ʦ.u.n.²⁴	ʦ.u.n.²⁴	ts u n ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1911	1911
9081	190	boat	Chaozhou	Chaozhou	ʦ.u.ŋ.⁵⁵	ʦ.u.ŋ.⁵⁵	ts u ŋ ⁵⁵	chao1238	23.666667	116.633333	Sino-Tibetan	1911	1911
9082	190	boat	Fuzhou	Fuzhou	s.u.ŋ.⁵²	s.u.ŋ.⁵²	s u ŋ ⁵²	fuzh1239	26.08904	119.294243	Sino-Tibetan	1911	1911
9083	190	boat	Shanghai	Shanghai	z.ø.¹³	z.ø.¹³	z ø ¹³	shan1293	31.222902	121.475372	Sino-Tibetan	1911	1911
9084	190	boat	ZhongyuanYinyun	Zhongyuan_Yinyun	ʧʰ.y.e.n.P²	ʧʰ.y.e.n.P²	tʃʰ y/ɥ e n P²/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	1911	1911
10111	191	body	Beijing	Beijing	ʂ.ə.n.⁵⁵	ʂ.ə.n.⁵⁵	ʂ ə n ⁵⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	2226	2226
10112	191	body	Jinan	Jinan	ʂ.eː ²¹³	ʂ.eː ²¹³	ʂ eː ²¹³	jina1245	36.690777	116.997299	Sino-Tibetan	2226	2226
10113	191	body	XiAn	Xi_an	ʂ.eː ²¹	ʂ.eː ²¹	ʂ eː ²¹	xian1253	34.228154	108.960571	Sino-Tibetan	2226	2226
10114	191	body	Taiyuan	Taiyuan	s.ə.ŋ.¹¹	s.ə.ŋ.¹¹	s ə ŋ ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	2226	2226
10115	191	body	Hankou	Hankou	s.ə.n.⁵⁵	s.ə.n.⁵⁵	s ə n ⁵⁵	hank1234	30.581179	114.272597	Sino-Tibetan	2226	2226
10116	191	body	Chengdu	Chengdu	s.ə.n.⁴⁴	s.ə.n.⁴⁴	s ə n ⁴⁴	chen1267	30.605768	103.970947	Sino-Tibetan	2226	2226
10117	191	body	Yangzhou	Yangzhou	s.ə.n.²¹	s.ə.n.²¹	s ə n ²¹	yang1306	32.4171449	119.209227	Sino-Tibetan	2226	2226
10118	191	body	Suzhou	Suzhou	s.ə.n.⁴⁴	s.ə.n.⁴⁴	s ə n ⁴⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	2226	2226
10119	191	body	Wenzhou	Wenzhou	s.a.ŋ.⁴⁴	s.a.ŋ.⁴⁴	s a ŋ ⁴⁴	ouji1238	28.005496	120.701179	Sino-Tibetan	2226	2226
10120	191	body	Changsha	Changsha	ʂ.ə.n.³³	ʂ.ə.n.³³	ʂ ə n ³³	chan1326	28.85032	112.943344	Sino-Tibetan	2226	2226
10121	191	body	Shuangfeng	Shuangfeng	ɕ.i.n.⁵⁵	ɕ.i.n.⁵⁵	ɕ i n ⁵⁵	shua1258	27.4569781	111.916486	Sino-Tibetan	2226	2226
10122	191	body	Nanchang	Nanchang	s.ə.n.⁴²	s.ə.n.⁴²	s ə n ⁴²	nanc1254	28.706609	115.857468	Sino-Tibetan	2226	2226
10123	191	body	Meixian	Meixian	s.ə.n.⁴⁴	s.ə.n.⁴⁴	s ə n ⁴⁴	yuet1238	24.3522958	115.8903375	Sino-Tibetan	2226	2226
10124	191	body	Guangzhou	Guangzhou	ʃ.a.n.⁵³/⁵⁵	ʃ.a.n.⁵³/⁵⁵	ʃ a n ⁵³/⁵⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	2226	2226
10125	191	body	Xiamen	Xiamen	s.i.n.⁵⁵	s.i.n.⁵⁵	s i n ⁵⁵	xiam1236	24.49421	118.08918	Sino-Tibetan	2226	2226
10126	191	body	Chaozhou	Chaozhou	s.i.ŋ.³³	s.i.ŋ.³³	s i ŋ ³³	chao1238	23.666667	116.633333	Sino-Tibetan	2226	2226
10127	191	body	Fuzhou	Fuzhou	s.i.ŋ.⁴⁴	s.i.ŋ.⁴⁴	s i ŋ ⁴⁴	fuzh1239	26.08904	119.294243	Sino-Tibetan	2226	2226
10128	191	body	Shanghai	Shanghai	s.ə.ŋ.⁵³	s.ə.ŋ.⁵³	s ə ŋ ⁵³	shan1293	31.222902	121.475372	Sino-Tibetan	2226	2226
10129	191	body	ZhongyuanYinyun	Zhongyuan_Yinyun	ʃ.i.ə.n.P	ʃ.i.ə.n.P	ʃ i/j ə n P/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	2226	2226
10648	192	bone	Beijing	Beijing	k.u.²¹⁴	k.u.²¹⁴	k u ²¹⁴	beij1234	39.9385466	116.1172766	Sino-Tibetan	2550	2550
10649	192	bone	Jinan	Jinan	k.u.²¹³	k.u.²¹³	k u ²¹³	jina1245	36.690777	116.997299	Sino-Tibetan	2550	2550
10650	192	bone	XiAn	Xi_an	k.u.²¹	k.u.²¹	k u ²¹	xian1253	34.228154	108.960571	Sino-Tibetan	2550	2550
10651	192	bone	Taiyuan	Taiyuan	k.u.ə.ʔ.²	k.u.ə.ʔ.²	k u/w ə ʔ ²	taiy1243	37.8632119	112.4024883	Sino-Tibetan	2550	2550
10652	192	bone	Hankou	Hankou	k.u.²¹³	k.u.²¹³	k u ²¹³	hank1234	30.581179	114.272597	Sino-Tibetan	2550	2550
10653	192	bone	Chengdu	Chengdu	k.u.³¹	k.u.³¹	k u ³¹	chen1267	30.605768	103.970947	Sino-Tibetan	2550	2550
10654	192	bone	Yangzhou	Yangzhou	k.u.ə.ʔ.⁴	k.u.ə.ʔ.⁴	k u/w ə ʔ ⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	2550	2550
10655	192	bone	Suzhou	Suzhou	k.u.ɤ.ʔ.⁴	k.u.ɤ.ʔ.⁴	k u/w ɤ ʔ ⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	2550	2550
10656	192	bone	Wenzhou	Wenzhou	k.y.³²³	k.y.³²³	k y ³²³	ouji1238	28.005496	120.701179	Sino-Tibetan	2550	2550
10657	192	bone	Changsha	Changsha	k.u.²⁴	k.u.²⁴	k u ²⁴	chan1326	28.85032	112.943344	Sino-Tibetan	2550	2550
10658	192	bone	Shuangfeng	Shuangfeng	k.ə.u.²³	k.ə.u.²³	k əu ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	2550	2550
10659	192	bone	Nanchang	Nanchang	k.u.t.⁵	k.u.t.⁵	k u t ⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	2550	2550
10660	192	bone	Meixian	Meixian	k.u.t.¹	k.u.t.¹	k u t ¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	2550	2550
10661	192	bone	Guangzhou	Guangzhou	k.u.a.t.⁵	k.u.a.t.⁵	k u/w a t ⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	2550	2550
10662	192	bone	Xiamen	Xiamen	k.u.t.³²	k.u.t.³²	k u t ³²	xiam1236	24.49421	118.08918	Sino-Tibetan	2550	2550
10663	192	bone	Chaozhou	Chaozhou	k.u.k.²¹	k.u.k.²¹	k u k ²¹	chao1238	23.666667	116.633333	Sino-Tibetan	2550	2550
10664	192	bone	Fuzhou	Fuzhou	k.a.u.ʔ.²³	k.a.u.ʔ.²³	k au ʔ ²³	fuzh1239	26.08904	119.294243	Sino-Tibetan	2550	2550
10665	192	bone	Shanghai	Shanghai	k.u.ɤ.ʔ.⁵	k.u.ɤ.ʔ.⁵	k u/w ɤ ʔ ⁵	shan1293	31.222902	121.475372	Sino-Tibetan	2550	2550
10666	192	bone	ZhongyuanYinyun	Zhongyuan_Yinyun	k.u.R¹	k.u.R¹	k u R¹/²¹⁴		39.9385466	116.1172766	Sino-Tibetan	2550	2550
703	193	borrow (money)	Beijing	Beijing	ʨ.i.e.⁵¹	ʨ.i.e.⁵¹	tɕ i/j e ⁵¹	beij1234	39.9385466	116.1172766	Sino-Tibetan	118	118
704	193	borrow (money)	Jinan	Jinan	ʨ.i.e.²¹	ʨ.i.e.²¹	tɕ i/j e ²¹	jina1245	36.690777	116.997299	Sino-Tibetan	118	118
705	193	borrow (money)	XiAn	Xi_an	ʨ.i.e.⁵⁵	ʨ.i.e.⁵⁵	tɕ i/j e ⁵⁵	xian1253	34.228154	108.960571	Sino-Tibetan	118	118
706	193	borrow (money)	Taiyuan	Taiyuan	ʨ.i.ɛ.⁴⁵	ʨ.i.ɛ.⁴⁵	tɕ i/j ɛ ⁴⁵	taiy1243	37.8632119	112.4024883	Sino-Tibetan	118	118
707	193	borrow (money)	Hankou	Hankou	ʨ.i.e.³⁵	ʨ.i.e.³⁵	tɕ i/j e ³⁵	hank1234	30.581179	114.272597	Sino-Tibetan	118	118
708	193	borrow (money)	Chengdu	Chengdu	ʨ.i.e.¹³	ʨ.i.e.¹³	tɕ i/j e ¹³	chen1267	30.605768	103.970947	Sino-Tibetan	118	118
709	193	borrow (money)	Yangzhou	Yangzhou	ʦ.ɪ.⁵⁵	ʦ.ɪ.⁵⁵	ts ɪ ⁵⁵	yang1306	32.4171449	119.209227	Sino-Tibetan	118	118
710	193	borrow (money)	Suzhou	Suzhou	ʦ.i.ɒ.⁴¹²	ʦ.i.ɒ.⁴¹²	ts i/j ɒ ⁴¹²	suzh1234	31.3280439	120.364116	Sino-Tibetan	118	118
711	193	borrow (money)	Wenzhou	Wenzhou	ʦ.e.i.⁴²	ʦ.e.i.⁴²	ts ei ⁴²	ouji1238	28.005496	120.701179	Sino-Tibetan	118	118
712	193	borrow (money)	Changsha	Changsha	ʦ.i.e.⁵⁵	ʦ.i.e.⁵⁵	ts i/j e ⁵⁵	chan1326	28.85032	112.943344	Sino-Tibetan	118	118
713	193	borrow (money)	Shuangfeng	Shuangfeng	ʨ.i.o.³⁵	ʨ.i.o.³⁵	tɕ i/j o ³⁵	shua1258	27.4569781	111.916486	Sino-Tibetan	118	118
714	193	borrow (money)	Nanchang	Nanchang	ʨ.i.a.⁴⁵	ʨ.i.a.⁴⁵	tɕ i/j a ⁴⁵	nanc1254	28.706609	115.857468	Sino-Tibetan	118	118
715	193	borrow (money)	Meixian	Meixian	ʦ.i.a.⁵²	ʦ.i.a.⁵²	ts i/j a ⁵²	yuet1238	24.3522958	115.8903375	Sino-Tibetan	118	118
716	193	borrow (money)	Guangzhou	Guangzhou	ʧ.ɛ.³³	ʧ.ɛ.³³	tʃ ɛ ³³	guan1279	23.1253503	112.9476548	Sino-Tibetan	118	118
717	193	borrow (money)	Xiamen	Xiamen	ʦ.i.a.¹¹	ʦ.i.a.¹¹	ts i/j a ¹¹	xiam1236	24.49421	118.08918	Sino-Tibetan	118	118
718	193	borrow (money)	Xiamen	Xiamen	ʦ.i.o.ʔ.³²	ʦ.i.o.ʔ.³²	ts i/j o ʔ ³²	xiam1236	24.49421	118.08918	Sino-Tibetan	118	118
719	193	borrow (money)	Chaozhou	Chaozhou	ʦ.i.e.ʔ.²¹	ʦ.i.e.ʔ.²¹	ts i/j e ʔ ²¹	chao1238	23.666667	116.633333	Sino-Tibetan	118	118
720	193	borrow (money)	Fuzhou	Fuzhou	ʦ.u.ɔ.ʔ.²³	ʦ.u.ɔ.ʔ.²³	ts u/w ɔ ʔ ²³	fuzh1239	26.08904	119.294243	Sino-Tibetan	118	118
721	193	borrow (money)	Shanghai	Shanghai	ʦ.i.a.³⁵/⁵⁵	ʦ.i.a.³⁵/⁵⁵	ts i/j a ³⁵/⁵⁵	shan1293	31.222902	121.475372	Sino-Tibetan	118	118
722	193	borrow (money)	ZhongyuanYinyun	Zhongyuan_Yinyun	ʦ.i.e.Q	ʦ.i.e.Q	ts i/j e Q/⁵¹		39.9385466	116.1172766	Sino-Tibetan	118	118
7115	9	bottle	Beijing	Beijing	pʰ.i.ŋ.³⁵	pʰ.i.ŋ.³⁵	pʰ i ŋ ³⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	1466	1466
7116	9	bottle	Jinan	Jinan	pʰ.i.ŋ.⁴²	pʰ.i.ŋ.⁴²	pʰ i ŋ ⁴²	jina1245	36.690777	116.997299	Sino-Tibetan	1466	1466
7117	9	bottle	XiAn	Xi_an	pʰ.i.ŋ.²⁴	pʰ.i.ŋ.²⁴	pʰ i ŋ ²⁴	xian1253	34.228154	108.960571	Sino-Tibetan	1466	1466
7118	9	bottle	Taiyuan	Taiyuan	pʰ.i.ŋ.¹¹	pʰ.i.ŋ.¹¹	pʰ i ŋ ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	1466	1466
7119	9	bottle	Hankou	Hankou	pʰ.i.n.²¹³	pʰ.i.n.²¹³	pʰ i n ²¹³	hank1234	30.581179	114.272597	Sino-Tibetan	1466	1466
7120	9	bottle	Chengdu	Chengdu	pʰ.i.n.³¹	pʰ.i.n.³¹	pʰ i n ³¹	chen1267	30.605768	103.970947	Sino-Tibetan	1466	1466
7121	9	bottle	Yangzhou	Yangzhou	pʰ.iː ³⁴	pʰ.iː ³⁴	pʰ iː ³⁴	yang1306	32.4171449	119.209227	Sino-Tibetan	1466	1466
7122	9	bottle	Suzhou	Suzhou	b.i.n.²⁴	b.i.n.²⁴	b i n ²⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	1466	1466
7123	9	bottle	Wenzhou	Wenzhou	b.e.ŋ.³¹	b.e.ŋ.³¹	b e ŋ ³¹	ouji1238	28.005496	120.701179	Sino-Tibetan	1466	1466
7124	9	bottle	Changsha	Changsha	p.i.n.¹³	p.i.n.¹³	p i n ¹³	chan1326	28.85032	112.943344	Sino-Tibetan	1466	1466
7125	9	bottle	Shuangfeng	Shuangfeng	b.i.n.²³	b.i.n.²³	b i n ²³	shua1258	27.4569781	111.916486	Sino-Tibetan	1466	1466
7126	9	bottle	Nanchang	Nanchang	pʰ.i.n.²⁴	pʰ.i.n.²⁴	pʰ i n ²⁴	nanc1254	28.706609	115.857468	Sino-Tibetan	1466	1466
7127	9	bottle	Meixian	Meixian	pʰ.i.a.ŋ.¹¹	pʰ.i.a.ŋ.¹¹	pʰ i/j a ŋ ¹¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1466	1466
7128	9	bottle	Guangzhou	Guangzhou	pʰ.ɪ.ŋ.²¹	pʰ.ɪ.ŋ.²¹	pʰ ɪ ŋ ²¹	guan1279	23.1253503	112.9476548	Sino-Tibetan	1466	1466
7129	9	bottle	Xiamen	Xiamen	p.ɪ.ŋ.²⁴	p.ɪ.ŋ.²⁴	p ɪ ŋ ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1466	1466
7130	9	bottle	Xiamen	Xiamen	p.i.n.²⁴	p.i.n.²⁴	p i n ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1466	1466
7131	9	bottle	Xiamen	Xiamen	p.a.n.²⁴	p.a.n.²⁴	p a n ²⁴	xiam1236	24.49421	118.08918	Sino-Tibetan	1466	1466
7132	9	bottle	Chaozhou	Chaozhou	pʰ.e.ŋ.⁵⁵	pʰ.e.ŋ.⁵⁵	pʰ e ŋ ⁵⁵	chao1238	23.666667	116.633333	Sino-Tibetan	1466	1466
7133	9	bottle	Fuzhou	Fuzhou	p.i.ŋ.⁵²	p.i.ŋ.⁵²	p i ŋ ⁵²	fuzh1239	26.08904	119.294243	Sino-Tibetan	1466	1466
7134	9	bottle	Shanghai	Shanghai	p.i.ŋ.¹³	p.i.ŋ.¹³	p i ŋ ¹³	shan1293	31.222902	121.475372	Sino-Tibetan	1466	1466
7135	9	bottle	ZhongyuanYinyun	Zhongyuan_Yinyun	pʰ.i.ə.ŋ.P²	pʰ.i.ə.ŋ.P²	pʰ i/j ə ŋ P²/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	1466	1466
3713	194	bow	Beijing	Beijing	k.u.ŋ.⁵⁵	k.u.ŋ.⁵⁵	k u ŋ ⁵⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	692	692
3714	194	bow	Jinan	Jinan	k.u.ŋ.²¹³	k.u.ŋ.²¹³	k u ŋ ²¹³	jina1245	36.690777	116.997299	Sino-Tibetan	692	692
3715	194	bow	XiAn	Xi_an	k.o.ŋ.²¹	k.o.ŋ.²¹	k o ŋ ²¹	xian1253	34.228154	108.960571	Sino-Tibetan	692	692
3716	194	bow	Taiyuan	Taiyuan	k.u.ŋ.¹¹	k.u.ŋ.¹¹	k u ŋ ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	692	692
3717	194	bow	Hankou	Hankou	k.o.ŋ.⁵⁵	k.o.ŋ.⁵⁵	k o ŋ ⁵⁵	hank1234	30.581179	114.272597	Sino-Tibetan	692	692
3718	194	bow	Chengdu	Chengdu	k.o.ŋ.⁴⁴	k.o.ŋ.⁴⁴	k o ŋ ⁴⁴	chen1267	30.605768	103.970947	Sino-Tibetan	692	692
3719	194	bow	Yangzhou	Yangzhou	k.ɔ.u.ŋ.²¹	k.ɔ.u.ŋ.²¹	k ɔu ŋ ²¹	yang1306	32.4171449	119.209227	Sino-Tibetan	692	692
3720	194	bow	Suzhou	Suzhou	k.o.ŋ.⁴⁴	k.o.ŋ.⁴⁴	k o ŋ ⁴⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	692	692
3721	194	bow	Wenzhou	Wenzhou	k.o.ŋ.⁴⁴	k.o.ŋ.⁴⁴	k o ŋ ⁴⁴	ouji1238	28.005496	120.701179	Sino-Tibetan	692	692
3722	194	bow	Changsha	Changsha	k.o.ŋ.³³	k.o.ŋ.³³	k o ŋ ³³	chan1326	28.85032	112.943344	Sino-Tibetan	692	692
3723	194	bow	Shuangfeng	Shuangfeng	k.a.ŋ.⁵⁵	k.a.ŋ.⁵⁵	k a ŋ ⁵⁵	shua1258	27.4569781	111.916486	Sino-Tibetan	692	692
3724	194	bow	Shuangfeng	Shuangfeng	k.ə.n.⁵⁵	k.ə.n.⁵⁵	k ə n ⁵⁵	shua1258	27.4569781	111.916486	Sino-Tibetan	692	692
3725	194	bow	Nanchang	Nanchang	k.u.ŋ.⁴²	k.u.ŋ.⁴²	k u ŋ ⁴²	nanc1254	28.706609	115.857468	Sino-Tibetan	692	692
3726	194	bow	Meixian	Meixian	k.i.u.ŋ.⁴⁴	k.i.u.ŋ.⁴⁴	k i/j u ŋ ⁴⁴	yuet1238	24.3522958	115.8903375	Sino-Tibetan	692	692
3727	194	bow	Guangzhou	Guangzhou	k.u.ŋ.⁵³/⁵⁵	k.u.ŋ.⁵³/⁵⁵	k u ŋ ⁵³/⁵⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	692	692
3728	194	bow	Xiamen	Xiamen	k.i.ɔ.ŋ.⁵⁵	k.i.ɔ.ŋ.⁵⁵	k i/j ɔ ŋ ⁵⁵	xiam1236	24.49421	118.08918	Sino-Tibetan	692	692
3729	194	bow	Chaozhou	Chaozhou	k.e.ŋ.³³	k.e.ŋ.³³	k e ŋ ³³	chao1238	23.666667	116.633333	Sino-Tibetan	692	692
3730	194	bow	Fuzhou	Fuzhou	k.y.ŋ.⁴⁴	k.y.ŋ.⁴⁴	k y ŋ ⁴⁴	fuzh1239	26.08904	119.294243	Sino-Tibetan	692	692
3731	194	bow	Shanghai	Shanghai	k.o.ŋ.⁵³	k.o.ŋ.⁵³	k o ŋ ⁵³	shan1293	31.222902	121.475372	Sino-Tibetan	692	692
3732	194	bow	ZhongyuanYinyun	Zhongyuan_Yinyun	k.u.ŋ.P	k.u.ŋ.P	k u ŋ P/⁵⁵		39.9385466	116.1172766	Sino-Tibetan	692	692
7769	195	bowl	Beijing	Beijing	.u.a.n.²¹⁴	.u.a.n.²¹⁴	u/w a n ²¹⁴	beij1234	39.9385466	116.1172766	Sino-Tibetan	1578	1578
7770	195	bowl	Jinan	Jinan	.u.aː ⁵⁵	.u.aː ⁵⁵	uaː ⁵⁵	jina1245	36.690777	116.997299	Sino-Tibetan	1578	1578
7771	195	bowl	XiAn	Xi_an	.u.aː ⁵³	.u.aː ⁵³	uaː ⁵³	xian1253	34.228154	108.960571	Sino-Tibetan	1578	1578
7772	195	bowl	Taiyuan	Taiyuan	v.æː ⁵³	v.æː ⁵³	v æː ⁵³	taiy1243	37.8632119	112.4024883	Sino-Tibetan	1578	1578
7773	195	bowl	Hankou	Hankou	.u.a.n.⁴²	.u.a.n.⁴²	u/w a n ⁴²	hank1234	30.581179	114.272597	Sino-Tibetan	1578	1578
7774	195	bowl	Chengdu	Chengdu	.u.a.n.⁵³	.u.a.n.⁵³	u/w a n ⁵³	chen1267	30.605768	103.970947	Sino-Tibetan	1578	1578
7775	195	bowl	Yangzhou	Yangzhou	.u.oː ⁴²	.u.oː ⁴²	uoː ⁴²	yang1306	32.4171449	119.209227	Sino-Tibetan	1578	1578
7776	195	bowl	Suzhou	Suzhou	.u.ø.⁵²	.u.ø.⁵²	u/w ø ⁵²	suzh1234	31.3280439	120.364116	Sino-Tibetan	1578	1578
7777	195	bowl	Wenzhou	Wenzhou	.y.⁴⁵	.y.⁴⁵	y ⁴⁵	ouji1238	28.005496	120.701179	Sino-Tibetan	1578	1578
7778	195	bowl	Changsha	Changsha	.oː ⁴¹	.oː ⁴¹	oː ⁴¹	chan1326	28.85032	112.943344	Sino-Tibetan	1578	1578
7779	195	bowl	Shuangfeng	Shuangfeng	.u.ɛː ²¹	.u.ɛː ²¹	uɛː ²¹	shua1258	27.4569781	111.916486	Sino-Tibetan	1578	1578
7780	195	bowl	Nanchang	Nanchang	.u.ɔ.n.²¹³	.u.ɔ.n.²¹³	u/w ɔ n ²¹³	nanc1254	28.706609	115.857468	Sino-Tibetan	1578	1578
7781	195	bowl	Meixian	Meixian	v.ɔ.n.³¹	v.ɔ.n.³¹	v ɔ n ³¹	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1578	1578
7782	195	bowl	Guangzhou	Guangzhou	.u.u.n.³⁵	.u.u.n.³⁵	u/w u n ³⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	1578	1578
7783	195	bowl	Xiamen	Xiamen	.u.a.n.⁵¹	.u.a.n.⁵¹	u/w a n ⁵¹	xiam1236	24.49421	118.08918	Sino-Tibetan	1578	1578
7784	195	bowl	Chaozhou	Chaozhou	.u.aː ⁵³	.u.aː ⁵³	uaː ⁵³	chao1238	23.666667	116.633333	Sino-Tibetan	1578	1578
7785	195	bowl	Fuzhou	Fuzhou	.u.a.ŋ.³¹	.u.a.ŋ.³¹	u/w a ŋ ³¹	fuzh1239	26.08904	119.294243	Sino-Tibetan	1578	1578
7786	195	bowl	Shanghai	Shanghai	.u.ø.³⁵/⁵⁵	.u.ø.³⁵/⁵⁵	u/w ø ³⁵/⁵⁵	shan1293	31.222902	121.475372	Sino-Tibetan	1578	1578
5377	196	branch/ twig	Beijing	Beijing	tʂ.ʅ.⁵⁵	tʂ.ʅ.⁵⁵	ʈʂ ʅ ⁵⁵	beij1234	39.9385466	116.1172766	Sino-Tibetan	1092	1092
5378	196	branch/ twig	Jinan	Jinan	tʂ.ʅ.²¹³	tʂ.ʅ.²¹³	ʈʂ ʅ ²¹³	jina1245	36.690777	116.997299	Sino-Tibetan	1092	1092
5379	196	branch/ twig	XiAn	Xi_an	ʦ.ɿ.²¹	ʦ.ɿ.²¹	ts ɿ ²¹	xian1253	34.228154	108.960571	Sino-Tibetan	1092	1092
5380	196	branch/ twig	Taiyuan	Taiyuan	ʦ.ɿ.¹¹	ʦ.ɿ.¹¹	ts ɿ ¹¹	taiy1243	37.8632119	112.4024883	Sino-Tibetan	1092	1092
5381	196	branch/ twig	Hankou	Hankou	ʦ.ɿ.⁵⁵	ʦ.ɿ.⁵⁵	ts ɿ ⁵⁵	hank1234	30.581179	114.272597	Sino-Tibetan	1092	1092
5382	196	branch/ twig	Chengdu	Chengdu	ʦ.ɿ.⁴⁴	ʦ.ɿ.⁴⁴	ts ɿ ⁴⁴	chen1267	30.605768	103.970947	Sino-Tibetan	1092	1092
5383	196	branch/ twig	Yangzhou	Yangzhou	ʦ.ɿ.²¹	ʦ.ɿ.²¹	ts ɿ ²¹	yang1306	32.4171449	119.209227	Sino-Tibetan	1092	1092
5384	196	branch/ twig	Suzhou	Suzhou	ʦ.ɥ.⁴⁴	ʦ.ɥ.⁴⁴	ts ɥ ⁴⁴	suzh1234	31.3280439	120.364116	Sino-Tibetan	1092	1092
5385	196	branch/ twig	Wenzhou	Wenzhou	ʦ.ɿ.⁴⁴	ʦ.ɿ.⁴⁴	ts ɿ ⁴⁴	ouji1238	28.005496	120.701179	Sino-Tibetan	1092	1092
5386	196	branch/ twig	Changsha	Changsha	tʂ.ʅ.³³	tʂ.ʅ.³³	ʈʂ ʅ ³³	chan1326	28.85032	112.943344	Sino-Tibetan	1092	1092
5387	196	branch/ twig	Shuangfeng	Shuangfeng	tʂ.ʅ.⁵⁵	tʂ.ʅ.⁵⁵	ʈʂ ʅ ⁵⁵	shua1258	27.4569781	111.916486	Sino-Tibetan	1092	1092
5388	196	branch/ twig	Nanchang	Nanchang	ʦ.ɿ.⁴²	ʦ.ɿ.⁴²	ts ɿ ⁴²	nanc1254	28.706609	115.857468	Sino-Tibetan	1092	1092
5389	196	branch/ twig	Meixian	Meixian	ʦ.ɿ.⁴⁴	ʦ.ɿ.⁴⁴	ts ɿ ⁴⁴	yuet1238	24.3522958	115.8903375	Sino-Tibetan	1092	1092
5390	196	branch/ twig	Guangzhou	Guangzhou	ʧ.i.⁵³/⁵⁵	ʧ.i.⁵³/⁵⁵	tʃ i ⁵³/⁵⁵	guan1279	23.1253503	112.9476548	Sino-Tibetan	1092	1092
5391	196	branch/ twig	Xiamen	Xiamen	ʦ.i.⁵⁵	ʦ.i.⁵⁵	ts i ⁵⁵	xiam1236	24.49421	118.08918	Sino-Tibetan	1092	1092
5392	196	branch/ twig	Chaozhou	Chaozhou	k.i.³³	k.i.³³	k i ³³	chao1238	23.666667	116.633333	Sino-Tibetan	1092	1092
5393	196	branch/ twig	Fuzhou	Fuzhou	ʦ.i.e.⁴⁴	ʦ.i.e.⁴⁴	ts i/j e ⁴⁴	fuzh1239	26.08904	119.294243	Sino-Tibetan	1092	1092
5394	196	branch/ twig	Shanghai	Shanghai	ʦ.ɿ.⁵³	ʦ.ɿ.⁵³	ts ɿ ⁵³	shan1293	31.222902	121.475372	Sino-Tibetan	1092	1092
