COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3482-6						k i k i d g o g i										
4202-6						k a l a g o										
4781-6						d a n dʒ o										
4921-6						d u l b g ɛ										
5982-6						g a a dʒ i										
408-6						d a m b i										
526-6						d a n ŋ g a										
789-6						g i n i										
1298-6						g a b u n b i										
1942-6						n i										
2666-6						d ŋ g ɛ										
3015-6						n i n dʒ i										
3905-6						n i i										
3977-6						d u n dʒ ɛ										
3978-6						d u n dʒ ɛ										
4152-6						k i o a i										
4334-6						k o aː n										
4648-6						j i										
5200-6						i o i										
5318-6						d a b i										
5532-6						k i n ɛ										
5673-6						dʒ a a n a										
5866-6						g a b a g i										
66-6						g i										
432-6						g i n i										
446-6						g a ŋ g i g ɛ										
1579-6						u m b u l ɛ										
1748-6						g i										
1823-6						g i g i										
2902-6						n a										
3684-6						g i n g i										
3812-6						k ɛ ŋ g o										
3943-6						k u l ɛ										
4259-6						g i l ɛ										
4611-6						g a m ɛ										
4738-6						g ɛ n g ɛ										
4983-6						s u n dʒ i										
5447-6						g i b i										
5656-6						d u n dʒ i										
5830-6						i i										
5868-6						k a g i										
348-6						n i n i										
998-6						i i										
1023-6						j a										
1074-6						n ŋ g e b										
1172-6						g a l ɛ										
1205-6						a a										
1668-6						b i n i										
1841-6						g o										
2063-6						ɛ g ɛ										
2671-6						n dʒ ɛ										
2977-6						g u b b a										
3256-6						i n i										
3287-6						d a n a										
3301-6						k i b i										
3498-6						n i										
4363-6						d a m i										
4442-6						k i l ɛ										
4941-6						i g i										
5228-6						k ɛ n g ɛ										
5229-6						d i n g i										
5391-6						d u m										
5793-6						d u m b ɛ i										
5888-6						i i										
1373-6						d g g g a										
1727-6						n i										
1899-6						p i n i										
1923-6						g u b o										
1971-6						d a b a b i										
2046-6						g u b g ɛ										
2109-6						g u b u o										
2127-6						k u l ɛ										
2268-6						p i l i										
2714-6						d g g i										
2863-6						dʒ ɛ n ɛ										
2999-6						d ŋ g i										
3318-6						n u n dʒ i										
3427-6						ŋ g o										
3465-6						k aː l i										
3706-6						g g g										
4008-6						g u b ɛ ɛ										
4053-6						g i l b ɛ										
4205-6						g o n d i i i										
4280-6						d a g a b a										
4848-6						k k o g o i o										
4985-6						g i										
5357-6						d ɛ n g a										
5569-6						d u n dʒ ɛ										
5906-6						d u ŋ g ɛ										
327-6						d g g a										
616-6						u n dʒ i										
687-6						d u n dʒ i										
1417-6						g ɛ										
1434-6						ŋ g o										
715-7							d i n i									
1089-7							n i ŋ i									
1319-7							n i n ɔ									
1398-7							s i ŋ u n d i									
1557-7							k i ŋ i									
1626-7							t i g i									
1840-7							t i n i									
2247-7							k i i									
4677-7							k i r i j i									
5162-7							m i n d i									
5406-7							t i n d i									
359-7							k i r i i									
1577-7							k i ŋ i									
2196-7							k i ŋ i									
2230-7							s i n i									
2533-7							b i n d i									
3605-7							k i n d i									
3866-7							k i s i									
4553-7							t i ŋ i ɛ i									
4822-7							k i n b i									
5254-7							d i ŋ i									
503-7							k i n i i									
1356-7							m i j i									
1881-7							n u m i j i									
3372-7							n a m i									
3718-7							k i ŋ i									
4135-7							b i n i i									
4694-7							k i s i d i									
807-7							k i m d i									
2320-7							k i ŋ i									
2476-7							k i n i									
2842-7							d ɛ j ɛ ɛ									
3719-7							m i									
4081-7							d ɛ m b d i									
4313-7							n ɛ n d ɛ									
4460-7							s i j ɔ									
5514-7							t ɛ n d ɛ									
5810-7							t i n d i									
93-7							d i									
260-7							b i n d i									
385-7							t i m b i i									
890-7							k i m b i r i									
1336-7							t ɛ k ɛ									
1703-7							b ɛ i									
1769-7							t i n d i									
2162-7							b i ŋ i									
2635-7							s i									
2735-7							d i n d n d i									
3031-7							t i ŋ i									
4591-7							k i ŋ i									
5301-7							k i ŋ i									
5605-7							t i ŋ i i									
296-7							t ɛ n d ɛ									
463-7							d i n b i									
1432-7							t i ŋ i									
1474-7							t i ŋ d i									
1788-7							s i r i									
2044-7							t i n b i									
2713-7							t i m b ɛ n d i ŋ i									
3425-7							j ɛ									
4184-7							t i j i									
4423-7							d i ŋ i									
4629-7							t i n d i									
4759-7							n i n j i									
4904-7							n t i n d i									
4960-7							t i n i d i									
5059-7							k i n o									
5125-7							t i n d i									
5339-7							b ɛ g ɛ									
5549-7							t i ŋ d i									
5771-7							t i ŋ i i									
5905-7							t i n i									
5922-7							t i n i									
1-7							t i									
483-7							k n s i									
667-7							i i i									
1542-7							n d i i									
1683-7							s i n i									
1898-7							k i r i j									
2551-7							ŋ i									
2901-7							t i n d i									
2957-7							m ɛ n d i									
3048-7							k i j a									
3251-7							b ɛː r i									
3885-7							t i ŋ i									
4402-7							j i									
5081-7							t ɛ n dʒ i ŋ ɛ									
5622-7							t i r i j i i									
6006-7							k i ŋ a									
43-7							s i n i									
135-7							t i n d i									
158-7							m b i s i									
194-7							t i i									
221-7							n s i									
650-7							k ɛ s i									
1152-7							t i s ɛ									
1374-7							k ɔ n d i									
1452-7							k i r i									
1862-7							i s i									
2083-7							k a m g ɛ									
2108-7							n i n i i									
2880-7							s ɛ n d ɛ d ɛ									
2924-7							b ɔ n ɔ									
2941-7							b i r i									
3113-7							t i ŋ i									
3136-7							t i ŋ i									
3405-7							k ɛ m ɛ ɛ									
3572-7							d n ŋ ɛ									
3751-7							ŋ i i									
3959-7							t i ŋ i									
4066-7							k ɔ d ɔ									
4535-7							s i g ɛ									
5180-7							s i n d i									
5583-7							t i n d i									
5981-7							i r i i									
25-7							t i n i ŋ i i i									
114-7							t i ŋ i									
702-7							i t i n i i i									
872-7							ɛ n d i									
1941-7							k i s i									
2179-7							n d i									
2351-7							t i ŋ i									
2496-7							n d i									
3588-7							k i r i									
4202-7							k i r i g ɛ									
4609-7							k i n ɔ n i i i									
4921-7							s a m b ɛ ɛ									
408-7							g ɛ m b ɛ									
526-7							d ɛ n i g ɛ									
545-7							i i i									
978-7							t a m i									
999-7							j i									
1052-7							n a m b i									
1070-7							l u g i									
1942-7							j ɛ									
2456-7							k ɔ r i									
2514-7							d n d i									
2666-7							s i j i									
2817-7							k n d i									
3300-7							i ŋ i									
3977-7							k ɛ m ŋ ɛ									
3978-7							k ɛ m d ɛ									
4039-7							t i ŋ i									
4152-7							k i r̃ i ɛ									
4260-7							t i i i									
4278-7							k u n dʒ i									
4648-7							j ɛ									
5752-7							t i									
5866-7							m ɛ n n d ɛ									
5887-7							j a m i									
446-7							k ɛ n k o r ɔ									
1108-7							k i j a									
1646-7							i i i									
1748-7							ɛ ɛ									
1823-7							k ɔ n ɔ									
2143-7							b a									
2392-7							n l ɔ s i									
2579-7							d ɔ i									
2902-7							j ɛ									
3197-7							i i									
3339-7							k a r a									
3944-7							b a g ɛ									
4240-7							k u j i									
4337-7							t u i b i									
4738-7							k ɛ n d ɛ									
4983-7							dʒ ɛ m ŋ ɛ									
5197-7							ɛː r i									
5447-7							k n d ɛ									
5656-7							dʒ ɛ m ŋ ɛ									
5733-7							n i									
5828-7							d a n i									
5868-7							t i ŋ i									
245-7							t i ŋ i									
562-7							s u m b i									
1170-7							t u n d i									
1205-7							j i									
1524-7							k i ŋ i									
2063-7							i r ɛ									
2334-7							u s i									
2671-7							ɔ g i									
3088-7							k i ŋ i									
3252-7							ɛ m b i i									
3463-7							a d ɛ									
3772-7							t i m ɔ									
3790-7							k u i									
4052-7							b i d i									
4383-7							t i i i									
4479-7							k o									
4711-7							j a r i									
4778-7							s a s i d i									
4941-7							ɔ j ɔ									
5038-7							k ɛ m b i									
5228-7							t i n d ɛ									
5319-7							t i ŋ i									
5424-7							k ɔ r ɔ									
5793-7							d ɛ ɛ g ɛ ɛ									
563-7							s u m i									
684-7							k a n i									
742-7							k a r a									
1126-7							n i									
1204-7							k eː r i									
1669-7							t i i b i i i									
2283-7							k eː r i									
2372-7							b ɛ r i									
2441-7							n i									
2773-7							b a n m i n i									
2863-7							k i j a									
2999-7							d ɔ g ɛ									
3176-7							k ɔ s ɔ									
3199-7							m u n d i									
3283-7							i i i									
3318-7							n ɛ n d ɛ									
3358-7							j									
3807-7							t u g i									
3813-7							i i									
4025-7							t i ŋ i									
4441-7							t i ŋ i									
4498-7							ɛː r i i									
4843-7							u r u i									
5357-7							k ɔ n g ɛ									
5390-7							k i r i									
61-7							k eː n d i									
197-7							ɛː u i									
283-7							n a									
594-7							i s i d i									
909-7							j i									
928-7							k m b i									
951-7							j u r									
1417-7							g ɛ									
715-8								d u n a								
1089-8								n a n a								
1319-8								n a j ɛ								
1398-8								s u g u l g i								
1557-8								g i r e								
1626-8								w a g u								
1840-8								d a n a								
2247-8								g a a								
4677-8								k u l e j a								
5162-8								m i n d a								
5406-8								d aː n d i								
359-8								k a r a a								
1577-8								g i r e								
2196-8								n a l e								
2230-8								s i g e								
2533-8								b a n a a								
3605-8								k a n d a								
3866-8								s o d i								
4553-8								d a ŋ g j a								
4822-8								k u m b e								
5254-8								d u l a								
1881-8								n u m a g a								
2084-8								j aː n g i								
2420-8								k u l a								
3218-8								p u n n d u								
3372-8								n a m a								
3718-8								p a r a								
4694-8								g u d a g u								
2320-8								g a n a								
2476-8								k o g a								
2842-8								d i g e a								
3719-8								m i								
4081-8								d u m b j ɛ								
4313-8								n e n a a								
5514-8								n a n d ɛ								
385-8								d u n b a a								
1336-8								t a g a								
1769-8								d a n b ɛ								
2735-8								d aː n g a m a								
3031-8								n n n a								
4591-8								d aː r e								
5301-8								p a l u								
63-8								k a r a								
1788-8								s i g e								
2713-8								t a m a a n d a n a								
4120-8								k a l o								
4184-8								n a n a								
4759-8								n o n j e								
5059-8								g a j ɛ								
5771-8								d u g u a								
5938-8								a r u n a g a								
629-8								n a a a								
1415-8								n g e								
1898-8								p u l u a								
2551-8								r e								
2957-8								m a n d e								
3048-8								b iː j e								
6006-8								p o r i								
135-8								d u n d u								
716-8								j ɛ								
1152-8								t a g a								
2083-8								k a n n i								
2618-8								k a l ɛ								
2636-8								n a								
2880-8								k u n d u g a								
2941-8								b i l i								
3405-8								a m a a								
3811-8								l a								
4535-8								s u g a								
4888-8								s a n a n a								
5751-8								d i j ɛ								
851-8								g a g a								
4202-8								k a n a n a								
4781-8								s aː n d e								
4921-8								s a m b a i								
196-8								k u l ɛ								
408-8								b o m b a								
789-8								g aː n a								
1942-8								n a								
2145-8								d a a								
2456-8								m a a a								
3639-8								d a g a								
3977-8								m o n d i								
3978-8								m a n d e								
4278-8								n a a a a								
5532-8								i n i								
521-8								g a d i a								
1124-8								a l a l e								
1579-8								u m b u l u								
2774-8								k a n i								
3198-8								s a m ɛ								
3534-8								d a n i								
3550-8								i n a g i								
3684-8								k i n d a								
3812-8								n a a g a								
4611-8								k a m a								
4738-8								g u n d a								
4983-8								s o n d i								
5656-8								m o n d i								
5830-8								j a								
1026-8								l a n a								
1074-8								n o g e a								
1170-8								g a n d e								
1187-8								p u r u								
1454-8								s a l e a								
1841-8								g e								
1970-8								p u l a								
2671-8								n a a								
2977-8								k u m b a								
3301-8								i b a								
3463-8								a w ɛ								
3498-8								n i								
4363-8								d a m i								
4479-8								g a								
5038-8								g a l a a								
5391-8								d a a								
5715-8								n n n a								
5793-8								s o m b a a								
5888-8								j a								
6007-8								p u n a								
568-8								n e n d a l e								
569-8								n e n d a l e								
1257-8								k a n a j a								
1433-8								p a l e								
1501-8								n i g e								
1787-8								n e								
1864-8								k a g u l ɛ								
1923-8								g u n ɛ								
1988-8								k p u n d e								
2046-8								g i n d a								
2067-8								i n d ɛ								
2109-8								k a d u a								
2127-8								n a l a								
2441-8								n e								
2599-8								i g e								
2756-8								b a l a								
2775-8								b a r i m i								
3254-8								d u l i m a								
3358-8								n aː								
3622-8								d a g a								
4008-8								g a n g a								
4205-8								n u n d a a a								
4630-8								n ɛ								
4848-8								a n a n a n a								
4905-8								n a								
4985-8								s ɛ								
5467-8								d u g ɛ								
5569-8								b a n g e								
5606-8								d i n l i ŋ g a								
5640-8								n a ŋ g a								
5906-8								t e ŋ g e								
2-8								k aː m n u								
3-8								k a n i								
21-8								d u g u								
42-8								k i b a								
64-8								k a r a								
117-8								d ɛ								
224-8								j aː g a								
241-8								d a g ɛ								
242-8								l a								
312-8								b a j								
361-8								k a r a								
651-8								d i n g e								
743-8								j a b e								
891-8								n a								
1053-8								k a n d i								
1207-8								g e								
715-9									d u w ɔ							
1089-9									n a w u							
1319-9									n ɔ w u							
1398-9									s u g u n ɔ u							
1557-9									g i r u							
1626-9									w a w a							
1840-9									d i n u							
2247-9									g ɔ w							
4677-9									g u r u w u							
5162-9									m i n e u							
5406-9									d a n dʒ u							
359-9									g a w u w							
1577-9									k i w u							
2196-9									n a w a							
2230-9									s u g ɔ							
2533-9									b a r u a							
3605-9									g a n ɛ a							
3866-9									ɔ w u							
4553-9									d a w g g u							
4822-9									g u m b ɔ							
5254-9									s u w ɔ							
503-9									k i n e u							
1356-9									m a w a							
1881-9									n u w i w u							
2084-9									a a u g u							
2420-9									g u r ɔ							
3218-9									u w u g u							
3372-9									n a w ɛ							
3718-9									s a w a							
4135-9									b a n a u							
4694-9									g u w u g u							
807-9									g ɔ m b ɔ							
2320-9									g a w ɛ							
2476-9									g u w ɔ							
2842-9									d i g u u							
4081-9									t a w b u ɔ							
4313-9									n a m g u							
4460-9									s u w ɔ							
5810-9									b i u r u							
93-9									w ɔ							
260-9									b a i r u							
385-9									t a m b ɛ n							
890-9									a m b u w u							
1336-9									a g e							
1703-9									ɔ w							
1769-9									t a m dʒ ɛ							
2162-9									b i r u							
2635-9									s ɔ							
2735-9									n a n u u g a							
3031-9									t e g u							
4591-9									t ɔ w u							
5301-9									b ɛ r u							
5605-9									n i w e u							
63-9									g a g u							
296-9									n a m b a							
463-9									s u m ɔ u							
762-9									b a n a u g u r̃ u							
1432-9									t a w u							
1474-9									t ɔ n u u							
1788-9									i r u							
2044-9									d i m b e							
2713-9									t a w u a i u e w u							
3219-9									b a w u							
3425-9									w ɔ							
4120-9									g ɔ w̃ u							
4184-9									n i w u							
4423-9									s ɔ r ɔ							
4629-9									n u w̃ u ɔ							
4759-9									n i i e u							
4904-9									n g u w u u							
4960-9									n i n u w u							
4980-9									t ɔ w u							
5059-9									g u w ɔ							
5125-9									ɔ n r̃ ɔ							
5339-9									b a w a							
5549-9									t ɔ w g ɔ							
5771-9									s u g u u							
5905-9									t i w ɛ							
5922-9									b i r u							
1-9									b ɛ							
483-9									g a w u							
629-9									t ɔ w u							
667-9									i w ɛ							
1254-9									t a n s u r u							
1415-9									n w ɛː							
1542-9									n t u u							
1683-9									s i w u							
1898-9									s u w u w							
2551-9									r u							
2901-9									t u w g u							
3251-9									s a w u							
3885-9									t ɔ w u							
4402-9									w ɔ							
5081-9									b a n u u u u							
5622-9									b ɛ l i w e w							
43-9									s a g u							
158-9									m w ɔ w u							
194-9									b w w							
221-9									i w u							
716-9									a							
1374-9									g ɔ n g ɔ							
1452-9									g i r a							
1789-9									n u m ɔ							
1862-9									i w u							
2108-9									n a w u u							
2618-9									k a g ɛ							
2636-9									m w							
2941-9									i w u							
3113-9									d e g e							
3136-9									s a r u							
3572-9									b a r u							
3811-9									a							
3959-9									t ɔ r u							
4066-9									g i w ɔ							
4888-9									s a m u n a							
5180-9									s i m b ɛ							
5583-9									a n u a							
5981-9									a w a w							
25-9									n a r u s u g u							
114-9									t ɔ w ɔ							
702-9									ɔ g ɔ n u w̃ ɔ							
851-9									g ɔ w ɔ							
872-9									a n g e							
952-9									g u r u w u							
1941-9									g i l u							
2442-9									n u m ɔ							
3448-9									b u u g u							
3497-9									t u n ɛ							
3588-9									g ɔ r ɔ							
4101-9									a n u u							
4202-9									g ɔ w u w ɔ							
4293-9									n ɔ w ɔ							
4520-9									b u l u							
4609-9									g ɔ r u u g ɔ u							
4740-9									g u n ɔ n							
4921-9									a w b u u							
5982-9									g u u g u							
978-9									g a m u							
1052-9									n i m b u							
1070-9									l u g o							
1942-9									w w							
1989-9									m i n e							
2145-9									d ɔ u							
2306-9									a m g a							
2456-9									g ɔ w u							
2514-9									n u w u							
2666-9									s i w ɛ							
3132-9									n u w g u							
3300-9									i w ɛ							
3774-9									s u r u							
3976-9									ɔ u s u							
4039-9									n ɔ n u							
4152-9									k i w e u							
4260-9									ɔ n b u							
4278-9									g u n dʒ u							
4361-9									l e g e							
4570-9									g ɔ w u u							
5673-9									w a m g e							
5752-9									t ɛː							
66-9									k a							
521-9									g ɔ w ɔ u							
685-9									s ɔ g u							
744-9									l ɔ w ɔ							
1108-9									n i w ɔ							
1745-9									w a w a							
2066-9									n a n g a							
2216-9									a a g u							
2265-9									u w ɔ							
2392-9									l ɛ ɔ w u							
2902-9									a i							
2958-9									m ɔ w̃ u							
3197-9									g u							
3943-9									a g ɔ							
4219-9									w a m g u							
4337-9									s ɔ m b ɔ							
5197-9									e w u							
5531-9									s e w u							
5733-9									n i							
348-9									n a g ɛ							
409-9									s i r u							
562-9									w u w u u							
1022-9									s i w u							
1170-9									d iː n dʒ i							
1238-9									i n u							
1578-9									t w w u u							
1612-9									n u m u u							
2288-9									ɛ r ɛ							
2334-9									ɛː w u							
2396-9									n u							
2759-9									ɛ g ɛ							
2978-9									g u g ɔ							
3088-9									s u r u							
3252-9									ɔ w b ɔ u							
3287-9									s a g u							
3407-9									a m							
3790-9									n w w							
4052-9									b ɔ w u							
4220-9									g u							
4383-9									g i n u							
4440-9									w w w							
4651-9									d i n e							
4711-9									s a w u							
4778-9									n a w u w u							
4821-9									g u							
5228-9									b iː n dʒ u							
5272-9									l e g u							
5319-9									s ɔ g u							
5375-9									m u n u g u							
5465-9									m u w̃ ɔ							
5497-9									e w							
5641-9									l ɔ u							
5692-9									a n a							
5715-9									k a r e							
389-9									n ɛ							
448-9									n ɛ u							
563-9									ɔ u w u							
613-9									m w w							
787-9									n i w̃ e							
915-9									u							
1126-9									n i							
1208-9									g a m a							
1502-9									s u n u							
1669-9									d e m b i r u							
1969-9									s u g ɔ g ɔ							
1971-9									a u g u r̃ ɔ							
2030-9									k u g ɔ							
2354-9									s i g u							
2500-9									a g a							
3011-9									w a n g a w							
3159-9									a a n a							
3199-9									g a r u m							
3319-9									g u s a m							
3395-9									k ɔ u							
3535-9									g u							
3640-9									l u r u w a							
3706-9									u u u							
3813-9									d u							
4011-9									d ɛ g u							
4498-9									ɛː r u u							
4843-9									ɔ w i u							
4986-9									s ɔ r u n u							
5036-9									s ɔ g u							
5109-9									l u g a							
5361-9									n a g ɛ							
5390-9									w u w u							
5425-9									n ɔ g ɔ							
5790-9									ɔ w u							
5847-9									ɔ n g ɔ							
136-9									k e l ɛ							
197-9									b ɛː w							
334-9									s u g u u							
652-9									b u g u							
786-9									n i							
951-9									j a r							
715-10										d ɛ n ɛ						
1089-10										n a n a						
1319-10										n d n ɛ						
1398-10										g u n u n d ɛ						
1557-10										g i d ɛ						
1626-10										g a g ɛ						
1840-10										d ɛ n ɛ						
2247-10										g ɛ n						
4677-10										g u n u n d						
5162-10										m ɛ n d ɛ						
5406-10										d ɛ n d ɛ						
359-10										g a n a ɛ						
1577-10										g i d ɛ						
2230-10										g u g ɛ						
2533-10										g a n d a						
3605-10										g a n d a						
3866-10										n d ɛ						
4822-10										g u n d ɔ						
5254-10										d u n ɔ						
503-10										g i n a ɛ						
1356-10										m a n d						
1881-10										n u g u ɛ						
2084-10										g a a b a						
2420-10										g u l a						
3218-10										g u g u						
3372-10										n a m a						
4135-10										g a n d ɛ						
4694-10										g u n n d ɛ						
807-10										g ɔ n d ɔ						
2320-10										g a n ɛ						
2476-10										g u g d						
2842-10										d i g ɛ ɛ						
3719-10										d ɔ						
4081-10										d a m b d a						
4313-10										n ɛ n g ɛ						
4460-10										g ɔ n ɛ						
5514-10										n ɛ n d a						
5810-10										g i n d ɛ						
93-10										d ɛ						
260-10										b ɛ n d ɛ						
385-10										d ɛ n d ɛ n						
890-10										ɛ n g n d iː						
1336-10										d ɛ g ɛ						
1703-10										g u n						
1769-10										d ɛ n d ɛ						
2162-10										b ɛ n ɛ						
2635-10										iː ɛ						
2735-10										d ɛ n d n d a						
3031-10										d ɛ n ɛ						
4591-10										g ɛ n a						
5301-10										b ɛ n ɛ						
5605-10										d ɛ m ɛ n						
63-10										g a g a						
296-10										d a n d ɛ						
463-10										d u n d ɛ						
762-10										a n a ŋ g u a						
1432-10										d a d ɛ						
1474-10										d ɛ n d ɛ						
2044-10										d ɛ n d ɛ						
2713-10										d ɛ n d ɛ n d ɛ n ɛ						
3219-10										b a g u						
3425-10										g ɛ						
4120-10										g a g a						
4423-10										d ɔ n ɔ						
4629-10										n ɛ n d ɛ						
4759-10										n d n d ɛ						
4904-10										n d ɛ n d a						
4960-10										g ɛ n n d ɛ						
4980-10										g ɔ n iː						
5059-10										g n ɔ						
5125-10										ɛ n d ɛ						
5339-10										g a g a						
5549-10										d a n d ɛ						
5905-10										d ɛ n ɛ						
5922-10										b ɛ d ɛ						
5938-10										a d u n u a						
1-10										d ɛ						
483-10										g n n ɛ						
629-10										d ɛ g iː						
667-10										ɛ n ɛ						
1254-10										g a m g a g a						
1415-10										g g ɛ						
1542-10										n d ɛ ɛ						
1683-10										g ɛ n ɛ						
1898-10										u n u ɛ						
2551-10										d ɛ						
2901-10										d ɛ n d ɛ						
2957-10										m ɛ n d ɛ						
3048-10										b i n ɛ						
3251-10										d a n a						
3885-10										d ɛ n ɛ						
4402-10										d ɛ						
5622-10										g ɛ n n ɛ ɛ						
43-10										m a n a						
135-10										d ɛ n d ɛ						
221-10										ɛ n ɛ						
1152-10										d ɛ n ɛ						
1374-10										g ɛ n g ɔ						
1452-10										g n a						
1789-10										n u m a						
1862-10										n d ɛ						
2636-10										m a						
2880-10										g ɛ n d u g ɛ						
2924-10										b n d ɛ						
3113-10										d ɛ n ɛ						
3136-10										a n a						
3572-10										b ɛ d ɛ						
3751-10										d ɛ n						
3811-10										g a						
3959-10										d ɛ n ɛ						
4066-10										g ɔ n ɔ						
4535-10										g u g ɛ						
5180-10										d ɛ n d ɛ						
5583-10										d ɛ n g ɛ						
5981-10										a n a ɛ						
25-10										m a n ɔ d ɛ n ɛ						
114-10										d ɛ n ɛ						
702-10										ɛ n ɛ n ɛ n d						
851-10										g u g ɛ						
872-10										ɛ n d ɛ						
2179-10										n d ɛ						
2351-10										m a n a						
2442-10										n u m a						
2496-10										n d ɛ						
3448-10										b a n d a						
3482-10										g iː g iː d ɛ ŋ g ɛ						
3497-10										g g ɛ						
4101-10										a n a n						
4293-10										g ɔ b ɔ						
4520-10										b a g a						
4609-10										m ɔ n ɔ n g d ɛ						
5982-10										g a g a						
196-10										g u l a						
526-10										d a n g a						
931-10										b a iː iː						
2306-10										a m b a						
2514-10										d n d ɛ						
2666-10										g n g ɛ						
2817-10										a n g a						
3015-10										n a n g a						
3132-10										d a n g e						
3774-10										tʃ ɔ iː iː						
3905-10										n iː e						
4334-10										g ɔ n						
4570-10										g g g iː						
5200-10										ɛ iː iː						
5318-10										g ɔ ɔ						
5532-10										u g u						
5752-10										d ɛ						
5866-10										g a n d a						
5887-10										g ɛ n a						
66-10										g a						
432-10										g a n a						
685-10										b ɔ g ɔ						
744-10										g a b a						
1124-10										u g ɛ						
1237-10										i n dʒ e						
1646-10										n n ɛ						
1823-10										g n ɛ						
2143-10										d ɛ						
2216-10										g a a ɛ						
3197-10										iː ɛ						
3812-10										g iː ŋ g iː						
3943-10										g u g u						
4024-10										g a b a						
4259-10										g g u						
4738-10										g ɛ n d ɛ						
5447-10										g i n ɛ						
5828-10										m ɛ n a						
5868-10										g a n ɛ						
245-10										d ɔ n ɔ						
285-10										n a						
998-10										g a						
1172-10										g u g ɔ						
1578-10										n i g e						
1668-10										g i n u						
2063-10										ɛ						
2288-10										ɔ iː iː						
2978-10										iː a iː a						
3252-10										ɛ n d ɛ n						
3551-10										b ɔ n g iː						
3683-10										g i g ɛ						
4052-10										m n n ɛ						
4440-10										g u ɛ						
5229-10										g i n dʒ e						
5391-10										u						
5423-10										ɔ g ɔ						
178-10										u g g u u u						
347-10										g i g ɛ						
568-10										n i n dʒ e g a						
569-10										n i n dʒ e g a						
1204-10										g n n d						
1923-10										g ɛ ɛ						
2109-10										g u g ɛ						
2268-10										iː g ɛ						
2338-10										b a b ɛ						
2619-10										tʃ a n a						
2773-10										g n d ɛ n d						
2999-10										d ɛ g ɛ						
3176-10										d n n d						
3199-10										m ɛ n ɛ ɛ						
3283-10										n n ɛ						
3465-10										u g a						
3640-10										g g g g g ɛ						
3658-10										d i g ɛ						
3706-10										g u ɛ						
3851-10										a b a b ɛ						
4205-10										ɛ n dʒ e o						
4986-10										b m ɔ g ɛ						
5043-10										dʒ a n d e n a						
5078-10										b ɔ ɔ iː						
5233-10										m a g a						
5467-10										g u g ɔː						
5963-10										a a b ɛ						
600-10										g g a g a						
616-10										ɛ g ɛ						
1184-10										g ɔ						
715-11											d i n ɔ					
1089-11											n a n ɔ					
1319-11											n ɔ n ɔ					
1398-11											s u g u n g e					
1557-11											g i g e					
1626-11											w a g i					
1840-11											d ɔ n ɔ					
2247-11											g ɔ ɔ					
4677-11											g a l ɔ n ɔ					
5162-11											m i n g e					
5406-11											d u n dʒ i					
1577-11											g i g e					
2196-11											n a l e					
2230-11											s ŋ g ɔ					
2533-11											b a ŋ g e					
3605-11											g a n d a					
3866-11											g o g i					
4553-11											d a ŋ g g e					
4822-11											g u m ɔ					
5254-11											d i l ɔ					
503-11											g u n ɔ ɔ					
1356-11											m a n ɔ					
1881-11											n u m o n ɔ					
2084-11											g ɔ n g i					
2420-11											g u l ɔ					
3218-11											b ɔ g n dʒ a					
3372-11											n a m a					
3718-11											a n a					
4135-11											p u n ɔ ɔ					
807-11											g ɔ m i					
2320-11											g a n i					
2476-11											k o g ɔ					
2842-11											d ŋ g u n					
3719-11											m i					
4081-11											d a m ɔ ɔ i					
4313-11											n u m g ɔ					
4460-11											g i n ɔ					
5514-11											n u n d e					
5810-11											g i n l ɔ					
260-11											p ɔ ɔ g ɔ					
890-11											g a m dʒ i l i					
1336-11											d ŋ g i					
1703-11											b ɔ ɔ					
2735-11											d o n dʒ a g a					
4591-11											d a l ɔ					
63-11											g a n a					
463-11											d u m a					
762-11											b a n a ŋ g ɔ n ɔ					
1788-11											s e g ɔ					
2713-11											g a m n a n dʒ ɔ g ɔ					
3425-11											g o					
4120-11											g o l o					
4184-11											n a n ɔ					
4423-11											d ɔ l ɔ					
4759-11											n o i j o					
4980-11											g ɔ n ɔ					
5125-11											b u n dʒ i					
5339-11											g a g ɔ					
5549-11											g a ɔ ɔ ɔ					
5771-11											dʒ ŋ g u n					
5938-11											g a d u n dʒ g a					
1415-11											n g ɔ					
1542-11											n g ɔ ɔ					
1683-11											g i n ɔ					
2957-11											m a n d e					
3048-11											b i j e					
4402-11											g ɔ					
5081-11											p i n dʒ ɔ dʒ i					
6006-11											b o g i					
135-11											g a n g ɔ					
158-11											k ɔ ɔ ɔ ɔ					
650-11											u n dʒ i					
716-11											j e					
1152-11											g i g ɔ					
1374-11											k ɔ n g ɔ					
1789-11											n u m a					
2083-11											k a n n i					
2618-11											g a l e					
2880-11											g u n dʒ ŋ g a					
3405-11											d a m ɔ e					
3572-11											g ɔ n ɔ					
3751-11											g ɔ ɔ					
3811-11											l e					
4535-11											s ŋ g ɔ					
4888-11											s a n u n a					
5583-11											g a ŋ g e					
5751-11											d i j ɔ					
2179-11											n d ɔ					
2442-11											n u m i					
2496-11											n ɔ n					
4781-11											s u n dʒ a					
196-11											g a l e					
408-11											j a m u					
526-11											g u n ŋ g a					
789-11											g u n a					
978-11											k ɔ ɔ ɔ					
999-11											ɔ o					
