COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
1498		tɕ ɥ i ⁴⁴			tɕ ɥ i ⁵⁵				tɕ ɥ i ⁴²	
1507	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵	tɕʰ i ²⁴	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵	tɕʰ i ¹	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵
1518	t ə̃˞ ⁴⁴			t a ŋ ²⁴		t a n ⁴⁴	t ə̃˞ ⁴⁴	t æ ŋ ⁴		t ɛ ⁴⁴
1519		s o ⁵⁵	s a ²⁴		s o ⁵⁵					
1520		q a ²¹			q ã ⁴²					
1532	k ɯ ³⁵	q ɯ ⁵⁵	q ɯ ²⁴	q e ⁵⁵	q ɯ ⁵⁵	k ɯ ⁵⁵	k ə ⁵⁵	q ɯ ¹	q ə˞ ⁵⁵	k ɯ ³⁵
1543	ʂ ɯ ³³	ɕ i ²²	ɕ j ɯ ²²	ʂ i ²²	ɕ i ²²	s ɯ ³³	s əɯ ³³	sʰ r ɯ ²	ɕ j ɯ ³³	s ɯ ³³
1545		ts ɛ ²²	ts ɿ ²²	ʈʂ i ²²	ʈʂ ə˞ ²²	ts i ³³	ts i ⁴⁴	ts r i ²	ʈʂ ə˞ ³³	ts i ³³
1564	x w i ³³		x w i ²²	x w ɛ ²²		x w i ³³		x w i ²	x w e ³³	x w i ³³
1565		f i ²²			f i ²²		f i ³³			
1575	ɕ j e n ⁵⁵	s ɛ ⁵⁵	s i ²⁴	χ j e n ⁵⁵	s ẽ ⁵⁵	ɕ j e n ⁵⁵	ɕ e n ⁵⁵	s j e n ¹	ɕ j e n ⁵⁵	ɕ i ³⁵
1587		ŋ u ⁵⁵	ŋ o ²⁴	ŋ o ⁵⁵	ŋ u ⁵⁵			ŋ o ¹	ŋ ʯ ⁵⁵	ŋ o ³⁵
1598		ŋ u ²²	ŋ u ²²	ŋ o ²²	ŋ u ²²		ŋ ə ŋ ³³	ŋ u ²	ŋ ʯ ³³	
1597	õ ³³					ʯ̃ ³³				
1609		s ɛ ⁵⁵	s ɿ ²⁴	ʂ i ⁵⁵	ʂ ə̃˞ ⁵⁵	s a n ⁵⁵		s r e ŋ ¹	ʂ ə̃˞ ⁵⁵	
1618	p u ²¹	p ɯ ²¹	b ɯ ²¹	b u ¹²	p ɯ ²¹	p ɯ ²¹	p əɯ ²¹	b ɯ ¹	b ɯ ³⁵	p ɯ ²¹
1629	f ʯ ³⁵		f ɛ ²⁴	pf u ⁵⁵	f i ⁵⁵	f ʯ ⁵⁵	p i ⁵⁵	p j e ¹	f ə˞ ⁵⁵	f ʯ ³⁵
1640	k ou ⁴⁴	k u ⁴⁴	k u ⁵⁵	k u ²⁴	k o ⁵⁵	k ou ⁴⁴	k o ⁴⁴	k o ⁴	k o ⁴²	k o ⁴⁴
1655						s w ɑ̃ ⁵⁵		ɕ w i ²		s w a ³⁵
1651	ʈʂ ɯ ²¹	dʑ i ⁴²	d j ɯ ⁴³	ɖʐ i ¹²	ɖ ɯ ⁴²	ts ɯ ³¹			d j ɯ ²¹	ts ɯ ³¹
1654				g o ŋ ⁵⁵			k o ŋ ³³		k o ŋ ⁰	
1653		k ɯ ⁴²	k ɯ ⁴³		k ɯ̃ ⁴²					
1671	ɕ i ⁴⁴	s i ⁴⁴	s i ⁵⁵	ɕ i ²⁴	ɕ i ⁴⁴	ɕ i ⁴⁴	ɕ i ⁴⁴	s j i ⁴	ɕ i ⁴²	ɕ i ⁴⁴
1682	ɕ o ŋ ³⁵		ɕ j o ²⁴	ɕ j o ŋ ⁵⁵	ɕ õ ⁵⁵	ɕ i õ ⁵⁵	ɕ o ŋ ⁵⁵	ɕ o ŋ ¹	ɕ o ŋ ⁵⁵	ɕ ou ³⁵
1693	tɕ j a ³¹	tɕ a ⁴²	tɕ j a ⁵⁵			tɕ i ɑ ³¹	tɕ a ²¹	tɕ a ³	tɕ ɔ ²¹	tɕ a ³¹
1694			a ⁴³		a ⁴²					
1695			ts i ²⁴		ʈʂ ə̃˞ ⁵⁵					
1706	tɕ j a ⁴²	dz j o ⁴²	dz j a ²¹	dʑ j a ²¹	tɕ a ⁴²	tɕ i ɑ ⁴²	tɕʰ a ⁴²	dʑ a ⁴		tɕ j a ⁴²
1722								o ŋ ¹	o ŋ ⁵⁵	
1717	u ³¹	õ ²¹	u ²¹	õ ¹²	õ ²¹	õ ²¹				ou ²¹
1731	ʂ ou ⁴⁴	ɕ w o ŋ ⁵⁵	ɕ j o ²⁴	s o ŋ ⁵⁵	ɕ i õ ⁵⁵	s õ ⁵⁵	s o ŋ ⁵⁵	s o ŋ ¹	ɕ j o ŋ ⁵⁵	s ou ⁵⁵
1742	x u ³³		χ ɯ ²²	χ e n ²²		x ə̃ ³³	x ə ³³	χ ɯ̃ ²	x ẽ ³³	x ɯ ³³
1751	s w a ŋ ³⁵	s w a ⁵⁵				s w ɑ̃ ⁵⁵	s w a ŋ ⁵⁵	s w a ŋ ²¹	s w a ŋ ⁵⁵	s w a ³⁵
1752			ɕ ɥ ɛ ²⁴	ɕ ɥ e n ⁵⁵						
1762	sʰ w a ŋ ³¹	s w a ⁴²	ɕ ɥ ɛ ⁴²	s w a ŋ ⁴²	s w ã ⁴²	s u ɑ ³¹	s w a ŋ ²¹	sʰ w a ŋ ³	s o ŋ ²¹	s w a ³¹
1773	tʲ ɯ ⁴⁴	t ɯ ⁴⁴	t ə ⁵⁵	t i ²⁴	t ɯ ⁵⁵	t ə ⁴⁴	t əɯ ⁴⁴	t ɯ ⁴	t ɯ ⁴²	t ɯ ⁴⁴
1784	k o ³³					k ʯ ³³		k r o ²		k ʯ ³³
1785		ts ɛ ²²	ts ɿ ²²	ʈʂ i ²²	ʈʂ ə˞ ²²		tɕ u ³³			
1794	k o ŋ ⁵⁵	k u ⁵⁵	k o ²⁴	k o ŋ ⁵⁵	k o ŋ ⁵⁵	k õ ⁵⁵	k o ŋ ⁵⁵	k o ŋ ¹	k o ŋ ⁵⁵	k ou ³⁵
1805	z i ²¹	z i ⁴²	ts ɿ ⁴³	z i ⁴²	z i ⁴²	s i ³¹	z əɯ ²¹	z ɯ ³	z i ²¹	z ɯ ⁴²
1816	s õ ³³	s y ²²	s u ²²	s ao ²²	s y ²²	s ʯ ³³	s ɯ ³³	s u ŋ ²	s ʯ ³³	s i ⁵⁵
1829	tɕ j e n ³⁵			tɕ j e n ⁵⁵		tɕ j e n ⁵⁵	tɕ e n ⁵⁵	tɕ e n ¹	tɕ j e n ⁵⁵	tɕ j ɛ ³⁵
1830		tɕ i ⁵⁵	tɕ ɨ ²⁴		tɕ ĩ ⁵⁵					
1841			d j æ ²¹	dz a n ¹²				d r æ n ¹	d j a ŋ ³⁵	
1840	x u ³³	x o ⁵⁵			x o ²²	x u ³³	x ə ³³			x u ³³
1851	sʰ w a ŋ ⁵⁵	s w a ⁵⁵		s w a ŋ ⁵⁵		s w ɑ̃ ⁵⁵	s w a ŋ ⁵⁵	sʰ w a ŋ ¹	s w a ŋ ⁵⁵	s w a ⁵⁵
1862	ʈʂ i ⁵⁵	ts ɛ ⁵⁵	ts ɿ ²⁴	ʈʂ i ⁵⁵	ʈʂ i ⁵⁵	ts i ⁵⁵	ts i ⁵⁵	ts r i ¹	ʈʂ i ⁵⁵	ts i ³⁵
1877				tʰ i ²⁴					tʰ i ⁴²	
1875			w ɛ ⁴³							w e ⁴²
1874		j i ⁴²			j i ⁴²					
1873	ʈʂʰ e ⁴⁴					tsʰ e ⁴⁴				
1885	kʰ ə˞ ⁴⁴	qʰ a ⁴⁴	qʰ æ ⁵⁵	qʰ æ ²⁴	qʰ a ⁵⁵	kʰ a ⁴⁴	kʰ ə˞ ⁴⁴	qʰ æ ⁴	qʰ a ⁴²	kʰ ɛ ⁴⁴
1896	ɕ a ⁴⁴					ɕ ɔ ⁴⁴		ɕ a		
1897		t i ²¹	t j ɯ ²¹	d i ²⁴	ʈ e ²¹		t ɛ ²¹		d j ɯ ³⁵	t ɯ ²¹
1898		m i ⁵⁵	m i ɛ ²⁴	m j ɛ ¹²	m e ⁵⁵		m ɛ		m e ⁵⁵	m a ³⁵
1914	ʂʰ ɯ ³³	ɕ i ²²	ɕ j ɯ ²²	ʂ i ²²	ɕ i ²²	s ɯ ³³	s əɯ ³³	sʰ r ɯ ²	ɕ j ɯ ³³	s ɯ ³³
1925	ts ɯ ³³	dʑ i ²²	dʑ ɯ ²²	dz i ²²	dʑ i ²²	ts i ³³	dz əɯ ³³	dʑ ɯ ²		ts ɯ ³³
1936	p u ³³	p ɯ ²²	p ɯ ²²	p u ³³	p u ²²	p u ³³	p əɯ ³³	p ɯ ²	p ɯ ³³	p u ³³
1947	p u ³¹	b o ⁴²		b a ⁴²	b o ⁴²			b ɔ ³	b o ²¹	p o ³¹
1958	t i ⁴²		t i u ²¹	d i ²¹		t ə ³¹	t a ⁴²	d j ɯ ¹	d j ɯ ³⁵	t ɯ ³¹
1959		tɕ u ²²			ʈ o ²²					
1969	ɕ j e n ⁵⁵	s ɛ ⁵⁵	s i ²⁴	ɕ i n ⁵⁵	s ẽ ⁵⁵	ɕ j e n ⁵⁵	ɕ e n ⁵⁵	s j e n ¹	ɕ j e n ⁵⁵	ɕ i ³⁵
1980	w e n ³⁵		ʔ u ɛ ²⁴	w e n ²²	w ẽ ⁵⁵	ʔ w e n ⁵⁵		ʔ w e n ¹	w e n ⁵⁵	w ɛ ³⁵
1991	ʈʂ õ ³³	dʑ o ²²	ɖʐ o ²²	dz o ŋ ²²	dʑ õ ²²	ts ʯ̃ ³³		ɖʐ u ŋ ²	ʐ ʯ ŋ ³³	ts ʯ ³³
2003				ɣ a ¹²				ɣ æ ¹		
2002			q a ²¹		q a ²¹		k e n ²¹			k a ²¹
2010	s i ³³		s i ³³	s i ³³		s i ³³	s i ³³	s i ²	s i ³³	
2018	ts o ŋ ²¹	ts u ²¹	ts o ²¹	dz o ŋ ¹²	ts õ ⁴²	ts õ ²¹	ts o ŋ ²¹	dz o ŋ ¹	z o ŋ ³⁵	ts ou ²¹
2029	k ã ³⁵	q o ⁵⁵	q a ²⁴	q a ŋ ⁵⁵	q ã ⁵⁵	k ɑ̃ ⁵⁵	k a ŋ ⁵⁵	q a ŋ ¹	q ɔ ŋ ⁵⁵	k a ³⁵
2040	b au ³³	b o ²²	b o ²²	b õ ²²	b o ²²	p ao ³¹		b o ŋ ²	b o ŋ ³³	b o ³³
2051	ʈʂ o ²¹	tɕ u ²¹	tɕ o ²¹	dz ao ¹²	tɕ u ²¹	ts ʯ̃ ²¹	dz u ²¹	ɖʐ u ŋ ¹	ʐ ʯ ŋ ³⁵	ts ʯ ²¹
2062		p u ²¹	p o ²¹	b ao ¹²	p õ ²¹			b ã ¹	b o ³⁵	p a ²¹
2063						tʰ i ⁵⁵	tʰ i ⁵⁵			
2064						ts i ³³	ts i ³³			
2074	k o ⁴⁴	q o ⁴⁴	q o ⁵⁵	q ao ²⁴	q o ⁵⁵	k ʯ ⁴⁴	k o ŋ ⁴⁴	q ɔ ⁴	q o ⁴²	k ʯ ⁴⁴
2085	m ə˞ ³³	m a ²²	m æ ²²	m æ ²²	m o ²²	m a n ³³	m ə˞ ³³	m æ ²	m a ³³	m ɛ ³³
2097		ɲ i ⁴⁴	ɲ i ⁵⁵	ɲ i ²⁴	ɲ i ⁴⁴		ɲ j ɛ ⁴⁴	n j e ⁴		ɲ j e ⁴⁴
2096	j e n ⁴⁴					j ẽ ⁴⁴			j e n ⁴²	
2107	x ou ³¹	x o ⁴²	x o ⁴³	h a ⁴²	x o ⁴²	x ou ³¹	x o ²¹	h ɔ ³	h ɔ ²¹	
2118	p u ³³	p ɯ ²²	b ɯ ²²	b u ²²	b u ²²	p u ³³	b ɯ ³³	b ɯ ²	b ɯ ³³	
2130	p ə˞ ⁴⁴	p a ⁴⁴	p æ ⁵⁵	p æ ²⁴	p a ⁵⁵	p a ⁴⁴	p ə˞ ⁴⁴	p æ ⁴	p a ⁴²	p ə ⁴⁴
2141	ʂ ou ⁵⁵	ɕ j o ŋ ⁵⁵	ɕ j o ²⁴	s o ŋ ⁵⁵	ɕ i õ ⁵⁵	s ou ⁵⁵	ɕ ɥ ɛ ⁴⁴	sʰ r o ŋ ¹	ɕ j o ŋ ⁵⁵	
2144			p æ ²²				pʰ j e n ³³			
2142	l ou ⁴⁴					l ou ⁴⁴				
2143	pʰ j ə˞ ⁵⁵					pʰ j ɛ ⁵⁵				
2163		p u ²¹	b ɯ ²¹	b u ¹²	p ɯ ²¹		p ə ²¹	b ɯ ¹	b ɯ ³⁵	p ɯ ²¹
2161	l i ⁵⁵					l i ⁵⁵				
2174	ʈʂ o ŋ ²¹		t j o ²¹		ʈ õ ²¹	ts õ ²¹	ts o ŋ ²¹	d r o ŋ ¹	d ʯ ³⁵	ts ou ²¹
2184	tʰ e ⁴⁴					tʰ e ⁴⁴	tʰ ɛ ⁴⁴	tʰ e ⁴		tʰ ɛ ³³
2185		tɕʰ i ⁵⁵	tɕʰ i ⁵⁵	tɕʰ i ²⁴	tɕʰ i ⁵⁵				tɕʰ i ⁴²	
2195		ŋ w ɛ ²¹	ŋ w i ²¹	w e n ¹²	w ẽ ²¹		v e n ²¹	ŋ w e n ¹		w e ²¹
2207		w i ⁴²	f ɛ ²¹	b v u ²¹	w e ²¹	v u ⁴²		b j ɛ ⁴	v ə˞ ⁴²	
2218	ʈʂʰ ou ⁴²		t j o ²¹	dz u ²¹		ts ou ⁴²	tsʰ o ⁴²	d r o ⁴	d i u ⁴²	ts ou ⁴²
2231	k o ²¹	kʰ o ⁴⁴				k ʯ ³¹		g r o ŋ ³		k ʯ ³¹
2233		ts u ²¹	dz ɿ ⁴³	ʈʂ i ⁴²	tɕ ĩ ²¹		tɕ u ²¹			
2245	ʈʂ ou ⁴²	tɕ j o ²¹	t i u ²¹	ts u ²¹	ʈ o ²¹	ts o ⁴²	tsʰ o ⁴²	d r o ⁴	t i u ⁴²	ts o ⁴²
2256	x u ⁴²							ɣ ɔ ¹		
2259			q o ²¹	q ao ¹²		k ou ²¹			ʁ ɔ ³⁵	
2257		l i ²¹			l u ²¹					
2258		b ɯ ²²			b ɯ̃ ²²		p e n ³³			
2269	m e ³³	m ɛ ²²	m ɛ ²²	m e n ²²	m e ²²	m e ³³	m e ³³	m ɛ ²	m ɛ ³³	m e ³³
2280	ɕʰ i ³¹	s y ⁴²	s u ⁴³	s u ⁴²	s u ⁴²	s ou ³¹	s əɯ ²¹	sʰ ɔ ³	s ɔ ²¹	s o ³¹
2291	ɕ j e n ⁴²	s ɛ ⁴²	s ɛ ⁴³	s e n ⁴²	s ə̃˞ ⁴²	s e n ⁴²	s e n ⁴²	s e n ⁵	s e n ²¹	s e ⁴²
2303	k w o ³³		qʰ o ⁵⁵			kʰ ou ³³	kʰ o ³³	qʰ ɔ ²	qʰ ɔ ³³	k o ³³
2316	tɕ i ⁴⁴	ts i ⁴⁴	ts i ⁵⁵	tɕ i ⁴²	ts i ⁵⁵	tɕ i ⁴⁴	tɕ i ⁴⁴	ts j i ⁴	tɕ i ⁴²	tɕ i ⁴⁴
2327	p i ə ³⁵	pʰ o ⁵⁵				p i ⁵⁵	p i ⁵⁵	p r i ¹		p i ³⁵
2329		tɕ o ⁴⁴							tɕ y ⁵⁵	
2328		l a ⁵⁵			l o ⁵⁵					
2343		qʰ w a ⁴²	qʰ w æ ⁴³	qʰ w æ ⁴²			kʰ w ə˞ ²¹	qʰ w æ ³	qʰ w a ²¹	
2342	k ou ⁴⁴				k o ⁴⁴	k ou ⁴⁴	k o ⁴⁴	qʰ ɔ ⁴		k o ⁴⁴
2355	p ã ⁴²		p j ɛ ⁴³	p i ⁴²	p j e ⁴²	p ɑ̃ ⁴²	p a ŋ ⁴²	b a ŋ ⁴		p a ⁵³
2364	ʈʂ i ³³	ts ɛ ²²	dz ɿ ²²	ɖʐ i ²²	ʐ ə̃˞ ²²	ts i ³³	dz i ³³	ɖʐ i ²	ʐ i ³³	ts i ³³
2395	ʈʂʰ ə̃˞ ⁵⁵	tɕʰ a ⁵⁵	tʰ j æ ²⁴	tsʰ a n ⁵⁵	ʈʰ ã ⁵⁵	tsʰ a n ⁵⁵	tsʰ ə˞ ⁵⁵	tʰ æ n ¹	tʰ j a ŋ ⁵⁵	tsʰ ɛ ⁵⁵
2406	tɕʰ j ə̃˞ ⁵⁵	tɕʰ j a ⁵⁵	tɕʰ j æ ²⁴	tɕʰ j a n ⁵⁵	tɕʰ i ã ⁵⁵	tɕʰ j a n ⁵⁵	tɕʰ ə̃˞ ⁵⁵	tɕʰ æ ¹	tɕʰ j a ŋ ⁵⁵	tɕʰ j ɛ ⁵⁵
2417	k o ⁴²	k ʯ ⁴²	k u ⁴³	k ao ⁴²	k ʯ ⁴²	k ʯ ⁴²	k ʯ ⁴²	k o ⁵	k y ²¹	k ʯ ⁴²
2428	k ã ³⁵	q o ⁵⁵	q a ²⁴	q a ŋ ⁵⁵	q ã ⁵⁵	k ɑ ⁵⁵	k a ŋ ⁵⁵	q a ŋ ¹	q ɔ ŋ ⁵⁵	k a ³⁵
2439	s u ³³	s o ²²	s o ²²	s u ²²	s o ²²			s ɔ ²	s ɔ ³³	s o ³³
2450	ʈʂ õ ²¹	tɕ u ²¹	tʲ o ²¹	dʑ ou ¹²	ʈ õ ²¹	ts õ ²¹	ts o ŋ ²¹	d r o ŋ ¹	d ʯ ³⁵	ts ou ²¹
2464			tsʰ ɿ ²⁴	ʈʂ i ²²	ʈʂ ə˞ ⁵⁵	tsʰ i ⁵⁵			ʈʂʰ ə̃˞ ⁵⁵	tsʰ i ⁵⁵
2461	ʂ o ³⁵						ɕ y ⁵⁵		ʂ ʯ ⁵⁵	
2474	m ə˞ ²¹		m æ ¹²	m æ ¹²	m a ²¹	m a n ²¹	m ə̃˞ ²¹	m æ ¹	m a ³⁵	
2484	ɕ i ³³	ɕ i ⁴⁴	ɕ i ⁵⁵	ɕ i ²⁴	ɕ i ⁵⁵	ɕ i ⁴⁴	ɕ i ⁴⁴	ɕ i ⁴	ɕ i ⁴²	ɕ j e ⁴⁴
2495	k u ²¹	k o ²¹	k o ²¹	g ao ¹²	k o ²¹	k ou ²¹	k o ²¹	g ɔ ¹	g ɔ ³⁵	k o ²¹
2506	p i ³³					p i ³³	p i ³³	b r i ²		p i ³³
2507		dʑ ɥ i ²²	dz ɥ ɛ ²²	dʑ y ²²	dʑ ɥ ẽ ²²				ʑ ɥ i ³³	
2517	w e n ³⁵		ʔ u ɛ ²⁴	w e n ²²	w ẽ ²²	ʔ w e n ⁵⁵		ʔ w e n ¹	w e n ⁵⁵	w ɛ ³⁵
2531			pʰ j a ⁵⁵			pʰ j o ⁴⁴	pʰ j o ⁴⁴	pʰ r a ⁴		pʰ j a ⁴⁴
2530		tɕʰ y a ⁴⁴		ʈʂ w a ²⁴	tɕʰ y a ⁵⁵				tɕʰ w o ⁴²	
2540	ʈʂ o ²¹	tɕ i u ²¹	tɕ j o ²¹	dz ao ¹²	tɕ i u ²¹	ts ʯ̃ ²¹		ɖʐ o ¹	ʐ y ³⁵	ts ʯ ²¹
2551	ts i ³³	ts i ²²		ts i ²²	ts i ²	ts i ³³	ts i ³³	ts i ²		ts i ⁴⁴
2552			d a ⁴³						tʲʰ o ²¹	
2565	tɕ i ³⁵	t i ⁵⁵	t i ²⁴	t i ⁵⁵	t i ⁵⁵	tɕ i ⁵⁵	t i ⁵⁵	tʲ ɯ ¹	tɕ j ɯ ⁵⁵	tɕ i ³⁵
2576	m ə˞ ³³	m i ²¹	m ɛ ²²	m æ ²²	m o ²²	m a n ³³		m æ ²	m a ³³	m ɛ ³³
2577	m õ ³³		m o ²²	m u ²²	m o ²²	m õ ³³		m ø ²	m o ³³	
2579			ɕ j a ⁵⁵	ɕ j a ²⁴		ɕ ɑ ⁴⁴		ɕ a ⁴	ɕ j a ⁴²	
2601				ɣ æ ¹²				ɣ æ ¹	ʁ a ³⁵	
2600	k ə˞ ²¹	q a ²¹	q æ ²¹		q a ²¹	k a ²¹	k ə˞ ²¹			k ɛ ²¹
2611	j ou ⁴⁴	j u ⁴⁴	j u ⁵⁵	j u ⁴²	j o ⁵⁵	j ou ⁴⁴	j o ⁴⁴	j ɔ ⁴	j ɔ ⁴²	j ou ⁴⁴
2622	s w ã ³⁵	s w a ⁵⁵				s w ɑ̃ ⁵⁵		s w a ŋ ¹		s w a ³⁵
2623			ɕ ɥ ɛ ²⁴	ɕ ɥ e n ⁵⁵	s õ ⁵⁵				s ɔ ŋ ⁵⁵	
2632	w a ŋ ³³	ŋ w a ⁴⁴	w a ⁵⁵	w a ŋ ²⁴	w a ŋ ⁵⁵	w ɑ̃ ⁴⁴	ŋ w a ⁴⁴	ŋ w a ⁴	ŋ w ɔ ⁴²	w a ⁴⁴
2643	m i ⁵⁵		m i ɛ ²⁴			m i ⁵⁵	m j e n ⁵⁵	m j i ¹		m i ³⁵
2644	w ã ⁵⁵	ŋ w a ⁴⁴	w a ⁵⁵	w a ŋ ⁵⁵	ŋ õ ⁵⁵	w ɑ̃ ⁵⁵	ŋ w a ⁴⁴	ŋ w a ⁴	w o ⁴²	w a ⁴⁴
2645		ɲ j a ⁵⁵			ɲ j o ⁵⁵					
2664	m õ ⁴⁴		m ɯ ⁵⁵	m o ŋ ²⁴	m o ⁵⁵	m ə̃ ⁴⁴	m o ⁴⁴	m ɯ ⁴	m ɯ ⁴²	m ɯ ⁴⁴
2674	m ou ³³	m o ²²	m o ²²	m u ²²	m o ²²	m õ ³³	m o ŋ ³³	m ø ²	m o ³³	m o ³³
2685	ʂ o ⁴²		ɕ j o ⁴³	s ao ⁴²		s ʯ̃ ⁴²		s r o ⁴		s ʯ ⁵³
2686		s ɛ ⁵⁵	ɕ i ɛ ²⁴		ʂ ə̃˞ ⁵⁵		s e n ⁵⁵	s r e n ¹	ɕ j e n ⁵⁵	
2698	ʂ o ³³	ɕ y ²²	ɕ u ²²	s ao ²²	ɕ u ²²	s ʯ ³³	s ou ³³	s r o ²	ʂ ʯ ³³	s ʯ ³³
2709	n e ⁴²	n ɛ ²¹	n ɛ ²¹	n ɛ ²⁴	n e ²¹	n i ³¹	n e ⁴²	n ɛ ¹	n ɛ ³⁵	n e ²¹
2720	ts o ⁴²	tɕ i u ²¹	tɕ j o ²¹	dz ao ²¹	tɕ i u ²¹	ts ʯ̃ ⁴²	tsʰ ʯ ⁴²	ɖʐ u ŋ ⁴	ʐ ʯ ⁴²	ts ɯ ⁴²
2731		w a ⁴²	v o ²¹		w o ²¹			b j o ⁴	v ə˞ ⁴²	
2733							ʯ ⁴²			ʯ ⁴²
2742		s ɛ ²²	ɕ j æ	ʂ ẽ ²²	ʂ ə̃˞ ²²	s a n ³³	s e n ³³	s r e ŋ ²	ʂ ə̃˞ ³³	s ɛ ³³
2754		j i ⁴²	j i ²¹		j i ²¹	j i ³¹	j i ²¹		j i ²¹	j i ³¹
2753	ɕ i õ ³⁵	ɕ j o ⁵⁵	ɕ j o ²⁴	ɕ j o ŋ ⁵⁵	ɕ i õ ⁵⁵	ɕ i õ ⁵⁵	ɕ j o ŋ ⁵⁵		ɕ j o ŋ ⁵⁵	ɕ j ou ³⁵
2771	ʂ ɯ ³³	ɕ i ²²				s ɯ ³³	s əɯ ³³	sʰ r ɯ ²	ɕ j ɯ ³³	s ɯ ³³
2772	k a ⁴⁴	q a ⁴⁴	q a ²⁴	q a ²⁴	q a ⁴⁴	k a ⁴⁴	k ə˞ ⁴⁴	q æ ⁴	q a ⁴²	k a ⁴⁴
2791	tɕ j ə̃˞ ³⁵	ts i ²²	tɕ æ ²⁴	ts e n ²²	tɕʰ i ⁵⁵	tɕ j a n ⁵⁵	tɕ j ə˞ ⁵⁵	tɕ æ ŋ ¹	tɕ a ŋ ⁵⁵	tɕ j ɛ ⁵⁵
2805	m j ə˞ ³⁵		m j æ ²⁴			m j a n ⁵⁵	m j ə˞ ⁵⁵	m j æ ¹		m j ɛ ³⁵
2806		ɲ y a ⁵⁵		ɲ w ɛ ⁵⁵	ɲ o ⁵⁵				ɲ w a ⁵⁵	
2816	ʈʂ ə˞ ³³	t ɛ ⁴⁴		ts æ ²⁴	ʈʂ ə˞ ⁵⁵	ts a ⁴⁴	ts ə˞ ⁴⁴	ʈ æ ⁴		ts ɛ ⁴⁴
2817			t j a ⁵⁵						t j a ⁴²	
2827	tɕ j e n ³³		tɕ i ²²	dʑ j e n ²²			tɕ e n ³³	ɖʐ e n ²	j e n ³³	tɕ j e ³³
2828		tsʰ o ⁵⁵			tsʰ o ⁵⁵					
2837	ʈʂ m ə̃˞ ³⁵	ts ẽ ⁵⁵	ts ɿ ²⁴	ʈʂ ə˞ ⁵⁵	ʈʂ ə̃˞ ⁵⁵	ts a n ⁵⁵	ts e n ⁵⁵	ts r e ŋ ¹	ʈʂ ə̃˞ ⁵⁵	ts i ³⁵
2848	tɕ i ⁴²		tɕ i ²¹	dʑ i ²¹	tɕ ĩ ⁴²	tɕ i ⁴²	tʰ i ⁴²	d i ⁴	ʑ i ⁴²	tɕ i ⁴²
2859	ɕʰ j e n ⁵⁵	s ɛ ⁵⁵	s i ²⁴	ɕ j e n ⁵⁵	s ẽ ⁵⁵	ɕ j e n ⁵⁵	ɕ e n ⁵⁵	sʰ j e n ¹	ɕ j e n ⁵⁵	ɕ i ³⁵
2870	ɣ ɯ ³³	ɣ ɯ ²¹	ɣ ɯ ²¹	ɣ e ²¹	ɣ ɯ ²¹	ɣ ə ³³	ɣ ə ³³		ɣ ɯ ³³	ɣ ɯ ³³
2871	s w a ⁴⁴	s w a ⁴⁴	s w a ⁵⁵	s w a ²⁴	s w a ⁴⁴	s u ɑ ⁴⁴	s w a ⁴⁴		s w ɔ ⁴²	s w a ⁴⁴
2889	tɕ j ɯ ³³	tɕ i ²²	tɕ j ɯ ²²	tɕ i ²²	tɕ i ²²	tɕ j ɯ ³³	tɕ əɯ ³³	tɕ ɯ ²	tɕ i ³³	tɕ j ɯ ³³
2900	k u ³³	k ʯ ²²	k u ²²	k u ²²	k ʯ ²²	k u ³³	k ʯ ³³	k u ²	k ʯ ³³	k u ³³
2911	j ou ⁴²		j o ⁴³			j ou ⁴²		j ɔ ⁵	j o ²¹	
2918		a ⁴²	a ⁴³		a ⁴²	a ⁴²	a ²¹	ʔ a ⁴	a ²¹	a ³¹
2928	tsʰ õ ⁵⁵	tsʰ o ŋ ⁵⁵	tsʰ o ⁴²	tsʰ ə ⁵⁵	tsʰ o ⁵⁵	tsʰ ʯ̃ ⁵⁵	tsʰ o ŋ ⁵⁵	tsʰ u ŋ ¹	tsʰ ʯ ⁵⁵	tsʰ i ⁵⁵
2941	kʰ ɯ ⁵⁵	qʰ ɯ ⁵⁵	qʰ ɯ ²⁴	qʰ e ⁵⁵	qʰ ɯ̃ ⁵⁵	kʰ ɯ ⁵⁵	kʰ ə ⁵⁵	qʰ ɯ̃ ¹	qʰ ə̃˞ ⁵⁵	kʰ ɯ ⁵⁵
2952	w a ŋ ³³	ŋ w a ⁴⁴	w a ⁵⁵	w a ŋ ²⁴		w ɑ̃ ⁴⁴	ŋ w a ⁴⁴	ŋ w a ⁴	ŋ w ɔ ⁴²	w a ⁴⁴
2966	tɕ i ²¹					tɕ i ³¹	t i ³¹		ʑ i ²¹	tɕ i ³¹
2965	ɕ ɥ i ³³						ɕ u ³³			
2977			s o ⁵⁵	s ao ⁴²			s ʯ ⁴⁴	s ɔ ⁴		s i ⁵⁵
