ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
832	462_cloth	cloth	Ega	Ega	sɛ44	sɛ44	s ɛ ⁴⁴	egab1234	26.4858945	98.8528962	Sino-Tibetan	3 7 8	AXT	SE5	2	2.S.C 2.E.V 2.5.T	1.6 3.0 1.0	sɛ⁴⁴	0	979
833	462_cloth	cloth	Jinman	Jinman	se55	se55	s e ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	3 7 8	AXT	SE5	5	5.S.C 5.E.V 5.5.T	1.6 3.0 1.0	se⁵⁵	0	979
834	462_cloth	cloth	Jinxing	Jinxing	se44	se44	s e ⁴⁴		24.9259218	103.1237482	Sino-Tibetan	3 7 8	AXT	SE5	6	6.S.C 6.E.V 6.5.T	1.6 3.0 1.0	se⁴⁴	0	979
835	462_cloth	cloth	Dashi	Dashi	sʰe44	sʰe44	sʰ e ⁴⁴		26.3530106	100.1930442	Sino-Tibetan	3 7 8	AXT	SE5	1	1.S.C 1.E.V 1.5.T	1.6 3.0 1.0	sʰe⁴⁴	0	979
836	462_cloth	cloth	Zhoucheng	Zhoucheng	(pʰio31)	pʰio31	pʰ i/j o ³¹	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 6 7 8	ACXT	PJU3	10	10.P.C 10.J.C 10.U.V 10.3.T	1.6 1.2 3.0 1.0	pʰi/jo³¹	0	980
837	462_cloth	cloth	Mazhelong	Mazhelong	(pʰio21)	pʰio21	pʰ i/j o ²¹		24.1677209	104.1950232	Sino-Tibetan	1 6 7 8	ACXT	PJU3	7	7.P.C 7.J.C 7.U.V 7.3.T	1.6 1.2 3.0 1.0	pʰi/jo²¹	0	980
838	7_cloud	cloud	ProtoBai	Proto-Bai	ŋɔ1b	ŋɔ1b	ŋ ɔ 1b/¹				Sino-Tibetan	4 7 8	AXT	NU6	8	8.N.C 8.U.V 8.6.T	1.6 3.0 1.0	ŋɔ1b/¹	0	993
839	7_cloud	cloud	Tuoluo	Tuoluo	ŋɔ35	ŋɔ35	ŋ ɔ ³⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	4 7 8	AXT	NU2	9	9.N.C 9.U.V 9.2.T	1.6 3.0 1.0	ŋɔ³⁵	0	993
840	7_cloud	cloud	Gongxing	Gongxing	ŋE12	ŋE12	ŋ ᴇ/ɛ ¹²		27.0852794	99.1652452	Sino-Tibetan	4 7 8	AXT	NE2	4	4.N.C 4.E.V 4.2.T	1.6 3.0 1.0	ŋᴇ/ɛ¹²	0	993
841	7_cloud	cloud	Enqi	Enqi	ʀæ21	ʀæ21	ʀ æ ²¹	enqi1234	26.4738155	99.1189832	Sino-Tibetan	5 7 8	AXT	RE3	3	3.R.C 3.E.V 3.3.T	1.6 3.0 1.0	ʀæ²¹	0	992
842	7_cloud	cloud	Ega	Ega	(mɯ̃121)	mɯ̃121	m ɯ̃ ¹²¹	egab1234	26.4858945	98.8528962	Sino-Tibetan	4 7 8	AXT	MI6	2	2.M.C 2.I.V 2.6.T	1.6 3.0 1.0	mɯ̃¹²¹	0	991
843	7_cloud	cloud	Jinman	Jinman	(mM21)	mM21	m ɯ ²¹	nuji1238	26.4154856	99.1285952	Sino-Tibetan	4 7 8	AXT	MI3	5	5.M.C 5.I.V 5.3.T	1.6 3.0 1.0	mɯ²¹	0	994
844	7_cloud	cloud	Jinxing	Jinxing	ṽ21	ṽ21	ṽ/ʯ̃ ²¹		24.9259218	103.1237482	Sino-Tibetan	7 8	XT	Y3	6	6.Y.V 6.3.T	3.0 1.0	ṽ/ʯ̃²¹	0	995
845	7_cloud	cloud	Dashi	Dashi	võ21	võ21	v õ ²¹		26.3530106	100.1930442	Sino-Tibetan	3 7 8	AXT	BU3	1	1.B.C 1.U.V 1.3.T	1.6 3.0 1.0	võ²¹	0	990
846	7_cloud	cloud	Zhoucheng	Zhoucheng	v21	v21	v/ʯ ²¹	zhou1234	25.8958826	100.0988062	Sino-Tibetan	7 8	XT	Y3	10	10.Y.V 10.3.T	3.0 1.0	v/ʯ²¹	0	995
847	7_cloud	cloud	Mazhelong	Mazhelong	yen21	yen21	y/ɥ e n ²¹		24.1677209	104.1950232	Sino-Tibetan	6 7 4 8	AXLT	JEN3	7	7.J.C 7.E.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0	y/ɥen²¹	0	996
848	1063_cold	cold	ProtoBai	Proto-Bai	kɯ1	kɯ1	k ɯ ¹				Sino-Tibetan	1 7 8	AXT	KI6	8	8.K.C 8.I.V 8.6.T	1.6 3.0 1.0	kɯ¹	0	1001
849	1063_cold	cold	ProtoBai	Proto-Bai	gæ1	gæ1	g æ ¹				Sino-Tibetan	1 7 8	AXT	KE6	8	8.K.C 8.E.V 8.6.T	1.6 3.0 1.0	gæ¹	0	1001
850	1063_cold	cold	Tuoluo	Tuoluo	kɯ55	kɯ55	k ɯ ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 8	AXT	KI5	9	9.K.C 9.I.V 9.5.T	1.6 3.0 1.0	kɯ⁵⁵	0	1001
851	1063_cold	cold	Gongxing	Gongxing	ga12	ga12	g a ¹²		27.0852794	99.1652452	Sino-Tibetan	1 7 8	AXT	KA2	4	4.K.C 4.A.V 4.2.T	1.6 3.0 1.0	ga¹²	0	1002
852	1063_cold	cold	Enqi	Enqi	kɯ24	kɯ24	k ɯ ²⁴	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	KI2	3	3.K.C 3.I.V 3.2.T	1.6 3.0 1.0	kɯ²⁴	0	1001
853	1063_cold	cold	Ega	Ega	kɯ55	kɯ55	k ɯ ⁵⁵	egab1234	26.4858945	98.8528962	Sino-Tibetan	1 7 8	AXT	KI5	2	2.K.C 2.I.V 2.5.T	1.6 3.0 1.0	kɯ⁵⁵	0	1001
854	1063_cold	cold	Jinman	Jinman	kɯ55	kɯ55	k ɯ ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	KI5	5	5.K.C 5.I.V 5.5.T	1.6 3.0 1.0	kɯ⁵⁵	0	1001
855	1063_cold	cold	Jinxing	Jinxing	kɯ55(thing)/kɑ21(weather, fɚling)	kɯ55	k ɯ ⁵⁵		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	KI5	6	6.K.C 6.I.V 6.5.T	1.6 3.0 1.0	kɯ⁵⁵	0	1001
856	1063_cold	cold	Jinxing	Jinxing	kɯ55(thing)/kɑ21(weather, fɚling)	kɑ21	k ɑ ²¹		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	KA3	6	6.K.C 6.A.V 6.3.T	1.6 3.0 1.0	kɑ²¹	0	1002
857	1063_cold	cold	Dashi	Dashi	kɯka21	kɯka21	k ɯ ⁰ + k a ²¹		26.3530106	100.1930442	Sino-Tibetan	1 7 8 9 1 7 8	AXT_AXT	KI6_KA3	1	1.K.C 1.I.V 1.6.T 1._._ 1.K.C 1.A.V 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kɯ⁰+ka²¹	0	1001 1002
858	1063_cold	cold	Zhoucheng	Zhoucheng	kɯ35	kɯ35	k ɯ ³⁵	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	KI2	10	10.K.C 10.I.V 10.2.T	1.6 3.0 1.0	kɯ³⁵	0	1001
859	1063_cold	cold	Mazhelong	Mazhelong	kɯ55	kɯ55	k ɯ ⁵⁵		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	KI5	7	7.K.C 7.I.V 7.5.T	1.6 3.0 1.0	kɯ⁵⁵	0	1001
860	481_comb	comb	ProtoBai	Proto-Bai	sro1	sro1	s r o ¹				Sino-Tibetan	3 5 7 8	ACXT	SRU6	8	8.S.C 8.R.C 8.U.V 8.6.T	1.6 1.2 3.0 1.0	sro¹	0	1015
861	481_comb	comb	Tuoluo	Tuoluo	ʂv55	ʂv55	ʂ v/ʯ ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	3 7 8	AXT	SY5	9	9.S.C 9.Y.V 9.5.T	1.6 3.0 1.0	ʂv/ʯ⁵⁵	0	1015
862	481_comb	comb	Gongxing	Gongxing	sao55	sao55	s ao ⁵⁵		27.0852794	99.1652452	Sino-Tibetan	3 7 8	AXT	SA5	4	4.S.C 4.A.V 4.5.T	1.6 3.0 1.0	sao⁵⁵	0	1015
863	481_comb	comb	Enqi	Enqi	ɕu24	ɕu24	ɕ u ²⁴	enqi1234	26.4738155	99.1189832	Sino-Tibetan	3 7 8	AXT	SY2	3	3.S.C 3.Y.V 3.2.T	1.6 3.0 1.0	ɕu²⁴	0	1015
864	481_comb	comb	Ega	Ega	ɕy55	ɕy55	ɕ y ⁵⁵	egab1234	26.4858945	98.8528962	Sino-Tibetan	3 7 8	AXT	SY5	2	2.S.C 2.Y.V 2.5.T	1.6 3.0 1.0	ɕy⁵⁵	0	1015
865	481_comb	comb	Jinman	Jinman	ɕu55	ɕu55	ɕ u ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	3 7 8	AXT	SY5	5	5.S.C 5.Y.V 5.5.T	1.6 3.0 1.0	ɕu⁵⁵	0	1015
866	481_comb	comb	Jinxing	Jinxing	sṽ55	sṽ55	s ṽ/ʯ̃ ⁵⁵		24.9259218	103.1237482	Sino-Tibetan	3 7 8	AXT	SY5	6	6.S.C 6.Y.V 6.5.T	1.6 3.0 1.0	sṽ/ʯ̃⁵⁵	0	1015
867	481_comb	comb	Dashi	Dashi	ʂ35	ʂ35	ʂ */ə ³⁵		26.3530106	100.1930442	Sino-Tibetan	3 7 8	AXT	SE2	1	1.S.C 1.E.V 1.2.T	1.6 3.0 1.0	ʂ*/ə³⁵	0	1015
868	481_comb	comb	Zhoucheng	Zhoucheng	sv35	sv35	s v/ʯ ³⁵	zhou1234	25.8958826	100.0988062	Sino-Tibetan	3 7 8	AXT	SY2	10	10.S.C 10.Y.V 10.2.T	1.6 3.0 1.0	sv/ʯ³⁵	0	1015
869	481_comb	comb	Mazhelong	Mazhelong	su55	su55	s u ⁵⁵		24.1677209	104.1950232	Sino-Tibetan	3 7 8	AXT	SY5	7	7.S.C 7.Y.V 7.5.T	1.6 3.0 1.0	su⁵⁵	0	1015
870	1546_compensate	compensate	ProtoBai	Proto-Bai	bæ1	bæ1	b æ ¹				Sino-Tibetan	1 7 8	AXT	PE6	8	8.P.C 8.E.V 8.6.T	1.6 3.0 1.0	bæ¹	0	1026
871	1546_compensate	compensate	Tuoluo	Tuoluo	ba35	ba35	b a ³⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 8	AXT	PA2	9	9.P.C 9.A.V 9.2.T	1.6 3.0 1.0	ba³⁵	0	1026
872	1546_compensate	compensate	Gongxing	Gongxing	bæ12	bæ12	b æ ¹²		27.0852794	99.1652452	Sino-Tibetan	1 7 8	AXT	PE2	4	4.P.C 4.E.V 4.2.T	1.6 3.0 1.0	bæ¹²	0	1026
873	1546_compensate	compensate	Enqi	Enqi	pæ21	pæ21	p æ ²¹	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	PE3	3	3.P.C 3.E.V 3.3.T	1.6 3.0 1.0	pæ²¹	0	1026
874	1546_compensate	compensate	Jinxing	Jinxing	pa21	pa21	p a ²¹		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	PA3	6	6.P.C 6.A.V 6.3.T	1.6 3.0 1.0	pa²¹	0	1026
875	1546_compensate	compensate	Dashi	Dashi	pɚ21	pɚ21	p ə˞ ²¹		26.3530106	100.1930442	Sino-Tibetan	1 7 8	AXT	PE3	1	1.P.C 1.E.V 1.3.T	1.6 3.0 1.0	pə˞²¹	0	1026
876	1546_compensate	compensate	Zhoucheng	Zhoucheng	pʰǝ42	pʰǝ42	pʰ ə ⁴²	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	PE3	10	10.P.C 10.E.V 10.3.T	1.6 3.0 1.0	pʰə⁴²	0	1026
877	1546_compensate	compensate	Mazhelong	Mazhelong	(tã42)	tã42	t ã ⁴²		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	TA3	7	7.T.C 7.A.V 7.3.T	1.6 3.0 1.0	tã⁴²	0	1027
878	1804_cookboil	cook; boil	ProtoBai	Proto-Bai	tsrɔ2	tsrɔ2	ts r ɔ ²				Sino-Tibetan	2 5 7 8	ACXT	CRU6	8	8.C.C 8.R.C 8.U.V 8.6.T	1.6 1.2 3.0 1.0	tsrɔ²	0	1035
879	1804_cookboil	cook; boil	Tuoluo	Tuoluo	tʂv33	tʂv33	ʈʂ v/ʯ ³³	tuol1234	23.3833337	102.1839821	Sino-Tibetan	2 7 8	AXT	CY4	9	9.C.C 9.Y.V 9.4.T	1.6 3.0 1.0	ʈʂv/ʯ³³	0	1035
880	1804_cookboil	cook; boil	Gongxing	Gongxing	tsao22	tsao22	ts ao ²²		27.0852794	99.1652452	Sino-Tibetan	2 7 8	AXT	CA1	4	4.C.C 4.A.V 4.1.T	1.6 3.0 1.0	tsao²²	0	1035
881	1804_cookboil	cook; boil	Enqi	Enqi	tɕu22	tɕu22	tɕ u ²²	enqi1234	26.4738155	99.1189832	Sino-Tibetan	2 7 8	AXT	CY1	3	3.C.C 3.Y.V 3.1.T	1.6 3.0 1.0	tɕu²²	0	1035
882	1804_cookboil	cook; boil	Ega	Ega	tɕu22	tɕu22	tɕ u ²²	egab1234	26.4858945	98.8528962	Sino-Tibetan	2 7 8	AXT	CY1	2	2.C.C 2.Y.V 2.1.T	1.6 3.0 1.0	tɕu²²	0	1035
883	1804_cookboil	cook; boil	Jinman	Jinman	tɕu22	tɕu22	tɕ u ²²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	2 7 8	AXT	CY1	5	5.C.C 5.Y.V 5.1.T	1.6 3.0 1.0	tɕu²²	0	1035
884	1804_cookboil	cook; boil	Jinxing	Jinxing	tsv55	tsv55	ts v/ʯ ⁵⁵		24.9259218	103.1237482	Sino-Tibetan	2 7 8	AXT	CY5	6	6.C.C 6.Y.V 6.5.T	1.6 3.0 1.0	tsv/ʯ⁵⁵	0	1035
885	1804_cookboil	cook; boil	Dashi	Dashi	tʂo33	tʂo33	ʈʂ o ³³		26.3530106	100.1930442	Sino-Tibetan	2 7 8	AXT	CU4	1	1.C.C 1.U.V 1.4.T	1.6 3.0 1.0	ʈʂo³³	1	1035
886	1804_cookboil	cook; boil	Zhoucheng	Zhoucheng	tsv33	tsv33	ts v/ʯ ³³	zhou1234	25.8958826	100.0988062	Sino-Tibetan	2 7 8	AXT	CY4	10	10.C.C 10.Y.V 10.4.T	1.6 3.0 1.0	tsv/ʯ³³	0	1035
887	1804_cookboil	cook; boil	Mazhelong	Mazhelong	tsv33	tsv33	ts v/ʯ ³³		24.1677209	104.1950232	Sino-Tibetan	2 7 8	AXT	CY4	7	7.C.C 7.Y.V 7.4.T	1.6 3.0 1.0	tsv/ʯ³³	0	1035
888	544_cookingstovekitchenrange	cooking stove; kitchen range	ProtoBai	Proto-Bai	tso5	tso5	ts o ⁵				Sino-Tibetan	2 7 8	AXT	CU6	8	8.C.C 8.U.V 8.6.T	1.6 3.0 1.0	tso⁵	0	1046
889	544_cookingstovekitchenrange	cooking stove; kitchen range	Tuoluo	Tuoluo	tsu21	tsu21	ts u ²¹	tuol1234	23.3833337	102.1839821	Sino-Tibetan	2 7 8	AXT	CY3	9	9.C.C 9.Y.V 9.3.T	1.6 3.0 1.0	tsu²¹	0	1046
890	544_cookingstovekitchenrange	cooking stove; kitchen range	Gongxing	Gongxing	tsu42	tsu42	ts u ⁴²		27.0852794	99.1652452	Sino-Tibetan	2 7 8	AXT	CY3	4	4.C.C 4.Y.V 4.3.T	1.6 3.0 1.0	tsu⁴²	0	1046
891	544_cookingstovekitchenrange	cooking stove; kitchen range	Enqi	Enqi	tsu43	tsu43	ts u ⁴³	enqi1234	26.4738155	99.1189832	Sino-Tibetan	2 7 8	AXT	CY3	3	3.C.C 3.Y.V 3.3.T	1.6 3.0 1.0	tsu⁴³	0	1046
892	544_cookingstovekitchenrange	cooking stove; kitchen range	Ega	Ega	tsy42	tsy42	ts y ⁴²	egab1234	26.4858945	98.8528962	Sino-Tibetan	2 7 8	AXT	CY3	2	2.C.C 2.Y.V 2.3.T	1.6 3.0 1.0	tsy⁴²	1	1046
893	544_cookingstovekitchenrange	cooking stove; kitchen range	Jinxing	Jinxing	tsou42	tsou42	ts ou ⁴²		24.9259218	103.1237482	Sino-Tibetan	2 7 8	AXT	CU3	6	6.C.C 6.U.V 6.3.T	1.6 3.0 1.0	tsou⁴²	1	1046
894	544_cookingstovekitchenrange	cooking stove; kitchen range	Dashi	Dashi	tsu42	tsu42	ts u ⁴²		26.3530106	100.1930442	Sino-Tibetan	2 7 8	AXT	CY3	1	1.C.C 1.Y.V 1.3.T	1.6 3.0 1.0	tsu⁴²	0	1046
895	544_cookingstovekitchenrange	cooking stove; kitchen range	Mazhelong	Mazhelong	tso42	tso42	ts o ⁴²		24.1677209	104.1950232	Sino-Tibetan	2 7 8	AXT	CU3	7	7.C.C 7.U.V 7.3.T	1.6 3.0 1.0	tso⁴²	0	1046
896	53_copperbronze	copper, bronze	ProtoBai	Proto-Bai	qæn2	qæn2	q æ n ²				Sino-Tibetan	1 7 4 8	AXLT	KEN6	8	8.K.C 8.E.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	qæn²	0	1056
897	53_copperbronze	copper, bronze	Tuoluo	Tuoluo	qaŋ33	qaŋ33	q a ŋ ³³	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 4 8	AXLT	KAN4	9	9.K.C 9.A.V 9.N.c 9.4.T	1.6 3.0 1.1 1.0	qaŋ³³	0	1056
898	53_copperbronze	copper, bronze	Gongxing	Gongxing	qan22	qan22	q a n ²²		27.0852794	99.1652452	Sino-Tibetan	1 7 4 8	AXLT	KAN1	4	4.K.C 4.A.V 4.N.c 4.1.T	1.6 3.0 1.1 1.0	qan²²	0	1056
899	53_copperbronze	copper, bronze	Enqi	Enqi	qæ22	qæ22	q æ ²²	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	KE1	3	3.K.C 3.E.V 3.1.T	1.6 3.0 1.0	qæ²²	0	1056
900	53_copperbronze	copper, bronze	Ega	Ega	qa22	qa22	q a ²²	egab1234	26.4858945	98.8528962	Sino-Tibetan	1 7 8	AXT	KA1	2	2.K.C 2.A.V 2.1.T	1.6 3.0 1.0	qa²²	0	1056
901	53_copperbronze	copper, bronze	Jinman	Jinman	qã22	qã22	q ã ²²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	KA1	5	5.K.C 5.A.V 5.1.T	1.6 3.0 1.0	qã²²	0	1056
902	53_copperbronze	copper, bronze	Jinxing	Jinxing	[tṽ21]	tṽ21	t ṽ/ʯ̃ ²¹		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	TY3	6	6.T.C 6.Y.V 6.3.T	1.6 3.0 1.0	tṽ/ʯ̃²¹	0	1055
903	53_copperbronze	copper, bronze	Dashi	Dashi	[tõ21]	tõ21	t õ ²¹		26.3530106	100.1930442	Sino-Tibetan	1 7 8	AXT	TU3	1	1.T.C 1.U.V 1.3.T	1.6 3.0 1.0	tõ²¹	0	1055
904	53_copperbronze	copper, bronze	Zhoucheng	Zhoucheng	kɛ33	kɛ33	k ɛ ³³	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	KE4	10	10.K.C 10.E.V 10.4.T	1.6 3.0 1.0	kɛ³³	0	1056
905	53_copperbronze	copper, bronze	Mazhelong	Mazhelong	kɚ̃33	kɚ̃33	k ə̃˞ ³³		24.1677209	104.1950232	Sino-Tibetan	1 7 8	AXT	KE4	7	7.K.C 7.E.V 7.4.T	1.6 3.0 1.0	kə̃˞³³	0	1056
906	162_corpse	corpse	ProtoBai	Proto-Bai	tsʰoŋ1	tsʰoŋ1	tsʰ o ŋ ¹				Sino-Tibetan	2 7 4 8	AXLT	CUN6	8	8.C.C 8.U.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	tsʰoŋ¹	0	1066
907	162_corpse	corpse	Tuoluo	Tuoluo	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	2 7 4 8	AXLT	CUN5	9	9.C.C 9.U.V 9.N.c 9.5.T	1.6 3.0 1.1 1.0	tsʰoŋ⁵⁵	0	1066
908	162_corpse	corpse	Gongxing	Gongxing	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵		27.0852794	99.1652452	Sino-Tibetan	2 7 4 8	AXLT	CUN5	4	4.C.C 4.U.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	tsʰoŋ⁵⁵	1	1066
909	162_corpse	corpse	Enqi	Enqi	tsʰo24	tsʰo24	tsʰ o ²⁴	enqi1234	26.4738155	99.1189832	Sino-Tibetan	2 7 8	AXT	CU2	3	3.C.C 3.U.V 3.2.T	1.6 3.0 1.0	tsʰo²⁴	0	1066
910	162_corpse	corpse	Ega	Ega	tsʰo55	tsʰo55	tsʰ o ⁵⁵	egab1234	26.4858945	98.8528962	Sino-Tibetan	2 7 8	AXT	CU5	2	2.C.C 2.U.V 2.5.T	1.6 3.0 1.0	tsʰo⁵⁵	0	1066
911	162_corpse	corpse	Jinman	Jinman	tsõ55	tsõ55	ts õ ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	2 7 8	AXT	CU5	5	5.C.C 5.U.V 5.5.T	1.6 3.0 1.0	tsõ⁵⁵	0	1066
912	162_corpse	corpse	Mazhelong	Mazhelong	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵		24.1677209	104.1950232	Sino-Tibetan	2 7 4 8	AXLT	CUN5	7	7.C.C 7.U.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	tsʰoŋ⁵⁵	1	1066
913	1045_correctright	correct; right	ProtoBai	Proto-Bai	hɔ1	hɔ1	h ɔ ¹				Sino-Tibetan	3 7 8	AXT	HU6	8	8.H.C 8.U.V 8.6.T	1.6 3.0 1.0	hɔ¹	0	1074
914	1045_correctright	correct; right	Tuoluo	Tuoluo	hɔ55	hɔ55	h ɔ ⁵⁵	tuol1234	23.3833337	102.1839821	Sino-Tibetan	3 7 8	AXT	HU5	9	9.H.C 9.U.V 9.5.T	1.6 3.0 1.0	hɔ⁵⁵	0	1074
915	1045_correctright	correct; right	Gongxing	Gongxing	ho12	ho12	h o ¹²		27.0852794	99.1652452	Sino-Tibetan	3 7 8	AXT	HU2	4	4.H.C 4.U.V 4.2.T	1.6 3.0 1.0	ho¹²	0	1074
916	1045_correctright	correct; right	Enqi	Enqi	χo24	χo24	χ o ²⁴	enqi1234	26.4738155	99.1189832	Sino-Tibetan	3 7 8	AXT	GU2	3	3.G.C 3.U.V 3.2.T	1.6 3.0 1.0	χo²⁴	0	1074
917	1045_correctright	correct; right	Ega	Ega	xo55	xo55	x o ⁵⁵	egab1234	26.4858945	98.8528962	Sino-Tibetan	3 7 8	AXT	GU5	2	2.G.C 2.U.V 2.5.T	1.6 3.0 1.0	xo⁵⁵	0	1074
918	1045_correctright	correct; right	Jinman	Jinman	(kv42)	kv42	k v/ʯ ⁴²	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	KY3	5	5.K.C 5.Y.V 5.3.T	1.6 3.0 1.0	kv/ʯ⁴²	0	1075
919	1045_correctright	correct; right	Jinxing	Jinxing	xou55	xou55	x ou ⁵⁵		24.9259218	103.1237482	Sino-Tibetan	3 7 8	AXT	GU5	6	6.G.C 6.U.V 6.5.T	1.6 3.0 1.0	xou⁵⁵	0	1074
920	1045_correctright	correct; right	Dashi	Dashi	xou35	xou35	x ou ³⁵		26.3530106	100.1930442	Sino-Tibetan	3 7 8	AXT	GU2	1	1.G.C 1.U.V 1.2.T	1.6 3.0 1.0	xou³⁵	1	1074
921	1045_correctright	correct; right	Zhoucheng	Zhoucheng	xo35	xo35	x o ³⁵	zhou1234	25.8958826	100.0988062	Sino-Tibetan	3 7 8	AXT	GU2	10	10.G.C 10.U.V 10.2.T	1.6 3.0 1.0	xo³⁵	0	1074
922	1045_correctright	correct; right	Mazhelong	Mazhelong	xo55	xo55	x o ⁵⁵		24.1677209	104.1950232	Sino-Tibetan	3 7 8	AXT	GU5	7	7.G.C 7.U.V 7.5.T	1.6 3.0 1.0	xo⁵⁵	0	1074
923	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	ProtoBai	Proto-Bai	qʰɔ4	qʰɔ4	qʰ ɔ ⁴				Sino-Tibetan	1 7 8	AXT	KU6	8	8.K.C 8.U.V 8.6.T	1.6 3.0 1.0	qʰɔ⁴	0	1086
924	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Tuoluo	Tuoluo	qʰo42	qʰo42	qʰ o ⁴²	tuol1234	23.3833337	102.1839821	Sino-Tibetan	1 7 8	AXT	KU3	9	9.K.C 9.U.V 9.3.T	1.6 3.0 1.0	qʰo⁴²	0	1086
925	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Gongxing	Gongxing	qʰu224	qʰu224	qʰ u ²²⁴		27.0852794	99.1652452	Sino-Tibetan	1 7 8	AXT	KY6	4	4.K.C 4.Y.V 4.6.T	1.6 3.0 1.0	qʰu²²⁴	0	1086
926	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Enqi	Enqi	qʰu55	qʰu55	qʰ u ⁵⁵	enqi1234	26.4738155	99.1189832	Sino-Tibetan	1 7 8	AXT	KY5	3	3.K.C 3.Y.V 3.5.T	1.6 3.0 1.0	qʰu⁵⁵	0	1086
927	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Ega	Ega	qʰu44	qʰu44	qʰ u ⁴⁴	egab1234	26.4858945	98.8528962	Sino-Tibetan	1 7 8	AXT	KY5	2	2.K.C 2.Y.V 2.5.T	1.6 3.0 1.0	qʰu⁴⁴	0	1086
928	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Jinman	Jinman	qʰo55	qʰo55	qʰ o ⁵⁵	nuji1238	26.4154856	99.1285952	Sino-Tibetan	1 7 8	AXT	KU5	5	5.K.C 5.U.V 5.5.T	1.6 3.0 1.0	qʰo⁵⁵	0	1086
929	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Jinxing	Jinxing	kʰou44	kʰou44	kʰ ou ⁴⁴		24.9259218	103.1237482	Sino-Tibetan	1 7 8	AXT	KU5	6	6.K.C 6.U.V 6.5.T	1.6 3.0 1.0	kʰou⁴⁴	0	1086
930	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Dashi	Dashi	mɚ31	mɚ31	m ə˞ ³¹		26.3530106	100.1930442	Sino-Tibetan	4 7 8	AXT	ME3	1	1.M.C 1.E.V 1.3.T	1.6 3.0 1.0	mə˞³¹	0	1085
931	1485_cryverbornounshouldbemadeclearlateron	cry (verb or noun?, should be made clear later on)	Zhoucheng	Zhoucheng	kʰɑ44	kʰɑ44	kʰ ɑ ⁴⁴	zhou1234	25.8958826	100.0988062	Sino-Tibetan	1 7 8	AXT	KA5	10	10.K.C 10.A.V 10.5.T	1.6 3.0 1.0	kʰɑ⁴⁴	0	1086
