COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
410-16																d aː
1841-16																m b
2017-16																h ei̯
1004-16																l aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																ŋ ɔ ʔ
872-16																n ɨ ŋ
1891-16																d aː
68-16																s iː m
631-16																b a n
594-16																g aː
1759-16																h a ɲ
805-16																g ɨ ɲ
756-16																h ɨ ʔ
1201-16																m o ʔ
2042-16																ʔ aː
1968-16																d a ʔ
2000-16																aː ŋ
17-16																v ɛ ʔ
4-16																əː m
788-16																d ɔ
1219-16																h iː m
141-16																ʔ aː ŋ
541-16																b r j a ŋ
1687-16																h u r
123-16																aː m
1652-16																c ə ɲ
576-16																ŋ ɔ
1738-16																d a ʔ
442-16																h o m
368-16																t j a ŋ
1778-16																p ɛ ʔ
957-16																n a p
1704-16																ʔ iː ʔ
304-16																j ɛ m
1796-16																c ɔ ŋ
720-16																t a h
287-16																ŋ a p
321-16																g ou̯ h
206-16																ʔ ou̯ ʔ
1950-16																ʔ o
665-16																o n
703-16																n ou̯ ʔ
1290-16																m aː
1391-16																ŋ ɛ ʔ
269-16																g ɛ t
855-16																c a n
2078-16																s ɨ
2213-16																m ɔ
1858-16																s a
1151-16																g j a
737-16																p r t
340-16																s a
1111-16																s ei̯
485-16																ŋ aː
1356-16																m u h
1063-16																d o m
648-16																c ɔ ŋ
223-16																g ɔ n
1248-16																c ɨ
1509-16																t ei̯ ɲ
2130-16																s iː
1-16																ʔ o
386-16																ou̯ ʔ
1411-16																ʔ u
1027-16																g ɛ ʔ
2077-16																m a h
1459-16																g l aː
1323-16																ŋ ə
