COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
498-8								b o tʃʼ ə kʼ ə											
61-9									d ə m										
63-9									ʔ a tʼ ɨ m										
107-9									g a l ə l a										
112-9									d ə mː ə n a										
331-9									n ɨ g u s										
377-9									b ə kʼ l ə										
381-9									ʔ a d										
417-9									r u z										
451-9									s ə b ə t										
454-9									ʔ a tʃʼ i r										
484-9									s ɨ dː ɨ s										
535-9									ʔ a sː ə r a										
543-9									s ə l s										
593-9									x a m u s										
640-9									m ə n										
1-9									d ə b ə l ə										
65-9									tʼ u b										
163-9									s ə tʼ										
212-9									ʔ ə n										
244-9									ʔ a r b ə t										
248-9									m u l a										
293-9									f ə r ə z										
373-9									kʼ ɨ m a l										
408-9									b u r a										
414-9									d ɨ b a kʼ l a										
601-9									ʔ a r ə b a										
642-9									ʔ ɨ f a s										
60-9									n ə f ə s ə										
209-9									s ɨ mː ə t										
242-9									ʔ a mː ɨ s t										
415-9									z ɨ n a b										
490-9									tʼ ə b ə m										
638-9									s ɨ n ə										
645-9									kʼ a l										
75-9									ʔ a b m ə l										
160-9									tʼ ə r ə kʼ										
208-9									ʔ a kʼ w a l o										
214-9									ʔ a b										
218-9									ʔ ɨ z ə										
378-9									ʔ a n g ə										
379-9									z ə tʼ ɲ ə										
409-9									ʔ a b ə r a										
497-9									t ə n										
598-9									ʔ oː										
646-9									ʔ a x t										
164-9									b ə ʃ ə										
210-9									d ə j ə										
215-9									tʼ ə tʼ b ə t										
256-9									t u mː a										
285-9									m ɨ tʼ a d										
332-9									ʔ a g ə r										
380-9									ʔ a x u										
412-9									s ə h a										
496-9									w ə r s ə t i										
64-9									d a b o										
67-9									w ɨ r										
169-9									b ə z ə z ə										
251-9									f ə kʼ										
294-9									w ə kʼ										
461-9									tʼ a tʼ										
547-9									w ə z ə t										
597-9									ʔ ɨ n g ə d										
655-9									m ɨ ʃ t										
7-9									ʔ a l g a										
168-9									ʔ a r a										
296-9									ʔ a h u										
372-9									k ə n f ə r										
374-9									b ə kʼː ə l ə										
375-9									s ə b										
385-9									w ɨ tʼ ə t										
411-9									t ə r a s										
500-9									ʔ ɨ b u										
541-9									kʼ ə tʃʼ ɨ n										
6-9									m ə l k a m										
17-9									ʔ a l ə l										
113-9									b u n a										
123-9									ʃ ə tʼ										
252-9									r ə tʼ ə b ə										
421-9									b ɨ ʃ ə										
448-9									kʼ ə tʼ a s ə b ə t										
491-9									d ɨ n g ə t										
545-9									x ɨ n o										
596-9									n ə g ə										
653-9									b ə t										
4-9									g ɨ n ə										
8-9									kʼ ə b ə t ə										
254-9									dʒ ɨ m a t										
339-9									b ə kʼ ɨ l										
489-9									b ə r tʃʼ u a										
552-9									z ɨ d										
652-9									ʔ ə l a tʼ a										
119-9									ʔ a n g a										
298-9									ʔ uː t										
340-9									g ə n ə										
458-9									d ə n g ə ɲ o										
459-9									ʔ a sː ə b a										
486-9									n ə tʼ ə kʼ a										
607-9									ʔ a t w a										
609-9									ʔ ɨ x a										
10-9									tʼ ɨ kʼ u r										
15-9									ʔ ɨ n										
18-9									l ɨ kʼ										
73-9									ə kʼ w ə r a										
76-9									m w ə s a										
110-9									d ə l a t										
121-9									l ɨ kʼ										
167-9									g ɨ j ə										
255-9									kʼ w ə l ə										
297-9									g u n ə r										
299-9									g u n ə r										
338-9									b ə m ɨ kʼ										
342-9									m ə n a										
344-9									kʼ ə s ə										
550-9									g ə l dʒ ɨ r										
612-9									ʔ a r b ə										
219-9									g ə b a t										
301-9									k u t a r a										
74-9									g w ə b ə										
120-9									d a n g ə										
220-9									ə w a										
245-9									kʼ ə w ə r ə										
300-9									x ɨ n										
341-9									kʼ ə n ə m										
610-9									m ɨ r a kʼ a										
118-9									tʃ ə ɲ										
221-9									tʃː ə b ə r ə										
420-9									ʔ ə z a t										
61-10										d aː									
63-10										ʔ a tʼ əi̯ m									
107-10										g a l ə l a									
112-10										d aː b ə r aː									
331-10										m a g uː m									
377-10										b u kʼ l a r a									
381-10										ħ aː d									
417-10										r uː z									
451-10										m ə b ə t									
454-10										ʔ a t ə r a									
484-10										s a d ə m									
535-10										ʔ a m ə r a									
543-10										s i l tʼ									
593-10										ħ aː s a									
640-10										w a m									
1-10										d ə ɲ ə r ə									
65-10										tʼ u b									
163-10										s e tʼ									
212-10										ʔ aːi̯									
244-10										aː a r b ə t									
248-10										w l a									
293-10										f ə r ə z									
373-10										kʼ a l a l a									
408-10										b a r ə r aː									
414-10										d ə b a kʼ w a									
601-10										ħ a r ə b a									
115-10										l a r aː s									
209-10										m ə m ə t a									
242-10										ħ aː s ə t ə									
415-10										ʔ a r aː b									
490-10										tʼ a b ə w a									
160-10										tʼ ə r ə kʼ a									
208-10										ʔ a t kʼ w a									
218-10										ʔ a z ə j ə									
378-10										ʔ a m g ə d									
379-10										s ə tʼ ə ɲ ə									
497-10										b ə n									
598-10										w a l t									
646-10										ʔ aː x u									
164-10										b ə kʼ o									
210-10										s e x u r aː kʼ									
256-10										t uː b a									
285-10										ʔ a tʼ aː d									
380-10										ʔ a l ħ aː kʼ									
412-10										m aː ħ aː									
64-10										d aː b a									
169-10										b ə z ə z ə									
461-10										tʼ aːi̯									
547-10										w ə z a t									
411-10										b ə r a s a									
541-10										kʼ ə o a r									
113-10										b uː n a									
123-10										s ə tʼ									
491-10										d a m g ə t									
254-10										aːi̯									
339-10										b a kʼ a r									
602-10										ħ									
2-10										ħ a l u s a									
213-10										ʔ a r aː s a									
647-10										tʼ e t ə j a									
211-10										w a m ə t									
328-10										m ə d ə b ə									
333-10										w a s a r a									
612-10										ħ aː r aː b a									
109-10										g uː tʃʼ a									
289-10										l a b									
286-10										s a g ə r a									
418-10										b ə r b ə r ə									
615-10										aːi̯									
62-10										f ə l aː									
288-10										ħ a ʃ i									
416-10										kʼ ai̯									
456-10										w a tʃʼ b ə d									
509-10										ʔ aːi̯ r a t									
5-10										g ə b ə m									
61-11											d ə m i								
63-11											ʔ a tʼ i m								
107-11											g a l ə l a								
112-11											d ə m ə n a								
331-11											ʔ ɨ g u s								
377-11											b u kʼ l o								
381-11											ʔ a d								
417-11											r u z								
451-11											s ə b ʔ a t i								
454-11											ʔ a tʃʼ i r								
484-11											s ɨ dː a s t								
535-11											ʔ a s ɨ r								
543-11											s e d s								
593-11											ʔ a m u s								
640-11											m a n								
1-11											d ə b ə r ə								
65-11											tʼ u b								
163-11											s ə t								
212-11											ʔ e n								
244-11											ʔ a r b ə t								
248-11											m u l a								
293-11											f ə r ə z								
373-11											kʼ ɨ m a l								
408-11											b e ʔ a r aː								
414-11											d u b a kʼ i								
601-11											ʔ a b e ʔ a								
642-11											ʔ ɨ f a s								
60-11											n ə f ə s ə								
115-11											ʔ a n a m								
209-11											s ɨ m ʔ t								
242-11											ʔ a m ɨ s t								
450-11											z ə r a								
490-11											tʼ a b ə m								
638-11											s ɨ n e								
645-11											kʼ a l								
75-11											ʔ a b m a r								
160-11											tʼ ə r ə kʼ a								
208-11											ʔ ɨ n kʼ a								
214-11											ʔ a b e t								
218-11											ʔ ɨ z e								
378-11											ʔ a n g ə t								
379-11											g a tʼ ə ɲ ə								
409-11											ʔ a t ə r a								
497-11											t ə n								
598-11											ʔ oː t								
646-11											ʔ a d ə								
164-11											b ə s e								
210-11											d ə h o r ə								
215-11											tʼ ʔ tʼ e b ə t								
256-11											t u m ʔ ə								
285-11											m ɨ tʼ a d								
332-11											ʔ a g a r								
412-11											s a h i								
496-11											w ə n s ə t a								
64-11											d a b o								
67-11											w e r								
169-11											b ɨ z ə z ə								
251-11											f e kʼ								
294-11											m u kʼ t a kʼ								
461-11											tʼ əi̯ tʼ								
547-11											w ɨ z a t								
597-11											ʔ e n g ə d								
655-11											m ɨ ʃ t								
7-11											ʔ a l g a								
168-11											ʔ a m a r								
296-11											ʔ a h u t								
372-11											k ə n f ə r								
374-11											b ə kʼː a l o								
375-11											s ə w								
385-11											w ɨ tʼ ə t								
500-11											ʔ ɨ m a r								
541-11											kʼ ə t								
6-11											m ə l k a m								
17-11											ʔ a h i r								
252-11											n ə k a b ə								
421-11											b ɨ ʃ ə								
448-11											kʼ ɨ tʼ a s e b a t								
449-11											ʔ a ʃ ə								
491-11											d ɨ n g ə t								
545-11											ʔ ɨ n a								
596-11											n ə g ə								
653-11											b ə t ɨ d								
4-11											g ɨ ʃ b ə								
106-11											m ə t a								
254-11											g i m a t ʔ								
339-11											b ə kʼ ɨ l								
460-11											ʔ ɨ t								
489-11											b w ə tʃʼ u m a								
652-11											ʔ e t ə d								
3-11											ʔ ɨ n a d								
119-11											ʔ a n g a tʃ a								
298-11											ʔ ɨ t								
340-11											g e tʃ ə								
458-11											d ə n g ə ɲ ə								
486-11											n ə tʼ ə kʼ a								
607-11											ʔ a kʼ w a								
609-11											ʔ ɨ x a								
15-11											ʔ ɨ n ɨ n								
18-11											l ɨ kʼ a								
73-11											tʃ ə kʼ w ə m								
76-11											w ə s a								
110-11											d a m ə t								
121-11											t ɨ kʼ a								
167-11											g ɨ j ə								
255-11											kʼ w ə j ə								
297-11											g u n ə r								
299-11											g u n ə r								
342-11											m e n a								
344-11											kʼ ə s ə								
550-11											g ə s g ɨ r								
109-11											ʔ u n ʔ e								
153-11											w e s e n								
219-11											g ə b a t								
250-11											w ə t								
301-11											ʔ u t a r a								
594-11											g ɨ z e								
122-11											kʼ a w a								
220-11											tʃ e w a tʃ								
300-11											x ɨ n								
341-11											kʼ ɨ n ə d								
610-11											m ɨ r a kʼ a								
643-11											g o m								
221-11											g ə ɲ ə r ə								
61-12												d ə m i							
63-12												k a tʼ ɨ m							
107-12												g a m ə l a							
112-12												d ə mː ə n a							
331-12												n ɨ g u s							
377-12												b u kʼ l o							
381-12												ʔ a d t							
417-12												r w z							
451-12												s ə b ə t							
454-12												ʔ a tʃʼ i r							
484-12												s ɨ dː ɨ s t							
535-12												ʔ a sː ə r							
543-12												s e s t							
593-12												k a m u s							
640-12												m ə n							
1-12												d ə mː ə r ə m							
65-12												tʼ ɨ w							
163-12												s ə t							
212-12												ʔ ə n							
244-12												ħ a r b ə t							
248-12												m u l a							
293-12												f ə r ə z							
373-12												kʼ ɨ m a l							
408-12												b o r ə							
414-12												d ə b a kʼ i l a							
601-12												ʔ a r b o							
642-12												n ɨ f a s							
60-12												n ə f ə s ə							
115-12												w ə n a m							
209-12												s ɨ mː ə t							
242-12												ʔ a mː ɨ s t							
415-12												z ɨ n a b							
450-12												z ə r ə							
490-12												tʼ o b ə m							
638-12												s ɨ n ə							
645-12												kʼ a l i							
75-12												ʔ a m b ə r							
160-12												tʼ ə r ə kʼ							
208-12												ʔ ɨ n kʼ o w							
214-12												a b o							
218-12												ʔ ɨ z e n							
378-12												ʔ a n g ə t							
379-12												z ə tʼ ə ɲː i							
497-12												t ə n							
598-12												k ɨ l t							
164-12												b ə m ə m							
210-12												z ə x o							
215-12												tʼ ə n b ə t							
256-12												t u mː ə							
285-12												m ɨ tʼ a d							
332-12												ʔ ə n g i							
380-12												ʔ a x u							
412-12												s ə tʃʼ i							
496-12												w ə n b ə t i t i							
64-12												d a b o							
67-12												w ɨ r							
169-12												b ə z ə z ə m ə							
251-12												f ə kʼ							
294-12												m u kʼ i							
461-12												tʼ ai̯							
547-12												w ɨ z a t							
597-12												ʔ e n g ə d							
655-12												m ɨ ʃ t							
7-12												ʔ a l g a							
168-12												ʔ ɨ m a r							
296-12												k ɨ w a t							
372-12												k ə n f ə r							
374-12												b ə kʼː o l o							
385-12												w ɨ tʼ ə t							
500-12												ʔ ɨ m ə r							
6-12												m ə l k a m							
113-12												b u n o							
123-12												sː e m ə m							
330-12												kʼ ə l d							
421-12												b ɨ ʃ ə							
448-12												kʼ ə tʼ a n s b ə t							
449-12												ʔ a ʃ ə							
491-12												d ɨ n g ə t							
545-12												k ɨ n o							
596-12												n ə g ə							
653-12												b ə t							
4-12												g ə ʃ b ə							
8-12												kʼ ə b ə t o							
106-12												m ə tʼ a							
460-12												k ɨ t							
552-12												z ɨ d							
602-12												m ɨ n							
2-12												k u l u m							
3-12												k ɨ n ə							
119-12												ʔ a n g a tʃː ə							
213-12												ħ ə r a s i							
340-12												g o n ə							
458-12												d ə n g ə ɲː o							
607-12												ʔ o k w a							
609-12												ʔ ɨ k a							
647-12												t ə h a							
10-12												tʼ ɨ kʼ w r							
110-12												d ə t							
152-12												ʔ a d o							
211-12												m ə ʃ b							
255-12												kʼ o l ə							
297-12												g u n ə r							
299-12												g u n ə r							
328-12												s ə dː ə b ə							
333-12												m ɨ s ɨ r							
334-12												x ə n b ə sː a							
338-12												b ə m ɨ r o							
410-12												kʼ a r e j a							
540-12												l e b a							
109-12												g u n tʃʼ o							
153-12												w ə s ə n i							
289-12												l ɨ b							
326-12												m ə t							
594-12												g ɨ z e							
549-12												t ə h a kʼ g o							
643-12												g a z							
62-12												f ə l a							
498-12												b o tʃʼ ə kʼ ə							
509-12												ʔ a r i t							
5-12												g ə b s							
61-13													d ə m i						
63-13													ʔ a tʼ ɨ m						
107-13													g a l ə l a						
112-13													d ə mː ə n a						
331-13													n ɨ g u s						
377-13													b ə kʼ l o						
381-13													ʔ a d e						
417-13													r u z						
451-13													s ə w b t						
454-13													ʔ a tʃʼ i r						
484-13													s ɨ dː i s t						
535-13													ʔ a sː ə r i						
543-13													s o ʃ t						
593-13													ʔ a m u s						
640-13													m ə n						
1-13													d ə b ə r ə						
65-13													tʼ u b						
163-13													s ə t						
212-13													ʔ e n						
244-13													a a r b ə t						
248-13													m u l a						
293-13													f ə r ə z						
373-13													kʼ ɨ m a l						
408-13													b o r ə ai̯						
414-13													d ə b a kʼ i						
601-13													r ə r o b						
642-13													n ɨ f a s						
60-13													n ə f ə s ə						
115-13													l a n a m						
209-13													s ɨ mː ə t						
242-13													ʔ a mː ɨ s t						
415-13													z ɨ n a b						
450-13													z ə r ə						
490-13													tʼ o b ə m						
638-13													s ɨ n e						
645-13													kʼ a l						
75-13													h a m b i r						
160-13													tʼ ə r ə kʼ o						
208-13													ʔ ɨ n kʼ o l						
214-13													a b e t						
218-13													ʔ ɨ z e n						
378-13													ʔ a n g ə t						
379-13													z e tʼ ə ɲː e						
409-13													g o b ə r ə						
497-13													b ə n						
598-13													w e l t						
646-13													ʔ a d ə						
164-13													b ə ʃ ə						
210-13													d ə h o						
215-13													tʼ ə n b ə t						
256-13													t u mː ə						
285-13													m ɨ tʼ a d						
332-13													ʔ ɨ n g ə r						
380-13													ʔ a d u ɲː a						
496-13													w ə n b ə t a t aː						
67-13													w ɨ r						
169-13													n ə r ə z ə m ə						
251-13													f e kʼ l						
294-13													m u kʼ i						
461-13													tʼ ai̯						
547-13													w ə z a t						
597-13													ʔ e n g ə d						
655-13													m ɨ ʃ t						
7-13													ʔ a l g a						
158-13													kʼ ə m i s						
168-13													ʔ ɨ m a r						
296-13													ʔ ɨ h a t						
372-13													k ə n f ə r						
374-13													b ə kʼː o l o						
385-13													w ɨ tʼ ə t						
411-13													t ə r a s i						
500-13													ʔ ɨ n i r						
541-13													kʼ ə tʃ e						
6-13													m ə l k a m						
17-13													ʔ ɨ x t						
123-13													ʃ e m ə m						
252-13													n ə k ə b ə						
330-13													kʼ ə l d						
421-13													b ɨ ʃ ə						
448-13													kʼ ə tʼ a n s b ə t						
449-13													ʔ a ʃ ə						
491-13													d ɨ n g ə t i						
545-13													ʔ ɨ n o						
596-13													n ə g ə						
653-13													f ə t						
4-13													g ɨ n ə						
8-13													kʼ ə b ə t o						
290-13													h a g ə z ə						
460-13													ʔ ɨ t						
489-13													b o r tʃʼ u m a						
552-13													z ɨ n						
652-13													ʔ ai̯ b ə t a						
3-13													ʔ ɨ n dʒ ə						
119-13													ʔ a n g a tʃː a						
213-13													ʔ a r ə ʃ ə						
298-13													h u t						
340-13													g o n ə						
458-13													d ə n g ə ɲː o						
459-13													ʔ a sː ə w o						
607-13													ʔ a t w a						
609-13													ʔ ɨ x a						
647-13													t ə h a						
10-13													tʼ ɨ kʼ u r						
15-13													ʔ ɨ n ɨ m						
18-13													l ɨ kʼ z ə						
73-13													a kʼ t ə r ə						
76-13													m e m ə s ə						
121-13													b ɨ k ə						
152-13													ʔ a d o						
167-13													g ɨ						
255-13													kʼ o l ə tʃʼ ə						
297-13													g u n ə r						
299-13													g u n ə r						
328-13													s ə dː ə b ə						
334-13													ʔ a n b ə ʃ a						
338-13													m ə n ɨ r o						
342-13													m e n a						
344-13													kʼ ə s ə m						
410-13													kʼ a r e z a						
540-13													l e b a						
550-13													g ə n g i r						
612-13													ħ a r b ə t						
153-13													w o ʃ ə n						
219-13													g ə b a t						
301-13													ʔ a b ə r a						
326-13													m ə t						
594-13													g ɨ z e						
74-13													g w ə b ə						
120-13													d a n g ə						
122-13													kʼ a w						
154-13													ʔ a f ə r ə						
300-13													k ɨ n						
610-13													m ɨ r a f ə						
118-13													tʃ ə n ə						
221-13													g ə kʼ ə r ə						
455-13													ʔ e m a						
495-13													tʃʼ e t						
498-13													m o tʃʼ ə kʼ ə						
61-14														d ə m					
63-14														x a d ɨ m					
107-14														g a m ə l a					
112-14														d ə m ə n a					
331-14														n ɨ g w s					
377-14														b ə kʼ w a l					
381-14														ʔ a d ə d					
417-14														r w z					
451-14														s ə b ə t					
454-14														ʔ a sː ə r a					
484-14														s ɨ dː ə s					
535-14														ʔ a sː ə r a					
543-14														s e l ə t					
593-14														x a m u s					
640-14														m ə n					
1-14														d ə b ə r ə					
65-14														d u b					
163-14														s ə t					
212-14														ʔ ə n					
244-14														ʔ a r b ə t					
248-14														m w l a					
293-14														f ə r ə z					
373-14														kʼ w m a l					
408-14														b ə w ə r a					
414-14														d ə b a kʼ i					
601-14														x ə r o b a					
642-14														n ə f a s					
60-14														n ə f ə s ə					
115-14														ʔ a r a m					
209-14														s ɨ mː ə t					
242-14														ʔ a mː ə t i					
415-14														z ə l a b					
450-14														z ə r ə					
490-14														tʼ o b ə m					
638-14														s ə sː ə					
645-14														kʼ a l					
75-14														h a m b ə l					
160-14														d ə r ə kʼ a					
208-14														ʔ a n kʼ o l a					
214-14														a b					
218-14														ʔ a z ə n i					
378-14														ʔ a n g ə d i					
379-14														z ə tʼ ə ɲː ə					
409-14														ʔ a b ə r ə					
497-14														t ə n					
598-14														k ə l t					
646-14														ʔ a d ə n					
164-14														b ə ʃ ə					
210-14														d ə x o					
215-14														d ə d b ə t					
256-14														t w mː ə					
285-14														m ɨ d a d					
332-14														ʔ ə g ə r					
380-14														ʔ a d u					
412-14														s ə ħ a n					
496-14														w ə r s ə t i					
64-14														d a b o					
169-14														b ə z ə z ə m ə					
251-14														f ə kʼ					
294-14														m u kʼ i					
461-14														tʼ ai̯					
547-14														w ə z ə t					
597-14														ʔ e n ə g ə					
655-14														m ə ʃ t					
7-14														ʔ a l g a					
158-14														kʼ ə m ə s					
168-14														ʔ a m a r					
296-14														w ə h a t					
372-14														k ə n f ə r					
374-14														b ə kʼː o l o					
385-14														w ə d ə t					
411-14														t ə r a s ə					
6-14														m ə l k a m					
17-14														ʔ a x ə l					
123-14														ʃ e m ə					
330-14														kʼ ə l d					
421-14														b ɨ ʃ ə					
448-14														kʼ ə d a n s b ə t					
449-14														ʔ a ʃ ə					
491-14														d ɨ n g ə t i					
545-14														k ɨ n o					
596-14														n ə g ə					
653-14														b ə t ə t					
4-14														g ə n ʃ ə					
8-14														kʼ ə b ə t o					
339-14														b ə kʼ ə l					
460-14														k ə t					
489-14														b o r tʃʼ u m a					
552-14														z ə d					
602-14														m ə n					
652-14														ʔ ai̯ t ə d					
119-14														ʔ a n g a					
340-14														g w ə					
458-14														d ə n g ə ɲː ə					
459-14														ʔ a sː o b a					
486-14														n ə d ə kʼ ə					
607-14														ʔ ə w a					
609-14														ʔ ɨ x a					
647-14														t ə h a					
10-14														d ɨ kʼ u r					
15-14														ʔ ɨ n					
18-14														sː ə kʼ					
73-14														ə kʼ t ə r ə					
110-14														d ə r ə t					
121-14														t ə k					
152-14														ʔ a d ə					
167-14														g ɨ					
255-14														kʼ w ə n ə					
297-14														g w n ə r					
299-14														g w n ə r					
328-14														s ə dː ə b ə					
334-14														ʔ a n b ə sː a					
338-14														m ə n a k o					
342-14														m ə n a					
344-14														kʼ ə s ə m					
410-14														kʼ a r ə j a					
540-14														l e b a					
550-14														d ə n dʒ ɨ r					
109-14														w a n tʃʼ ə					
153-14														w ə sː ə n a					
219-14														g ə b a t					
250-14														w ə t					
289-14														l ə b					
301-14														k w t ə r a					
594-14														g ə z e					
74-14														g w ə b ə					
122-14														kʼ a w					
154-14														ʔ a r ə s ə					
220-14														ə w a					
245-14														kʼ ə w b ə					
549-14														t ə h a kʼ g ə					
643-14														g o r					
420-14														ʔ a z w a t					
509-14														ʔ a r ə t					
61-15															d ə m i				
63-15															ʔ a tʼ i m				
107-15															g a l ə l a				
112-15															d a b ə n a				
331-15															ʔ i g a s				
377-15															b a kʼ l o				
381-15															ʔ a n t				
417-15															r a z				
451-15															s ə b t a t				
454-15															ʔ a tʃʼ i r				
484-15															s i dː i s t				
535-15															ʔ a ʃ i r a				
543-15															s eː s t				
593-15															ʔ a m u s				
640-15															m a n				
1-15															d ə b ə r ə				
65-15															tʼ u b				
163-15															s ə t a				
212-15															ʔ a n i				
244-15															a a r b ə t				
248-15															m u l a				
293-15															f ə r ə z				
373-15															kʼ i m a l				
414-15															tʼ ə b a kʼ u l a				
601-15															ʔ a r b a				
642-15															n ə f a s				
60-15															n ə f ə s ə				
115-15															l a n a m				
209-15															s u mː a t				
242-15															ʔ a mː i s t				
415-15															z i n a b				
450-15															z ə r ə				
490-15															tʼ o b ə m				
638-15															s i r eː				
645-15															kʼ a l				
75-15															a a m b i r				
160-15															tʼ ə r ə kʼ a				
214-15															a b b a t				
218-15															ʔ ɨ z i				
378-15															ʔ a n g ə t				
379-15																			
409-15															a eː t ə r ə				
497-15															t ə n				
646-15															ʔ a n a t				
164-15															b ə ʃ ə				
210-15															z ə h o				
215-15															tʼ a n b ə t				
256-15															t u mː a				
285-15															m ɨ tʼ a d				
332-15															ʔ a g i r				
380-15															ʔ a h u n a				
412-15															s a h a n				
496-15															w ə n s ə t a t o				
67-15															w i r				
169-15															b ə r ə z ə m ə				
251-15															f ə kʼ				
294-15															m u kʼ t a kʼ				
461-15															tʼ ai̯				
547-15															w ə z a t				
655-15															m i ʃ t				
158-15															kʼ ə m i s				
168-15															ʔ i m a r				
296-15															ʔ a h u t				
374-15															b ə kʼː a l o				
375-15															s ə b				
385-15															w i tʼ ə t				
541-15															kʼ ə tʃ i				
17-15															ʔ a h i r				
113-15															b uː n a				
123-15															ʃ eː m ə m				
252-15															n ə t ə b ə				
330-15															kʼ ə l t				
421-15															b ɨ ʃ ə				
449-15															ʔ a ʃ ə				
491-15															d ɨ n g ə t i				
653-15															b ə t i				
8-15															kʼ ə b ə t o				
106-15															m ə t a				
254-15															g i m a t				
290-15															h a g ə z ə				
339-15															b ə kʼ i l				
602-15															m i n				
652-15															ʔ a t ə t a				
2-15															ʔ u l a m				
3-15															ʔ i n a				
213-15															ʔ a r ə ʃ a				
459-15															ʔ a ʃ o				
211-15															m i ʃ a t				
328-15															s ə dː ə b ə m				
333-15															m i ʃ i r ə				
612-15															h a r b ə t				
109-15															ʔ a n tʃʼ eː				
247-15															ʔ ɨ n kʼ u r a t i t				
615-15															m e				
62-15															f ə l a m				
456-15															s ə n b ə t				
498-15															m o tʃʼ ə kʼ ə				
509-15															ʔ a r i t				
61-16																d ə m			
63-16																ʔ a tʼ ɨ m			
107-16																g a m ə l a			
112-16																d ə m ə n a			
331-16																j ɨ g u s			
377-16																b ɨ kʼ u l ə			
381-16																ʔ a d ɨ d			
417-16																s u z			
451-16																s e b ɨ ʕ			
454-16																r ə s ɨ r			
484-16																s ɨ ʔ ɨ s			
535-16																ʕ a sː ɨ r			
543-16																s e ʔ o			
593-16																s ə m u s			
640-16																m ə n a			
65-16																tʼ u b			
163-16																ʔ ə dː ə			
212-16																ʔ a j e			
244-16																ʕ a r b ə t			
248-16																m u l a			
293-16																f ə r ə z			
373-16																kʼ ɨ m a l			
408-16																b ə s ɨ r a			
414-16																tʼ ɨ b ɨ kʼ l a			
601-16																w ə r ə b			
642-16																n ɨ f a s			
209-16																ʔ ɨ mː u			
242-16																h a b ɨ s			
415-16																z ɨ n a b			
450-16																z ə r			
638-16																s ɨ dː ə			
75-16																h a b ɨ r			
208-16																ʔ ɨ ħ kʼ o w a			
214-16																a b ɨ b			
218-16																ʔ ɨ z ɨ n			
409-16																g ə m ə r a			
497-16																m ə n			
598-16																ʔ ɨ l e			
646-16																ʔ a x t			
256-16																ɨ ɨ mː ə			
332-16																r ɨ g ɨ r			
496-16																w ə r ʔ ə b			
67-16																w ɨ l a			
655-16																m ɨ ʃ t			
372-16																s ə n f ə r			
375-16																s ə b e			
411-16																m ɨ r a s			
500-16																r ɨ m ɨ r			
541-16																kʼ ə dː ɨ s			
17-16																r ɨ x ɨ r			
113-16																b u n ɨ			
252-16																ħ a tʼ ə b ə			
330-16																kʼ ə l d			
545-16																w ɨ n ə			
106-16																m ə s a			
254-16																l ɨ m h a m			
460-16																w j ɨ m			
602-16																m ɨ ħ			
2-16																ʔ u l u m			
213-16																ʔ a r ə ʃ ə			
298-16																ʔ u m			
647-16																m ə m ə j a			
211-16																m ɨ ʃ ə d			
333-16																m ɨ ʔ ɨ s			
612-16																ħ a r b			
289-16																l ɨ b			
326-16																m ɨ o			
154-16																ʔ a f ə ʔ ə			
247-16																ʔ ɨ ħ kʼ u r a			
286-16																s ɨ g ə r			
418-16																b ə s b ə r e			
615-16																m a			
288-16																s ɨ h u s			
416-16																ai̯ e j ɨ			
456-16																ʔ dː ə s ə d			
61-17																	d ə m i		
63-17																	n a s ɨ m		
107-17																	g a m ə l a		
112-17																	d a b ə n a		
331-17																	n ɨ g ə s i		
377-17																	b ɨ a l a l ə		
381-17																	h a t i d		
417-17																	r ə z		
451-17																	s ə b ʔ a t i		
454-17																	n ə dː ɨ r		
484-17																	s ɨ dː ɨ s t i		
535-17																	ʕ a sː ɨ r		
543-17																	sː ə sː t i		
593-17																	x a m ə s		
640-17																	m a jː ə n		
1-17																	d ə b ə r ə m		
65-17																	s ɨ b ɨ		
163-17																	f ə t ə		
212-17																	ʔ ə n		
244-17																	ʕ a r b ə t i		
248-17																	m ə l a		
293-17																	f ə r ə z		
373-17																	a ɨ m a l i		
408-17																	b ə w r a		
414-17																	d ə b a		
601-17																	x ə r a b i a		
642-17																	n ɨ f a s		
60-17																	n ə f ə f ə m		
115-17																	n a r m a		
209-17																	sː ɨ t ə n		
415-17																	z ɨ n a b i		
450-17																	z ə r ə i		
638-17																	ʔ ɨ sː ə n i		
645-17																	a l		
75-17																	ħ a m b ɨ r		
214-17																	n a b i t		
218-17																	ʔ ɨ z ɨ n i		
409-17																	ʔ ə t ə r ə		
598-17																	x ɨ l ə t		
164-17																	b ə sː ə m ə		
332-17																	n ɨ g ɨ r		
412-17																	s a h ə n		
496-17																	w ə n b ə n ə t t		
158-17																	a ə m i s		
372-17																	k ə n f ə r		
375-17																	s ə b ʔ i		
411-17																	t ɨ r a s i		
500-17																	n ɨ m ɨ r		
541-17																	a ɨ dː ɨ n		
113-17																	b u sː a		
330-17																	k ə l d i		
448-17																	k ɨ d a n s ə n b t		
106-17																	m ə sː a		
290-17																	ħ a g ə z ə		
552-17																	z ɨ ħ		
2-17																	h u l a m ə		
213-17																	ħ a r a sː i		
647-17																	b ə ħ a b ə		
211-17																	m ɨ sː ə t		
334-17																	x a n b ə sː a		
109-17																	w a n w ə		
153-17																	m ə w ə sː ɨ n		
