ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
227	54_besick	be sick	Maiyu	Maiyu	bɛɗí	bɛɗí	b ɛ ɗ í/i	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	PETI	3	3.P.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	bɛɗí/i	1	117
228	54_besick	be sick	Fadashi	Fadashi	sukuliŋe	sukuliŋe	s u k u l i ŋ e	fada1248	9.585863	34.677096	Berta	3 7 1 7 5 7 4 7	AXBYBYBZ	SYKYLINE	2	2.S.C 2.Y.V 2.K.C 2.Y.V 2.L.C 2.I.V 2.N.C 2.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	sukuliŋe	0	116
229	54_besick	be sick	Undulu	Undulu	sukuθiŋe	sukuθiŋe	s u k u θ i ŋ e	undu1236	10.314359	34.778879	Berta	3 7 1 7 3 7 4 7	AXBYBYBZ	SYKYDINE	4	4.S.C 4.Y.V 4.K.C 4.Y.V 4.D.C 4.I.V 4.N.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	sukuθiŋe	0	116
230	54_besick	be sick	BelejeGonfoye	Beleje Gonfoye	t͡ʃ’uleʔe	t͡ʃ’uleʔe	tʃ ʔ u l e ʔ e		9.097105	36.203337	Berta	1 1 7 5 7 1 7	ACYBYBZ	THYLEHE	1	1.T.C 1.H.C 1.Y.V 1.L.C 1.E.V 1.H.C 1.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	tʃʔuleʔe	0	115
29	8_besorry	be sorry	Maiyu	Maiyu	ʃúnga -áŋ	ʃúnga_-áŋ	ʃ ú/u n g a + á/a ŋ	mayu1240	10.473464	34.540485	Berta	3 7 4 1 7 9 7 4	AXMBZ_XN	SYNKA_AN	3	3.S.C 3.Y.V 3.N.c 3.K.C 3.A.V 3._._ 3.A.V 3.N.c	2.0 1.5 1.1 1.75 0.8 0.0 1.5 0.8	ʃú/unga+á/aŋ	0	123 124
30	8_besorry	be sorry	Fadashi	Fadashi	hoseʲu	hoseʲu	h o s eʲ/ei̯ u	fada1248	9.585863	34.677096	Berta	3 7 3 7 7	AXBYZ	HUSEY	2	2.H.C 2.U.V 2.S.C 2.E.V 2.Y.V	2.0 1.5 1.75 1.3 0.8	hoseʲ/ei̯u	0	122
31	8_besorry	be sorry	Undulu	Undulu	adːagoʃ gáŋ	adːagoʃ_gáŋ	a dː a g o ʃ + g á/a ŋ	undu1236	10.314359	34.778879	Berta	7 1 7 1 7 3 9 1 7 4	XBYBYN_AXN	ATAKUS_KAN	4	4.A.V 4.T.C 4.A.V 4.K.C 4.U.V 4.S.c 4._._ 4.K.C 4.A.V 4.N.c	1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	adːagoʃ+gá/aŋ	0	125 124
32	8_besorry	be sorry	BelejeGonfoye	Beleje Gonfoye	nɛ dʒɛrɪbɪs	nɛ_dʒɛrɪbɪs	n ɛ + dʒ ɛ r ɪ b ɪ s		9.097105	36.203337	Berta	4 7 9 1 7 5 7 1 7 3	AX_AXBYBYN	NE_TERIPIS	1	1.N.C 1.E.V 1._._ 1.T.C 1.E.V 1.R.C 1.I.V 1.P.C 1.I.V 1.S.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	nɛ+dʒɛrɪbɪs	0	120 121
85	21_bespoiledrotten	be spoiled, rotten	Maiyu	Maiyu	s’ʊwí	s’ʊwí	s ʔ ʊ w í/i	mayu1240	10.473464	34.540485	Berta	3 1 7 6 7	ACYBZ	SHYWI	3	3.S.C 3.H.C 3.Y.V 3.W.C 3.I.V	2.0 1.5 1.3 1.75 0.8	sʔʊwí/i	0	129
86	21_bespoiledrotten	be spoiled, rotten	Fadashi	Fadashi	suːwaʔi	suːwaʔi	s uː w a ʔ i	fada1248	9.585863	34.677096	Berta	3 7 6 7 1 7	AXBYBZ	SYWAHI	2	2.S.C 2.Y.V 2.W.C 2.A.V 2.H.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	suːwaʔi	0	129
87	21_bespoiledrotten	be spoiled, rotten	Undulu	Undulu	rohé	rohé	r o h é/e	undu1236	10.314359	34.778879	Berta	5 7 3 7	AXBZ	RUHE	4	4.R.C 4.U.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	rohé/e	0	130
88	21_bespoiledrotten	be spoiled, rotten	BelejeGonfoye	Beleje Gonfoye	t͡ʃ’uwé	t͡ʃ’uwé	tʃ ʔ u w é/e		9.097105	36.203337	Berta	1 1 7 6 7	ACYBZ	THYWE	1	1.T.C 1.H.C 1.Y.V 1.W.C 1.E.V	2.0 1.5 1.3 1.75 0.8	tʃʔuwé/e	0	128
231	55_bestrong	be strong	Maiyu	Maiyu	p’áɗiʔí	p’áɗiʔí	p ʔ á/a ɗ i ʔ í/i	mayu1240	10.473464	34.540485	Berta	1 1 7 1 7 1 7	ACYBYBZ	PHATIHI	3	3.P.C 3.H.C 3.A.V 3.T.C 3.I.V 3.H.C 3.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	pʔá/aɗiʔí/i	0	134
232	55_bestrong	be strong	Fadashi	Fadashi	ɓəɗiʔi	ɓəɗiʔi	ɓ ə ɗ i ʔ i	fada1248	9.585863	34.677096	Berta	1 7 1 7 1 7	AXBYBZ	PETIHI	2	2.P.C 2.E.V 2.T.C 2.I.V 2.H.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓəɗiʔi	0	134
233	55_bestrong	be strong	Undulu	Undulu	ɓə́ɗiʔé	ɓə́ɗiʔé	ɓ ə́/ə ɗ i ʔ é/e	undu1236	10.314359	34.778879	Berta	1 7 1 7 1 7	AXBYBZ	PETIHE	4	4.P.C 4.E.V 4.T.C 4.I.V 4.H.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓə́/əɗiʔé/e	0	134
234	55_bestrong	be strong	BelejeGonfoye	Beleje Gonfoye	ɓaɗolo	ɓaɗolo	ɓ a ɗ o l o		9.097105	36.203337	Berta	1 7 1 7 5 7	AXBYBZ	PATULU	1	1.P.C 1.A.V 1.T.C 1.U.V 1.L.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓaɗolo	0	133
57	15_betired	be tired	Maiyu	Maiyu	ʃílí	ʃílí	ʃ í/i l í/i	mayu1240	10.473464	34.540485	Berta	3 7 5 7	AXBZ	SILI	3	3.S.C 3.I.V 3.L.C 3.I.V	2.0 1.5 1.75 0.8	ʃí/ilí/i	0	138
58	15_betired	be tired	Fadashi	Fadashi	shɪle	shɪle	sh/ʃ ɪ l e	fada1248	9.585863	34.677096	Berta	3 7 5 7	AXBZ	SILE	2	2.S.C 2.I.V 2.L.C 2.E.V	2.0 1.5 1.75 0.8	sh/ʃɪle	0	138
59	15_betired	be tired	Undulu	Undulu	aʃílé	aʃílé	a ʃ í/i l é/e	undu1236	10.314359	34.778879	Berta	7 3 7 5 7	XBYBZ	ASILE	4	4.A.V 4.S.C 4.I.V 4.L.C 4.E.V	1.5 1.75 1.3 1.75 0.8	aʃí/ilé/e	0	138
60	15_betired	be tired	BelejeGonfoye	Beleje Gonfoye	ʃile / asɪle	ʃile	ʃ i l e		9.097105	36.203337	Berta	3 7 5 7	AXBZ	SILE	1	1.S.C 1.I.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	ʃile	0	138
61	15_betired	be tired	BelejeGonfoye	Beleje Gonfoye	ʃile / asɪle	asɪle	a s ɪ l e		9.097105	36.203337	Berta	7 3 7 5 7	XBYBZ	ASILE	1	1.A.V 1.S.C 1.I.V 1.L.C 1.E.V	1.5 1.75 1.3 1.75 0.8	asɪle	0	138
620	154_betrue	be true	Maiyu	Maiyu	asːé	asːé	a sː é/e	mayu1240	10.473464	34.540485	Berta	7 3 7	XBZ	ASE	3	3.A.V 3.S.C 3.E.V	1.5 1.75 0.8	asːé/e	0	145
621	154_betrue	be true	Fadashi	Fadashi	asːé	asːé	a sː é/e	fada1248	9.585863	34.677096	Berta	7 3 7	XBZ	ASE	2	2.A.V 2.S.C 2.E.V	1.5 1.75 0.8	asːé/e	0	145
622	154_betrue	be true	Undulu	Undulu	goːɗi	goːɗi	g oː ɗ i	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	KUTI	4	4.K.C 4.U.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	goːɗi	0	146
623	154_betrue	be true	BelejeGonfoye	Beleje Gonfoye	tɛn:te	tɛn:te	t ɛ nː t e		9.097105	36.203337	Berta	1 7 4 1 7	AXMBZ	TENTE	1	1.T.C 1.E.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.1 1.75 0.8	tɛnːte	0	144
298	72_bebecomewet	be/become wet	Maiyu	Maiyu	p’ʊ́s’í	p’ʊ́s’í	p ʔ ʊ́/ʊ s ʔ í/i	mayu1240	10.473464	34.540485	Berta	1 1 7 3 1 7	ACYMBZ	PHYSHI	3	3.P.C 3.H.C 3.Y.V 3.S.c 3.H.C 3.I.V	2.0 1.5 1.3 1.1 1.75 0.8	pʔʊ́/ʊsʔí/i	0	149
299	72_bebecomewet	be/become wet	Fadashi	Fadashi	ɓus’i	ɓus’i	ɓ u s ʔ i	fada1248	9.585863	34.677096	Berta	1 7 3 1 7	AXMBZ	PYSHI	2	2.P.C 2.Y.V 2.S.c 2.H.C 2.I.V	2.0 1.5 1.1 1.75 0.8	ɓusʔi	0	149
300	72_bebecomewet	be/become wet	Undulu	Undulu	ɓús’í	ɓús’í	ɓ ú/u s ʔ í/i	undu1236	10.314359	34.778879	Berta	1 7 3 1 7	AXMBZ	PYSHI	4	4.P.C 4.Y.V 4.S.c 4.H.C 4.I.V	2.0 1.5 1.1 1.75 0.8	ɓú/usʔí/i	0	149
301	72_bebecomewet	be/become wet	BelejeGonfoye	Beleje Gonfoye	ɓutʃ’i	ɓutʃ’i	ɓ u tʃ ʔ i		9.097105	36.203337	Berta	1 7 1 1 7	AXMBZ	PYTHI	1	1.P.C 1.Y.V 1.T.c 1.H.C 1.I.V	2.0 1.5 1.1 1.75 0.8	ɓutʃʔi	0	149
680	169_beads	beads	Maiyu	Maiyu	amanzi	amanzi	a m a n z i	mayu1240	10.473464	34.540485	Berta	7 4 7 4 3 7	XBYMBZ	AMANSI	3	3.A.V 3.M.C 3.A.V 3.N.c 3.S.C 3.I.V	1.5 1.75 1.3 1.1 1.75 0.8	amanzi	0	154
681	169_beads	beads	Fadashi	Fadashi	amanzi	amanzi	a m a n z i	fada1248	9.585863	34.677096	Berta	7 4 7 4 3 7	XBYMBZ	AMANSI	2	2.A.V 2.M.C 2.A.V 2.N.c 2.S.C 2.I.V	1.5 1.75 1.3 1.1 1.75 0.8	amanzi	0	154
682	169_beads	beads	Undulu	Undulu	amanzi	amanzi	a m a n z i	undu1236	10.314359	34.778879	Berta	7 4 7 4 3 7	XBYMBZ	AMANSI	4	4.A.V 4.M.C 4.A.V 4.N.c 4.S.C 4.I.V	1.5 1.75 1.3 1.1 1.75 0.8	amanzi	0	154
683	169_beads	beads	BelejeGonfoye	Beleje Gonfoye	aʔmɛndʒi	aʔmɛndʒi	a ʔ m ɛ n dʒ i		9.097105	36.203337	Berta	7 1 4 7 4 1 7	XBCYMBZ	AHMENTI	1	1.A.V 1.H.C 1.M.C 1.E.V 1.N.c 1.T.C 1.I.V	1.5 1.75 1.5 1.3 1.1 1.75 0.8	aʔmɛndʒi	0	154
425	104_beforetime	before (time)	Maiyu	Maiyu	gə́bʊl	gə́bʊl	g ə́/ə b ʊ l	mayu1240	10.473464	34.540485	Berta	1 7 1 7 5	AXBYN	KEPYL	3	3.K.C 3.E.V 3.P.C 3.Y.V 3.L.c	2.0 1.5 1.75 1.3 0.8	gə́/əbʊl	0	162
426	104_beforetime	before (time)	Fadashi	Fadashi	ɓəɗé	ɓəɗé	ɓ ə ɗ é/e	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	PETE	2	2.P.C 2.E.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	ɓəɗé/e	0	161
427	104_beforetime	before (time)	Undulu	Undulu	ɓɛɗé	ɓɛɗé	ɓ ɛ ɗ é/e	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	PETE	4	4.P.C 4.E.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	ɓɛɗé/e	0	161
428	104_beforetime	before (time)	BelejeGonfoye	Beleje Gonfoye	lara gundi	lara_gundi	l a r a + g u n d i		9.097105	36.203337	Berta	5 7 5 7 9 1 7 4 1 7	AXBZ_AXMBZ	LARA_KYNTI	1	1.L.C 1.A.V 1.R.C 1.A.V 1._._ 1.K.C 1.Y.V 1.N.c 1.T.C 1.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	lara+gundi	0	159 160
475	116_behindinthebackof	behind, (in the) back of	Maiyu	Maiyu	ma gundi	ma_gundi	m a + g u n d i	mayu1240	10.473464	34.540485	Berta	4 7 9 1 7 4 1 7	AX_AXMBZ	MA_KYNTI	3	3.M.C 3.A.V 3._._ 3.K.C 3.Y.V 3.N.c 3.T.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	ma+gundi	0	165 166
476	116_behindinthebackof	behind, (in the) back of	Fadashi	Fadashi	ma gundi	ma_gundi	m a + g u n d i	fada1248	9.585863	34.677096	Berta	4 7 9 1 7 4 1 7	AX_AXMBZ	MA_KYNTI	2	2.M.C 2.A.V 2._._ 2.K.C 2.Y.V 2.N.c 2.T.C 2.I.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	ma+gundi	0	165 166
477	116_behindinthebackof	behind, (in the) back of	Undulu	Undulu	gundi	gundi	g u n d i	undu1236	10.314359	34.778879	Berta	1 7 4 1 7	AXMBZ	KYNTI	4	4.K.C 4.Y.V 4.N.c 4.T.C 4.I.V	2.0 1.5 1.1 1.75 0.8	gundi	0	166
478	116_behindinthebackof	behind, (in the) back of	BelejeGonfoye	Beleje Gonfoye	ma gundu	ma_gundu	m a + g u n d u		9.097105	36.203337	Berta	4 7 9 1 7 4 1 7	AX_AXMBZ	MA_KYNTY	1	1.M.C 1.A.V 1._._ 1.K.C 1.Y.V 1.N.c 1.T.C 1.Y.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	ma+gundu	0	165 166
603	149_bleed	bleed	Maiyu	Maiyu	ɓuda	ɓuda	ɓ u d a	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	PYTA	3	3.P.C 3.Y.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	ɓuda	0	173
604	149_bleed	bleed	Undulu	Undulu	ɓuɗí	ɓuɗí	ɓ u ɗ í/i	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	PYTI	4	4.P.C 4.Y.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	ɓuɗí/i	0	173
605	149_bleed	bleed	BelejeGonfoye	Beleje Gonfoye	ɓuːɗe	ɓuːɗe	ɓ uː ɗ e		9.097105	36.203337	Berta	1 7 1 7	AXBZ	PYTE	1	1.P.C 1.Y.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	ɓuːɗe	0	173
527	129_blood	blood	Maiyu	Maiyu	k’áfa	k’áfa	k ʔ á/a f a	mayu1240	10.473464	34.540485	Berta	1 1 7 3 7	ACYBZ	KHABA	3	3.K.C 3.H.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.3 1.75 0.8	kʔá/afa	0	177
528	129_blood	blood	Fadashi	Fadashi	k’afa	k’afa	k ʔ a f a	fada1248	9.585863	34.677096	Berta	1 1 7 3 7	ACYBZ	KHABA	2	2.K.C 2.H.C 2.A.V 2.B.C 2.A.V	2.0 1.5 1.3 1.75 0.8	kʔafa	0	177
529	129_blood	blood	Undulu	Undulu	k’áfaŋ	k’áfaŋ	k ʔ á/a f a ŋ	undu1236	10.314359	34.778879	Berta	1 1 7 3 7 4	ACYBYN	KHABAN	4	4.K.C 4.H.C 4.A.V 4.B.C 4.A.V 4.N.c	2.0 1.5 1.3 1.75 1.3 0.8	kʔá/afaŋ	0	177
530	129_blood	blood	BelejeGonfoye	Beleje Gonfoye	k’awa	k’awa	k ʔ a w a		9.097105	36.203337	Berta	1 1 7 6 7	ACYBZ	KHAWA	1	1.K.C 1.H.C 1.A.V 1.W.C 1.A.V	2.0 1.5 1.3 1.75 0.8	kʔawa	0	177
409	100_boat	boat	Maiyu	Maiyu	k’urfe	k’urfe	k ʔ u r f e	mayu1240	10.473464	34.540485	Berta	1 1 7 5 3 7	ACYMBZ	KHYRBE	3	3.K.C 3.H.C 3.Y.V 3.R.c 3.B.C 3.E.V	2.0 1.5 1.3 1.1 1.75 0.8	kʔurfe	0	182
410	100_boat	boat	Fadashi	Fadashi	k’urfe	k’urfe	k ʔ u r f e	fada1248	9.585863	34.677096	Berta	1 1 7 5 3 7	ACYMBZ	KHYRBE	2	2.K.C 2.H.C 2.Y.V 2.R.c 2.B.C 2.E.V	2.0 1.5 1.3 1.1 1.75 0.8	kʔurfe	0	182
411	100_boat	boat	Undulu	Undulu	bidɛru	bidɛru	b i d ɛ r u	undu1236	10.314359	34.778879	Berta	1 7 1 7 5 7	AXBYBZ	PITERY	4	4.P.C 4.I.V 4.T.C 4.E.V 4.R.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	bidɛru	0	183
304	74_body	body	Maiyu	Maiyu	bʊsk’e	bʊsk’e	b ʊ s k ʔ e	mayu1240	10.473464	34.540485	Berta	1 7 3 1 1 7	AXLMBZ	PYSKHE	3	3.P.C 3.Y.V 3.S.c 3.K.c 3.H.C 3.E.V	2.0 1.5 1.1 1.1 1.75 0.8	bʊskʔe	0	187
305	74_body	body	Fadashi	Fadashi	bus’ike	bus’ike	b u s ʔ i k e	fada1248	9.585863	34.677096	Berta	1 7 3 1 7 1 7	AXMBYBZ	PYSHIKE	2	2.P.C 2.Y.V 2.S.c 2.H.C 2.I.V 2.K.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	busʔike	0	187
306	74_body	body	Undulu	Undulu	bɪsk’e	bɪsk’e	b ɪ s k ʔ e	undu1236	10.314359	34.778879	Berta	1 7 3 1 1 7	AXLMBZ	PISKHE	4	4.P.C 4.I.V 4.S.c 4.K.c 4.H.C 4.E.V	2.0 1.5 1.1 1.1 1.75 0.8	bɪskʔe	0	187
307	74_body	body	BelejeGonfoye	Beleje Gonfoye	bɪsɪk’e	bɪsɪk’e	b ɪ s ɪ k ʔ e		9.097105	36.203337	Berta	1 7 3 7 1 1 7	AXBYMBZ	PISIKHE	1	1.P.C 1.I.V 1.S.C 1.I.V 1.K.c 1.H.C 1.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	bɪsɪkʔe	0	186
632	157_bread	bread	Maiyu	Maiyu	p’ɪmːp’íl	p’ɪmːp’íl	p ʔ ɪ mː p ʔ í/i l	mayu1240	10.473464	34.540485	Berta	1 1 7 4 1 1 7 5	ACYLMBYN	PHIMPHIL	3	3.P.C 3.H.C 3.I.V 3.M.c 3.P.c 3.H.C 3.I.V 3.L.c	2.0 1.5 1.3 1.1 1.1 1.75 1.3 0.8	pʔɪmːpʔí/il	0	191
633	157_bread	bread	Fadashi	Fadashi	ɓɛmbɛl	ɓɛmbɛl	ɓ ɛ m b ɛ l	fada1248	9.585863	34.677096	Berta	1 7 4 1 7 5	AXMBYN	PEMPEL	2	2.P.C 2.E.V 2.M.c 2.P.C 2.E.V 2.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ɓɛmbɛl	0	191
634	157_bread	bread	Undulu	Undulu	ɓɪmɓɪl	ɓɪmɓɪl	ɓ ɪ m ɓ ɪ l	undu1236	10.314359	34.778879	Berta	1 7 4 1 7 5	AXMBYN	PIMPIL	4	4.P.C 4.I.V 4.M.c 4.P.C 4.I.V 4.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ɓɪmɓɪl	0	191
635	157_bread	bread	BelejeGonfoye	Beleje Gonfoye	bɪmːbil	bɪmːbil	b ɪ mː b i l		9.097105	36.203337	Berta	1 7 4 1 7 5	AXMBYN	PIMPIL	1	1.P.C 1.I.V 1.M.c 1.P.C 1.I.V 1.L.c	2.0 1.5 1.1 1.75 1.3 0.8	bɪmːbil	0	191
72	18_breakfast	breakfast	Maiyu	Maiyu	al fat’úr	al_fat’úr	a l + f a t ʔ ú/u r	mayu1240	10.473464	34.540485	Berta	7 5 9 3 7 1 1 7 5	XN_AXMBYN	AL_BATHYR	3	3.A.V 3.L.c 3._._ 3.B.C 3.A.V 3.T.c 3.H.C 3.Y.V 3.R.c	1.5 0.8 0.0 2.0 1.5 1.1 1.75 1.3 0.8	al+fatʔú/ur	0	199 200
73	18_breakfast	breakfast	Fadashi	Fadashi	fɛdari	fɛdari	f ɛ d a r i	fada1248	9.585863	34.677096	Berta	3 7 1 7 5 7	AXBYBZ	BETARI	2	2.B.C 2.E.V 2.T.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	fɛdari	0	198
74	18_breakfast	breakfast	Undulu	Undulu	áːsúːndu	áːsúːndu	áː/aː s úː/uː n d u	undu1236	10.314359	34.778879	Berta	7 3 7 4 1 7	XBYMBZ	ASYNTY	4	4.A.V 4.S.C 4.Y.V 4.N.c 4.T.C 4.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	áː/aːsúː/uːndu	0	201
75	18_breakfast	breakfast	BelejeGonfoye	Beleje Gonfoye	awotʃo ndu	awotʃo_ndu	a w o tʃ o + n d u		9.097105	36.203337	Berta	7 6 7 1 7 9 4 1 7	XBYBZ_ACZ	AWUTU_NTY	1	1.A.V 1.W.C 1.U.V 1.T.C 1.U.V 1._._ 1.N.C 1.T.C 1.Y.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.8	awotʃo+ndu	0	196 197
49	13_brother	brother	Maiyu	Maiyu	agudi	agudi	a g u d i	mayu1240	10.473464	34.540485	Berta	7 1 7 1 7	XBYBZ	AKYTI	3	3.A.V 3.K.C 3.Y.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 0.8	agudi	0	203
50	13_brother	brother	Fadashi	Fadashi	agúdí	agúdí	a g ú/u d í/i	fada1248	9.585863	34.677096	Berta	7 1 7 1 7	XBYBZ	AKYTI	2	2.A.V 2.K.C 2.Y.V 2.T.C 2.I.V	1.5 1.75 1.3 1.75 0.8	agú/udí/i	0	203
51	13_brother	brother	Undulu	Undulu	agúdíʔ	agúdíʔ	a g ú/u d í/i ʔ	undu1236	10.314359	34.778879	Berta	7 1 7 1 7 1	XBYBYN	AKYTIH	4	4.A.V 4.K.C 4.Y.V 4.T.C 4.I.V 4.H.c	1.5 1.75 1.3 1.75 1.3 0.8	agú/udí/iʔ	0	203
52	13_brother	brother	BelejeGonfoye	Beleje Gonfoye	agudiʔo	agudiʔo	a g u d i ʔ o		9.097105	36.203337	Berta	7 1 7 1 7 1 7	XBYBYBZ	AKYTIHU	1	1.A.V 1.K.C 1.Y.V 1.T.C 1.I.V 1.H.C 1.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	agudiʔo	0	203
25	7_butterfly	butterfly	Maiyu	Maiyu	abúrbúdu	abúrbúdu	a b ú/u r b ú/u d u	mayu1240	10.473464	34.540485	Berta	7 1 7 5 1 7 1 7	XBYMBYBZ	APYRPYTY	3	3.A.V 3.P.C 3.Y.V 3.R.c 3.P.C 3.Y.V 3.T.C 3.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	abú/urbú/udu	0	208
26	7_butterfly	butterfly	Fadashi	Fadashi	aburbudu	aburbudu	a b u r b u d u	fada1248	9.585863	34.677096	Berta	7 1 7 5 1 7 1 7	XBYMBYBZ	APYRPYTY	2	2.A.V 2.P.C 2.Y.V 2.R.c 2.P.C 2.Y.V 2.T.C 2.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	aburbudu	0	208
27	7_butterfly	butterfly	Undulu	Undulu	abúrbúdu	abúrbúdu	a b ú/u r b ú/u d u	undu1236	10.314359	34.778879	Berta	7 1 7 5 1 7 1 7	XBYMBYBZ	APYRPYTY	4	4.A.V 4.P.C 4.Y.V 4.R.c 4.P.C 4.Y.V 4.T.C 4.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	abú/urbú/udu	0	208
28	7_butterfly	butterfly	BelejeGonfoye	Beleje Gonfoye	aburbudu	aburbudu	a b u r b u d u		9.097105	36.203337	Berta	7 1 7 5 1 7 1 7	XBYMBYBZ	APYRPYTY	1	1.A.V 1.P.C 1.Y.V 1.R.c 1.P.C 1.Y.V 1.T.C 1.Y.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	aburbudu	0	208
704	175_buy	buy	Maiyu	Maiyu	ʃɪbila	ʃɪbila	ʃ ɪ b i l a	mayu1240	10.473464	34.540485	Berta	3 7 1 7 5 7	AXBYBZ	SIPILA	3	3.S.C 3.I.V 3.P.C 3.I.V 3.L.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃɪbila	0	214
705	175_buy	buy	Undulu	Undulu	jéːla	jéːla	j éː/eː l a	undu1236	10.314359	34.778879	Berta	6 7 5 7	AXBZ	JELA	4	4.J.C 4.E.V 4.L.C 4.A.V	2.0 1.5 1.75 0.8	jéː/eːla	0	215
706	175_buy	buy	BelejeGonfoye	Beleje Gonfoye	eːlɛna	eːlɛna	eː l ɛ n a		9.097105	36.203337	Berta	7 5 7 4 7	XBYBZ	ELENA	1	1.E.V 1.L.C 1.E.V 1.N.C 1.A.V	1.5 1.75 1.3 1.75 0.8	eːlɛna	0	213
239	57_catch	catch	Maiyu	Maiyu	múːfa	múːfa	m úː/uː f a	mayu1240	10.473464	34.540485	Berta	4 7 3 7	AXBZ	MYBA	3	3.M.C 3.Y.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	múː/uːfa	0	218
240	57_catch	catch	Fadashi	Fadashi	mːoːne	mːoːne	mː oː n e	fada1248	9.585863	34.677096	Berta	4 7 4 7	AXBZ	MUNE	2	2.M.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	mːoːne	0	217
241	57_catch	catch	Undulu	Undulu	múːfo	múːfo	m úː/uː f o	undu1236	10.314359	34.778879	Berta	4 7 3 7	AXBZ	MYBU	4	4.M.C 4.Y.V 4.B.C 4.U.V	2.0 1.5 1.75 0.8	múː/uːfo	0	218
242	57_catch	catch	BelejeGonfoye	Beleje Gonfoye	mʷɔːne	mʷɔːne	mʷ ɔː n e		9.097105	36.203337	Berta	4 7 4 7	AXBZ	MUNE	1	1.M.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	mʷɔːne	0	217
17	5_caterpillar	caterpillar	Maiyu	Maiyu	abɔbɔne	abɔbɔne	a b ɔ b ɔ n e	mayu1240	10.473464	34.540485	Berta	7 1 7 1 7 4 7	XBYBYBZ	APUPUNE	3	3.A.V 3.P.C 3.U.V 3.P.C 3.U.V 3.N.C 3.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	abɔbɔne	0	222
