COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1013-5					g o kʰ o ŋ n n			
1133-5					a a			
1150-5					ʃ i k a			
1584-5					pʰ ɾ ɾ o l a n			
10-6						tʃ u ŋ		
37-6						r a ŋ		
46-6						r a ŋ		
98-6						tʃ o m tʰ u ɾ a		
125-6						b u a a ŋ ɾ a		
162-6						l e i z u		
171-6						kʰ o m t̪ a		
219-6						tʃ a ŋ k u		
247-6						tʃ a ŋ z u		
282-6						j u ŋ b u		
292-6						kʰ u ŋ		
301-6						r a		
354-6						j u ŋ tʃ u pː a		
363-6						n u ŋ tʃ u		
397-6						kʰ o m tʃ u		
406-6						kʰ u ŋ u		
426-6						ʃ a k p u		
473-6						b i ŋ tʃ u ŋ		
499-6						ʃ i k a ŋ		
526-6						g e ŋ l u		
544-6						kʰ u		
553-6						k i t u ŋ		
599-6						pʰ e tʰ u ŋ		
608-6						tʃ a ŋ t̪ u		
617-6						j a ŋ		
645-6						r r a		
663-6						n u m k u ŋ		
672-6						tʃ a ŋ b a		
681-6						ʃ i r a		
690-6						r a ŋ		
708-6						tʃ a m ɾ o ŋ b a		
717-6						tʃ a k p a		
726-6						z a		
744-6						r d u		
782-6						r a		
791-6						r a		
800-6						r a		
809-6						n o m ɾ u ŋ		
836-6						b i z u		
881-6						r a ŋ		
890-6						r a a u		
899-6						z a a		
926-6						d u ŋ		
944-6						kʰ i ɾ a ŋ		
953-6						ʃ l e ɾ a ŋ		
980-6						j i ɾ a ŋ		
998-6						pʰ e z a		
1022-6						pʰ a a t̪ u ŋ		
1031-6						o ŋ a ŋ u z u		
1069-6						kʰ o ŋ j n tʃ u		
1079-6						ʃ u r t̪ u ɾ a		
1098-6						j u ŋ b u tʃ		
1117-6						kʰ u ŋ		
1141-6						j u ŋ b u		
1189-6						r a ŋ		
1198-6						n u z		
1208-6						ʃ i ŋ a l		
1217-6						l e ŋ a i a		
1253-6						r r a		
1271-6						n o ŋ a ŋ		
1289-6						r a ŋ		
1316-6						r a ŋ		
1325-6						kʰ u ŋ		
1334-6						tʰ u ŋ b u		
1343-6						b u i n u ŋ		
1361-6						j ŋ a m a		
1370-6						ʃ i ʃ u ŋ		
1388-6						j a ŋ b u		
1397-6						kʰ u ŋ		
1406-6						tʃ u ŋ		
1424-6						z e n o ŋ tʃ kʰ a u		
1433-6						ʃ i kʰ u		
1442-6						r a ŋ		
1451-6						b t a ŋ		
1468-6						tʃ a k p u		
1477-6						r a z		
1502-6						ŋ u m z u		
1511-6						n o t̪ a ɾ o ŋ b a		
1529-6						ʔ u r u		
1538-6						ʃ i r u		
1557-6						pʰ e tʰ u ŋ		
1618-6						i ŋ d u		
1663-6						kʰ u ŋ		
1689-6						r a a		
1698-6						kʰ u ŋ		
1707-6						n o ŋ ɾ u ŋ		
1716-6						n o m tʃ a ŋ		
1742-6						ʃ u z u		
1751-6						b u ɲ u ŋ a		
1778-6						r a		
1787-6						tʃ u ŋ k u n		
1823-6						r a ŋ		
1832-6						kʰ e ŋ t̪ u		
1842-6						r a ŋ		
1860-6						n o m tʃ		
1869-6						ʃ e p tʃ a ŋ		
1888-6						tʃ a ŋ tʃ u		
1897-6						z w a		
1932-6						n n a ŋ z u pː z u		
1950-6						kʰ u		
1968-6						t o ŋ tʃ e d u n		
1978-6						b u k k u		
1987-6						kʰ a ŋ		
2015-6						ŋ a ŋ tʃ u		
2118-6						n o ŋ a kʰ a n a o n		
2238-6						j a ŋ tʃ o n		
2507-6						tʰ i n u ŋ		
2526-6						r a ʃ		
2535-6						ʃ i a r		
2544-6						ʃ a ŋ		
2560-6						n o ŋ j e tʰ u ŋ		
2569-6						pʰ e i tʰ u ŋ		
2578-6						ʃ i t u ŋ		
2596-6						kʰ u ŋ		
2615-6						r a		
2663-6						g i tʃ a n		
2690-6						ʃ i ɾ a		
2719-6						ʃ a z a		
2728-6						k i t u ŋ		
2747-6						n o ŋ tʃ ŋ		
2756-6						pʰ e ŋ b u		
2774-6						b u n u ŋ		
19-6						n o ŋ tʃ a pː u k		
28-6						n o ŋ tʃ a pː u k		
89-6						d̪ u ŋ b a		
107-6						ɾ i g a ŋ a n		
145-6						tʃ a k t̪ u r		
190-6						b u b u		
229-6						kʰ u		
257-6						tʃ a ŋ u		
338-6						g e u ŋ		
483-6						r a		
535-6						ʃ i z a		
571-6						g e ŋ a n u		
699-6						d̪ o ŋ b a		
845-6						r a b o		
971-6						tʃ a k p u		
1049-6						kʰ i		
1161-6						r r		
1226-6						ʃ i z a		
1235-6						n o m z u ŋ		
1280-6						tʰ i ŋ kʰ u ŋ		
1307-6						g e p k a		
1352-6						kʰ u		
1379-6						z i		
1415-6						r a		
1636-6						tʃ u b u		
1654-6						z i		
1680-6						d̪ e m tʃ u		
1725-6						tʃ u ɲ tʃ u		
2127-6						tʃ a ŋ k u		
2181-6						tʰ i k kʰ		
2366-6						ɾ j a k b o		
2672-6						ʃ i b u		
2681-6						pʰ u j o ŋ b u		
55-6						d̪ a ʃ u pː u ŋ		
80-6						t o ŋ t̪ o		
116-6						tʃ u ŋ u		
154-6						r a		
181-6						z ŋ a m b a		
267-6						kʰ u		
319-6						pʰ e p k a n		
389-6						g u tʃ u		
508-6						n a ŋ		
563-6						tʃ a ŋ k u r		
637-6						i kʰ u		
754-6						i ʃ a ŋ p u ŋ		
764-6						k j j u n u u n u		
819-6						tʃ a ŋ g a		
827-6						d̪ i h̥		
918-6						r a ŋ z u		
1460-6						n o l o		
1487-6						t o k tʃ u ŋ		
1521-6						kʰ u		
1734-6						ʃ i k p a		
2172-6						ʃ i k a n		
2209-6						b e g a ŋ k a p l o		
2737-6						ʃ o ŋ a a		
329-6						t o m tʰ e ɾ a ŋ		
464-6						t t a ŋ		
493-6						ʃ a k o n		
581-6						b u t̪ a		
591-6						l u ɲ i t a ŋ		
655-6						g tʃ e ɾ a		
873-6						b u ŋ b a		
909-6						pʰ u ŋ ŋ n a		
990-6						g e tʃ a		
1133-6						a a		
1150-6						ʃ i l a		
1584-6						pʰ ɾ ɾ o n a n		
10-7							d u ŋ	
37-7							ɾ u ŋ	
46-7							ɾ u ŋ	
98-7							d o ŋ tʃ ə r a	
125-7							b i ŋ e ŋ a a	
162-7							n i a ŋ u	
171-7							g o ŋ m a	
219-7							d o ŋ b u	
247-7							d o ŋ kʰ u n	
282-7							m u ŋ b a	
292-7							d u ŋ	
301-7							ɾ u	
354-7							m o ŋ kʰ a n a	
363-7							n o ŋ b u	
397-7							g e m p u	
406-7							pʰ u tʃ a n	
426-7							m u kʰ p a	
473-7							b i ŋ tʃ ə ŋ	
499-7							ʃ o m a ŋ	
526-7							g e ŋ a	
544-7							kʰ u	
553-7							g o tʃ a ŋ	
599-7							g o i kʰ e n	
608-7							b e ŋ tʃ u	
617-7							u e n	
645-7							i ɾ a	
663-7							ʃ o ŋ tʃ u ŋ	
672-7							d o ŋ b a	
681-7							n u m a	
690-7							m u ŋ	
708-7							d o ŋ r a ŋ b a	
717-7							tʃ e kʰ b a	
726-7							ʃ u	
744-7							i tʃ a	
782-7							ɾ u	
791-7							ɾ u	
800-7							ɾ u	
809-7							m o ŋ z ə ŋ	
836-7							pʰ a tʃ a	
881-7							ɾ u m	
890-7							i u ə a	
899-7							ʃ u u	
926-7							d u n	
944-7							g i ɾ a ŋ	
953-7							ʃ ʃ i m a ŋ	
980-7							i i m a ŋ	
998-7							pʰ u tʃ a	
1022-7							b a i kʰ a ŋ	
1031-7							b i ŋ a ŋ kʰ a n e n	
1069-7							tʃ o j j ŋ kʰ o n e	
1079-7							ʃ a ŋ kʰ ə a a	
1098-7							n o ŋ kʰ ə n a	
1117-7							tʃ u n	
1141-7							m o ŋ b u	
1189-7							ɾ u ŋ	
1198-7							n u tʃ n	
1208-7							ʃ o ŋ a n n	
1217-7							n i ŋ a kʰ a n	
1253-7							u ɾ a	
1271-7							n o ɲ a ŋ	
1289-7							m u ŋ	
1316-7							ɾ u ŋ	
1325-7							kʰ u n	
1334-7							ʃ i ŋ kʰ a	
1343-7							b u i n a ŋ	
1361-7							i i n a ŋ n	
1370-7							n a ɲ a ŋ	
1388-7							m o ŋ b a	
1397-7							kʰ u ŋ	
1406-7							tʃ u ŋ	
1424-7							g o ɾ a ŋ tʃ o kʰ a ŋ n n	
1433-7							ʃ u kʰ u	
1442-7							ɾ u m	
1451-7							pʰ i kʰ a ŋ	
1468-7							pʰ i kʰ p a	
1477-7							ɾ u ŋ	
1502-7							n a m kʰ u	
1511-7							ʃ o p i i a ŋ b a	
1529-7							tʃ u u a	
1538-7							ʃ u u u	
1557-7							tʃ e a kʰ u ŋ	
1618-7							i ŋ tʃ u	
1663-7							kʰ u ŋ	
1689-7							ɾ u u	
1698-7							kʰ u ŋ	
1707-7							n o ŋ kʰ ə ŋ	
1716-7							n o ŋ kʰ a n	
1742-7							ʃ u tʃ a	
1751-7							b u ŋ a ŋ a	
1778-7							ʃ u	
1787-7							d u r kʰ u n	
1823-7							ɾ e n	
1832-7							kʰ i ŋ m a	
1842-7							ɾ u ŋ	
1860-7							n o ŋ kʰ n n	
1869-7							ʃ i p kʰ e n	
1888-7							ʃ o ŋ p u	
1897-7							ɾ ɾ u	
1932-7							m i n o ŋ kʰ a kʰ e e n	
1950-7							ʃ u	
1968-7							t o ŋ tʃ a kʰ e ŋ n	
1978-7							g e kʰ kʰ e n	
1987-7							ɾ u ŋ	
2015-7							ɲ o ŋ kʰ ə n a	
2118-7							m o ŋ ŋ a kʰ a kʰ a n	
2238-7							ʃ i ŋ kʰ e n	
2507-7							d i ŋ u ŋ	
2526-7							ɾ u n	
2535-7							ʃ j u n	
2544-7							ʃ u ŋ	
2560-7							ʃ o ŋ n a kʰ a ŋ	
2569-7							kʰ e ŋ kʰ ə ŋ	
2578-7							ʃ i kʰ e ŋ	
2596-7							d u ŋ	
2615-7							ɾ u	
2663-7							g i kʰ a	
2690-7							ʃ i a a	
2719-7							ʃ i tʃ a	
2728-7							g o tʃ a ŋ	
2747-7							n o ŋ kʰ e n	
2756-7							ʃ i ŋ b u	
2774-7							b o ŋ a ŋ	
19-7							n o ŋ kʰ a kʰ e n	
28-7							n o ŋ kʰ a kʰ e n	
89-7							b o ŋ b a	
107-7							b j t i r a n kʰ n	
145-7							d e kʰ kʰ u a	
190-7							g u kʰ u	
338-7							pʰ n ə n	
436-7							ʃ a m a	
483-7							u u	
535-7							z i ŋ e	
571-7							g e ɾ a ŋ kʰ a	
699-7							b o ŋ b a	
845-7							ʃ u kʰ	
1049-7							tʃ e	
1161-7							u u	
1180-7							ʃ tʃ a	
1226-7							i i ŋ e n	
1235-7							n o m z u ŋ	
1280-7							d o ŋ kʰ a n	
1307-7							g e kʰ kʰ u	
1352-7							kʰ u	
1415-7							ɾ u	
1636-7							b i tʃ u	
1680-7							pʰ e ŋ kʰ ə n	
1725-7							d i kʰ kʰ e n	
2127-7							g o ŋ kʰ ə n	
2181-7							b i kʰ kʰ e n	
2366-7							b k i a kʰ kʰ e n	
2672-7							n u kʰ a	
2681-7							b i r a ŋ b a	
55-7							d a kʰ e kʰ e n	
80-7							t o ŋ kʰ a	
154-7							ɾ u	
181-7							n i g a ŋ p a	
267-7							tʃ u	
319-7							g o p kʰ ə n	
389-7							g u kʰ u	
453-7							g i ŋ kʰ a	
508-7							n a ŋ	
563-7							d o ŋ kʰ u n a	
637-7							o a e	
754-7							i z a kʰ kʰ e n	
819-7							d o ŋ p u	
827-7							dʒ e n	
918-7							ɾ e ŋ kʰ u n	
1244-7							g i r a ŋ kʰ a ŋ n a	
1460-7							n a ŋ a	
1487-7							t o p kʰ u ŋ	
1521-7							tʃ u	
1734-7							ʃ e m b e	
2172-7							tʃ i ŋ e n	
2256-7							tʃ u kʰ kʰ a n	
2517-7							n a ŋ kʰ a n	
2654-7							j a ŋ kʰ a ŋ	
2737-7							ʃ o ŋ n a	
329-7							t o ŋ kʰ a r a ŋ	
415-7							tʃ ŋ kʰ a n	
464-7							g u kʰ a n	
493-7							ʃ a kʰ e n	
581-7							d u u b a	
591-7							n u a kʰ a n	
627-7							g i m i ŋ kʰ a a a	
655-7							n u kʰ a n a	
873-7							b o ŋ b a	
909-7							b u ŋ a a	
990-7							g e kʰ e	
1013-7							pʰ a kʰ a ŋ kʰ ŋ	
1133-7							a u	
1150-7							tʃ e ŋ e	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								tʰ u ŋ p a a a
125-8								i a a ŋ a a
162-8								j e i z a
171-8								t o ŋ p a
219-8								tʰ a ŋ p a
247-8								tʰ a ŋ a a n
282-8								j u ŋ p a
292-8								dʒ a ŋ
301-8								z a
354-8								j u ŋ tʃ a l a
363-8								j a ŋ p a
397-8								tʰ e ŋ p a
406-8								kʰ e n a n
426-8								j u k p a
473-8								tʰ i ŋ p a n
499-8								z i ŋ a n
526-8								g e ŋ p a
544-8								dʒ a
553-8								tʃ o t a n
599-8								g e i p a n
608-8								tʰ i ŋ p a
617-8								j a ŋ
645-8								i n a
663-8								z o ŋ p a n
672-8								tʰ i ŋ p a
681-8								z i z a
690-8								j u ŋ
708-8								tʰ u ŋ j a ŋ p a
717-8								tʃ i k p a
726-8								n i
744-8								i p a
782-8								z a
791-8								n a
800-8								n a
809-8								z o ŋ n a ŋ
836-8								kʰ z a
881-8								j a n
890-8								j i a a
899-8								z a ŋ
926-8								dʒ a n
944-8								g i ŋ a n
953-8								z l i n a n
980-8								i i ŋ a n
998-8								pʰ a n a
1022-8								dʒ i a p a n
1031-8								i ŋ i ŋ p a n a n
1069-8								s i j a ŋ p a n a
1079-8								z k p a a a
1098-8								j u ŋ p a n
1117-8								tʃ a ŋ
1141-8								j i ŋ p a
1189-8								j a n
1198-8								j u s
1208-8								z i ŋ a k n
1217-8								j i ŋ a p a n
1253-8								i z a
1271-8								z i a a n
1289-8								j u ŋ
1316-8								n a ŋ
1325-8								kʰ a n
1334-8								tʃ i ŋ p a
1343-8								a i n a n
1361-8								j i ŋ a ŋ a n
1370-8								z e ŋ a n
1388-8								j i ŋ n a
1397-8								tʃ a ŋ
1406-8								tʃ a n
1424-8								o m i ŋ pʰ e m a r n n
1433-8								z o p a
1442-8								j a n
1451-8								pʰ i l a n
1468-8								tʃ i k p a
1477-8								n a ŋ
1502-8								ʃ a ŋ p a
1511-8								z u t e a a ŋ p a
1529-8								tʃ a ŋ a
1538-8								z o ŋ a
1557-8								tʰ e i p a n
1618-8								i ŋ p a
1663-8								z a ŋ
1689-8								z a a
1698-8								dʒ a ŋ
1707-8								j o ŋ n a ŋ
1716-8								z a ŋ p a n
1742-8								j u p a
1751-8								e n a a a
1778-8								z a
1787-8								tʰ u ŋ p a n
1823-8								j a n
1832-8								kʰ e ŋ n a
1842-8								j a ŋ
1860-8								z i ŋ p p n
1869-8								z o p p a n
1888-8								tʰ u ŋ p a
1897-8								z z a
1932-8								m i n a ŋ z a m a a n
1950-8								z u
1968-8								tʰ o ŋ t a p a a n
1978-8								g e k p a n
1987-8								n a ŋ
2015-8								tʰ i ŋ a n
2118-8								z o ŋ d a m a ŋ a n
2238-8								z i ŋ a n
2507-8								tʰ i ŋ a ŋ
2526-8								j a s
2535-8								z dʒ a n
2544-8								n a ŋ
2560-8								z o ŋ n a l a n
2569-8								g e a p a n
2578-8								z i l a ŋ
2596-8								dʒ a ŋ
2615-8								z a
2663-8								g i t a o
2690-8								z i n a
2719-8								j i z a
2728-8								kʰ e l a ŋ
2747-8								j i ŋ p u n
2756-8								z e ŋ p a
2774-8								tʰ i ŋ a n
19-8								m e ŋ g a p a n
28-8								m e ŋ g a p a n
107-8								t i n a n a
145-8								tʃ i k p a p
190-8								tʃ u l a
229-8								dʒ a
257-8								dʒ a ŋ a
338-8								p e a n
436-8								kʰ i ŋ a
483-8								j a
535-8								z i z a
571-8								kʰ e ŋ a n p a
845-8								j o k o
971-8								tʃ i k p a
1049-8								z i
1161-8								a ŋ
1180-8								n l a
1226-8								i i ŋ a n
1235-8								j u ŋ n a ŋ
1280-8								tʰ i ŋ p a ŋ
1307-8								tʃ e k p a
1379-8								n i
1415-8								j a
1636-8								tʃ u p a
1654-8								z i
1680-8								g e ŋ p a n
1725-8								tʰ i k p a n
2127-8								tʰ a ŋ m a n
2181-8								tʰ i ŋ m a n
2366-8								j a k b a n
2681-8								pʰ e ŋ a ŋ p a
55-8								kʰ a a p a n
116-8								kʰ i z a
154-8								dʒ a
181-8								z i n a ŋ p a
210-8								tʃ a a
267-8								dʒ a
319-8								g e p p a n
389-8								tʃ a l a
453-8								tʰ i ŋ p a
508-8								s a n
563-8								tʰ a ŋ p a p
637-8								i a a
754-8								a n i ŋ p a n
764-8								s i ŋ a ŋ p a a ŋ a
819-8								tʰ i ŋ p a
918-8								j a ŋ a a n
1487-8								tʃ i k p a n
1521-8								tʃ a
2033-8								t i k p a n
2172-8								tʰ j ŋ a n
2256-8								b u p ŋ a n
415-8								b ă s a n
627-8								dʒ o ŋ i ŋ a n a
990-8								tʰ a l a
1013-8								g o s a ŋ p n
1584-8								kʰ e ɾ a n a n
