COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
677-7							t u ŋ	
75-7							d u ŋ	
678-7							s uː	
682-7							m a n	
493-7							z uː	
693-7							s ə	
694-7							m ə	
702-7							tɕʰ a ŋ	
704-7							m uː	
176-7							l uː	
709-7							s	
710-7							t y	
714-7							m ɛ k	
718-7							kʰ	
719-7							dʑ a	
22-7							m yː	
723-7							dz i ŋ	
726-7							dʑ a ŋ	
729-7							b ə	
730-7							r aː	
739-7							pʰ l iː	
740-7							b ə	
741-7							kʰ u k	
1-8								kʰ uː
5-8								n i
4-8								tʰ u k
6-8								n i ŋ
15-8								dʑ i
55-8								l uː
56-8								u
60-8								s o
61-8								d u ŋ
80-8								tɕʰ u k
87-8								tɕʰ ə
86-8								pʰ l uː
92-8								pʰ l uː
102-8								m iː
106-8								pʰ u k
108-8								d uː
107-8								pʰ l uː
112-8								pʰ u ŋ
115-8								s
114-8								d u ŋ
120-8								d uː
124-8								ə
125-8								tʰ u k
132-8								s o
131-8								r i ŋ
136-8								dʑ iː
134-8								k a k
137-8								u
138-8								d u k
140-8								h uː
143-8								tɕʰ a k
145-8								tɕʰ a
147-8								s aː
149-8								ɲ i k
153-8								s
152-8								kʰ a n
158-8								tɕʰ u k
163-8								l uː
164-8								n iː
167-8								pʰ u ŋ
171-8								n u ŋ
172-8								tɕʰ u k
173-8								tʰ eː
183-8								l aː
185-8								m u
188-8								kʰ ə
189-8								tɕ i ŋ
193-8								s ɔ
196-8								m ɔ̃ː
199-8								tɕʰ au
200-8								kʰ a n
201-8								tɕʰ i
202-8								kʰ ə
203-8								d u ŋ
204-8								b yː
206-8								n i ŋ
117-8								b yː
146-8								tɕʰ ĩː
219-8								t b ə
218-8								dʑ i
224-8								m ɔ̃ː
240-8								tɕʰ a k
244-8								j au
255-8								n ɔ̃
260-8								b ə
263-8								r aː
269-8								h a k
271-8								d a k
209-8								tɕʰ ĩː
277-8								m ə
278-8								d u ŋ
135-8								d ə
284-8								m iː
797-8								u
290-8								l u ŋ
289-8								tɕʰ i k
296-8								n i
310-8								s
319-8								iː
325-8								l aː
327-8								b aː
331-8								kʰ oː
337-8								b a n
338-8								l i ŋ
339-8								ɔ̃ː
350-8								kʰ ə
349-8								tʰ u ŋ
357-8								tɕʰ uː
355-8								u
363-8								m ə
361-8								kʰ oː
365-8								s a n
364-8								tʰ a k
375-8								l u k
379-8								s a t
380-8								kʰ yː
396-8								j au
400-8								m ə
405-8								d u ŋ
404-8								s ɔ m
409-8								r ɛ k
410-8								tɕʰ i k
415-8								b a
416-8								b a
101-8								n u
37-8								kʰ uː
424-8								b aː
434-8								tɕ a n
445-8								b
446-8								s iː
451-8								t uː
457-8								n i ŋ
456-8								b l uː
464-8								pʰ i ŋ
473-8								tɕʰ iː
474-8								u ŋ
479-8								s i n
489-8								j au
490-8								h ɔ̃ː
494-8								s ə
503-8								kʰ yː
502-8								s i ŋ
235-8								l u ŋ
519-8								l iː
523-8								u k
527-8								kʰ a ŋ
538-8								s
544-8								j a ŋ
850-8								ə
554-8								dʑ ə
553-8								r i ŋ
558-8								kʰ u ŋ
561-8								s u
562-8								b ɔ
564-8								j u
567-8								m iː
570-8								kʰ iː
575-8								oː
582-8								l uː
585-8								u
589-8								kʰ oː ŋ
593-8								t a n
594-8								l ə
595-8								tʰ ɔ̃ː
596-8								n u
598-8								z i
599-8								d u
602-8								z uː
603-8								l uː k
606-8								s i ŋ
605-8								b ɔ
620-8								l aː
637-8								pʰ a k
639-8								dʑ ə
645-8								kʰ oː
646-8								r a ŋ
168-8								h ɛ k
658-8								h a n
665-8								kʰ uː
668-8								kʰ uː
677-8								t ɔ̃ː ŋ
75-8								d u ŋ
678-8								s uː
682-8								m a n
493-8								s iː
693-8								s u
694-8								m u
702-8								tɕ a ŋ
704-8								m uː
176-8								l uː
709-8								s
710-8								t u
714-8								h ɛ k
718-8								kʰ ə
719-8								tɕʰ a
22-8								m iː
723-8								tɕ i ŋ
726-8								dz a ŋ
729-8								b
730-8								r aː
739-8								pʰ l iː
740-8								b ə
741-8								kʰ oː k
