index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
2	0.6667	2	0.6667	1080	237	o	ʔ	∅	∅	³³	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	238	au	ʔ	∅	∅	⁵³	∅	∅	A	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	239	o	ʔ	∅	∅	⁵⁵	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							240	ɔ	ʔ	∅	∅	⁵⁵	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	241	ɔ	ʔ	∅	∅	⁵⁵	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							242	ɔ	-	∅	∅	⁵⁵	∅	∅	U	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1080	237	³³	o	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	238	⁵³	au	ʔ	∅	∅	∅	∅	_	A	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	239	⁵⁵	o	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							240	⁵⁵	ɔ	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	241	⁵⁵	ɔ	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							242	⁵⁵	ɔ	-	∅	∅	∅	∅	_	U	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅
1	0.2500	4	1.0000	1142	243	j	∅	∅	∅	a	-	³³	J	∅	∅	∅	A	_	_	6	∅	∅	∅	7	0	0	244	ɟ	∅	∅	∅	ɛ	ʔ	²¹	C	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	245	j	∅	∅	∅	e	-	³³	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	246	j	∅	∅	∅	ɛ	ʔ	⁴⁵	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0																							247	j	∅	∅	∅	ɛ	ʔ	⁵¹	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0	248	j	∅	∅	∅	ɛ	ʔ	⁴⁵	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0																						
2	0.5000	3	0.7500	1142	243	a	j	∅	∅	-	³³	∅	A	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	244	ɛ	ɟ	∅	∅	ʔ	²¹	∅	E	C	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	245	e	j	∅	∅	-	³³	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	246	ɛ	j	∅	∅	ʔ	⁴⁵	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅																							247	ɛ	j	∅	∅	ʔ	⁵¹	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅	248	ɛ	j	∅	∅	ʔ	⁴⁵	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅																						
3	0.7500	2	0.5000	1142	243	-	a	j	∅	³³	∅	∅	_	A	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	244	ʔ	ɛ	ɟ	∅	²¹	∅	∅	H	E	C	∅	_	∅	∅	1	7	1	∅	0	∅	∅	245	-	e	j	∅	³³	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	246	ʔ	ɛ	j	∅	⁴⁵	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																							247	ʔ	ɛ	j	∅	⁵¹	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	248	ʔ	ɛ	j	∅	⁴⁵	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																						
4	1.0000	1	0.2500	1142	243	³³	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	244	²¹	ʔ	ɛ	ɟ	∅	∅	∅	_	H	E	C	∅	∅	∅	0	1	7	1	∅	∅	∅	245	³³	-	e	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	246	⁴⁵	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							247	⁵¹	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅	248	⁴⁵	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																						
1	0.3333	3	1.0000	1149	249	j	∅	∅	∅	u	³³	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	250	j	∅	∅	∅	au	⁵³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	251	j	∅	∅	∅	u	⁵⁵	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							252	j	∅	∅	∅	ɔ	³⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅																																													253	j	∅	∅	∅	o	⁵⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1149	249	u	j	∅	∅	³³	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	250	au	j	∅	∅	⁵³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	251	u	j	∅	∅	⁵⁵	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							252	ɔ	j	∅	∅	³⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													253	o	j	∅	∅	⁵⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1149	249	³³	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	250	⁵³	au	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	251	⁵⁵	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							252	³⁵	ɔ	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													253	⁵⁵	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.2500	4	1.0000	1186	254	k	∅	∅	∅	ɛ	-	¹¹	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	255	k	∅	∅	∅	a	ŋ	³³	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	256	k	∅	∅	∅	ɔ	-	³³	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																																													257	g	∅	∅	∅	a	ŋ	⁵⁵	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	1186	254	ɛ	k	∅	∅	-	¹¹	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	255	a	k	∅	∅	ŋ	³³	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	256	ɔ	k	∅	∅	-	³³	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													257	a	g	∅	∅	ŋ	⁵⁵	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	1186	254	-	ɛ	k	∅	¹¹	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	255	ŋ	a	k	∅	³³	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	256	-	ɔ	k	∅	³³	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													257	ŋ	a	g	∅	⁵⁵	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	1186	254	¹¹	-	ɛ	k	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅	255	³³	ŋ	a	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	256	³³	-	ɔ	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																													257	⁵⁵	ŋ	a	g	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	1195																							258	-	∅	∅	∅	cʰ	au	ʔ	_	∅	∅	∅	C	A	H	0	∅	∅	∅	1	7	1	259	-	∅	∅	∅	x	ɔ	-	_	∅	∅	∅	G	U	_	0	∅	∅	∅	3	7	0	260	-	∅	∅	∅	s	ə	t	_	∅	∅	∅	S	E	T	0	∅	∅	∅	3	7	1	261	-	∅	∅	∅	x	o	ʔ	_	∅	∅	∅	G	U	H	0	∅	∅	∅	3	7	1	262	kʰ	∅	∅	∅	r	ɔ	t	K	∅	∅	∅	R	U	T	1	∅	∅	∅	5	7	1	263	-	∅	∅	∅	s	ɔ	t	_	∅	∅	∅	S	U	T	0	∅	∅	∅	3	7	1																						
2	0.4000	4	0.8000	1195																							258	cʰ	-	∅	∅	au	ʔ	⁴⁵	C	_	∅	∅	A	H	_	1	0	∅	∅	7	1	0	259	x	-	∅	∅	ɔ	-	¹¹	G	_	∅	∅	U	_	_	3	0	∅	∅	7	0	0	260	s	-	∅	∅	ə	t	²¹	S	_	∅	∅	E	T	_	3	0	∅	∅	7	1	0	261	x	-	∅	∅	o	ʔ	²¹	G	_	∅	∅	U	H	_	3	0	∅	∅	7	1	0	262	r	kʰ	∅	∅	ɔ	t	⁵¹	R	K	∅	∅	U	T	_	5	1	∅	∅	7	1	0	263	s	-	∅	∅	ɔ	t	²¹	S	_	∅	∅	U	T	_	3	0	∅	∅	7	1	0																						
3	0.6000	3	0.6000	1195																							258	au	cʰ	-	∅	ʔ	⁴⁵	∅	A	C	_	∅	H	_	∅	7	1	0	∅	1	0	∅	259	ɔ	x	-	∅	-	¹¹	∅	U	G	_	∅	_	_	∅	7	3	0	∅	0	0	∅	260	ə	s	-	∅	t	²¹	∅	E	S	_	∅	T	_	∅	7	3	0	∅	1	0	∅	261	o	x	-	∅	ʔ	²¹	∅	U	G	_	∅	H	_	∅	7	3	0	∅	1	0	∅	262	ɔ	r	kʰ	∅	t	⁵¹	∅	U	R	K	∅	T	_	∅	7	5	1	∅	1	0	∅	263	ɔ	s	-	∅	t	²¹	∅	U	S	_	∅	T	_	∅	7	3	0	∅	1	0	∅																						
4	0.8000	2	0.4000	1195																							258	ʔ	au	cʰ	-	⁴⁵	∅	∅	H	A	C	_	_	∅	∅	1	7	1	0	0	∅	∅	259	-	ɔ	x	-	¹¹	∅	∅	_	U	G	_	_	∅	∅	0	7	3	0	0	∅	∅	260	t	ə	s	-	²¹	∅	∅	T	E	S	_	_	∅	∅	1	7	3	0	0	∅	∅	261	ʔ	o	x	-	²¹	∅	∅	H	U	G	_	_	∅	∅	1	7	3	0	0	∅	∅	262	t	ɔ	r	kʰ	⁵¹	∅	∅	T	U	R	K	_	∅	∅	1	7	5	1	0	∅	∅	263	t	ɔ	s	-	²¹	∅	∅	T	U	S	_	_	∅	∅	1	7	3	0	0	∅	∅																						
5	1.0000	1	0.2000	1195																							258	⁴⁵	ʔ	au	cʰ	∅	∅	∅	_	H	A	C	∅	∅	∅	0	1	7	1	∅	∅	∅	259	¹¹	-	ɔ	x	∅	∅	∅	_	_	U	G	∅	∅	∅	0	0	7	3	∅	∅	∅	260	²¹	t	ə	s	∅	∅	∅	_	T	E	S	∅	∅	∅	0	1	7	3	∅	∅	∅	261	²¹	ʔ	o	x	∅	∅	∅	_	H	U	G	∅	∅	∅	0	1	7	3	∅	∅	∅	262	⁵¹	t	ɔ	r	∅	∅	∅	_	T	U	R	∅	∅	∅	0	1	7	5	∅	∅	∅	263	²¹	t	ɔ	s	∅	∅	∅	_	T	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅																						
1	0.3333	3	1.0000	1209																																																																																									264	k	∅	∅	∅	a	¹¹	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	265	k	∅	∅	∅	ə	⁰	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1209																																																																																									264	a	k	∅	∅	¹¹	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	265	ə	k	∅	∅	⁰	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1209																																																																																									264	¹¹	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	265	⁰	ə	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	1226	266	pʰ	∅	∅	∅	ɛ	-	⁵⁵	P	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							267	pʰ	∅	∅	∅	o	-	³³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	268	pʰ	∅	∅	∅	ɔ	ʔ	²¹	P	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	269	pʰ	∅	∅	∅	o	ʔ	⁴⁵	P	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	270	pʰ	∅	∅	∅	ɔ	ʔ̚	⁵¹	P	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																							271	pʰ	∅	∅	∅	ɔ	-	³³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	1226	266	ɛ	pʰ	∅	∅	-	⁵⁵	∅	E	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							267	o	pʰ	∅	∅	-	³³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	268	ɔ	pʰ	∅	∅	ʔ	²¹	∅	U	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	269	o	pʰ	∅	∅	ʔ	⁴⁵	∅	U	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	270	ɔ	pʰ	∅	∅	ʔ̚	⁵¹	∅	U	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							271	ɔ	pʰ	∅	∅	-	³³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	1226	266	-	ɛ	pʰ	∅	⁵⁵	∅	∅	_	E	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							267	-	o	pʰ	∅	³³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	268	ʔ	ɔ	pʰ	∅	²¹	∅	∅	H	U	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅	269	ʔ	o	pʰ	∅	⁴⁵	∅	∅	H	U	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅	270	ʔ̚	ɔ	pʰ	∅	⁵¹	∅	∅	H	U	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							271	-	ɔ	pʰ	∅	³³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	1226	266	⁵⁵	-	ɛ	pʰ	∅	∅	∅	_	_	E	P	∅	∅	∅	0	0	7	1	∅	∅	∅																							267	³³	-	o	pʰ	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	268	²¹	ʔ	ɔ	pʰ	∅	∅	∅	_	H	U	P	∅	∅	∅	0	1	7	1	∅	∅	∅	269	⁴⁵	ʔ	o	pʰ	∅	∅	∅	_	H	U	P	∅	∅	∅	0	1	7	1	∅	∅	∅	270	⁵¹	ʔ̚	ɔ	pʰ	∅	∅	∅	_	H	U	P	∅	∅	∅	0	1	7	1	∅	∅	∅																							271	³³	-	ɔ	pʰ	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	1237	272	n	∅	∅	∅	o	-	³³	N	∅	∅	∅	U	_	_	4	∅	∅	∅	7	0	0																							273	n	∅	∅	∅	u	-	³³	N	∅	∅	∅	Y	_	_	4	∅	∅	∅	7	0	0																							274	n	∅	∅	∅	aə	ʔ	²¹	N	∅	∅	∅	A	H	_	4	∅	∅	∅	7	1	0	275	n	∅	∅	∅	ə	ʔ	⁵¹	N	∅	∅	∅	E	H	_	4	∅	∅	∅	7	1	0	276	n	∅	∅	∅	ə	ʔ	⁴⁵	N	∅	∅	∅	E	H	_	4	∅	∅	∅	7	1	0	277	n	∅	∅	∅	u	-	¹¹	N	∅	∅	∅	Y	_	_	4	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	1237	272	o	n	∅	∅	-	³³	∅	U	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							273	u	n	∅	∅	-	³³	∅	Y	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							274	aə	n	∅	∅	ʔ	²¹	∅	A	N	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅	275	ə	n	∅	∅	ʔ	⁵¹	∅	E	N	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅	276	ə	n	∅	∅	ʔ	⁴⁵	∅	E	N	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅	277	u	n	∅	∅	-	¹¹	∅	Y	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅
3	0.7500	2	0.5000	1237	272	-	o	n	∅	³³	∅	∅	_	U	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							273	-	u	n	∅	³³	∅	∅	_	Y	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							274	ʔ	aə	n	∅	²¹	∅	∅	H	A	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	275	ʔ	ə	n	∅	⁵¹	∅	∅	H	E	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	276	ʔ	ə	n	∅	⁴⁵	∅	∅	H	E	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	277	-	u	n	∅	¹¹	∅	∅	_	Y	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	1237	272	³³	-	o	n	∅	∅	∅	_	_	U	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							273	³³	-	u	n	∅	∅	∅	_	_	Y	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							274	²¹	ʔ	aə	n	∅	∅	∅	_	H	A	N	∅	∅	∅	0	1	7	4	∅	∅	∅	275	⁵¹	ʔ	ə	n	∅	∅	∅	_	H	E	N	∅	∅	∅	0	1	7	4	∅	∅	∅	276	⁴⁵	ʔ	ə	n	∅	∅	∅	_	H	E	N	∅	∅	∅	0	1	7	4	∅	∅	∅	277	¹¹	-	u	n	∅	∅	∅	_	_	Y	N	∅	∅	∅	0	0	7	4	∅	∅	∅
1	0.1667	6	1.0000	1247	278	cʰ	∅	∅	∅	-	ɨ	-	C	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	279	cʰ	∅	∅	∅	w	a	ŋ	C	∅	∅	∅	W	A	N	1	∅	∅	∅	6	7	4	280	cʰ	∅	∅	∅	-	u	-	C	∅	∅	∅	_	Y	_	1	∅	∅	∅	0	7	0	281	cʰ	∅	∅	∅	-	ə	ŋ	C	∅	∅	∅	_	E	N	1	∅	∅	∅	0	7	4																							282	cʰ	∅	∅	∅	-	u	ɴ	C	∅	∅	∅	_	Y	N	1	∅	∅	∅	0	7	4	283	cʰ	∅	∅	∅	w	ə	m	C	∅	∅	∅	W	E	M	1	∅	∅	∅	6	7	4																						
2	0.3333	5	0.8333	1247	278	-	cʰ	∅	∅	ɨ	-	-	_	C	∅	∅	I	_	_	0	1	∅	∅	7	0	0	279	w	cʰ	∅	∅	a	ŋ	-	W	C	∅	∅	A	N	_	6	1	∅	∅	7	4	0	280	-	cʰ	∅	∅	u	-	-	_	C	∅	∅	Y	_	_	0	1	∅	∅	7	0	0	281	-	cʰ	∅	∅	ə	ŋ	ɦ	_	C	∅	∅	E	N	H	0	1	∅	∅	7	4	3																							282	-	cʰ	∅	∅	u	ɴ	-	_	C	∅	∅	Y	N	_	0	1	∅	∅	7	4	0	283	w	cʰ	∅	∅	ə	m	-	W	C	∅	∅	E	M	_	6	1	∅	∅	7	4	0																						
3	0.5000	4	0.6667	1247	278	ɨ	-	cʰ	∅	-	-	³³	I	_	C	∅	_	_	_	7	0	1	∅	0	0	0	279	a	w	cʰ	∅	ŋ	-	⁵³	A	W	C	∅	N	_	_	7	6	1	∅	4	0	0	280	u	-	cʰ	∅	-	-	⁵⁵	Y	_	C	∅	_	_	_	7	0	1	∅	0	0	0	281	ə	-	cʰ	∅	ŋ	ɦ	³¹	E	_	C	∅	N	H	_	7	0	1	∅	4	3	0																							282	u	-	cʰ	∅	ɴ	-	⁵⁵	Y	_	C	∅	N	_	_	7	0	1	∅	4	0	0	283	ə	w	cʰ	∅	m	-	³¹	E	W	C	∅	M	_	_	7	6	1	∅	4	0	0																						
4	0.6667	3	0.5000	1247	278	-	ɨ	-	cʰ	-	³³	∅	_	I	_	C	_	_	∅	0	7	0	1	0	0	∅	279	ŋ	a	w	cʰ	-	⁵³	∅	N	A	W	C	_	_	∅	4	7	6	1	0	0	∅	280	-	u	-	cʰ	-	⁵⁵	∅	_	Y	_	C	_	_	∅	0	7	0	1	0	0	∅	281	ŋ	ə	-	cʰ	ɦ	³¹	∅	N	E	_	C	H	_	∅	4	7	0	1	3	0	∅																							282	ɴ	u	-	cʰ	-	⁵⁵	∅	N	Y	_	C	_	_	∅	4	7	0	1	0	0	∅	283	m	ə	w	cʰ	-	³¹	∅	M	E	W	C	_	_	∅	4	7	6	1	0	0	∅																						
5	0.8333	2	0.3333	1247	278	-	-	ɨ	-	³³	∅	∅	_	_	I	_	_	∅	∅	0	0	7	0	0	∅	∅	279	-	ŋ	a	w	⁵³	∅	∅	_	N	A	W	_	∅	∅	0	4	7	6	0	∅	∅	280	-	-	u	-	⁵⁵	∅	∅	_	_	Y	_	_	∅	∅	0	0	7	0	0	∅	∅	281	ɦ	ŋ	ə	-	³¹	∅	∅	H	N	E	_	_	∅	∅	3	4	7	0	0	∅	∅																							282	-	ɴ	u	-	⁵⁵	∅	∅	_	N	Y	_	_	∅	∅	0	4	7	0	0	∅	∅	283	-	m	ə	w	³¹	∅	∅	_	M	E	W	_	∅	∅	0	4	7	6	0	∅	∅																						
