index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
2	0.5000	3	0.7500	1003																							407	u	d	∅	∅	-	¹¹	∅	Y	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	408	u	d	∅	∅	-	¹¹	∅	Y	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							409	ãə	d	∅	∅	-	³³	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	410	ə	ˀd	∅	∅	ŋ	¹¹	∅	E	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							411	ɔ	ɗ	∅	∅	-	⁵⁵	∅	U	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	1003																							407	-	u	d	∅	¹¹	∅	∅	_	Y	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	408	-	u	d	∅	¹¹	∅	∅	_	Y	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							409	-	ãə	d	∅	³³	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅	410	ŋ	ə	ˀd	∅	¹¹	∅	∅	N	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							411	-	ɔ	ɗ	∅	⁵⁵	∅	∅	_	U	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	1003																							407	¹¹	-	u	d	∅	∅	∅	_	_	Y	T	∅	∅	∅	0	0	7	1	∅	∅	∅	408	¹¹	-	u	d	∅	∅	∅	_	_	Y	T	∅	∅	∅	0	0	7	1	∅	∅	∅																							409	³³	-	ãə	d	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅	410	¹¹	ŋ	ə	ˀd	∅	∅	∅	_	N	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							411	⁵⁵	-	ɔ	ɗ	∅	∅	∅	_	_	U	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.3333	3	1.0000	1080	412	ʔ	∅	∅	∅	o	³³	∅	H	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	413	ʔ	∅	∅	∅	au	⁵³	∅	H	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	414	ʔ	∅	∅	∅	o	⁵⁵	∅	H	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							415	ʔ	∅	∅	∅	ɔ	⁵⁵	∅	H	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	416	ʔ	∅	∅	∅	ɔ	⁵⁵	∅	H	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							417	-	∅	∅	∅	ɔ	⁵⁵	∅	_	∅	∅	∅	U	_	∅	0	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1080	412	o	ʔ	∅	∅	³³	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	413	au	ʔ	∅	∅	⁵³	∅	∅	A	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	414	o	ʔ	∅	∅	⁵⁵	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							415	ɔ	ʔ	∅	∅	⁵⁵	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	416	ɔ	ʔ	∅	∅	⁵⁵	∅	∅	U	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							417	ɔ	-	∅	∅	⁵⁵	∅	∅	U	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1080	412	³³	o	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	413	⁵³	au	ʔ	∅	∅	∅	∅	_	A	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	414	⁵⁵	o	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							415	⁵⁵	ɔ	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	416	⁵⁵	ɔ	ʔ	∅	∅	∅	∅	_	U	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							417	⁵⁵	ɔ	-	∅	∅	∅	∅	_	U	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅
1	0.2500	4	1.0000	1104																							418	l	∅	∅	∅	au	-	⁵³	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0	419	l	∅	∅	∅	u	-	⁵⁵	L	∅	∅	∅	Y	_	_	5	∅	∅	∅	7	0	0	420	l	∅	∅	∅	o	ɦ	³¹	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	3	0	421	l	∅	∅	∅	u	-	³⁵	L	∅	∅	∅	Y	_	_	5	∅	∅	∅	7	0	0	422	l̥	∅	∅	∅	o	-	⁵⁵	L	∅	∅	∅	U	_	_	5	∅	∅	∅	7	0	0	423	l	∅	∅	∅	o	ɦ	³¹	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	3	0	424	l	∅	∅	∅	o	-	⁵⁵	L	∅	∅	∅	U	_	_	5	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	1104																							418	au	l	∅	∅	-	⁵³	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	419	u	l	∅	∅	-	⁵⁵	∅	Y	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	420	o	l	∅	∅	ɦ	³¹	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	3	0	∅	421	u	l	∅	∅	-	³⁵	∅	Y	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	422	o	l̥	∅	∅	-	⁵⁵	∅	U	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	423	o	l	∅	∅	ɦ	³¹	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	3	0	∅	424	o	l	∅	∅	-	⁵⁵	∅	U	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅
3	0.7500	2	0.5000	1104																							418	-	au	l	∅	⁵³	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	419	-	u	l	∅	⁵⁵	∅	∅	_	Y	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	420	ɦ	o	l	∅	³¹	∅	∅	H	U	L	∅	_	∅	∅	3	7	5	∅	0	∅	∅	421	-	u	l	∅	³⁵	∅	∅	_	Y	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	422	-	o	l̥	∅	⁵⁵	∅	∅	_	U	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	423	ɦ	o	l	∅	³¹	∅	∅	H	U	L	∅	_	∅	∅	3	7	5	∅	0	∅	∅	424	-	o	l	∅	⁵⁵	∅	∅	_	U	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	1104																							418	⁵³	-	au	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅	419	⁵⁵	-	u	l	∅	∅	∅	_	_	Y	L	∅	∅	∅	0	0	7	5	∅	∅	∅	420	³¹	ɦ	o	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	3	7	5	∅	∅	∅	421	³⁵	-	u	l	∅	∅	∅	_	_	Y	L	∅	∅	∅	0	0	7	5	∅	∅	∅	422	⁵⁵	-	o	l̥	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅	423	³¹	ɦ	o	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	3	7	5	∅	∅	∅	424	⁵⁵	-	o	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.2500	4	1.0000	1142	425	j	∅	∅	∅	a	-	³³	J	∅	∅	∅	A	_	_	6	∅	∅	∅	7	0	0	426	ɟ	∅	∅	∅	ɛ	ʔ	²¹	C	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0	427	j	∅	∅	∅	e	-	³³	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	428	j	∅	∅	∅	ɛ	ʔ	⁴⁵	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0																							429	j	∅	∅	∅	ɛ	ʔ	⁵¹	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0	430	j	∅	∅	∅	ɛ	ʔ	⁴⁵	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0																						
2	0.5000	3	0.7500	1142	425	a	j	∅	∅	-	³³	∅	A	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	426	ɛ	ɟ	∅	∅	ʔ	²¹	∅	E	C	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	427	e	j	∅	∅	-	³³	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	428	ɛ	j	∅	∅	ʔ	⁴⁵	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅																							429	ɛ	j	∅	∅	ʔ	⁵¹	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅	430	ɛ	j	∅	∅	ʔ	⁴⁵	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅																						
3	0.7500	2	0.5000	1142	425	-	a	j	∅	³³	∅	∅	_	A	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	426	ʔ	ɛ	ɟ	∅	²¹	∅	∅	H	E	C	∅	_	∅	∅	1	7	1	∅	0	∅	∅	427	-	e	j	∅	³³	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	428	ʔ	ɛ	j	∅	⁴⁵	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																							429	ʔ	ɛ	j	∅	⁵¹	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	430	ʔ	ɛ	j	∅	⁴⁵	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																						
4	1.0000	1	0.2500	1142	425	³³	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	426	²¹	ʔ	ɛ	ɟ	∅	∅	∅	_	H	E	C	∅	∅	∅	0	1	7	1	∅	∅	∅	427	³³	-	e	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	428	⁴⁵	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							429	⁵¹	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅	430	⁴⁵	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																						
1	0.3333	3	1.0000	1149	431	j	∅	∅	∅	u	³³	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅	432	j	∅	∅	∅	au	⁵³	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	433	j	∅	∅	∅	u	⁵⁵	∅	J	∅	∅	∅	Y	_	∅	6	∅	∅	∅	7	0	∅																							434	j	∅	∅	∅	ɔ	³⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅																																													435	j	∅	∅	∅	o	⁵⁵	∅	J	∅	∅	∅	U	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1149	431	u	j	∅	∅	³³	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	432	au	j	∅	∅	⁵³	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	433	u	j	∅	∅	⁵⁵	∅	∅	Y	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							434	ɔ	j	∅	∅	³⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													435	o	j	∅	∅	⁵⁵	∅	∅	U	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1149	431	³³	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	432	⁵³	au	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	433	⁵⁵	u	j	∅	∅	∅	∅	_	Y	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							434	³⁵	ɔ	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													435	⁵⁵	o	j	∅	∅	∅	∅	_	U	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.2500	4	1.0000	1160	436	ʔ	∅	∅	∅	e	-	¹¹	H	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	437	ʔ	∅	∅	∅	a	ŋ	¹¹	H	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	438	ʔ	∅	∅	∅	ɔ	-	¹¹	H	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	439	ʔ	∅	∅	∅	a	m	⁵⁵	H	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	440	ʔ	∅	∅	∅	ã	-	³³	H	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	441	ʔ	∅	∅	∅	a	m	¹¹	H	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	442	ʔ	∅	∅	∅	a	m	³³	H	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	1160	436	e	ʔ	∅	∅	-	¹¹	∅	E	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	437	a	ʔ	∅	∅	ŋ	¹¹	∅	A	H	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	438	ɔ	ʔ	∅	∅	-	¹¹	∅	U	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	439	a	ʔ	∅	∅	m	⁵⁵	∅	A	H	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	440	ã	ʔ	∅	∅	-	³³	∅	A	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	441	a	ʔ	∅	∅	m	¹¹	∅	A	H	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	442	a	ʔ	∅	∅	m	³³	∅	A	H	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	1160	436	-	e	ʔ	∅	¹¹	∅	∅	_	E	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅	437	ŋ	a	ʔ	∅	¹¹	∅	∅	N	A	H	∅	_	∅	∅	4	7	1	∅	0	∅	∅	438	-	ɔ	ʔ	∅	¹¹	∅	∅	_	U	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅	439	m	a	ʔ	∅	⁵⁵	∅	∅	M	A	H	∅	_	∅	∅	4	7	1	∅	0	∅	∅	440	-	ã	ʔ	∅	³³	∅	∅	_	A	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅	441	m	a	ʔ	∅	¹¹	∅	∅	M	A	H	∅	_	∅	∅	4	7	1	∅	0	∅	∅	442	m	a	ʔ	∅	³³	∅	∅	M	A	H	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	1160	436	¹¹	-	e	ʔ	∅	∅	∅	_	_	E	H	∅	∅	∅	0	0	7	1	∅	∅	∅	437	¹¹	ŋ	a	ʔ	∅	∅	∅	_	N	A	H	∅	∅	∅	0	4	7	1	∅	∅	∅	438	¹¹	-	ɔ	ʔ	∅	∅	∅	_	_	U	H	∅	∅	∅	0	0	7	1	∅	∅	∅	439	⁵⁵	m	a	ʔ	∅	∅	∅	_	M	A	H	∅	∅	∅	0	4	7	1	∅	∅	∅	440	³³	-	ã	ʔ	∅	∅	∅	_	_	A	H	∅	∅	∅	0	0	7	1	∅	∅	∅	441	¹¹	m	a	ʔ	∅	∅	∅	_	M	A	H	∅	∅	∅	0	4	7	1	∅	∅	∅	442	³³	m	a	ʔ	∅	∅	∅	_	M	A	H	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	1186	443	k	∅	∅	∅	ɛ	-	¹¹	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	444	k	∅	∅	∅	a	ŋ	³³	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	445	k	∅	∅	∅	ɔ	-	³³	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																																													446	g	∅	∅	∅	a	ŋ	⁵⁵	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	1186	443	ɛ	k	∅	∅	-	¹¹	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	444	a	k	∅	∅	ŋ	³³	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	445	ɔ	k	∅	∅	-	³³	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													446	a	g	∅	∅	ŋ	⁵⁵	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	1186	443	-	ɛ	k	∅	¹¹	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	444	ŋ	a	k	∅	³³	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	445	-	ɔ	k	∅	³³	∅	∅	_	U	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													446	ŋ	a	g	∅	⁵⁵	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	1186	443	¹¹	-	ɛ	k	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅	444	³³	ŋ	a	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	445	³³	-	ɔ	k	∅	∅	∅	_	_	U	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																													446	⁵⁵	ŋ	a	g	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	1195																							447	-	∅	∅	∅	cʰ	au	ʔ	_	∅	∅	∅	C	A	H	0	∅	∅	∅	1	7	1	448	-	∅	∅	∅	x	ɔ	-	_	∅	∅	∅	G	U	_	0	∅	∅	∅	3	7	0	449	-	∅	∅	∅	s	ə	t	_	∅	∅	∅	S	E	T	0	∅	∅	∅	3	7	1	450	-	∅	∅	∅	x	o	ʔ	_	∅	∅	∅	G	U	H	0	∅	∅	∅	3	7	1	451	kʰ	∅	∅	∅	r	ɔ	t	K	∅	∅	∅	R	U	T	1	∅	∅	∅	5	7	1	452	-	∅	∅	∅	s	ɔ	t	_	∅	∅	∅	S	U	T	0	∅	∅	∅	3	7	1																						
2	0.4000	4	0.8000	1195																							447	cʰ	-	∅	∅	au	ʔ	⁴⁵	C	_	∅	∅	A	H	_	1	0	∅	∅	7	1	0	448	x	-	∅	∅	ɔ	-	¹¹	G	_	∅	∅	U	_	_	3	0	∅	∅	7	0	0	449	s	-	∅	∅	ə	t	²¹	S	_	∅	∅	E	T	_	3	0	∅	∅	7	1	0	450	x	-	∅	∅	o	ʔ	²¹	G	_	∅	∅	U	H	_	3	0	∅	∅	7	1	0	451	r	kʰ	∅	∅	ɔ	t	⁵¹	R	K	∅	∅	U	T	_	5	1	∅	∅	7	1	0	452	s	-	∅	∅	ɔ	t	²¹	S	_	∅	∅	U	T	_	3	0	∅	∅	7	1	0																						
3	0.6000	3	0.6000	1195																							447	au	cʰ	-	∅	ʔ	⁴⁵	∅	A	C	_	∅	H	_	∅	7	1	0	∅	1	0	∅	448	ɔ	x	-	∅	-	¹¹	∅	U	G	_	∅	_	_	∅	7	3	0	∅	0	0	∅	449	ə	s	-	∅	t	²¹	∅	E	S	_	∅	T	_	∅	7	3	0	∅	1	0	∅	450	o	x	-	∅	ʔ	²¹	∅	U	G	_	∅	H	_	∅	7	3	0	∅	1	0	∅	451	ɔ	r	kʰ	∅	t	⁵¹	∅	U	R	K	∅	T	_	∅	7	5	1	∅	1	0	∅	452	ɔ	s	-	∅	t	²¹	∅	U	S	_	∅	T	_	∅	7	3	0	∅	1	0	∅																						
4	0.8000	2	0.4000	1195																							447	ʔ	au	cʰ	-	⁴⁵	∅	∅	H	A	C	_	_	∅	∅	1	7	1	0	0	∅	∅	448	-	ɔ	x	-	¹¹	∅	∅	_	U	G	_	_	∅	∅	0	7	3	0	0	∅	∅	449	t	ə	s	-	²¹	∅	∅	T	E	S	_	_	∅	∅	1	7	3	0	0	∅	∅	450	ʔ	o	x	-	²¹	∅	∅	H	U	G	_	_	∅	∅	1	7	3	0	0	∅	∅	451	t	ɔ	r	kʰ	⁵¹	∅	∅	T	U	R	K	_	∅	∅	1	7	5	1	0	∅	∅	452	t	ɔ	s	-	²¹	∅	∅	T	U	S	_	_	∅	∅	1	7	3	0	0	∅	∅																						
5	1.0000	1	0.2000	1195																							447	⁴⁵	ʔ	au	cʰ	∅	∅	∅	_	H	A	C	∅	∅	∅	0	1	7	1	∅	∅	∅	448	¹¹	-	ɔ	x	∅	∅	∅	_	_	U	G	∅	∅	∅	0	0	7	3	∅	∅	∅	449	²¹	t	ə	s	∅	∅	∅	_	T	E	S	∅	∅	∅	0	1	7	3	∅	∅	∅	450	²¹	ʔ	o	x	∅	∅	∅	_	H	U	G	∅	∅	∅	0	1	7	3	∅	∅	∅	451	⁵¹	t	ɔ	r	∅	∅	∅	_	T	U	R	∅	∅	∅	0	1	7	5	∅	∅	∅	452	²¹	t	ɔ	s	∅	∅	∅	_	T	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅																						
1	0.3333	3	1.0000	1209																																																																																									453	k	∅	∅	∅	a	¹¹	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	454	k	∅	∅	∅	ə	⁰	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1209																																																																																									453	a	k	∅	∅	¹¹	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	454	ə	k	∅	∅	⁰	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1209																																																																																									453	¹¹	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	454	⁰	ə	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
