index	index_p	rindex	rindex_p	cogid	id_Kayah	segment_Kayah	segment_Kayah_L1	segment_Kayah_L2	segment_Kayah_L3	segment_Kayah_R1	segment_Kayah_R2	segment_Kayah_R3	SC_Kayah	SC_Kayah_L1	SC_Kayah_L2	SC_Kayah_L3	SC_Kayah_R1	SC_Kayah_R2	SC_Kayah_R3	PROSODY_Kayah	PROSODY_Kayah_L1	PROSODY_Kayah_L2	PROSODY_Kayah_L3	PROSODY_Kayah_R1	PROSODY_Kayah_R2	PROSODY_Kayah_R3	id_Kayan	segment_Kayan	segment_Kayan_L1	segment_Kayan_L2	segment_Kayan_L3	segment_Kayan_R1	segment_Kayan_R2	segment_Kayan_R3	SC_Kayan	SC_Kayan_L1	SC_Kayan_L2	SC_Kayan_L3	SC_Kayan_R1	SC_Kayan_R2	SC_Kayan_R3	PROSODY_Kayan	PROSODY_Kayan_L1	PROSODY_Kayan_L2	PROSODY_Kayan_L3	PROSODY_Kayan_R1	PROSODY_Kayan_R2	PROSODY_Kayan_R3	id_Kayaw	segment_Kayaw	segment_Kayaw_L1	segment_Kayaw_L2	segment_Kayaw_L3	segment_Kayaw_R1	segment_Kayaw_R2	segment_Kayaw_R3	SC_Kayaw	SC_Kayaw_L1	SC_Kayaw_L2	SC_Kayaw_L3	SC_Kayaw_R1	SC_Kayaw_R2	SC_Kayaw_R3	PROSODY_Kayaw	PROSODY_Kayaw_L1	PROSODY_Kayaw_L2	PROSODY_Kayaw_L3	PROSODY_Kayaw_R1	PROSODY_Kayaw_R2	PROSODY_Kayaw_R3	id_NorthernPao	segment_NorthernPao	segment_NorthernPao_L1	segment_NorthernPao_L2	segment_NorthernPao_L3	segment_NorthernPao_R1	segment_NorthernPao_R2	segment_NorthernPao_R3	SC_NorthernPao	SC_NorthernPao_L1	SC_NorthernPao_L2	SC_NorthernPao_L3	SC_NorthernPao_R1	SC_NorthernPao_R2	SC_NorthernPao_R3	PROSODY_NorthernPao	PROSODY_NorthernPao_L1	PROSODY_NorthernPao_L2	PROSODY_NorthernPao_L3	PROSODY_NorthernPao_R1	PROSODY_NorthernPao_R2	PROSODY_NorthernPao_R3	id_NorthernPwo	segment_NorthernPwo	segment_NorthernPwo_L1	segment_NorthernPwo_L2	segment_NorthernPwo_L3	segment_NorthernPwo_R1	segment_NorthernPwo_R2	segment_NorthernPwo_R3	SC_NorthernPwo	SC_NorthernPwo_L1	SC_NorthernPwo_L2	SC_NorthernPwo_L3	SC_NorthernPwo_R1	SC_NorthernPwo_R2	SC_NorthernPwo_R3	PROSODY_NorthernPwo	PROSODY_NorthernPwo_L1	PROSODY_NorthernPwo_L2	PROSODY_NorthernPwo_L3	PROSODY_NorthernPwo_R1	PROSODY_NorthernPwo_R2	PROSODY_NorthernPwo_R3	id_ProtoKaren	segment_ProtoKaren	segment_ProtoKaren_L1	segment_ProtoKaren_L2	segment_ProtoKaren_L3	segment_ProtoKaren_R1	segment_ProtoKaren_R2	segment_ProtoKaren_R3	SC_ProtoKaren	SC_ProtoKaren_L1	SC_ProtoKaren_L2	SC_ProtoKaren_L3	SC_ProtoKaren_R1	SC_ProtoKaren_R2	SC_ProtoKaren_R3	PROSODY_ProtoKaren	PROSODY_ProtoKaren_L1	PROSODY_ProtoKaren_L2	PROSODY_ProtoKaren_L3	PROSODY_ProtoKaren_R1	PROSODY_ProtoKaren_R2	PROSODY_ProtoKaren_R3	id_SouthernPao	segment_SouthernPao	segment_SouthernPao_L1	segment_SouthernPao_L2	segment_SouthernPao_L3	segment_SouthernPao_R1	segment_SouthernPao_R2	segment_SouthernPao_R3	SC_SouthernPao	SC_SouthernPao_L1	SC_SouthernPao_L2	SC_SouthernPao_L3	SC_SouthernPao_R1	SC_SouthernPao_R2	SC_SouthernPao_R3	PROSODY_SouthernPao	PROSODY_SouthernPao_L1	PROSODY_SouthernPao_L2	PROSODY_SouthernPao_L3	PROSODY_SouthernPao_R1	PROSODY_SouthernPao_R2	PROSODY_SouthernPao_R3	id_WesternBwe	segment_WesternBwe	segment_WesternBwe_L1	segment_WesternBwe_L2	segment_WesternBwe_L3	segment_WesternBwe_R1	segment_WesternBwe_R2	segment_WesternBwe_R3	SC_WesternBwe	SC_WesternBwe_L1	SC_WesternBwe_L2	SC_WesternBwe_L3	SC_WesternBwe_R1	SC_WesternBwe_R2	SC_WesternBwe_R3	PROSODY_WesternBwe	PROSODY_WesternBwe_L1	PROSODY_WesternBwe_L2	PROSODY_WesternBwe_L3	PROSODY_WesternBwe_R1	PROSODY_WesternBwe_R2	PROSODY_WesternBwe_R3
3	0.7500	2	0.5000	616	141	a	j	-	∅	¹¹	∅	∅	A	J	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅	142	ai	j	-	∅	³³	∅	∅	A	J	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅																							143	ai	j	ŋ	∅	³³	∅	∅	A	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅	144	ai	j	-	∅	⁵⁵	∅	∅	A	J	_	∅	_	∅	∅	7	6	0	∅	0	∅	∅	145	ai	j	ŋ	∅	⁵⁵	∅	∅	A	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	616	141	¹¹	a	j	-	∅	∅	∅	_	A	J	_	∅	∅	∅	0	7	6	0	∅	∅	∅	142	³³	ai	j	-	∅	∅	∅	_	A	J	_	∅	∅	∅	0	7	6	0	∅	∅	∅																							143	³³	ai	j	ŋ	∅	∅	∅	_	A	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅	144	⁵⁵	ai	j	-	∅	∅	∅	_	A	J	_	∅	∅	∅	0	7	6	0	∅	∅	∅	145	⁵⁵	ai	j	ŋ	∅	∅	∅	_	A	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅																																												
1	0.3333	3	1.0000	625																							146	tʰ	∅	∅	∅	u	¹¹	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	147	tʰ	∅	∅	∅	u	¹¹	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																													148	tʰ	∅	∅	∅	u	¹¹	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							149	tʰ	∅	∅	∅	u	³³	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	625																							146	u	tʰ	∅	∅	¹¹	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	147	u	tʰ	∅	∅	¹¹	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													148	u	tʰ	∅	∅	¹¹	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							149	u	tʰ	∅	∅	³³	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	625																							146	¹¹	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	147	¹¹	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													148	¹¹	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							149	³³	u	tʰ	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	656	150	p	∅	∅	∅	l	ɔ	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0																							151	p	∅	∅	∅	l	o	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0	152	p	∅	∅	∅	l	ɔ	ŋ	P	∅	∅	∅	L	U	N	1	∅	∅	∅	5	7	4	153	pʰ	∅	∅	∅	l	ɔ̃	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0	154	p	∅	∅	∅	l	ɔ	ŋ	P	∅	∅	∅	L	U	N	1	∅	∅	∅	5	7	4																																												
2	0.4000	4	0.8000	656	150	l	p	∅	∅	ɔ	-	¹¹	L	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0																							151	l	p	∅	∅	o	-	¹¹	L	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0	152	l	p	∅	∅	ɔ	ŋ	⁵⁵	L	P	∅	∅	U	N	_	5	1	∅	∅	7	4	0	153	l	pʰ	∅	∅	ɔ̃	-	³³	L	P	∅	∅	U	_	_	5	1	∅	∅	7	0	0	154	l	p	∅	∅	ɔ	ŋ	¹¹	L	P	∅	∅	U	N	_	5	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	656	150	ɔ	l	p	∅	-	¹¹	∅	U	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅																							151	o	l	p	∅	-	¹¹	∅	U	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅	152	ɔ	l	p	∅	ŋ	⁵⁵	∅	U	L	P	∅	N	_	∅	7	5	1	∅	4	0	∅	153	ɔ̃	l	pʰ	∅	-	³³	∅	U	L	P	∅	_	_	∅	7	5	1	∅	0	0	∅	154	ɔ	l	p	∅	ŋ	¹¹	∅	U	L	P	∅	N	_	∅	7	5	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	656	150	-	ɔ	l	p	¹¹	∅	∅	_	U	L	P	_	∅	∅	0	7	5	1	0	∅	∅																							151	-	o	l	p	¹¹	∅	∅	_	U	L	P	_	∅	∅	0	7	5	1	0	∅	∅	152	ŋ	ɔ	l	p	⁵⁵	∅	∅	N	U	L	P	_	∅	∅	4	7	5	1	0	∅	∅	153	-	ɔ̃	l	pʰ	³³	∅	∅	_	U	L	P	_	∅	∅	0	7	5	1	0	∅	∅	154	ŋ	ɔ	l	p	¹¹	∅	∅	N	U	L	P	_	∅	∅	4	7	5	1	0	∅	∅																																												
5	1.0000	1	0.2000	656	150	¹¹	-	ɔ	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							151	¹¹	-	o	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅	152	⁵⁵	ŋ	ɔ	l	∅	∅	∅	_	N	U	L	∅	∅	∅	0	4	7	5	∅	∅	∅	153	³³	-	ɔ̃	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅	154	¹¹	ŋ	ɔ	l	∅	∅	∅	_	N	U	L	∅	∅	∅	0	4	7	5	∅	∅	∅																																												
1	0.3333	3	1.0000	677	155	d	∅	∅	∅	o	³³	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	156	d	∅	∅	∅	əɨ	⁵³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	157	d	∅	∅	∅	ə	⁵⁵	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							158	d	∅	∅	∅	əɨ	⁵⁵	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	159	ˀd	∅	∅	∅	ə	⁵⁵	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	677	155	o	d	∅	∅	³³	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	156	əɨ	d	∅	∅	⁵³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	157	ə	d	∅	∅	⁵⁵	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							158	əɨ	d	∅	∅	⁵⁵	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	159	ə	ˀd	∅	∅	⁵⁵	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	677	155	³³	o	d	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	156	⁵³	əɨ	d	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	157	⁵⁵	ə	d	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							158	⁵⁵	əɨ	d	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	159	⁵⁵	ə	ˀd	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	686	160	b	∅	∅	∅	o	-	³³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	161	b	∅	∅	∅	ɔ	-	⁵³	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	162	b	∅	∅	∅	o	-	⁵⁵	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																							163	b	∅	∅	∅	ɔ̃	-	⁵⁵	P	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0	164	ˀb	∅	∅	∅	ɔ	ɴ	⁵⁵	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	686	160	o	b	∅	∅	-	³³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	161	ɔ	b	∅	∅	-	⁵³	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	162	o	b	∅	∅	-	⁵⁵	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							163	ɔ̃	b	∅	∅	-	⁵⁵	∅	U	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	164	ɔ	ˀb	∅	∅	ɴ	⁵⁵	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																												
3	0.7500	2	0.5000	686	160	-	o	b	∅	³³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	161	-	ɔ	b	∅	⁵³	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	162	-	o	b	∅	⁵⁵	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							163	-	ɔ̃	b	∅	⁵⁵	∅	∅	_	U	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	164	ɴ	ɔ	ˀb	∅	⁵⁵	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	686	160	³³	-	o	b	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	161	⁵³	-	ɔ	b	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	162	⁵⁵	-	o	b	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅																							163	⁵⁵	-	ɔ̃	b	∅	∅	∅	_	_	U	P	∅	∅	∅	0	0	7	1	∅	∅	∅	164	⁵⁵	ɴ	ɔ	ˀb	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅																																												
1	0.3333	3	1.0000	709																							165	kʰ	∅	∅	∅	au	¹¹	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																													166	kʰ	∅	∅	∅	u	³³	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	167	kʰ	∅	∅	∅	o	¹¹	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	709																							165	au	kʰ	∅	∅	¹¹	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													166	u	kʰ	∅	∅	³³	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	167	o	kʰ	∅	∅	¹¹	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	709																							165	¹¹	au	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													166	³³	u	kʰ	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	167	¹¹	o	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	716																							168	b	∅	∅	∅	i	¹¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	169	b	∅	∅	∅	i	¹¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							170	b	∅	∅	∅	ei	³³	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	171	ˀb	∅	∅	∅	i	¹¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	716																							168	i	b	∅	∅	¹¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	169	i	b	∅	∅	¹¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							170	ei	b	∅	∅	³³	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	171	i	ˀb	∅	∅	¹¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	716																							168	¹¹	i	b	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	169	¹¹	i	b	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							170	³³	ei	b	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	171	¹¹	i	ˀb	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	776	172	k	∅	∅	∅	i	-	³³	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	173	k	∅	∅	∅	i	-	⁵³	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	174	k	∅	∅	∅	i	-	⁵⁵	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	175	k	∅	∅	∅	i	ɦ	³¹	K	∅	∅	∅	I	H	_	1	∅	∅	∅	7	3	0																							176	k	∅	∅	∅	i	-	⁵⁵	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	177	k	∅	∅	∅	i	ɦ	³¹	K	∅	∅	∅	I	H	_	1	∅	∅	∅	7	3	0																						
2	0.5000	3	0.7500	776	172	i	k	∅	∅	-	³³	∅	I	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	173	i	k	∅	∅	-	⁵³	∅	I	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	174	i	k	∅	∅	-	⁵⁵	∅	I	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	175	i	k	∅	∅	ɦ	³¹	∅	I	K	∅	∅	H	_	∅	7	1	∅	∅	3	0	∅																							176	i	k	∅	∅	-	⁵⁵	∅	I	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	177	i	k	∅	∅	ɦ	³¹	∅	I	K	∅	∅	H	_	∅	7	1	∅	∅	3	0	∅																						
3	0.7500	2	0.5000	776	172	-	i	k	∅	³³	∅	∅	_	I	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	173	-	i	k	∅	⁵³	∅	∅	_	I	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	174	-	i	k	∅	⁵⁵	∅	∅	_	I	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	175	ɦ	i	k	∅	³¹	∅	∅	H	I	K	∅	_	∅	∅	3	7	1	∅	0	∅	∅																							176	-	i	k	∅	⁵⁵	∅	∅	_	I	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	177	ɦ	i	k	∅	³¹	∅	∅	H	I	K	∅	_	∅	∅	3	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	776	172	³³	-	i	k	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	173	⁵³	-	i	k	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	174	⁵⁵	-	i	k	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	175	³¹	ɦ	i	k	∅	∅	∅	_	H	I	K	∅	∅	∅	0	3	7	1	∅	∅	∅																							176	⁵⁵	-	i	k	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	177	³¹	ɦ	i	k	∅	∅	∅	_	H	I	K	∅	∅	∅	0	3	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	788																																													178	m	∅	∅	∅	a	¹¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							179	m	∅	∅	∅	a	³³	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	180	m̥	∅	∅	∅	a	¹¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							181	m	∅	∅	∅	ɛ	³³	∅	M	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	788																																													178	a	m	∅	∅	¹¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							179	a	m	∅	∅	³³	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	180	a	m̥	∅	∅	¹¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							181	ɛ	m	∅	∅	³³	∅	∅	E	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	788																																													178	¹¹	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							179	³³	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	180	¹¹	a	m̥	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							181	³³	ɛ	m	∅	∅	∅	∅	_	E	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.3333	3	1.0000	789																																																																																																															182	s	∅	∅	∅	ə	⁰	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							183	θ	∅	∅	∅	ə	³³	∅	D	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	789																																																																																																															182	ə	s	∅	∅	⁰	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							183	ə	θ	∅	∅	³³	∅	∅	E	D	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	789																																																																																																															182	⁰	ə	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							183	³³	ə	θ	∅	∅	∅	∅	_	E	D	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	800	184	k	∅	∅	∅	ɛ	³³	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							185	k	∅	∅	∅	i	¹¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																													186	k	∅	∅	∅	ə	⁰	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							187	k	∅	∅	∅	ə	⁵⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	800	184	ɛ	k	∅	∅	³³	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							185	i	k	∅	∅	¹¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													186	ə	k	∅	∅	⁰	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							187	ə	k	∅	∅	⁵⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	800	184	³³	ɛ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							185	¹¹	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													186	⁰	ə	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							187	⁵⁵	ə	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	801	188	n	∅	∅	∅	i	³³	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							189	n	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							190	n	∅	∅	∅	ei	³⁵	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	191	n̥	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							192	n	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	801	188	i	n	∅	∅	³³	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							189	i	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							190	ei	n	∅	∅	³⁵	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	191	i	n̥	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							192	i	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	801	188	³³	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							189	⁵⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							190	³⁵	ei	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	191	⁵⁵	i	n̥	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							192	⁵⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.2500	4	1.0000	815	193	kʰ	∅	∅	∅	ɛ	-	³³	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							194	kʰ	∅	∅	∅	ɔ	-	⁵⁵	K	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0																							195	kʰ	∅	∅	∅	ɛ̃	-	³⁵	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0	196	kʰ	∅	∅	∅	a	ɴ	⁵⁵	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																												
2	0.5000	3	0.7500	815	193	ɛ	kʰ	∅	∅	-	³³	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							194	ɔ	kʰ	∅	∅	-	⁵⁵	∅	U	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							195	ɛ̃	kʰ	∅	∅	-	³⁵	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	196	a	kʰ	∅	∅	ɴ	⁵⁵	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																												
