index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
3	0.3000	8	0.8000	79	62	-	-	-	∅	i	h	w	_	_	_	∅	I	H	W	0	0	0	∅	7	3	6	63	+	j	i	∅	u	h	w	_	J	I	∅	Y	H	W	0	6	7	∅	7	3	6																							64	-	-	-	∅	i	h	w	_	_	_	∅	I	H	W	0	0	0	∅	7	3	6																																																																			65	-	-	-	∅	ɨ	-	w	_	_	_	∅	I	_	W	0	0	0	∅	7	0	6																						
4	0.4000	7	0.7000	79	62	i	-	-	-	h	w	i	I	_	_	_	H	W	I	7	0	0	0	3	6	7	63	u	+	j	i	h	w	i	Y	_	J	I	H	W	I	7	0	6	7	3	6	7																							64	i	-	-	-	h	w	i	I	_	_	_	H	W	I	7	0	0	0	3	6	7																																																																			65	ɨ	-	-	-	-	w	ɨ	I	_	_	_	_	W	I	7	0	0	0	0	6	7																						
5	0.5000	6	0.6000	79	62	h	i	-	-	w	i	+	H	I	_	_	W	I	_	3	7	0	0	6	7	0	63	h	u	+	j	w	i	+	H	Y	_	J	W	I	_	3	7	0	6	6	7	0																							64	h	i	-	-	w	i	+	H	I	_	_	W	I	_	3	7	0	0	6	7	0																																																																			65	-	ɨ	-	-	w	ɨ	-	_	I	_	_	W	I	_	0	7	0	0	6	7	0																						
6	0.6000	5	0.5000	79	62	w	h	i	-	i	+	tɬ	W	H	I	_	I	_	T	6	3	7	0	7	0	1	63	w	h	u	+	i	+	j	W	H	Y	_	I	_	J	6	3	7	0	7	0	6																							64	w	h	i	-	i	+	tɬ	W	H	I	_	I	_	T	6	3	7	0	7	0	1																																																																			65	w	-	ɨ	-	ɨ	-	-	W	_	I	_	I	_	_	6	0	7	0	7	0	0																						
7	0.7000	4	0.4000	79	62	i	w	h	i	+	tɬ	-	I	W	H	I	_	T	_	7	6	3	7	0	1	0	63	i	w	h	u	+	j	u	I	W	H	Y	_	J	Y	7	6	3	7	0	6	7																							64	i	w	h	i	+	tɬ	-	I	W	H	I	_	T	_	7	6	3	7	0	1	0																																																																			65	ɨ	w	-	ɨ	-	-	-	I	W	_	I	_	_	_	7	6	0	7	0	0	0																						
8	0.8000	3	0.3000	79	62	+	i	w	h	tɬ	-	∅	_	I	W	H	T	_	∅	0	7	6	3	1	0	∅	63	+	i	w	h	j	u	∅	_	I	W	H	J	Y	∅	0	7	6	3	6	7	∅																							64	+	i	w	h	tɬ	-	∅	_	I	W	H	T	_	∅	0	7	6	3	1	0	∅																																																																			65	-	ɨ	w	-	-	-	∅	_	I	W	_	_	_	∅	0	7	6	0	0	0	∅																						
9	0.9000	2	0.2000	79	62	tɬ	+	i	w	-	∅	∅	T	_	I	W	_	∅	∅	1	0	7	6	0	∅	∅	63	j	+	i	w	u	∅	∅	J	_	I	W	Y	∅	∅	6	0	7	6	7	∅	∅																							64	tɬ	+	i	w	-	∅	∅	T	_	I	W	_	∅	∅	1	0	7	6	0	∅	∅																																																																			65	-	-	ɨ	w	-	∅	∅	_	_	I	W	_	∅	∅	0	0	7	6	0	∅	∅																						
10	1.0000	1	0.1000	79	62	-	tɬ	+	i	∅	∅	∅	_	T	_	I	∅	∅	∅	0	1	0	7	∅	∅	∅	63	u	j	+	i	∅	∅	∅	Y	J	_	I	∅	∅	∅	7	6	0	7	∅	∅	∅																							64	-	tɬ	+	i	∅	∅	∅	_	T	_	I	∅	∅	∅	0	1	0	7	∅	∅	∅																																																																			65	-	-	-	ɨ	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																						
1	0.1429	7	1.0000	81																																													66	ts	∅	∅	∅	o	h	m	C	∅	∅	∅	U	H	M	2	∅	∅	∅	7	3	4																							67	ts	∅	∅	∅	o	h	m	C	∅	∅	∅	U	H	M	2	∅	∅	∅	7	3	4																																																																																								
2	0.2857	6	0.8571	81																																													66	o	ts	∅	∅	h	m	i	U	C	∅	∅	H	M	I	7	2	∅	∅	3	4	7																							67	o	ts	∅	∅	h	m	i	U	C	∅	∅	H	M	I	7	2	∅	∅	3	4	7																																																																																								
3	0.4286	5	0.7143	81																																													66	h	o	ts	∅	m	i	+	H	U	C	∅	M	I	_	3	7	2	∅	4	7	0																							67	h	o	ts	∅	m	i	+	H	U	C	∅	M	I	_	3	7	2	∅	4	7	0																																																																																								
4	0.5714	4	0.5714	81																																													66	m	h	o	ts	i	+	ʔ	M	H	U	C	I	_	H	4	3	7	2	7	0	1																							67	m	h	o	ts	i	+	t	M	H	U	C	I	_	T	4	3	7	2	7	0	1																																																																																								
5	0.7143	3	0.4286	81																																													66	i	m	h	o	+	ʔ	∅	I	M	H	U	_	H	∅	7	4	3	7	0	1	∅																							67	i	m	h	o	+	t	∅	I	M	H	U	_	T	∅	7	4	3	7	0	1	∅																																																																																								
6	0.8571	2	0.2857	81																																													66	+	i	m	h	ʔ	∅	∅	_	I	M	H	H	∅	∅	0	7	4	3	1	∅	∅																							67	+	i	m	h	t	∅	∅	_	I	M	H	T	∅	∅	0	7	4	3	1	∅	∅																																																																																								
7	1.0000	1	0.1429	81																																													66	ʔ	+	i	m	∅	∅	∅	H	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅																							67	t	+	i	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅																																																																																								
1	0.0909	11	1.0000	84	68	m	∅	∅	∅	i	tʃ	-	M	∅	∅	∅	I	T	_	4	∅	∅	∅	7	1	0																																													69	m	∅	∅	∅	i	tʃ	i	M	∅	∅	∅	I	T	I	4	∅	∅	∅	7	1	7																							70	m	∅	∅	∅	i	tʃ	i	M	∅	∅	∅	I	T	I	4	∅	∅	∅	7	1	7	71	m	∅	∅	∅	i	tʃ	o	M	∅	∅	∅	I	T	U	4	∅	∅	∅	7	1	7	72	m	∅	∅	∅	ɨ	-	-	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0	73	m	∅	∅	∅	iː	tʃ	iː	M	∅	∅	∅	I	T	I	4	∅	∅	∅	7	1	7
2	0.1818	10	0.9091	84	68	i	m	∅	∅	tʃ	-	-	I	M	∅	∅	T	_	_	7	4	∅	∅	1	0	0																																													69	i	m	∅	∅	tʃ	i	-	I	M	∅	∅	T	I	_	7	4	∅	∅	1	7	0																							70	i	m	∅	∅	tʃ	i	n	I	M	∅	∅	T	I	N	7	4	∅	∅	1	7	4	71	i	m	∅	∅	tʃ	o	m	I	M	∅	∅	T	U	M	7	4	∅	∅	1	7	4	72	ɨ	m	∅	∅	-	-	-	I	M	∅	∅	_	_	_	7	4	∅	∅	0	0	0	73	iː	m	∅	∅	tʃ	iː	-	I	M	∅	∅	T	I	_	7	4	∅	∅	1	7	0
3	0.2727	9	0.8182	84	68	tʃ	i	m	∅	-	-	+	T	I	M	∅	_	_	_	1	7	4	∅	0	0	0																																													69	tʃ	i	m	∅	i	-	-	T	I	M	∅	I	_	_	1	7	4	∅	7	0	0																							70	tʃ	i	m	∅	i	n	-	T	I	M	∅	I	N	_	1	7	4	∅	7	4	0	71	tʃ	i	m	∅	o	m	-	T	I	M	∅	U	M	_	1	7	4	∅	7	4	0	72	-	ɨ	m	∅	-	-	+	_	I	M	∅	_	_	_	0	7	4	∅	0	0	0	73	tʃ	iː	m	∅	iː	-	-	T	I	M	∅	I	_	_	1	7	4	∅	7	0	0
4	0.3636	8	0.7273	84	68	-	tʃ	i	m	-	+	-	_	T	I	M	_	_	_	0	1	7	4	0	0	0																																													69	i	tʃ	i	m	-	-	-	I	T	I	M	_	_	_	7	1	7	4	0	0	0																							70	i	tʃ	i	m	n	-	-	I	T	I	M	N	_	_	7	1	7	4	4	0	0	71	o	tʃ	i	m	m	-	-	U	T	I	M	M	_	_	7	1	7	4	4	0	0	72	-	-	ɨ	m	-	+	tʃ	_	_	I	M	_	_	T	0	0	7	4	0	0	1	73	iː	tʃ	iː	m	-	-	-	I	T	I	M	_	_	_	7	1	7	4	0	0	0
5	0.4545	7	0.6364	84	68	-	-	tʃ	i	+	-	i	_	_	T	I	_	_	I	0	0	1	7	0	0	7																																													69	-	i	tʃ	i	-	-	-	_	I	T	I	_	_	_	0	7	1	7	0	0	0																							70	n	i	tʃ	i	-	-	-	N	I	T	I	_	_	_	4	7	1	7	0	0	0	71	m	o	tʃ	i	-	-	-	M	U	T	I	_	_	_	4	7	1	7	0	0	0	72	-	-	-	ɨ	+	tʃ	ɨ	_	_	_	I	_	T	I	0	0	0	7	0	1	7	73	-	iː	tʃ	iː	-	-	-	_	I	T	I	_	_	_	0	7	1	7	0	0	0
6	0.5455	6	0.5455	84	68	+	-	-	tʃ	-	i	n	_	_	_	T	_	I	N	0	0	0	1	0	7	4																																													69	-	-	i	tʃ	-	-	-	_	_	I	T	_	_	_	0	0	7	1	0	0	0																							70	-	n	i	tʃ	-	-	-	_	N	I	T	_	_	_	0	4	7	1	0	0	0	71	-	m	o	tʃ	-	-	-	_	M	U	T	_	_	_	0	4	7	1	0	0	0	72	+	-	-	-	tʃ	ɨ	-	_	_	_	_	T	I	_	0	0	0	0	1	7	0	73	-	-	iː	tʃ	-	-	-	_	_	I	T	_	_	_	0	0	7	1	0	0	0
7	0.6364	5	0.4545	84	68	-	+	-	-	i	n	-	_	_	_	_	I	N	_	0	0	0	0	7	4	0																																													69	-	-	-	i	-	-	-	_	_	_	I	_	_	_	0	0	0	7	0	0	0																							70	-	-	n	i	-	-	-	_	_	N	I	_	_	_	0	0	4	7	0	0	0	71	-	-	m	o	-	-	-	_	_	M	U	_	_	_	0	0	4	7	0	0	0	72	tʃ	+	-	-	ɨ	-	+	T	_	_	_	I	_	_	1	0	0	0	7	0	0	73	-	-	-	iː	-	-	-	_	_	_	I	_	_	_	0	0	0	7	0	0	0
8	0.7273	4	0.3636	84	68	i	-	+	-	n	-	-	I	_	_	_	N	_	_	7	0	0	0	4	0	0																																													69	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							70	-	-	-	n	-	-	-	_	_	_	N	_	_	_	0	0	0	4	0	0	0	71	-	-	-	m	-	-	-	_	_	_	M	_	_	_	0	0	0	4	0	0	0	72	ɨ	tʃ	+	-	-	+	m	I	T	_	_	_	_	M	7	1	0	0	0	0	4	73	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0
9	0.8182	3	0.2727	84	68	n	i	-	+	-	-	∅	N	I	_	_	_	_	∅	4	7	0	0	0	0	∅																																													69	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅																							70	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	71	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	72	-	ɨ	tʃ	+	+	m	∅	_	I	T	_	_	M	∅	0	7	1	0	0	4	∅	73	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅
10	0.9091	2	0.1818	84	68	-	n	i	-	-	∅	∅	_	N	I	_	_	∅	∅	0	4	7	0	0	∅	∅																																													69	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																							70	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	71	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	72	+	-	ɨ	tʃ	m	∅	∅	_	_	I	T	M	∅	∅	0	0	7	1	4	∅	∅	73	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅
11	1.0000	1	0.0909	84	68	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅																																													69	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							70	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	71	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	72	m	+	-	ɨ	∅	∅	∅	M	_	_	I	∅	∅	∅	4	0	0	7	∅	∅	∅	73	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.2000	5	1.0000	85																																													74	t	∅	∅	∅	oː	p	o	T	∅	∅	∅	U	P	U	1	∅	∅	∅	7	1	7																							75	t	∅	∅	∅	oː	p	o	T	∅	∅	∅	U	P	U	1	∅	∅	∅	7	1	7																																																																																								
2	0.4000	4	0.8000	85																																													74	oː	t	∅	∅	p	o	h	U	T	∅	∅	P	U	H	7	1	∅	∅	1	7	3																							75	oː	t	∅	∅	p	o	h	U	T	∅	∅	P	U	H	7	1	∅	∅	1	7	3																																																																																								
3	0.6000	3	0.6000	85																																													74	p	oː	t	∅	o	h	∅	P	U	T	∅	U	H	∅	1	7	1	∅	7	3	∅																							75	p	oː	t	∅	o	h	∅	P	U	T	∅	U	H	∅	1	7	1	∅	7	3	∅																																																																																								
4	0.8000	2	0.4000	85																																													74	o	p	oː	t	h	∅	∅	U	P	U	T	H	∅	∅	7	1	7	1	3	∅	∅																							75	o	p	oː	t	h	∅	∅	U	P	U	T	H	∅	∅	7	1	7	1	3	∅	∅																																																																																								
5	1.0000	1	0.2000	85																																													74	h	o	p	oː	∅	∅	∅	H	U	P	U	∅	∅	∅	3	7	1	7	∅	∅	∅																							75	h	o	p	oː	∅	∅	∅	H	U	P	U	∅	∅	∅	3	7	1	7	∅	∅	∅																																																																																								
1	0.1111	9	1.0000	90	76	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4																							77	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	78	t	∅	∅	∅	e	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	79	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	80	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4																							81	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	82	t	∅	∅	∅	i	e	n	T	∅	∅	∅	I	E	N	1	∅	∅	∅	7	7	4
2	0.2222	8	0.8889	90	76	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0																							77	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	78	e	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	79	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	80	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0																							81	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	82	i	t	∅	∅	e	n	+	I	T	∅	∅	E	N	_	7	1	∅	∅	7	4	0
3	0.3333	7	0.7778	90	76	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1																							77	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	78	-	e	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	79	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	80	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1																							81	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	82	e	i	t	∅	n	+	t	E	I	T	∅	N	_	T	7	7	1	∅	4	0	1
4	0.4444	6	0.6667	90	76	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7																							77	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	78	n	-	e	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	79	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	80	n	-	eː	t	+	t	u	N	_	E	T	_	T	Y	4	0	7	1	0	1	7																							81	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	82	n	e	i	t	+	t	iː	N	E	I	T	_	T	I	4	7	7	1	0	1	7
5	0.5556	5	0.5556	90	76	+	n	-	eː	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1																							77	+	n	-	eː	t	o	ʔ	_	N	_	E	T	U	H	0	4	0	7	1	7	1	78	+	n	-	e	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1	79	+	n	-	eː	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1	80	+	n	-	eː	t	u	k	_	N	_	E	T	Y	K	0	4	0	7	1	7	1																							81	+	n	-	eː	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1	82	+	n	e	i	t	iː	k	_	N	E	I	T	I	K	0	4	7	7	1	7	1
6	0.6667	4	0.4444	90	76	t	+	n	-	o	k	-	T	_	N	_	U	K	_	1	0	4	0	7	1	0																							77	t	+	n	-	o	ʔ	-	T	_	N	_	U	H	_	1	0	4	0	7	1	0	78	t	+	n	-	o	k	-	T	_	N	_	U	K	_	1	0	4	0	7	1	0	79	t	+	n	-	o	k	-	T	_	N	_	U	K	_	1	0	4	0	7	1	0	80	t	+	n	-	u	k	-	T	_	N	_	Y	K	_	1	0	4	0	7	1	0																							81	t	+	n	-	o	k	-	T	_	N	_	U	K	_	1	0	4	0	7	1	0	82	t	+	n	e	iː	k	a	T	_	N	E	I	K	A	1	0	4	7	7	1	7
7	0.7778	3	0.3333	90	76	o	t	+	n	k	-	∅	U	T	_	N	K	_	∅	7	1	0	4	1	0	∅																							77	o	t	+	n	ʔ	-	∅	U	T	_	N	H	_	∅	7	1	0	4	1	0	∅	78	o	t	+	n	k	-	∅	U	T	_	N	K	_	∅	7	1	0	4	1	0	∅	79	o	t	+	n	k	-	∅	U	T	_	N	K	_	∅	7	1	0	4	1	0	∅	80	u	t	+	n	k	-	∅	Y	T	_	N	K	_	∅	7	1	0	4	1	0	∅																							81	o	t	+	n	k	-	∅	U	T	_	N	K	_	∅	7	1	0	4	1	0	∅	82	iː	t	+	n	k	a	∅	I	T	_	N	K	A	∅	7	1	0	4	1	7	∅
8	0.8889	2	0.2222	90	76	k	o	t	+	-	∅	∅	K	U	T	_	_	∅	∅	1	7	1	0	0	∅	∅																							77	ʔ	o	t	+	-	∅	∅	H	U	T	_	_	∅	∅	1	7	1	0	0	∅	∅	78	k	o	t	+	-	∅	∅	K	U	T	_	_	∅	∅	1	7	1	0	0	∅	∅	79	k	o	t	+	-	∅	∅	K	U	T	_	_	∅	∅	1	7	1	0	0	∅	∅	80	k	u	t	+	-	∅	∅	K	Y	T	_	_	∅	∅	1	7	1	0	0	∅	∅																							81	k	o	t	+	-	∅	∅	K	U	T	_	_	∅	∅	1	7	1	0	0	∅	∅	82	k	iː	t	+	a	∅	∅	K	I	T	_	A	∅	∅	1	7	1	0	7	∅	∅
9	1.0000	1	0.1111	90	76	-	k	o	t	∅	∅	∅	_	K	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							77	-	ʔ	o	t	∅	∅	∅	_	H	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅	78	-	k	o	t	∅	∅	∅	_	K	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅	79	-	k	o	t	∅	∅	∅	_	K	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅	80	-	k	u	t	∅	∅	∅	_	K	Y	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							81	-	k	o	t	∅	∅	∅	_	K	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅	82	a	k	iː	t	∅	∅	∅	A	K	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.1250	8	1.0000	93	83	k	∅	∅	∅	w	a	l	K	∅	∅	∅	W	A	L	1	∅	∅	∅	6	7	5																																													84	k	∅	∅	∅	w	a	l	K	∅	∅	∅	W	A	L	1	∅	∅	∅	6	7	5																																																																																									85	k	∅	∅	∅	w	a	l	K	∅	∅	∅	W	A	L	1	∅	∅	∅	6	7	5
2	0.2500	7	0.8750	93	83	w	k	∅	∅	a	l	-	W	K	∅	∅	A	L	_	6	1	∅	∅	7	5	0																																													84	w	k	∅	∅	a	l	i	W	K	∅	∅	A	L	I	6	1	∅	∅	7	5	7																																																																																									85	w	k	∅	∅	a	l	iː	W	K	∅	∅	A	L	I	6	1	∅	∅	7	5	7
3	0.3750	6	0.7500	93	83	a	w	k	∅	l	-	+	A	W	K	∅	L	_	_	7	6	1	∅	5	0	0																																													84	a	w	k	∅	l	i	-	A	W	K	∅	L	I	_	7	6	1	∅	5	7	0																																																																																									85	a	w	k	∅	l	iː	-	A	W	K	∅	L	I	_	7	6	1	∅	5	7	0
4	0.5000	5	0.6250	93	83	l	a	w	k	-	+	l	L	A	W	K	_	_	L	5	7	6	1	0	0	5																																													84	l	a	w	k	i	-	-	L	A	W	K	I	_	_	5	7	6	1	7	0	0																																																																																									85	l	a	w	k	iː	-	-	L	A	W	K	I	_	_	5	7	6	1	7	0	0
5	0.6250	4	0.5000	93	83	-	l	a	w	+	l	i	_	L	A	W	_	L	I	0	5	7	6	0	5	7																																													84	i	l	a	w	-	-	-	I	L	A	W	_	_	_	7	5	7	6	0	0	0																																																																																									85	iː	l	a	w	-	-	-	I	L	A	W	_	_	_	7	5	7	6	0	0	0
