index	index_p	rindex	rindex_p	cogid	id_Duhumbi	segment_Duhumbi	segment_Duhumbi_L1	segment_Duhumbi_L2	segment_Duhumbi_L3	segment_Duhumbi_R1	segment_Duhumbi_R2	segment_Duhumbi_R3	SC_Duhumbi	SC_Duhumbi_L1	SC_Duhumbi_L2	SC_Duhumbi_L3	SC_Duhumbi_R1	SC_Duhumbi_R2	SC_Duhumbi_R3	PROSODY_Duhumbi	PROSODY_Duhumbi_L1	PROSODY_Duhumbi_L2	PROSODY_Duhumbi_L3	PROSODY_Duhumbi_R1	PROSODY_Duhumbi_R2	PROSODY_Duhumbi_R3	id_Jerigaon	segment_Jerigaon	segment_Jerigaon_L1	segment_Jerigaon_L2	segment_Jerigaon_L3	segment_Jerigaon_R1	segment_Jerigaon_R2	segment_Jerigaon_R3	SC_Jerigaon	SC_Jerigaon_L1	SC_Jerigaon_L2	SC_Jerigaon_L3	SC_Jerigaon_R1	SC_Jerigaon_R2	SC_Jerigaon_R3	PROSODY_Jerigaon	PROSODY_Jerigaon_L1	PROSODY_Jerigaon_L2	PROSODY_Jerigaon_L3	PROSODY_Jerigaon_R1	PROSODY_Jerigaon_R2	PROSODY_Jerigaon_R3	id_Khispi	segment_Khispi	segment_Khispi_L1	segment_Khispi_L2	segment_Khispi_L3	segment_Khispi_R1	segment_Khispi_R2	segment_Khispi_R3	SC_Khispi	SC_Khispi_L1	SC_Khispi_L2	SC_Khispi_L3	SC_Khispi_R1	SC_Khispi_R2	SC_Khispi_R3	PROSODY_Khispi	PROSODY_Khispi_L1	PROSODY_Khispi_L2	PROSODY_Khispi_L3	PROSODY_Khispi_R1	PROSODY_Khispi_R2	PROSODY_Khispi_R3	id_Khoina	segment_Khoina	segment_Khoina_L1	segment_Khoina_L2	segment_Khoina_L3	segment_Khoina_R1	segment_Khoina_R2	segment_Khoina_R3	SC_Khoina	SC_Khoina_L1	SC_Khoina_L2	SC_Khoina_L3	SC_Khoina_R1	SC_Khoina_R2	SC_Khoina_R3	PROSODY_Khoina	PROSODY_Khoina_L1	PROSODY_Khoina_L2	PROSODY_Khoina_L3	PROSODY_Khoina_R1	PROSODY_Khoina_R2	PROSODY_Khoina_R3	id_Khoitam	segment_Khoitam	segment_Khoitam_L1	segment_Khoitam_L2	segment_Khoitam_L3	segment_Khoitam_R1	segment_Khoitam_R2	segment_Khoitam_R3	SC_Khoitam	SC_Khoitam_L1	SC_Khoitam_L2	SC_Khoitam_L3	SC_Khoitam_R1	SC_Khoitam_R2	SC_Khoitam_R3	PROSODY_Khoitam	PROSODY_Khoitam_L1	PROSODY_Khoitam_L2	PROSODY_Khoitam_L3	PROSODY_Khoitam_R1	PROSODY_Khoitam_R2	PROSODY_Khoitam_R3	id_Rahung	segment_Rahung	segment_Rahung_L1	segment_Rahung_L2	segment_Rahung_L3	segment_Rahung_R1	segment_Rahung_R2	segment_Rahung_R3	SC_Rahung	SC_Rahung_L1	SC_Rahung_L2	SC_Rahung_L3	SC_Rahung_R1	SC_Rahung_R2	SC_Rahung_R3	PROSODY_Rahung	PROSODY_Rahung_L1	PROSODY_Rahung_L2	PROSODY_Rahung_L3	PROSODY_Rahung_R1	PROSODY_Rahung_R2	PROSODY_Rahung_R3	id_Rupa	segment_Rupa	segment_Rupa_L1	segment_Rupa_L2	segment_Rupa_L3	segment_Rupa_R1	segment_Rupa_R2	segment_Rupa_R3	SC_Rupa	SC_Rupa_L1	SC_Rupa_L2	SC_Rupa_L3	SC_Rupa_R1	SC_Rupa_R2	SC_Rupa_R3	PROSODY_Rupa	PROSODY_Rupa_L1	PROSODY_Rupa_L2	PROSODY_Rupa_L3	PROSODY_Rupa_R1	PROSODY_Rupa_R2	PROSODY_Rupa_R3	id_Shergaon	segment_Shergaon	segment_Shergaon_L1	segment_Shergaon_L2	segment_Shergaon_L3	segment_Shergaon_R1	segment_Shergaon_R2	segment_Shergaon_R3	SC_Shergaon	SC_Shergaon_L1	SC_Shergaon_L2	SC_Shergaon_L3	SC_Shergaon_R1	SC_Shergaon_R2	SC_Shergaon_R3	PROSODY_Shergaon	PROSODY_Shergaon_L1	PROSODY_Shergaon_L2	PROSODY_Shergaon_L3	PROSODY_Shergaon_R1	PROSODY_Shergaon_R2	PROSODY_Shergaon_R3
2	1.0000	1	0.5000	99																							174	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																							175	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																																																																																								
1	0.5000	2	1.0000	105																							176	r	∅	∅	∅	ɔ̃ː	∅	∅	R	∅	∅	∅	U	∅	∅	5	∅	∅	∅	7	∅	∅																																													177	n	∅	∅	∅	ũː	∅	∅	N	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	178	n	∅	∅	∅	ũː	∅	∅	N	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	105																							176	ɔ̃ː	r	∅	∅	∅	∅	∅	U	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																																													177	ũː	n	∅	∅	∅	∅	∅	Y	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	178	ũː	n	∅	∅	∅	∅	∅	Y	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	109																							179	pʰ	∅	∅	∅	-	ɔ̃ː	-	P	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0																							180	pʰ	∅	∅	∅	l	ɔ̃ː	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0																							181	pʰ	∅	∅	∅	-	ɔ	m	P	∅	∅	∅	_	U	M	1	∅	∅	∅	0	7	4	182	pʰ	∅	∅	∅	l	ɔ̃ː	-	P	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0																						
2	0.5000	3	0.7500	109																							179	-	pʰ	∅	∅	ɔ̃ː	-	∅	_	P	∅	∅	U	_	∅	0	1	∅	∅	7	0	∅																							180	l	pʰ	∅	∅	ɔ̃ː	-	∅	L	P	∅	∅	U	_	∅	5	1	∅	∅	7	0	∅																							181	-	pʰ	∅	∅	ɔ	m	∅	_	P	∅	∅	U	M	∅	0	1	∅	∅	7	4	∅	182	l	pʰ	∅	∅	ɔ̃ː	-	∅	L	P	∅	∅	U	_	∅	5	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	109																							179	ɔ̃ː	-	pʰ	∅	-	∅	∅	U	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅																							180	ɔ̃ː	l	pʰ	∅	-	∅	∅	U	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅																							181	ɔ	-	pʰ	∅	m	∅	∅	U	_	P	∅	M	∅	∅	7	0	1	∅	4	∅	∅	182	ɔ̃ː	l	pʰ	∅	-	∅	∅	U	L	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	109																							179	-	ɔ̃ː	-	pʰ	∅	∅	∅	_	U	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅																							180	-	ɔ̃ː	l	pʰ	∅	∅	∅	_	U	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅																							181	m	ɔ	-	pʰ	∅	∅	∅	M	U	_	P	∅	∅	∅	4	7	0	1	∅	∅	∅	182	-	ɔ̃ː	l	pʰ	∅	∅	∅	_	U	L	P	∅	∅	∅	0	7	5	1	∅	∅	∅																						
1	0.3333	3	1.0000	110																							183	tɕʰ	∅	∅	∅	a	-	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅																							184	dʑ	∅	∅	∅	ə	-	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅																							185	tɕʰ	∅	∅	∅	a	m	∅	C	∅	∅	∅	A	M	∅	2	∅	∅	∅	7	4	∅	186	tɕʰ	∅	∅	∅	a	m	∅	C	∅	∅	∅	A	M	∅	2	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	110																							183	a	tɕʰ	∅	∅	-	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							184	ə	dʑ	∅	∅	-	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							185	a	tɕʰ	∅	∅	m	∅	∅	A	C	∅	∅	M	∅	∅	7	2	∅	∅	4	∅	∅	186	a	tɕʰ	∅	∅	m	∅	∅	A	C	∅	∅	M	∅	∅	7	2	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	110																							183	-	a	tɕʰ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							184	-	ə	dʑ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							185	m	a	tɕʰ	∅	∅	∅	∅	M	A	C	∅	∅	∅	∅	4	7	2	∅	∅	∅	∅	186	m	a	tɕʰ	∅	∅	∅	∅	M	A	C	∅	∅	∅	∅	4	7	2	∅	∅	∅	∅																						
1	0.5000	2	1.0000	111	187	pʰ	∅	∅	∅	a	∅	∅	P	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅																							188	pʰ	∅	∅	∅	a	∅	∅	P	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅																							189	pʰ	∅	∅	∅	ɔː	∅	∅	P	∅	∅	∅	U	∅	∅	1	∅	∅	∅	7	∅	∅																																																																		
2	1.0000	1	0.5000	111	187	a	pʰ	∅	∅	∅	∅	∅	A	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							188	a	pʰ	∅	∅	∅	∅	∅	A	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							189	ɔː	pʰ	∅	∅	∅	∅	∅	U	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	118	190	l	∅	∅	∅	i	s	∅	L	∅	∅	∅	I	S	∅	5	∅	∅	∅	7	3	∅																							191	l	∅	∅	∅	i	ɕ	∅	L	∅	∅	∅	I	S	∅	5	∅	∅	∅	7	3	∅																																													192	l	∅	∅	∅	eː	-	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅	193	l	∅	∅	∅	eː	-	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	118	190	i	l	∅	∅	s	∅	∅	I	L	∅	∅	S	∅	∅	7	5	∅	∅	3	∅	∅																							191	i	l	∅	∅	ɕ	∅	∅	I	L	∅	∅	S	∅	∅	7	5	∅	∅	3	∅	∅																																													192	eː	l	∅	∅	-	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	193	eː	l	∅	∅	-	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	118	190	s	i	l	∅	∅	∅	∅	S	I	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																							191	ɕ	i	l	∅	∅	∅	∅	S	I	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																																													192	-	eː	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	193	-	eː	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																						
1	0.5000	2	1.0000	126	194	k	∅	∅	∅	i	∅	∅	K	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	195	tɕ	∅	∅	∅	ɛˀ	∅	∅	C	∅	∅	∅	E	∅	∅	2	∅	∅	∅	7	∅	∅	196	k	∅	∅	∅	i	∅	∅	K	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅																							197	tɕ	∅	∅	∅	i	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅																																																																		
2	1.0000	1	0.5000	126	194	i	k	∅	∅	∅	∅	∅	I	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	195	ɛˀ	tɕ	∅	∅	∅	∅	∅	E	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	196	i	k	∅	∅	∅	∅	∅	I	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							197	i	tɕ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	127	198	kʰ	∅	∅	∅	a	s	∅	K	∅	∅	∅	A	S	∅	1	∅	∅	∅	7	3	∅	199	k	∅	∅	∅	a	-	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	200	kʰ	∅	∅	∅	a	s	∅	K	∅	∅	∅	A	S	∅	1	∅	∅	∅	7	3	∅																							201	kʰ	∅	∅	∅	a	-	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	127	198	a	kʰ	∅	∅	s	∅	∅	A	K	∅	∅	S	∅	∅	7	1	∅	∅	3	∅	∅	199	a	k	∅	∅	-	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	200	a	kʰ	∅	∅	s	∅	∅	A	K	∅	∅	S	∅	∅	7	1	∅	∅	3	∅	∅																							201	a	kʰ	∅	∅	-	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	127	198	s	a	kʰ	∅	∅	∅	∅	S	A	K	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅	199	-	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	200	s	a	kʰ	∅	∅	∅	∅	S	A	K	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅																							201	-	a	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	128	202	kʰ	∅	∅	∅	u	n	∅	K	∅	∅	∅	Y	N	∅	1	∅	∅	∅	7	4	∅																							203	kʰ	∅	∅	∅	u	n	∅	K	∅	∅	∅	Y	N	∅	1	∅	∅	∅	7	4	∅																																													204	kʰ	∅	∅	∅	eː	-	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	205	kʰ	∅	∅	∅	eː	-	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	128	202	u	kʰ	∅	∅	n	∅	∅	Y	K	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																							203	u	kʰ	∅	∅	n	∅	∅	Y	K	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																																													204	eː	kʰ	∅	∅	-	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	205	eː	kʰ	∅	∅	-	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	128	202	n	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																							203	n	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																													204	-	eː	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	205	-	eː	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	133	206	k	∅	∅	∅	a	m	∅	K	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅																																																																																																																																					207	k	∅	∅	∅	a	m	∅	K	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅
2	0.6667	2	0.6667	133	206	a	k	∅	∅	m	∅	∅	A	K	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																																																																																																																					207	a	k	∅	∅	m	∅	∅	A	K	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅
3	1.0000	1	0.3333	133	206	m	a	k	∅	∅	∅	∅	M	A	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																																																																																																																					207	m	a	k	∅	∅	∅	∅	M	A	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	139	208	d	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅																							209	d	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅	210	r	∅	∅	∅	u	ŋ	∅	R	∅	∅	∅	Y	N	∅	5	∅	∅	∅	7	4	∅																																																																																								
2	0.6667	2	0.6667	139	208	ɔ	d	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																							209	ɔ	d	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	210	u	r	∅	∅	ŋ	∅	∅	Y	R	∅	∅	N	∅	∅	7	5	∅	∅	4	∅	∅																																																																																								
3	1.0000	1	0.3333	139	208	ŋ	ɔ	d	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																							209	ŋ	ɔ	d	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	210	ŋ	u	r	∅	∅	∅	∅	N	Y	R	∅	∅	∅	∅	4	7	5	∅	∅	∅	∅																																																																																								
1	0.5000	2	1.0000	144	211	t	∅	∅	∅	aˀ	∅	∅	T	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅																							212	t	∅	∅	∅	a	∅	∅	T	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅	213	t	∅	∅	∅	u	∅	∅	T	∅	∅	∅	Y	∅	∅	1	∅	∅	∅	7	∅	∅	214	t	∅	∅	∅	u	∅	∅	T	∅	∅	∅	Y	∅	∅	1	∅	∅	∅	7	∅	∅																							215	t	∅	∅	∅	u	∅	∅	T	∅	∅	∅	Y	∅	∅	1	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	144	211	aˀ	t	∅	∅	∅	∅	∅	A	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							212	a	t	∅	∅	∅	∅	∅	A	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	213	u	t	∅	∅	∅	∅	∅	Y	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	214	u	t	∅	∅	∅	∅	∅	Y	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							215	u	t	∅	∅	∅	∅	∅	Y	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																						
1	0.5000	2	1.0000	148																																																																																									216	r	∅	∅	∅	ɛˀ	∅	∅	R	∅	∅	∅	E	∅	∅	5	∅	∅	∅	7	∅	∅	217	r	∅	∅	∅	ɛˀ	∅	∅	R	∅	∅	∅	E	∅	∅	5	∅	∅	∅	7	∅	∅	218	r	∅	∅	∅	aˀ	∅	∅	R	∅	∅	∅	A	∅	∅	5	∅	∅	∅	7	∅	∅	219	r	∅	∅	∅	a	∅	∅	R	∅	∅	∅	A	∅	∅	5	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	148																																																																																									216	ɛˀ	r	∅	∅	∅	∅	∅	E	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	217	ɛˀ	r	∅	∅	∅	∅	∅	E	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	218	aˀ	r	∅	∅	∅	∅	∅	A	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	219	a	r	∅	∅	∅	∅	∅	A	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	150																																																																			220	f	∅	∅	∅	ɔː	∅	∅	B	∅	∅	∅	U	∅	∅	3	∅	∅	∅	7	∅	∅	221	f	∅	∅	∅	yː	∅	∅	B	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅	222	h	∅	∅	∅	yː	∅	∅	H	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	150																																																																			220	ɔː	f	∅	∅	∅	∅	∅	U	B	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	221	yː	f	∅	∅	∅	∅	∅	Y	B	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	222	yː	h	∅	∅	∅	∅	∅	Y	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																												
1	0.5000	2	1.0000	156																							223	l	∅	∅	∅	a	∅	∅	L	∅	∅	∅	A	∅	∅	5	∅	∅	∅	7	∅	∅																																													224	l	∅	∅	∅	ə	∅	∅	L	∅	∅	∅	E	∅	∅	5	∅	∅	∅	7	∅	∅	225	l	∅	∅	∅	a	∅	∅	L	∅	∅	∅	A	∅	∅	5	∅	∅	∅	7	∅	∅	226	l	∅	∅	∅	ə	∅	∅	L	∅	∅	∅	E	∅	∅	5	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	156																							223	a	l	∅	∅	∅	∅	∅	A	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																																													224	ə	l	∅	∅	∅	∅	∅	E	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	225	a	l	∅	∅	∅	∅	∅	A	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	226	ə	l	∅	∅	∅	∅	∅	E	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																						
1	0.3333	3	1.0000	157	227	t	∅	∅	∅	ɔ	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅	228	t	∅	∅	∅	u	ŋ	∅	T	∅	∅	∅	Y	N	∅	1	∅	∅	∅	7	4	∅	229	t	∅	∅	∅	ɔ	m	∅	T	∅	∅	∅	U	M	∅	1	∅	∅	∅	7	4	∅	230	t	∅	∅	∅	u	ŋ	∅	T	∅	∅	∅	Y	N	∅	1	∅	∅	∅	7	4	∅																																																																																								
2	0.6667	2	0.6667	157	227	ɔ	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	228	u	t	∅	∅	ŋ	∅	∅	Y	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	229	ɔ	t	∅	∅	m	∅	∅	U	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	230	u	t	∅	∅	ŋ	∅	∅	Y	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																																																																																								
3	1.0000	1	0.3333	157	227	m	ɔ	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	228	ŋ	u	t	∅	∅	∅	∅	N	Y	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	229	m	ɔ	t	∅	∅	∅	∅	M	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	230	ŋ	u	t	∅	∅	∅	∅	N	Y	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																																																																								
1	1.0000	1	1.0000	160																							231	i	∅	∅	∅	∅	∅	∅	I	∅	∅	∅	∅	∅	∅	7	∅	∅	∅	∅	∅	∅																							232	a	∅	∅	∅	∅	∅	∅	A	∅	∅	∅	∅	∅	∅	7	∅	∅	∅	∅	∅	∅	233	a	∅	∅	∅	∅	∅	∅	A	∅	∅	∅	∅	∅	∅	7	∅	∅	∅	∅	∅	∅	234	ə	∅	∅	∅	∅	∅	∅	E	∅	∅	∅	∅	∅	∅	7	∅	∅	∅	∅	∅	∅	235	ə	∅	∅	∅	∅	∅	∅	E	∅	∅	∅	∅	∅	∅	7	∅	∅	∅	∅	∅	∅																						
1	0.5000	2	1.0000	162	236	l	∅	∅	∅	ɔi	∅	∅	L	∅	∅	∅	U	∅	∅	5	∅	∅	∅	7	∅	∅																							237	l	∅	∅	∅	ui	∅	∅	L	∅	∅	∅	Y	∅	∅	5	∅	∅	∅	7	∅	∅																							238	l	∅	∅	∅	ɛː	∅	∅	L	∅	∅	∅	E	∅	∅	5	∅	∅	∅	7	∅	∅																							239	l	∅	∅	∅	aː	∅	∅	L	∅	∅	∅	A	∅	∅	5	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	162	236	ɔi	l	∅	∅	∅	∅	∅	U	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																							237	ui	l	∅	∅	∅	∅	∅	Y	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																							238	ɛː	l	∅	∅	∅	∅	∅	E	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																							239	aː	l	∅	∅	∅	∅	∅	A	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																						
1	0.3333	3	1.0000	165	240	l	∅	∅	∅	a	k	∅	L	∅	∅	∅	A	K	∅	5	∅	∅	∅	7	1	∅																							241	l	∅	∅	∅	a	k	∅	L	∅	∅	∅	A	K	∅	5	∅	∅	∅	7	1	∅																																																																																																														
2	0.6667	2	0.6667	165	240	a	l	∅	∅	k	∅	∅	A	L	∅	∅	K	∅	∅	7	5	∅	∅	1	∅	∅																							241	a	l	∅	∅	k	∅	∅	A	L	∅	∅	K	∅	∅	7	5	∅	∅	1	∅	∅																																																																																																														
3	1.0000	1	0.3333	165	240	k	a	l	∅	∅	∅	∅	K	A	L	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅																							241	k	a	l	∅	∅	∅	∅	K	A	L	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	169																							242	k	∅	∅	∅	ɹ	iː	∅	K	∅	∅	∅	R	I	∅	1	∅	∅	∅	5	7	∅																							243	k	∅	∅	∅	ɹ	aː	∅	K	∅	∅	∅	R	A	∅	1	∅	∅	∅	5	7	∅																																																																																								
2	0.6667	2	0.6667	169																							242	ɹ	k	∅	∅	iː	∅	∅	R	K	∅	∅	I	∅	∅	5	1	∅	∅	7	∅	∅																							243	ɹ	k	∅	∅	aː	∅	∅	R	K	∅	∅	A	∅	∅	5	1	∅	∅	7	∅	∅																																																																																								
3	1.0000	1	0.3333	169																							242	iː	ɹ	k	∅	∅	∅	∅	I	R	K	∅	∅	∅	∅	7	5	1	∅	∅	∅	∅																							243	aː	ɹ	k	∅	∅	∅	∅	A	R	K	∅	∅	∅	∅	7	5	1	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	174	244	ɕ	∅	∅	∅	a	m	∅	S	∅	∅	∅	A	M	∅	3	∅	∅	∅	7	4	∅																																													245	s	∅	∅	∅	ɔ̃ː	-	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	246	s	∅	∅	∅	ũː	ŋ	∅	S	∅	∅	∅	Y	N	∅	3	∅	∅	∅	7	4	∅																							247	s	∅	∅	∅	ũː	-	∅	S	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅																						
