index	index_p	rindex	rindex_p	cogid	id_Duhumbi	segment_Duhumbi	segment_Duhumbi_L1	segment_Duhumbi_L2	segment_Duhumbi_L3	segment_Duhumbi_R1	segment_Duhumbi_R2	segment_Duhumbi_R3	SC_Duhumbi	SC_Duhumbi_L1	SC_Duhumbi_L2	SC_Duhumbi_L3	SC_Duhumbi_R1	SC_Duhumbi_R2	SC_Duhumbi_R3	PROSODY_Duhumbi	PROSODY_Duhumbi_L1	PROSODY_Duhumbi_L2	PROSODY_Duhumbi_L3	PROSODY_Duhumbi_R1	PROSODY_Duhumbi_R2	PROSODY_Duhumbi_R3	id_Jerigaon	segment_Jerigaon	segment_Jerigaon_L1	segment_Jerigaon_L2	segment_Jerigaon_L3	segment_Jerigaon_R1	segment_Jerigaon_R2	segment_Jerigaon_R3	SC_Jerigaon	SC_Jerigaon_L1	SC_Jerigaon_L2	SC_Jerigaon_L3	SC_Jerigaon_R1	SC_Jerigaon_R2	SC_Jerigaon_R3	PROSODY_Jerigaon	PROSODY_Jerigaon_L1	PROSODY_Jerigaon_L2	PROSODY_Jerigaon_L3	PROSODY_Jerigaon_R1	PROSODY_Jerigaon_R2	PROSODY_Jerigaon_R3	id_Khispi	segment_Khispi	segment_Khispi_L1	segment_Khispi_L2	segment_Khispi_L3	segment_Khispi_R1	segment_Khispi_R2	segment_Khispi_R3	SC_Khispi	SC_Khispi_L1	SC_Khispi_L2	SC_Khispi_L3	SC_Khispi_R1	SC_Khispi_R2	SC_Khispi_R3	PROSODY_Khispi	PROSODY_Khispi_L1	PROSODY_Khispi_L2	PROSODY_Khispi_L3	PROSODY_Khispi_R1	PROSODY_Khispi_R2	PROSODY_Khispi_R3	id_Khoina	segment_Khoina	segment_Khoina_L1	segment_Khoina_L2	segment_Khoina_L3	segment_Khoina_R1	segment_Khoina_R2	segment_Khoina_R3	SC_Khoina	SC_Khoina_L1	SC_Khoina_L2	SC_Khoina_L3	SC_Khoina_R1	SC_Khoina_R2	SC_Khoina_R3	PROSODY_Khoina	PROSODY_Khoina_L1	PROSODY_Khoina_L2	PROSODY_Khoina_L3	PROSODY_Khoina_R1	PROSODY_Khoina_R2	PROSODY_Khoina_R3	id_Khoitam	segment_Khoitam	segment_Khoitam_L1	segment_Khoitam_L2	segment_Khoitam_L3	segment_Khoitam_R1	segment_Khoitam_R2	segment_Khoitam_R3	SC_Khoitam	SC_Khoitam_L1	SC_Khoitam_L2	SC_Khoitam_L3	SC_Khoitam_R1	SC_Khoitam_R2	SC_Khoitam_R3	PROSODY_Khoitam	PROSODY_Khoitam_L1	PROSODY_Khoitam_L2	PROSODY_Khoitam_L3	PROSODY_Khoitam_R1	PROSODY_Khoitam_R2	PROSODY_Khoitam_R3	id_Rahung	segment_Rahung	segment_Rahung_L1	segment_Rahung_L2	segment_Rahung_L3	segment_Rahung_R1	segment_Rahung_R2	segment_Rahung_R3	SC_Rahung	SC_Rahung_L1	SC_Rahung_L2	SC_Rahung_L3	SC_Rahung_R1	SC_Rahung_R2	SC_Rahung_R3	PROSODY_Rahung	PROSODY_Rahung_L1	PROSODY_Rahung_L2	PROSODY_Rahung_L3	PROSODY_Rahung_R1	PROSODY_Rahung_R2	PROSODY_Rahung_R3	id_Rupa	segment_Rupa	segment_Rupa_L1	segment_Rupa_L2	segment_Rupa_L3	segment_Rupa_R1	segment_Rupa_R2	segment_Rupa_R3	SC_Rupa	SC_Rupa_L1	SC_Rupa_L2	SC_Rupa_L3	SC_Rupa_R1	SC_Rupa_R2	SC_Rupa_R3	PROSODY_Rupa	PROSODY_Rupa_L1	PROSODY_Rupa_L2	PROSODY_Rupa_L3	PROSODY_Rupa_R1	PROSODY_Rupa_R2	PROSODY_Rupa_R3	id_Shergaon	segment_Shergaon	segment_Shergaon_L1	segment_Shergaon_L2	segment_Shergaon_L3	segment_Shergaon_R1	segment_Shergaon_R2	segment_Shergaon_R3	SC_Shergaon	SC_Shergaon_L1	SC_Shergaon_L2	SC_Shergaon_L3	SC_Shergaon_R1	SC_Shergaon_R2	SC_Shergaon_R3	PROSODY_Shergaon	PROSODY_Shergaon_L1	PROSODY_Shergaon_L2	PROSODY_Shergaon_L3	PROSODY_Shergaon_R1	PROSODY_Shergaon_R2	PROSODY_Shergaon_R3
1	0.5000	2	1.0000	348	1067	h	∅	∅	∅	u	∅	∅	H	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅																							1068	h	∅	∅	∅	a	∅	∅	H	∅	∅	∅	A	∅	∅	3	∅	∅	∅	7	∅	∅																							1069	p	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	1070	pʰ	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	1071	b	∅	∅	∅	ə	∅	∅	P	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	348	1067	u	h	∅	∅	∅	∅	∅	Y	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							1068	a	h	∅	∅	∅	∅	∅	A	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							1069	ə	p	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	1070	ə	pʰ	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	1071	ə	b	∅	∅	∅	∅	∅	E	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																						
1	0.3333	3	1.0000	351																							1072	l	∅	∅	∅	ɛ	-	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅																																																																																																															1073	l	∅	∅	∅	a	p	∅	L	∅	∅	∅	A	P	∅	5	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	351																							1072	ɛ	l	∅	∅	-	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																																																																																																															1073	a	l	∅	∅	p	∅	∅	A	L	∅	∅	P	∅	∅	7	5	∅	∅	1	∅	∅
3	1.0000	1	0.3333	351																							1072	-	ɛ	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																																																																																																															1073	p	a	l	∅	∅	∅	∅	P	A	L	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅
1	0.3333	3	1.0000	352																							1074	tʰ	∅	∅	∅	-	-	∅	T	∅	∅	∅	_	_	∅	1	∅	∅	∅	0	0	∅	1075	tʰ	∅	∅	∅	i	n	∅	T	∅	∅	∅	I	N	∅	1	∅	∅	∅	7	4	∅	1076	tʰ	∅	∅	∅	a	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	1077	tʰ	∅	∅	∅	a	ŋ	∅	T	∅	∅	∅	A	N	∅	1	∅	∅	∅	7	4	∅	1078	t	∅	∅	∅	ɔ̃	-	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1079	d	∅	∅	∅	ɔ̃	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	352																							1074	-	tʰ	∅	∅	-	∅	∅	_	T	∅	∅	_	∅	∅	0	1	∅	∅	0	∅	∅	1075	i	tʰ	∅	∅	n	∅	∅	I	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1076	a	tʰ	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1077	a	tʰ	∅	∅	ŋ	∅	∅	A	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1078	ɔ̃	t	∅	∅	-	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1079	ɔ̃	d	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	352																							1074	-	-	tʰ	∅	∅	∅	∅	_	_	T	∅	∅	∅	∅	0	0	1	∅	∅	∅	∅	1075	n	i	tʰ	∅	∅	∅	∅	N	I	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1076	-	a	tʰ	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1077	ŋ	a	tʰ	∅	∅	∅	∅	N	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1078	-	ɔ̃	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1079	ŋ	ɔ̃	d	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																						
1	0.5000	2	1.0000	353																																													1080	pʰ	∅	∅	∅	u	∅	∅	P	∅	∅	∅	Y	∅	∅	1	∅	∅	∅	7	∅	∅																							1081	pʰ	∅	∅	∅	-	∅	∅	P	∅	∅	∅	_	∅	∅	1	∅	∅	∅	0	∅	∅																							1082	pʰ	∅	∅	∅	yː	∅	∅	P	∅	∅	∅	Y	∅	∅	1	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	353																																													1080	u	pʰ	∅	∅	∅	∅	∅	Y	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							1081	-	pʰ	∅	∅	∅	∅	∅	_	P	∅	∅	∅	∅	∅	0	1	∅	∅	∅	∅	∅																							1082	yː	pʰ	∅	∅	∅	∅	∅	Y	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																						
1	0.5000	2	1.0000	354																																																																																									1083	h	∅	∅	∅	ɔ̃ː	∅	∅	H	∅	∅	∅	U	∅	∅	3	∅	∅	∅	7	∅	∅	1084	h	∅	∅	∅	ɔ̃ː	∅	∅	H	∅	∅	∅	U	∅	∅	3	∅	∅	∅	7	∅	∅	1085	h	∅	∅	∅	ɔ̃ː	∅	∅	H	∅	∅	∅	U	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	354																																																																																									1083	ɔ̃ː	h	∅	∅	∅	∅	∅	U	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	1084	ɔ̃ː	h	∅	∅	∅	∅	∅	U	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	1085	ɔ̃ː	h	∅	∅	∅	∅	∅	U	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.3333	3	1.0000	356																							1086	kʰ	∅	∅	∅	l	aː	∅	K	∅	∅	∅	L	A	∅	1	∅	∅	∅	5	7	∅																							1087	kʰ	∅	∅	∅	l	aː	∅	K	∅	∅	∅	L	A	∅	1	∅	∅	∅	5	7	∅																																																																																								
2	0.6667	2	0.6667	356																							1086	l	kʰ	∅	∅	aː	∅	∅	L	K	∅	∅	A	∅	∅	5	1	∅	∅	7	∅	∅																							1087	l	kʰ	∅	∅	aː	∅	∅	L	K	∅	∅	A	∅	∅	5	1	∅	∅	7	∅	∅																																																																																								
3	1.0000	1	0.3333	356																							1086	aː	l	kʰ	∅	∅	∅	∅	A	L	K	∅	∅	∅	∅	7	5	1	∅	∅	∅	∅																							1087	aː	l	kʰ	∅	∅	∅	∅	A	L	K	∅	∅	∅	∅	7	5	1	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	358	1088	dʑ	∅	∅	∅	ɔ	ŋ	∅	C	∅	∅	∅	U	N	∅	2	∅	∅	∅	7	4	∅	1089	j	∅	∅	∅	u	ŋ	∅	J	∅	∅	∅	Y	N	∅	6	∅	∅	∅	7	4	∅	1090	g	∅	∅	∅	ɔ	ŋ	∅	K	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅	1091	j	∅	∅	∅	u	ŋ	∅	J	∅	∅	∅	Y	N	∅	6	∅	∅	∅	7	4	∅	1092	j	∅	∅	∅	u	ŋ	∅	J	∅	∅	∅	Y	N	∅	6	∅	∅	∅	7	4	∅	1093	j	∅	∅	∅	u	ŋ	∅	J	∅	∅	∅	Y	N	∅	6	∅	∅	∅	7	4	∅	1094	j	∅	∅	∅	u	ŋ	∅	J	∅	∅	∅	Y	N	∅	6	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	358	1088	ɔ	dʑ	∅	∅	ŋ	∅	∅	U	C	∅	∅	N	∅	∅	7	2	∅	∅	4	∅	∅	1089	u	j	∅	∅	ŋ	∅	∅	Y	J	∅	∅	N	∅	∅	7	6	∅	∅	4	∅	∅	1090	ɔ	g	∅	∅	ŋ	∅	∅	U	K	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1091	u	j	∅	∅	ŋ	∅	∅	Y	J	∅	∅	N	∅	∅	7	6	∅	∅	4	∅	∅	1092	u	j	∅	∅	ŋ	∅	∅	Y	J	∅	∅	N	∅	∅	7	6	∅	∅	4	∅	∅	1093	u	j	∅	∅	ŋ	∅	∅	Y	J	∅	∅	N	∅	∅	7	6	∅	∅	4	∅	∅	1094	u	j	∅	∅	ŋ	∅	∅	Y	J	∅	∅	N	∅	∅	7	6	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	358	1088	ŋ	ɔ	dʑ	∅	∅	∅	∅	N	U	C	∅	∅	∅	∅	4	7	2	∅	∅	∅	∅	1089	ŋ	u	j	∅	∅	∅	∅	N	Y	J	∅	∅	∅	∅	4	7	6	∅	∅	∅	∅	1090	ŋ	ɔ	g	∅	∅	∅	∅	N	U	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1091	ŋ	u	j	∅	∅	∅	∅	N	Y	J	∅	∅	∅	∅	4	7	6	∅	∅	∅	∅	1092	ŋ	u	j	∅	∅	∅	∅	N	Y	J	∅	∅	∅	∅	4	7	6	∅	∅	∅	∅	1093	ŋ	u	j	∅	∅	∅	∅	N	Y	J	∅	∅	∅	∅	4	7	6	∅	∅	∅	∅	1094	ŋ	u	j	∅	∅	∅	∅	N	Y	J	∅	∅	∅	∅	4	7	6	∅	∅	∅	∅																						
1	0.5000	2	1.0000	359	1095	h	∅	∅	∅	ɔ	∅	∅	H	∅	∅	∅	U	∅	∅	3	∅	∅	∅	7	∅	∅																							1096	h	∅	∅	∅	ɔ	∅	∅	H	∅	∅	∅	U	∅	∅	3	∅	∅	∅	7	∅	∅																																																																			1097	n	∅	∅	∅	ə	∅	∅	N	∅	∅	∅	E	∅	∅	4	∅	∅	∅	7	∅	∅	1098	n	∅	∅	∅	ə	∅	∅	N	∅	∅	∅	E	∅	∅	4	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	359	1095	ɔ	h	∅	∅	∅	∅	∅	U	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							1096	ɔ	h	∅	∅	∅	∅	∅	U	H	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																																																																			1097	ə	n	∅	∅	∅	∅	∅	E	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	1098	ə	n	∅	∅	∅	∅	∅	E	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅
1	0.3333	3	1.0000	364	1099	g	∅	∅	∅	ɛˀ	-	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	1100	g	∅	∅	∅	ɛ	ʔ	∅	K	∅	∅	∅	E	H	∅	1	∅	∅	∅	7	1	∅	1101	g	∅	∅	∅	ɛː	-	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	1102	g	∅	∅	∅	ɛ	ʔ	∅	K	∅	∅	∅	E	H	∅	1	∅	∅	∅	7	1	∅	1103	dʑ	∅	∅	∅	ɛ	ʔ	∅	C	∅	∅	∅	E	H	∅	2	∅	∅	∅	7	1	∅	1104	dʑ	∅	∅	∅	ɛ	ʔ	∅	C	∅	∅	∅	E	H	∅	2	∅	∅	∅	7	1	∅	1105	ʥ	∅	∅	∅	a	t	∅	T	∅	∅	∅	A	T	∅	2	∅	∅	∅	7	1	∅	1106	dʑ	∅	∅	∅	a	t	∅	C	∅	∅	∅	A	T	∅	2	∅	∅	∅	7	1	∅
2	0.6667	2	0.6667	364	1099	ɛˀ	g	∅	∅	-	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1100	ɛ	g	∅	∅	ʔ	∅	∅	E	K	∅	∅	H	∅	∅	7	1	∅	∅	1	∅	∅	1101	ɛː	g	∅	∅	-	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1102	ɛ	g	∅	∅	ʔ	∅	∅	E	K	∅	∅	H	∅	∅	7	1	∅	∅	1	∅	∅	1103	ɛ	dʑ	∅	∅	ʔ	∅	∅	E	C	∅	∅	H	∅	∅	7	2	∅	∅	1	∅	∅	1104	ɛ	dʑ	∅	∅	ʔ	∅	∅	E	C	∅	∅	H	∅	∅	7	2	∅	∅	1	∅	∅	1105	a	ʥ	∅	∅	t	∅	∅	A	T	∅	∅	T	∅	∅	7	2	∅	∅	1	∅	∅	1106	a	dʑ	∅	∅	t	∅	∅	A	C	∅	∅	T	∅	∅	7	2	∅	∅	1	∅	∅
3	1.0000	1	0.3333	364	1099	-	ɛˀ	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1100	ʔ	ɛ	g	∅	∅	∅	∅	H	E	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	1101	-	ɛː	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1102	ʔ	ɛ	g	∅	∅	∅	∅	H	E	K	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅	1103	ʔ	ɛ	dʑ	∅	∅	∅	∅	H	E	C	∅	∅	∅	∅	1	7	2	∅	∅	∅	∅	1104	ʔ	ɛ	dʑ	∅	∅	∅	∅	H	E	C	∅	∅	∅	∅	1	7	2	∅	∅	∅	∅	1105	t	a	ʥ	∅	∅	∅	∅	T	A	T	∅	∅	∅	∅	1	7	2	∅	∅	∅	∅	1106	t	a	dʑ	∅	∅	∅	∅	T	A	C	∅	∅	∅	∅	1	7	2	∅	∅	∅	∅
1	0.5000	2	1.0000	366	1107	k	∅	∅	∅	i	∅	∅	K	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	1108	tɕ	∅	∅	∅	ə	∅	∅	C	∅	∅	∅	E	∅	∅	2	∅	∅	∅	7	∅	∅																							1109	ts	∅	∅	∅	ə	∅	∅	C	∅	∅	∅	E	∅	∅	2	∅	∅	∅	7	∅	∅	1110	k	∅	∅	∅	ə	∅	∅	K	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	1111	k	∅	∅	∅	ə	∅	∅	K	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	1112	k	∅	∅	∅	ə	∅	∅	K	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅	1113	k	∅	∅	∅	ə	∅	∅	K	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	366	1107	i	k	∅	∅	∅	∅	∅	I	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	1108	ə	tɕ	∅	∅	∅	∅	∅	E	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																							1109	ə	ts	∅	∅	∅	∅	∅	E	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	1110	ə	k	∅	∅	∅	∅	∅	E	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	1111	ə	k	∅	∅	∅	∅	∅	E	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	1112	ə	k	∅	∅	∅	∅	∅	E	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	1113	ə	k	∅	∅	∅	∅	∅	E	K	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	367																							1114	r	∅	∅	∅	yː	∅	∅	R	∅	∅	∅	Y	∅	∅	5	∅	∅	∅	7	∅	∅																							1115	r	∅	∅	∅	yː	∅	∅	R	∅	∅	∅	Y	∅	∅	5	∅	∅	∅	7	∅	∅	1116	l	∅	∅	∅	i	∅	∅	L	∅	∅	∅	I	∅	∅	5	∅	∅	∅	7	∅	∅	1117	r	∅	∅	∅	i	∅	∅	R	∅	∅	∅	I	∅	∅	5	∅	∅	∅	7	∅	∅	1118	l	∅	∅	∅	i	∅	∅	L	∅	∅	∅	I	∅	∅	5	∅	∅	∅	7	∅	∅	1119	l	∅	∅	∅	i	∅	∅	L	∅	∅	∅	I	∅	∅	5	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	367																							1114	yː	r	∅	∅	∅	∅	∅	Y	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅																							1115	yː	r	∅	∅	∅	∅	∅	Y	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	1116	i	l	∅	∅	∅	∅	∅	I	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	1117	i	r	∅	∅	∅	∅	∅	I	R	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	1118	i	l	∅	∅	∅	∅	∅	I	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅	1119	i	l	∅	∅	∅	∅	∅	I	L	∅	∅	∅	∅	∅	7	5	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	368																							1120	i	∅	∅	∅	k	∅	∅	I	∅	∅	∅	K	∅	∅	7	∅	∅	∅	1	∅	∅																							1121	i	∅	∅	∅	k	∅	∅	I	∅	∅	∅	K	∅	∅	7	∅	∅	∅	1	∅	∅	1122	i	∅	∅	∅	k	∅	∅	I	∅	∅	∅	K	∅	∅	7	∅	∅	∅	1	∅	∅	1123	i	∅	∅	∅	k	∅	∅	I	∅	∅	∅	K	∅	∅	7	∅	∅	∅	1	∅	∅	1124	i	∅	∅	∅	k	∅	∅	I	∅	∅	∅	K	∅	∅	7	∅	∅	∅	1	∅	∅	1125	i	∅	∅	∅	k	∅	∅	I	∅	∅	∅	K	∅	∅	7	∅	∅	∅	1	∅	∅
2	1.0000	1	0.5000	368																							1120	k	i	∅	∅	∅	∅	∅	K	I	∅	∅	∅	∅	∅	1	7	∅	∅	∅	∅	∅																							1121	k	i	∅	∅	∅	∅	∅	K	I	∅	∅	∅	∅	∅	1	7	∅	∅	∅	∅	∅	1122	k	i	∅	∅	∅	∅	∅	K	I	∅	∅	∅	∅	∅	1	7	∅	∅	∅	∅	∅	1123	k	i	∅	∅	∅	∅	∅	K	I	∅	∅	∅	∅	∅	1	7	∅	∅	∅	∅	∅	1124	k	i	∅	∅	∅	∅	∅	K	I	∅	∅	∅	∅	∅	1	7	∅	∅	∅	∅	∅	1125	k	i	∅	∅	∅	∅	∅	K	I	∅	∅	∅	∅	∅	1	7	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	372																							1126	s	∅	∅	∅	u	∅	∅	S	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅																							1127	ʂ	∅	∅	∅	u	∅	∅	S	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅	1128	s	∅	∅	∅	u	∅	∅	S	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅	1129	s	∅	∅	∅	u	∅	∅	S	∅	∅	∅	Y	∅	∅	3	∅	∅	∅	7	∅	∅	1130	s	∅	∅	∅	-	∅	∅	S	∅	∅	∅	_	∅	∅	3	∅	∅	∅	0	∅	∅	1131	s	∅	∅	∅	-	∅	∅	S	∅	∅	∅	_	∅	∅	3	∅	∅	∅	0	∅	∅
2	1.0000	1	0.5000	372																							1126	u	s	∅	∅	∅	∅	∅	Y	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							1127	u	ʂ	∅	∅	∅	∅	∅	Y	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	1128	u	s	∅	∅	∅	∅	∅	Y	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	1129	u	s	∅	∅	∅	∅	∅	Y	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅	1130	-	s	∅	∅	∅	∅	∅	_	S	∅	∅	∅	∅	∅	0	3	∅	∅	∅	∅	∅	1131	-	s	∅	∅	∅	∅	∅	_	S	∅	∅	∅	∅	∅	0	3	∅	∅	∅	∅	∅
1	0.3333	3	1.0000	373																							1132	tʰ	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅																							1133	tʰ	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅	1134	tʰ	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅	1135	tʰ	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅	1136	t	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅	1137	t	∅	∅	∅	ɔ	ŋ	∅	T	∅	∅	∅	U	N	∅	1	∅	∅	∅	7	4	∅
2	0.6667	2	0.6667	373																							1132	ɔ	tʰ	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																							1133	ɔ	tʰ	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1134	ɔ	tʰ	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1135	ɔ	tʰ	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1136	ɔ	t	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅	1137	ɔ	t	∅	∅	ŋ	∅	∅	U	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅
3	1.0000	1	0.3333	373																							1132	ŋ	ɔ	tʰ	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																							1133	ŋ	ɔ	tʰ	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1134	ŋ	ɔ	tʰ	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1135	ŋ	ɔ	tʰ	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1136	ŋ	ɔ	t	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	1137	ŋ	ɔ	t	∅	∅	∅	∅	N	U	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	374																							1138	s	∅	∅	∅	ɛ	n	∅	S	∅	∅	∅	E	N	∅	3	∅	∅	∅	7	4	∅																							1139	ʂ	∅	∅	∅	i	ŋ	∅	S	∅	∅	∅	I	N	∅	3	∅	∅	∅	7	4	∅	1140	s	∅	∅	∅	a	n	∅	S	∅	∅	∅	A	N	∅	3	∅	∅	∅	7	4	∅	1141	s	∅	∅	∅	a	n	∅	S	∅	∅	∅	A	N	∅	3	∅	∅	∅	7	4	∅																																												
