ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY	COGIDS
887	106_earth	Earth	tora	Torá	timak	timak	t i m a k	tora1263	-6.19532	-61.7416	Chapacuran	240	240
569	66_eat	Eat	cojubim	Cojubim	kawʔ	kawʔ	k a w ʔ	kuyu1236	-11.75	-64.0	Chapacuran	150	150
570	66_eat	Eat	jaru	Jarú	kaw	kaw	k a w	yaru1257	-10.25	-62.0	Chapacuran	150	150
571	66_eat	Eat	kitemoka	Kitemoka	kaw	kaw	k a w	kite1237	-16.0	-62.75	Chapacuran	150	150
572	66_eat	Eat	more	Moré	kaw	kaw	k a w	itor1239			Chapacuran	150	150
573	66_eat	Eat	orowin	Oro Win	kaw	kaw	k a w	orow1243	-10.737	-64.0299	Chapacuran	150	150
574	66_eat	Eat	tapakura	Tapakura	kaw	kaw	k a w	chap1269	-14.8	-62.2	Chapacuran	150	150
575	66_eat	Eat	tora	Torá	kaw	kaw	k a w	tora1263	-6.19532	-61.7416	Chapacuran	150	150
576	66_eat	Eat	urupa	Urupá	kaw	kaw	k a w	urup1245	-10.25	-62.75	Chapacuran	150	150
577	66_eat	Eat	wanyam	Wanyam	kaw	kaw	k a w	wany1246	-12.1	-63.1	Chapacuran	150	150
578	66_eat	Eat	wari	Wari'	kaw	kaw	k a w	wari1268	-10.69948	-64.56152	Chapacuran	150	150
324	41_egg	Egg	cojubim	Cojubim	ari jaɲ	ari jaɲ	a r i + j a ɲ	kuyu1236	-11.75	-64.0	Chapacuran	99	99
325	41_egg	Egg	jaru	Jarú	rejen	rejen	r e j e n	yaru1257	-10.25	-62.0	Chapacuran	99	99
326	41_egg	Egg	kitemoka	Kitemoka	tirantia	tirantia	t i r a n t i a	kite1237	-16.0	-62.75	Chapacuran	99	99
327	41_egg	Egg	more	Moré	ariʒ̟a	ariʒ̟a	a r i ʒ̟ a	itor1239			Chapacuran	99	99
328	41_egg	Egg	orowin	Oro Win	arikon	arikon	a r i k o n	orow1243	-10.737	-64.0299	Chapacuran	99	99
329	41_egg	Egg	tapakura	Tapakura	ateranta	ateranta	a t e r a n t a	chap1269	-14.8	-62.2	Chapacuran	99	99
330	41_egg	Egg	tora	Torá	azeron	azeron	a z e r o n	tora1263	-6.19532	-61.7416	Chapacuran	99	99
331	41_egg	Egg	urupa	Urupá	erejen	erejen	e r e j e n	urup1245	-10.25	-62.75	Chapacuran	99	99
332	41_egg	Egg	wanyam	Wanyam	arikon	arikon	a r i k o n	wany1246	-12.1	-63.1	Chapacuran	99	99
333	41_egg	Egg	wari	Wari'	arajeɲ	arajeɲ	a r a j e ɲ	wari1268	-10.69948	-64.56152	Chapacuran	99	99
381	47_eye	Eye	cojubim	Cojubim	tok	tok	t o k	kuyu1236	-11.75	-64.0	Chapacuran	114	114
382	47_eye	Eye	jaru	Jarú	tekisi	tekisi	t e k i s i	yaru1257	-10.25	-62.0	Chapacuran	114	114
383	47_eye	Eye	kitemoka	Kitemoka	kutʃi	kutʃi	k u tʃ i	kite1237	-16.0	-62.75	Chapacuran	114	114
384	47_eye	Eye	more	Moré	tok	tok	t o k	itor1239			Chapacuran	114	114
385	47_eye	Eye	orowin	Oro Win	tokisi	tokisi	t o k i s i	orow1243	-10.737	-64.0299	Chapacuran	114	114
386	47_eye	Eye	tapakura	Tapakura	tukutʃi	tukutʃi	t u k u tʃ i	chap1269	-14.8	-62.2	Chapacuran	114	114
387	47_eye	Eye	tora	Torá	tok	tok	t o k	tora1263	-6.19532	-61.7416	Chapacuran	114	114
388	47_eye	Eye	urupa	Urupá	tukesi	tukesi	t u k e s i	urup1245	-10.25	-62.75	Chapacuran	114	114
389	47_eye	Eye	wanyam	Wanyam	tokiʃiʔ	tokiʃiʔ	t o k i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	114	114
390	47_eye	Eye	wari	Wari'	tokotʃiʔ	tokotʃiʔ	t o k o tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	114	114
753	90_fall	Fall	cojubim	Cojubim	ipan	ipan	i p a n	kuyu1236	-11.75	-64.0	Chapacuran	205	205
754	90_fall	Fall	more	Moré	ipan	ipan	i p a n	itor1239			Chapacuran	205	205
755	90_fall	Fall	orowin	Oro Win	ipan	ipan	i p a n	orow1243	-10.737	-64.0299	Chapacuran	205	205
756	90_fall	Fall	tora	Torá	ipad	ipad	i p a d	tora1263	-6.19532	-61.7416	Chapacuran	205	205
757	90_fall	Fall	wanyam	Wanyam	ipan	ipan	i p a n	wany1246	-12.1	-63.1	Chapacuran	205	205
758	90_fall	Fall	wari	Wari'	panʔ	panʔ	p a n ʔ	wari1268	-10.69948	-64.56152	Chapacuran	205	205
759	90_fall	Fall	wari	Wari'	kamaraʔ	kamaraʔ	k a m a r a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	206	206
315	40_fat	Fat	cojubim	Cojubim	mapum	mapum	m a p u m	kuyu1236	-11.75	-64.0	Chapacuran	97	97
316	40_fat	Fat	jaru	Jarú	ahomi	ahomi	a h o m i	yaru1257	-10.25	-62.0	Chapacuran	97	97
317	40_fat	Fat	more	Moré	mapom	mapom	m a p o m	itor1239			Chapacuran	97	97
318	40_fat	Fat	orowin	Oro Win	mafomasi	mafomasi	m a f o m a s i	orow1243	-10.737	-64.0299	Chapacuran	97	97
319	40_fat	Fat	tapakura	Tapakura	momikum-kiru	momikum-kiru	m o m i k u m + k i r u	chap1269	-14.8	-62.2	Chapacuran	97	97
320	40_fat	Fat	tora	Torá	taahon	taahon	t aː h o n	tora1263	-6.19532	-61.7416	Chapacuran	97	97
321	40_fat	Fat	wanyam	Wanyam	wahumajn	wahumajn	w a h u m a j n	wany1246	-12.1	-63.1	Chapacuran	97	97
322	40_fat	Fat	wari	Wari'	homaɲ	homaɲ	h o m a ɲ	wari1268	-10.69948	-64.56152	Chapacuran	97	97
323	40_fat	Fat	kitemoka	Kitemoka	mitaikongo	mitaikongo	m i t a i k o n g o	kite1237	-16.0	-62.75	Chapacuran	98	98
151	19_father	Father	cojubim	Cojubim	ite	ite	i t e	kuyu1236	-11.75	-64.0	Chapacuran	52	52
152	19_father	Father	jaru	Jarú	ete	ete	e t e	yaru1257	-10.25	-62.0	Chapacuran	52	52
153	19_father	Father	kitemoka	Kitemoka	tatia	tatia	t a t i a	kite1237	-16.0	-62.75	Chapacuran	52	52
154	19_father	Father	more	Moré	ite	ite	i t e	itor1239			Chapacuran	52	52
155	19_father	Father	orowin	Oro Win	iteʔ	iteʔ	i t e ʔ	orow1243	-10.737	-64.0299	Chapacuran	52	52
156	19_father	Father	tapakura	Tapakura	tia-tia	tia-tia	t i a + t i a	chap1269	-14.8	-62.2	Chapacuran	52	52
157	19_father	Father	tora	Torá	ite	ite	i t e	tora1263	-6.19532	-61.7416	Chapacuran	52	52
158	19_father	Father	urupa	Urupá	ete	ete	e t e	urup1245	-10.25	-62.75	Chapacuran	52	52
159	19_father	Father	wanyam	Wanyam	tata	tata	t a t a	wany1246	-12.1	-63.1	Chapacuran	52	52
160	19_father	Father	wari	Wari'	te	te	t e	wari1268	-10.69948	-64.56152	Chapacuran	52	52
622	74_fear	Fear	cojubim	Cojubim	ininʔ	ininʔ	i n i n ʔ	kuyu1236	-11.75	-64.0	Chapacuran	162	162
623	74_fear	Fear	jaru	Jarú	injin	injin	i n j i n	yaru1257	-10.25	-62.0	Chapacuran	162	162
624	74_fear	Fear	more	Moré	ijin	ijin	i j i n	itor1239			Chapacuran	162	162
625	74_fear	Fear	orowin	Oro Win	ijin	ijin	i j i n	orow1243	-10.737	-64.0299	Chapacuran	162	162
626	74_fear	Fear	tora	Torá	ejidn	ejidn	e j i d n	tora1263	-6.19532	-61.7416	Chapacuran	162	162
627	74_fear	Fear	wanyam	Wanyam	inin	inin	i n i n	wany1246	-12.1	-63.1	Chapacuran	162	162
628	74_fear	Fear	wari	Wari'	jinʔ	jinʔ	j i n ʔ	wari1268	-10.69948	-64.56152	Chapacuran	162	162
58	9_few	Few	wari	Wari'	parik	parik	p a r i k	wari1268	-10.69948	-64.56152	Chapacuran	16	16
59	9_few	Few	wanyam	Wanyam	irakaw	irakaw	i r a k a w	wany1246	-12.1	-63.1	Chapacuran	17	17
60	9_few	Few	orowin	Oro Win	kawasan toman	kawasan toman	k a w a s a n + t o m a n	orow1243	-10.737	-64.0299	Chapacuran	18	18
61	9_few	Few	wari	Wari'	tokwan	tokwan	t o k w a n	wari1268	-10.69948	-64.56152	Chapacuran	18	18
62	9_few	Few	more	Moré	pun as	pun as	p u n + a s	itor1239			Chapacuran	19	19
63	9_few	Few	tapakura	Tapakura	matia	matia	m a t i a	chap1269	-14.8	-62.2	Chapacuran	20	20
656	78_fight	Fight	orowin	Oro Win	tamanaʔ	tamanaʔ	t a m a n a ʔ	orow1243	-10.737	-64.0299	Chapacuran	169	169
657	78_fight	Fight	wari	Wari'	manaʔ	manaʔ	m a n a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	169	169
658	78_fight	Fight	wari	Wari'	mitʃitaʔ	mitʃitaʔ	m i tʃ i t a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	170	170
659	78_fight	Fight	more	Moré	arami je	arami je	a r a m i + j e	itor1239			Chapacuran	171	171
660	78_fight	Fight	wanyam	Wanyam	aʃeremi	aʃeremi	a ʃ e r e m i	wany1246	-12.1	-63.1	Chapacuran	171	171
661	78_fight	Fight	jaru	Jarú	eke	eke	e k e	yaru1257	-10.25	-62.0	Chapacuran	172	172
662	78_fight	Fight	more	Moré	jim	jim	j i m	itor1239			Chapacuran	173	173
430	52_fingernail	Fingernail	jaru	Jarú	pisikinisi	pisikinisi	p i s i k i n i s i	yaru1257	-10.25	-62.0	Chapacuran	122	122
431	52_fingernail	Fingernail	orowin	Oro Win	sykynesi	sykynesi	s y k y n e s i	orow1243	-10.737	-64.0299	Chapacuran	122	122
432	52_fingernail	Fingernail	tora	Torá	pesoro	pesoro	p e s o r o	tora1263	-6.19532	-61.7416	Chapacuran	122	122
433	52_fingernail	Fingernail	wanyam	Wanyam	pikinaʃiʔ	pikinaʃiʔ	p i k i n a ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	122	122
434	52_fingernail	Fingernail	wari	Wari'	tʃikinatʃiʔ	tʃikinatʃiʔ	tʃ i k i n a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	122	122
435	52_fingernail	Fingernail	cojubim	Cojubim	tupi	tupi	t u p i	kuyu1236	-11.75	-64.0	Chapacuran	123	123
436	52_fingernail	Fingernail	more	Moré	tupi	tupi	t u p i	itor1239			Chapacuran	123	123
437	52_fingernail	Fingernail	tapakura	Tapakura	naimitʃi	naimitʃi	n a i m i tʃ i	chap1269	-14.8	-62.2	Chapacuran	124	124
915	110_fire	Fire	cojubim	Cojubim	itʃe	itʃe	i tʃ e	kuyu1236	-11.75	-64.0	Chapacuran	249	249
916	110_fire	Fire	jaru	Jarú	ise	ise	i s e	yaru1257	-10.25	-62.0	Chapacuran	249	249
917	110_fire	Fire	kitemoka	Kitemoka	ise	ise	i s e	kite1237	-16.0	-62.75	Chapacuran	249	249
918	110_fire	Fire	more	Moré	itʃe	itʃe	i tʃ e	itor1239			Chapacuran	249	249
919	110_fire	Fire	orowin	Oro Win	ise	ise	i s e	orow1243	-10.737	-64.0299	Chapacuran	249	249
920	110_fire	Fire	tapakura	Tapakura	ise	ise	i s e	chap1269	-14.8	-62.2	Chapacuran	249	249
921	110_fire	Fire	tora	Torá	iʃeʔ	iʃeʔ	i ʃ e ʔ	tora1263	-6.19532	-61.7416	Chapacuran	249	249
922	110_fire	Fire	urupa	Urupá	ise	ise	i s e	urup1245	-10.25	-62.75	Chapacuran	249	249
923	110_fire	Fire	wanyam	Wanyam	iʃeʔ	iʃeʔ	i ʃ e ʔ	wany1246	-12.1	-63.1	Chapacuran	249	249
924	110_fire	Fire	wari	Wari'	tʃe	tʃe	tʃ e	wari1268	-10.69948	-64.56152	Chapacuran	249	249
165	21_fish	Fish	jaru	Jarú	ihamʔ	ihamʔ	i h a m ʔ	yaru1257	-10.25	-62.0	Chapacuran	55	55
166	21_fish	Fish	kitemoka	Kitemoka	iham	iham	i h a m	kite1237	-16.0	-62.75	Chapacuran	55	55
167	21_fish	Fish	orowin	Oro Win	ifam	ifam	i f a m	orow1243	-10.737	-64.0299	Chapacuran	55	55
168	21_fish	Fish	tapakura	Tapakura	ihuam	ihuam	i h u a m	chap1269	-14.8	-62.2	Chapacuran	55	55
169	21_fish	Fish	tora	Torá	hoam	hoam	h o a m	tora1263	-6.19532	-61.7416	Chapacuran	55	55
170	21_fish	Fish	urupa	Urupá	iham	iham	i h a m	urup1245	-10.25	-62.75	Chapacuran	55	55
171	21_fish	Fish	wanyam	Wanyam	iham	iham	i h a m	wany1246	-12.1	-63.1	Chapacuran	55	55
172	21_fish	Fish	wari	Wari'	hwam	hwam	h w a m	wari1268	-10.69948	-64.56152	Chapacuran	55	55
259	33_flower	Flower	cojubim	Cojubim	piwan	piwan	p i w a n	kuyu1236	-11.75	-64.0	Chapacuran	84	84
260	33_flower	Flower	jaru	Jarú	piwan	piwan	p i w a n	yaru1257	-10.25	-62.0	Chapacuran	84	84
261	33_flower	Flower	more	Moré	piwan	piwan	p i w a n	itor1239			Chapacuran	84	84
262	33_flower	Flower	orowin	Oro Win	piwan	piwan	p i w a n	orow1243	-10.737	-64.0299	Chapacuran	84	84
263	33_flower	Flower	tora	Torá	piwaj	piwaj	p i w a j	tora1263	-6.19532	-61.7416	Chapacuran	84	84
264	33_flower	Flower	wari	Wari'	piwaɲ	piwaɲ	p i w a ɲ	wari1268	-10.69948	-64.56152	Chapacuran	84	84
265	33_flower	Flower	kitemoka	Kitemoka	tohot ɲe	tohot ɲe	t o h o t + ɲ e	kite1237	-16.0	-62.75	Chapacuran	85	85
266	33_flower	Flower	tapakura	Tapakura	tahune	tahune	t a h u n e	chap1269	-14.8	-62.2	Chapacuran	85	85
705	84_fly	Fly	orowin	Oro Win	taki	taki	t a k i	orow1243	-10.737	-64.0299	Chapacuran	189	189
706	84_fly	Fly	wanyam	Wanyam	taki	taki	t a k i	wany1246	-12.1	-63.1	Chapacuran	189	189
707	84_fly	Fly	wari	Wari'	takiʔ	takiʔ	t a k i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	189	189
708	84_fly	Fly	orowin	Oro Win	ijam	ijam	i j a m	orow1243	-10.737	-64.0299	Chapacuran	190	190
709	84_fly	Fly	cojubim	Cojubim	ze	ze	z e	kuyu1236	-11.75	-64.0	Chapacuran	191	191
710	84_fly	Fly	more	Moré	ʒ̟e	ʒ̟e	ʒ̟ e	itor1239			Chapacuran	191	191
438	53_foot	Foot	jaru	Jarú	katimasi	katimasi	k a t i m a s i	yaru1257	-10.25	-62.0	Chapacuran	125	125
439	53_foot	Foot	kitemoka	Kitemoka	kaimatʃe	kaimatʃe	k a i m a tʃ e	kite1237	-16.0	-62.75	Chapacuran	125	125
440	53_foot	Foot	tapakura	Tapakura	kaimatʃi	kaimatʃi	k a i m a tʃ i	chap1269	-14.8	-62.2	Chapacuran	125	125
441	53_foot	Foot	tora	Torá	kazima	kazima	k a z i m a	tora1263	-6.19532	-61.7416	Chapacuran	125	125
442	53_foot	Foot	urupa	Urupá	katimasi	katimasi	k a t i m a s i	urup1245	-10.25	-62.75	Chapacuran	125	125
443	53_foot	Foot	wanyam	Wanyam	katimaʃiʔ	katimaʃiʔ	k a t i m a ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	125	125
444	53_foot	Foot	wari	Wari'	katʃimatʃiʔ	katʃimatʃiʔ	k a tʃ i m a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	125	125
445	53_foot	Foot	orowin	Oro Win	pasomasi	pasomasi	p a s o m a s i	orow1243	-10.737	-64.0299	Chapacuran	126	126
446	53_foot	Foot	wari	Wari'	pitʃijatʃiʔ	pitʃijatʃiʔ	p i tʃ i j a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	126	126
447	53_foot	Foot	cojubim	Cojubim	tʃinak	tʃinak	tʃ i n a k	kuyu1236	-11.75	-64.0	Chapacuran	127	127
448	53_foot	Foot	more	Moré	tʃinak	tʃinak	tʃ i n a k	itor1239			Chapacuran	127	127
449	53_foot	Foot	tapakura	Tapakura	tʃikitʃi	tʃikitʃi	tʃ i k i tʃ i	chap1269	-14.8	-62.2	Chapacuran	127	127
450	53_foot	Foot	tora	Torá	ʃikiniʃi	ʃikiniʃi	ʃ i k i n i ʃ i	tora1263	-6.19532	-61.7416	Chapacuran	127	127
224	28_forest	Forest	kitemoka	Kitemoka	omi	omi	o m i	kite1237	-16.0	-62.75	Chapacuran	71	71
225	28_forest	Forest	more	Moré	umi	umi	u m i	itor1239			Chapacuran	71	71
226	28_forest	Forest	orowin	Oro Win	omi	omi	o m i	orow1243	-10.737	-64.0299	Chapacuran	71	71
227	28_forest	Forest	tora	Torá	umi	umi	u m i	tora1263	-6.19532	-61.7416	Chapacuran	71	71
228	28_forest	Forest	wanyam	Wanyam	omi	omi	o m i	wany1246	-12.1	-63.1	Chapacuran	71	71
229	28_forest	Forest	wari	Wari'	mi	mi	m i	wari1268	-10.69948	-64.56152	Chapacuran	71	71
230	28_forest	Forest	jaru	Jarú	horoam	horoam	h o r o a m	yaru1257	-10.25	-62.0	Chapacuran	72	72
231	28_forest	Forest	tapakura	Tapakura	witip	witip	w i t i p	chap1269	-14.8	-62.2	Chapacuran	73	73
241	30_fruit	Fruit	cojubim	Cojubim	upeji pana	upeji pana	u p e j i + p a n a	kuyu1236	-11.75	-64.0	Chapacuran	75	75
242	30_fruit	Fruit	jaru	Jarú	opiã pana	opiã pana	o p i ã + p a n a	yaru1257	-10.25	-62.0	Chapacuran	75	75
243	30_fruit	Fruit	more	Moré	upeje pana	upeje pana	u p e j e + p a n a	itor1239			Chapacuran	75	75
244	30_fruit	Fruit	orowin	Oro Win	ipijam	ipijam	i p i j a m	orow1243	-10.737	-64.0299	Chapacuran	75	75
245	30_fruit	Fruit	wanyam	Wanyam	ipijam	ipijam	i p i j a m	wany1246	-12.1	-63.1	Chapacuran	75	75
246	30_fruit	Fruit	wari	Wari'	memem	memem	m e m e m	wari1268	-10.69948	-64.56152	Chapacuran	76	76
247	30_fruit	Fruit	tapakura	Tapakura	maritia	maritia	m a r i t i a	chap1269	-14.8	-62.2	Chapacuran	77	77
248	30_fruit	Fruit	kitemoka	Kitemoka	pekoɲoɲi	pekoɲoɲi	p e k o ɲ o ɲ i	kite1237	-16.0	-62.75	Chapacuran	78	78
760	91_give	Give	cojubim	Cojubim	miʔ	miʔ	m i ʔ	kuyu1236	-11.75	-64.0	Chapacuran	207	207
761	91_give	Give	kitemoka	Kitemoka	me	me	m e	kite1237	-16.0	-62.75	Chapacuran	207	207
762	91_give	Give	more	Moré	mi	mi	m i	itor1239			Chapacuran	207	207
763	91_give	Give	orowin	Oro Win	miʔ	miʔ	m i ʔ	orow1243	-10.737	-64.0299	Chapacuran	207	207
764	91_give	Give	tapakura	Tapakura	mi	mi	m i	chap1269	-14.8	-62.2	Chapacuran	207	207
765	91_give	Give	tora	Torá	miʔ	miʔ	m i ʔ	tora1263	-6.19532	-61.7416	Chapacuran	207	207
766	91_give	Give	wanyam	Wanyam	min	min	m i n	wany1246	-12.1	-63.1	Chapacuran	207	207
767	91_give	Give	wari	Wari'	miʔ	miʔ	m i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	207	207
1015	123_good	Good	orowin	Oro Win	awi	awi	a w i	orow1243	-10.737	-64.0299	Chapacuran	279	279
1016	123_good	Good	wari	Wari'	awiʔ	awiʔ	a w i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	279	279
1017	123_good	Good	jaru	Jarú	asap	asap	a s a p	yaru1257	-10.25	-62.0	Chapacuran	280	280
1018	123_good	Good	kitemoka	Kitemoka	navisaja	navisaja	n a v i s a j a	kite1237	-16.0	-62.75	Chapacuran	280	280
1019	123_good	Good	orowin	Oro Win	isap	isap	i s a p	orow1243	-10.737	-64.0299	Chapacuran	280	280
1020	123_good	Good	tapakura	Tapakura	nawasa	nawasa	n a w a s a	chap1269	-14.8	-62.2	Chapacuran	280	280
1021	123_good	Good	urupa	Urupá	wasab	wasab	w a s a b	urup1245	-10.25	-62.75	Chapacuran	280	280
1022	123_good	Good	cojubim	Cojubim	namiʔ	namiʔ	n a m i ʔ	kuyu1236	-11.75	-64.0	Chapacuran	281	281
1023	123_good	Good	wanyam	Wanyam	ija	ija	i j a	wany1246	-12.1	-63.1	Chapacuran	281	281
1024	123_good	Good	tora	Torá	itera	itera	i t e r a	tora1263	-6.19532	-61.7416	Chapacuran	282	282
1025	123_good	Good	more	Moré	piriman	piriman	p i r i m a n	itor1239			Chapacuran	283	283
267	34_grass	Grass	wari	Wari'	tononoɲ	tononoɲ	t o n o n o ɲ	wari1268	-10.69948	-64.56152	Chapacuran	86	86
268	34_grass	Grass	jaru	Jarú	iwip	iwip	i w i p	yaru1257	-10.25	-62.0	Chapacuran	87	87
269	34_grass	Grass	wanyam	Wanyam	iwijip	iwijip	i w i j i p	wany1246	-12.1	-63.1	Chapacuran	87	87
270	34_grass	Grass	orowin	Oro Win	kawawaʔ	kawawaʔ	k a w a w a ʔ	orow1243	-10.737	-64.0299	Chapacuran	88	88
271	34_grass	Grass	kitemoka	Kitemoka	wiwiti	wiwiti	w i w i t i	kite1237	-16.0	-62.75	Chapacuran	89	89
272	34_grass	Grass	tapakura	Tapakura	wiʃiti morutam	wiʃiti morutam	w i ʃ i t i + m o r u t a m	chap1269	-14.8	-62.2	Chapacuran	89	89
273	34_grass	Grass	more	Moré	towan	towan	t o w a n	itor1239			Chapacuran	90	90
503	59_guts	Guts	cojubim	Cojubim	kirimonʔ	kirimonʔ	k i r i m o n ʔ	kuyu1236	-11.75	-64.0	Chapacuran	139	139
504	59_guts	Guts	jaru	Jarú	menesi	menesi	m e n e s i	yaru1257	-10.25	-62.0	Chapacuran	139	139
505	59_guts	Guts	kitemoka	Kitemoka	waememitʃe	waememitʃe	w a e m e m i tʃ e	kite1237	-16.0	-62.75	Chapacuran	139	139
506	59_guts	Guts	more	Moré	mukuri mon	mukuri mon	m u k u r i + m o n	itor1239			Chapacuran	139	139
507	59_guts	Guts	orowin	Oro Win	monosi	monosi	m o n o s i	orow1243	-10.737	-64.0299	Chapacuran	139	139
508	59_guts	Guts	tapakura	Tapakura	amunitʃi	amunitʃi	a m u n i tʃ i	chap1269	-14.8	-62.2	Chapacuran	139	139
509	59_guts	Guts	wari	Wari'	monotʃiʔ	monotʃiʔ	m o n o tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	139	139
510	59_guts	Guts	wanyam	Wanyam	karapap wajiʃiʔ	karapap wajiʃiʔ	k a r a p a p + w a j i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	140	140
511	59_guts	Guts	kitemoka	Kitemoka	anteretʃe	anteretʃe	a n t e r e tʃ e	kite1237	-16.0	-62.75	Chapacuran	141	141
349	44_hair	Hair	cojubim	Cojubim	tuna	tuna	t u n a	kuyu1236	-11.75	-64.0	Chapacuran	106	106
350	44_hair	Hair	jaru	Jarú	tinji	tinji	t i n j i	yaru1257	-10.25	-62.0	Chapacuran	106	106
351	44_hair	Hair	kitemoka	Kitemoka	tʃumitʃe	tʃumitʃe	tʃ u m i tʃ e	kite1237	-16.0	-62.75	Chapacuran	106	106
352	44_hair	Hair	more	Moré	tuneɲ	tuneɲ	t u n e ɲ	itor1239			Chapacuran	106	106
353	44_hair	Hair	orowin	Oro Win	tynesi	tynesi	t y n e s i	orow1243	-10.737	-64.0299	Chapacuran	106	106
354	44_hair	Hair	tapakura	Tapakura	tʃumitʃi	tʃumitʃi	tʃ u m i tʃ i	chap1269	-14.8	-62.2	Chapacuran	106	106
355	44_hair	Hair	tora	Torá	tuni	tuni	t u n i	tora1263	-6.19532	-61.7416	Chapacuran	106	106
356	44_hair	Hair	wanyam	Wanyam	tiniʃiʔ	tiniʃiʔ	t i n i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	106	106
357	44_hair	Hair	wari	Wari'	tenenetʃiʔ	tenenetʃiʔ	t e n e n e tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	106	106
358	44_hair	Hair	jaru	Jarú	juhenesi	juhenesi	j u h e n e s i	yaru1257	-10.25	-62.0	Chapacuran	107	107
359	44_hair	Hair	urupa	Urupá	yvenesi	yvenesi	y v e n e s i	urup1245	-10.25	-62.75	Chapacuran	107	107
360	44_hair	Hair	jaru	Jarú	jupisi	jupisi	j u p i s i	yaru1257	-10.25	-62.0	Chapacuran	108	108
470	56_hand	Hand	kitemoka	Kitemoka	umajo	umajo	u m a j o	kite1237	-16.0	-62.75	Chapacuran	132	132
471	56_hand	Hand	more	Moré	um	um	u m	itor1239			Chapacuran	132	132
472	56_hand	Hand	tapakura	Tapakura	umitʃi	umitʃi	u m i tʃ i	chap1269	-14.8	-62.2	Chapacuran	132	132
473	56_hand	Hand	tora	Torá	umu	umu	u m u	tora1263	-6.19532	-61.7416	Chapacuran	132	132
474	56_hand	Hand	wari	Wari'	mitʃiʔ	mitʃiʔ	m i tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	132	132
475	56_hand	Hand	cojubim	Cojubim	tipan	tipan	t i p a n	kuyu1236	-11.75	-64.0	Chapacuran	133	133
476	56_hand	Hand	jaru	Jarú	tiprasi	tiprasi	t i p r a s i	yaru1257	-10.25	-62.0	Chapacuran	133	133
477	56_hand	Hand	kitemoka	Kitemoka	tʃeparaju	tʃeparaju	tʃ e p a r a j u	kite1237	-16.0	-62.75	Chapacuran	133	133
478	56_hand	Hand	more	Moré	tipan	tipan	t i p a n	itor1239			Chapacuran	133	133
479	56_hand	Hand	orowin	Oro Win	tiprasi	tiprasi	t i p r a s i	orow1243	-10.737	-64.0299	Chapacuran	133	133
480	56_hand	Hand	tapakura	Tapakura	itʃoparatʃi	itʃoparatʃi	i tʃ o p a r a tʃ i	chap1269	-14.8	-62.2	Chapacuran	133	133
481	56_hand	Hand	tora	Torá	tipara	tipara	t i p a r a	tora1263	-6.19532	-61.7416	Chapacuran	133	133
482	56_hand	Hand	urupa	Urupá	tiprasi	tiprasi	t i p r a s i	urup1245	-10.25	-62.75	Chapacuran	133	133
483	56_hand	Hand	wanyam	Wanyam	tiparaʃiʔ	tiparaʃiʔ	t i p a r a ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	133	133
484	56_hand	Hand	wari	Wari'	taparatʃiʔ	taparatʃiʔ	t a p a r a tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	133	133
19	3_he	He	kitemoka	Kitemoka	ariko	ariko	a r i k o	kite1237	-16.0	-62.75	Chapacuran	3	3
20	3_he	He	more	Moré	korari	korari	k o r a r i	itor1239			Chapacuran	3	3
21	3_he	He	orowin	Oro Win	woriko	woriko	w o r i k o	orow1243	-10.737	-64.0299	Chapacuran	3	3
22	3_he	He	tapakura	Tapakura	arikahu	arikahu	a r i k a h u	chap1269	-14.8	-62.2	Chapacuran	3	3
23	3_he	He	tora	Torá	wariko	wariko	w a r i k o	tora1263	-6.19532	-61.7416	Chapacuran	3	3
24	3_he	He	urupa	Urupá	okain	okain	o k a i n	urup1245	-10.25	-62.75	Chapacuran	3	3
25	3_he	He	wanyam	Wanyam	arukwan	arukwan	a r u k w a n	wany1246	-12.1	-63.1	Chapacuran	3	3
26	3_he	He	wari	Wari'	wiriko	wiriko	w i r i k o	wari1268	-10.69948	-64.56152	Chapacuran	3	3
