COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
539-7							i l
610-7							p ɑ
350-7							p ɜ ŋ o
871-7							o ŋ ɑ
734-7							ɾ β̞ ɑ
431-7							kʰ i
1298-7							o l ʊ ʊ l
929-7							z̪ ɜ ŋ k i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɜ k
836-7							m i
1644-7							b u s̪ t̪ r̪ i ŋ
547-7							ɑ t̪ ɑ
1048-7							k ɜ k ɑ
1692-7							pʰ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							b u
661-7							b o ŋ o
413-7							d̪ ɜ q
996-7							ɜ n̪
1012-7							ʈ ɑ o b ɑ ɾ
181-7							pʰ i r̪ ɑ o
1660-7							g u n̪ d ʈ
1440-7							d̪ i r̪ i ŋ
1652-7							l o
1037-7							s̪ ȵ i ŋ m
677-7							p ɜ k m o
1561-7							ɕ t̪ʰ ɛ p ȵ
447-7							s̪ k ɜ m b o
828-7							ɾ i ŋ m o
1247-7							ĩ ɜ t̪
391-7							dð ɑ k m m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɑ q r̪ i ŋ
253-7							ĩ o g o
1282-7							p u u p ʈ
812-7							j ɑ ŋ m o
245-7							t̪ʰ u ɾ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ p o
1065-7							ĩ i k
1504-7							ȵ i s̪
1432-7							s̪ u m
634-7							ʊ ɜ̃ i
1255-7							ʈ r̪ u z̪
488-7							ɛ gʲ l t̪
1004-7							ɾ ɾ u
506-7							ĩ u s̪ ĩ i k
1488-7							ĩ o ŋ ɑ s̪
1496-7							ȵ i ɕ u
1073-7							ʊ gʲ ɑ
1617-7							s̪ u
1569-7							ĩ i
1593-7							g ɑ ɾ
1585-7							n̪ ɑ m
759-7							p ɑ m
1415-7							d̪ ʈ
1215-7							p o q s̪ ɑ k o q s̪
422-7							l o k s̪ o
310-7							ɜ q p o
189-7							g ɑ̃ ŋ m ɑ
25-7							z̪ u s̪
9-7							t̪ o k s̪
57-7							t̪ʰ p s̪
17-7							s̪ k o m s̪
