ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	PARTIAL_COGNACY	COGIDS
606	1669_cloudybeskyovercast	cloudy, be (sky) / overcast	AchangLongchuan	Achang	mau³¹ tʂau³⁵	mau³¹+tʂau³⁵	m au ³¹ + ʈʂ au ³⁵				Sino-Tibetan	464 2834	464 2834
607	1669_cloudybeskyovercast	cloudy, be (sky) / overcast	Atsi	Atsi	mau²¹ tsau⁵⁵	mau²¹+tsau⁵⁵	m au ²¹ + ts au ⁵⁵				Sino-Tibetan	464 2835	464 2835
608	1669_cloudybeskyovercast	cloudy, be (sky) / overcast	Bola	Bola	mau³¹ tap⁵⁵	mau³¹+tap⁵⁵	m au ³¹ + t a p ⁵⁵				Sino-Tibetan	464 2836	464 2836
609	1669_cloudybeskyovercast	cloudy, be (sky) / overcast	Lashi	Lashi	mou³³ tsaːu⁵⁵	mou³³+tsaːu⁵⁵	m ou ³³ + ts aːu ⁵⁵				Sino-Tibetan	464 2837	464 2837
610	1669_cloudybeskyovercast	cloudy, be (sky) / overcast	Maru	Maru	muk⁵⁵ tap³¹	muk⁵⁵+tap³¹	m u k ⁵⁵ + t a p ³¹				Sino-Tibetan	464 2838	464 2838
611	1669_cloudybeskyovercast	cloudy, be (sky) / overcast	Xiandao	Xiandao	mau³¹ tau³¹	mau³¹+tau³¹	m au ³¹ + t au ³¹				Sino-Tibetan	464 2839	464 2839
612	58_coal	coal	Rangoon	Rangoon Burmese	tɕɑuʔ⁴ mi⁵⁵ tθwe⁵⁵	tɕɑuʔ⁴+mi⁵⁵+tθwe⁵⁵	tɕ ɑu ʔ ⁴ + m i ⁵⁵ + t θ w e ⁵⁵				Sino-Tibetan	2691 386 2692	2691 386 2692
613	58_coal	coal	AchangLongchuan	Achang	mei³¹	mei³¹	m ei ³¹				Sino-Tibetan	386	386
614	58_coal	coal	Atsi	Atsi	a²¹ jo²¹ mji²¹ xə²¹	a²¹+jo²¹+mji²¹+xə²¹	a ²¹ + j o ²¹ + m j i ²¹ + x ə ²¹				Sino-Tibetan	2693 2694 1369 2695	2693 2694 1369 2695
615	58_coal	coal	Bola	Bola	mɛʔ³¹	mɛʔ³¹	m ɛ ʔ ³¹				Sino-Tibetan	386	386
616	58_coal	coal	Maru	Maru	mɛʔ³¹	mɛʔ³¹	m ɛ ʔ ³¹				Sino-Tibetan	386	386
617	294_cock	cock	Rangoon	Rangoon Burmese	tɕɛʔ⁴ phɑ⁵³	tɕɛʔ⁴+phɑ⁵³	tɕ ɛ ʔ ⁴ + pʰ ɑ ⁵³				Sino-Tibetan	3040 501	3040 501
618	294_cock	cock	AchangLongchuan	Achang	kʐuaʔ⁵⁵ lɔ³¹	kʐwaʔ⁵⁵+lɔ³¹	k ʐ w a ʔ ⁵⁵ + l ɔ ³¹				Sino-Tibetan	3041 331	3041 331
619	294_cock	cock	Atsi	Atsi	voʔ²¹ pho⁵⁵	voʔ²¹+pho⁵⁵	v o ʔ ²¹ + pʰ o ⁵⁵				Sino-Tibetan	3042 501	3042 501
620	294_cock	cock	Bola	Bola	ɣaʔ³¹ pha³⁵	ɣaʔ³¹+pha³⁵	ɣ a ʔ ³¹ + pʰ a ³⁵				Sino-Tibetan	3043 500	3043 500
621	294_cock	cock	Lashi	Lashi	kjoʔ³¹ pho⁵³	kjoʔ³¹+pho⁵³	k j o ʔ ³¹ + pʰ o ⁵³				Sino-Tibetan	3044 501	3044 501
622	294_cock	cock	Maru	Maru	ɣɔʔ³¹ phɔ⁵⁵	ɣɔʔ³¹+phɔ⁵⁵	ɣ ɔ ʔ ³¹ + pʰ ɔ ⁵⁵				Sino-Tibetan	3045 500	3045 500
623	294_cock	cock	Xiandao	Xiandao	kʐɔʔ⁵⁵ phɔ³¹	kʐɔʔ⁵⁵+phɔ³¹	k ʐ ɔ ʔ ⁵⁵ + pʰ ɔ ³¹				Sino-Tibetan	3046 1458	3046 1458
624	468_collar	collar	Rangoon	Rangoon Burmese	kɔ²² lɑ²²	kɔ²²+lɑ²²	k ɔ ²² + l ɑ ²²				Sino-Tibetan	2633 1348	2633 1348
625	468_collar	collar	Atsi	Atsi	pu²¹ lin⁵¹ tsiŋ²¹	pu²¹+lin⁵¹+tsiŋ²¹	p u ²¹ + l i n ⁵¹ + ts i ŋ ²¹				Sino-Tibetan	2634 1349 2635	2634 1349 2635
626	468_collar	collar	Bola	Bola	pŭ³¹ laŋ⁵⁵ taŋ³¹	pŭ³¹+laŋ⁵⁵+taŋ³¹	p ŭ ³¹ + l a ŋ ⁵⁵ + t a ŋ ³¹				Sino-Tibetan	2636 1350 2637	2636 1350 2637
627	468_collar	collar	Lashi	Lashi	pji³³ ləŋ³¹	pji³³+ləŋ³¹	p j i ³³ + l ə ŋ ³¹				Sino-Tibetan	2638 1351	2638 1351
628	468_collar	collar	Maru	Maru	pau³⁵ laŋ³¹	pau³⁵+laŋ³¹	p au ³⁵ + l a ŋ ³¹				Sino-Tibetan	2639 1352	2639 1352
629	468_collar	collar	AchangLongchuan	Achang	tse³¹ xɔ³¹ sə³¹	tse³¹+xɔ³¹+sə³¹	ts e ³¹ + x ɔ ³¹ + s ə ³¹				Sino-Tibetan	3456 1608 3457	3456 1608 3457
630	468_collar	collar	Xiandao	Xiandao	tsi³¹ xʐoʔ⁵⁵	tsi³¹+xʐoʔ⁵⁵	ts i ³¹ + x ʐ o ʔ ⁵⁵				Sino-Tibetan	3458 1609	3458 1609
631	1634_comb	comb	Atsi	Atsi	kjo̱ʔ⁵⁵	kjo̱ʔ⁵⁵	k j o̱ ʔ ⁵⁵				Sino-Tibetan	192	192
632	1634_comb	comb	Bola	Bola	kja̱ʔ⁵⁵	kja̱ʔ⁵⁵	k j a̱ ʔ ⁵⁵				Sino-Tibetan	192	192
633	1634_comb	comb	Lashi	Lashi	wo̱⁵⁵ kjɔ̱ʔ⁵⁵	wo̱⁵⁵+kjɔ̱ʔ⁵⁵	w o̱ ⁵⁵ + k j ɔ̱ ʔ ⁵⁵				Sino-Tibetan	3471 192	3471 192
634	1634_comb	comb	Lashi	Lashi	kjɔ̱ːʔ⁵⁵	kjɔ̱ːʔ⁵⁵	k j ɔ̱ː ʔ ⁵⁵				Sino-Tibetan	1618	1618
635	1634_comb	comb	Maru	Maru	kjɔ̱ʔ⁵⁵	kjɔ̱ʔ⁵⁵	k j ɔ̱ ʔ ⁵⁵				Sino-Tibetan	1619	1619
636	1634_comb	comb	Rangoon	Rangoon Burmese	bi⁵⁵	bi⁵⁵	b i ⁵⁵				Sino-Tibetan	864	864
637	1634_comb	comb	Rangoon	Rangoon Burmese	phji⁵⁵	phji⁵⁵	pʰ j i ⁵⁵				Sino-Tibetan	864	864
638	1634_comb	comb	AchangLongchuan	Achang	phʐa³¹	phʐa³¹	pʰ ʐ a ³¹				Sino-Tibetan	864	864
639	1634_comb	comb	Atsi	Atsi	pje̱²¹	pje̱²¹	p j e̱ ²¹				Sino-Tibetan	864	864
640	1634_comb	comb	Bola	Bola	pjɛ̱³⁵	pjɛ̱³⁵	p j ɛ̱ ³⁵				Sino-Tibetan	866	866
641	1634_comb	comb	Maru	Maru	pjɛ̱³⁵	pjɛ̱³⁵	p j ɛ̱ ³⁵				Sino-Tibetan	864	864
642	1634_comb	comb	Xiandao	Xiandao	phɛ³¹	phɛ³¹	pʰ ɛ ³¹				Sino-Tibetan	864	864
643	1634_comb	comb	ProtoBurmish	ProtoBurmish	*ʔkjak	ˀkjak⁴	ˀk j a k ⁴				Sino-Tibetan	192	192
644	1634_comb	comb	ProtoBurmish	ProtoBurmish	*ʔprɛH	ˀprɛ²	ˀp r ɛ ²				Sino-Tibetan	864	864
645	1634_comb	comb	ProtoBurmish	ProtoBurmish	*ʔpjɛX	ˀpjɛ³	ˀp j ɛ ³				Sino-Tibetan	866	866
646	1599_comelooseshoelace	come loose (shoelace)	AchangLongchuan	Achang	pək⁵⁵	pək⁵⁵	p ə k ⁵⁵				Sino-Tibetan	29	29
647	1599_comelooseshoelace	come loose (shoelace)	Atsi	Atsi	pɤk²¹	pɤk²¹	p ɤ k ²¹				Sino-Tibetan	985	985
648	1599_comelooseshoelace	come loose (shoelace)	Bola	Bola	pəi⁵⁵	pəi⁵⁵	p əi ⁵⁵				Sino-Tibetan	986	986
649	1599_comelooseshoelace	come loose (shoelace)	Lashi	Lashi	pɔːi³¹	pɔːi³¹	p ɔːi ³¹				Sino-Tibetan	987	987
650	1599_comelooseshoelace	come loose (shoelace)	Maru	Maru	pak³¹	pak³¹	p a k ³¹				Sino-Tibetan	988	988
651	1599_comelooseshoelace	come loose (shoelace)	Xiandao	Xiandao	pi⁵⁵	pi⁵⁵	p i ⁵⁵				Sino-Tibetan	29	29
652	1154_compare	compare	Bola	Bola	thaʔ⁵⁵	thaʔ⁵⁵	tʰ a ʔ ⁵⁵				Sino-Tibetan	1507	1507
653	1154_compare	compare	Maru	Maru	thɔʔ⁵⁵	thɔʔ⁵⁵	tʰ ɔ ʔ ⁵⁵				Sino-Tibetan	316	316
654	1329_conformcausetosatisfy	conform (cause to) / satisfy	Atsi	Atsi	lo̱ʔ⁵⁵ tʃo²¹	lo̱ʔ⁵⁵+tʃo²¹	l o̱ ʔ ⁵⁵ + tʃ o ²¹				Sino-Tibetan	822 3548	822 3548
655	1329_conformcausetosatisfy	conform (cause to) / satisfy	Bola	Bola	la̱ʔ⁵⁵ tʃɔ³¹	la̱ʔ⁵⁵+tʃɔ³¹	l a̱ ʔ ⁵⁵ + tʃ ɔ ³¹				Sino-Tibetan	822 3549	822 3549
656	1608_consultdiscuss	consult / discuss	Atsi	Atsi	phje⁵⁵	phje⁵⁵	pʰ j e ⁵⁵				Sino-Tibetan	514	514
657	1608_consultdiscuss	consult / discuss	Bola	Bola	phjɛ³⁵	phjɛ³⁵	pʰ j ɛ ³⁵				Sino-Tibetan	514	514
658	1608_consultdiscuss	consult / discuss	Lashi	Lashi	phjɛː⁵³	phjɛː⁵³	pʰ j ɛː ⁵³				Sino-Tibetan	514	514
659	1608_consultdiscuss	consult / discuss	Maru	Maru	phjɛ⁵⁵	phjɛ⁵⁵	pʰ j ɛ ⁵⁵				Sino-Tibetan	514	514
660	1608_consultdiscuss	consult / discuss	ProtoBurmish	ProtoBurmish	*pjɛX	pjɛ³	p j ɛ ³				Sino-Tibetan	514	514
661	571_containerformeasuringgrain1decaliter	container for measuring grain (=1 decaliter)	Bola	Bola	puŋ³¹	puŋ³¹	p u ŋ ³¹				Sino-Tibetan	57	57
662	571_containerformeasuringgrain1decaliter	container for measuring grain (=1 decaliter)	Lashi	Lashi	puŋ³¹	puŋ³¹	p u ŋ ³¹				Sino-Tibetan	57	57
663	1637_cookedbericedone	cooked, be (rice) / done	Rangoon	Rangoon Burmese	tɕɛʔ⁴	tɕɛʔ⁴	tɕ ɛ ʔ ⁴				Sino-Tibetan	684	684
664	1637_cookedbericedone	cooked, be (rice) / done	AchangLongchuan	Achang	tʂuaʔ⁵⁵	tʂwaʔ⁵⁵	ʈʂ w a ʔ ⁵⁵				Sino-Tibetan	126	126
665	1637_cookedbericedone	cooked, be (rice) / done	Atsi	Atsi	ŋjoʔ²¹	ŋjoʔ²¹	ŋ j o ʔ ²¹				Sino-Tibetan	684	684
666	1637_cookedbericedone	cooked, be (rice) / done	Bola	Bola	ŋjaʔ³¹	ŋjaʔ³¹	ŋ j a ʔ ³¹				Sino-Tibetan	684	684
667	1637_cookedbericedone	cooked, be (rice) / done	Lashi	Lashi	ŋjɔːʔ³¹	ŋjɔːʔ³¹	ŋ j ɔː ʔ ³¹				Sino-Tibetan	684	684
668	1637_cookedbericedone	cooked, be (rice) / done	Maru	Maru	ŋjɔʔ³¹	ŋjɔʔ³¹	ŋ j ɔ ʔ ³¹				Sino-Tibetan	684	684
669	1637_cookedbericedone	cooked, be (rice) / done	Xiandao	Xiandao	tʂɔʔ⁵⁵	tʂɔʔ⁵⁵	ʈʂ ɔ ʔ ⁵⁵				Sino-Tibetan	684	684
670	1637_cookedbericedone	cooked, be (rice) / done	ProtoBurmish	ProtoBurmish	*ŋjak	ŋjak⁴	ŋ j a k ⁴				Sino-Tibetan	684	684
671	162_corpse	corpse	AchangLongchuan	Achang	ʂɿ⁵⁵ mʐuaŋ⁵⁵	ʂɿ⁵⁵+mʐwaŋ⁵⁵	ʂ ɿ ⁵⁵ + m ʐ w a ŋ ⁵⁵				Sino-Tibetan	742 389	742 389
672	162_corpse	corpse	Atsi	Atsi	maŋ⁵¹	maŋ⁵¹	m a ŋ ⁵¹				Sino-Tibetan	388	388
673	162_corpse	corpse	Bola	Bola	mɔ̃⁵⁵	mɔ̃⁵⁵	m ɔ̃ ⁵⁵				Sino-Tibetan	388	388
674	162_corpse	corpse	Lashi	Lashi	maŋ³¹	maŋ³¹	m a ŋ ³¹				Sino-Tibetan	388	388
675	162_corpse	corpse	Maru	Maru	mɔ̃³¹	mɔ̃³¹	m ɔ̃ ³¹				Sino-Tibetan	388	388
676	162_corpse	corpse	Xiandao	Xiandao	tʂu⁵⁵ mɔŋ⁵⁵	tʂu⁵⁵+mɔŋ⁵⁵	ʈʂ u ⁵⁵ + m ɔ ŋ ⁵⁵				Sino-Tibetan	2696 1370	2696 1370
677	1477_cough	cough	OldBurmese	Old Burmese	khyo₂ṅḥ chuiwḥ	khjOṅḥ+chui̯ḥ	kʰ j o₂/ɔ ṅ/ŋ ḥ/⁵ + ch/tʃʰ ui̯ ḥ/⁵				Sino-Tibetan	808 615	808 615
678	1477_cough	cough	Rangoon	Rangoon Burmese	tɕhɑ̃u⁵⁵ sho⁵⁵	tɕhɑ̃u⁵⁵+sho⁵⁵	tɕʰ ɑ̃u ⁵⁵ + sʰ o ⁵⁵				Sino-Tibetan	804 618	804 618
679	1477_cough	cough	AchangLongchuan	Achang	khʐɔŋ³¹ tʂhau³¹	khʐɔŋ³¹+tʂhau³¹	kʰ ʐ ɔ ŋ ³¹ + ʈʂʰ au ³¹				Sino-Tibetan	616 804	616 804
680	1477_cough	cough	Atsi	Atsi	khjuŋ²¹ tsa̱u²¹	khjuŋ²¹+tsa̱u²¹	kʰ j u ŋ ²¹ + ts a̱u ²¹				Sino-Tibetan	804 618	804 618
681	1477_cough	cough	Bola	Bola	khjauŋ³⁵ ta̱u³¹ ta̱u³¹	khjauŋ³⁵+ta̱u³¹+ta̱u³¹	kʰ j au ŋ ³⁵ + t a̱u ³¹ + t a̱u ³¹				Sino-Tibetan	804 618 3226	804 618 3226
682	1477_cough	cough	Lashi	Lashi	khjuŋ⁵⁵ tsa̱ːu⁵⁵	khjuŋ⁵⁵+tsa̱ːu⁵⁵	kʰ j u ŋ ⁵⁵ + ts a̱ːu ⁵⁵				Sino-Tibetan	804 618	804 618
683	1477_cough	cough	Maru	Maru	khjauŋ³⁵ tsu̱k⁵⁵	khjauŋ³⁵+tsu̱k⁵⁵	kʰ j au ŋ ³⁵ + ts u̱ k ⁵⁵				Sino-Tibetan	803 615	803 615
684	1477_cough	cough	Xiandao	Xiandao	khʐoŋ³¹ tʂhau³¹	khʐoŋ³¹+tʂhau³¹	kʰ ʐ o ŋ ³¹ + ʈʂʰ au ³¹				Sino-Tibetan	804 618	804 618
685	1477_cough	cough	ProtoBurmish	ProtoBurmish	*ʔtsuH	ˀtsu²	ˀts u ²				Sino-Tibetan	615	615
686	1477_cough	cough	ProtoBurmish	ProtoBurmish	*tʃuH	tʃu²	tʃ u ²				Sino-Tibetan	618	618
687	1477_cough	cough	ProtoBurmish	ProtoBurmish	*kjuŋH	kjuŋ²	k j u ŋ ²				Sino-Tibetan	803	803
688	1477_cough	cough	ProtoBurmish	ProtoBurmish	*kruŋH	kruŋ²	k r u ŋ ²				Sino-Tibetan	804	804
689	1477_cough	cough	ProtoBurmish	ProtoBurmish	*ʔkjuŋH	ˀkjuŋ²	ˀk j u ŋ ²				Sino-Tibetan	808	808
690	1640_countnumbers	count (numbers)	Atsi	Atsi	ŋa̱p⁵⁵	ŋa̱p⁵⁵	ŋ a̱ p ⁵⁵				Sino-Tibetan	930	930
691	1640_countnumbers	count (numbers)	Bola	Bola	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	ŋ ɛ̱ ʔ ⁵⁵				Sino-Tibetan	930	930
692	1640_countnumbers	count (numbers)	Lashi	Lashi	ŋa̱ːp⁵⁵	ŋa̱ːp⁵⁵	ŋ a̱ː p ⁵⁵				Sino-Tibetan	930	930
693	1640_countnumbers	count (numbers)	Maru	Maru	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	ŋ ɛ̱ ʔ ⁵⁵				Sino-Tibetan	930	930
694	1710_coverthemouth	cover (the mouth)	Maru	Maru	tshuk⁵⁵	tshuk⁵⁵	tsʰ u k ⁵⁵				Sino-Tibetan	617	617
695	1794_coverhidefromview	cover / hide from view	Bola	Bola	ka⁵⁵	ka⁵⁵	k a ⁵⁵				Sino-Tibetan	1104	1104
696	1794_coverhidefromview	cover / hide from view	Lashi	Lashi	kɔː³¹	kɔː³¹	k ɔː ³¹				Sino-Tibetan	1105	1105
697	1794_coverhidefromview	cover / hide from view	Maru	Maru	kɔ³¹	kɔ³¹	k ɔ ³¹				Sino-Tibetan	137	137
698	1794_coverhidefromview	cover / hide from view	Xiandao	Xiandao	kɔŋ³¹	kɔŋ³¹	k ɔ ŋ ³¹				Sino-Tibetan	137	137
699	261_cow	cow	OldBurmese	Old Burmese	no₁ḥ maʔ	nUḥ+maʔ	n o₁/ʊ ḥ/⁵ + m a ʔ				Sino-Tibetan	2015 118	2015 118
700	261_cow	cow	Rangoon	Rangoon Burmese	nwɑ⁵⁵ mɑ⁵³	nwɑ⁵⁵+mɑ⁵³	n w ɑ ⁵⁵ + m ɑ ⁵³				Sino-Tibetan	2016 119	2016 119
701	261_cow	cow	AchangLongchuan	Achang	n̥o³¹ tseŋ³⁵	n̥o³¹+tseŋ³⁵	n̥ o ³¹ + ts e ŋ ³⁵				Sino-Tibetan	2017 119	2017 119
702	261_cow	cow	Atsi	Atsi	nŏ²¹ mji̱⁵⁵	nŏ²¹+mji̱⁵⁵	n ŏ ²¹ + m j i̱ ⁵⁵				Sino-Tibetan	2018 119	2018 119
703	261_cow	cow	Bola	Bola	nɔ̆³¹ taŋ⁵⁵	nɔ̆³¹+taŋ⁵⁵	n ɔ̆ ³¹ + t a ŋ ⁵⁵				Sino-Tibetan	2019 119	2019 119
704	261_cow	cow	Lashi	Lashi	nə̆³³ mji⁵³	nə̆³³+mji⁵³	n ə̆ ³³ + m j i ⁵³				Sino-Tibetan	2020 119	2020 119
705	261_cow	cow	Maru	Maru	nŭŋ³⁵ tsaŋ³¹	nŭŋ³⁵+tsaŋ³¹	n ŭ ŋ ³⁵ + ts a ŋ ³¹				Sino-Tibetan	2021 119	2021 119
706	261_cow	cow	Xiandao	Xiandao	no³¹ mɔ³¹	no³¹+mɔ³¹	n o ³¹ + m ɔ ³¹				Sino-Tibetan	2022 119	2022 119
707	261_cow	cow	ProtoBurmish	ProtoBurmish	*dziŋ	dziŋ¹	dz i ŋ ¹				Sino-Tibetan	119	119
708	979_crampednarrow	cramped / narrow	AchangLongchuan	Achang	n̥ap⁵⁵	n̥ap⁵⁵	n̥ a p ⁵⁵				Sino-Tibetan	835	835
709	979_crampednarrow	cramped / narrow	Rangoon	Rangoon Burmese	tɕĩ⁵⁵ tɕɑʔ⁴	tɕĩ⁵⁵+tɕɑʔ⁴	tɕ ĩ ⁵⁵ + tɕ ɑ ʔ ⁴				Sino-Tibetan	3700 895	3700 895
710	979_crampednarrow	cramped / narrow	Atsi	Atsi	tʃa̱p⁵⁵	tʃa̱p⁵⁵	tʃ a̱ p ⁵⁵				Sino-Tibetan	895	895
711	979_crampednarrow	cramped / narrow	Bola	Bola	tʃɛ̱ʔ⁵⁵	tʃɛ̱ʔ⁵⁵	tʃ ɛ̱ ʔ ⁵⁵				Sino-Tibetan	641	641
712	979_crampednarrow	cramped / narrow	Lashi	Lashi	tʃiːn⁵⁵ tʃa̱p⁵⁵	tʃiːn⁵⁵+tʃa̱p⁵⁵	tʃ iː n ⁵⁵ + tʃ a̱ p ⁵⁵				Sino-Tibetan	3701 895	3701 895
713	979_crampednarrow	cramped / narrow	Maru	Maru	tʃɛ̱ʔ⁵⁵	tʃɛ̱ʔ⁵⁵	tʃ ɛ̱ ʔ ⁵⁵				Sino-Tibetan	641	641
714	979_crampednarrow	cramped / narrow	ProtoBurmish	ProtoBurmish	*ʔtʃap	ˀtʃap⁴	ˀtʃ a p ⁴				Sino-Tibetan	641	641
715	979_crampednarrow	cramped / narrow	ProtoBurmish	ProtoBurmish	*ʔtʃat	ˀtʃat⁴	ˀtʃ a t ⁴				Sino-Tibetan	895	895
716	1537_crawlofinsects	crawl (of insects)	AchangLongchuan	Achang	so³¹	so³¹	s o ³¹				Sino-Tibetan	566	566
717	1537_crawlofinsects	crawl (of insects)	Xiandao	Xiandao	so³¹	so³¹	s o ³¹				Sino-Tibetan	565	565
718	1536_crawlofpeople	crawl (of people)	OldBurmese	Old Burmese	to₁ḥ	tUḥ	t o₁/ʊ ḥ/⁵				Sino-Tibetan	79	79
719	1536_crawlofpeople	crawl (of people)	Rangoon	Rangoon Burmese	twɑ⁵⁵ tθwɑ⁵⁵	twɑ⁵⁵+tθwɑ⁵⁵	t w ɑ ⁵⁵ + t θ w ɑ ⁵⁵				Sino-Tibetan	79 1891	79 1891
720	1536_crawlofpeople	crawl (of people)	AchangLongchuan	Achang	to³¹	to³¹	t o ³¹				Sino-Tibetan	79	79
721	1536_crawlofpeople	crawl (of people)	Atsi	Atsi	to²¹	to²¹	t o ²¹				Sino-Tibetan	79	79
722	1536_crawlofpeople	crawl (of people)	Bola	Bola	tɔ³¹	tɔ³¹	t ɔ ³¹				Sino-Tibetan	79	79
723	1536_crawlofpeople	crawl (of people)	Lashi	Lashi	tɔːʔ³¹	tɔːʔ³¹	t ɔː ʔ ³¹				Sino-Tibetan	79	79
724	1536_crawlofpeople	crawl (of people)	Maru	Maru	tu³⁵	tu³⁵	t u ³⁵				Sino-Tibetan	79	79
725	1536_crawlofpeople	crawl (of people)	Xiandao	Xiandao	to³¹	to³¹	t o ³¹				Sino-Tibetan	79	79
726	1536_crawlofpeople	crawl (of people)	ProtoBurmish	ProtoBurmish	*doH	do²	d o ²				Sino-Tibetan	79	79
727	339_crow	crow	Atsi	Atsi	ŋŏ̱ʔ⁵⁵ noʔ²¹	ŋŏ̱ʔ⁵⁵+noʔ²¹	ŋ ŏ̱ ʔ ⁵⁵ + n o ʔ ²¹				Sino-Tibetan	2902 1404	2902 1404
728	339_crow	crow	Bola	Bola	kə̆³¹ naʔ³¹	kə̆³¹+naʔ³¹	k ə̆ ³¹ + n a ʔ ³¹				Sino-Tibetan	2903 1405	2903 1405
729	339_crow	crow	Lashi	Lashi	ŋɔ̱̆ʔ⁵⁵ nɔʔ³¹	ŋɔ̱̆ʔ⁵⁵+nɔʔ³¹	ŋ ɔ̱̆ ʔ ⁵⁵ + n ɔ ʔ ³¹				Sino-Tibetan	2904 1406	2904 1406
730	339_crow	crow	Maru	Maru	kəʔ³¹ nɔʔ³¹	kəʔ³¹+nɔʔ³¹	k ə ʔ ³¹ + n ɔ ʔ ³¹				Sino-Tibetan	2905 1407	2905 1407
731	1427_crowofhens	crow (of hens)	Maru	Maru	mjaŋ³¹	mjaŋ³¹	m j a ŋ ³¹				Sino-Tibetan	459	459
732	1654_crushtopieces	crush to pieces	Bola	Bola	la̱ʔ⁵⁵ tʃɛʔ³¹	la̱ʔ⁵⁵+tʃɛʔ³¹	l a̱ ʔ ⁵⁵ + tʃ ɛ ʔ ³¹				Sino-Tibetan	822 3541	822 3541
733	1485_cry	cry	OldBurmese	Old Burmese	ṅuiw	ṅui̯	ṅ/ŋ ui̯				Sino-Tibetan	693	693
734	1485_cry	cry	Rangoon	Rangoon Burmese	ŋo²²	ŋo²²	ŋ o ²²				Sino-Tibetan	693	693
735	1485_cry	cry	AchangLongchuan	Achang	ŋau⁵⁵	ŋau⁵⁵	ŋ au ⁵⁵				Sino-Tibetan	693	693
736	1485_cry	cry	Atsi	Atsi	ŋau⁵¹	ŋau⁵¹	ŋ au ⁵¹				Sino-Tibetan	693	693
737	1485_cry	cry	Bola	Bola	ŋau⁵⁵	ŋau⁵⁵	ŋ au ⁵⁵				Sino-Tibetan	693	693
738	1485_cry	cry	Lashi	Lashi	ŋaːu³¹	ŋaːu³¹	ŋ aːu ³¹				Sino-Tibetan	693	693
739	1485_cry	cry	Maru	Maru	ŋuk³¹	ŋuk³¹	ŋ u k ³¹				Sino-Tibetan	693	693
740	1485_cry	cry	Xiandao	Xiandao	ŋau⁵⁵	ŋau⁵⁵	ŋ au ⁵⁵				Sino-Tibetan	693	693
741	1485_cry	cry	ProtoBurmish	ProtoBurmish	*ŋu	ŋu¹	ŋ u ¹				Sino-Tibetan	693	693
742	1521_crychirpofbirds	cry / chirp (of birds)	AchangLongchuan	Achang	mʐəŋ⁵⁵	mʐəŋ⁵⁵	m ʐ ə ŋ ⁵⁵				Sino-Tibetan	459	459
743	1521_crychirpofbirds	cry / chirp (of birds)	Atsi	Atsi	mjiŋ⁵¹	mjiŋ⁵¹	m j i ŋ ⁵¹				Sino-Tibetan	459	459
744	1521_crychirpofbirds	cry / chirp (of birds)	Bola	Bola	mjaŋ⁵⁵	mjaŋ⁵⁵	m j a ŋ ⁵⁵				Sino-Tibetan	460	460
745	1521_crychirpofbirds	cry / chirp (of birds)	Lashi	Lashi	mjəːŋ³¹	mjəːŋ³¹	m j əː ŋ ³¹				Sino-Tibetan	459	459
746	1521_crychirpofbirds	cry / chirp (of birds)	Maru	Maru	mjaŋ³¹	mjaŋ³¹	m j a ŋ ³¹				Sino-Tibetan	459	459
747	1521_crychirpofbirds	cry / chirp (of birds)	Xiandao	Xiandao	mɯŋ⁵⁵	mɯŋ⁵⁵	m ɯ ŋ ⁵⁵				Sino-Tibetan	459	459
748	429_cucumber	cucumber	Rangoon	Rangoon Burmese	tθɑ⁵³ khwɑ⁵⁵ tθi⁵⁵	tθɑ⁵³+khwɑ⁵⁵+tθi⁵⁵	t θ ɑ ⁵³ + kʰ w ɑ ⁵⁵ + t θ i ⁵⁵				Sino-Tibetan	2418 312 2419	2418 312 2419
749	429_cucumber	cucumber	AchangLongchuan	Achang	tiaŋ³¹ xo³¹	tiaŋ³¹+xo³¹	t ia ŋ ³¹ + x o ³¹				Sino-Tibetan	2420 312	2420 312
750	429_cucumber	cucumber	Atsi	Atsi	tuŋ⁵¹ kho²¹	tuŋ⁵¹+kho²¹	t u ŋ ⁵¹ + kʰ o ²¹				Sino-Tibetan	2421 312	2421 312
751	429_cucumber	cucumber	Bola	Bola	taŋ⁵⁵ khɔ³¹	taŋ⁵⁵+khɔ³¹	t a ŋ ⁵⁵ + kʰ ɔ ³¹				Sino-Tibetan	2422 312	2422 312
752	429_cucumber	cucumber	Lashi	Lashi	tu̱ŋ³¹ khɔ⁵⁵	tu̱ŋ³¹+khɔ⁵⁵	t u̱ ŋ ³¹ + kʰ ɔ ⁵⁵				Sino-Tibetan	2423 312	2423 312
753	429_cucumber	cucumber	Maru	Maru	lə̆³¹ khu³⁵	lə̆³¹+khu³⁵	l ə̆ ³¹ + kʰ u ³⁵				Sino-Tibetan	2424 312	2424 312
754	429_cucumber	cucumber	Xiandao	Xiandao	choŋ³¹ xo³¹	choŋ³¹+xo³¹	ch/tʃʰ o ŋ ³¹ + x o ³¹				Sino-Tibetan	2425 312	2425 312
755	429_cucumber	cucumber	ProtoBurmish	ProtoBurmish	*koH	ko²	k o ²				Sino-Tibetan	312	312
