COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
275	s ɔ ʔ ⁵³		s ɔ ʔ ⁵³	s ɔ ʔ ⁵⁴		s a k	s ɔ ʔ ⁵⁴
277			ʃ ɛ ³¹	ʃ ɛ ³¹			ʃ e ³¹
2764				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
2398	dʒ ɔ̰ p ⁵³		dʒ w ɛ p ⁴²	dʒ a̰ p ⁵⁴		ts u p	tʃʰ u p ⁴³
1380	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²			j ɔ ʔ ³²
1361	j i ³¹		j ḭ ³¹				
1362		ɣ ḭ ²³		ɣ i ²			
2299		t ḭ ²³		dʒ au ²			
2300			d a ŋ ²				d a ŋ ⁴³
2475	t a̰ ḭ ⁵³						t a̰ ḭ ⁵³
2476	g j ɔ ⁵		g j ɔ ³	g j ɔ ³²			
2128	k a̰ ḭ ʔ ⁵³			g e ʔ ⁴²			
2129				h o k ⁵⁴		h a ts	
43				d a ⁴³	tʰ u ³¹		t a̰u ³¹
1386			m au ʔ ³¹				m a̰u ⁵²
2141	tʃʰ u ŋ ⁵			tʃʰ æu ŋ ⁴³			
2142		k j ḛ ʔ ³				k j u	
2534				m i t ³			m ɪ t ³
1348	s ɛ ʔ ⁵³		s ɛ ʔ ⁵²				
1349		s j ɛ ²³			ʃ i	s iˀ	s e ⁵³
995	t ɔ̰ ⁴⁵		d ɔ ³⁴	t o̰ ʔ ⁵			t ɔ̰ ⁵⁴
998				m ḭ t ⁵⁴		m eˀ	m ḭ ⁵³
404	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
405			j u ³¹	j u ³			
1430	dʒ ɛ t ⁵⁴			dʒ i t ⁵			
1163			ʔ a ²				ʔ a ²
2675	l a ŋ ⁵		l a ŋ ³				l a ŋ ³⁴
491		ŋ w ɛ̰ ʔ		ŋ ḭ ʔ ⁵			
12	g j u k ⁴²		g j o k ³²	g j æu ʔ ⁴³		k r au k	g j u ʔ ³²
22	j ɔ̰ ³²	j a ⁵²	j ɔ ²¹	j o ³⁵			j ɔ ⁵¹
23		n a̰ k ⁵²	n ə k ³²	n a̰ k ⁵⁴			n ɪ k ⁵
2195		j a̰ p ³	j ø p ⁴²	j a̰ p ⁵			j ṵ p ⁵
609	m ɔ ʔ ³¹	m a ⁵²	m ɔ ʔ ²¹	m o ʔ ³²	m ʊ ʔ ³¹	m a k	m ɔ ʔ ⁵²
1702	n ɔ ³¹		n o ²³	n o ²³	n a ʔ ⁵⁵	n a	n ɔ ³¹
1467	m ɛ ³	m a̰ ³	m ə ³	m ə ²			
1468	tʃʰ ei ⁵	tʃʰ ə ²³	tʃʰ e ⁵	tʃʰ i t ⁵⁴		tsʰ eː	tʃʰ i ³¹
1296	j ɔ ³		j ɔ ³²		j a ³¹	j aː	j ɔ ⁵³
2015	k j ɛ̰ n ³		g j ẽ ŋ ³²	g ɪ n ⁴¹			g i n ³¹
2103	n a n ³¹	n e ²³	n ãɪ ⁴	n ɪ n ⁵⁴			n a̰ n ³
567	ʃ ei ³		ʃ e ³²	ʃ i t ⁵⁴	ʃ i ʔ ⁵⁵	s e	ʃ i ⁴³
1062	s i ³		s ə ³				ʃ ə ⁴
1063	d j ɔ ³¹		b j u ³¹	b j ɔ ³¹			b j ɔ ⁵¹
2157	d z o̰ ŋ ³	ts aː ŋ ³	d z o ŋ ²	d z au ŋ ³		tʰ w i ŋ	d z u ŋ ³¹
2355	j a p ³¹					r a p	j a̰ p ³¹
1336	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
2682	s u ⁵		s ɔ ⁴	s u ⁵			s ɔ ⁵²
506	d u ³	t a̰u ⁵²	d ɔ ²	d u ⁴²		t w aː	d ɔ ³²
449	l ɔ ³¹		l ɔ ³¹	l o ³		l aː	l e ⁴³
766	w a ŋ ³¹		w a ŋ ³¹	w a ³²		w a ŋ	
1870			d ø m ³¹	d a m ³			
1869	t a̰u ⁵						d au
1816	d w a n ³	ts a̰ n ²³	d w e n ³			t w a n	dʒ ṵ n ⁵
1807	l a ŋ ³		l a ŋ ²				l a ŋ ⁵³
1311	tʰ ə ʔ ⁵³		tʰ ɨ ʔ ⁴²				
2573			p j æ̰ p ⁵³	p j ḛ ʔ ⁵⁴			
826	g j ɔ ⁴³	k j a ²³	g j ɔ ⁴	g j o ⁵		k j aˀ	
931			m j ũ ³	m j u ŋ ⁵⁴		m j aːu	
2148	n j ɔ p ⁴¹	n a p ⁵²		n a p ⁴			m j u p ³⁴
935	j au ³¹		j au ³¹				
936			n j ɛ ²¹	n a ⁴³			
1086	d j e ³		b j e ³	p j i t ⁵⁴	p e ³¹	p eː	b i ⁵³
2582	d ṵ ḭ ⁵		d ɨ ⁵⁴	d ø i ⁵			d w i ⁵³
2836				s a t ⁵⁴		s u t	s ʊ t ⁵⁴
2693	tʃʰ ei ⁵	tʃʰ ə ²³	tʃʰ e ⁴³	tʃʰ i t ⁵⁴			tʃʰ i ⁵³
121	g u ŋ ⁴³		g o ŋ ³¹	g au ŋ ³¹			g u ŋ ³
1209	b a t ³¹			b ḛ t ʔ ⁵⁴			
1212						t w i k	tʰ w i ⁵³
2339			kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
523	tsʰ a m ³					tsʰ a m	
2349	tʰ au ⁵		tʰ au ⁴			tʰ w iː	tʰ au ⁵²
578	d u ³		d u ³	d au t ⁴	t u ³¹	t uː	d u ⁵³
311	n j ɔ̰ p ⁵²	n j æ̰ p ⁵²	n j ø p ⁵³	n j a̰ p ⁵	m j a ʔ ³¹	m r u p	m j ṵ p ⁵⁴
2608	l a̰ p ⁴²		l æ̰ p ³²	l ḛ ʔ ⁵⁴			l a̰ p ⁵⁴
1800	tʰ u ŋ ⁵		tʰ o ŋ ⁴	tʰ au n ⁵	tʰ ɔ ŋ ³¹	tʰ au ŋ	tʰ u ŋ ⁵³
456	dʒ au ʔ ³¹	ts a̰ ʔ ⁵²	dʒ a ʔ ⁵³				
457				d z ɔ ³²			d z a ŋ ³
235	ts ṵ ʔ ⁵²					tsʰ u	
236			d z u ³²	d z a̰u ⁴			
307			ŋ e ⁴	ŋ a ⁴⁵			
786			s ai ⁵²				s a t ⁵⁴
788				m i ⁴			m i ³
2852	m u ⁵		m ɔ ⁵	m au ²⁵		h m uˀ	m u ⁵
2853	d z w i ³		d z ɨ ²¹	d z ø i ⁵			d z w i ⁵³
1789	l ɨ̰ ṵ ³	l i ²³	l u ³²				
530	g ɔ ⁵		g ɔ ⁴	g o ³⁴	g a ³¹	k aˀ	g ɔ ³
2110			b ə k ²	b a k ³²		p a ts	
1250	ʃ o ⁵		ʃ o ⁵				ʃ ɔ ³
1251	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
1252		s u ⁵²		ʃ ɪ ⁵⁴			
1315	s a t ⁵²	s ḛ ʔ ⁵²	s a̰i ʔ ⁴²	s ḛ ʔ ⁵⁴	ʃ i ʔ ⁵⁵	s a t	s a t ⁵
1316				p j ḛ ⁵⁴		pʰ j a k	
883		p ḛ ʔ ²³					b j ɔ ʔ ³
319	w i ³¹	v e ³		w ai ³	w i ʔ ⁵⁵	w ai	β w i ³
2052	ʔ u ŋ ⁵	ʔ a ŋ ³	ʔ õ ŋ ⁵⁴	ʔ au n ⁴			ʔ ṵ ŋ ⁵³
2053					ɹ ɔ ŋ ³¹	r au ŋ	
772	tʰ ai ʔ ³¹		tʰ e ⁵³	tʰ a ⁴³			tʰ ai ⁵⁴
1720	d j ei ³		tʃʰ j ɛ ²	tʃʰ i ⁴			
1721				b ḭ ʔ ⁵⁴		p eː	b i ⁵³
2368	kʰ au ⁵		kʰ au ³		kʰ o ³¹	kʰ w iː	kʰ au ⁵²
1681	d ai ³	t a ⁵²	d ai ³	d e ³			
1682	j u k ³²		j o k ³²	j æu ʔ ⁴²		j au k	j u ʔ ³¹
1683					t o ʔ ³¹	t a ts	
2564	s ɔ m ⁵³	s a m ³	s ɛ m ³	s a m ⁴²		s u m	s u m ³²
1005	n j ei ³	m i ⁵²	m j e ⁴		ɲ i ³¹		m i ³²
917	ŋ ³	ŋ a ⁵²		ŋ ɔ ³⁵		ŋ aː	ŋ ɔ ³²
2164	kʰ j u k ⁵³		kʰ j o k ⁵³	kʰ j æu k ⁵⁴		kʰ r au k	kʰ j u ʔ ⁵³
2060	n j ɛ̰ ⁵³	n a̰u t ⁵²	n j ẽ ʔ ⁵³	n a̰ ḭ ʔ ⁵⁴		h n a ts	n j ɪ̰ t ⁵
720		ʃ ɛ t ⁵²	ʃ e t ⁵³				ʃ ɪ̰ t ⁵
1652	g au ³⁴	k au ⁵²	g au ³			k w iː	g au ³²
2483	tsʰ i ³	tʰ ai ³	tsʰ e ³	tsʰ e ⁵³		tsʰ ai	tsʰ e ⁵³
1237			ʃ o ⁴²				ʃ ɔ ⁵³
2559					h e ŋ ⁵⁵		h i ŋ ⁴⁵
2558	kʰ j ɨ ŋ ⁵⁴		kʰ ə ŋ ⁵³	kʰ i ŋ ⁵⁴			
1451	n j ɔ ³⁵	m j a ⁵²	m j õ ³⁵	m j ɔ ⁴⁵		m j aː	m j ɔ ³
2270	j a m ⁵		j æ̰ m ⁴				
876	m a̰u ⁵			m o ³²			
877			dʒ i t ⁵				dʒ ɪ̰ t ⁵
878					n e ³¹	n a	
1143	g ɔ ⁵		g ɔ ³				
1144	j i ⁵		j i ³				
157	g u ⁵⁴	k o̰ ²³					k ɔ̰ ⁵³
2210	ŋ i ³¹	ŋ ai ³	ŋ e ³¹	ŋ ai ²³	ŋ j i ⁵⁵	ŋ ai	
1416	x j e ŋ ³	x a ŋ ²³	ʃ j ə ŋ ⁴³	x a ŋ ³		h r a ɲ	h ɯ ŋ ⁴³
2123						t u t	d ɔ t ⁵⁴
2122		l a ŋ ²³	l ə ŋ ⁴	l a ŋ ³⁴			
2468	n j a̰ ŋ ³	m j ṵ̃ ³	m j ã ŋ ³²	m j a̰ ³			m j a̰ ŋ ³¹
2116			n j w ɛ̃ m ³²			n i mˀ	
2117				m j a̰ m ⁵			j ṵ m ⁴³
2508	tʰ ɨu ³		tʰ u ³²	tʰ au ³	tʰ u ʔ ⁵⁵	tʰ u	tʰ u ⁴³
2526	b u ³		b o ³	b o ³	p a ³¹	p aː	
2177	g j i ⁵		g i ⁴				g i ⁴³
2781	l a m ³¹	l ẽ ²³	l æ̰ m ³¹	l e ²			l a m ³²
1605			dʒ æ p ⁵³				dʒ a p ⁵⁴
554	n ɔ ʔ ³²		n ɔ̃ ʔ ³	n o ʔ ⁴³	n ʊ ʔ ³¹	n a k	n ɪ k ³²
2081	b u ³¹		b ɔ ⁴				
1955		l a ŋ ²³	l ə ŋ ⁴		l a ŋ ³¹	l u m	l i ŋ ³²
1036	d j e ŋ ⁵		b j ə ŋ ⁴	b j a ŋ ³⁴	p j ai ŋ ³¹	p r w i ŋ	b i ŋ ³⁴
1895	l ɔ ʔ ⁴³		l ɔ̰ ʔ ³	l o ʔ ³	l ʊ ʔ ³¹	l a k	l ɔ ʔ ³
1896	j ɔ ⁴²		j u ⁴²	j o ³²		j a	j ɔ ³¹
1376			g o ŋ ⁵	k au ŋ ³			
2383	d a n ³		d ai n ³	d ɪ n ⁴		t a ɲ	d i ŋ ⁴
832	w ɛ ³	v e ⁵²	w e ²	w a ³⁴	w e ³¹	w eː	v e ⁵³
1619			dʒ a ŋ k ⁵³				dʒ a̰ ŋ ⁵³
1617	n i ³				n e ³¹	n iː	
2543	h ai ³		h ɛ ³				
2544		tʃʰ ḛ ³	d z i ⁵¹	tʃʰ e ⁴¹			
2501	h au ³		h au ³	ʔ ai ³¹		h w i	h e ⁵³
193	n ɔ ʔ ³¹	n a ʔ ⁵²	n ɔ̃ ʔ ³	n o ʔ ²¹	n u ʔ ³¹	n a k	n ɔ ʔ ³
2768		pʰ j u ³	pʰ j u ⁴³	pʰ j u ³	pʰ j u ʔ ⁵⁵	pʰ r u	pʰ j u ³²
1856	n ɛ ³¹	n ẽ ³	n e ³¹	n e ³	n ɛ ³¹	n i	n e ³²
1121	n j æu ³¹	n j ṵ ŋ ³	n j au ³¹	n j o̰ ʔ ⁴²		n j w i	n j w i ³²
2873		p a ²³	b ɔ ⁴	b o ³⁵			
585	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				
586	l au ʔ ³¹			l a̰ k ⁵³			
1633	ʔ a ³		ʔ a ³	ʔ a ²		ʔ ə	ʔ ə ³
1634	s ai k ⁵⁴		s ə k ⁵³	s a k ⁵		s a ts	s ɪ k ⁵⁴
1677	tsʰ au ⁵		tsʰ au ³				
537	tʃʰ w a t ⁵⁴		tʃʰ oi ʔ ⁵³				tʃʰ u t ⁵⁴
538			m au ²				m a ³²
286	b a ŋ ³¹		b a ŋ ³¹	b o ³⁴		p aˀ	b ɔ ³
1981	d e ³		d u ³¹	d au ³		t u	
574			g ə ⁵	g ə ²		kʷ a	
2442	tʃʰ au ³		tʃʰ au ³¹				
2282	dʒ j ɛ n ³		dʒ e ŋ ³²	dʒ ɪ n ³²			dʒ ɪ n ³¹
185	kʰ ɔ ⁵	kʰ a ²³	kʰ ɔ ⁴	kʰ o ⁵	kʰ a ³¹	kʰ aː	kʰ ɔ ⁵³
2312			pʰ j ə k ⁵³				pʰ j ɪ k ⁵
1948	b w ɔ p ³¹		b w ɛ p ²	b a p ³⁴		p u p	b ʊ p ³
2449	j a m ³		j æ̰ m ³				
631	k j ṵ k ⁵⁴		k j o̰ ʔ ⁵³	k j a̰u ʔ ⁵³	x o ʔ ³¹	kʰ r au k	k j ṵ ʔ ⁵⁴
1216	ŋ ɛ ⁵						n j ɛ ³²
1217			l o ŋ ⁵¹	l au ŋ ³		l au ŋ	
437	dʒ a m ³		dʒ æ m ⁵⁴				
2085	d z u ʔ ³¹		tʰ ɔ ʔ ⁵²	tʰ o ʔ ⁵⁴	t u ʔ ³¹	tʰ a k	tʰ ɔ ʔ ⁵⁴
1199			l e ³²	l a ⁵		l eː	l ai ⁵³
1159	tʰ a n ³		tʰ ãɪ ²				tʰ a n ³²
2234			j o ŋ ³	j æu ŋ ⁴			
840	n j a p ⁴²		m j æ p ³				
2202	d z ɔ ⁵	t a ⁵²	d z ɔ ⁴⁵				
2389	j ɔ m ³		j ɛ m ²³				
2390	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
2709			n ə ŋ ²	n e ⁵		n a n	
2601	n j u ŋ ³		m j o ŋ ³	m j æu ŋ ⁴⁵		m r a ŋ	m j u ŋ ⁵³
209	dʒ ɛ t ³¹			dʒ i t ⁵³			dʒ ɪ t ³²
77			g j ɛ ³¹	k j ɛ̰ t ⁵³			
1590	tʃʰ j ɛ n ³		tʃʰ e n ³²				tʃʰ ɪ n ⁵³
1106	g i ³¹		g e ³¹	g ai ²			g e ³¹
1107					k ɔ ŋ ³¹	k au ŋ	
2750	kʰ a ⁴		kʰ a ²⁴	kʰ ø ⁵		k aˀ	
2751	n a̰ m p ⁵²		n æ̰ p ⁴²				n a̰ m ³²
2775	h a ŋ k ⁵⁴		h a ŋ ⁴				
2777			ŋ o̰i ³¹	ŋ a t ³²			
2744	tʃʰ a ³		tʃʰ ɛ ⁵³				
