index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
2	0.6667	2	0.6667	859	351	ɤ	tʰ	∅	∅	²¹	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	352	ɔ̃	tʰ	∅	∅	³¹	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	353	ɤ̃	tʰ	∅	∅	³¹	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													354	ɤ	tʰ	∅	∅	²¹	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	355	ɛ̃	tʰ	∅	∅	⁴²	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	356	ɤ	tʰ	∅	∅	²¹	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	357	ɤ	tʰ	∅	∅	³¹	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	859	351	²¹	ɤ	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	352	³¹	ɔ̃	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	353	³¹	ɤ̃	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													354	²¹	ɤ	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	355	⁴²	ɛ̃	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	356	²¹	ɤ	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	357	³¹	ɤ	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	882																							358	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	359	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																			360	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							361	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	882																							358	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	359	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																			360	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							361	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	882																							358	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	359	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																			360	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							361	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	913	362	tɕʰ	∅	∅	∅	y	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅	363	tɕʰ	∅	∅	∅	ỹ	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅	364	tɕʰ	∅	∅	∅	ỹ	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅	365	tɕʰ	∅	∅	∅	ỹ	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅																							366	tɕʰ	∅	∅	∅	y	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅	367	tsʰ	∅	∅	∅	ɯ̃	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							368	tɕʰ	∅	∅	∅	y	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	913	362	y	tɕʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	363	ỹ	tɕʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	364	ỹ	tɕʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	365	ỹ	tɕʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							366	y	tɕʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	367	ɯ̃	tsʰ	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							368	y	tɕʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	913	362	⁵⁵	y	tɕʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	363	⁵⁵	ỹ	tɕʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	364	⁵⁵	ỹ	tɕʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	365	⁵⁵	ỹ	tɕʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							366	⁵⁵	y	tɕʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	367	⁵⁵	ɯ̃	tsʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							368	⁵⁵	y	tɕʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	923	369	ɕ	∅	∅	∅	ɔ	³¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅																																																																																									370	ɕ	∅	∅	∅	ɔ	³¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	371	c	∅	∅	∅	õ	⁴²	∅	C	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	372	ɕ	∅	∅	∅	ɔ	³¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	373	ɕ	∅	∅	∅	o	³¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	923	369	ɔ	ɕ	∅	∅	³¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									370	ɔ	ɕ	∅	∅	³¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	371	õ	c	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	372	ɔ	ɕ	∅	∅	³¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	373	o	ɕ	∅	∅	³¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	923	369	³¹	ɔ	ɕ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									370	³¹	ɔ	ɕ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	371	⁴²	õ	c	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	372	³¹	ɔ	ɕ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	373	³¹	o	ɕ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	925	374	t	∅	∅	∅	ɯ	⁴²	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	375	t	∅	∅	∅	ɯ	⁴²	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	376	t	∅	∅	∅	ɯ	⁴²	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																																																																																															377	t	∅	∅	∅	ɯ	⁴²	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	925	374	ɯ	t	∅	∅	⁴²	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	375	ɯ	t	∅	∅	⁴²	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	376	ɯ	t	∅	∅	⁴²	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																															377	ɯ	t	∅	∅	⁴²	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	925	374	⁴²	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	375	⁴²	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	376	⁴²	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																															377	⁴²	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	926																																													378	ts	∅	∅	∅	ɿ	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	379	ts	∅	∅	∅	ɯ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																													380	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	926																																													378	ɿ	ts	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	379	ɯ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													380	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	926																																													378	³¹	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	379	³³	ɯ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													380	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	927																																																																			381	k	∅	∅	∅	a	⁵⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	382	q	∅	∅	∅	a	⁵⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	927																																																																			381	a	k	∅	∅	⁵⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	382	a	q	∅	∅	⁵⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	927																																																																			381	⁵⁵	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	382	⁵⁵	a	q	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	947	383	j	∅	∅	∅	ɛ	⁴²	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	384	j	∅	∅	∅	ɛ̃	⁴²	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	385	j	∅	∅	∅	ɛ	⁴²	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																																													386	j	∅	∅	∅	ɛ	³²	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																							387	j	∅	∅	∅	ɛ	⁴²	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	388	j	∅	∅	∅	ɛ	⁴²	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	947	383	ɛ	j	∅	∅	⁴²	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	384	ɛ̃	j	∅	∅	⁴²	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	385	ɛ	j	∅	∅	⁴²	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													386	ɛ	j	∅	∅	³²	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							387	ɛ	j	∅	∅	⁴²	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	388	ɛ	j	∅	∅	⁴²	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	947	383	⁴²	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	384	⁴²	ɛ̃	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	385	⁴²	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													386	³²	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							387	⁴²	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	388	⁴²	ɛ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.3333	3	1.0000	948																																																																			389	v	∅	∅	∅	ɛ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	390	v	∅	∅	∅	e	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	948																																																																			389	ɛ	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	390	e	v	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	948																																																																			389	³³	ɛ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	390	³³	e	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	957																							391	p	∅	∅	∅	ɔu	³¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													392	b	∅	∅	∅	o	⁴⁴	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							393	p	∅	∅	∅	a	³¹	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	394	p	∅	∅	∅	ao	²¹	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	957																							391	ɔu	p	∅	∅	³¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													392	o	b	∅	∅	⁴⁴	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							393	a	p	∅	∅	³¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	394	ao	p	∅	∅	²¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	957																							391	³¹	ɔu	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													392	⁴⁴	o	b	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							393	³¹	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	394	²¹	ao	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	958																																													395	m	∅	∅	∅	a	²¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	396	m	∅	∅	∅	a	²¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	958																																													395	a	m	∅	∅	²¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	396	a	m	∅	∅	²¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	958																																													395	²¹	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	396	²¹	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																														
1	0.5000	2	1.0000	966	397	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																							398	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																																													399	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅	400	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																							401	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅
2	1.0000	1	0.5000	966	397	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																							398	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																																													399	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅	400	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																							401	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅
1	0.3333	3	1.0000	967	402	n	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	403	n	∅	∅	∅	i	³⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	404	n	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	405	n	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	967	402	i	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	403	i	n	∅	∅	³⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	404	i	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	405	i	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	967	402	⁵⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	403	³⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	404	⁵⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	405	⁵⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	971																																																																																																															406	m	∅	∅	∅	i	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	407	m	∅	∅	∅	i	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	408	m	∅	∅	∅	i	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	409	m	∅	∅	∅	i	⁵⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	971																																																																																																															406	i	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	407	i	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	408	i	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	409	i	m	∅	∅	⁵⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	971																																																																																																															406	⁵⁵	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	407	⁵⁵	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	408	⁵⁵	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	409	⁵⁵	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
