index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
2	0.6667	2	0.6667	2575	1490	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1491	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1492	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													1493	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1494	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1495	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1496	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2575	1490	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1491	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1492	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													1493	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1494	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1495	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1496	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.2500	4	1.0000	2576																							1497	sʰ	∅	∅	∅	w	e	⁴⁴	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0	1498	s	∅	∅	∅	w	e	⁴⁴	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0																																																																			1499	s	∅	∅	∅	w	a	⁴⁴	S	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0																							1500	s	∅	∅	∅	w	e	⁴⁴	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	2576																							1497	w	sʰ	∅	∅	e	⁴⁴	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅	1498	w	s	∅	∅	e	⁴⁴	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅																																																																			1499	w	s	∅	∅	a	⁴⁴	∅	W	S	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅																							1500	w	s	∅	∅	e	⁴⁴	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅
3	0.7500	2	0.5000	2576																							1497	e	w	sʰ	∅	⁴⁴	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅	1498	e	w	s	∅	⁴⁴	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅																																																																			1499	a	w	s	∅	⁴⁴	∅	∅	A	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅																							1500	e	w	s	∅	⁴⁴	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅
4	1.0000	1	0.2500	2576																							1497	⁴⁴	e	w	sʰ	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅	1498	⁴⁴	e	w	s	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																																																																			1499	⁴⁴	a	w	s	∅	∅	∅	_	A	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																							1500	⁴⁴	e	w	s	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅
1	0.3333	3	1.0000	2577																							1501	w	∅	∅	∅	a	⁴²	∅	W	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	1502	w	∅	∅	∅	a	⁴²	∅	W	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																																																																																																																				
2	0.6667	2	0.6667	2577																							1501	a	w	∅	∅	⁴²	∅	∅	A	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	1502	a	w	∅	∅	⁴²	∅	∅	A	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	2577																							1501	⁴²	a	w	∅	∅	∅	∅	_	A	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	1502	⁴²	a	w	∅	∅	∅	∅	_	A	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	2582																																																																																																															1503	kʰ	∅	∅	∅	w	ɔ	³³	K	∅	∅	∅	W	U	_	1	∅	∅	∅	6	7	0	1504	kʰ	∅	∅	∅	w	ɔ	³³	K	∅	∅	∅	W	U	_	1	∅	∅	∅	6	7	0																							1505	kʰ	∅	∅	∅	w	ɔ	³³	K	∅	∅	∅	W	U	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	2582																																																																																																															1503	w	kʰ	∅	∅	ɔ	³³	∅	W	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	1504	w	kʰ	∅	∅	ɔ	³³	∅	W	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																							1505	w	kʰ	∅	∅	ɔ	³³	∅	W	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2582																																																																																																															1503	ɔ	w	kʰ	∅	³³	∅	∅	U	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	1504	ɔ	w	kʰ	∅	³³	∅	∅	U	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							1505	ɔ	w	kʰ	∅	³³	∅	∅	U	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	2582																																																																																																															1503	³³	ɔ	w	kʰ	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	1504	³³	ɔ	w	kʰ	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							1505	³³	ɔ	w	kʰ	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.2500	4	1.0000	2599	1506	t	∅	∅	∅	-	ɯ	²¹	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0																							1507	t	∅	∅	∅	-	ɯ	²¹	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	1508	t	∅	∅	∅	j	ɯ	³³	T	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	1509	t	∅	∅	∅	-	e	³¹	T	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0	1510	t	∅	∅	∅	-	ɯ	²¹	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	1511	t	∅	∅	∅	-	ou	²¹	T	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0	1512	d	∅	∅	∅	-	ɯ	²¹	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	1513	t	∅	∅	∅	-	ɯ	²¹	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	2599	1506	-	t	∅	∅	ɯ	²¹	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅																							1507	-	t	∅	∅	ɯ	²¹	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅	1508	j	t	∅	∅	ɯ	³³	∅	J	T	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	1509	-	t	∅	∅	e	³¹	∅	_	T	∅	∅	E	_	∅	0	1	∅	∅	7	0	∅	1510	-	t	∅	∅	ɯ	²¹	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅	1511	-	t	∅	∅	ou	²¹	∅	_	T	∅	∅	U	_	∅	0	1	∅	∅	7	0	∅	1512	-	d	∅	∅	ɯ	²¹	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅	1513	-	t	∅	∅	ɯ	²¹	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2599	1506	ɯ	-	t	∅	²¹	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅																							1507	ɯ	-	t	∅	²¹	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	1508	ɯ	j	t	∅	³³	∅	∅	I	J	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅	1509	e	-	t	∅	³¹	∅	∅	E	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	1510	ɯ	-	t	∅	²¹	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	1511	ou	-	t	∅	²¹	∅	∅	U	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	1512	ɯ	-	d	∅	²¹	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	1513	ɯ	-	t	∅	²¹	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	2599	1506	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							1507	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	1508	³³	ɯ	j	t	∅	∅	∅	_	I	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅	1509	³¹	e	-	t	∅	∅	∅	_	E	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	1510	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	1511	²¹	ou	-	t	∅	∅	∅	_	U	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	1512	²¹	ɯ	-	d	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	1513	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.3333	3	1.0000	2600	1514	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							1515	m	∅	∅	∅	a	⁵⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	1516	m	∅	∅	∅	a	⁵⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	1517	m	∅	∅	∅	e	⁵⁵	∅	M	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	1518	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	1519	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	1520	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅	1521	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2600	1514	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1515	a	m	∅	∅	⁵⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1516	a	m	∅	∅	⁵⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1517	e	m	∅	∅	⁵⁵	∅	∅	E	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1518	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1519	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1520	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1521	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2600	1514	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							1515	⁵⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1516	⁵⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1517	⁵⁵	e	m	∅	∅	∅	∅	_	E	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1518	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1519	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1520	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1521	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.3333	3	1.0000	2638	1522	ŋ	∅	∅	∅	ɛ	⁴²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	1523	ŋ	∅	∅	∅	ɛ	³¹	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	1524	ŋ	∅	∅	∅	ɛ	⁴²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	1525	ŋ	∅	∅	∅	ɛ	⁴²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																							1526	ŋ	∅	∅	∅	ɛ	³²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																							1527	ŋ	∅	∅	∅	ɛ	⁴²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	1528	ŋ	∅	∅	∅	ɛ	³²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2638	1522	ɛ	ŋ	∅	∅	⁴²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1523	ɛ	ŋ	∅	∅	³¹	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1524	ɛ	ŋ	∅	∅	⁴²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1525	ɛ	ŋ	∅	∅	⁴²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1526	ɛ	ŋ	∅	∅	³²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							1527	ɛ	ŋ	∅	∅	⁴²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	1528	ɛ	ŋ	∅	∅	³²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2638	1522	⁴²	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1523	³¹	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1524	⁴²	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1525	⁴²	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							1526	³²	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							1527	⁴²	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	1528	³²	ɛ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.3333	3	1.0000	2648	1529	tʰ	∅	∅	∅	ɔ	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1530	tʰ	∅	∅	∅	ou	³⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1531	tʰ	∅	∅	∅	o	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1532	tʰ	∅	∅	∅	ɔ	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1533	tʰ	∅	∅	∅	o	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1534	tʰ	∅	∅	∅	ɔ	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1535	tʰ	∅	∅	∅	ɔ	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1536	tʰ	∅	∅	∅	ao	⁵⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	1537	tʰ	∅	∅	∅	ɔ	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2648	1529	ɔ	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1530	ou	tʰ	∅	∅	³⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1531	o	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1532	ɔ	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1533	o	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1534	ɔ	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1535	ɔ	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1536	ao	tʰ	∅	∅	⁵⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1537	ɔ	tʰ	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2648	1529	⁵⁵	ɔ	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1530	³⁵	ou	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1531	⁵⁵	o	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1532	⁵⁵	ɔ	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1533	⁵⁵	o	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1534	⁵⁵	ɔ	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1535	⁵⁵	ɔ	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1536	⁵⁵	ao	tʰ	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1537	⁵⁵	ɔ	tʰ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	2649	1538	l	∅	∅	∅	ɔ	⁴⁴	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1539	l	∅	∅	∅	ou	³³	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1540	l	∅	∅	∅	o	⁴⁴	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1541	l	∅	∅	∅	ɔ	⁴⁴	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1542	l	∅	∅	∅	a	³³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	1543	l	∅	∅	∅	ɔ	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1544	l	∅	∅	∅	ɔ	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅	1545	l	∅	∅	∅	ao	⁴⁴	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅	1546	l	∅	∅	∅	ɔ	⁵⁵	∅	L	∅	∅	∅	U	_	∅	5	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2649	1538	ɔ	l	∅	∅	⁴⁴	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1539	ou	l	∅	∅	³³	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1540	o	l	∅	∅	⁴⁴	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1541	ɔ	l	∅	∅	⁴⁴	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1542	a	l	∅	∅	³³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1543	ɔ	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1544	ɔ	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1545	ao	l	∅	∅	⁴⁴	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	1546	ɔ	l	∅	∅	⁵⁵	∅	∅	U	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
