index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
4	1.0000	1	0.2500	3139	2186	²¹	ɤ	-	k	∅	∅	∅	_	E	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅	2187	²¹	ɔ	w	k	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	2188	³¹	ɤ	-	k	∅	∅	∅	_	E	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅	2189	³¹	ɛ	w	k	∅	∅	∅	_	E	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							2190	²¹	ɤ	-	k	∅	∅	∅	_	E	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅	2191	²¹	ɯ	-	k	∅	∅	∅	_	I	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅	2192	²¹	ɤ	-	k	∅	∅	∅	_	E	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅	2193	³³	ɤ	-	k	∅	∅	∅	_	E	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.3333	3	1.0000	3150	2194	t	∅	∅	∅	a	⁵⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	2195	t	∅	∅	∅	ã	⁵⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	2196	t	∅	∅	∅	ã	⁵⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	2197	t	∅	∅	∅	ã	⁵⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							2198	t	∅	∅	∅	a	³⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	2199	t	∅	∅	∅	ã	³⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	2200	t	∅	∅	∅	a	⁵⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	2201	t	∅	∅	∅	a	³⁵	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3150	2194	a	t	∅	∅	⁵⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2195	ã	t	∅	∅	⁵⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2196	ã	t	∅	∅	⁵⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2197	ã	t	∅	∅	⁵⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							2198	a	t	∅	∅	³⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2199	ã	t	∅	∅	³⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2200	a	t	∅	∅	⁵⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2201	a	t	∅	∅	³⁵	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3150	2194	⁵⁵	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2195	⁵⁵	ã	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2196	⁵⁵	ã	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2197	⁵⁵	ã	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							2198	³⁵	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2199	³⁵	ã	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2200	⁵⁵	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2201	³⁵	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	3168	2202	s	∅	∅	∅	-	e	³³	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	2203	s	∅	∅	∅	-	e	³³	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	2204	s	∅	∅	∅	-	ẽ	³³	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	2205	s	∅	∅	∅	w	ɛ̃	⁵⁵	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0																							2206	z	∅	∅	∅	-	ɯ	⁴⁴	S	∅	∅	∅	_	I	_	3	∅	∅	∅	0	7	0	2207	z	∅	∅	∅	-	ɛ̃	²¹	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	2208	z	∅	∅	∅	-	ɿ	³³	S	∅	∅	∅	_	I	_	3	∅	∅	∅	0	7	0	2209	s	∅	∅	∅	-	e	³³	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	3168	2202	-	s	∅	∅	e	³³	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	2203	-	s	∅	∅	e	³³	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	2204	-	s	∅	∅	ẽ	³³	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	2205	w	s	∅	∅	ɛ̃	⁵⁵	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅																							2206	-	z	∅	∅	ɯ	⁴⁴	∅	_	S	∅	∅	I	_	∅	0	3	∅	∅	7	0	∅	2207	-	z	∅	∅	ɛ̃	²¹	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	2208	-	z	∅	∅	ɿ	³³	∅	_	S	∅	∅	I	_	∅	0	3	∅	∅	7	0	∅	2209	-	s	∅	∅	e	³³	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅
3	0.7500	2	0.5000	3168	2202	e	-	s	∅	³³	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	2203	e	-	s	∅	³³	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	2204	ẽ	-	s	∅	³³	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	2205	ɛ̃	w	s	∅	⁵⁵	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅																							2206	ɯ	-	z	∅	⁴⁴	∅	∅	I	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	2207	ɛ̃	-	z	∅	²¹	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	2208	ɿ	-	z	∅	³³	∅	∅	I	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	2209	e	-	s	∅	³³	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅
4	1.0000	1	0.2500	3168	2202	³³	e	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	2203	³³	e	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	2204	³³	ẽ	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	2205	⁵⁵	ɛ̃	w	s	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																							2206	⁴⁴	ɯ	-	z	∅	∅	∅	_	I	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	2207	²¹	ɛ̃	-	z	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	2208	³³	ɿ	-	z	∅	∅	∅	_	I	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	2209	³³	e	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅
1	0.3333	3	1.0000	3170																																																																																									2210	t	∅	∅	∅	ɯ	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	2211	t	∅	∅	∅	ɯ	⁴⁴	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	2212	t	∅	∅	∅	ou	⁴⁴	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	2213	t	∅	∅	∅	ɯ	³³	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	3170																																																																																									2210	ɯ	t	∅	∅	⁵⁵	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2211	ɯ	t	∅	∅	⁴⁴	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2212	ou	t	∅	∅	⁴⁴	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	2213	ɯ	t	∅	∅	³³	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	3170																																																																																									2210	⁵⁵	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2211	⁴⁴	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2212	⁴⁴	ou	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	2213	³³	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	3182	2214	ts	∅	∅	∅	ɯ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	2215	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	2216	ts	∅	∅	∅	u	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅	2217	ts	∅	∅	∅	u	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅																							2218	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							2219	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	2220	ts	∅	∅	∅	ɿ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3182	2214	ɯ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2215	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2216	u	ts	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2217	u	ts	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							2218	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							2219	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2220	ɿ	ts	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3182	2214	⁵⁵	ɯ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2215	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2216	⁵⁵	u	ts	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2217	⁵⁵	u	ts	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							2218	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							2219	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2220	⁵⁵	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	3183	2221	ts	∅	∅	∅	ɔ	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	2222	ts	∅	∅	∅	ɔu	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	2223	ts	∅	∅	∅	ou	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	2224	ts	∅	∅	∅	u	³¹	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅																							2225	ts	∅	∅	∅	ɔ	³²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	2226	ts	∅	∅	∅	ɔ	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	2227	ts	∅	∅	∅	ɔ	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	2228	ts	∅	∅	∅	ɔ	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3183	2221	ɔ	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2222	ɔu	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2223	ou	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2224	u	ts	∅	∅	³¹	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							2225	ɔ	ts	∅	∅	³²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2226	ɔ	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2227	ɔ	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2228	ɔ	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3183	2221	⁴²	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2222	⁴²	ɔu	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2223	⁴²	ou	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2224	³¹	u	ts	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							2225	³²	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2226	⁴²	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2227	⁴²	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2228	⁴²	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	3184	2229	ʂ	∅	∅	∅	ɯ	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2230	sʰ	∅	∅	∅	ɯ	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2231	s	∅	∅	∅	ɯ	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2232	s	∅	∅	∅	ɯ	⁴⁴	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2233	ɕ	∅	∅	∅	i	⁵⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2234	s	∅	∅	∅	ɯ	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2235	s	∅	∅	∅	ou	³³	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	2236	s	∅	∅	∅	ɯ	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	2237	s	∅	∅	∅	ɯ	³³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3184	2229	ɯ	ʂ	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2230	ɯ	sʰ	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2231	ɯ	s	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2232	ɯ	s	∅	∅	⁴⁴	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2233	i	ɕ	∅	∅	⁵⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2234	ɯ	s	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2235	ou	s	∅	∅	³³	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2236	ɯ	s	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	2237	ɯ	s	∅	∅	³³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3184	2229	³³	ɯ	ʂ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2230	³³	ɯ	sʰ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2231	³³	ɯ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2232	⁴⁴	ɯ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2233	⁵⁵	i	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2234	³³	ɯ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2235	³³	ou	s	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2236	³³	ɯ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	2237	³³	ɯ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	3210	2238	ts	∅	∅	∅	ɿ	²¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	2239	ts	∅	∅	∅	ɿ	²¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	2240	ts	∅	∅	∅	ɛ	²¹	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅																																													2241	ts	∅	∅	∅	ɿ	²¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							2242	dz	∅	∅	∅	ɿ	²¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	2243	ts	∅	∅	∅	ɿ	²¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	3210	2238	ɿ	ts	∅	∅	²¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2239	ɿ	ts	∅	∅	²¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2240	ɛ	ts	∅	∅	²¹	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													2241	ɿ	ts	∅	∅	²¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							2242	ɿ	dz	∅	∅	²¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	2243	ɿ	ts	∅	∅	²¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	3210	2238	²¹	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2239	²¹	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2240	²¹	ɛ	ts	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													2241	²¹	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							2242	²¹	ɿ	dz	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	2243	²¹	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	3211	2244	tʰ	∅	∅	∅	i	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	2245	tʰ	∅	∅	∅	e	³⁵	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	2246	tʰ	∅	∅	∅	i	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																													2247	tʰ	∅	∅	∅	i	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	2248	tʰ	∅	∅	∅	e	⁵⁵	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	2249	tʰ	∅	∅	∅	i	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	2250	tʰ	∅	∅	∅	ɯ	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
