index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
2	0.6667	2	0.6667	1362	498	u	x	∅	∅	⁴⁴	∅	∅	Y	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	499	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	500	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	501	u	x	∅	∅	³³	∅	∅	Y	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							502	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	503	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							504	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1362	498	⁴⁴	u	x	∅	∅	∅	∅	_	Y	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	499	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	500	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	501	³³	u	x	∅	∅	∅	∅	_	Y	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							502	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	503	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							504	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.5000	2	1.0000	1363	505	u	∅	∅	∅	⁵⁵	∅	∅	Y	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																																													506	u	∅	∅	∅	⁵⁵	∅	∅	Y	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																																																																																																														
2	1.0000	1	0.5000	1363	505	⁵⁵	u	∅	∅	∅	∅	∅	_	Y	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																																													506	⁵⁵	u	∅	∅	∅	∅	∅	_	Y	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	1365																																													507	v	∅	∅	∅	ɤ	⁵⁵	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							508	v	∅	∅	∅	ɤ	⁵⁵	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	509	ŋ	∅	∅	∅	ɤ	³⁵	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	510	-	∅	∅	∅	ɛ	³⁵	∅	_	∅	∅	∅	E	_	∅	0	∅	∅	∅	7	0	∅																							511	v	∅	∅	∅	ɤ	³⁵	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1365																																													507	ɤ	v	∅	∅	⁵⁵	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							508	ɤ	v	∅	∅	⁵⁵	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	509	ɤ	ŋ	∅	∅	³⁵	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	510	ɛ	-	∅	∅	³⁵	∅	∅	E	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																							511	ɤ	v	∅	∅	³⁵	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1365																																													507	⁵⁵	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							508	⁵⁵	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	509	³⁵	ɤ	ŋ	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	510	³⁵	ɛ	-	∅	∅	∅	∅	_	E	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																							511	³⁵	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	1441	512	tʰ	∅	∅	∅	j	ɔ	⁵⁵	T	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0																																																																																									513	tʰ	∅	∅	∅	j	ɔ	⁵⁵	T	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0																							514	tʰ	∅	∅	∅	j	ɔ	⁵⁵	T	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0																						
2	0.5000	3	0.7500	1441	512	j	tʰ	∅	∅	ɔ	⁵⁵	∅	J	T	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																																																																																									513	j	tʰ	∅	∅	ɔ	⁵⁵	∅	J	T	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																							514	j	tʰ	∅	∅	ɔ	⁵⁵	∅	J	T	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	1441	512	ɔ	j	tʰ	∅	⁵⁵	∅	∅	U	J	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																																									513	ɔ	j	tʰ	∅	⁵⁵	∅	∅	U	J	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							514	ɔ	j	tʰ	∅	⁵⁵	∅	∅	U	J	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	1441	512	⁵⁵	ɔ	j	tʰ	∅	∅	∅	_	U	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																																									513	⁵⁵	ɔ	j	tʰ	∅	∅	∅	_	U	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅																							514	⁵⁵	ɔ	j	tʰ	∅	∅	∅	_	U	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅																						
1	0.3333	3	1.0000	1442	515	v	∅	∅	∅	ɤ	³¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																									516	v	∅	∅	∅	ɤ	³¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							517	v	∅	∅	∅	ɤ	³¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	518	v	∅	∅	∅	ɤ	³¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1442	515	ɤ	v	∅	∅	³¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									516	ɤ	v	∅	∅	³¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							517	ɤ	v	∅	∅	³¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	518	ɤ	v	∅	∅	³¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1442	515	³¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									516	³¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							517	³¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	518	³¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1443																							519	t	∅	∅	∅	a	⁴²	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	520	t	∅	∅	∅	a	⁴²	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	521	t	∅	∅	∅	a	⁴²	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	522	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							523	t	∅	∅	∅	a	⁴²	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1443																							519	a	t	∅	∅	⁴²	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	520	a	t	∅	∅	⁴²	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	521	a	t	∅	∅	⁴²	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	522	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							523	a	t	∅	∅	⁴²	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1443																							519	⁴²	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	520	⁴²	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	521	⁴²	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	522	⁴⁴	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							523	⁴²	a	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	1444																							524	k	∅	∅	∅	ɔu	³³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	525	k	∅	∅	∅	o	³³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	526	k	∅	∅	∅	o	⁴⁴	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	527	k	∅	∅	∅	ɔ	³³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							528	k	∅	∅	∅	ɔu	³³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							529	tɕʰ	∅	∅	∅	ɔ	⁵⁵	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1444																							524	ɔu	k	∅	∅	³³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	525	o	k	∅	∅	³³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	526	o	k	∅	∅	⁴⁴	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	527	ɔ	k	∅	∅	³³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							528	ɔu	k	∅	∅	³³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							529	ɔ	tɕʰ	∅	∅	⁵⁵	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1444																							524	³³	ɔu	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	525	³³	o	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	526	⁴⁴	o	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	527	³³	ɔ	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							528	³³	ɔu	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							529	⁵⁵	ɔ	tɕʰ	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.2500	4	1.0000	1460	530	m	∅	∅	∅	j	ɛ	⁴²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0	531	m	∅	∅	∅	j	ɛ	⁴²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0	532	m	∅	∅	∅	j	ɛ	⁴²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0	533	m	∅	∅	∅	j	ɛ	⁴²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0																							534	m	∅	∅	∅	j	ɛ	³²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0																																													535	m	∅	∅	∅	j	ɛ	⁴²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	1460	530	j	m	∅	∅	ɛ	⁴²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅	531	j	m	∅	∅	ɛ	⁴²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅	532	j	m	∅	∅	ɛ	⁴²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅	533	j	m	∅	∅	ɛ	⁴²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅																							534	j	m	∅	∅	ɛ	³²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅																																													535	j	m	∅	∅	ɛ	⁴²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅
3	0.7500	2	0.5000	1460	530	ɛ	j	m	∅	⁴²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅	531	ɛ	j	m	∅	⁴²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅	532	ɛ	j	m	∅	⁴²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅	533	ɛ	j	m	∅	⁴²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																							534	ɛ	j	m	∅	³²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																													535	ɛ	j	m	∅	⁴²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅
4	1.0000	1	0.2500	1460	530	⁴²	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅	531	⁴²	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅	532	⁴²	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅	533	⁴²	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																							534	³²	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																																													535	⁴²	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅
1	0.3333	3	1.0000	1462	536	x	∅	∅	∅	ɯ	⁴⁴	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																																																																									537	x	∅	∅	∅	ɯ	⁴⁴	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	538	x	∅	∅	∅	ou	⁴⁴	∅	G	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	539	x	∅	∅	∅	ɯ	⁴⁴	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	540	x	∅	∅	∅	ɯ	⁴⁴	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1462	536	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									537	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	538	ou	x	∅	∅	⁴⁴	∅	∅	U	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	539	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	540	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1462	536	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									537	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	538	⁴⁴	ou	x	∅	∅	∅	∅	_	U	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	539	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	540	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1484																																													541	ɕ	∅	∅	∅	ɛ	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																									542	ɕ	∅	∅	∅	ɛ	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1484																																													541	ɛ	ɕ	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									542	ɛ	ɕ	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1484																																													541	⁴⁴	ɛ	ɕ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									542	⁴⁴	ɛ	ɕ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																						
1	0.5000	2	1.0000	1494	543	a	∅	∅	∅	³¹	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																																																																																									544	a	∅	∅	∅	³¹	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																							545	a	∅	∅	∅	³¹	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅	546	a	∅	∅	∅	³¹	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅
2	1.0000	1	0.5000	1494	543	³¹	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																																																																																									544	³¹	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																							545	³¹	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅	546	³¹	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅
1	0.3333	3	1.0000	1518	547	ts	∅	∅	∅	ɔ	³³	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	548	ts	∅	∅	∅	ɔ	³³	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	549	ts	∅	∅	∅	õ	³³	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	550	ts	∅	∅	∅	õ	³³	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅	551	z	∅	∅	∅	ɔ̃	³³	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅																							552	z	∅	∅	∅	ã	³³	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅	553	dz	∅	∅	∅	ɔ	³³	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1518	547	ɔ	ts	∅	∅	³³	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	548	ɔ	ts	∅	∅	³³	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	549	õ	ts	∅	∅	³³	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	550	õ	ts	∅	∅	³³	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	551	ɔ̃	z	∅	∅	³³	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							552	ã	z	∅	∅	³³	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	553	ɔ	dz	∅	∅	³³	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1518	547	³³	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	548	³³	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	549	³³	õ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	550	³³	õ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	551	³³	ɔ̃	z	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							552	³³	ã	z	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	553	³³	ɔ	dz	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1522																																																																																																																																																											554	ɕ	∅	∅	∅	ɛ	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	555	s	∅	∅	∅	e	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1522																																																																																																																																																											554	ɛ	ɕ	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	555	e	s	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1522																																																																																																																																																											554	⁴⁴	ɛ	ɕ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	555	⁴⁴	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
