COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
431-7							kʰ i
1298-7							o ʊ b u l
929-7							ʊ ɜ ŋ k i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɜ ɜ
836-7							m i
1644-7							b u s̪ t̪ r̪ i ŋ
547-7							ɑ t̪ ɑ
1048-7							k ɜ k ɑ
1692-7							pʰ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							b r̪
661-7							b o ŋ o
413-7							ʊ ɜ q
996-7							d̪ʲ ɜ n̪
1012-7							t̪ r̪ o b ɜ ɾ
181-7							pʰ i ʊ o
1660-7							g u n̪ d ɛ
1440-7							d̪ i r̪ i ŋ
1652-7							l o
1037-7							s̪ ȵ gʲ ŋ ɜ
677-7							ɜ ɜ m o
1561-7							ɕ ʊ r̪ r̪ ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ i ŋ m o
1247-7							u ɜ t̪
391-7							g ɑ ɜ m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɜ q r̪ i ŋ
253-7							u o ɜ o
1282-7							u n̪ ɛ
812-7							j ɑ ŋ m o
245-7							t̪ʰ u r̪ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ p o
1065-7							u i k
1504-7							ȵ i s̪
1432-7							s̪ u m
634-7							b ʊ i
1255-7							t̪ r̪ u k
488-7							ʊ gʲ ʊ t̪
1004-7							ɾ g g
506-7							u u s̪ u i k
1488-7							u o ŋ ɜ s̪
1496-7							ȵ i ɕ u
1073-7							b gʲ ɜ
1617-7							s̪ u
1569-7							u i
1593-7							g ɑ ɾ
1585-7							n̪ ɑ m
759-7							ɑ m
1415-7							d̪ o
1215-7							o q s̪ ɑ o q s̪
422-7							l o ɜ s̪ o
310-7							õ ɜ q s̪
189-7							g ɑ ŋ m ɑ
25-7							β̞ o s̪
9-7							l̪ t̪ o k s̪
57-7							t̪ʰ s̪ s̪
17-7							s̪ k o m s̪
