COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1-15															ʔ ou̯	
386-15															a ou̯ ʔ	
1027-15															g a ʔ	
2077-15															m a h	
1459-15															g l ʔ	
1323-15															əɯ̯	
1859-16																ŋ ɛː
175-16																ɲ a
241-16																ʔ u ʔ
2163-16																v t n
2181-16																n a m
2060-16																ʔ ɨ m
410-16																t n
1841-16																m ɔ
2017-16																h ei̯
1004-16																f aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																k ɔ ʔ
872-16																n ɨ ŋ
1891-16																t aː
68-16																s ui̯ m
631-16																b l n
594-16																g aː
1759-16																h a ɲ
805-16																g ɨ ɲ
756-16																h e ʔ
1201-16																m v ʔ
2042-16																ʔ a
1968-16																t a ʔ
2000-16																ə aː ŋ
17-16																v ɛ ʔ
4-16																ɔ əː m
788-16																t ɛː
1219-16																h ui̯ m
141-16																ʔ aː ŋ
541-16																b r j a ŋ
1687-16																h t n
123-16																ɔ aː m
1652-16																f a ɲ
576-16																ŋ ɔ
1738-16																t a ŋ
442-16																h o m
368-16																f j a ŋ
1778-16																p ɛ ʔ
957-16																n a p
1704-16																ʔ iː ʔ
304-16																j ɔ m
1796-16																f ɔ ŋ
720-16																t a h
287-16																k a p
321-16																g ə h
206-16																t ou̯ ʔ
1950-16																ʔ ɨ
665-16																ɔ o n
703-16																n ou̯ ʔ
1290-16																m ʔ
1391-16																k ɔ ʔ
269-16																g a t
855-16																f a n
2078-16																s a
2213-16																m ɛː
1858-16																s a
1151-16																g j a
737-16																p ə t
340-16																ʔ a
1111-16																s ɛː
485-16																ŋ n
1356-16																m u h
1063-16																t ei̯ m
648-16																t l ɲ
223-16																g ɔ n
1248-16																f
1509-16																t ei̯ ɲ
2130-16																s iː
1-16																ʔ ei̯
386-16																j ou̯ ʔ
1411-16																ʔ t
1027-16																g ɛ ʔ
2077-16																m a h
1459-16																g l ʔ
1323-16																əɯ̯
