ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
350	15_caer	fall (v.)	Ngabere	Ngäbere	nɤtɤ	nɤtɤ	n ɤ t ɤ	ngab1239	8.83	-82.39	Chibcha	188
351	15_caer	fall (v.)	Buglere	Buglere	hãɪ̃́	hãɪ̃́	h ã ɪ̃́/ɪ̃	bugl1243	8.58	-81.26	Chibcha	189
352	15_caer	fall (v.)	Dorasque	Dorasque	dudiglá	dudiglá	d u d i g l á/a	dora1242	8.57	-82.38	Chibcha	190
353	15_caer	fall (v.)	SanBlasKuna	San Blas Kuna	aɾkwanne	aɾkwanne	a ɾ k w a n e	sanb1242	9.16	-78.31	Chibcha	191
354	15_caer	fall (v.)	Cogui	Cogui	'pen	'pen	'p/p e n	cogu1240	10.95	-73.80	Chibcha	192
355	15_caer	fall (v.)	Arhuaco	Arhuaco	'waʔn	'waʔn	'w/w a ʔ n	arhu1242	10.70	-73.64	Chibcha	193
356	15_caer	fall (v.)	Malayo	Malayo	ʃeʒ	ʃeʒ	ʃ e ʒ	mala1522	10.93	-73.42	Chibcha	194
357	15_caer	fall (v.)	Chimila	Chimila	'kutti	'kutti	'k/k u t i	chim1309	10.19	-74.26	Chibcha	195
358	15_caer	fall (v.)	Chibcha	Chibcha	ma	ma	m a	chib1270	6.25	-74.17	Chibcha	196
359	15_caer	fall (v.)	CentralTunebo	Central Tunebo	tih'kan	tih'kan	t i h 'k/k a n	cent2150	6.89	-72.09	Chibcha	197
360	15_caer	fall (v.)	Bari	Barí	sinakai	sinakai	s i n a k a i	bari1297	9.08	-72.94	Chibcha	198
1245	53_lejos	far	LencaSalvador	Lenca-Salvador	kota	kota	k o t a	lenc1242	13.56	-87.50	Lencan	657
1246	53_lejos	far	LencaHonduras	Lenca-Honduras	kota	kota	k o t a	lenc1243	13.67	-88.11	Lencan	657
1247	53_lejos	far	Cacaopera	Cacaopera	ataptika	ataptika	a t a p t i k a	caca1247	13.74	-88.11	Misumalpam	658
1248	53_lejos	far	Mayangna	Mayangna	nai	nai	n a i	maya1285	14.13	-84.34	Misumalpam	659
1249	53_lejos	far	Ulwa	Ulwa	bai	bai	b a i	ulwa1239	12.93	-83.58	Misumalpam	660
1250	53_lejos	far	Miskito	Mískito	lajhura	lajhura	l a j h u r a	misk1235	15.16	-84.29	Misumalpam	659
1251	53_lejos	far	Pech	Pech	kã:ɾà	kã:ɾà	k ãː ɾ à/a	pech1241	15.80	-85.56	Chibcha	661
1252	53_lejos	far	Rama	Rama	naɾbik	naɾbik	n a ɾ b i k	rama1270	11.50	-83.86	Chibcha	662
1253	53_lejos	far	MalekuJaika	Maléku Jaíka	kartau:ni	kartau:ni	k a r t a uː n i	male1297	10.75	-84.73	Chibcha	661
1254	53_lejos	far	Boruca	Boruca	káuìk	káuìk	k á/a u ì/i k	boru1252	8.88	-83.21	Chibcha	663
1255	53_lejos	far	Bribri	Bribri	kã̂bĩ̌	kã̂bĩ̌	k ã̂/ã b ĩ̌/ĩ	brib1243	9.40	-83.05	Chibcha	664
1256	53_lejos	far	Cabecar	Cabécar	kãbĩ̂ĩ̂	kãbĩ̂ĩ̂	k ã b ĩ̂/ĩ ĩ̂/ĩ	cabe1245	9.67	-83.41	Chibcha	664
1257	53_lejos	far	Teribe	Teribe	ɸòla	ɸòla	ɸ ò/o l a	teri1250	9.06	-82.96	Chibcha	665
1258	53_lejos	far	Ngabere	Ngäbere	mẽte	mẽte	m ẽ t e	ngab1239	8.83	-82.39	Chibcha	666
1259	53_lejos	far	Buglere	Buglere	bate	bate	b a t e	bugl1243	8.58	-81.26	Chibcha	666
1260	53_lejos	far	Dorasque	Dorasque	héppe	héppe	h é/e p e	dora1242	8.57	-82.38	Chibcha	667
1261	53_lejos	far	SanBlasKuna	San Blas Kuna	panna	panna	p a n a	sanb1242	9.16	-78.31	Chibcha	666
1262	53_lejos	far	Cogui	Cogui	male'zenka	male'zenka	m a l e 'z/z e n k a	cogu1240	10.95	-73.80	Chibcha	668
1263	53_lejos	far	Arhuaco	Arhuaco	'peikɨ	'peikɨ	'p/p e i k ɨ	arhu1242	10.70	-73.64	Chibcha	669
1264	53_lejos	far	Malayo	Malayo	ma'ɾaʒanekka	ma'ɾaʒanekka	m 'a/a ɾ a ʒ a n e k a	mala1522	10.93	-73.42	Chibcha	668
1265	53_lejos	far	Chimila	Chimila	matta	matta	m a t a	chim1309	10.19	-74.26	Chibcha	666
1266	53_lejos	far	Chibcha	Chibcha	ahuen maɣue	ahuen maɣue	a h u e n + m a ɣ u e	chib1270	6.25	-74.17	Chibcha	670
1267	53_lejos	far	CentralTunebo	Central Tunebo	bi'ɾa	bi'ɾa	b i 'ɾ/ɾ a	cent2150	6.89	-72.09	Chibcha	671
1268	53_lejos	far	Bari	Barí	ittikkiɲa	ittikkiɲa	i t i k i ɲ a	bari1297	9.08	-72.94	Chibcha	672
49	3_amarrar	fasten	LencaSalvador	Lenca-Salvador	waɾ	waɾ	w a ɾ	lenc1242	13.56	-87.50	Lencan	23
50	3_amarrar	fasten	LencaHonduras	Lenca-Honduras	kup	kup	k u p	lenc1243	13.67	-88.11	Lencan	24
51	3_amarrar	fasten	Cacaopera	Cacaopera	wiri	wiri	w i r i	caca1247	13.74	-88.11	Misumalpam	23
52	3_amarrar	fasten	Mayangna	Mayangna	sit	sit	s i t	maya1285	14.13	-84.34	Misumalpam	25
53	3_amarrar	fasten	Ulwa	Ulwa	sit	sit	s i t	ulwa1239	12.93	-83.58	Misumalpam	25
54	3_amarrar	fasten	Miskito	Mískito	wilk	wilk	w i l k	misk1235	15.16	-84.29	Misumalpam	23
55	3_amarrar	fasten	Pech	Pech	tìk	tìk	t ì/i k	pech1241	15.80	-85.56	Chibcha	26
56	3_amarrar	fasten	Rama	Rama	aŋais	aŋais	a ŋ a i s	rama1270	11.50	-83.86	Chibcha	27
57	3_amarrar	fasten	MalekuJaika	Maléku Jaíka	kera:	kera:	k e r aː	male1297	10.75	-84.73	Chibcha	28
58	3_amarrar	fasten	Boruca	Boruca	íŋ	íŋ	í/i ŋ	boru1252	8.88	-83.21	Chibcha	29
59	3_amarrar	fasten	Bribri	Bribri	bõ	bõ	b õ	brib1243	9.40	-83.05	Chibcha	30
60	3_amarrar	fasten	Cabecar	Cabécar	bõ	bõ	b õ	cabe1245	9.67	-83.41	Chibcha	30
61	3_amarrar	fasten	Teribe	Teribe	ɸɺík	ɸɺík	ɸ ɺ í/i k	teri1250	9.06	-82.96	Chibcha	31
62	3_amarrar	fasten	Ngabere	Ngäbere	mɔgete	mɔgete	m ɔ g e t e	ngab1239	8.83	-82.39	Chibcha	32
63	3_amarrar	fasten	Buglere	Buglere	kagã	kagã	k a g ã	bugl1243	8.58	-81.26	Chibcha	33
64	3_amarrar	fasten	Dorasque	Dorasque	bui	bui	b u i	dora1242	8.57	-82.38	Chibcha	30
65	3_amarrar	fasten	SanBlasKuna	San Blas Kuna	e-tinne	e-tinne	e + t i n e	sanb1242	9.16	-78.31	Chibcha	34
66	3_amarrar	fasten	Cogui	Cogui	aka-lihi	aka-lihi	a k a + l i h i	cogu1240	10.95	-73.80	Chibcha	34
67	3_amarrar	fasten	Arhuaco	Arhuaco	'aʔdʒ	'aʔdʒ	'a/a ʔ dʒ	arhu1242	10.70	-73.64	Chibcha	35
68	3_amarrar	fasten	Malayo	Malayo	ɾinʒii	ɾinʒii	ɾ i n ʒ i i	mala1522	10.93	-73.42	Chibcha	34
69	3_amarrar	fasten	Chimila	Chimila	sikke	sikke	s i k e	chim1309	10.19	-74.26	Chibcha	25
70	3_amarrar	fasten	Chibcha	Chibcha	kamɨ	kamɨ	k a m ɨ	chib1270	6.25	-74.17	Chibcha	36
71	3_amarrar	fasten	CentralTunebo	Central Tunebo	ke'ta	ke'ta	k e 't/t a	cent2150	6.89	-72.09	Chibcha	28
72	3_amarrar	fasten	Bari	Barí	ju	ju	j u	bari1297	9.08	-72.94	Chibcha	37
1794	76_padre	father	LencaSalvador	Lenca-Salvador	t'ani	t'ani	t 'a/a n i	lenc1242	13.56	-87.50	Lencan	964
1795	76_padre	father	LencaHonduras	Lenca-Honduras	papa	papa	p a p a	lenc1243	13.67	-88.11	Lencan	965
1796	76_padre	father	Cacaopera	Cacaopera	wapa	wapa	w a p a	caca1247	13.74	-88.11	Misumalpam	965
1797	76_padre	father	Mayangna	Mayangna	papaŋ	papaŋ	p a p a ŋ	maya1285	14.13	-84.34	Misumalpam	965
1798	76_padre	father	Ulwa	Ulwa	papaŋ	papaŋ	p a p a ŋ	ulwa1239	12.93	-83.58	Misumalpam	965
1799	76_padre	father	Miskito	Mískito	ajsa	ajsa	a j s a	misk1235	15.16	-84.29	Misumalpam	966
1800	76_padre	father	Pech	Pech	tù:s	tù:s	t ùː/uː s	pech1241	15.80	-85.56	Chibcha	967
1801	76_padre	father	Rama	Rama	tuŋ	tuŋ	t u ŋ	rama1270	11.50	-83.86	Chibcha	967
1802	76_padre	father	MalekuJaika	Maléku Jaíka	sa	sa	s a	male1297	10.75	-84.73	Chibcha	968
1803	76_padre	father	Boruca	Boruca	dʒèbèxt	dʒèbèxt	dʒ è/e b è/e x t	boru1252	8.88	-83.21	Chibcha	969
1804	76_padre	father	Bribri	Bribri	dʒɪ̂	dʒɪ̂	dʒ ɪ̂/ɪ	brib1243	9.40	-83.05	Chibcha	970
1805	76_padre	father	Cabecar	Cabécar	kákà	kákà	k á/a k à/a	cabe1245	9.67	-83.41	Chibcha	971
1806	76_padre	father	Teribe	Teribe	kʰók	kʰók	kʰ ó/o k	teri1250	9.06	-82.96	Chibcha	971
1807	76_padre	father	Ngabere	Ngäbere	rɯ̃	rɯ̃	r ɯ̃	ngab1239	8.83	-82.39	Chibcha	972
1808	76_padre	father	Buglere	Buglere	ɲenu	ɲenu	ɲ e n u	bugl1243	8.58	-81.26	Chibcha	973
1809	76_padre	father	Dorasque	Dorasque	su	su	s u	dora1242	8.57	-82.38	Chibcha	974
1810	76_padre	father	SanBlasKuna	San Blas Kuna	papa	papa	p a p a	sanb1242	9.16	-78.31	Chibcha	965
1811	76_padre	father	Cogui	Cogui	'hate	'hate	'h/h a t e	cogu1240	10.95	-73.80	Chibcha	975
1812	76_padre	father	Arhuaco	Arhuaco	'kakɨ	'kakɨ	'k/k a k ɨ	arhu1242	10.70	-73.64	Chibcha	971
1813	76_padre	father	Malayo	Malayo	ade	ade	a d e	mala1522	10.93	-73.42	Chibcha	975
1814	76_padre	father	Atanque	Atanque	káke	káke	k á/a k e	kank1244	10.75	-73.36	Chibcha	971
1815	76_padre	father	Chimila	Chimila	dʒiaw	dʒiaw	dʒ i a w	chim1309	10.19	-74.26	Chibcha	976
1816	76_padre	father	Chibcha	Chibcha	paβa	paβa	p a β a	chib1270	6.25	-74.17	Chibcha	977
1817	76_padre	father	CentralTunebo	Central Tunebo	te'ta	te'ta	t e 't/t a	cent2150	6.89	-72.09	Chibcha	978
1818	76_padre	father	Bari	Barí	taikda	taikda	t a i k d a	bari1297	9.08	-72.94	Chibcha	978
2009	85_pluma	feather	LencaSalvador	Lenca-Salvador	ʃumah	ʃumah	ʃ u m a h	lenc1242	13.56	-87.50	Lencan	1080
2010	85_pluma	feather	LencaHonduras	Lenca-Honduras	suk	suk	s u k	lenc1243	13.67	-88.11	Lencan	1080
2011	85_pluma	feather	Cacaopera	Cacaopera	diju	diju	d i j u	caca1247	13.74	-88.11	Misumalpam	1081
2012	85_pluma	feather	Mayangna	Mayangna	butu	butu	b u t u	maya1285	14.13	-84.34	Misumalpam	1082
2013	85_pluma	feather	Ulwa	Ulwa	butu	butu	b u t u	ulwa1239	12.93	-83.58	Misumalpam	1082
2014	85_pluma	feather	Miskito	Mískito	taja	taja	t a j a	misk1235	15.16	-84.29	Misumalpam	1083
2015	85_pluma	feather	Pech	Pech	ṹs	ṹs	ṹ/ũ s	pech1241	15.80	-85.56	Chibcha	1084
2016	85_pluma	feather	Rama	Rama	a:bak	a:bak	aː b a k	rama1270	11.50	-83.86	Chibcha	1085
2017	85_pluma	feather	MalekuJaika	Maléku Jaíka	i:ɬa	i:ɬa	iː ɬ a	male1297	10.75	-84.73	Chibcha	1086
2018	85_pluma	feather	Boruca	Boruca	ká	ká	k á/a	boru1252	8.88	-83.21	Chibcha	1087
2019	85_pluma	feather	Bribri	Bribri	kʊ́	kʊ́	k ʊ́/ʊ	brib1243	9.40	-83.05	Chibcha	1087
2020	85_pluma	feather	Cabecar	Cabécar	kʊ́	kʊ́	k ʊ́/ʊ	cabe1245	9.67	-83.41	Chibcha	1087
2021	85_pluma	feather	Teribe	Teribe	zók	zók	z ó/o k	teri1250	9.06	-82.96	Chibcha	1088
2022	85_pluma	feather	Ngabere	Ngäbere	kɔ	kɔ	k ɔ	ngab1239	8.83	-82.39	Chibcha	1087
2023	85_pluma	feather	Buglere	Buglere	ga	ga	g a	bugl1243	8.58	-81.26	Chibcha	1087
2024	85_pluma	feather	Dorasque	Dorasque	shũl	shũl	s h ũ l	dora1242	8.57	-82.38	Chibcha	1080
2025	85_pluma	feather	SanBlasKuna	San Blas Kuna	apsala	apsala	a p s a l a	sanb1242	9.16	-78.31	Chibcha	1089
2026	85_pluma	feather	Cogui	Cogui	gala	gala	g a l a	cogu1240	10.95	-73.80	Chibcha	1089
2027	85_pluma	feather	Arhuaco	Arhuaco	'kwi	'kwi	'k/k w i	arhu1242	10.70	-73.64	Chibcha	1090
2028	85_pluma	feather	Malayo	Malayo	dungɨɾa	dungɨɾa	d u n g ɨ ɾ a	mala1522	10.93	-73.42	Chibcha	1089
2029	85_pluma	feather	Chimila	Chimila	ga:	ga:	g aː	chim1309	10.19	-74.26	Chibcha	1089
2030	85_pluma	feather	Chibcha	Chibcha	ɣaka	ɣaka	ɣ a k a	chib1270	6.25	-74.17	Chibcha	1091
2031	85_pluma	feather	CentralTunebo	Central Tunebo	ana'ɾa	ana'ɾa	a n 'a/a ɾ a	cent2150	6.89	-72.09	Chibcha	1089
2032	85_pluma	feather	Bari	Barí	ãtĩ	ãtĩ	ã t ĩ	bari1297	9.08	-72.94	Chibcha	1092
2033	86_pocos	few	LencaSalvador	Lenca-Salvador	tʃ'iNkira	tʃ'iNkira	tʃ 'i/i n k i r a	lenc1242	13.56	-87.50	Lencan	1093
2034	86_pocos	few	LencaHonduras	Lenca-Honduras	suntia	suntia	s u n t i a	lenc1243	13.67	-88.11	Lencan	1094
2035	86_pocos	few	Cacaopera	Cacaopera	dambaja	dambaja	d a m b a j a	caca1247	13.74	-88.11	Misumalpam	1095
2036	86_pocos	few	Mayangna	Mayangna	wajaki	wajaki	w a j a k i	maya1285	14.13	-84.34	Misumalpam	1096
2037	86_pocos	few	Ulwa	Ulwa	wajakiki	wajakiki	w a j a k i k i	ulwa1239	12.93	-83.58	Misumalpam	1096
2038	86_pocos	few	Miskito	Mískito	ria	ria	r i a	misk1235	15.16	-84.29	Misumalpam	1097
2039	86_pocos	few	Pech	Pech	pò:kmã̀jh	pò:kmã̀jh	p òː/oː k m ã̀/ã j h	pech1241	15.80	-85.56	Chibcha	1098
2040	86_pocos	few	Rama	Rama	paŋsak baik	paŋsak baik	p a ŋ s a k + b a i k	rama1270	11.50	-83.86	Chibcha	1099
2041	86_pocos	few	MalekuJaika	Maléku Jaíka	epe:me taikɬaka:	epe:me taikɬaka:	e p eː m e + t a i k ɬ a k aː	male1297	10.75	-84.73	Chibcha	1100
2042	86_pocos	few	Boruca	Boruca	dòdʒéŋ	dòdʒéŋ	d ò/o dʒ é/e ŋ	boru1252	8.88	-83.21	Chibcha	1101
2043	86_pocos	few	Bribri	Bribri	uã̂uã̂d	uã̂uã̂d	u ã̂/ã u ã̂/ã d	brib1243	9.40	-83.05	Chibcha	1102
2044	86_pocos	few	Cabecar	Cabécar	hũã́hũã́dã̀ɺà	hũã́hũã́dã̀ɺà	h ũ ã́/ã h ũ ã́/ã d ã̀/ã ɺ à/a	cabe1245	9.67	-83.41	Chibcha	1102
2045	86_pocos	few	Teribe	Teribe	tíɾàksò	tíɾàksò	t í/i ɾ à/a k s ò/o	teri1250	9.06	-82.96	Chibcha	1093
2046	86_pocos	few	Ngabere	Ngäbere	bɾaibe	bɾaibe	b ɾ a i b e	ngab1239	8.83	-82.39	Chibcha	1103
2047	86_pocos	few	Buglere	Buglere	bedre	bedre	b e d r e	bugl1243	8.58	-81.26	Chibcha	1104
2048	86_pocos	few	Dorasque	Dorasque	hebbil	hebbil	h e b i l	dora1242	8.57	-82.38	Chibcha	1105
2049	86_pocos	few	SanBlasKuna	San Blas Kuna	itʃekwa	itʃekwa	i tʃ e k w a	sanb1242	9.16	-78.31	Chibcha	1106
2050	86_pocos	few	Cogui	Cogui	nauan'gaba	nauan'gaba	n a u a n 'g/g a b a	cogu1240	10.95	-73.80	Chibcha	1107
2051	86_pocos	few	Arhuaco	Arhuaco	in'gɨ	in'gɨ	i n 'g/g ɨ	arhu1242	10.70	-73.64	Chibcha	1108
2052	86_pocos	few	Malayo	Malayo	'ungwɨzi	'ungwɨzi	'u/u n g w ɨ z i	mala1522	10.93	-73.42	Chibcha	1102
2053	86_pocos	few	Chimila	Chimila	di:saʔaʔsu	di:saʔaʔsu	d iː s a ʔ a ʔ s u	chim1309	10.19	-74.26	Chibcha	1109
2054	86_pocos	few	Chibcha	Chibcha	hitʲɨkɨ	hitʲɨkɨ	h i tʲ ɨ k ɨ	chib1270	6.25	-74.17	Chibcha	1110
2055	86_pocos	few	CentralTunebo	Central Tunebo	'konua	'konua	'k/k o n u a	cent2150	6.89	-72.09	Chibcha	1111
2056	86_pocos	few	Bari	Barí	kobakkani.	kobakkani.	k o b a k a n i	bari1297	9.08	-72.94	Chibcha	1112
935	40_fuego	fire	LencaSalvador	Lenca-Salvador	ik'aN	ik'aN	i k 'a/a n	lenc1242	13.56	-87.50	Lencan	479
936	40_fuego	fire	LencaHonduras	Lenca-Honduras	juka	juka	j u k a	lenc1243	13.67	-88.11	Lencan	479
937	40_fuego	fire	Cacaopera	Cacaopera	lawali	lawali	l a w a l i	caca1247	13.74	-88.11	Misumalpam	480
938	40_fuego	fire	Mayangna	Mayangna	kuh	kuh	k u h	maya1285	14.13	-84.34	Misumalpam	481
939	40_fuego	fire	Ulwa	Ulwa	kuh	kuh	k u h	ulwa1239	12.93	-83.58	Misumalpam	481
940	40_fuego	fire	Miskito	Mískito	pawta	pawta	p a w t a	misk1235	15.16	-84.29	Misumalpam	482
941	40_fuego	fire	Pech	Pech	tã̀jwã́	tã̀jwã́	t ã̀/ã j w ã́/ã	pech1241	15.80	-85.56	Chibcha	483
942	40_fuego	fire	Rama	Rama	abuŋ	abuŋ	a b u ŋ	rama1270	11.50	-83.86	Chibcha	484
943	40_fuego	fire	MalekuJaika	Maléku Jaíka	kue:	kue:	k u eː	male1297	10.75	-84.73	Chibcha	481
944	40_fuego	fire	Boruca	Boruca	dʒìkɾá	dʒìkɾá	dʒ ì/i k ɾ á/a	boru1252	8.88	-83.21	Chibcha	485
945	40_fuego	fire	Bribri	Bribri	bʊ̌uʊ̀	bʊ̌uʊ̀	b ʊ̌/ʊ u ʊ̀/ʊ	brib1243	9.40	-83.05	Chibcha	482
946	40_fuego	fire	Cabecar	Cabécar	dʒʊkʊ́	dʒʊkʊ́	dʒ ʊ k ʊ́/ʊ	cabe1245	9.67	-83.41	Chibcha	479
947	40_fuego	fire	Teribe	Teribe	iʊ̀k	iʊ̀k	i ʊ̀/ʊ k	teri1250	9.06	-82.96	Chibcha	479
948	40_fuego	fire	Ngabere	Ngäbere	ɲukwɔ	ɲukwɔ	ɲ u k w ɔ	ngab1239	8.83	-82.39	Chibcha	479
949	40_fuego	fire	Buglere	Buglere	hita	hita	h i t a	bugl1243	8.58	-81.26	Chibcha	485
950	40_fuego	fire	Dorasque	Dorasque	kebú	kebú	k e b ú/u	dora1242	8.57	-82.38	Chibcha	485
951	40_fuego	fire	SanBlasKuna	San Blas Kuna	so:	so:	s oː	sanb1242	9.16	-78.31	Chibcha	486
952	40_fuego	fire	Cogui	Cogui	gauk'sei	gauk'sei	g a u k 's/s e i	cogu1240	10.95	-73.80	Chibcha	486
953	40_fuego	fire	Arhuaco	Arhuaco	gei	gei	g e i	arhu1242	10.70	-73.64	Chibcha	485
954	40_fuego	fire	Malayo	Malayo	gie	gie	g i e	mala1522	10.93	-73.42	Chibcha	485
955	40_fuego	fire	Chimila	Chimila	pɾi:mu	pɾi:mu	p ɾ iː m u	chim1309	10.19	-74.26	Chibcha	487
956	40_fuego	fire	Chibcha	Chibcha	ɣata	ɣata	ɣ a t a	chib1270	6.25	-74.17	Chibcha	485
957	40_fuego	fire	CentralTunebo	Central Tunebo	'oka	'oka	'o/o k a	cent2150	6.89	-72.09	Chibcha	486
958	40_fuego	fire	Bari	Barí	kane	kane	k a n e	bari1297	9.08	-72.94	Chibcha	488
1889	80_pez	fish (animal)	LencaSalvador	Lenca-Salvador	ʃok'in	ʃok'in	ʃ o k 'i/i n	lenc1242	13.56	-87.50	Lencan	1031
1890	80_pez	fish (animal)	LencaHonduras	Lenca-Honduras	sua	sua	s u a	lenc1243	13.67	-88.11	Lencan	1031
1891	80_pez	fish (animal)	Cacaopera	Cacaopera	jal	jal	j a l	caca1247	13.74	-88.11	Misumalpam	1032
1892	80_pez	fish (animal)	Mayangna	Mayangna	was padini	was padini	w a s + p a d i n i	maya1285	14.13	-84.34	Misumalpam	1033
1893	80_pez	fish (animal)	Ulwa	Ulwa	was padika	was padika	w a s + p a d i k a	ulwa1239	12.93	-83.58	Misumalpam	1033
1894	80_pez	fish (animal)	Miskito	Mískito	inska	inska	i n s k a	misk1235	15.16	-84.29	Misumalpam	1034
1895	80_pez	fish (animal)	Pech	Pech	ùʃã̀	ùʃã̀	ù/u ʃ ã̀/ã	pech1241	15.80	-85.56	Chibcha	1035
1896	80_pez	fish (animal)	Rama	Rama	salpka	salpka	s a l p k a	rama1270	11.50	-83.86	Chibcha	1036
1897	80_pez	fish (animal)	MalekuJaika	Maléku Jaíka	muɬu:	muɬu:	m u ɬ uː	male1297	10.75	-84.73	Chibcha	1037
1898	80_pez	fish (animal)	Boruca	Boruca	ùŋ	ùŋ	ù/u ŋ	boru1252	8.88	-83.21	Chibcha	1035
1899	80_pez	fish (animal)	Bribri	Bribri	dibã́	dibã́	d i b ã́/ã	brib1243	9.40	-83.05	Chibcha	1038
1900	80_pez	fish (animal)	Cabecar	Cabécar	dibã̀	dibã̀	d i b ã̀/ã	cabe1245	9.67	-83.41	Chibcha	1038
1901	80_pez	fish (animal)	Teribe	Teribe	mà	mà	m à/a	teri1250	9.06	-82.96	Chibcha	1035
1902	80_pez	fish (animal)	Ngabere	Ngäbere	gwa	gwa	g w a	ngab1239	8.83	-82.39	Chibcha	1035
1903	80_pez	fish (animal)	Buglere	Buglere	ŋwe	ŋwe	ŋ w e	bugl1243	8.58	-81.26	Chibcha	1035
1904	80_pez	fish (animal)	Dorasque	Dorasque	kisi	kisi	k i s i	dora1242	8.57	-82.38	Chibcha	1039
1905	80_pez	fish (animal)	SanBlasKuna	San Blas Kuna	ua	ua	u a	sanb1242	9.16	-78.31	Chibcha	1035
1906	80_pez	fish (animal)	Cogui	Cogui	ũa	ũa	ũ a	cogu1240	10.95	-73.80	Chibcha	1035
1907	80_pez	fish (animal)	Arhuaco	Arhuaco	'wakɨ	'wakɨ	'w/w a k ɨ	arhu1242	10.70	-73.64	Chibcha	1035
1908	80_pez	fish (animal)	Malayo	Malayo	waka	waka	w a k a	mala1522	10.93	-73.42	Chibcha	1035
1909	80_pez	fish (animal)	Chimila	Chimila	wa:ŋgɾa:ʔ	wa:ŋgɾa:ʔ	w aː ŋ g ɾ aː ʔ	chim1309	10.19	-74.26	Chibcha	1035
1910	80_pez	fish (animal)	Chibcha	Chibcha	ɣua	ɣua	ɣ u a	chib1270	6.25	-74.17	Chibcha	1035
1911	80_pez	fish (animal)	CentralTunebo	Central Tunebo	'ɾiʔ 'ɾuwa	'ɾiʔ 'ɾuwa	'ɾ/ɾ i ʔ + 'ɾ/ɾ u w a	cent2150	6.89	-72.09	Chibcha	1040
1912	80_pez	fish (animal)	Bari	Barí	tai.	tai.	t a i	bari1297	9.08	-72.94	Chibcha	1041
505	22_cinco	five	LencaSalvador	Lenca-Salvador	ts'aj	ts'aj	t s 'a/a j	lenc1242	13.56	-87.50	Lencan	276
506	22_cinco	five	LencaHonduras	Lenca-Honduras	saj	saj	s a j	lenc1243	13.67	-88.11	Lencan	276
507	22_cinco	five	Cacaopera	Cacaopera	dukan panaka	dukan panaka	d u k a n + p a n a k a	caca1247	13.74	-88.11	Misumalpam	277
508	22_cinco	five	Mayangna	Mayangna	sinka	sinka	s i n k a	maya1285	14.13	-84.34	Misumalpam	278
509	22_cinco	five	Ulwa	Ulwa	sinka	sinka	s i n k a	ulwa1239	12.93	-83.58	Misumalpam	278
510	22_cinco	five	Miskito	Mískito	matsip	matsip	m a t s i p	misk1235	15.16	-84.29	Misumalpam	279
511	22_cinco	five	Pech	Pech	ṍki	ṍki	ṍ/õ k i	pech1241	15.80	-85.56	Chibcha	280
512	22_cinco	five	Rama	Rama	kwikistaɾ	kwikistaɾ	k w i k i s t a ɾ	rama1270	11.50	-83.86	Chibcha	281
513	22_cinco	five	MalekuJaika	Maléku Jaíka	otiŋ	otiŋ	o t i ŋ	male1297	10.75	-84.73	Chibcha	282
514	22_cinco	five	Boruca	Boruca	ʃìskáŋ	ʃìskáŋ	ʃ ì/i s k á/a ŋ	boru1252	8.88	-83.21	Chibcha	283
515	22_cinco	five	Bribri	Bribri	skẽ	skẽ	s k ẽ	brib1243	9.40	-83.05	Chibcha	283
516	22_cinco	five	Cabecar	Cabécar	skẽ	skẽ	s k ẽ	cabe1245	9.67	-83.41	Chibcha	283
517	22_cinco	five	Teribe	Teribe	ʃkíŋ	ʃkíŋ	ʃ k í/i ŋ	teri1250	9.06	-82.96	Chibcha	283
518	22_cinco	five	Ngabere	Ngäbere	ɾike	ɾike	ɾ i k e	ngab1239	8.83	-82.39	Chibcha	283
519	22_cinco	five	Buglere	Buglere	tiga	tiga	t i g a	bugl1243	8.58	-81.26	Chibcha	283
520	22_cinco	five	Dorasque	Dorasque	male	male	m a l e	dora1242	8.57	-82.38	Chibcha	284
521	22_cinco	five	SanBlasKuna	San Blas Kuna	attale	attale	a t a l e	sanb1242	9.16	-78.31	Chibcha	285
522	22_cinco	five	Cogui	Cogui	ha'tʃigua	ha'tʃigua	h a 't/t ʃ i g u a	cogu1240	10.95	-73.80	Chibcha	282
523	22_cinco	five	Arhuaco	Arhuaco	a'sewa	a'sewa	'a/a s e w a	arhu1242	10.70	-73.64	Chibcha	282
524	22_cinco	five	Malayo	Malayo	əhtʃigua	əhtʃigua	ə h tʃ i g u a	mala1522	10.93	-73.42	Chibcha	282
525	22_cinco	five	Chimila	Chimila	dʒe:mekenta	dʒe:mekenta	dʒ eː m e k e n t a	chim1309	10.19	-74.26	Chibcha	286
526	22_cinco	five	Chibcha	Chibcha	hɨtska	hɨtska	h ɨ t s k a	chib1270	6.25	-74.17	Chibcha	282
527	22_cinco	five	CentralTunebo	Central Tunebo	e'sia	e'sia	e 's/s i a	cent2150	6.89	-72.09	Chibcha	282
528	22_cinco	five	Bari	Barí	koba	koba	k o b a	bari1297	9.08	-72.94	Chibcha	287
1985	84_piojo	flea	LencaSalvador	Lenca-Salvador	tem	tem	t e m	lenc1242	13.56	-87.50	Lencan	1076
1986	84_piojo	flea	LencaHonduras	Lenca-Honduras	tem	tem	t e m	lenc1243	13.67	-88.11	Lencan	1076
