COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
6899-4				ⁿd j a ŋ ¹												
7081-4				ⁿd a ¹												
4090-4				ⁿd a m ¹												
2197-4				h aː m ¹												
3352-4				t a ¹												
3892-4				s a t ¹												
1071-4				k aː m ¹												
10313-4				l ai ¹												
2671-4				ⁿd j a t ¹												
5502-4				f a k ¹												
7382-4				ⁿd a n ¹												
932-4				ⁿd a ŋ ¹												
533-4				l ai ¹												
4159-4				f a ¹												
2804-4				n aː k ¹												
5451-4				h o ¹												
5773-4				ʔ a ¹												
6933-4				ʔ a ¹												
4657-4				ʔ a ¹												
4658-4				pʰ j a m ¹												
6966-4				h o ¹												
5351-4				s a ¹												
4073-4				ⁿd a ¹												
2163-4				ⁿd j a ŋ ¹												
1121-4				f w a ¹												
5790-4				m aː n ¹												
10413-4				m a ¹												
6731-4				m a ¹												
1645-4				m a ¹												
4914-4				m a ¹												
6175-4				n a ¹												
3092-4				m a ŋ ¹												
1247-4				l j aː n ¹												
5620-4				j u ¹												
4897-4				n a ¹												
4811-4				ⁿd aː ŋ ¹												
1213-4				k a ¹												
11019-4				m aː n ¹												
11020-4				k a ¹												
2129-4				p a t ¹												
3211-4				m aː n ¹												
714-4				n aː k ¹												
1729-4				k a ¹												
3679-4				m a ¹												
1054-4				m j u ¹												
7448-4				m aː m ¹												
582-4				m t u ¹												
4743-4				m a n ¹												
5419-4				l j a n ¹												
5601-4				t a n ¹												
2705-4				m aː n ¹												
6381-4				m aː ŋ ¹												
1017-4				pʰ a ¹												
645-4				l aː k ¹												
273-4				m a t ¹												
4338-4				ⁿd j a k ¹												
2533-4				t a ¹												
1089-4				p u k ¹												
843-4				m a n ¹												
2787-4				s w a t ¹												
4462-4				m a n ¹												
10918-4				h a n ¹												
6582-4				h ui ¹												
2070-4				k a ¹												
3075-4				ȵ p a k ¹												
10848-4				f a ¹												
2480-4				h aː n ¹												
2214-4				k a ¹												
7225-4				h a t ¹												
3515-4				pʰ j a m ¹												
2588-4				h aː n ¹												
2908-4				pʰ j a k ¹												
2393-4				n a ¹												
1156-4				l ai ¹												
2374-4				ⁿd a ¹												
2146-4				k a ¹												
5133-4				m a ŋ ¹												
4981-4				m a k ¹												
10239-4				m a ¹												
599-4				l j a t ¹												
5048-4				p o ¹												
6331-4				h a ¹												
290-4				ⁿd a n ¹												
311-4				h aː k ¹												
3430-4				m j u ¹												
5369-4				m j u ¹												
2749-4				t w a n ¹												
2621-4				l j a p ¹												
1181-4				ⁿd a k ¹												
949-4				ⁿd j u ¹												
2839-4				t aː n ¹												
861-4				l aː k ¹												
6773-4				l aː k ¹												
5739-4				l aː k ¹												
5740-4				s a t ¹												
3550-4				h j a m ¹												
4445-4				t a t ¹												
680-4				l aː ŋ ¹												
817-4				ⁿd aː n ¹												
782-4				pʰ j a t ¹												
10396-4				l j u ¹												
4606-4				m aː n ¹												
5207-4				m a n ¹												
7280-4				ⁿd j ai ¹												
6983-4				j w a t ¹												
5168-4				kʰ a ŋ ¹												
1264-4				t p u ¹												
915-4				t a ¹												
1767-4				ⁿd a ŋ ¹												
10901-4				ⁿd j a ŋ ¹												
10867-4				ⁿd aː ŋ ¹												
417-4				ⁿd j a n ¹												
2285-4				pʰ n ai ¹												
11002-4				t ȶ i t ¹												
6348-4				l ai ¹												
6349-4				m aː n ¹												
10602-4				ⁿd a n ¹												
5654-4				l j a m ¹												
880-4				l a ¹												
983-4				m aː n ¹												
2033-4				ⁿd o ¹												
1433-4				ⁿd j ai ¹												
1467-4				ⁿd aː k ¹												
469-4				t j a m ¹												
3127-4				m j u ¹												
4623-4				h a ¹												
7099-4				l j a k ¹												
4726-4				ɕ j a n ¹												
10465-4				ⁿd aː n ¹												
5519-4				h aː n ¹												
5893-4				t m a n ¹												
2857-4				t aː n ¹												
3645-4				m aː n ¹												
3032-4				v j a n ¹												
2088-4				v j a n ¹												
2463-4				p a ¹												
4794-4				ȵ a ¹												
4569-4				l aː ŋ ¹												
4586-4				t ⁿd u ¹												
4552-4				p a ¹												
3228-4				ⁿd a ŋ ¹												
3245-4				j a ¹												
6651-4				l aː k ¹												
6652-4				ⁿd aː n ¹												
1817-4				l aː k ¹												
1818-4				ⁿd j a k ¹												
11052-4				n a ¹												
1230-4				l aː k ¹												
3380-4				h a k ¹												
8174-4				ɣ a m ¹												
8599-4				pʰ j a m ¹												
7782-4				ⁿd j ai ¹												
8294-4				l a k ¹												
8514-4				h ui ¹												
9669-4				l j a k ¹												
8531-4				p a ¹												
7954-4				p aː k ¹												
9968-4				m aː m ¹												
8040-4				t a ¹												
9304-4				t a ¹												
8345-4				ⁿd aː k ¹												
8765-4				t a k ¹												
8849-4				ɕ a ŋ ¹												
9286-4				ⁿd j a ŋ ¹												
9581-4				ȵ w a n ¹												
9267-4				l j ə ¹												
8497-4				t a n ¹												
7602-4				p aː k ¹												
8431-4				v j a m ¹												
10036-4				n a k ¹												
10019-4				l a k ¹												
9216-4				f a ¹												
8074-4				ȶ a t ¹												
9511-4				ⁿd a n ¹												
8243-4				j a m ¹												
9250-4				t j a m ¹												
7568-4				s a ¹												
8832-4				ⁿd a ¹												
8057-4				f a ¹												
7716-4				h u k ¹												
9899-4				t a ¹												
7585-4				k a ¹												
8582-4				ⁿd j u ¹												
9097-4				l a m ¹												
10125-4				f a ¹												
9460-4				l a ¹												
9649-4				pʰ w a t ¹												
9870-4				n a k ¹												
8680-4				n a n ¹												
7699-4				ȶ i t ¹												
9001-4				n j a t ¹												
9494-4				t a t ¹												
7666-4				ɕ j a n ¹												
9598-4				t a k ¹												
8023-4				k u m ¹												
9053-4				s a t ¹												
10091-4				s a k ¹												
10002-4				ⁿd j ai ¹												
7765-4				t a ¹												
8800-4				f ai ¹												
9934-4				k a ¹												
9985-4				ʔ a ¹												
7850-4				p aː k ¹												
7816-4				k a m ¹												
8663-4				h aː m ¹												
8697-4				ȶ i t ¹												
9615-4				t j a m ¹												
8362-4				ȶ a t ¹												
8091-4				t a ¹												
8748-4				h a ¹												
22-4				t a ¹												
11084-4				f w u ¹												
7365-4				l a ¹												
4201-4				s u ¹												
5841-4				f a ¹												
4640-4				t a ¹												
662-4				l aː n ¹												
384-4				l a ¹												
5151-4				l ai ¹												
1399-4				ⁿd o ¹												
5259-4				j a t ¹												
10353-4				s a ¹												
10370-4				ȵ a ¹												
7401-4				h aː m ¹												
2958-4				h o ¹												
2770-4				l o ¹												
6434-4				l j a k ¹												
6192-4				s a t ¹												
2231-4				p aː t ¹												
5116-4				ⁿd a ¹												
7297-4				s a p ¹												
3731-4				p aː k ¹												
748-4				l a m ¹												
2180-4				h a m ¹												
4107-4				m a n ¹												
2688-4				t w a n ¹												
616-4				k a ŋ ¹												
1898-4				ⁿd aː k ¹												
203-4				l ai ¹												
897-4				ⁿd j ai ¹												
10189-4				ɕ j a n ¹												
1592-4				ɣ a k ¹												
6088-4				t j a ŋ ¹												
2975-4				ⁿd aː ŋ ¹												
6714-4				h a m ¹												
731-4				k a m ¹												
2722-4				j u ¹												
5637-4				ȶ aː t ¹												
765-4				l a k ¹												
1695-4				ⁿd aː m ¹												
2112-4				j u ¹												
6634-4				m a ¹												
7331-4				n a ¹												
7348-4				ⁿd aː ŋ ¹												
6527-4				t a ¹												
3568-4				m a n ¹												
4378-4				h o ¹												
6292-4				ⁿd j a ŋ ¹												
3585-4				f a ŋ ¹												
4428-4				ⁿd a m ¹												
7046-4				ɕ j a ŋ ¹												
1915-4				j a m ¹												
4518-4				kʰ a ŋ ¹												
2516-4				m j u ¹												
4480-4				ⁿd aː n ¹												
2499-4				ⁿd j a k ¹												
5584-4				h o ¹												
2429-4				h o ¹												
5224-4				k a ¹												
3464-4				f a k ¹												
10142-4				ⁿd a ŋ ¹												
6599-4				h ai ¹												
10207-4				m ui ¹												
2654-4				f aːi ¹												
367-4				f u k ¹												
451-4				m a n ¹												
512-4				l j a k ¹												
4845-4				j ai ¹												
4915-4				ȶ a t ¹												
10570-4				ⁿd a ¹												
5418-4				ȶ a ¹ ¹												
3532-4				ⁿd u ¹												
310-4				t ai ¹												
5368-4				f a n ¹												
4321-4				t a k ¹												
5065-4				f a ¹												
5961-4				l a k ¹												
1450-4				t a ¹												
10430-4				f a ¹												
6210-4				t p o ¹												
5468-4				m a n ¹												
6685-4				h ai ¹												
6882-5					kʰ i t ¹											
6485-5					ˀb a n ¹											
4690-5					m a n ¹											
5671-5					t f aː n ¹											
4272-5					l a p ¹											
10935-5					t a ¹											
4760-5					l j aː n ¹											
1881-5					m a n ¹											
4777-5					s i t ¹											
10969-5					m a n ¹											
10970-5					ȵ a ¹											
10206-5					m a n ¹											
6565-5					ts j a ŋ ¹											
1281-5					ts j a m ¹											
10569-5					ˀn a m ¹											
6899-5					pʰ j a ŋ ¹											
7081-5					t a ¹											
4090-5					t a m ¹											
2197-5					h u m ¹											
3352-5					t a ¹											
3892-5					s i t ¹											
1071-5					q a m ¹											
10313-5					l a ¹											
2671-5					t j a t ¹											
5502-5					f aː k ¹											
7382-5					ts a n ¹											
932-5					t a ŋ ¹											
533-5					l a ¹											
4159-5					f a ¹											
2804-5					ˀn u k ¹											
5451-5					h aːu ¹											
5773-5					tʰ a ¹											
6933-5					tʰ a ¹											
4657-5					tʰ a ¹											
4658-5					f j a n ¹											
6966-5					h aːu ¹											
5351-5					ˀɣ aːu ¹											
4073-5					t a ¹											
2163-5					pʰ j a ŋ ¹											
1121-5					f a ¹											
5790-5					ɣ aː ŋ ¹											
10413-5					l a ¹											
6731-5					l a ¹											
1645-5					l a ¹											
4914-5					l a ¹											
6175-5					ˀȵ a ¹											
3092-5					s a ŋ ¹											
1247-5					l j a n ¹											
5620-5					ɕ j u ¹											
4897-5					ʁ a ¹											
4811-5					ˀd a ŋ ¹											
1213-5					k a ¹											
11019-5					m aː ŋ ¹											
11020-5					k a ¹											
2129-5					p i p ¹											
3211-5					m aː n ¹											
714-5					ˀn u k ¹											
1729-5					k a ¹											
3679-5					l a ¹											
1054-5					m ai ¹											
7448-5					m a m ¹											
582-5					m a ¹											
4743-5					f aː n ¹											
5419-5					l j a n ¹											
5601-5					t i n ¹											
2705-5					m a m ¹											
6381-5					ˀn a ŋ ¹											
1017-5					pʰ a ¹											
645-5					l aː k ¹											
273-5					m i t ¹											
4338-5					ˀd j a k ¹											
2533-5					k a ¹											
1089-5					q o p ¹											
843-5					m a n ¹											
2787-5					f i t ¹											
4462-5					ˀn aː ŋ ¹											
10918-5					m aː n ¹											
6582-5					h ui ¹											
2070-5					k a ¹											
3075-5					ȵ p aː k ¹											
10848-5					f a ¹											
2480-5					ˀd a n ¹											
2214-5					k a ¹											
7225-5					kʰ i t ¹											
3515-5					t j a m ¹											
2588-5					ˀd a n ¹											
2908-5					pʰ j aː k ¹											
2393-5					n a ¹											
1156-5					ȵ a ¹											
2374-5					t a ¹											
2146-5					k a ¹											
5133-5					ˀn a ŋ ¹											
4981-5					l u k ¹											
10239-5					l a ¹											
599-5					l j i t ¹											
5048-5					p o ¹											
6331-5					h a ¹											
290-5					ȶʰ aː n ¹											
311-5					h u k ¹											
3430-5					l j a ¹											
5369-5					l j a ¹											
2749-5					t a n ¹											
2621-5					l j a p ¹											
1181-5					t a k ¹											
949-5					t j ai ¹											
2839-5					t a n ¹											
861-5					l aː k ¹											
6773-5					l aː k ¹											
5739-5					l aː k ¹											
5740-5					s i t ¹											
3550-5					ɕ h a m ¹											
4445-5					p i t ¹											
680-5					m aː ŋ ¹											
817-5					t a n ¹											
782-5					pʰ j i k ¹											
10396-5					l j u ¹											
4606-5					ˀn a n ¹											
5207-5					m a n ¹											
7280-5					ts j ai ¹											
6983-5					pʰ j i t ¹											
5168-5					p a ŋ ¹											
1264-5					ts t u ¹											
915-5					t a ¹											
1767-5					ts a ŋ ¹											
10901-5					t j a ŋ ¹											
10867-5					ˀd a ŋ ¹											
417-5					k j aː n ¹											
2285-5					pʰ j ai ¹											
11002-5					t i t ¹											
6348-5					l a ¹											
6349-5					m aː n ¹											
10602-5					ˀb a n ¹											
5654-5					l j a n ¹											
880-5					l aːu ¹											
983-5					m aː n ¹											
2033-5					t o ¹											
1433-5					ˀd j ai ¹											
1467-5					q aː k ¹											
469-5					t j a m ¹											
3127-5					l j a ¹											
4623-5					h a ¹											
7099-5					l j a k ¹											
4726-5					ts a n ¹											
10465-5					ˀb aː n ¹											
5519-5					f aː n ¹											
5893-5					ts j aː n ¹											
2857-5					t a n ¹											
3645-5					ɣ aː n ¹											
3032-5					f j aː n ¹											
2088-5					f j a n ¹											
2463-5					p a ¹											
4794-5					n a ¹											
4569-5					m aː ŋ ¹											
4586-5					ts t u ¹											
4552-5					pʰ a ¹											
3228-5					q a ŋ ¹											
3245-5					j a ¹											
6651-5					l aː k ¹											
6652-5					ˀd aː n ¹											
1817-5					l aː k ¹											
1818-5					pʰ j aː k ¹											
11052-5					n a ¹											
1230-5					l aː k ¹											
3380-5					h u k ¹											
8174-5					h a m ¹											
8599-5					t j a m ¹											
7782-5					t j ai ¹											
8294-5					l a k ¹											
8514-5					h aːu ¹											
9669-5					l j a k ¹											
8531-5					p a ¹											
7954-5					p u k ¹											
9968-5					s aː m ¹											
8040-5					t a ¹											
9304-5					t a ¹											
8345-5					p a k ¹											
8765-5					t aː k ¹											
8849-5					s a ŋ ¹											
9286-5					ts m aː ŋ ¹											
9581-5					ȵ aː n ¹											
9267-5					l a ¹											
8497-5					ts a n ¹											
7602-5					p aː p ¹											
8431-5					ts j a n ¹											
10036-5					f u k ¹											
10019-5					l aː k ¹											
9216-5					n a ¹											
8074-5					ȶ i t ¹											
9511-5					t a n ¹											
8243-5					t j a m ¹											
9250-5					t j e m ¹											
7568-5					s aːu ¹											
8832-5					t a ¹											
8057-5					ȵ a ¹											
7716-5					f u p ¹											
9899-5					ts a ¹											
7585-5					k a ¹											
8582-5					pʰ j ai ¹											
9097-5					m a m ¹											
10125-5					f a ¹											
9460-5					l aːu ¹											
9649-5					ts i t ¹											
9870-5					ˀn a p ¹											
8680-5					ˀn a m ¹											
7699-5					ȶ i t ¹											
9001-5					ŋ j i t ¹											
9494-5					t i p ¹											
7666-5					ts h a n ¹											
9598-5					t a k ¹											
8023-5					q a m ¹											
9053-5					s i t ¹											
10091-5					s j aː t ¹											
10002-5					pʰ j ai ¹											
7765-5					t a ¹											
8800-5					l a ¹											
9934-5					k a ¹											
9985-5					k a ¹											
7850-5					t aː k ¹											
7816-5					t a m ¹											
8663-5					q a m ¹											
8697-5					ȶ i t ¹											
9615-5					pʰ j a n ¹											
8362-5					t i t ¹											
8091-5					t a ¹											
8748-5					h a ¹											
22-5					t a ¹											
11084-5					ɕ aːu ¹											
7365-5					l a ¹											
4201-5					ɕ ai ¹											
5841-5					f a ¹											
4640-5					t a ¹											
662-5					l aː n ¹											
384-5					l aːu ¹											
5151-5					l a ¹											
1399-5					t o ¹											
5259-5					t j i t ¹											
10353-5					ɣ aːu ¹											
10370-5					ȵ a ¹											
7401-5					h u m ¹											
2958-5					h aːu ¹											
2770-5					ɣ o ¹											
6434-5					l j a k ¹											
6192-5					s i t ¹											
2231-5					p aː k ¹											
5116-5					t a ¹											
7297-5					s j u p ¹											
3731-5					p aː k ¹											
748-5					ˀn a m ¹											
2180-5					h u m ¹											
4107-5					ˀn a m ¹											
2688-5					ts a n ¹											
616-5					k a ŋ ¹											
1898-5					q aː k ¹											
203-5					l a ¹											
897-5					ˀb j ai ¹											
10189-5					ts a n ¹											
1592-5					ˀɣ u k ¹											
6088-5					t j a ŋ ¹											
2975-5					ˀd aː ŋ ¹											
6714-5					h u m ¹											
731-5					q a m ¹											
2722-5					j a ¹											
5637-5					ȶ i t ¹											
765-5					l p aː k ¹											
1695-5					s a m ¹											
2112-5					ɕ j u ¹											
6634-5					l a ¹											
7331-5					n a ¹											
7348-5					ˀb aː n ¹											
6527-5					t a ¹											
3568-5					m a n ¹											
4378-5					ˀɣ aːu ¹											
6292-5					t j a m ¹											
3585-5					f a ŋ ¹											
4428-5					t a m ¹											
7046-5					ɕ h a ŋ ¹											
1915-5					t j a m ¹											
4518-5					k a ŋ ¹											
2516-5					ɕ j ai ¹											
4480-5					ˀd aː n ¹											
2499-5					pʰ j aː k ¹											
5584-5					h o ¹											
2429-5					h o ¹											
5224-5					q a ¹											
3464-5					tʰ p a k ¹											
10142-5					t a ŋ ¹											
7159-5					m a ŋ ¹											
6599-5					v a ¹											
6837-5					x u n ¹											
2654-5					f aːi ¹											
367-5					f u k ¹											
5858-5					l a au ¹											
451-5					m a n ¹											
5944-5					f aː ŋ ¹											
512-5					l j a k ¹											
7138-5					t aːu ¹											
4845-5					j ai ¹											
4915-5					ȶ a t ¹											
10570-5					t a ¹											
5300-5					ts j aː n ¹											
5418-5					t a t ¹											
1748-5					t i k ¹											
3532-5					t aːi ¹											
310-5					t a ¹											
5368-5					v a n ¹											
4321-5					t aː k ¹											
5065-5					t o ¹											
5961-5					l aː k ¹											
1450-5					t o ¹											
10430-5					f a ¹											
6210-5					t aːu ¹											
5468-5					x a n ¹											
6882-6						h ə t ¹										
6485-6						ˀb a n ¹										
4690-6						m a n ¹										
5671-6						t v a n ¹										
4272-6						l p aː p ¹										
10935-6						t a ¹										
4760-6						l j aː n ¹										
1881-6						m a n ¹										
4777-6						s ə t ¹										
10969-6						m a n ¹										
10970-6						s a ¹										
10206-6						m a n ¹										
6565-6						t j a n ¹										
1281-6						ʔ j e n ¹										
10569-6						ˀn a m ¹										
6899-6						pʰ j aː ŋ ¹										
7081-6						t ui ¹										
4090-6						q a m ¹										
2197-6						h a m ¹										
3352-6						t aːu ¹										
3892-6						s ə t ¹										
1071-6						q a m ¹										
10313-6						l ai ¹										
2671-6						ˀd j aː t ¹										
5502-6						f aː k ¹										
7382-6						t a n ¹										
932-6						t i ŋ ¹										
533-6						l ai ¹										
4159-6						s a ¹										
2804-6						l u k ¹										
5451-6						s a ¹										
5773-6						ʔ aːu ¹										
6933-6						ʔ aːu ¹										
4657-6						ʔ aːu ¹										
4658-6						f j aː n ¹										
6966-6						h aːu ¹										
5351-6						s a ¹										
4073-6						t a ¹										
2163-6						ˀb j aː ŋ ¹										
1121-6						f a ¹										
5790-6						m aː ŋ ¹										
10413-6						s a ¹										
6731-6						s a ¹										
1645-6						s a ¹										
4914-6						s a ¹										
6175-6						s a ¹										
3092-6						m aː ŋ ¹										
1247-6						l j aː n ¹										
5620-6						ʔ j u ¹										
4897-6						s a ¹										
4811-6						ˀd aː ŋ ¹										
1213-6						q a ¹										
11019-6						m aː ŋ ¹										
11020-6						q a ¹										
2129-6						p i p ¹										
3211-6						m a n ¹										
714-6						ˀn aː k ¹										
1729-6						q a ¹										
3679-6						s a ¹										
1054-6						m a ¹										
7448-6						m a m ¹										
582-6						m j a ¹										
4743-6						ȵ a n ¹										
5419-6						l j aː n ¹										
5601-6						t i n ¹										
2705-6						m a m ¹										
6381-6						m a ŋ ¹										
1017-6						tʰ a ¹										
645-6						l aː k ¹										
273-6						m ə t ¹										
4338-6						ˀd j a k ¹										
2533-6						t a ¹										
1089-6						q o p ¹										
843-6						m a n ¹										
2787-6						s a t ¹										
4462-6						ˀn a ŋ ¹										
10918-6						h a n ¹										
6582-6						h ui ¹										
2070-6						k a ¹										
3075-6						ȵ p aː k ¹										
10848-6						s a ¹										
2480-6						ts a n ¹										
2214-6						tʰ a ¹										
7225-6						h ə t ¹										
3515-6						pʰ j a m ¹										
2588-6						ts a n ¹										
2908-6						pʰ j aː k ¹										
2393-6						s a ¹										
1156-6						l ai ¹										
2374-6						t a ¹										
2146-6						tʰ a ¹										
5133-6						m a ŋ ¹										
4981-6						m u k ¹										
10239-6						s a ¹										
599-6						l j aː t ¹										
5048-6						t o ¹										
6331-6						h a ¹										
290-6						t i n ¹										
311-6						h aː k ¹										
3430-6						m j a ¹										
5369-6						m j a ¹										
2749-6						t a n ¹										
2621-6						l j aː p ¹										
1181-6						t a k ¹										
949-6						ˀd j u ¹										
2839-6						t i n ¹										
861-6						l aː k ¹										
6773-6						l aː k ¹										
5739-6						l aː k ¹										
5740-6						ts ə t ¹										
3550-6						ts a m ¹										
4445-6						ts ə t ¹										
680-6						l aː ŋ ¹										
817-6						t a n ¹										
782-6						pʰ j aː k ¹										
10396-6						l j u ¹										
4606-6						m aː n ¹										
5207-6						m a n ¹										
7280-6						ts j a ¹										
6983-6						ʔ j ə t ¹										
5168-6						k a ŋ ¹										
1264-6						ts t u ¹										
915-6						t a ¹										
1767-6						ɣ a ŋ ¹										
10901-6						t j a ŋ ¹										
10867-6						ˀd a ŋ ¹										
417-6						t j aː n ¹										
2285-6						pʰ j ai ¹										
11002-6						t ȶ i t ¹										
6348-6						l ai ¹										
6349-6						m aː n ¹										
10602-6						ˀb a n ¹										
5654-6						l j aː n ¹										
880-6						l aːu ¹										
983-6						m aː n ¹										
2033-6						t o ¹										
1433-6						ʔ j ai ¹										
1467-6						p aː k ¹										
469-6						t j a m ¹										
3127-6						m j a ¹										
4623-6						h a ¹										
7099-6						l j aː k ¹										
4726-6						ts a n ¹										
10465-6						ˀb aː n ¹										
5519-6						h aː n ¹										
5893-6						t m a n ¹										
2857-6						t i n ¹										
3645-6						m aː n ¹										
3032-6						f j aː n ¹										
2088-6						ts j aː n ¹										
2463-6						p a ¹										
4794-6						s a ¹										
4569-6						l aː ŋ ¹										
4586-6						ts t u ¹										
4552-6						p a ¹										
3228-6						q o ŋ ¹										
3245-6						j a ¹										
6651-6						l aː k ¹										
6652-6						p aː n ¹										
1817-6						l aː k ¹										
1818-6						ˀb j aː k ¹										
11052-6						n a ¹										
1230-6						l aː k ¹										
3380-6						h u k ¹										
8174-6						h u m ¹										
8599-6						pʰ j a m ¹										
7782-6						ʔ j ai ¹										
8294-6						l aː k ¹										
8514-6						h aːu ¹										
9669-6						l j a k ¹										
8531-6						p a ¹										
7954-6						p u k ¹										
9968-6						s aː m ¹										
8040-6						t a ¹										
9304-6						t a ¹										
8345-6						t a k ¹										
8765-6						ts aː k ¹										
8849-6						ts a ŋ ¹										
9286-6						ts m a ŋ ¹										
9581-6						ȵ a n ¹										
9267-6						l a ¹										
8497-6						ts a n ¹										
7602-6						p aː k ¹										
8431-6						ts j aː n ¹										
10036-6						h aː k ¹										
10019-6						l aː k ¹										
9216-6						f a ¹										
8074-6						q a t ¹										
9511-6						t a n ¹										
8243-6						ʔ j a m ¹										
9250-6						t j e m ¹										
7568-6						s a ¹										
8832-6						t a ¹										
8057-6						f a ¹										
7716-6						h u p ¹										
9899-6						t a ¹										
7585-6						tʰ a ¹										
8582-6						ȶ j a ¹										
9097-6						ˀn a m ¹										
10125-6						s a ¹										
9460-6						l aːu ¹										
9649-6						ts ə t ¹										
9870-6						ˀn a p ¹										
8680-6						ˀn a m ¹										
7699-6						t i t ¹										
9001-6						ŋ j a t ¹										
9494-6						t i t ¹										
7666-6						ts h a n ¹										
9598-6						t a k ¹										
8023-6						q o m ¹										
9053-6						s ə t ¹										
10091-6						s j aː k ¹										
10002-6						pʰ j ai ¹										
7765-6						t aːu ¹										
8800-6						f ai ¹										
9934-6						k a ¹										
9985-6						ʔ aːu ¹										
7850-6						t aː k ¹										
7816-6						q a m ¹										
8663-6						h a m ¹										
8697-6						t i t ¹										
9615-6						ʔ j aː n ¹										
8362-6						t i t ¹										
8091-6						t a ¹										
8748-6						h a ¹										
22-6						t aːu ¹										
11084-6						s u ¹										
7365-6						l a ¹										
4201-6						s j u ¹										
5841-6						f a ¹										
4640-6						t a ¹										
662-6						l aː n ¹										
384-6						l aːu ¹										
5151-6						l ai ¹										
1399-6						t o ¹										
5259-6						ʔ j aː t ¹										
10353-6						s a ¹										
10370-6						l a ¹										
7401-6						h aː m ¹										
2958-6						h aːu ¹										
2770-6						n̥ o ¹										
6434-6						l j a k ¹										
6192-6						s ə t ¹										
2231-6						p aː t ¹										
5116-6						t a ¹										
7297-6						ts j u p ¹										
3731-6						p aː k ¹										
748-6						ˀn a m ¹										
2180-6						h a m ¹										
4107-6						ˀn a m ¹										
2688-6						t a n ¹										
616-6						t a ŋ ¹										
1898-6						t a k ¹										
203-6						l ai ¹										
897-6						ˀb j ai ¹										
10189-6						ts a n ¹										
1592-6						p aː k ¹										
6088-6						t j a ŋ ¹										
2975-6						t aː ŋ ¹										
6714-6						h u m ¹										
731-6						q a m ¹										
2722-6						j u ¹										
5637-6						ȶ i t ¹										
765-6						l aː k ¹										
1695-6						t a m ¹										
2112-6						ʔ j u ¹										
6634-6						s a ¹										
7331-6						s a ¹										
7348-6						ɣ aː ŋ ¹										
6527-6						t aːu ¹										
3568-6						m a n ¹										
4378-6						ˀɣ a ¹										
6292-6						t j aː n ¹										
3585-6						f aː ŋ ¹										
4428-6						t a m ¹										
7046-6						ȵ a ŋ ¹										
1915-6						ʔ j a m ¹										
4518-6						k a ŋ ¹										
2516-6						l j u ¹										
4480-6						p aː n ¹										
2499-6						ˀb j aː k ¹										
5584-6						h o ¹										
2429-6						h o ¹										
5224-6						q aːu ¹										
3464-6						ts h a k ¹										
10142-6						t a ŋ ¹										
7159-6						m a n ¹										
6599-6						ɣ aːu ¹										
10207-6						s ai ¹										
6837-6						s u ŋ ¹										
2654-6						f aːi ¹										
367-6						ts u k ¹										
5858-6						ˀn j u ¹										
451-6						m a n ¹										
5944-6						h aː ŋ ¹										
512-6						l j aː k ¹										
7138-6						t a ¹										
4845-6						j ai ¹										
4915-6						q a t ¹										
10570-6						t a ¹										
5300-6						ˀb j aː n ¹										
5418-6						t a k ¹										
1748-6						ˀɣ i k ¹										
3532-6						t u ¹										
310-6						t ai ¹										
5368-6						v a n ¹										
4321-6						t a k ¹										
5065-6						f a ¹										
5961-6						l a k ¹										
1450-6						t a ¹										
10430-6						f a ¹										
6210-6						t t a ¹										
5468-6						m a n ¹										
6685-6						s aːu ¹										
6882-7							h a t ¹									
6485-7							h aː n ¹									
4690-7							m a n ¹									
5671-7							t n a n ¹									
4272-7							l ⁿd a k ¹									
10935-7							k a ¹									
4760-7							l j a n ¹									
1881-7							n a n ¹									
4777-7							h j a t ¹									
10969-7							n a n ¹									
10970-7							ɣ a ¹									
10206-7							n a n ¹									
6565-7							ⁿd j a n ¹									
1281-7							ȶ j a n ¹									
10569-7							n a m ¹									
6899-7							pʰ j a ŋ ¹									
7081-7							ⁿd a ¹									
4090-7							t a m ¹									
2197-7							h a m ¹									
3352-7							t a ¹									
3892-7							h j a t ¹									
1071-7							kʰ aː m ¹									
10313-7							ɣ a ¹									
2671-7							ⁿd j a t ¹									
5502-7							h w aː k ¹									
7382-7							ⁿd w a n ¹									
932-7							t a ŋ ¹									
533-7							ɣ a ¹									
4159-7							ɣ a ¹									
2804-7							l aː k ¹									
5451-7							ɣ a ¹									
5773-7							ʔ a ¹									
6933-7							ʔ a ¹									
4657-7							ʔ a ¹									
4658-7							ȶ j a ŋ ¹									
6966-7							h a ¹									
5351-7							ɣ a ¹									
4073-7							ⁿd a ¹									
2163-7							pʰ j a n ¹									
1121-7							h ⁿd a ¹									
5790-7							h aː ŋ ¹									
10413-7							ɣ a ¹									
6731-7							ɣ a ¹									
1645-7							ɣ a ¹									
4914-7							ɣ a ¹									
6175-7							ɣ a ¹									
3092-7							n aː ŋ ¹									
1247-7							l j a n ¹									
5620-7							ɕ j u ¹									
4897-7							ɣ a ¹									
4811-7							ⁿd aː ŋ ¹									
1213-7							k a ¹									
11019-7							m aː ŋ ¹									
11020-7							k a ¹									
2129-7							t aː k ¹									
