COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
430-5					sʰ i ³¹		
442-5					sʰ a ³¹		
447-5					tʰ ə ³¹		
456-5					k a ³¹		
458-5					s o ³¹		
469-5					k o ³¹		
470-5					j ə ⁵⁵		
478-5					j o ʔ ³¹		
495-5					ɲ ³¹		
501-5					tʰ a ŋ ³¹		
506-5					p j o ⁵⁵		
507-5					m o ʔ ³¹		
509-5					ɹ i ³¹		
510-5					p j e ³¹		
511-5					j o ³¹		
521-5					ŋ ³¹		
538-5					k u ⁵⁵		
539-5					k j ə ³¹		
544-5					j o ⁵⁵		
550-5					j o ⁵⁵		
562-5					m j a ʔ ⁵⁵		
568-5					k e		
11-5					ʃ e ³¹		
12-5					j a ʔ ⁵⁵		
46-5					tʰ o		
83-5					tʰ u ³¹		
91-5					s ə ³¹		
106-5					k o		
120-5					m j ʔ ʔ ³¹		
209-5					k j ə ⁵⁵		
215-5					s j o ʔ ³¹		
242-5					ɹ i ³¹		
281-5					j o		
283-5					j o ⁵⁵		
302-5					p u ³¹		
312-5					u ³¹		
313-5					m j ai ʔ ³¹		
315-5					k ə		
348-5					j i ³¹		
352-5					k j ə ⁵⁵		
1-6						m w aˀ	
4-6						l eː	
18-6						m j a	
19-6						n j a	
44-6						h l au k	
50-6						tsʰ m r a	
62-6						s a ts	
70-6						p j a	
75-6						m j a	
97-6						p tsʰ a ŋ	
112-6						tsʰ a	
122-6						m j au k	
127-6						k a	
132-6						r w a	
133-6						n a	
135-6						n w a	
142-6						tsʰ a a	
143-6						l n a	
149-6						tsʰ a	
152-6						n a	
157-6						p aː	
183-6						j aː	
184-6						h n au k	
185-6						tsʰ a m	
189-6						l j a	
192-6						h n a	
195-6						n a	
200-6						k r a	
216-6						s a ŋ	
218-6						l a k	
225-6						s a	
235-6						k j a	
244-6						s w a	
253-6						m eː	
270-6						m a	
278-6						m a	
279-6						p w a	
285-6						h r a	
308-6						h p j a	
322-6						m eː	
325-6						k j iː	
337-6						m j a	
341-6						tsʰ eː	
347-6						s u	
362-6						r a	
391-6						r a p	
394-6						m a	
397-6						tsʰ eː	
443-6						r j a	
460-6						s a	
463-6						t w a	
464-6						l a ŋ	
473-6						s a m	
476-6						k j a	
481-6						tsʰ a	
494-6						k j eː	
496-6						tsʰ r a	
516-6						j a	
522-6						n a k	
523-6						p j a	
524-6						n a	
540-6						k aː	
3-6						p a	
6-6						k eː	
7-6						tsʰ a	
20-6						j a	
39-6						m r a	
51-6						ŋ a	
64-6						k j a	
65-6						k w a	
66-6						w eː	
71-6						s eː	
72-6						k aː	
76-6						w a	
77-6						m w a	
78-6						h m w aˀ	
82-6						p r a	
87-6						h w a	
93-6						l a m	
94-6						m j a	
100-6						s a	
116-6						h l eː	
119-6						w a	
124-6						p r a	
137-6						k j w i	
139-6						m eː	
144-6						s u t	
145-6						t a ŋ	
146-6						m w a	
150-6						k j a k	
154-6						m w eː	
165-6						k r a	
166-6						pʰ j a	
169-6						k j a	
170-6						p j aˀ	
171-6						r a ŋ	
174-6						k l a	
181-6						l j au k	
193-6						p aː	
205-6						m a	
206-6						m j aˀ	
212-6						s tsʰ a	
214-6						l a m	
217-6						tsʰ uˀ	
224-6						n j w eː	
228-6						p au	
238-6						r w a	
241-6						s a	
246-6						k j aˀ	
257-6						p a	
272-6						m a	
273-6						ʔ a	
274-6						m a	
286-6						k a	
289-6						k au	
294-6						ʔ a	
301-6						j a k	
306-6						p a p	
307-6						j a	
321-6						t a ŋ	
331-6						h m j aː	
332-6						h l a	
335-6						k j aˀ	
336-6						n a	
340-6						k w a	
342-6						m j eː	
360-6						s a	
376-6						s a	
389-6						r a n	
395-6						n a	
401-6						s a	
404-6						tsʰ a ŋ	
408-6						tsʰ eː	
409-6						l a k	
413-6						t a	
421-6						j au	
425-6						p j a	
442-6						t u	
447-6						l a	
456-6						k a	
469-6						k j iː	
470-6						tsʰ a	
475-6						ŋ	
477-6						h n a	
480-6						k j aˀ	
485-6						l j aˀ	
495-6						n w a	
499-6						m j a	
500-6						k r a	
501-6						tsʰ a	
506-6						p r a	
507-6						n a k	
509-6						l a ŋ	
510-6						p r w a ŋ	
511-6						l a k	
521-6						h w a	
525-6						n j j aˀ	
538-6						h t w a	
539-6						t a ŋ	
544-6						k j a k	
550-6						l w a k	
562-6						l j a	
568-6						k a	
2-6						k au ŋ	
11-6						s a	
35-6						p l uˀ ŋ	
38-6						tsʰ a ŋ	
42-6						p w a	
79-6						kʰ r a	
86-6						ʔ eː	
89-6						s a ŋ	
90-6						h p a k	
91-6						p a n	
92-6						k a	
120-6						s r m	
125-6						k r a	
148-6						h t a ŋ	
163-6						ʔ a ɲ	
186-6						ŋ a	
187-6						l au ŋ	
197-6						h n a	
209-6						h r a	
210-6						r a	
213-6						h n au	
215-6						s w a	
220-6						t au	
239-6						n a	
242-6						tsʰ a	
248-6						kʰ j eː	
252-6						k j ai	
255-6						p j eː	
271-6						t w i	
275-6						n a k	
277-6						t w a	
283-6						h l a	
295-6						k au	
300-6						k a ɲ	
302-6						tsʰ w a	
309-6						l au k	
312-6						k w a ts	
313-6						h m w a	
314-6						tsʰ a m	
330-6						h l eː	
338-6						l j a k	
346-6						s a	
348-6						r a	
352-6						h r a	
1-7							m au ³
4-7							l a ⁵³
18-7							m j i ŋ ³¹
19-7							n j a̰ ŋ ³¹
44-7							l u p ⁵³
50-7							m i ŋ ⁵³
62-7							s ɪ k ⁵⁴
70-7							b j i ŋ ³
75-7							m j ɪ ʔ ³²
97-7							d j a ŋ ³²
112-7							ʃ ɔ ⁴³
122-7							m j u ʔ ³¹
127-7							kʰ i ³²
132-7							kʰ ɔ ⁵⁴
133-7							n u ŋ ⁵³
135-7							n au ³
142-7							d z w i ³¹
143-7							ŋ ɔ ʔ ³²
149-7							u ³¹
152-7							ŋ a ⁵³
157-7							b u ³¹
183-7							ʔ u ³
184-7							ŋ u ʔ t ⁵³
185-7							tsʰ a m ⁵³
189-7							m j ɔ ³²
192-7							ŋ a̰ ⁵³
195-7							n ɔ ⁵³
200-7							tʰ i ⁵³
216-7							ʃ i ŋ ³
218-7							l a ⁵³
225-7							s a ŋ ⁵⁴
235-7							kʰ i t ⁵³
244-7							s i ³²
253-7							m i ³¹
270-7							m i t ⁵³
278-7							m i ŋ ³¹
279-7							m i ⁴³
285-7							m j i ŋ ³
308-7							pʰ j i ³
322-7							m i ³²
325-7							kʰ au ⁵²
337-7							m j a ŋ ³²
341-7							d ʃ ɔ ⁵³
347-7							ʃ ʊ ʔ ³²
362-7							m w i t ⁵³
391-7							ʊ p ³
394-7							m ɔ ³²
397-7							tʃʰ i ⁵³
443-7							m j a̰ p ⁵⁴
460-7							ʃ a t ⁵⁴
463-7							m w i t ⁵³
464-7							ʔ a ŋ ³
473-7							ʃ a m ³¹
476-7							kʰ j u ʔ ³¹
481-7							ʃ u ⁵³
494-7							g i ³
496-7							m a ŋ ³¹
516-7							w i ³²
522-7							n ɔ ³²
523-7							pʰ j u ⁵¹ ⁵³
524-7							ʃ i ⁴³
540-7							kʰ ɔ ³¹
3-7							b w i ŋ ⁵³
6-7							g i ⁴³
7-7							dʒ ṵ ŋ ³
20-7							n ɔ ʔ ³
39-7							m i t ³
51-7							ŋ a̰ ⁵³
64-7							g z i ³
65-7							kʰ w i ʔ ⁵⁴
66-7							d ə ³
71-7							ʃ i ³
76-7							w i ⁵³
77-7							m ɪ ⁵³
78-7							m m au ⁵³
82-7							b j u ŋ ³
87-7							ŋ ɔ ³²
93-7							l a̰ m ³¹
94-7							m a̰ n ⁵³
100-7							s w i ³
116-7							l a ⁵³
119-7							w a m ³¹
124-7							pʰ j u ŋ ⁵³
136-7							l w i ⁵³
137-7							g ɔ ⁵³
139-7							m i ³²
144-7							s ʊ t ⁵⁴
145-7							d a ŋ ⁵³
146-7							m ɪ ⁵²
150-7							g j ɔ ʔ ³
154-7							m i ³¹
165-7							kʰ i ŋ ⁵³
166-7							b j ɔ ⁵¹
169-7							g j a̰ ŋ ⁵³
170-7							b j ɔ ⁵³
171-7							j a ŋ ³²
174-7							l a m ⁵³
181-7							m j ɔ ³
193-7							b ə ³¹
205-7							n ɔ t ⁵⁴
206-7							m i t ⁵
212-7							tʃʰ a ³²
214-7							l a m ⁵³
217-7							u ⁴
224-7							m au ³
228-7							b ɔ ³
238-7							w au ⁵³
241-7							ʃ ɔ ³
256-7							ʃ a ³
272-7							m i ³
273-7							ʔ a ⁴
274-7							m a ³²
286-7							kʰ ɔ m ³
289-7							kʰ a ŋ ³¹
294-7							ʔ u ³¹
301-7							j ɔ ³¹
306-7							tʰ ʊ p ³¹
307-7							ŋ a̰ p ³
321-7							tʰ a ŋ ³²
331-7							m j ɪ ³²
332-7							l a m ⁵³
335-7							g j ɔ ⁴³
336-7							n j a m ³¹
340-7							ŋ au ³
342-7							m u ⁵³
360-7							dʒ ʊ p ³
376-7							s j u ⁵³
389-7							n j a̰ k ŋ ⁵³
395-7							n ɔ ⁵³
401-7							ʃ ɪ ⁵³
404-7							d a ŋ ³
408-7							d ɔ ⁵³
409-7							l ə ⁵³
413-7							d i ŋ ³
421-7							m a̰ p ³¹
425-7							b j i ŋ ⁵³
430-7							tʃʰ ɪ ⁴³
442-7							ts u ŋ ⁵³
447-7							tʰ a ŋ ⁴³
456-7							g ɔ ³¹
458-7							ʃ ɔ ³¹
469-7							kʰ au ⁵²
475-7							ŋ ɔ ⁴
477-7							m n j a̰ ⁵⁴
478-7							m ɪ ³²
480-7							g i ³
485-7							m j ɔ ³²
499-7							m j a̰ ŋ ⁵³
500-7							m j ɔ m ⁵³
501-7							tʰ u ⁴³
506-7							d j i ŋ ⁵³
507-7							n ɔ ³²
509-7							l a ŋ ⁵³
510-7							b j i ŋ ³
511-7							l ʊ ⁵³
521-7							h i ⁵³
525-7							n j au ⁵³
538-7							g i ⁵³
539-7							d i ŋ ³¹
544-7							g ɪ ʔ ³²
550-7							tʰ ɔ ³¹
562-7							m j a ŋ ³¹
568-7							g i ⁴³
2-7							g ɔ ŋ ³
12-7							m j a ŋ ³²
22-7							g ɔ ŋ ⁵³
28-7							b w i ³²
29-7							tʰ u ⁵
30-7							a ŋ ³¹
35-7							l a ŋ ³¹
38-7							d z ɔ ⁵³
42-7							b j ɔ t ⁵⁴
52-7							d ɔ ⁵⁴
55-7							b w ɔ m ³
69-7							j ɔ ³
79-7							g j a̰ m ⁵³
83-7							tʃʰ a̰u ⁵²
86-7							ʔ i ⁵³
89-7							s a ŋ ⁵⁴
90-7							b ɔ ³
91-7							h i ŋ ³¹
92-7							kʰ ə ⁴³
106-7							ʔ u ⁴³
120-7							dʒ u t ⁵⁴
148-7							j a ŋ ⁵³
163-7							ʃ ɔ ŋ ⁴
173-7							b ə ³
179-7							ʔ u ³
186-7							ŋ a̰ t ⁵³
187-7							l a ŋ ³
197-7							n a̰ t t ⁵⁴
209-7							kʰ ɔ ⁴
210-7							d u m ⁵³
211-7							d u ⁵
213-7							m n a̰ u ⁵³ ⁵³
220-7							tʰ a ŋ ³
237-7							ʃ ɔ ⁴³
239-7							n a m ³²
248-7							kʰ i ⁵³
252-7							g ɔ ⁴³
271-7							tʰ u ⁵²
277-7							tʃʰ z a ŋ ³²
281-7							kʰ j i ³¹
283-7							l a ⁵³
295-7							kʰ a ³
300-7							g ɔ n ⁴
309-7							l ə ³
313-7							h m ʊ t ⁵⁴
314-7							tʃʰ ɔ m ⁵
315-7							tʃʰ a ŋ ³²
330-7							l i ⁵³
333-7							ʃ j a ⁵³
338-7							m ɔ ³
346-7							ʃ ɔ t ⁵⁴
352-7							ɹ a ŋ ³
